Globalisering (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 forskarvolym//NN|NEU|SIN|IND|NOM//nmod//2 IX//RG|NOM//ROOT//2
Globalisering (2);Är//VB|PRS|AKT//cop//20 avregleringen//NN|UTR|SIN|DEF|NOM//nsubj//20 ett//DT|NEU|SIN|IND//det//20 resultat//NN|NEU|SIN|IND|NOM//ROOT//20 av//PP//mark//28 att//SN//mark//28 den//DT|UTR|SIN|DEF//det//25 ökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//25 frihandeln//NN|UTR|SIN|DEF|NOM//nsubj//28 och//KN//cc//27 utlandsinvesteringarna//NN|UTR|PLU|DEF|NOM//conj//25 sätter//VB|PRS|AKT//acl//20 press//NN|UTR|SIN|IND|NOM//obj//28 på//PP//case//33 de//DT|UTR/NEU|PLU|DEF//det//33 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 aktörerna//NN|UTR|PLU|DEF|NOM//obl//28 att//IE//mark//35 finna//VB|INF|AKT//acl//33 de//DT|UTR/NEU|PLU|DEF//det//43 ekonomiskt//AB|POS//advmod//38 mest//AB|SUV//advmod//39 effektiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 och//KN//cc//42 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//40 organisationsformerna//NN|UTR|PLU|DEF|NOM//obj//35 ?//MID//punct//20
Globalisering (2);I//PP//case//47 mångas//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//47 ögon//NN|NEU|PLU|IND|NOM//obl//48 utgör//VB|PRS|AKT//parataxis//20 globaliseringsprocessens//NN|UTR|SIN|DEF|GEN//nmod:poss//51 två//RG|NOM//nummod//51 underströmmar//NN|UTR|PLU|IND|NOM//obj//48 –//RG|NOM//punct//53 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//66 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 flöden//NN|NEU|PLU|IND|NOM//obj//53 och//KN//cc//59 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//59 avreglering//NN|UTR|SIN|IND|NOM//conj//56 på//PP//case//62 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//62 nivå//NN|UTR|SIN|IND|NOM//nmod//59 –//PAD//punct//53 ett//DT|NEU|SIN|IND//det//66 påtagligt//JJ|POS|NEU|SIN|IND|NOM//amod//66 hot//NN|NEU|SIN|IND|NOM//conj//48 mot//PP//case//69 den//DT|UTR|SIN|DEF//det//69 typ//NN|UTR|SIN|IND|NOM//nmod//66 av//PP//case//71 välfärdsstat//NN|UTR|SIN|IND|NOM//nmod//69 som//HP|-|-|-//nsubj:pass//73 byggts//VB|SUP|SFO//acl:relcl//71 i//PP//case//77 de//DT|UTR/NEU|PLU|DEF//det//77 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 länderna//NN|NEU|PLU|DEF|NOM//obl//73 .//MAD//punct//48
Globalisering (2);En//DT|UTR|SIN|IND//det//81 finsk//JJ|POS|UTR|SIN|IND|NOM//amod//81 forskare//NN|UTR|SIN|IND|NOM//appos//48 ,//MID//punct//81 Pauli//PM|NOM//nsubj//87 Kettunen//PM|NOM//flat//83 ,//MID//punct//83 har//VB|PRS|AKT//aux//87 utvecklat//VB|SUP|AKT//conj//48 tankegångar//NN|UTR|PLU|IND|NOM//obj//87 kring//PP//case//92 hur//HA//advmod//92 politikens//NN|UTR|SIN|DEF|GEN//nmod:poss//92 mål-//NN|NEU|-|-|SMS//nmod//88
Globalisering (2);F//PM|NOM//nsubj:pass//3 ÖRORD//PM|NOM//amod//2 sättningar//NN|UTR|PLU|IND|NOM//nmod//0 omformuleras//VB|PRS|SFO//ROOT//3 från//PP//mark//6 att//IE//mark//6 gälla//VB|INF|AKT//advcl//3 skapandet//NN|NEU|SIN|DEF|NOM//obj//6 av//PP//case//10 social//JJ|POS|UTR|SIN|IND|NOM//amod//10 trygghet//NN|UTR|SIN|IND|NOM//nmod//7 till//PP//case//12 säkerställandet//NN|NEU|SIN|DEF|NOM//obl//6 av//PP//case//15 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//15 konkurrenskraft//NN|UTR|SIN|IND|NOM//nmod//12 .//MAD//punct//3
Globalisering (2);Kettunen//PM|NOM//nsubj//18 visar//VB|PRS|AKT//parataxis//3 t.ex.//AB|AN//advmod//21 hur//HA//advmod//21 begrepp//NN|NEU|PLU|IND|NOM//nsubj:pass//36 som//KN//mark//23 medbestämmande//NN|NEU|SIN|IND|NOM//advcl//21 och//KN//cc//25 delaktighet//NN|UTR|SIN|IND|NOM//conj//23 (//PAD//punct//27 participation//UO//appos//25 )//PAD//punct//27 i//PP//case//30 arbetslivet//NN|NEU|SIN|DEF|NOM//obl//23 i//PP//case//33 allt//DT|NEU|SIN|IND/DEF//advmod//33 väsentligt//AB|POS//advmod//36 kommit//VB|SUP|AKT//aux//36 att//IE//mark//36 kopplas//VB|INF|SFO//ccomp//18 till//PP//case//38 behov//NN|NEU|SIN|IND|NOM//obl//36 av//PP//case//41 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//41 förnyelse//NN|UTR|SIN|IND|NOM//nmod//38 ,//MID//punct//43 kompetensutveckling//NN|UTR|SIN|IND|NOM//conj//41 och//KN//cc//46 industriell//JJ|POS|UTR|SIN|IND|NOM//amod//46 flexibilitet//NN|UTR|SIN|IND|NOM//conj//41 .//MAD//punct//18
Globalisering (2);Participation//NN|UTR|SIN|IND|NOM//nsubj//51 har//VB|PRS|AKT//aux//51 därmed//AB//advmod//51 gått//VB|SUP|AKT//parataxis//18 från//PP//case//56 att//IE//mark//56 vara//VB|INF|AKT//cop//56 ett//DT|NEU|SIN|IND//det//56 instrument//NN|NEU|SIN|IND|NOM//obl//51 för//PP//mark//59 att//IE//mark//59 öka//VB|INF|AKT//advcl//51 fackligt//JJ|POS|NEU|SIN|IND|NOM//amod//61 inflytande//NN|NEU|SIN|IND|NOM//obj//59 till//PP//case//64 en//DT|UTR|SIN|IND//det//64 metod//NN|UTR|SIN|IND|NOM//obl//59 för//PP//mark//67 att//IE//mark//67 stärka//VB|INF|AKT//acl//64 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//70 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//70 konkurrenskraft//NN|UTR|SIN|IND|NOM//obj//67 .//MAD//punct//18
Globalisering (2);Enligt//PP//case//1 Kettunen//PM|NOM//obl//5 är//VB|PRS|AKT//cop//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 alltså//AB//advmod//5 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//5 att//IE//mark//7 förstå//VB|INF|AKT//csubj//5 hur//HA//advmod//12 den//DT|UTR|SIN|DEF//det//11 diskursiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 förändringen//NN|UTR|SIN|DEF|NOM//nsubj//12 påverkar//VB|PRS|AKT//ccomp//7 de//DT|UTR/NEU|PLU|DEF//det//15 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 institutionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//16 målsättning//NN|UTR|SIN|IND|NOM//obj//12 .//MAD//punct//5
Globalisering (2);I//PP//case//19 anslutning//NN|UTR|SIN|IND|NOM//obl//23 till//PP//case//22 denna//DT|UTR|SIN|DEF//det//22 diskussion//NN|UTR|SIN|IND|NOM//nmod//19 driver//VB|PRS|AKT//parataxis//5 en//DT|UTR|SIN|IND//det//26 amerikansk//JJ|POS|UTR|SIN|IND|NOM//amod//26 statsvetare//NN|UTR|SIN|IND|NOM//obj//23 ,//MID//punct//26 John//PM|NOM//nsubj//50 Zysman//PM|NOM//flat:name//28 vid//PP//case//31 Berkely-universitetet//NN|NEU|SIN|DEF|NOM//nmod//28 ,//MID//punct//28 tesen//NN|UTR|SIN|DEF|NOM//nummod//28 att//SN//mark//38 den//DT|UTR|SIN|DEF//det//38 ständigt//AB|POS//advmod//37 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 konkurrensen//NN|UTR|SIN|DEF|NOM//nmod//33 mellan//PP//case//43 den//DT|UTR|SIN|DEF//det//42 industriella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 världsekonomins//NN|UTR|SIN|DEF|GEN//nmod:poss//43 länder//NN|NEU|PLU|IND|NOM//nmod//38 och//KN//cc//45 aktörer//NN|UTR|PLU|IND|NOM//conj//43 i//PP//case//47 grund//NN|UTR|SIN|IND|NOM//nmod//45 och//KN//cc//49 botten//NN|UTR|SIN|DEF|NOM//conj//47 vilar//VB|PRS|AKT//conj//5 på//PP//case//53 en//DT|UTR|SIN|IND//det//53 metafor//NN|UTR|SIN|IND|NOM//obl//50 där//HA//advmod//60 förhållandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//60 mellan//PP//case//59 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 länders//NN|NEU|PLU|IND|GEN//nmod:poss//59 ekonomier//NN|NEU|PLU|IND|NOM//nmod//55 liknas//VB|PRS|SFO//acl:relcl//53 vid//PP//case//65 ett//DT|NEU|SIN|IND//det//63 slags//NN|NEU|SIN|IND|GEN//nmod:poss//65 upprepade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//65 hästkapplöpningar//NN|UTR|PLU|IND|NOM//obl//60 .//MAD//punct//5
Globalisering (2);När//HA//mark//73 de//DT|UTR/NEU|PLU|DEF//det//70 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 ekonomiernas//NN|UTR|PLU|DEF|GEN//nmod:poss//72 skyddande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 tullmurar//NN|UTR|PLU|IND|NOM//nsubj:pass//73 raseras//VB|INF|SFO//advcl//75 ,//MID//punct//75 tvingas//VB|INF|SFO//conj//5 såväl//KN//amod//78 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 företag//NN|NEU|PLU|IND|NOM//obj//75 som//KN//mark//82 hela//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 ekonomier//NN|UTR|PLU|IND|NOM//obl//75 att//IE//mark//84 kopiera//VB|INF|AKT//acl//82 de//DT|UTR/NEU|PLU|DEF//det//91 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 ,//MID//punct//88 institutionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 och//KN//cc//90 teknologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//88 lösningar//NN|UTR|PLU|IND|NOM//obj//84 som//KN//obj//99 de//DT|UTR/NEU|PLU|DEF//det//96 mest//AB|SUV//advmod//95 konkurrenskraftiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 länderna//NN|NEU|PLU|DEF|NOM//nsubj//99 och//KN//cc//98 företagen//NN|NEU|PLU|DEF|NOM//conj//96 valt//VB|SUP|AKT//acl:relcl//91 .//MAD//punct//5
Globalisering (2);Endast//AB//advmod//106 de//DT|UTR/NEU|PLU|DEF//det//105 bäst//AB|SUV//advmod//104 organiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//105 medtävlarna//NN|UTR|PLU|DEF|NOM//nsubj//106 överlever//VB|PRS|AKT//appos//5 i//PP//case//109 denna//DT|UTR|SIN|DEF//det//109 konkurrens//NN|UTR|SIN|IND|NOM//obl//106 .//MAD//punct//5
Globalisering (2);Ett//DT|NEU|SIN|IND//det//113 välbekant//JJ|POS|NEU|SIN|IND|NOM//amod//113 exempel//NN|NEU|SIN|IND|NOM//nsubj//115 är//VB|PRS|AKT//cop//115 föreställningen//NN|UTR|SIN|DEF|NOM//parataxis//5 att//SN//mark//120 den//DT|UTR|SIN|DEF//det//119 europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//119 industrin//NN|UTR|SIN|DEF|NOM//nsubj//120 står//VB|PRS|AKT//csubj//115 och//KN//cc//122 faller//VB|PRS|AKT//conj//120 med//PP//case//125 vår//PS|UTR|SIN|DEF//nmod:poss//125 förmåga//NN|UTR|SIN|IND|NOM//obl//122 att//IE//mark//127 härma//VB|INF|AKT//acl//125 det//DT|NEU|SIN|DEF//det//131 japanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//131 industriella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//131 systemet//NN|NEU|SIN|DEF|NOM//obj//127 (//PAD//punct//134 lean//UO//amod//134 production//UO//appos//115 )//PAD//punct//134 .//MAD//punct//5
Globalisering (2);Denna//DT|UTR|SIN|DEF//det//138 metafor//NN|UTR|SIN|IND|NOM//nsubj//140 har//VB|PRS|AKT//aux//140 skapat//VB|SUP|AKT//parataxis//5 en//DT|UTR|SIN|IND//det//143 gigantisk//JJ|POS|UTR|SIN|IND|NOM//amod//143 marknad//NN|UTR|SIN|IND|NOM//obj//140 för//PP//case//150 industriell//JJ|POS|UTR|SIN|IND|NOM//amod//149 och//KN//cc//147 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//conj//145 ”//PAD//punct//145 bench//UO//nmod//150 marking//UO//nmod//143 ”//PAD//punct//140 .//MAD//punct//5
Globalisering (2);Här//AB//advmod//1 spelar//VB|PRS|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 brittiske//JJ|POS|MAS|SIN|DEF|NOM//amod//4 samhällsforskaren//NN|UTR|SIN|DEF|NOM//nmod//5 Anthony//PM|NOM//nmod:poss//7 Giddens//PM|GEN//nmod:poss//7 tal//NN|NEU|SIN|IND|NOM//nsubj//1 om//PP//case//11 globaliseringens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 ”//PAD//punct//11 reflexivitet//NN|UTR|SIN|IND|NOM//obl//1 ”//PM|NOM//punct//11 en//DT|UTR|SIN|IND//det//15 viss//JJ|POS|UTR|SIN|IND|NOM//amod//15 roll//NN|UTR|SIN|IND|NOM//obj//1 .//MID//punct//1
Globalisering (2);Han//PN|UTR|SIN|DEF|SUB//nsubj//18 menar//VB|PRS|AKT//parataxis//1 att//SN//mark//25 de//DT|UTR/NEU|PLU|DEF//det//24 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 flödena//NN|NEU|PLU|DEF|NOM//nsubj//25 medför//VB|PRS|AKT//ccomp//18 att//SN//mark//32 samhällsbygget//NN|NEU|SIN|DEF|NOM//nsubj//32 i//PP//case//31 allt//AB//advmod//30 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 grad//NN|UTR|SIN|IND|NOM//obl//32 bygger//VB|PRS|AKT//ccomp//25 på//PP//case//39 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//39 och//KN//cc//36 politikernas//NN|UTR|PLU|DEF|GEN//conj//34 ständigt//AB|POS//advmod//38 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 jämförelser//NN|UTR|PLU|IND|NOM//obl//32 mellan//PP//case//46 sitt//PS|NEU|SIN|DEF//nmod:poss//46 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//46 och//KN//cc//44 andras//PS|UTR/NEU|SIN/PLU|DEF//conj//42 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 system//NN|NEU|PLU|IND|NOM//nmod//39 .//MAD//punct//18
Globalisering (2);Samhällsbygget//NN|NEU|SIN|DEF|NOM//nsubj//49 går//VB|PRS|AKT//parataxis//18 från//PP//mark//52 att//IE//mark//52 gälla//VB|INF|AKT//advcl//49 ”//PAD//case//54 oss//PN|UTR|PLU|DEF|OBJ//obj//52 ”//PM|NOM//punct//54 till//PP//mark//58 att//IE//mark//58 gälla//VB|INF|AKT//advcl//52 ”//PAD//punct//70 vi//PN|UTR|PLU|DEF|SUB//dislocated//70 ”//PAD//punct//60 i//PP//case//63 förhållande//NN|NEU|SIN|IND|NOM//nmod//60 till//PP//case//60 ”//PAD//nmod//66 dom//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//60 ”//PAD//punct//66 .//MID//punct//66
Globalisering (2);Giddens//PM|NOM//nsubj//70 kallar//VB|PRS|AKT//ccomp//58 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//70 för//PP//case//75 ”//PAD//nmod//75 reflexiv//JJ|POS|UTR|SIN|IND|NOM//amod//75 modernisering//NN|UTR|SIN|IND|NOM//obl//70 .//MAD//punct//70 ”//RG|NOM//punct//18
Globalisering (2);Frågan//NN|UTR|SIN|DEF|NOM//nsubj//1 är//VB|PRS|AKT//ROOT//1 emellertid//AB//advmod//1 om//SN//case//4 hästkapplöpningen//NN|UTR|SIN|DEF|NOM//obl//1 eller//KN//cc//8 den//DT|UTR|SIN|DEF//det//8 ständiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 ”//PAD//conj//4 bench//UO//nmod//10 marking//UO//conj//4 ”//PM|NOM//punct//1 är//VB|PRS|AKT//cop//18 en//DT|UTR|SIN|IND//det//18 rättvisande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 och//KN//cc//16 tillräckligt//AB|POS//conj//14 nyanserad//PC|PRF|UTR|SIN|IND|NOM//amod//18 bild//NN|UTR|SIN|IND|NOM//parataxis//1 av//PP//case//23 den//DT|UTR|SIN|DEF//det//22 globala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 ekonomins//NN|UTR|SIN|DEF|GEN//nmod:poss//23 villkor//NN|NEU|PLU|IND|NOM//nmod//18 .//MAD//punct//1
Globalisering (2);Globaliseringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 behandlas//VB|PRS|SFO//ROOT//1 på//PP//case//4 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//4 sätt//NN|NEU|PLU|IND|NOM//obl//1 i//PP//case//7 Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 verksamhet//NN|UTR|SIN|IND|NOM//obl//1 .//MAD//punct//1
Globalisering (2);En//DT|UTR|SIN|IND//det//10 del//NN|UTR|SIN|IND|NOM//nsubj:pass//16 av//PP//case//12 resultaten//NN|NEU|PLU|DEF|NOM//nmod//10 har//VB|PRS|AKT//aux//16 redan//AB//advmod//15 tidigare//AB|KOM//advmod//16 presenterats//VB|SUP|SFO//parataxis//1 i//PP//case//19 två//RG|NOM//nummod//19 skrifter//NN|UTR|PLU|IND|NOM//obl//16 ,//MID//punct//19 som//HP|-|-|-//nsubj//23 specifikt//JJ|POS|NEU|SIN|IND|NOM//advmod//23 tar//VB|PRS|AKT//acl:relcl//19 upp//PL//compound:prt//23 de//DT|UTR/NEU|PLU|DEF//det//28 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 institutionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//29 läge//NN|NEU|SIN|IND|NOM//obj//23 i//PP//case//35 förhållande//NN|NEU|SIN|IND|NOM//fixed//30 till//PP//fixed//30 den//DT|UTR|SIN|DEF//det//35 globala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 ekonomin//NN|UTR|SIN|DEF|NOM//obl//23 .//MAD//punct//16
Globalisering (2);Bland//PP//case//38 författarna//NN|UTR|PLU|DEF|NOM//obl//39 återfinns//VB|PRS|SFO//conj//1 bl.a.//AB|AN//advmod//39 den//DT|UTR|SIN|DEF//det//43 finske//JJ|POS|MAS|SIN|DEF|NOM//amod//43 sociologen//NN|UTR|SIN|DEF|NOM//nmod//44 Erik//PM|NOM//nsubj//39 Allardt//PM|NOM//flat:name//44 ,//MID//punct//39 den//DT|UTR|SIN|DEF//det//49 amerikanske//JJ|POS|MAS|SIN|DEF|NOM//amod//49 statsvetaren//NN|UTR|SIN|DEF|NOM//nmod//50 Robert//PM|NOM//appos//39 A.//PM|NOM//flat:name//50 Dahl//PM|NOM//flat:name//50 ,//MID//punct//39 den//DT|UTR|SIN|DEF//det//56 brittiske//JJ|POS|MAS|SIN|DEF|NOM//amod//56 statsvetaren//NN|UTR|SIN|DEF|NOM//nmod//57 David//PM|NOM//appos//39 Held//PM|NOM//flat//57 ,//MID//punct//57 den//DT|UTR|SIN|DEF//det//62 svenske//JJ|POS|MAS|SIN|DEF|NOM//amod//62 ekonomen//NN|UTR|SIN|DEF|NOM//nmod//63 Lars//PM|NOM//appos//57 Jonung//PM|NOM//flat:name//63 ,//MID//punct//68 den//DT|UTR|SIN|DEF//det//68 brittiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 sam-//PM|NOM//conj//63
Globalisering (2);F//PM|NOM//nsubj//26 ÖRORD//PM|NOM//fixed//0 hällsforskaren//NN|UTR|SIN|DEF|NOM//nmod//3 Emma//PM|NOM//nmod//0 Rothschild//PM|NOM//flat//3 ,//MID//punct//8 den//DT|UTR|SIN|DEF//det//8 holländsk-amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 urbangeografen//NN|UTR|SIN|DEF|NOM//conj//0 Saskia//PM|NOM//nmod//10 Sassen//PM|NOM//obj//8 ,//MID//punct//8 den//DT|UTR|SIN|DEF//det//14 svenske//JJ|POS|MAS|SIN|DEF|NOM//amod//14 ekonomisk-historikern//NN|UTR|SIN|DEF|NOM//nmod//15 Lennart//PM|NOM//appos//8 Schön//PM|NOM//flat:name//15 och//KN//cc//20 den//DT|UTR|SIN|DEF//det//20 norske//JJ|POS|MAS|SIN|DEF|NOM//amod//20 statsvetaren//NN|UTR|SIN|DEF|NOM//nmod//21 Øyvind//PM|NOM//nmod//15 Østerud//PM|NOM//flat//21 .//MAD//punct//8
Globalisering (2);Deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//25 bidrag//NN|NEU|PLU|IND|NOM//nsubj//26 finns//VB|PRS|SFO//advcl//32 publicerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//26 i//PP//case//29 småskrifterna//NN|UTR|PLU|DEF|NOM//obl//27 Bör//VB|PRS|AKT//aux//32 demokratin//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 avnationaliseras//VB|INF|SFO//ROOT//32 ?//MID//punct//32
Globalisering (2); //_SP////33 (//PAD//punct//36 SOU//PM|NOM//appos//32 1999:11//RG|NOM//nummod//36 )//PAD//punct//36 och//KN//cc//40 Globaliseringen//NN|UTR|SIN|DEF|NOM//conj//36 och//KN//cc//42 demokratin//NN|UTR|SIN|DEF|NOM//conj//36  //_SP////42 (//PAD//punct//36 SOU//PM|NOM//appos//36 1999:56//RG|NOM//conj//36 )//PAD//punct//36 .//MAD//punct//36
Globalisering (2);Därutöver//AB//advmod//50 apostroferas//VB|PRS|SFO//conj//32 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 demokratiteoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 implikationer//NN|UTR|PLU|IND|NOM//nsubj:pass//50 av//PP//case//55 globaliseringen//NN|UTR|SIN|DEF|NOM//nmod//53 i//PP//case//59 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//59 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 forskarvolymer//NN|UTR|PLU|IND|NOM//obl//50 .//MAD//punct//32
Globalisering (2);Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//3 av//PP//case//2 forskarna//NN|UTR|PLU|DEF|NOM//nmod//0 pekar//VB|PRS|AKT//ROOT//3 på//PP//case//5 flexibiliteten//NN|UTR|SIN|DEF|NOM//obl//3 och//KN//cc//7 förmågan//NN|UTR|SIN|DEF|NOM//conj//5 till//PP//case//9 förändring//NN|UTR|SIN|IND|NOM//nmod//7 som//KN//case//11 en//RG|UTR|SIN|IND|NOM//obl//3 av//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//16 liberala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 traditionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//18 verkliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 styrka//NN|UTR|SIN|IND|NOM//nmod//11 .//MID//punct//3
Globalisering (2);David//PM|NOM//nsubj//22 Held//PM|NOM//nsubj//22 menar//VB|PRS|AKT//parataxis//3 ,//MID//punct//22 att//SN//mark//27 eftersom//SN//mark//27 världen//NN|UTR|SIN|DEF|NOM//nsubj:pass//27 karakteriseras//VB|PRS|SFO//ccomp//22 av//PP//mark//36 att//SN//mark//36 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//36 på//PP//case//35 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//35 och//KN//cc//34 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//32 nivåer//NN|UTR|PLU|IND|NOM//obl//36 växer//VB|PRS|AKT//ccomp//27 fram//PL//compound:prt//36 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//41 och//KN//cc//40 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//38 former//NN|UTR|PLU|IND|NOM//obj//36 för//PP//case//44 global//JJ|POS|UTR|SIN|IND|NOM//amod//44 politik//NN|UTR|SIN|IND|NOM//nmod//41 ,//MID//punct//46 utmanas//VB|PRS|SFO//conj//22 de//DT|UTR/NEU|PLU|DEF//det//52 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 och//KN//cc//51 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//49 traditionerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//46 högst//AB|SUV//advmod//54 väsentligt//AB|POS//advmod//46 .//MID//punct//22
Globalisering (2);Om//SN//mark//60 man//PN|UTR|SIN|IND|SUB//nsubj//60 skall//VB|PRS|AKT//aux//60 kunna//VB|INF|AKT//aux//60 säkerställa//VB|INF|AKT//advcl//73 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//60 i//PP//case//65 de//DT|UTR/NEU|PLU|DEF//det//65 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 relationerna//NN|UTR|PLU|DEF|NOM//obl//60 inom//PP//case//69 och//KN//cc//69 mellan//PP//case//69 samhällen//NN|NEU|PLU|IND|NOM//nmod//65 ,//MID//punct//73 måste//VB|PRS|AKT//aux//73 man//PN|UTR|SIN|IND|SUB//nsubj//73 skapa//VB|INF|AKT//ccomp//22 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 och//KN//cc//77 organisatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//75 mekanismer//NN|UTR|PLU|IND|NOM//obj//73 .//MAD//punct//73
