Till statsrådet Maj-Inger Klingvall ;I//PP//case//1 januari//NN|UTR|SIN|IND|NOM//obl//3 1997//RG|NOM//nummod//1 beslutade//VB|PRT|AKT//ROOT//3 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 om//PP//case//6 direktiv//NN|NEU|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj//8 gav//VB|PRT|AKT//acl:relcl//6 en//DT|UTR|SIN|IND//det//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 utredare//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//13 uppdrag//NN|NEU|SIN|IND|NOM//obl//8 att//IE//mark//15 utforma//VB|INF|AKT//advcl//8 förslag//NN|NEU|PLU|IND|NOM//obj//15 till//PP//case//20 ett//DT|NEU|SIN|IND//det//20 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//20 system//NN|NEU|SIN|IND|NOM//nmod//16 för//PP//case//23 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 ersättning//NN|UTR|SIN|IND|NOM//nmod//20 vid//PP//case//27 långvarigt//AB|POS//advmod//26 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//27 arbetsförmåga//NN|UTR|SIN|IND|NOM//obl//15 (//PAD//punct//3 dir//NN|AN//nmod//30 1997:9//RG|NOM//appos//3 )//PAD//punct//30 .//MAD//punct//3
1.1 Uppdraget / Utformningen av ekonomisk ersättning vid långvarigt nedsatt arbetsförmåga;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//33 skall//VB|PRS|AKT//aux//33 bl.a.//AB|AN//advmod//33 lämna//VB|INF|AKT//conj//4 förslag//NN|NEU|SIN|IND|NOM//obj//33 till//PP//case//36 principer//NN|UTR|PLU|IND|NOM//nmod//34 för//PP//case//38 förmånsberäkningen//NN|UTR|SIN|DEF|NOM//nmod//36 ,//MID//punct//33 lämna//VB|INF|AKT//conj//33 förslag//NN|NEU|SIN|IND|NOM//obj//40 till//PP//case//43 grundnivå//NN|UTR|SIN|IND|NOM//nmod//41 samt//KN//cc//45 ta//VB|INF|AKT//conj//33 ställning//NN|UTR|SIN|IND|NOM//obj//45 till//PP//mark//55 hur//HA//advmod//55 ersättning//NN|UTR|SIN|IND|NOM//nsubj//55 vid//PP//case//53 långvarigt//AB|POS//advmod//52 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//53 arbetsförmåga//NN|UTR|SIN|IND|NOM//nmod//49 skall//VB|PRS|AKT//aux//55 ansluta//VB|INF|AKT//acl//46 till//PP//case//57 reglerna//NN|UTR|PLU|DEF|NOM//obl//55 i//PP//case//61 det//DT|NEU|SIN|DEF//det//61 reformerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//61 ålderspensionssystemet//NN|NEU|SIN|DEF|NOM//nmod//57 .//MAD//punct//33
1.1 Uppdraget / Utformningen av ekonomisk ersättning vid långvarigt nedsatt arbetsförmåga;Reglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//65 skall//VB|PRS|AKT//aux//65 utformas//VB|INF|SFO//conj//33 så//AB//mark//69 att//SN//fixed//66 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//69 möjliggör//VB|PRS|AKT//advcl//65 en//DT|UTR|SIN|IND//det//72 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//72 rehabilitering//NN|UTR|SIN|IND|NOM//obj//69 och//KN//cc//74 uppmuntrar//VB|PRS|AKT//conj//69 till//PP//case//76 aktivitet//NN|UTR|SIN|IND|NOM//obl//74 .//MAD//punct//33

1.1 Uppdraget / Åldersgränsen och ersättningen till funktionshindrade studerande;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//9 skall//VB|PRS|AKT//aux//9 i//PP//case//4 den//DT|UTR|SIN|DEF//det//4 del//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj//7 särskilt//AB//advmod//7 avser//VB|PRS|AKT//acl:relcl//4 ungdomar//NN|UTR|PLU|IND|NOM//obj//7 ta//VB|INF|AKT//ROOT//9 ställning//NN|UTR|SIN|IND|NOM//obj//9 till//PP//advmod//10 om//PP//case//15 den//DT|UTR|SIN|DEF//det//15 nedre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 åldersgränsen//NN|UTR|SIN|DEF|NOM//obl//9 för//PP//case//17 rätt//NN|UTR|SIN|IND|NOM//obl//9 till//PP//case//19 ersättning//NN|UTR|SIN|IND|NOM//nmod//17 vid//PP//case//23 långvarigt//AB|POS//advmod//22 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//23 arbetsförmåga//NN|UTR|SIN|IND|NOM//nmod//17 skall//VB|PRS|AKT//aux//25 höjas//VB|INF|SFO//advcl//9 från//PP//case//29 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//28 16//RG|NOM//nummod//29 år//NN|NEU|PLU|IND|NOM//obl//25 .//MAD//punct//9
1.1 Uppdraget / Åldersgränsen och ersättningen till funktionshindrade studerande;En//DT|UTR|SIN|IND//det//33 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//33 höjning//NN|UTR|SIN|IND|NOM//nsubj//35 skall//VB|PRS|AKT//aux//35 ses//VB|INF|SFO//conj//9 mot//PP//case//37 bakgrund//NN|UTR|SIN|IND|NOM//obl//35 av//PP//mark//42 att//SN//mark//42 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 är//VB|PRS|AKT//cop//42 angeläget//JJ|POS|NEU|SIN|IND|NOM//advcl//35 att//IE//mark//48 i//PP//case//47 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//47 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 utsträckning//NN|UTR|SIN|IND|NOM//obl//48 undvika//VB|INF|AKT//csubj//42 att//SN//mark//53 mycket//AB|POS//advmod//51 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 människor//NN|UTR|PLU|IND|NOM//nsubj//53 hamnar//VB|PRS|AKT//ccomp//48 utanför//PP//case//55 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//53 .//MAD//punct//9
1.1 Uppdraget / Åldersgränsen och ersättningen till funktionshindrade studerande;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 också//AB//advmod//3 se//VB|INF|AKT//ROOT//3 över//PL//case//5 situationen//NN|UTR|SIN|DEF|NOM//obl//3 för//PP//case//8 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 studerande//NN|UTR|PLU|IND|NOM//obl//3 .//MAD//punct//3
1.1 Uppdraget / Åldersgränsen och ersättningen till funktionshindrade studerande;Funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 ungdomar//NN|UTR|PLU|IND|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 i//PP//case//15 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 fall//NN|NEU|PLU|IND|NOM//obl//16 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//3 än//KN//mark//19 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 gymnasiestuderande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//16 när//HA//mark//22 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//22 börjar//VB|PRS|AKT//advcl//16 gymnasiet//NN|NEU|SIN|DEF|NOM//obj//22 och//KN//cc//27 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//26 studier//NN|UTR|PLU|IND|NOM//nsubj//27 tar//VB|PRS|AKT//conj//22 på//PP//case//31 grund//NN|UTR|SIN|IND|NOM//fixed//28 av//PP//fixed//28 funktionshindret//NN|NEU|SIN|DEF|NOM//obl//27 ofta//AB|POS//advmod//34 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 tid//NN|UTR|SIN|IND|NOM//obl//27 .//MAD//punct//3
1.1 Uppdraget / Åldersgränsen och ersättningen till funktionshindrade studerande;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//38 skall//VB|PRS|AKT//aux//38 ta//VB|INF|AKT//parataxis//3 ställning//NN|UTR|SIN|IND|NOM//obj//38 till//PP//case//42 vilka//HD|UTR/NEU|PLU|IND//det//42 regler//NN|UTR|PLU|IND|NOM//obl//38 som//HP|-|-|-//nsubj//47 i//PP//case//45 framtiden//NN|UTR|SIN|DEF|NOM//obl//47 skall//VB|PRS|AKT//aux//47 gälla//VB|INF|AKT//acl:relcl//42 för//PP//case//49 rätt//NN|UTR|SIN|IND|NOM//obl//47 till//PP//case//51 ersättning//NN|UTR|SIN|IND|NOM//nmod//49 vid//PP//case//55 långvarigt//AB|POS//advmod//54 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//55 arbetsförmåga//NN|UTR|SIN|IND|NOM//nmod//49 för//PP//case//58 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//58 studerande//NN|UTR|PLU|IND|NOM//nmod//55 .//MAD//punct//3
1.1 Uppdraget / Åldersgränsen och ersättningen till funktionshindrade studerande;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//62 bör//VB|PRS|AKT//aux//62 vara//VB|INF|AKT//parataxis//3 att//SN//mark//66 eleverna//NN|UTR|PLU|DEF|NOM//nsubj//66 skall//VB|PRS|AKT//aux//66 ha//VB|INF|AKT//ccomp//62 ersättning//NN|UTR|SIN|IND|NOM//obj//66 för//PP//case//70 de//DT|UTR/NEU|PLU|DEF//det//70 merkostnader//NN|UTR|PLU|IND|NOM//obl//66 som//HP|-|-|-//nsubj//72 uppstår//VB|PRS|AKT//acl:relcl//70 på//PP//case//76 grund//NN|UTR|SIN|IND|NOM//fixed//73 av//PP//fixed//73 funktionshindret//NN|NEU|SIN|DEF|NOM//obl//72 ,//MID//punct//81 men//KN//cc//81 i//PP//advmod//81 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//79 ha//VB|INF|AKT//conj//66 samma//DT|UTR/NEU|SIN/PLU|IND//det//84 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 villkor//NN|NEU|SIN|IND|NOM//obj//81 som//KN//mark//87 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 elever//NN|UTR|PLU|IND|NOM//obl//81 .//MAD//punct//3
1.1 Uppdraget / Åldersgränsen och ersättningen till funktionshindrade studerande;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 gav//VB|PRT|AKT//ROOT//1 i//PP//case//3 maj//NN|UTR|SIN|IND|NOM//nmod//4 1995//RG|NOM//nummod//5 Riksförsäkringsverket//NN|NEU|SIN|DEF|NOM//obj//1 och//KN//cc//8 Centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 studiestödsnämnden//NN|UTR|SIN|DEF|NOM//conj//5 i//PP//case//10 uppdrag//NN|NEU|SIN|IND|NOM//obl//1 att//IE//mark//13 gemensamt//AB|POS//advmod//13 kartlägga//VB|INF|AKT//acl//10 den//DT|UTR|SIN|DEF//det//16 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 situationen//NN|UTR|SIN|DEF|NOM//obj//13 för//PP//case//18 elever//NN|UTR|PLU|IND|NOM//nmod//16 vid//PP//case//20 riksgymnasierna//NN|UTR|PLU|DEF|NOM//nmod//18 för//PP//case//22 döva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//20 ,//MID//punct//24 hörselskadade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//22 samt//KN//cc//26 svårt//AB|POS//amod//28 rörelsehindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 ungdomar//NN|UTR|PLU|IND|NOM//conj//22 .//MAD//punct//1
1.1 Uppdraget / Åldersgränsen och ersättningen till funktionshindrade studerande;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//31 lämnade//VB|PRT|AKT//parataxis//1 i//PP//case//33 december//NN|UTR|SIN|IND|NOM//obl//31 1995//RG|NOM//nummod//33 en//DT|UTR|SIN|IND//det//36 redovisning//NN|UTR|SIN|IND|NOM//obj//31 av//PP//case//38 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//36 .//MAD//punct//31
1.1 Uppdraget / Åldersgränsen och ersättningen till funktionshindrade studerande;Redovisningen//NN|UTR|SIN|DEF|NOM//nsubj//42 skall//VB|PRS|AKT//aux//42 utgöra//VB|INF|AKT//conj//31 ett//DT|NEU|SIN|IND//det//44 underlag//NN|NEU|SIN|IND|NOM//obj//42 för//PP//case//46 utredaren//NN|UTR|SIN|DEF|NOM//nmod//44 .//MAD//punct//31
1.1 Uppdraget / Åldersgränsen och ersättningen till funktionshindrade studerande;Direktiven//NN|NEU|PLU|DEF|NOM//nsubj//3 till//PP//case//2 utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//aux//7 i//PP//case//6 sin//PS|UTR|SIN|DEF//nmod:poss//6 helhet//NN|UTR|SIN|IND|NOM//obl//7 bifogats//VB|SUP|SFO//ROOT//7 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//7 (//PAD//punct//8 bilaga//NN|UTR|SIN|IND|NOM//appos//8 1//RG|NOM//nummod//10 )//PAD//punct//8 .//MAD//punct//7


1.2 Utredningsarbetet / Det tidigare arbetet;Förtidspensionsutredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//7 i//PP//case//3 november//NN|UTR|SIN|IND|NOM//obl//7 respektive//AB//cc//6 december//NN|UTR|SIN|IND|NOM//nmod//6 1997//RG|NOM//conj//3 lämnat//VB|SUP|AKT//ROOT//7 två//RG|NOM//nummod//9 betänkanden//NN|NEU|PLU|IND|NOM//obj//7 ://MID//punct//9
1.2 Utredningsarbetet / Det tidigare arbetet;Ohälsoförsäkringen//NN|UTR|SIN|DEF|NOM//appos//9 .//MAD//punct//9
1.2 Utredningsarbetet / Det tidigare arbetet;Trygghet//NN|UTR|SIN|IND|NOM//obj//7 och//KN//cc//15 aktivitet//NN|UTR|SIN|IND|NOM//conj//13 (//PAD//punct//13 SOU//PM|NOM//nmod//18 1997:166//RG|NOM//appos//13 )//PAD//punct//18 samt//KN//cc//21 Ohälsoförsäkringen//NN|UTR|SIN|DEF|NOM//conj//13 .//MAD//punct//7
1.2 Utredningsarbetet / Det tidigare arbetet;Övergångsbestämmelser//NN|UTR|PLU|IND|NOM//obj//7 (//PAD//punct//23 SOU//PM|NOM//nmod//26 1997:189//RG|NOM//appos//23 )//PAD//punct//23 .//MAD//punct//7
1.2 Utredningsarbetet / Det tidigare arbetet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 bör//VB|PRS|AKT//aux//31 skapas//VB|INF|SFO//parataxis//7 en//DT|UTR|SIN|IND//det//35 finansiellt//AB|POS//amod//34 sammanhållen//PC|PRF|UTR|SIN|IND|NOM//amod//35 ohälsoförsäkring//NN|UTR|SIN|IND|NOM//obj//31 för//PP//case//38 alla//DT|UTR/NEU|PLU|IND/DEF//det//38 ersättningsfall//NN|NEU|PLU|IND|NOM//obl//31 vid//PP//case//41 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//41 arbetsförmåga//NN|UTR|SIN|IND|NOM//nmod//38 av//PP//case//44 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 skäl//NN|NEU|PLU|IND|NOM//nmod//41 .//MAD//punct//31
1.2 Utredningsarbetet / Det tidigare arbetet;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 sjukbidrag//NN|NEU|SIN|IND|NOM//nsubj:pass//48 föreslås//VB|PRS|SFO//conj//31 avskaffas//VB|INF|SFO//xcomp//48 samtidigt//AB//advmod//54 som//HA//case//54 en//DT|UTR|SIN|IND//det//54 ny//JJ|POS|UTR|SIN|IND|NOM//amod//54 ersättningsform//NN|UTR|SIN|IND|NOM//obl//49 ,//MID//punct//56 långtidssjukpenning//NN|UTR|SIN|IND|NOM//conj//54 ,//MID//punct//58 införs//VB|PRS|SFO//conj//54 vid//PP//case//62 långvarigt//AB|POS//advmod//61 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//62 arbetsförmåga//NN|UTR|SIN|IND|NOM//obl//58 .//MAD//punct//31
1.2 Utredningsarbetet / Det tidigare arbetet;Liksom//PP//mark//67 i//PP//advmod//67 dag//NN|UTR|SIN|IND|NOM//fixed//65 föreslås//VB|PRS|SFO//advcl//31 förtidspension//NN|UTR|SIN|IND|NOM//nsubj:pass//67 utges//VB|PRS|SFO//xcomp//67 vid//PP//case//73 varaktigt//AB|POS//advmod//72 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//73 arbetsförmåga//NN|UTR|SIN|IND|NOM//obl//69 .//MAD//punct//31
1.2 Utredningsarbetet / Det tidigare arbetet;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 grundskyddssystem//NN|NEU|SIN|IND|NOM//nsubj:pass//77 föreslås//VB|PRS|SFO//conj//31 avskaffas//VB|INF|SFO//xcomp//77 och//KN//cc//80 ersättas//VB|INF|SFO//conj//77 av//PP//case//84 ett//DT|NEU|SIN|IND//det//84 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//84 system//NN|NEU|SIN|IND|NOM//obl:agent//80 som//HP|-|-|-//nsubj//87 är//VB|PRS|AKT//aux:pass//87 konstruerat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//84 efter//PP//case//91 delvis//AB//advmod//90 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 principer//NN|UTR|PLU|IND|NOM//obl//87 .//MAD//punct//77
1.2 Utredningsarbetet / Det tidigare arbetet;Förmånsberäkningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//97 av//PP//case//96 inkomstrelaterad//PC|PRF|UTR|SIN|IND|NOM//amod//96 förtidspension//NN|UTR|SIN|IND|NOM//nmod//93 föreslås//VB|PRS|SFO//parataxis//77 förändras//VB|PRS|SFO//xcomp//97 i//PP//case//100 grunden//NN|UTR|SIN|DEF|NOM//obl//98 .//MAD//punct//7
1.2 Utredningsarbetet / Det tidigare arbetet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//105 har//VB|PRS|AKT//aux//105 även//AB//advmod//105 lämnat//VB|SUP|AKT//conj//7 förslag//NN|NEU|SIN|IND|NOM//obj//105 till//PP//mark//115 hur//HA//advmod//115 ersättning//NN|UTR|SIN|IND|NOM//nsubj//115 vid//PP//case//113 långvarigt//AB|POS//advmod//112 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//113 arbetsförmåga//NN|UTR|SIN|IND|NOM//nmod//109 skall//VB|PRS|AKT//aux//115 ansluta//VB|INF|AKT//acl//106 till//PP//case//117 reglerna//NN|UTR|PLU|DEF|NOM//obl//115 i//PP//case//121 det//DT|NEU|SIN|DEF//det//121 reformerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//121 ålderspensionssystemet//NN|NEU|SIN|DEF|NOM//nmod//117 samt//KN//cc//123 förslag//NN|NEU|SIN|IND|NOM//conj//121 inom//PP//case//126 bl.a.//AB|AN//advmod//126 rehabiliteringsområdet//NN|NEU|SIN|DEF|NOM//nmod//123 .//MAD//punct//7
1.2 Utredningsarbetet / Det tidigare arbetet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//129 har//VB|PRS|AKT//parataxis//7 vidare//AB|KOM//advmod//129 lämnat//VB|SUP|AKT//amod//132 förslag//NN|NEU|SIN|IND|NOM//obj//129 till//PP//case//134 förändringar//NN|UTR|PLU|IND|NOM//nmod//132 som//HP|-|-|-//nsubj//136 syftar//VB|PRS|AKT//acl:relcl//134 till//PP//case//139 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//139 möjligheter//NN|UTR|PLU|IND|NOM//obl//136 till//PP//case//141 aktivitet//NN|UTR|SIN|IND|NOM//nmod//139 ,//MID//punct//143 bl.a//AB|AN//advcl//129 när//HA//case//147 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//144 gäller//VB|PRS|AKT//fixed//144 studier//NN|UTR|PLU|IND|NOM//obl//143 och//KN//cc//149 förvärvsarbete//NN|NEU|SIN|IND|NOM//conj//147 under//PP//case//151 tid//NN|UTR|SIN|IND|NOM//obl//143 med//PP//case//153 förtidspension//NN|UTR|SIN|IND|NOM//nmod//151 .//MAD//punct//129
1.2 Utredningsarbetet / Det tidigare arbetet;Samtidigt//AB//mark//4 som//HA//fixed//0 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 arbetat//VB|SUP|AKT//advcl//17 vidare//AB|KOM//advmod//4 med//PP//case//8 den//DT|UTR|SIN|DEF//det//8 del//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//10 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//8 som//HP|-|-|-//nsubj//13 särskilt//AB//advmod//13 avser//VB|PRS|AKT//acl:relcl//8 ungdomar//NN|UTR|PLU|IND|NOM//obj//13 har//VB|PRS|AKT//aux//17 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//17 lämnat//VB|SUP|AKT//ROOT//17 proposition//NN|UTR|SIN|IND|NOM//iobj//17 1997/98:111//RG|NOM//amod//21 Reformerad//PC|PRF|UTR|SIN|IND|NOM//amod//21 förtidspension//NN|UTR|SIN|IND|NOM//obj//17 ,//MID//punct//21 m.m.//AB|AN//conj//21
1.2 Utredningsarbetet / Det tidigare arbetet;I//PP//case//25 propositionen//NN|UTR|SIN|DEF|NOM//nmod//23 föreslås//VB|PRS|SFO//advcl//17 främst//AB|SUV//advmod//26 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 riktlinjer//NN|UTR|PLU|IND|NOM//nsubj:pass//26 för//PP//case//31 reformeringen//NN|UTR|SIN|DEF|NOM//obl//26 av//PP//case//34 den//DT|UTR|SIN|DEF//det//34 del//NN|UTR|SIN|IND|NOM//nmod//31 av//PP//case//38 ett//DT|NEU|SIN|IND//det//38 reformerat//PC|PRF|NEU|SIN|IND|NOM//amod//38 system//NN|NEU|SIN|IND|NOM//nmod//34 som//HP|-|-|-//nsubj//40 gäller//VB|PRS|AKT//acl:relcl//38 vid//PP//case//44 varaktigt//AB|POS//advmod//43 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//44 arbetsförmåga//NN|UTR|SIN|IND|NOM//obl//40 .//MAD//punct//17
1.2 Utredningsarbetet / Det tidigare arbetet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 anges//VB|PRS|SFO//parataxis//17 att//SN//mark//51 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 dock//AB//advmod//51 krävs//VB|PRS|SFO//ccomp//47 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 beredningsarbete//NN|NEU|SIN|IND|NOM//nsubj:pass//51 innan//SN//mark//58 slutliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 förslag//NN|NEU|PLU|IND|NOM//nsubj:pass//58 kan//VB|PRS|AKT//aux//58 läggas//VB|INF|SFO//advcl//51 fram//PL//compound:prt//58 .//MAD//punct//51
1.2 Utredningsarbetet / Det tidigare arbetet;I//PP//case//62 propositionen//NN|UTR|SIN|DEF|NOM//obl//63 beskrivs//VB|PRS|SFO//conj//51 vidare//AB|KOM//advmod//63 den//DT|UTR|SIN|DEF//det//68 planerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//68 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//68 beredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//63 av//PP//case//70 frågan//NN|UTR|SIN|DEF|NOM//nmod//68 om//PP//case//72 reformering//NN|UTR|SIN|IND|NOM//nmod//70 av//PP//case//75 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//75 systemet//NN|NEU|SIN|DEF|NOM//nmod//72 för//PP//case//77 ersättning//NN|UTR|SIN|IND|NOM//nmod//75 vid//PP//case//80 långvarig//JJ|POS|UTR|SIN|IND|NOM//amod//80 arbetsoförmåga//NN|UTR|SIN|IND|NOM//nmod//77 .//MAD//punct//63
1.2 Utredningsarbetet / Det tidigare arbetet;I//PP//case//84 det//DT|NEU|SIN|DEF//det//84 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//85 anger//VB|PRS|AKT//parataxis//63 regeringen//NN|UTR|SIN|DEF|NOM//obj//85 att//SN//mark//90 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//90 måste//VB|PRS|AKT//aux//90 göras//VB|INF|SFO//ccomp//85 principiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 och//KN//cc//93 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//91 ställningstaganden//NN|NEU|PLU|IND|NOM//obl//90 vid//PP//case//96 utformningen//NN|UTR|SIN|DEF|NOM//nmod//94 av//PP//case//99 de//DT|UTR/NEU|PLU|DEF//det//99 komponenter//NN|UTR|PLU|IND|NOM//nmod//96 som//HP|-|-|-//nsubj//101 utgör//VB|PRS|AKT//acl:relcl//99 en//DT|UTR|SIN|IND//det//104 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//104 försäkring//NN|UTR|SIN|IND|NOM//obj//101 vid//PP//case//108 långvarigt//AB|POS//advmod//107 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//108 arbetsförmåga//NN|UTR|SIN|IND|NOM//obl//101 .//MAD//punct//63
1.2 Utredningsarbetet / Det tidigare arbetet;De//DT|UTR/NEU|PLU|DEF//det//112 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 komponenterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//116 måste//VB|PRS|AKT//aux//116 emellertid//AB//advmod//116 också//AB//advmod//116 ses//VB|INF|SFO//parataxis//63 i//PP//case//119 ett//DT|NEU|SIN|IND//det//119 sammanhang//NN|NEU|SIN|IND|NOM//obl//116 ,//MID//punct//63 så//AB//mark//126 att//SN//fixed//121 en//DT|UTR|SIN|IND//det//126 väl//AB|POS//advmod//125 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//126 helhet//NN|UTR|SIN|IND|NOM//nsubj:pass//134 med//PP//case//132 ett//DT|NEU|SIN|IND//det//132 totalt//AB|POS//advmod//130 sett//PC|PRF|NEU|SIN|IND|NOM//amod//132 lämpligt//JJ|POS|NEU|SIN|IND|NOM//amod//132 innehåll//NN|NEU|SIN|IND|NOM//nmod//126 kan//VB|PRS|AKT//aux//134 skapas//VB|INF|SFO//advcl//63 .//MAD//punct//47
1.2 Utredningsarbetet / Det tidigare arbetet;Propositionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//138 har//VB|PRS|AKT//aux//138 antagits//VB|SUP|SFO//parataxis//47 av//PP//case//140 riksdagen//NN|UTR|SIN|DEF|NOM//obl:agent//138 (//PAD//punct//140 bet//VB|PRT|AKT//appos//140 .//MAD//punct//140
1.2 Utredningsarbetet / Det tidigare arbetet;1997/98//RG|NOM//obl//138 ://MID//punct//144
1.2 Utredningsarbetet / Det tidigare arbetet;SfU11//PM|GEN//appos//144 ,//MID//punct//148 rskr//NN|NEU|SIN|IND|NOM//conj//146 .//MID//punct//146
1.2 Utredningsarbetet / Det tidigare arbetet;1997/98:237//RG|NOM//conj//146 )//PAD//punct//146 .//MAD//punct//138
