
Sverige skall vara en pådrivande kraft och ett fö regångsland i strävan att skapa ett hållbart samhälle.;Ur//PP//case//2 regeringsfö//NN|UTR|SIN|IND|NOM//amod//2 rklaringen//NN|UTR|SIN|DEF|NOM//ROOT//2 den//DT|UTR|SIN|DEF//det//5 22//RG|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//nmod//2 1996//RG|NOM//nummod//5
Inledning (1);Genomgripande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 fö//NN|NEU|SIN|IND|NOM//amod//23 rändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//26 kommer//VB|PRS|AKT//aux//26 att//IE//mark//26 krävas//VB|INF|SFO//parataxis//8 fö//UO//nmod//28 r//UO//obl//26 att//IE//mark//30 genomfö//PP//xcomp//26 ra//NN|UTR|SIN|IND|NOM//iobj//30 en//DT|UTR|SIN|IND//det//33 miljö//NN|UTR|SIN|IND|NOM//amod//34 anpassning//NN|UTR|SIN|IND|NOM//nsubj//43 av//PP//case//37 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 samhället//NN|NEU|SIN|DEF|NOM//nmod//34 .//MAD//punct//34
Inledning (1);Miljö//NN|UTR|SIN|IND|NOM//amod//40 hänsyn//NN|UTR|SIN|IND|NOM//cc//41 behö//NN|UTR|SIN|IND|NOM//conj//34 ver//VB|IMP|AKT//obj//41 komma//VB|INF|AKT//conj//26 in//PL//compound:prt//43 mycket//AB|POS//advmod//46 tidigare//AB|KOM//advmod//43 i//PP//case//49 alla//DT|UTR/NEU|PLU|IND/DEF//det//49 beslutspro-cesser//NN|UTR|PLU|IND|NOM//obl//43 .//MAD//punct//8
Inledning (1);Detta//DT|NEU|SIN|DEF//det//1 synsätt//NN|NEU|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 fått//VB|SUP|AKT//ROOT//3 genomslag//NN|NEU|SIN|IND|NOM//obj//3 i//PP//case//7 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 organ//NN|NEU|PLU|IND|NOM//obl//3 och//KN//cc//9 Sverige//PM|NOM//conj//7 har//VB|PRS|AKT//aux//25 vid//PP//case//12 FN//PM|NOM//obl//10 ://MID//punct//10 s//NN|NEU|SIN|IND|GEN//advmod//25 konferens//NN|UTR|SIN|IND|NOM//fixed//14 om//PP//case//17 miljö//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//19 utveckling//NN|UTR|SIN|IND|NOM//conj//17 i//PP//case//21 Rio//PM|NOM//nmod//19 de//PM|NOM//nsubj//25 Janeiro//PM|NOM//nsubj//25 1992//RG|NOM//nummod//23 ställt//VB|SUP|AKT//conj//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//25 bakom//PP//case//28 Agenda//PM|NOM//nmod//29 21//RG|NOM//obl//25 ,//MID//punct//33 en//DT|UTR|SIN|IND//det//33 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//33 handlingsplan//NN|UTR|SIN|IND|NOM//appos//25 med//PP//case//35 mål//NN|NEU|PLU|IND|NOM//nmod//33 och//KN//cc//37 riktlinjer//NN|UTR|PLU|IND|NOM//conj//35 fö//NN|AN//nmod//39 r//UO//nmod//33 en//DT|UTR|SIN|IND//det//42 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//42 ut-veckling//NN|UTR|SIN|IND|NOM//obj//25 .//MAD//punct//25
Inledning (1);"Rio-deklarationens//NN|UTR|SIN|DEF|GEN//nmod:poss//46 fjärde//RO|NOM//amod//46 princip//NN|UTR|SIN|IND|NOM//nsubj//47 säger//VB|PRS|AKT//parataxis//25 ""//PAD//punct//47 Fö//NN|AN//nmod//50 r//NN|NEU|SIN|IND|NOM//obl//61 att//IE//mark//52 uppnå//VB|INF|AKT//acl//50 en//DT|UTR|SIN|IND//det//55 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//55 utveckling//NN|UTR|SIN|IND|NOM//obj//52 måste//VB|PRS|AKT//aux//61 skyddet//NN|NEU|SIN|DEF|NOM//nsubj//61 av//PP//case//59 miljö//NN|UTR|SIN|IND|NOM//nmod//57 n//UO//nummod//61 utgö//VB|SUP|AKT//advcl//47 ra//PL//iobj//61 en//DT|UTR|SIN|IND//det//65 integrerad//PC|PRF|UTR|SIN|IND|NOM//amod//65 del//NN|UTR|SIN|IND|NOM//obj//61 av//PP//case//67 utvecklingsprocessen//NN|UTR|SIN|DEF|NOM//nmod//65 och//KN//cc//70 inte//AB//advmod//70 betraktas//VB|PRS|SFO//conj//61 som//KN//mark//73 något//DT|NEU|SIN|IND//nsubj//73 isolerat//PC|PRF|NEU|SIN|IND|NOM//xcomp//70 därifrån//AB//advmod//73 .//MAD//punct//3 ""//PAD//punct//3"
Inledning (1);En//DT|UTR|SIN|IND//det//2 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//2 samhällsutvecklingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 måste//VB|PRS|AKT//aux//4 baseras//VB|INF|SFO//ROOT//4 på//PP//case//11 en//DT|UTR|SIN|IND//det//11 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//11 och//KN//cc//9 miljö//NN|UTR|SIN|IND|NOM//conj//7 anpas-sad//JJ|POS|UTR|SIN|IND|NOM//amod//11 användning//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//14 alla//DT|UTR/NEU|PLU|IND/DEF//det//14 resurser//NN|UTR|PLU|IND|NOM//nmod//11 ,//MID//punct//17 såväl//KN//advmod//17 naturresurser//NN|UTR|PLU|IND|NOM//appos//11 som//KN//mark//22 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 och//KN//cc//21 ekono-miska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//19 resurser//NN|UTR|PLU|IND|NOM//nmod//17 .//MAD//punct//4
Inledning (1); //_SP////23 Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 innebär//VB|PRS|AKT//parataxis//4 att//SN//mark//38 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//38 till//PP//case//30 miljö//NN|UTR|SIN|IND|NOM//nmod//28 n//NN|NEU|SIN|IND|NOM//nmod//28 samt//KN//cc//33 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 och//KN//cc//35 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//33 faktorer//NN|UTR|PLU|IND|NOM//nsubj:pass//38 måste//VB|PRS|AKT//aux//38 integreras//VB|INF|SFO//ccomp//26 i//PP//case//41 alla//DT|UTR/NEU|PLU|IND/DEF//det//41 verksamheter//NN|UTR|PLU|IND|NOM//obl//38 .//MAD//punct//47
Inledning (1);Medlemsländerna//NN|NEU|PLU|DEF|NOM//nsubj//47 i//PP//case//45 OECD//PM|NOM//nmod//43 har//VB|PRS|AKT//aux//47 rekommenderat//VB|SUP|AKT//appos//26 ett//DT|NEU|SIN|IND//det//49 arbete//NN|NEU|SIN|IND|NOM//obj//47 med//PP//case//52 samma//DT|UTR/NEU|SIN/PLU|IND//det//52 inriktning//NN|UTR|SIN|IND|NOM//obl//47 och//KN//cc//54 EU//PM|NOM//conj//52 ://MID//punct//47 s//NN|AN//case//58 femte//RO|NOM//amod//58 miljö//NN|UTR|SIN|IND|NOM//nmod//59 hand-lingsprogram//NN|NEU|SIN|IND|NOM//nsubj//60 har//VB|PRS|AKT//parataxis//47 integrering//NN|UTR|SIN|IND|NOM//obj//60 av//PP//case//64 miljö//NN|UTR|SIN|IND|NOM//amod//64 ansvar//NN|NEU|SIN|IND|NOM//nmod//61 i//PP//case//67 alla//DT|UTR/NEU|PLU|IND/DEF//det//67 verksamheter//NN|UTR|PLU|IND|NOM//nmod//64 som//KN//mark//69 grund-tanke//NN|UTR|SIN|IND|NOM//xcomp//60 .//MAD//punct//4
Inledning (1);Av//PP//case//2 regeringsfö//NN|UTR|SIN|IND|NOM//amod//2 rklaringen//NN|UTR|SIN|DEF|NOM//obl//8 från//PP//case//6 den//DT|UTR|SIN|DEF//det//6 22//RG|NOM//nummod//6 mars//NN|UTR|SIN|IND|NOM//nmod//2 1996//RG|NOM//nummod//6 framgår//VB|PRS|AKT//ROOT//8 under//PP//case//12 rubriken//NN|UTR|SIN|DEF|NOM//amod//12 ”//PAD//punct//10 miljö//NN|UTR|SIN|IND|NOM//obl//8 n//NN|NEU|SIN|IND|NOM//nummod//8 skall//VB|PRS|AKT//aux//15 bli//VB|INF|AKT//conj//8 en//DT|UTR|SIN|IND//det//20 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//20 och//KN//cc//19 långsiktig//JJ|POS|UTR|SIN|IND|NOM//conj//17 prioritering//NN|UTR|SIN|IND|NOM//xcomp//15 ”//PAD//punct//20 att//IE//mark//31 ,//MID//punct//31 ”//PAD//punct//31 Hotet//NN|NEU|SIN|DEF|NOM//nsubj//31 mot//PP//case//27 miljö//NN|UTR|SIN|IND|NOM//nmod//25 n//NN|NEU|SIN|IND|NOM//nmod//25 är//VB|PRS|AKT//cop//31 ett//DT|NEU|SIN|IND//det//31 hot//NN|NEU|SIN|IND|NOM//xcomp//15 mot//PP//case//33 livet//NN|NEU|SIN|DEF|NOM//nmod//31 självt//JJ|POS|NEU|SIN|IND|NOM//nmod//31 .//MAD//punct//31
Inledning (1);Regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 ambition//NN|UTR|SIN|IND|NOM//conj//31 är//VB|PRS|AKT//cop//31 att//SN//mark//46 Sverige//PM|NOM//nsubj//46 skall//VB|PRS|AKT//aux//46 vara//VB|INF|AKT//cop//46 en//DT|UTR|SIN|IND//det//46 pådrivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//46 kraft//NN|UTR|SIN|IND|NOM//csubj//31 och//KN//cc//50 ett//DT|NEU|SIN|IND//det//50 fö//NN|NEU|SIN|IND|NOM//amod//50 re-gångsland//NN|NEU|SIN|IND|NOM//conj//46 i//PP//case//52 strävan//NN|UTR|SIN|DEF|NOM//nmod//50 att//IE//mark//54 skapa//VB|INF|AKT//acl//52 ett//DT|NEU|SIN|IND//det//57 hållbart//JJ|POS|NEU|SIN|IND|NOM//amod//57 samhälle//NN|NEU|SIN|IND|NOM//obj//54 .//MAD//punct//31
Inledning (1);De//DT|UTR/NEU|PLU|DEF//det//61 ekologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 kraven//NN|NEU|PLU|DEF|NOM//nsubj//63 kan//VB|PRS|AKT//aux//63 leda//VB|INF|AKT//parataxis//31 till//PP//case//67 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 språng//NN|NEU|SIN|IND|NOM//obl//63 i//PP//case//69 tillväxten//NN|UTR|SIN|DEF|NOM//nmod//67 .//MAD//punct//8
Inledning (1);Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//72 krävs//VB|PRS|SFO//parataxis//8 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 medborgare//NN|UTR|PLU|IND|NOM//nsubj:pass//72 ,//MID//punct//80 men//KN//cc//80 också//AB//advmod//80 en//DT|UTR|SIN|IND//det//80 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//80 politik//NN|UTR|SIN|IND|NOM//conj//72 ,//MID//punct//80 fö//NN|NEU|SIN|IND|NOM//nmod//83 r//UO//appos//80 att//IE//mark//85 främja//VB|INF|AKT//acl//83 ett//DT|NEU|SIN|IND//det//89 ö//NN|NEU|SIN|IND|NOM//nmod//89 kat//JJ|POS|NEU|SIN|IND|NOM//nmod//89 krets-loppstänkande//NN|NEU|SIN|IND|NOM//obj//85 .//MAD//punct//72 ”//RG|NOM//punct//72
Inledning (1);Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 framhåller//VB|PRS|AKT//ROOT//1 i//PP//case//4 sin//PS|UTR|SIN|DEF//nmod:poss//4 proposition//NN|UTR|SIN|IND|NOM//obl//1 1995/96:150//RG|NOM//obl//1 ”//NN|AN//punct//5 Ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//8 vårproposi-tion//NN|UTR|SIN|IND|NOM//obj//1 med//PP//case//11 fö//JJ|AN//amod//11 rslag//NN|NEU|SIN|IND|NOM//obl//1 till//PP//case//13 riktlinjer//NN|UTR|PLU|IND|NOM//nmod//11 fö//NN|AN//nmod//15 r//NN|NEU|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//18 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 politiken//NN|UTR|SIN|DEF|NOM//obj//1 ,//MID//punct//20 utgiftstak//NN|NEU|SIN|IND|NOM//conj//18 ,//MID//punct//18 ändrade//VB|PRT|AKT//amod//23 anslag//NN|NEU|PLU|IND|NOM//conj//1 fö//NN|AN//obl//25 r//PM|NOM//nummod//26 budgetåret//NN|NEU|SIN|DEF|NOM//nmod//27 1995/96//RG|NOM//obl//1 ,//MID//punct//27 m.m.”att//PM|GEN//mark//33 ”//PM//punct//31 Miljö//NN|UTR|SIN|IND|NOM//compound//32 politiken//NN|UTR|SIN|DEF|NOM//nsubj//33 spelar//VB|PRS|AKT//conj//1 en//DT|UTR|SIN|IND//det//36 central//JJ|POS|UTR|SIN|IND|NOM//amod//36 roll//NN|UTR|SIN|IND|NOM//obj//33 i//PP//case//39 en//DT|UTR|SIN|IND//det//39 strategi//NN|UTR|SIN|IND|NOM//obl//33 fö//NN|NEU|SIN|IND|NOM//nmod//41 r//PM|NOM//nmod//39 ö//NN|AN//amod//44 kad//JJ|POS|UTR|SIN|IND|NOM//fixed//42 sysselsätt-ning//NN|UTR|SIN|IND|NOM//nmod//41 .....//MID//punct//1 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 är//VB|PRS|AKT//conj//1 i//PP//case//49 samspelet//NN|NEU|SIN|DEF|NOM//obl//47 mellan//PP//case//53 en//DT|UTR|SIN|IND//det//53 alltmer//AB//advmod//53 ambitiö//UO//amod//56 s//JJ|AN//nummod//55 miljö//NN|UTR|SIN|IND|NOM//nmod//53 politik//NN|UTR|SIN|IND|NOM//obl//47 och//KN//cc//59 ett//DT|NEU|SIN|IND//det//59 näringsliv//NN|NEU|SIN|IND|NOM//conj//56 som//HP|-|-|-//nsubj//62 är//VB|PRS|AKT//cop//62 berett//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//59 till//PP//case//64 omvandling//NN|UTR|SIN|IND|NOM//obl//62 ,//MID//punct//70 som//HP|-|-|-//obl//70 Sverige//PM|NOM//nsubj//70 kan//VB|PRS|AKT//aux//70 fö//NN|NEU|SIN|IND|NOM//nsubj//70 rnya//PL//acl:relcl//64 redan//AB//advmod//72 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//73 näringar//NN|UTR|PLU|IND|NOM//obj//70 och//KN//cc//75 finna//VB|INF|AKT//conj//70 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 framgångsrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 verksamheter//NN|UTR|PLU|IND|NOM//obj//75 ,//MID//punct//81 vilka//HP|UTR/NEU|PLU|IND//nsubj//81 ger//VB|PRS|AKT//conj//47 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 arbetstillfällen//NN|NEU|PLU|IND|NOM//obj//81 ”//RG|NOM//punct//1

Samhällssektorernas miljö ansvar och dess innebö rd;Den//DT|UTR|SIN|DEF//det//2 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 innebö//NN|UTR|SIN|DEF|NOM//nmod:poss//3 rden//PM|NOM//nsubj//47 av//PP//case//7 samhällssektorernas//NN|UTR|PLU|DEF|GEN//nmod:poss//6 miljö//NN|UTR|SIN|IND|NOM//nmod//7 ansvar//NN|NEU|SIN|IND|NOM//nmod//3 är//VB|PRS|AKT//cop//3 att//SN//mark//31 sam-hällets//NN|NEU|SIN|DEF|GEN//nmod:poss//13 alla//DT|UTR/NEU|PLU|IND/DEF//det//12 aktö//NN|NEU|PLU|IND|NOM//nmod//13 rer//UO//nsubj//31 i//PP//case//18 form//NN|UTR|SIN|IND|NOM//fixed//14 av//PP//fixed//14 fö//JJ|AN//amod//18 retag//NN|NEU|PLU|IND|NOM//nmod//13 ,//MID//punct//20 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//13 ,//MID//punct//22 organisationer//NN|UTR|PLU|IND|NOM//conj//13 ,//MID//punct//24 aktö//UO//conj//13 rer//UO//nmod//13 eller//KN//cc//27 verksamheter//NN|UTR|PLU|IND|NOM//conj//25 ,//MID//punct//13 var//VB|PRT|AKT//cop//31 fö//NN|NEU|SIN|IND|NOM//nmod//31 r//UO//csubj//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//31 eller//KN//cc//35 som//KN//case//35 grupp//NN|UTR|SIN|IND|NOM//conj//32 ,//MID//punct//37 fullgö//UO//appos//3 r//UO//nummod//40 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 funktioner//NN|UTR|PLU|IND|NOM//obj//37 i//PP//case//42 samhället//NN|NEU|SIN|DEF|NOM//nmod//40 .//MAD//punct//3
Samhällssektorernas miljö ansvar och dess innebö rd;Olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 samhällssektorer//NN|UTR|PLU|IND|NOM//nsubj//47 kan//VB|PRS|AKT//aux//47 samspela//VB|INF|AKT//ROOT//47 och//KN//cc//50 ö//NN|UTR|SIN|IND|NOM//advmod//50 verlappa//VB|INF|AKT//conj//47 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//47 .//MAD//punct//47
Samhällssektorernas miljö ansvar och dess innebö rd;En//RG|UTR|SIN|IND|NOM//det//56 och//KN//fixed//53 samma//DT|UTR/NEU|SIN/PLU|IND//det//56 aktö//NN|NEU|SIN|IND|NOM//nmod//57 r//NN|NEU|SIN|IND|NOM//nsubj//60 kan//VB|PRS|AKT//aux//60 således//AB//advmod//60 ingå//VB|INF|AKT//conj//47 i//PP//case//64 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//64 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 samhällssektorer//NN|UTR|PLU|IND|NOM//obl//60 samtidigt//AB//advmod//60 .//MAD//punct//47
Samhällssektorernas miljö ansvar och dess innebö rd;Utifrån//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 princip//NN|UTR|SIN|IND|NOM//obl//3 innebär//VB|PRS|AKT//ROOT//3 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//3 ett//DT|NEU|SIN|IND//det//6 ansvar//NN|NEU|SIN|IND|NOM//obj//3 fö//NN|NEU|SIN|IND|NOM//case//9 r//UO//nummod//9 miljö//NN|UTR|SIN|IND|NOM//nmod//6 n//NN|NEU|SIN|IND|NOM//nummod//3 som//HP|-|-|-//nsubj//12 går//VB|PRS|AKT//acl:relcl//10 utö//NN|UTR|SIN|IND|NOM//nmod//14 ver//UO//obj//12 miljö//NN|UTR|SIN|IND|NOM//obj//12 -lagstiftningens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 krav//NN|NEU|SIN|IND|NOM//obj//12 .//MAD//punct//3
Samhällssektorernas miljö ansvar och dess innebö rd;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 innebär//VB|PRS|AKT//parataxis//3 att//SN//mark//25 fö//NN|NEU|SIN|IND|NOM//amod//23 rsö//UO//obl//25 ka//UO//obl//25 gö//PM|NOM//nsubj//26 ra//PN|UTR/NEU|PLU|DEF|SUB//obj//20 rätt//NN|UTR|SIN|IND|NOM//obj//26 från//PP//case//30 bö//NN|NEU|SIN|IND|NOM//amod//30 rjan//PM|NOM//nmod//27 fö//NN|NEU|SIN|IND|NOM//nmod//32 r//NN|NEU|SIN|IND|NOM//obl//26 att//SN//mark//39 man//PN|UTR|SIN|IND|SUB//nsubj//39 själv//JJ|POS|UTR|SIN|IND|NOM//amod//34 eller//KN//cc//37 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//35 ska//VB|PRS|AKT//aux//39 slippa//VB|INF|AKT//ccomp//20 satsa//VB|INF|AKT//xcomp//39 på//PP//mark//43 att//IE//mark//43 åtgärda//VB|INF|AKT//advcl//40 problemen//NN|NEU|PLU|DEF|NOM//obj//43 när//HA//mark//47 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//47 blivit//VB|SUP|AKT//advcl//43 ett//DT|NEU|SIN|IND//det//49 fak-tum//NN|NEU|SIN|IND|NOM//xcomp//47 .//MAD//punct//3
Samhällssektorernas miljö ansvar och dess innebö rd;Innebö//NN|UTR|SIN|DEF|NOM//nmod:poss//1 rden//NN|NEU|PLU|IND|NOM//nsubj:pass//9 i//PP//case//4 begreppen//NN|NEU|PLU|DEF|NOM//amod//4 samhällssektor//NN|UTR|SIN|IND|NOM//nmod//1 och//KN//cc//7 och//KN//cc//7 sektorsmyndighet//NN|UTR|SIN|IND|NOM//conj//4 kan//VB|PRS|AKT//aux//9 upp-fattas//VB|INF|SFO//ROOT//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//9 eftersom//SN//mark//16 begreppen//NN|NEU|PLU|DEF|NOM//nsubj//16 inte//AB//advmod//16 är//VB|PRS|AKT//cop//16 entydigt//AB|POS//advmod//16 definierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//9 .//MAD//punct//9
Samhällssektorernas miljö ansvar och dess innebö rd;Miljö//NN|UTR|SIN|IND|NOM//nmod//19 vårdsbered-ningen//NN|UTR|SIN|DEF|NOM//nsubj//20 menar//VB|PRS|AKT//parataxis//9 att//SN//mark//28 bristen//NN|UTR|SIN|DEF|NOM//nsubj//28 på//PP//case//25 entydig//JJ|POS|UTR|SIN|IND|NOM//amod//25 definition//NN|UTR|SIN|IND|NOM//obl//28 inte//AB//advmod//28 får//VB|PRS|AKT//aux//28 bli//VB|INF|AKT//ccomp//20 ett//DT|NEU|SIN|IND//det//30 hinder//NN|NEU|SIN|IND|NOM//xcomp//28 fö//NN|NEU|SIN|IND|NOM//nmod//32 r//UO//nmod//30 att//IE//mark//35 ändå//AB//advmod//35 omsätta//VB|INF|AKT//acl//30 de//DT|UTR/NEU|PLU|DEF//det//37 principer//NN|UTR|PLU|IND|NOM//obj//35 och//KN//cc//41 den//DT|UTR|SIN|DEF//det//41 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 viljeyttring//NN|UTR|SIN|IND|NOM//conj//37 som//HP|-|-|-//obl//46 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//46 och//KN//cc//45 regeringen//NN|UTR|SIN|DEF|NOM//conj//43 gett//VB|SUP|AKT//acl:relcl//41 utryck//NN|NEU|SIN|IND|NOM//obj//46 fö//NN|NEU|SIN|IND|NOM//nmod//49 r.//NN|AN//obl//46 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 är//VB|PRS|AKT//cop//53 snarare//AB|KOM//advmod//53 angeläget//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//30 att//IE//mark//55 se//VB|INF|AKT//csubj//53 till//PL//compound:prt//55 att//SN//mark//62 det//DT|NEU|SIN|DEF//det//60 operativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//62 snarast//AB|SUV//advmod//62 kommer//VB|PRS|AKT//ccomp//55 igång//PL//compound:prt//62 .//MAD//punct//9
Samhällssektorernas miljö ansvar och dess innebö rd;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//1 slog//VB|PRT|AKT//ROOT//1 tidigt//AB|POS//advmod//1 fast//PL//case//7 samhällssektorernas//NN|UTR|PLU|DEF|GEN//nmod:poss//6 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 miljö//NN|UTR|SIN|IND|NOM//amod//7 ansvar//NN|NEU|SIN|IND|NOM//obl//1 .//MAD//punct//1
Samhällssektorernas miljö ansvar och dess innebö rd;I//PP//case//10 miljö//NN|UTR|SIN|IND|NOM//nmod//11 -propositionen//NN|UTR|SIN|DEF|NOM//nmod//12 87/88//RG|NOM//obj//1 nämns//VB|PRS|SFO//xcomp//1 att//SN//mark//20 hänsynen//NN|UTR|SIN|DEF|NOM//nsubj//20 till//PP//case//17 miljö//NN|UTR|SIN|IND|NOM//nmod//15 n//NN|NEU|SIN|IND|NOM//nmod//15 måste//VB|PRS|AKT//aux//20 genomsyra//VB|INF|AKT//ccomp//1 alla//DT|UTR/NEU|PLU|IND/DEF//det//22 sam-hällssektorer//NN|UTR|PLU|IND|NOM//obj//20 .//MAD//punct//1
Samhällssektorernas miljö ansvar och dess innebö rd;I//PP//case//25 propositionen//NN|UTR|SIN|DEF|NOM//nmod//31 ”//PM|NOM//punct//25 En//DT|UTR|SIN|IND//det//29 god//JJ|POS|UTR|SIN|IND|NOM//amod//29 livsmiljö//NN|UTR|SIN|IND|NOM//appos//25 ”//PAD//punct//25 1990/91:90//RG|NOM//nsubj//32 står//VB|PRS|AKT//conj//1 vidare//AB|KOM//advmod//32 att//SN//mark//44 sek-torernas//NN|UTR|PLU|DEF|GEN//nmod:poss//36 ansvar//NN|NEU|SIN|IND|NOM//nsubj//44 fö//NN|NEU|SIN|IND|NOM//case//39 r//UO//nummod//39 miljö//NN|UTR|SIN|IND|NOM//nmod//36 n//NN|NEU|SIN|IND|NOM//nmod//36 och//KN//fixed//40 fö//NN|NEU|SIN|IND|NOM//conj//40 r//PP//nmod//36 vården//NN|UTR|SIN|DEF|NOM//ccomp//32 av//PP//case//46 naturresurser//NN|UTR|PLU|IND|NOM//nmod//44 ”//RG|NOM//punct//1 innebär//VB|PRS|AKT//conj//1 ett//DT|NEU|SIN|IND//det//50 ansvar//NN|NEU|SIN|IND|NOM//obj//48 fö//NN|NEU|SIN|IND|NOM//case//52 r//NN|NEU|SIN|IND|NOM//nmod//50 såväl//KN//advmod//54 näringsidkare//NN|UTR|PLU|IND|NOM//appos//50 som//KN//case//56 myndigheter//NN|UTR|PLU|IND|NOM//nmod//54 som//HP|-|-|-//nsubj//58 driver//VB|PRS|AKT//acl:relcl//56 verksamheter//NN|UTR|PLU|IND|NOM//obj//58 att//IE//mark//61 anpassa//VB|INF|AKT//advcl//58 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//61 till//PP//case//66 de//DT|UTR/NEU|PLU|DEF//det//66 fastlagda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//66 miljömålen//NN|NEU|PLU|DEF|NOM//obl//61 ”//RG|NOM//punct//1 .//MAD//punct//1
