AVDELNING I;Uppdraget//NN|NEU|SIN|DEF|NOM//ROOT//0 ,//MID//punct//6 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//6 rätt//NN|UTR|SIN|IND|NOM//amod//6 och//KN//cc//5 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//3 överväganden//NN|NEU|PLU|IND|NOM//conj//0
2 Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//2 tre//RG|NOM//nummod//2 förstnämnda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 varit//VB|SUP|AKT//cop//5 föremål//NN|NEU|SIN|IND|NOM//ROOT//5 för//PP//case//7 ändring//NN|UTR|SIN|IND|NOM//nmod//5 genom//PP//case//10 direktiv//NN|NEU|PLU|IND|NOM//amod//10 97/52//RG|NOM//obl//5 ///MID//cc//12 EG//PM|NOM//conj//10 och//KN//cc//15 det//DT|NEU|SIN|DEF//det//15 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//5 genom//PP//case//18 direktiv//NN|NEU|PLU|IND|NOM//nmod//18 98/04//RG|NOM//obl//15 ///MID//cc//20 EG//PM|NOM//conj//18 .//MAD//punct//5
2 Bakgrund;Av//PP//case//1 intresse//NN|NEU|SIN|IND|NOM//obl//5 är//VB|PRS|AKT//cop//5 också//AB//advmod//5 två//RG|NOM//nummod//5 direktiv//NN|NEU|PLU|IND|NOM//ROOT//5 om//PP//case//7 rättsmedel//NN|NEU|PLU|IND|NOM//nmod//5 vid//PP//case//9 överträdelse//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//11 reglerna//NN|UTR|PLU|DEF|NOM//nmod//9 om//PP//case//14 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//14 upphandling//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//16 upphandling//NN|UTR|SIN|IND|NOM//conj//14 inom//PP//case//18 försörjningssektorerna//NN|UTR|PLU|DEF|NOM//nmod//16 ,//MID//punct//20 89/665//RG|NOM//conj//11 ///MID//cc//22 EEG//NN|AN//conj//11 respektive//AB//cc//24 92/13//RG|NOM//conj//11 ///MID//cc//26 EEG//NN|AN//conj//24 (//PAD//punct//28 rättsmedelsdirektiven//NN|UTR|SIN|DEF|NOM//appos//24 )//PAD//punct//28 .//MAD//punct//5
2 Bakgrund;I//PP//case//1 Sverige//PM|NOM//obl//2 regleras//VB|PRS|SFO//ROOT//2 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//4 upphandling//NN|UTR|SIN|IND|NOM//nsubj:pass//2 och//KN//cc//6 upphandling//NN|UTR|SIN|IND|NOM//conj//4 inom//PP//case//8 försörjningssektorerna//NN|UTR|PLU|DEF|NOM//nmod//6 i//PP//case//10 LOU//PM|NOM//nmod//8 .//MAD//punct//2
2 Bakgrund;Härutöver//NN|UTR|PLU|IND|NOM//advmod//13 gäller//VB|PRS|AKT//parataxis//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 tre//RG|NOM//nummod//16 förordningar//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//18 antagits//VB|SUP|SFO//acl:relcl//16 med//PP//case//20 stöd//NN|NEU|SIN|IND|NOM//obl//18 av//PP//case//22 verkställighetsföreskriften//NN|UTR|SIN|DEF|NOM//nmod//20 i//PP//case//25 7//RG|NOM//nummod//25 kap.//NN|AN//nmod//28 15//RG|NOM//nummod//27 §//NN|AN//nmod//28 LOU//PM|NOM//nmod//22 i//PP//case//30 syfte//NN|NEU|SIN|IND|NOM//obl//18 att//IE//mark//32 införliva//VB|INF|AKT//acl//30 EG-direktiven//NN|NEU|PLU|DEF|NOM//obj//32 om//PP//case//36 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//36 upphandling//NN|UTR|SIN|IND|NOM//obl//32 ://MID//punct//38
2 Bakgrund;förordningen//NN|UTR|SIN|DEF|NOM//appos//36 (//PAD//punct//38 1998:78//RG|NOM//conj//38 )//PAD//punct//38 om//PP//case//44 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 specifikationer//NN|UTR|PLU|IND|NOM//conj//36 vid//PP//case//47 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//47 upphandling//NN|UTR|SIN|IND|NOM//nmod//44 ,//MID//punct//49 förordningen//NN|UTR|SIN|DEF|NOM//conj//47 (//PAD//punct//49 1998:1364//RG|NOM//conj//44 )//PAD//punct//44 om//PP//case//54 bevis//NN|NEU|PLU|IND|NOM//nmod//44 vid//PP//case//57 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//57 upphandling//NN|UTR|SIN|IND|NOM//nmod//54 och//KN//cc//59 förordningen//NN|UTR|SIN|DEF|NOM//conj//57 (//PAD//punct//44 2002:590//RG|NOM//appos//44 )//PAD//punct//44 om//PP//case//64 standardformulär//NN|NEU|PLU|IND|NOM//nmod//44 för//PP//case//66 annonsering//NN|UTR|SIN|IND|NOM//nmod//64 vid//PP//case//69 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//69 upphandling//NN|UTR|SIN|IND|NOM//nmod//66 .//MAD//punct//2
2 Bakgrund;Vidare//AB|KOM//punct//2 anges//VB|PRS|SFO//parataxis//2 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//74 tröskelvärden//NN|NEU|PLU|IND|NOM//nsubj:pass//72 i//PP//case//76 förordningen//NN|UTR|SIN|DEF|NOM//nmod//74 (//PAD//punct//74 2000:63//RG|NOM//appos//74 )//PAD//punct//2 om//PP//case//81 tröskelvärden//NN|NEU|PLU|IND|NOM//obl//2 vid//PP//case//84 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//84 upphandling//NN|UTR|SIN|IND|NOM//nmod//81 .//MAD//punct//2

3 Gällande rätt;3.1//RG|NOM//amod//1 Inledning//NN|UTR|SIN|IND|NOM//ROOT//1
3 Gällande rätt;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 görs//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//6 översiktlig//JJ|POS|UTR|SIN|IND|NOM//amod//6 genomgång//NN|UTR|SIN|IND|NOM//nsubj:pass//3 av//PP//case//8 lagen//NN|UTR|SIN|DEF|NOM//nmod//6 (//PAD//punct//10 1992:1528//RG|NOM//conj//8 )//PAD//punct//10 om//PP//case//14 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//14 upphandling//NN|UTR|SIN|IND|NOM//nmod//6 (//PAD//punct//16 LOU//PM|NOM//appos//14 )//PAD//punct//16 och//KN//cc//21 de//DT|UTR/NEU|PLU|DEF//det//21 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 EG-direktiven//NN|NEU|PLU|DEF|NOM//conj//14 .//MAD//punct//14
3 Gällande rätt;I//PP//case//27 samband//NN|NEU|SIN|IND|NOM//fixed//23 med//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 lagförslag//NN|NEU|PLU|IND|NOM//appos//14 som//HP|-|-|-//nsubj:pass//29 lämnas//VB|PRS|SFO//acl:relcl//27 behandlas//VB|PRS|SFO//xcomp//29 ,//MID//punct//30 där//HA//advmod//35 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//35 är//VB|PRS|AKT//cop//35 påkallat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//30 ,//MID//punct//35 bestämmelserna//NN|UTR|PLU|DEF|NOM//conj//27 i//PP//case//39 LOU//PM|NOM//nmod//37 och//KN//cc//41 direktiven//NN|NEU|PLU|DEF|NOM//conj//37 mer//AB|KOM//advmod//43 detaljerat//PC|PRF|NEU|SIN|IND|NOM//advmod//41 .//MAD//punct//3
3 Gällande rätt;Vidare//AB|KOM//advmod//1 behandlas//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 korthet//NN|UTR|SIN|IND|NOM//fixed//2 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//1 i//PP//case//7 EG-fördraget//NN|NEU|SIN|DEF|NOM//nmod//5 .//MAD//punct//1
3 Gällande rätt;3.2//RG|NOM//nummod//10 LOU//PM|NOM//appos//1
3 Gällande rätt;LOU//PM|NOM//nsubj//1 trädde//VB|PRT|AKT//ROOT//1 i//PP//advmod//1 kraft//NN|UTR|SIN|IND|NOM//fixed//2 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//obl//1 1994//RG|NOM//nummod//6 .//MAD//punct//1
3 Gällande rätt;I//PP//case//10 propositionen//NN|UTR|SIN|DEF|NOM//obl//22 som//HP|-|-|-//nsubj//12 låg//VB|PRT|AKT//acl:relcl//10 till//PP//case//16 grund//NN|UTR|SIN|IND|NOM//fixed//13 för//PP//fixed//13 lagstiftningen//NN|UTR|SIN|DEF|NOM//obl//12 (//PAD//punct//10 prop//NN|UTR|SIN|IND|NOM//appos//10 .//MAD//punct//10
3 Gällande rätt;1992/93:88//RG|NOM//nummod//10 )//PAD//punct//10 föreslogs//VB|PRT|SFO//conj//1 ett//DT|NEU|SIN|IND//det//25 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//25 regelverk//NN|NEU|SIN|IND|NOM//nsubj:pass//22 för//PP//case//29 den//DT|UTR|SIN|DEF//det//29 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 upphandlingen//NN|UTR|SIN|DEF|NOM//nmod//25 i//PP//case//31 Sverige//PM|NOM//nmod//29 med//PP//case//33 anledning//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//36 de//DT|UTR/NEU|PLU|DEF//det//36 krav//NN|NEU|PLU|IND|NOM//nmod//33 som//HP|-|-|-//nsubj:pass//39 då//AB//advmod//39 ställdes//VB|PRT|SFO//acl:relcl//36 genom//PP//case//42 EES-avtalets//NN|NEU|SIN|DEF|GEN//nmod:poss//42 regelverk//NN|NEU|SIN|IND|NOM//obl//39 om//PP//case//45 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//45 upphandling//NN|UTR|SIN|IND|NOM//nmod//42 .//MAD//punct//22
3 Gällande rätt;Genom//PP//case//49 detta//DT|NEU|SIN|DEF//det//49 avtal//NN|NEU|SIN|IND|NOM//obl//50 åtog//VB|PRT|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//50 Sverige//PM|NOM//obj//50 att//IE//mark//54 införa//VB|INF|AKT//advcl//50 regler//NN|UTR|PLU|IND|NOM//obj//54 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 EU//PM|NOM//obj//54 ://MID//punct//57 s//NN|AN//nummod//60 regler//NN|UTR|PLU|IND|NOM//obj//54 om//PP//case//64 den//DT|UTR|SIN|DEF//det//64 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 upphandlingen//NN|UTR|SIN|DEF|NOM//nmod//60 inom//PP//case//68 den//DT|UTR|SIN|DEF//det//68 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 marknaden//NN|UTR|SIN|DEF|NOM//nmod//64 .//MAD//punct//1
3 Gällande rätt;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//71 innebar//VB|PRT|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//73 omdaning//NN|UTR|SIN|IND|NOM//obj//71 i//PP//case//77 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//77 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 avseenden//NN|NEU|PLU|IND|NOM//nmod//73 av//PP//case//80 det//DT|NEU|SIN|DEF//det//80 system//NN|NEU|SIN|IND|NOM//nmod//77 som//HP|-|-|-//nsubj//83 tidigare//AB|KOM//advmod//83 gällt//VB|SUP|AKT//acl:relcl//80 i//PP//case//85 Sverige//PM|NOM//obl//83 .//MAD//punct//71
3 Gällande rätt;Den//DT|UTR|SIN|DEF//det//89 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//89 upphandlingen//NN|UTR|SIN|DEF|NOM//nsubj//90 hade//VB|PRT|AKT//aux//94 i//PP//case//93 materiellt//JJ|POS|NEU|SIN|IND|NOM//amod//93 hänseende//NN|NEU|SIN|IND|NOM//obl//94 skett//VB|SUP|AKT//conj//71 med//PP//case//96 konkurrens//NN|UTR|SIN|IND|NOM//obl//94 ,//MID//punct//98 icke-diskriminering//NN|UTR|SIN|IND|NOM//conj//96 och//KN//cc//100 objektivitet//NN|NEU|SIN|IND|NOM//conj//96 som//KN//mark//103 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//103 ledstjärnor//NN|UTR|PLU|IND|NOM//nmod//100 .//MAD//punct//71
3 Gällande rätt;I//PP//case//107 den//DT|UTR|SIN|DEF//det//107 delen//NN|UTR|SIN|DEF|NOM//obl//108 innebar//VB|PRT|AKT//parataxis//71 införandet//NN|NEU|SIN|DEF|NOM//nsubj//108 av//PP//case//113 den//DT|UTR|SIN|DEF//det//113 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//113 lagen//NN|UTR|SIN|DEF|NOM//nmod//109 om//PP//case//116 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//116 upphandling//NN|UTR|SIN|IND|NOM//nmod//113 inte//AB//advmod//119 någon//DT|UTR|SIN|IND//det//119 förändring//NN|UTR|SIN|IND|NOM//nsubj//108 .//MAD//punct//71
3 Gällande rätt;Förändringarna//NN|UTR|PLU|DEF|NOM//nsubj//122 låg//VB|PRT|AKT//parataxis//71 snarare//AB|KOM//advmod//122 i//PP//mark//135 att//SN//mark//135 de//DT|UTR/NEU|PLU|DEF//det//127 medel//NN|NEU|PLU|IND|NOM//nsubj//135 som//HP|-|-|-//nsubj:pass//129 tillhandahölls//VB|PRT|SFO//acl:relcl//127 för//PP//case//131 uppnående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//129 av//PP//case//134 nämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//134 mål//NN|NEU|PLU|IND|NOM//nmod//131 blev//VB|PRT|AKT//advcl//122 noga//AB//advmod//135 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//135 genom//PP//case//141 tämligen//AB//advmod//140 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//141 detaljplaneringar//NN|UTR|PLU|IND|NOM//obl//137 av//PP//case//146 en//DT|UTR|SIN|IND//det//144 upphandlings//NN|UTR|SIN|IND|GEN//nmod:poss//146 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//146 skeden//NN|NEU|PLU|IND|NOM//nmod//141 .//MAD//punct//122
3 Gällande rätt;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//149 innebar//VB|PRT|AKT//conj//122 också//AB//advmod//149 att//SN//mark//162 kontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//162 av//PP//mark//157 att//SN//mark//157 en//DT|UTR|SIN|IND//det//156 upphandling//NN|UTR|SIN|IND|NOM//nsubj//157 sker//VB|PRS|AKT//acl//152 på//PP//case//161 ett//DT|NEU|SIN|IND//det//161 riktigt//JJ|POS|NEU|SIN|IND|NOM//amod//161 sätt//NN|NEU|SIN|IND|NOM//obl//157 garanteras//VB|INF|SFO//ccomp//149 genom//PP//mark//168 att//SN//mark//168 en//DT|UTR|SIN|IND//det//166 upphandling//NN|UTR|SIN|IND|NOM//nsubj:pass//168 kan//VB|PRS|AKT//aux//168 överprövas//VB|INF|SFO//advcl//162 av//PP//case//170 domstol//NN|UTR|SIN|IND|NOM//obl//168 .//MAD//punct//149
3 Gällande rätt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//177 har//VB|PRS|AKT//aux//177 genom//PP//case//175 förslaget//NN|NEU|SIN|DEF|NOM//obl//177 även//AB//advmod//177 blivit//VB|SUP|AKT//parataxis//149 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//177 för//PP//case//181 en//DT|UTR|SIN|IND//det//181 domstol//NN|UTR|SIN|IND|NOM//obl//177 att//IE//mark//183 döma//VB|INF|AKT//acl//181 ut//PL//compound:prt//183 skadestånd//NN|NEU|SIN|IND|NOM//obj//183 .//MAD//punct//71
3 Gällande rätt;LOU//PM|NOM//nsubj//10 ://MID//punct//0 s//NN|AN//case//4 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//4 kapitel//NN|NEU|PLU|IND|NOM//appos//0 (//PAD//punct//4 utom//PP//case//8 kap.//NN|AN//nmod//8 6//RG|NOM//nmod//4 )//PAD//punct//4 har//VB|PRS|AKT//ROOT//10 sin//PS|UTR|SIN|DEF//nmod:poss//12 grund//NN|UTR|SIN|IND|NOM//obj//10 i//PP//case//15 olika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 EG//PM|NOM//obl//10 –//RG|NOM//punct//17 direktiv//NN|NEU|PLU|IND|NOM//conj//15 .//MAD//punct//10
3 Gällande rätt;Den//DT|UTR|SIN|DEF//det//21 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 sektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//22 direktiv//NN|NEU|PLU|IND|NOM//nsubj//24 har//VB|PRS|AKT//aux//24 funnits//VB|SUP|SFO//parataxis//10 längst//AB|SUV//advmod//24 och//KN//cc//27 reglerar//VB|PRS|AKT//conj//24 upphandling//NN|UTR|SIN|IND|NOM//obj//27 av//PP//case//30 varor//NN|UTR|PLU|IND|NOM//nmod//28 ,//MID//punct//32 tjänster//NN|UTR|PLU|IND|NOM//conj//30 och//KN//cc//34 byggentreprenader//NN|UTR|PLU|IND|NOM//conj//30 av//PP//case//37 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 myndigheter//NN|UTR|PLU|IND|NOM//nmod//34 och//KN//cc//43 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//43 med//PP//case//41 myndigheter//NN|UTR|PLU|IND|NOM//obl//42 jämställda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 subjekt//NN|NEU|PLU|IND|NOM//conj//24 .//MAD//punct//24
3 Gällande rätt;Följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 direktiv//NN|NEU|PLU|IND|NOM//nsubj//49 har//VB|PRS|AKT//aux//49 hittills//AB//advmod//49 gällt//VB|SUP|AKT//conj//24 inom//PP//case//53 den//DT|UTR|SIN|DEF//det//53 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 sektorn//NN|UTR|SIN|DEF|NOM//obl//49 ://MAD//punct//10
3 Gällande rätt;•//NN|UTR|SIN|IND|NOM//nmod//1 93/36//RG|NOM//ROOT//1 ///MID//cc//3 EEG//NN|AN//nmod//1 –//PAD//punct//1 för//PP//case//6 upphandling//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//8 varor//NN|UTR|PLU|IND|NOM//nmod//6 .//MAD//punct//1
3 Gällande rätt;•//NN|UTR|SIN|IND|NOM//case//1 93/37//RG|NOM//ROOT//1 ///MID//cc//3 EEG//NN|AN//nmod//1 –//PAD//punct//1 för//PP//case//6 upphandling//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//8 bygg-//NN|-|-|-|SMS//nmod//6 och//KN//cc//10 anläggningsentreprenader//NN|UTR|PLU|IND|NOM//conj//8 .//MAD//punct//1
3 Gällande rätt;•//NN|UTR|SIN|IND|NOM//case//2 92/50//RG|NOM//amod//2 EEG//NN|AN//ROOT//2 –//RG|NOM//punct//2 för//PP//case//5 upphandling//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//7 tjänster//NN|UTR|PLU|IND|NOM//nmod//5 .//MAD//punct//2
3 Gällande rätt;•//NN|UTR|SIN|IND|NOM//case//1 97/52//RG|NOM//ROOT//1 ///MID//cc//3 EG//PM|NOM//conj//1 –//RG|NOM//punct//5 ändringsdirektiv98/04//PM|NOM//conj//1 ///MID//cc//7 EG//PM|NOM//conj//5 –//RG|NOM//punct//9 ändringsdirektiv//NN|NEU|SIN|IND|NOM//conj//1 .//MAD//punct//1
3 Gällande rätt;Kapitel//NN|NEU|SIN|IND|NOM//nmod//1 4//RG|NOM//nsubj//4 i//PP//case//3 LOU//PM|NOM//nmod//1 behandlar//VB|PRS|AKT//ROOT//4 upphandling//NN|UTR|SIN|IND|NOM//obj//4 inom//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 s.k.//AB|AN//amod//9 försörjningssektorerna//NN|UTR|PLU|DEF|NOM//obl//4 och//KN//cc//11 införlivar//VB|PRS|AKT//conj//4 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 direktiv//NN|NEU|PLU|IND|NOM//obj//11 ://MAD//punct//4
3 Gällande rätt;•//NN|UTR|SIN|IND|NOM//case//1 93/38//RG|NOM//ROOT//1 ///MID//cc//3 EEG//NN|AN//nmod//1 –//PAD//punct//1 för//PP//case//6 upphandling//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//8 varor//NN|UTR|PLU|IND|NOM//nmod//6 ,//MID//punct//10 entreprenader//NN|UTR|PLU|IND|NOM//conj//8 och//KN//cc//12 tjänster//NN|UTR|PLU|IND|NOM//conj//8 .//MAD//punct//1
3 Gällande rätt;•//NN|UTR|SIN|IND|NOM//nmod//1 98/4//RG|NOM//ROOT//1 ///MID//cc//3 EG//PM|NOM//conj//1 –//RG|NOM//punct//5 ändringsdirektiv//NN|NEU|SIN|IND|NOM//conj//1 II//RG|NOM//nummod//5 92/13//RG|NOM//nummod//5 ///MID//cc//9 EEG//NN|AN//conj//7 –//RG|NOM//punct//5 rättsmedelsdirektiv//NN|NEU|SIN|IND|NOM//conj//1 II//RG|NOM//nummod//11 .//MAD//punct//1
3 Gällande rätt;De//DT|UTR/NEU|PLU|DEF//det//2 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 enheterna//NN|UTR|PLU|DEF|NOM//nsubj//9 inom//PP//case//4 försörjningssektorerna//NN|UTR|PLU|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//9 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 och//KN//cc//8 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 företag//NN|NEU|PLU|IND|NOM//ROOT//9 som//HP|-|-|-//nsubj//11 bedriver//VB|PRS|AKT//acl:relcl//9 viss//JJ|POS|UTR|SIN|IND|NOM//amod//13 verksamhet//NN|UTR|SIN|IND|NOM//obj//11 .//MAD//punct//9
3 Gällande rätt;Som//KN//mark//18 exempel//NN|NEU|SIN|IND|NOM//nsubj:pass//18 kan//VB|PRS|AKT//aux//18 nämnas//VB|INF|SFO//acl:relcl//9 företag//NN|NEU|PLU|IND|NOM//nsubj:pass//18 som//HP|-|-|-//nsubj//21 producerar//VB|PRS|AKT//acl:relcl//19 eller//KN//cc//23 levererar//VB|PRS|AKT//conj//21 el//NN|UTR|SIN|IND|NOM//case//18 ,//MID//punct//26 gas//NN|UTR|SIN|IND|NOM//conj//24 ,//MID//punct//28 värme//NN|UTR|SIN|IND|NOM//conj//24 och//KN//cc//30 dricksvatten//NN|NEU|SIN|IND|NOM//conj//24 till//PP//case//33 fasta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 nät//NN|NEU|PLU|IND|NOM//nmod//30 ,//MID//punct//35 företag//NN|NEU|PLU|IND|NOM//conj//18 som//HP|-|-|-//nsubj//37 tillhandahåller//VB|PRS|AKT//acl:relcl//35 flygplatser//NN|UTR|PLU|IND|NOM//obj//37 ,//MID//punct//40 hamnanläggningar//NN|UTR|PLU|IND|NOM//conj//38 samt//KN//cc//42 företag//NN|NEU|PLU|IND|NOM//conj//38 som//HP|-|-|-//nsubj//44 driver//VB|PRS|AKT//acl:relcl//42 järnvägs-//NN|UTR|-|-|SMS//obj//44 ,//MID//punct//47 buss-//NN|UTR|-|-|SMS//conj//45 eller//KN//cc//49 tunnelbanenät//NN|NEU|SIN|IND|NOM//conj//45 .//MAD//punct//9
3 Gällande rätt;Genom//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//3 s.k.//AB|AN//amod//3 rättsmedelsdirektiven//NN|NEU|PLU|DEF|NOM//nmod//4 89/665//RG|NOM//obl//11 ///MID//cc//6 EEG//NN|AN//conj//4 och//KN//cc//8 92/13//RG|NOM//conj//4 ///MID//cc//10 EEG//NN|AN//conj//4 åläggs//VB|PRS|SFO//ROOT//11 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obj//11 att//IE//mark//18 i//PP//case//17 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//17 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 rättsordningar//NN|UTR|PLU|IND|NOM//obl//18 införa//VB|INF|AKT//acl//12 bestämmelser//NN|UTR|PLU|IND|NOM//obj//18 om//PP//mark//25 att//SN//mark//25 skadestånd//NN|NEU|SIN|IND|NOM//nsubj//25 skall//VB|PRS|AKT//aux//25 kunna//VB|INF|AKT//aux//25 utgå//VB|INF|AKT//advcl//18 till//PP//case//27 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//25 som//HP|-|-|-//nsubj//30 har//VB|PRS|AKT//aux//30 lidit//VB|SUP|AKT//acl:relcl//27 skada//NN|UTR|SIN|IND|NOM//obj//30 ,//MID//punct//18 p.g.a.//PP|AN//case//34 överträdelser//NN|UTR|PLU|IND|NOM//obl//18 vid//PP//case//37 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//37 upphandling//NN|UTR|SIN|IND|NOM//nmod//34 .//MAD//punct//11
3 Gällande rätt;I//PP//case//45 7//RG|NOM//nummod//41 kap.//NN|AN//nmod//42 6–8//RG|NOM//nummod//43 §//NN|AN//nmod//45 §//NN|AN//nmod//45 LOU//PM|NOM//obl//46 finns//VB|PRS|SFO//parataxis//11 regler//NN|UTR|PLU|IND|NOM//nsubj//46 om//PP//case//49 skadestånd//NN|NEU|SIN|IND|NOM//nmod//47 vid//PP//case//52 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//52 upphandling//NN|UTR|SIN|IND|NOM//nmod//49 .//MAD//punct//46
3 Gällande rätt;I//PP//case//3 1//RG|NOM//nummod//2 kap.//NN|AN//nmod//3 LOU//PM|NOM//obl//4 finns//VB|PRS|SFO//ROOT//4 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//4 om//PP//case//9 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 tillämpningsområde//NN|NEU|SIN|IND|NOM//nmod//6 m.m.//AB|AN//conj//9
