Sammanfattning;Den//DT|UTR|SIN|DEF//det//1 undersökning//NN|UTR|SIN|IND|NOM//nsubj//8 som//HP|-|-|-//nsubj//3 skett//VB|SUP|AKT//acl:relcl//1 vid//PP//case//5 Skattemyndigheten//PM|NOM//obl//3 i//PP//case//7 Växjöregionen//PM|NOM//nmod//5 leder//VB|PRS|AKT//ROOT//8 fram//PL//compound:prt//8 till//PP//mark//16 att//SN//mark//16 total//JJ|POS|UTR|SIN|IND|NOM//amod//13 resursåtgång//NN|UTR|SIN|IND|NOM//nsubj//16 för//PP//case//15 arbetsuppgifter//NN|UTR|PLU|IND|NOM//nmod//13 föranledda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//8 av//PP//case//18 förekomsten//NN|UTR|SIN|DEF|NOM//obl//16 av//PP//case//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 skattesatser//NN|UTR|PLU|IND|NOM//nmod//18 för//PP//case//23 moms//NN|UTR|SIN|IND|NOM//nmod//18 för//PP//case//25 Skatteverket//PM|NOM//nmod//23 i//PP//case//27 riket//NN|NEU|SIN|DEF|NOM//nmod//25 som//KN//nsubj:pass//31 helhet//NN|UTR|SIN|IND|NOM//nsubj:pass//31 kan//VB|PRS|AKT//aux//31 uppskattas//VB|INF|SFO//acl:relcl//18 till//PP//case//35 cirka//AB//advmod//34 130–150//RG|NOM//nummod//35 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//8
Uppskattad resursåtgång för riket som helhet;Enligt//PP//case//22 uppgift//NN|UTR|SIN|IND|NOM//obl//30 från//PP//case//24 servicejouren//NN|UTR|SIN|DEF|NOM//nmod//22 i//PP//case//26 Söderhamn//PM|NOM//nmod//24 kan//VB|PRS|AKT//aux//30 resursåtgången//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 där//AB//advmod//30 beräknas//VB|PRS|SFO//acl:relcl//14 till//PP//case//34 cirka//AB//advmod//33 en//DT|UTR|SIN|IND//det//34 årsarbetskraft//NN|UTR|SIN|IND|NOM//obl//30 .//MAD//punct//14
Uppskattad resursåtgång för riket som helhet;Med//PP//mark//43 hänsyn//NN|UTR|SIN|IND|NOM//fixed//36 till//PP//fixed//36 att//SN//mark//43 den//DT|UTR|SIN|DEF//det//42 uppgivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//42 tidsåtgången//NN|UTR|SIN|DEF|NOM//nsubj//43 grundar//VB|PRS|AKT//advcl//54 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//43 på//PP//case//46 uppskattningar//NN|UTR|PLU|IND|NOM//obl//43 kan//VB|PRS|AKT//aux//54 resursåtgången//NN|UTR|SIN|DEF|NOM//nsubj:pass//54 för//PP//case//50 riket//NN|NEU|SIN|DEF|NOM//nmod//48 i//PP//case//53 sin//PS|UTR|SIN|DEF//nmod:poss//53 helhet//NN|UTR|SIN|IND|NOM//nmod//50 uppskattas//VB|PRS|SFO//ROOT//54 till//PP//case//56 storleksordningen//NN|UTR|SIN|DEF|NOM//obl//54 130–150//RG|NOM//nummod//58 årsarbetskrafter//NN|UTR|PLU|IND|NOM//nmod//56 .//MAD//punct//54
Uppskattad resursåtgång för riket som helhet;Till//PP//case//1 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//2 kommer//VB|PRS|AKT//ROOT//2 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 kostnader//NN|UTR|PLU|IND|NOM//nsubj//2 för//PP//case//6 handledningar//NN|UTR|PLU|IND|NOM//nmod//4 ,//MID//punct//8 informationsbroschyrer//NN|UTR|PLU|IND|NOM//conj//6 m.m.//AB|AN//conj//6 samt//KN//cc//12 för//PP//case//12 anpassning//NN|UTR|SIN|IND|NOM//conj//6 av//PP//case//14 blanketter//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//18 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 system//NN|NEU|PLU|IND|NOM//conj//14 till//PP//case//20 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//18 av//PP//case//23 reducerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//23 skattesatser//NN|UTR|PLU|IND|NOM//nmod//20 och//KN//cc//25 undantag//NN|NEU|PLU|IND|NOM//conj//23 från//PP//case//27 beskattning//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//2
Uppskattad resursåtgång för riket som helhet;Den//DT|UTR|SIN|DEF//det//30 undersökning//NN|UTR|SIN|IND|NOM//nsubj//35 som//HP|-|-|-//nsubj:pass//32 gjorts//VB|SUP|SFO//acl:relcl//30 i//PP//case//34 Växjöregionen//NN|UTR|SIN|DEF|NOM//obl//32 tar//VB|PRS|AKT//parataxis//2 inte//AB//advmod//35 med//PP//case//39 den//DT|UTR|SIN|DEF//det//39 typen//NN|UTR|SIN|DEF|NOM//obl//35 av//PP//case//41 kostnader//NN|UTR|PLU|IND|NOM//nmod//39 .//MAD//punct//2

Enkätsvar avseende svåra avgränsningsproblem;I//PP//case//1 enkäten//NN|UTR|SIN|DEF|NOM//obl//9 har//VB|PRS|AKT//aux//9 medarbetarna//NN|UTR|PLU|DEF|NOM//nsubj//9 genom//PP//case//5 kryssmarkering//NN|UTR|SIN|IND|NOM//obl//9 i//PP//case//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 rutor//NN|UTR|PLU|IND|NOM//nmod//5 ombetts//VB|SUP|SFO//ROOT//9 att//IE//mark//11 lämna//VB|INF|AKT//xcomp//9 sin//PS|UTR|SIN|DEF//nmod:poss//13 syn//NN|UTR|SIN|IND|NOM//obj//11 på//PP//case//15 vilket//HD|NEU|SIN|IND//obl//11 eller//KN//cc//17 vilka//HP|UTR/NEU|PLU|IND//conj//15 av//PP//case//21 särskilt//AB//advmod//20 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 områden//NN|NEU|PLU|IND|NOM//nmod//17 som//HP|-|-|-//nsubj//27 enligt//PP//case//26 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//26 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 uppfattning//NN|UTR|SIN|IND|NOM//obl//27 innehåller//VB|PRS|AKT//acl:relcl//21 svårast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//29 avgränsningsproblem//NN|NEU|PLU|IND|NOM//obj//27 när//HA//mark//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 gäller//VB|PRS|AKT//advcl//27 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 skattesatser//NN|UTR|PLU|IND|NOM//obj//32 .//MAD//punct//9
Enkätsvar avseende svåra avgränsningsproblem;De//DT|UTR/NEU|PLU|DEF//det//2 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 områdena//NN|NEU|PLU|DEF|NOM//nsubj//11 samt//KN//cc//5 antal//NN|NEU|PLU|IND|NOM//nmod//5 kryssmarkeringar//NN|UTR|PLU|IND|NOM//conj//2 i//PP//case//7 enkätsvaren//NN|UTR|SIN|DEF|NOM//nmod//5 för//PP//case//10 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 avgränsningsfrågor//NN|UTR|PLU|IND|NOM//nmod//7 framgår//VB|PRS|AKT//ROOT//11 av//PP//case//14 tabell//NN|UTR|SIN|IND|NOM//nmod//14 9.4//RG|NOM//obl//11 .//MAD//punct//11
Enkätsvar avseende svåra avgränsningsproblem;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Enkätsvar avseende svåra avgränsningsproblem;Skattemyndigheten//NN|UTR|SIN|DEF|NOM//appos//0 i//PP//case//4 Växjö//PM|NOM//nmod//2 (//PAD//punct//2 numera//AB//advmod//7 Skatteverket//PM|NOM//appos//2 Växjö//PM|NOM//obj//7 )//PAD//punct//0
Enkätsvar avseende svåra avgränsningsproblem;Med//PP//case//2 ”//PM|NOM//punct//2 kulturområdet//NN|NEU|SIN|DEF|NOM//obl//6 ”//PM|NOM//punct//2 i//PP//case//5 undersökningen//NN|UTR|SIN|DEF|NOM//obl//6 avses//VB|PRS|SFO//ROOT//6 kulturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 aktiviteter//NN|UTR|PLU|IND|NOM//nsubj:pass//6 med//PP//case//11 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//11 skattesats//NN|UTR|SIN|IND|NOM//obl//6 eller//KN//cc//13 undantag//NN|NEU|SIN|IND|NOM//conj//11 från//PP//case//15 beskattning//NN|UTR|SIN|IND|NOM//nmod//13 utom//PP//case//17 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//6 av//PP//case//19 konstverk//NN|NEU|PLU|IND|NOM//nmod//17 och//KN//cc//21 böcker//NN|UTR|PLU|IND|NOM//conj//19 m.m.//AB|AN//punct//6
Enkätsvar avseende svåra avgränsningsproblem;Skattehandläggarna//NN|UTR|PLU|DEF|NOM//nsubj//1 upplever//VB|PRS|AKT//ROOT//1 således//AB//advmod//1 att//SN//mark//7 kulturområdet//NN|NEU|SIN|DEF|NOM//nsubj//7 helt//AB|POS//advmod//6 klart//AB|POS//advmod//7 innehåller//VB|PRS|AKT//ccomp//1 svårast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//9 avgränsningsproblem//NN|NEU|PLU|IND|NOM//obj//7 .//MAD//punct//1
Enkätsvar avseende svåra avgränsningsproblem;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//12 beror//VB|PRS|AKT//parataxis//1 sannolikt//AB|POS//advmod//12 på//PP//mark//19 att//SN//mark//19 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 inom//PP//case//18 området//NN|NEU|SIN|DEF|NOM//obl//19 förekommer//VB|PRS|AKT//advcl//12 såväl//KN//advmod//21 undantag//NN|NEU|PLU|IND|NOM//nsubj//19 från//PP//case//23 beskattning//NN|UTR|SIN|IND|NOM//nmod//21 (//PAD//punct//19 t.ex.//AB|AN//advmod//27 utövande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 konstnärer//NN|UTR|PLU|IND|NOM//appos//19 )//PAD//punct//27 som//KN//case//30 beskattning//NN|UTR|SIN|IND|NOM//obl//19 med//PP//case//33 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 skattesatser//NN|UTR|PLU|IND|NOM//nmod//30 samt//KN//cc//46 att//SN//mark//46 den//DT|UTR|SIN|DEF//det//37 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//46 ,//MID//punct//43 och//KN//cc//43 inte//AB//advmod//43 alltid//AB//advmod//43 så//AB//advmod//43 lättillämpade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//37 ,//MID//punct//46 upphovsrättslagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//46 har//VB|PRS|AKT//advcl//19 en//DT|UTR|SIN|IND//det//49 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 betydelse//NN|UTR|SIN|IND|NOM//obj//46 för//PP//case//53 en//DT|UTR|SIN|IND//det//53 korrekt//JJ|POS|UTR|SIN|IND|NOM//amod//53 bedömning//NN|UTR|SIN|IND|NOM//obl//46 .//MAD//punct//12

9.1.2 Skattekontroll;Förekomsten//NN|UTR|SIN|DEF|NOM//nsubj//4 av//PP//case//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 skattesatser//NN|UTR|PLU|IND|NOM//nmod//0 ställer//VB|PRS|AKT//csubj//28 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 krav//NN|NEU|PLU|IND|NOM//obj//4 på//PP//case//9 Skatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//9 kontrollverksamhet//NN|UTR|SIN|IND|NOM//obl//4 .//MAD//punct//4
9.1.2 Skattekontroll;Allmänt//AB|POS//nsubj//12 gäller//VB|PRS|AKT//parataxis//4 att//SN//mark//17 ju//KN//advmod//15 oklarare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 gränsdragningen//NN|UTR|SIN|DEF|NOM//nsubj//17 är//VB|PRS|AKT//cop//24 mellan//PP//case//19 tillhandahållanden//NN|NEU|PLU|IND|NOM//obl//17 med//PP//case//22 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 skattesatser//NN|UTR|PLU|IND|NOM//nmod//19 desto//AB//advmod//24 angelägnare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//4 är//VB|PRS|AKT//cop//28 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 av//PP//case//28 likformighetsskäl//NN|NEU|PLU|IND|NOM//nsubj//58 att//SN//mark//34 kontroll//NN|UTR|SIN|IND|NOM//nsubj//34 av//PP//case//33 redovisad//PC|PRF|UTR|SIN|IND|NOM//amod//33 moms//NN|UTR|SIN|IND|NOM//nmod//30 sker//VB|PRS|AKT//acl//28 .//MAD//punct//28
9.1.2 Skattekontroll;Samtidigt//AB//advmod//39 är//VB|PRS|AKT//cop//39 dessa//DT|UTR/NEU|PLU|DEF//det//39 kontroller//NN|UTR|PLU|IND|NOM//nsubj//43 i//PP//advmod//43 regel//NN|UTR|SIN|IND|NOM//fixed//40 mycket//AB|POS//advmod//43 resurskrävande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//28 .//MAD//punct//43
9.1.2 Skattekontroll;Även//AB//advmod//50 i//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 fall//NN|NEU|PLU|IND|NOM//fixed//45 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 gränsdragningen//NN|UTR|SIN|DEF|NOM//appos//43 mellan//PP//case//52 områden//NN|NEU|PLU|IND|NOM//nmod//50 med//PP//case//55 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 skattesatser//NN|UTR|PLU|IND|NOM//nmod//52 inte//AB//advmod//58 är//VB|PRS|AKT//cop//58 oklar//JJ|POS|UTR|SIN|IND|NOM//ROOT//58 skapar//VB|PRS|AKT//xcomp//58 s.k.//AB|AN//amod//62 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 tillhandahållanden//NN|NEU|PLU|IND|NOM//obj//59 avsevärda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 problem//NN|NEU|PLU|IND|NOM//obj//59 när//HA//mark//69 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//65 gäller//VB|PRS|AKT//fixed//65 att//IE//mark//69 fördela//VB|INF|AKT//advcl//59 ersättningen//NN|UTR|SIN|DEF|NOM//obj//69 på//PP//case//74 de//DT|UTR/NEU|PLU|DEF//det//74 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 skattesatserna//NN|UTR|PLU|DEF|NOM//obl//69 .//MAD//punct//58
9.1.2 Skattekontroll;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 gånger//NN|UTR|PLU|IND|NOM//obl//83 måste//VB|PRS|AKT//aux//83 någon//DT|UTR|SIN|IND//det//80 form//NN|UTR|SIN|IND|NOM//nsubj:pass//83 av//PP//case//82 schablon//NN|UTR|SIN|IND|NOM//nmod//80 tillämpas//VB|INF|SFO//parataxis//58 för//PP//mark//93 att//IE//mark//93 i//PP//case//90 möjligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//88 mån//NN|UTR|SIN|IND|NOM//fixed//86 rätt//JJ|POS|UTR|SIN|IND|NOM//amod//90 skatt//NN|UTR|SIN|IND|NOM//obl//93 ska//VB|PRS|AKT//aux//93 kunna//VB|INF|AKT//aux//93 fastställas//VB|INF|SFO//advcl//83 .//MAD//punct//58
9.1.2 Skattekontroll;Eftersom//SN//mark//98 förhållandena//NN|NEU|PLU|DEF|NOM//nsubj:pass//98 ofta//AB|POS//advmod//98 förändras//VB|PRS|SFO//advcl//111 över//PP//case//100 tiden//NN|UTR|SIN|DEF|NOM//obl//98 måste//VB|PRS|AKT//aux//111 dessutom//AB//advmod//111 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//111 vid//PP//case//109 ett//DT|NEU|SIN|IND//det//107 givet//PC|PRF|NEU|SIN|IND|NOM//amod//107 tillfälle//NN|NEU|SIN|IND|NOM//nmod//109 fastställda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//109 schablonen//NN|UTR|SIN|DEF|NOM//obl//110 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//103 omprövas//VB|INF|SFO//advcl//58 vid//PP//case//114 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//114 tillfällen//NN|NEU|PLU|IND|NOM//obl//111 .//MAD//punct//58
9.1.2 Skattekontroll;I//PP//case//2 det//DT|NEU|SIN|DEF//det//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//3 ges//VB|PRS|SFO//ROOT//3 exempel//NN|NEU|PLU|IND|NOM//obj//3 på//PP//case//6 områden//NN|NEU|PLU|IND|NOM//obl//3 där//HA//advmod//10 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 kontrollproblem//NN|NEU|PLU|IND|NOM//nsubj//10 föreligger//VB|PRS|AKT//acl:relcl//6 .//MAD//punct//3

9.1.2 Skattekontroll / Livsmedelsförsäljning/servering;Bestämmande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//18 av//PP//mark//6 om//SN//mark//6 ett//DT|NEU|SIN|IND//det//4 företags//NN|NEU|SIN|IND|GEN//nmod:poss//5 tillhandahållanden//NN|NEU|PLU|IND|NOM//nsubj//6 utgör//VB|PRS|AKT//acl//0 livsmedelsförsäljning//NN|UTR|SIN|IND|NOM//obj//6 (//PAD//punct//7 12//RG|NOM//nummod//10 %//NN|AN//appos//7 )//PAD//punct//7 eller//KN//cc//13 serveringstjänster//NN|UTR|PLU|IND|NOM//conj//7 (//PAD//punct//13 25//RG|NOM//nummod//16 %//NN|AN//appos//13 )//PAD//punct//13 blir//VB|PRS|AKT//ROOT//18 ofta//AB|POS//advmod//18 aktuell//JJ|POS|UTR|SIN|IND|NOM//xcomp//18 i//PP//case//23 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//23 verksamheter//NN|UTR|PLU|IND|NOM//obl//18 som//KN//mark//25 restauranger//NN|UTR|PLU|IND|NOM//appos//23 ,//MID//punct//27 gatukök//NN|NEU|PLU|IND|NOM//conj//25 ,//MID//punct//29 hamburgerbarer//NN|UTR|PLU|IND|NOM//conj//25 ,//MID//punct//31 korvkiosker//NN|UTR|PLU|IND|NOM//conj//25 ,//MID//punct//33 pizzerior//NN|UTR|PLU|IND|NOM//conj//25 ,//MID//punct//35 cateringföretag//NN|NEU|PLU|IND|NOM//conj//25 m.fl.//AB|AN//punct//18 Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 rör//VB|PRS|AKT//conj//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//38 här//AB//advmod//38 om//PP//case//49 ett//DT|NEU|SIN|IND//det//45 förhållandevis//AB//advmod//44 stort//JJ|POS|NEU|SIN|IND|NOM//amod//45 antal//NN|NEU|SIN|IND|NOM//nmod//49 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 och//KN//cc//48 medelstora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//46 företag//NN|NEU|PLU|IND|NOM//obl//38 .//MAD//punct//38
9.1.2 Skattekontroll / Livsmedelsförsäljning/servering;När//HA//case//55 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//51 gäller//VB|PRS|AKT//fixed//51 Skatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//55 kontroll//NN|UTR|SIN|IND|NOM//obl//72 av//PP//mark//60 om//SN//mark//60 dessa//DT|UTR/NEU|PLU|DEF//det//59 företag//NN|NEU|PLU|IND|NOM//nsubj//60 tillämpat//VB|SUP|AKT//acl//55 gränsdragningen//NN|UTR|SIN|DEF|NOM//obj//60 mellan//PP//case//65 de//DT|UTR/NEU|PLU|DEF//det//65 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 formerna//NN|UTR|PLU|DEF|NOM//nmod//61 för//PP//case//67 tillhandahållanden//NN|NEU|PLU|IND|NOM//nmod//65 på//PP//case//71 ett//DT|NEU|SIN|IND//det//71 korrekt//JJ|POS|NEU|SIN|IND|NOM//amod//71 sätt//NN|NEU|SIN|IND|NOM//nmod//67 ställs//VB|PRS|SFO//advcl//18 verket//NN|NEU|SIN|DEF|NOM//nsubj:pass//72 inför//PP//case//76 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//76 svårigheter//NN|UTR|PLU|IND|NOM//obl//72 .//MAD//punct//18
9.1.2 Skattekontroll / Livsmedelsförsäljning/servering;En//DT|UTR|SIN|IND//det//2 första//RO|NOM//amod//2 förutsättning//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//mark//8 att//SN//mark//8 en//DT|UTR|SIN|IND//det//6 serveringstjänst//NN|UTR|SIN|IND|NOM//nsubj//8 ska//VB|PRS|AKT//aux//8 föreligga//VB|INF|AKT//acl//2 är//VB|PRS|AKT//cop//2 att//SN//mark//12 tillhandahållandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//12 anses//VB|PRS|SFO//csubj//2 utgöra//VB|INF|AKT//xcomp//12 omsättning//NN|UTR|SIN|IND|NOM//obj//13 av//PP//case//17 en//DT|UTR|SIN|IND//det//17 tjänst//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//20 inte//AB//advmod//20 varuförsäljning//NN|UTR|SIN|IND|NOM//conj//14 .//MID//punct//2
9.1.2 Skattekontroll / Livsmedelsförsäljning/servering;Att//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 är//VB|PRS|AKT//cop//25 fråga//NN|UTR|SIN|IND|NOM//acl//2 om//PP//case//28 en//DT|UTR|SIN|IND//det//28 tjänst//NN|UTR|SIN|IND|NOM//obl//25 som//HP|-|-|-//nsubj:pass//30 omsätts//VB|PRS|SFO//acl:relcl//28 när//HA//case//32 serveringsvaror//NN|UTR|PLU|IND|NOM//obl//30 (//PAD//punct//32 t.ex.//AB|AN//advmod//35 hamburgare//NN|UTR|SIN|IND|NOM//appos//32 )//PAD//punct//32 tillhandahålls//VB|PRS|SFO//conj//25 för//PP//case//39 förtäring//NN|UTR|SIN|IND|NOM//obl//37 inom//PP//case//42 en//DT|UTR|SIN|IND//det//42 serveringslokal//NN|UTR|SIN|IND|NOM//nmod//39 brukar//VB|PRS|AKT//conj//25 inte//AB//advmod//43 vålla//VB|INF|AKT//xcomp//43 några//DT|UTR/NEU|PLU|IND//det//48 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 diskussioner//NN|UTR|PLU|IND|NOM//obj//45 men//KN//cc//53 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//53 har//VB|PRS|AKT//aux//53 dock//AB//advmod//53 förekommit//VB|SUP|AKT//conj//25 i//PP//case//56 en//DT|UTR|SIN|IND//det//56 skatteprocess//NN|UTR|SIN|IND|NOM//obl//53 att//SN//mark//59 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//59 bedömt//VB|SUP|AKT//csubj//53 att//SN//mark//87 en//DT|UTR|SIN|IND//det//62 gatuköksverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//87 med//PP//case//65 20//RG|NOM//nummod//65 sittplatser//NN|UTR|PLU|IND|NOM//nmod//62 inomhus//AB//nmod//62 och//KN//cc//71 ett//DT|NEU|SIN|IND//det//70 stort//JJ|POS|NEU|SIN|IND|NOM//amod//70 antal//NN|NEU|SIN|IND|NOM//nmod//71 platser//NN|UTR|PLU|IND|NOM//conj//66 utomhus//AB//advmod//71 ,//MID//punct//62 med//PP//case//79 hänsyn//NN|UTR|SIN|IND|NOM//fixed//74 till//PP//fixed//74 det//DT|NEU|SIN|DEF//det//79 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//79 inslaget//NN|NEU|SIN|DEF|NOM//nmod//62 av//PP//case//81 varuförsäljning//NN|UTR|SIN|IND|NOM//nmod//79 ,//MID//punct//79 i//PP//case//85 sin//PS|UTR|SIN|DEF//nmod:poss//85 helhet//NN|UTR|SIN|IND|NOM//obl//87 fick//VB|PRT|AKT//aux//87 anses//VB|INF|SFO//ccomp//59 tillhandahålla//VB|INF|AKT//amod//89 livsmedel//NN|NEU|PLU|IND|NOM//obj//87 (//PAD//punct//89 12//RG|NOM//nummod//92 %//NN|AN//appos//89 )//PAD//punct//25 .//MID//punct//2
9.1.2 Skattekontroll / Livsmedelsförsäljning/servering;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//96 har//VB|PRS|AKT//parataxis//2 i//PP//case//100 ett//DT|NEU|SIN|IND//det//100 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//100 skede//NN|NEU|SIN|IND|NOM//obl//96 ,//MID//punct//96 efter//PP//case//104 skattemyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//104 överklagande//NN|NEU|SIN|IND|NOM//advcl//96 ,//MID//punct//106 gjort//VB|SUP|AKT//conj//96 en//DT|UTR|SIN|IND//det//109 annan//JJ|POS|UTR|SIN|IND|NOM//amod//109 bedömning//NN|UTR|SIN|IND|NOM//obj//106 och//KN//cc//111 ansett//VB|SUP|AKT//conj//96 att//SN//mark//115 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//115 var//VB|PRT|AKT//cop//115 fråga//NN|UTR|SIN|IND|NOM//ccomp//111 om//PP//case//117 serveringstjänster//NN|UTR|PLU|IND|NOM//obl//115 till//PP//case//121 den//DT|UTR|SIN|DEF//det//120 del//NN|UTR|SIN|IND|NOM//nmod//121 kunderna//NN|UTR|PLU|DEF|NOM//nmod//117 konsumerade//VB|PRT|AKT//conj//115 maten//NN|UTR|SIN|DEF|NOM//obj//122 vid//PP//case//125 sittplatserna//NN|UTR|PLU|DEF|NOM//obl//122 .//MAD//punct//96
9.1.2 Skattekontroll / Livsmedelsförsäljning/servering;Ärendet//NN|NEU|SIN|DEF|NOM//nsubj:pass//129 har//VB|PRS|AKT//aux//129 överklagats//VB|SUP|SFO//conj//96 till//PP//case//131 Regeringsrätten//NN|UTR|SIN|DEF|NOM//obl//129 .//MAD//punct//96
