5 EG-rätten ;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//12 ://MID//punct//1
5.1 Bakgrund;Förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//125 för//PP//case//121 folkrörelserna//NN|UTR|PLU|DEF|NOM//nmod//119 att//IE//mark//123 anordna//VB|INF|AKT//acl//119 spel//NN|NEU|PLU|IND|NOM//obj//123 framgår//VB|PRS|AKT//conj//19 däremot//AB//advmod//125 direkt//AB|POS//advmod//125 av//PP//case//129 lagen//NN|UTR|SIN|DEF|NOM//obl//125 (//PAD//punct//125 bl.a.//AB|AN//advmod//134 15–24//RG|NOM//nummod//133 §//NN|AN//nmod//134 §//NN|AN//obl//125 )//PAD//punct//125 .//MAD//punct//19
5.1 Bakgrund;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//138 innebär//VB|PRS|AKT//conj//19 i//PP//case//140 princip//NN|UTR|SIN|IND|NOM//obl//138 att//SN//mark//163 endast//AB//advmod//144 ideella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//144 föreningar//NN|UTR|PLU|IND|NOM//nsubj//163 som//HP|-|-|-//nsubj//146 har//VB|PRS|AKT//acl:relcl//144 till//PP//case//148 syfte//NN|NEU|SIN|IND|NOM//compound:prt//146 att//IE//mark//150 främja//VB|INF|AKT//advcl//146 ett//DT|NEU|SIN|IND//det//153 allmännyttigt//JJ|POS|NEU|SIN|IND|NOM//amod//153 ändamål//NN|NEU|SIN|IND|NOM//obj//150 inom//PP//case//155 landet//NN|NEU|SIN|DEF|NOM//obl//150 och//KN//cc//158 som//HP|-|-|-//nsubj//158 uppfyller//VB|PRS|AKT//conj//144 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//161 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//161 krav//NN|NEU|PLU|IND|NOM//obj//158 får//VB|PRS|AKT//aux//163 anordna//VB|INF|AKT//ccomp//138 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//165 typer//NN|UTR|PLU|IND|NOM//obj//163 av//PP//case//167 lotterier//NN|NEU|PLU|IND|NOM//nmod//165 ,//MID//punct//167 bl.a.//AB|AN//advmod//172 s.k.//AB|AN//amod//172 egentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//172 lotterier//NN|NEU|PLU|IND|NOM//conj//167 och//KN//cc//174 bingo//NN|UTR|SIN|IND|NOM//conj//172 .//MAD//punct//19
5.1 Bakgrund;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 lotterilagen//NN|UTR|SIN|DEF|NOM//nsubj//3 gör//VB|PRS|AKT//ROOT//3 i//PP//case//6 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 paragrafer//NN|UTR|PLU|IND|NOM//obl//3 åtskillnad//NN|UTR|SIN|IND|NOM//obj//3 mellan//PP//case//12 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 och//KN//cc//11 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//9 subjekt//NN|NEU|PLU|IND|NOM//nmod//7 .//MAD//punct//3
5.1 Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//15 gäller//VB|PRS|AKT//parataxis//3 i//PP//advmod//15 första//RO|NOM//fixed//16 hand//NN|UTR|SIN|IND|NOM//nmod//19 15//RG|NOM//fixed//16 ,//MID//punct//15 27//RG|NOM//nummod//15 och//KN//cc//23 38//RG|NOM//nummod//24 §//NN|AN//nmod//25 §//NN|AN//obl//15 .//MAD//punct//3
5.1 Bakgrund;Men//KN//cc//37 även//AB//advmod//30 i//PP//case//30 17//RG|NOM//nummod//36 ,//MID//punct//32 19//RG|NOM//nummod//30 och//KN//cc//32 22//RG|NOM//nummod//30 §//NN|AN//nmod//36 §//NN|AN//obl//37 görs//VB|PRS|SFO//conj//3 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//39 åtskillnad//NN|UTR|SIN|IND|NOM//nsubj:pass//37 genom//PP//mark//43 att//SN//mark//43 paragraferna//NN|UTR|PLU|DEF|NOM//nsubj//43 hänvisar//VB|PRS|AKT//advcl//37 till//PP//case//45 subjekt//NN|NEU|PLU|IND|NOM//obl//43 som//HP|-|-|-//nsubj:pass//47 avses//VB|PRS|SFO//acl:relcl//45 i//PP//case//50 15//RG|NOM//nummod//50 §//NN|AN//obl//47 .//MAD//punct//3
5.1 Bakgrund;I//PP//case//2 15//RG|NOM//nummod//2 §//NN|AN//obl//3 stadgas//VB|PRS|SFO//nsubj:pass//12 att//SN//mark//5 tillstånd//NN|NEU|SIN|IND|NOM//xcomp//3 att//IE//mark//7 anordna//VB|INF|AKT//acl//5 ett//DT|NEU|SIN|IND//det//10 egentligt//JJ|POS|NEU|SIN|IND|NOM//amod//10 lotteri//NN|NEU|SIN|IND|NOM//obj//7 får//VB|PRS|AKT//aux//12 lämnas//VB|INF|SFO//ROOT//12 till//PP//case//17 en//DT|UTR|SIN|IND//det//17 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//17 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 person//NN|UTR|SIN|IND|NOM//obl//12  //_SP////17 som//HP|-|-|-//nsubj//23 är//VB|PRS|AKT//cop//23 en//DT|UTR|SIN|IND//det//23 ideell//JJ|POS|UTR|SIN|IND|NOM//amod//23 förening//NN|UTR|SIN|IND|NOM//obl//12 ,//MID//punct//23 under//PP//case//29 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 närmare//AB|KOM//advmod//28 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//29 förutsättningar//NN|UTR|PLU|IND|NOM//obl//23 ,//MID//punct//29 bl.a.//AB|AN//advmod//34 att//SN//mark//34 föreningen//NN|UTR|SIN|DEF|NOM//nsubj//34 har//VB|PRS|AKT//aux//37 till//PP//case//37 huvudsakligt//JJ|POS|NEU|SIN|IND|NOM//amod//37 syfte//NN|NEU|SIN|IND|NOM//conj//23 att//IE//mark//39 främja//VB|INF|AKT//acl//37 ett//DT|NEU|SIN|IND//det//42 allmännyttigt//JJ|POS|NEU|SIN|IND|NOM//amod//42 ändamål//NN|NEU|SIN|IND|NOM//obj//39 inom//PP//case//44 landet//NN|NEU|SIN|DEF|NOM//obl//39 .//MAD//punct//12
5.1 Bakgrund;Vidare//AB|KOM//advmod//47 stadgas//VB|INF|SFO//parataxis//12 –//PAD//punct//53 såvitt//SN//advmod//53 här//AB//fixed//49 är//VB|PRS|AKT//cop//53 av//PP//case//53 intresse//NN|NEU|SIN|IND|NOM//obl//47 –//PAD//punct//53 att//SN//mark//59 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//59 också//AB//advmod//59 får//VB|PRS|AKT//aux//59 lämnas//VB|INF|SFO//advcl//47 till//PP//case//64 en//DT|UTR|SIN|IND//det//64 annan//JJ|POS|UTR|SIN|IND|NOM//amod//64 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//64 person//NN|UTR|SIN|IND|NOM//obl//59 än//KN//case//68 en//DT|UTR|SIN|IND//det//68 ideell//JJ|POS|UTR|SIN|IND|NOM//amod//68 förening//NN|UTR|SIN|IND|NOM//obl//59 eller//KN//cc//72 en//DT|UTR|SIN|IND//det//72 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//72 person//NN|UTR|SIN|IND|NOM//conj//68 som//HP|-|-|-//nsubj//74 har//VB|PRS|AKT//acl:relcl//72 till//PP//case//77 huvudsakligt//JJ|POS|NEU|SIN|IND|NOM//amod//77 syfte//NN|NEU|SIN|IND|NOM//obj//74 att//IE//mark//79 främja//VB|INF|AKT//advcl//74 ett//DT|NEU|SIN|IND//det//82 allmännyttigt//JJ|POS|NEU|SIN|IND|NOM//amod//82 ändamål//NN|NEU|SIN|IND|NOM//obj//79 utom//PP//case//84 landet//NN|NEU|SIN|DEF|NOM//obl//79 ,//MID//punct//47 om//SN//mark//88 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//88 finns//VB|PRS|SFO//advcl//47 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//90 skäl//NN|NEU|PLU|IND|NOM//nsubj//88  //_SP////90 för//PP//case//93 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//88 .//MAD//punct//12
5.1 Bakgrund;I//PP//case//2 27//RG|NOM//nummod//2 §//NN|AN//obl//3 föreskrivs//VB|PRS|SFO//ROOT//3 bl.a.//AB|AN//advmod//3 att//SN//mark//6 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//14 att//IE//mark//8 anordna//VB|INF|AKT//acl//6 spel//NN|NEU|SIN|IND|NOM//obj//8 på//PP//case//11 värdeautomater//NN|UTR|PLU|IND|NOM//obl//8 bara//AB//advmod//14 får//VB|PRS|AKT//aux//14 lämnas//VB|INF|SFO//advcl//3 till//PP//case//17 ett//DT|NEU|SIN|IND//det//17 spelföretag//NN|NEU|SIN|IND|NOM//obl//14 som//HP|-|-|-//nsubj:pass//19 ägs//VB|PRS|SFO//acl:relcl//17 av//PP//case//21 staten//NN|UTR|SIN|DEF|NOM//obl:agent//19 ,//MID//punct//31  //_SP////22 dvs.//AB|AN//advmod//26 i//PP//case//26 praktiken//NN|UTR|SIN|DEF|NOM//advmod//31 endast//AB//advmod//31 till//PP//case//31 ett//DT|NEU|SIN|IND//det//31 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//31 företag//NN|NEU|SIN|IND|NOM//conj//21 .//MAD//punct//3
5.1 Bakgrund;I//PP//case//2 38//RG|NOM//nummod//2 §//NN|AN//obl//3 stadgas//VB|PRS|SFO//ROOT//3 bl.a.//AB|AN//advmod//3 att//SN//mark//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 inte//AB//advmod//9 är//VB|PRS|AKT//cop//9 tillåtet//PC|PRF|NEU|SIN|IND|NOM//ccomp//3 att//IE//mark//18 i//PP//case//13 yrkesmässig//JJ|POS|UTR|SIN|IND|NOM//amod//13 verksamhet//NN|UTR|SIN|IND|NOM//obl//18 eller//KN//cc//18 annars//AB//advmod//18 i//PP//advmod//18 förvärvssyfte//NN|NEU|SIN|IND|NOM//fixed//16 främja//VB|INF|AKT//csubj//9 deltagande//NN|NEU|SIN|IND|NOM//obj//18 i//PP//case//25 ett//DT|NEU|SIN|IND//det//25 inom//PP//case//23 landet//NN|NEU|SIN|DEF|NOM//obl//24 anordnat//PC|PRF|NEU|SIN|IND|NOM//amod//25 lotteri//NN|NEU|SIN|IND|NOM//obl//18 som//HP|-|-|-//nsubj//29 inte//AB//advmod//29 är//VB|PRS|AKT//cop//29 tillåtet//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//25 eller//KN//cc//31 ett//PN|NEU|SIN|IND|SUB/OBJ//det//36 utom//PP//case//33 landet//NN|NEU|SIN|DEF|NOM//nmod//31  //_SP////33 anordnat//PC|PRF|NEU|SIN|IND|NOM//amod//36 lotteri//NN|NEU|SIN|IND|NOM//conj//29 .//MAD//punct//18
5.1 Bakgrund;Till//PP//case//40 38//RG|NOM//nummod//40 §//NN|AN//obl//18 är//VB|PRS|AKT//cop//18 ,//MID//punct//18 sedan//SN//mark//51 den//DT|UTR|SIN|DEF//det//46 1//RO|NOM//nummod//46 januari//NN|UTR|SIN|IND|NOM//nmod//51 1999//RG|NOM//nummod//46 ,//MID//punct//46 knutet//PC|PRF|NEU|SIN|IND|NOM//case//51 ett//DT|NEU|SIN|IND//det//51 straffstadgande//NN|NEU|SIN|IND|NOM//obl//18 i//PP//case//54 54//RG|NOM//nummod//54 §//NN|AN//nmod//51 vari//HA//advmod//18 anges//VB|PRS|SFO//advcl//18 att//SN//mark//61 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//61 som//HP|-|-|-//cc//60 uppsåtligen//AB//acl:relcl//58 bryter//VB|PRS|AKT//ccomp//56 mot//PP//case//64 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//64 bestämmelse//NN|UTR|SIN|IND|NOM//obl//61 kan//VB|PRS|AKT//aux//75 ,//MID//punct//70 om//SN//mark//70 främjandet//NN|NEU|SIN|DEF|NOM//nsubj//70 särskilt//AB//advmod//70 avser//VB|PRS|AKT//advcl//75 deltagande//NN|NEU|SIN|IND|NOM//obj//70 från//PP//case//73 Sverige//PM|NOM//nmod//71 ,//MID//punct//75 straffas//VB|PRS|SFO//conj//18 med//PP//case//77 böter//NN|UTR|PLU|IND|NOM//obl//75 eller//KN//cc//79 fängelse//NN|NEU|SIN|IND|NOM//conj//77 i//PP//case//83 högst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//82 sex//RG|NOM//nummod//83 månader//NN|UTR|PLU|IND|NOM//obl//75 ,//MID//punct//90 eller//KN//cc//90 ,//MID//punct//85 om//SN//mark//90 brottet//NN|NEU|SIN|DEF|NOM//nsubj//90 är//VB|PRS|AKT//cop//90 grovt//JJ|POS|NEU|SIN|IND|NOM//conj//18 ,//MID//punct//92 fängelse//NN|NEU|SIN|IND|NOM//conj//90 i//PP//case//96 högst//AB|SUV//advmod//95 två//RG|NOM//nummod//96 år//NN|NEU|PLU|IND|NOM//nmod//92 .//MAD//punct//3
5.1 Bakgrund;Den//DT|UTR|SIN|DEF//det//1 fråga//NN|UTR|SIN|IND|NOM//dislocated//26 som//HP|-|-|-//obl//6 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 har//VB|PRS|AKT//aux//6 att//IE//mark//6 ta//VB|INF|AKT//acl:relcl//1 ställning//NN|UTR|SIN|IND|NOM//obj//6 till//PP//case//2 är//VB|PRS|AKT//cop//1 om//SN//case//15 den//DT|UTR|SIN|DEF//det//15 här//AB//fixed//11 beskrivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//15 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 ordningen//NN|UTR|SIN|DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//1 i//PP//case//18 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//16 med//PP//case//20 EG-rätten//NN|UTR|SIN|DEF|NOM//nmod//18 .//MAD//punct//1
5.1 Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//26 bör//VB|PRS|AKT//aux//26 redan//AB//advmod//25 här//AB//advmod//26 påpekas//VB|INF|SFO//ROOT//26 att//SN//mark//30 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//29 EU-medlemsstater//NN|UTR|PLU|IND|NOM//nsubj//30 har//VB|PRS|AKT//dep//26 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//33 engagemang//NN|NEU|SIN|IND|NOM//obj//30 på//PP//case//35 lotteriområdet//NN|NEU|SIN|DEF|NOM//nmod//33 .//MAD//punct//30
5.1 Bakgrund;EG-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//40 har//VB|PRS|AKT//aux//40 nyligen//AB//advmod//40 prövat//VB|SUP|AKT//parataxis//30 två//RG|NOM//nummod//42 fall//NN|NEU|PLU|IND|NOM//obj//40 på//PP//case//44 området//NN|NEU|SIN|DEF|NOM//obl//40 som//HP|-|-|-//nsubj//46 är//VB|PRS|AKT//acl:relcl//44 av//PP//case//48 intresse//NN|NEU|SIN|IND|NOM//obl//46 .//MAD//punct//26
5.1 Bakgrund;Det//DT|NEU|SIN|DEF//det//52 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 fallet//NN|NEU|SIN|DEF|NOM//nsubj//53 gällde//VB|PRT|AKT//parataxis//26 det//DT|NEU|SIN|DEF//det//56 finska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 automatspelsmonopolet//NN|NEU|SIN|DEF|NOM//nsubj//53 .//MID//punct//53
5.1 Bakgrund;Det//DT|NEU|SIN|DEF//det//60 andra//RO|NOM//amod//60 fallet//NN|NEU|SIN|DEF|NOM//nsubj//61 gällde//VB|PRT|AKT//parataxis//53 den//DT|UTR|SIN|DEF//det//64 italienska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 ordningen//NN|UTR|SIN|DEF|NOM//nsubj//61 enligt//PP//case//66 vilken//HP|UTR|SIN|IND//det//67 vadhållning//NN|UTR|SIN|IND|NOM//nsubj//71 är//VB|PRS|AKT//cop//71 förbehållen//PC|PRF|UTR|SIN|IND|NOM//nsubj//71 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 organ//NN|NEU|PLU|IND|NOM//conj//53 .//MAD//punct//53
5.1 Bakgrund;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//74 fann//VB|PRT|AKT//parataxis//53 att//SN//mark//85 varken//KN//cc//82 den//DT|UTR|SIN|DEF//det//82 finska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//82 eller//KN//cc//82 den//DT|UTR|SIN|DEF//det//82 italienska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//82 lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//85 i//PP//case//84 ämnet//NN|NEU|SIN|DEF|NOM//nmod//82 stred//VB|PRT|AKT//ccomp//74 mot//PP//case//87 EG-rätten//NN|UTR|SIN|DEF|NOM//obl//85 .//MAD//punct//26
5.1 Bakgrund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//90 återkommer//VB|PRS|AKT//parataxis//26 till//PP//case//92 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//90 och//KN//cc//96 till//PP//case//96 EG-domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//96 praxis//NN|UTR|SIN|IND|NOM//conj//90 på//PP//case//99 angränsande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 områden//NN|NEU|PLU|IND|NOM//nmod//96 .//MAD//punct//90
5.1 Bakgrund;Närmast//AB|SUV//advmod//1 redogör//VB|PRS|AKT//ROOT//1 utredningen//NN|UTR|SIN|DEF|NOM//obj//1 för//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 artiklarna//NN|UTR|PLU|DEF|NOM//obl//1 i//PP//case//8 EGfördraget//NN|NEU|SIN|DEF|NOM//nmod//6 .//MAD//punct//1

5.2 EG-fördraget;De//DT|UTR/NEU|PLU|DEF//det//1 artiklar//NN|UTR|PLU|IND|NOM//nsubj//12 som//HP|-|-|-//nsubj//3 är//VB|PRS|AKT//acl:relcl//1 av//PP//case//5 intresse//NN|NEU|SIN|IND|NOM//obl//3 i//PP//case//8 förevarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 sammanhang//NN|NEU|SIN|IND|NOM//nmod//5 är//VB|PRS|AKT//cop//12 i//PP//advmod//12 huvudsak//NN|UTR|SIN|IND|NOM//fixed//10 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//12 .//MAD//punct//12
5.2 EG-fördraget;Artikel//NN|UTR|SIN|IND|NOM//nmod//1 3//RG|NOM//nsubj//6 (//PAD//punct//1 f.d.//JJ|AN//appos//1 3//RG|NOM//nummod//3 )//PAD//punct//1 föreskriver//VB|PRS|AKT//ROOT//6 bl.a.//AB|AN//advmod//6 att//SN//mark//11 för//PP//mark//11 att//IE//mark//11 uppnå//VB|INF|AKT//advcl//6 de//DT|UTR/NEU|PLU|DEF//det//13 mål//NN|NEU|PLU|IND|NOM//obj//11 som//HP|-|-|-//nsubj:pass//15 anges//VB|PRS|SFO//acl:relcl//13 i//PP//case//18 artikel//NN|UTR|SIN|IND|NOM//nmod//18 2//RG|NOM//obl//15 (//PAD//punct//18 f.d.//JJ|AN//appos//18 2//RG|NOM//nummod//20 )//PAD//punct//18 gemenskapens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 verksamhet//NN|UTR|SIN|IND|NOM//obj//11 skall//VB|PRS|AKT//dep//6 ,//MID//punct//29 på//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 villkor//NN|NEU|PLU|IND|NOM//amod//25 och//KN//cc//33 i//PP//case//33 den//DT|UTR|SIN|DEF//det//33 takt//NN|UTR|SIN|IND|NOM//conj//29 som//HP|-|-|-//nsubj:pass//35 anges//VB|PRS|SFO//acl:relcl//33 i//PP//case//37 fördraget//NN|NEU|SIN|DEF|NOM//obl//35 ,//MID//punct//39 innefatta//VB|INF|AKT//conj//6 en//DT|UTR|SIN|IND//det//42 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 marknad//NN|UTR|SIN|IND|NOM//obj//39 som//HP|-|-|-//nsubj:pass//44 kännetecknas//VB|PRS|SFO//acl:relcl//42 av//PP//mark//59 att//SN//mark//59 hindren//NN|NEU|PLU|DEF|NOM//nsubj:pass//59 för//PP//case//50 fri//JJ|POS|UTR|SIN|IND|NOM//amod//50 rörlighet//NN|UTR|SIN|IND|NOM//nmod//47 för//PP//case//52 varor//NN|UTR|PLU|IND|NOM//nmod//47 ,//MID//punct//54 personer//NN|UTR|PLU|IND|NOM//conj//52 ,//MID//punct//56 tjänster//NN|UTR|PLU|IND|NOM//conj//52 och//KN//cc//58 kapital//NN|NEU|PLU|IND|NOM//conj//52 avskaffas//VB|INF|SFO//advcl//44 mellan//PP//case//61 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obl//59 .//MAD//punct//6
5.2 EG-fördraget;Artikel//NN|UTR|SIN|IND|NOM//nmod//1 12//RG|NOM//nsubj//6 (//PAD//punct//1 f.d.//JJ|AN//appos//1 6//RG|NOM//nummod//3 )//PAD//punct//1 anger//VB|PRS|AKT//ROOT//6 att//SN//mark//11 –//RG|NOM//punct//11 inom//PP//case//11 fördragets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 tillämpningsområde//NN|NEU|SIN|IND|NOM//obj//6 och//KN//cc//16 utan//PP//mark//16 att//SN//mark//16 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 påverkar//VB|PRS|AKT//conj//6 tillämpningen//NN|UTR|SIN|DEF|NOM//obj//16 av//PP//case//21 någon//DT|UTR|SIN|IND//det//21 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//21 bestämmelse//NN|UTR|SIN|IND|NOM//nmod//17 i//PP//case//23 fördraget//NN|NEU|SIN|DEF|NOM//nmod//21 –//PAD//punct//26 all//DT|UTR|SIN|IND/DEF//det//26 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//33 på//PP//case//30 grund//NN|UTR|SIN|IND|NOM//fixed//27 av//PP//fixed//27 nationalitet//NN|UTR|SIN|IND|NOM//nmod//26 skall//VB|PRS|AKT//aux//33 vara//VB|INF|AKT//cop//33 förbjuden//PC|PRF|UTR|SIN|IND|NOM//conj//6 .//MAD//punct//6
5.2 EG-fördraget;Artikel//NN|UTR|SIN|IND|NOM//nmod//1 28//RG|NOM//discourse//8 (//PAD//punct//1 f.d.//JJ|AN//parataxis//1 30//RG|NOM//nummod//1 )//PAD//punct//1 .//MAD//punct//1
5.2 EG-fördraget;Där//AB//advmod//8 anges//VB|PRS|SFO//ROOT//8 principen//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 att//SN//mark//12 kvantitativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 importrestriktioner//NN|UTR|PLU|IND|NOM//nmod//9 samt//KN//cc//14 åtgärder//NN|UTR|PLU|IND|NOM//conj//12 med//PP//case//17 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 verkan//NN|UTR|SIN|IND|NOM//nmod//14 skall//VB|PRS|AKT//aux//20 vara//VB|INF|AKT//cop//20 förbjudna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//8 mellan//PP//case//22 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//20 .//MAD//punct//8
5.2 EG-fördraget;Artikel//NN|UTR|SIN|IND|NOM//nmod//1 30//RG|NOM//nsubj//24 (//PAD//punct//1 f.d.//JJ|AN//appos//1 36//RG|NOM//obj//3 )//PAD//punct//1 .//MAD//punct//1
5.2 EG-fördraget;Enligt//PP//case//8 artikeln//NN|UTR|SIN|DEF|NOM//obl//19 skall//VB|PRS|AKT//aux//19 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//19 i//PP//case//13 lagen//NN|UTR|SIN|DEF|NOM//nmod//11 ,//MID//punct//11 bl.a.//AB|AN//advmod//17 artikel//NN|UTR|SIN|IND|NOM//nmod//17 28//RG|NOM//appos//11 (//PAD//punct//17 f.d.//JJ|AN//conj//1 30//RG|NOM//nummod//19 )//PAD//punct//1 ,//MID//punct//24 inte//AB//advmod//24 hindra//VB|INF|AKT//ROOT//24 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//26 förbud//NN|NEU|PLU|IND|NOM//obj//24 mot//PP//case//29 eller//KN//cc//29 restriktioner//NN|UTR|PLU|IND|NOM//obl//24 för//PP//case//31 import//NN|UTR|SIN|IND|NOM//nmod//29 ,//MID//punct//33 export//NN|UTR|SIN|IND|NOM//conj//31 eller//KN//cc//35 transitering//NN|UTR|SIN|IND|NOM//conj//31 som//HP|-|-|-//nsubj:pass//37 grundas//VB|PRS|SFO//acl:relcl//35 på//PP//case//42 hänsyn//NN|UTR|SIN|IND|NOM//fixed//38 till//PP//fixed//38 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//42 moral//NN|UTR|SIN|IND|NOM//obl//37 ,//MID//punct//42 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//45 ordning//NN|UTR|SIN|IND|NOM//conj//42 eller//KN//cc//48 all//DT|UTR|SIN|IND/DEF//det//48 män//NN|UTR|PLU|IND|NOM//conj//42 säkerhet//NN|UTR|SIN|IND|NOM//conj//42 eller//KN//cc//51 intresset//NN|NEU|SIN|DEF|NOM//conj//49 att//IE//mark//53 skydda//VB|INF|AKT//acl//51 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 företeelser//NN|UTR|PLU|IND|NOM//obj//53 bl.a.//AB|AN//advmod//53 människors//NN|UTR|PLU|IND|GEN//nmod:poss//58 hälsa//NN|UTR|SIN|IND|NOM//obj//53 .//MID//punct//24
5.2 EG-fördraget;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//61 förbud//NN|NEU|PLU|IND|NOM//parataxis//24 eller//KN//cc//63 restriktioner//NN|UTR|PLU|IND|NOM//conj//61 får//VB|PRS|AKT//aux//67 dock//AB//advmod//67 inte//AB//advmod//67 utgöra//VB|INF|AKT//conj//24 ett//DT|NEU|SIN|IND//det//69 medel//NN|NEU|SIN|IND|NOM//obj//67 för//PP//case//72 godtycklig//JJ|POS|UTR|SIN|IND|NOM//amod//72 diskriminering//NN|UTR|SIN|IND|NOM//nmod//69 eller//KN//cc//74 innefatta//VB|INF|AKT//conj//67 en//DT|UTR|SIN|IND//det//77 förtäckt//PC|PRF|UTR|SIN|IND|NOM//amod//77 begränsning//NN|UTR|SIN|IND|NOM//obj//74 av//PP//case//79 handeln//NN|UTR|SIN|DEF|NOM//nmod//77 mellan//PP//case//81 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//79 .//MAD//punct//24
