16.1 Uppdraget;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//6 till//PP//case//3 Trafikförsäkringsutredningen//NN|UTR|SIN|DEF|NOM//nmod//1 ska//VB|PRS|AKT//aux//6 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//6 belysa//VB|INF|AKT//ROOT//6 situationen//NN|UTR|SIN|DEF|NOM//obj//6 särskilt//AB//advmod//6 för//PP//case//11 oförsäkrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 fordonsägare//NN|UTR|PLU|IND|NOM//obl//6 samt//KN//cc//13 föreslå//VB|INF|AKT//conj//6 de//DT|UTR/NEU|PLU|DEF//det//15 ändringar//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//17 anses//VB|PRS|SFO//acl:relcl//15 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//17 för//PP//mark//26 att//SN//mark//26 antalet//NN|NEU|SIN|DEF|NOM//det//23 oförsäkrade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 fordonsägare//NN|UTR|PLU|IND|NOM//nsubj//26 inte//AB//advmod//26 ska//VB|PRS|AKT//aux//26 öka//VB|INF|AKT//advcl//17 .//MAD//punct//6
16.3.1 Trafikförsäkringsavgift;Saknas//VB|PRS|SFO//nmod:poss//2 föreskriven//PC|PRF|UTR|SIN|IND|NOM//amod//2 trafikförsäkring//NN|UTR|SIN|IND|NOM//nsubj//17 för//PP//case//6 ett//DT|NEU|SIN|IND//det//6 motordrivet//PC|PRF|NEU|SIN|IND|NOM//amod//6 fordon//NN|NEU|SIN|IND|NOM//nmod//2 som//HP|-|-|-//nsubj//9 är//VB|PRS|AKT//cop//9 registrerat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//6 i//PP//case//11 vägtrafikregistret//NN|NEU|SIN|DEF|NOM//obl//9 och//KN//cc//15 inte//AB//advmod//15 är//VB|PRS|AKT//cop//15 avställt//PC|PRF|NEU|SIN|IND|NOM//conj//9 ,//MID//punct//17 har//VB|PRS|AKT//ROOT//17 trafikförsäkringsföreningen//NN|UTR|SIN|DEF|NOM//nsubj//17 rätt//NN|UTR|SIN|IND|NOM//obj//17 till//PP//case//21 gottgörelse//NN|UTR|SIN|IND|NOM//obl//17 (//PAD//punct//17 trafikförsäkringsavgift//NN|UTR|SIN|IND|NOM//parataxis//17 )//PAD//punct//23 av//PP//case//27 den//DT|UTR|SIN|DEF//det//27 försäkringspliktige//JJ|POS|MAS|SIN|DEF|NOM//nmod//23 för//PP//case//30 den//DT|UTR|SIN|DEF//det//30 tid//NN|UTR|SIN|IND|NOM//nmod//27 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//33 har//VB|PRS|AKT//aux//33 underlåtit//VB|SUP|AKT//acl:relcl//30 att//IE//mark//35 fullgöra//VB|INF|AKT//xcomp//33 sin//PS|UTR|SIN|DEF//nmod:poss//37 försäkringsplikt//NN|UTR|SIN|IND|NOM//obj//35 .//MAD//punct//17
16.3.1 Trafikförsäkringsavgift;Trafikförsäkringsavgift//NN|UTR|SIN|IND|NOM//nsubj:pass//40 bestäms//VB|PRS|SFO//parataxis//17 på//PP//case//45 grundval//NN|NEU|SIN|IND|NOM//fixed//41 av//PP//fixed//41 de//DT|UTR/NEU|PLU|DEF//det//45 årspremier//NN|UTR|PLU|IND|NOM//obl//40 för//PP//case//47 trafikförsäkring//NN|UTR|SIN|IND|NOM//nmod//45 som//HP|-|-|-//nsubj:pass//50 har//VB|PRS|AKT//aux//50 tillämpats//VB|SUP|SFO//acl:relcl//47 här//AB//advmod//50 i//PP//case//53 landet//NN|NEU|SIN|DEF|NOM//obl//50 under//PP//case//56 den//DT|UTR|SIN|DEF//det//56 tid//NN|UTR|SIN|IND|NOM//obl//50 trafikförsäkring//NN|UTR|SIN|IND|NOM//nsubj:pass//59 har//VB|PRS|AKT//aux//59 saknats//VB|SUP|SFO//acl:relcl//56 .//MAD//punct//40
16.3.1 Trafikförsäkringsavgift;Avgiften//NN|UTR|SIN|DEF|NOM//nsubj//62 får//VB|PRS|AKT//aux//66 med//PP//case//65 tio//RG|NOM//nummod//65 procent//NN|UTR|PLU|IND|NOM//obl//66 överstiga//VB|INF|AKT//advcl//40 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//68 försäkringspremie//NN|UTR|SIN|IND|NOM//obj//66 inklusive//PP//case//70 skatt//NN|UTR|SIN|IND|NOM//nmod//68 enligt//PP//case//72 lagen//NN|UTR|SIN|DEF|NOM//obl//66 (//PAD//punct//74 2007:460//RG|NOM//appos//72 )//PAD//punct//74 om//PP//case//77 skatt//NN|UTR|SIN|IND|NOM//obl//66 på//PP//case//79 trafikförsäkringspremie//NN|UTR|SIN|IND|NOM//nmod//77 m.m.//AB|AN//conj//77 för//PP//case//82 fordon//NN|NEU|PLU|IND|NOM//nmod//77 av//PP//case//85 samma//DT|UTR/NEU|SIN/PLU|IND//det//85 fordonsslag//NN|NEU|SIN|IND|NOM//nmod//82 och//KN//cc//89 med//PP//case//89 samma//DT|UTR/NEU|SIN/PLU|IND//det//89 användningssätt//NN|NEU|SIN|IND|NOM//conj//82 som//KN//case//93 det//DT|NEU|SIN|DEF//det//93 oförsäkrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//93 fordonet//NN|NEU|SIN|DEF|NOM//nmod//89 .//MAD//punct//40
16.3.1 Trafikförsäkringsavgift;Med//PP//case//96 fordonsslag//NN|NEU|SIN|IND|NOM//obl//97 avses//VB|PRS|SFO//conj//40 personbil//NN|UTR|SIN|IND|NOM//nsubj:pass//97 ,//MID//punct//100 lastbil//NN|UTR|SIN|IND|NOM//conj//98 ,//MID//punct//102 buss//NN|UTR|SIN|IND|NOM//conj//98 ,//MID//punct//104 motorcykel//NN|UTR|SIN|IND|NOM//conj//98 ,//MID//punct//106 traktor//NN|UTR|SIN|IND|NOM//conj//98 ,//MID//punct//108 motorredskap//NN|NEU|SIN|IND|NOM//conj//98 ,//MID//punct//110 moped//NN|UTR|SIN|IND|NOM//conj//98 och//KN//cc//112 terrängmotorfordon//NN|NEU|SIN|IND|NOM//conj//98 .//MAD//punct//97
16.3.1 Trafikförsäkringsavgift;Förhöjning//NN|UTR|SIN|IND|NOM//appos//97 av//PP//case//116 premien//NN|UTR|SIN|DEF|NOM//nmod//114 på//PP//case//120 grund//NN|UTR|SIN|IND|NOM//fixed//117 av//PP//fixed//117 omständigheter//NN|UTR|PLU|IND|NOM//obl//97 som//HP|-|-|-//nsubj//122 ger//VB|PRS|AKT//acl:relcl//120 anledning//NN|UTR|SIN|IND|NOM//obj//122 att//IE//mark//125 anta//VB|INF|AKT//advcl//122 att//SN//mark//133 fordonet//NN|NEU|SIN|DEF|NOM//nsubj//133 med//PP//case//132 hänsyn//NN|UTR|SIN|IND|NOM//fixed//128 till//PP//fixed//128 innehavarens//NN|UTR|SIN|DEF|GEN//nmod:poss//132 person//NN|UTR|SIN|IND|NOM//obl//133 utgör//VB|PRS|AKT//ccomp//125 en//DT|UTR|SIN|IND//det//136 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//136 risk//NN|UTR|SIN|IND|NOM//obj//133 i//PP//case//138 trafiken//NN|UTR|SIN|DEF|NOM//nmod//136 får//VB|PRS|AKT//aux//141 dock//AB//advmod//141 beaktas//VB|INF|SFO//conj//40 endast//AB//advmod//141 om//SN//mark//145 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//145 finns//VB|PRS|SFO//advcl//141 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//147 omständigheter//NN|UTR|PLU|IND|NOM//nsubj//145 i//PP//case//151 det//DT|NEU|SIN|DEF//det//151 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//151 fallet//NN|NEU|SIN|DEF|NOM//obl//145 .//MAD//punct//40
16.3.1 Trafikförsäkringsavgift;Trafikförsäkringsavgift//NN|UTR|SIN|IND|NOM//nsubj//154 får//VB|PRS|AKT//aux//158 under//PP//case//157 alla//DT|UTR/NEU|PLU|IND/DEF//det//157 förhållanden//NN|NEU|PLU|IND|NOM//obl//158 tas//VB|PRS|SFO//conj//40 ut//PL//compound:prt//158 med//PP//case//162 tvåhundra//RG|NOM//nummod//162 kronor//NN|UTR|PLU|IND|NOM//obl//158 för//PP//case//164 tid//NN|UTR|SIN|IND|NOM//obl//158 till//PP//case//167 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//167 trafikförsäkring//NN|UTR|SIN|IND|NOM//obl//158 tecknas//VB|PRS|SFO//conj//40 eller//KN//cc//171 försäkringsplikten//NN|UTR|SIN|DEF|NOM//nsubj//171 upphör//VB|PRS|AKT//conj//168 .//MAD//punct//40
16.3.1 Trafikförsäkringsavgift;Domstol//NN|UTR|SIN|IND|NOM//nsubj//175 kan//VB|PRS|AKT//aux//175 sätta//VB|INF|AKT//conj//40 ned//PL//compound:prt//175 trafikförsäkringsavgiften//NN|UTR|SIN|DEF|NOM//obj//175 ,//MID//punct//181 om//SN//mark//181 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//181 finns//VB|PRS|SFO//conj//175 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//183 skäl//NN|NEU|PLU|IND|NOM//nsubj//181 .//MAD//punct//175
16.3.1 Trafikförsäkringsavgift;Trafikförsäkringsavgiften//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 ska//VB|PRS|AKT//aux//6 inte//AB//advmod//6 i//PP//advmod//6 första//RO|NOM//fixed//3 hand//NN|UTR|SIN|IND|NOM//fixed//3 ses//VB|INF|SFO//ROOT//6 som//KN//case//9 ett//DT|NEU|SIN|IND//det//9 alternativ//NN|NEU|SIN|IND|NOM//obl//6 till//PP//case//12 den//DT|UTR|SIN|DEF//det//12 premie//NN|UTR|SIN|IND|NOM//obl//6 som//HP|-|-|-//nsubj:pass//16 skulle//VB|PRT|AKT//aux//16 ha//VB|INF|AKT//aux//16 erlagts//VB|SUP|SFO//acl:relcl//12 utan//KN//cc//26 som//KN//case//20 en//DT|UTR|SIN|IND//det//20 sanktion//NN|UTR|SIN|IND|NOM//nsubj//26 mot//PP//case//22 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//20 som//HP|-|-|-//nsubj//25 inte//AB//advmod//25 lojalt//AB|POS//acl:relcl//22 bidrar//VB|PRS|AKT//advcl//16 till//PP//case//29 det//DT|NEU|SIN|DEF//det//29 skydd//NN|NEU|SIN|IND|NOM//obl//26 för//PP//case//31 trafikanterna//NN|UTR|PLU|DEF|NOM//nmod//29 som//HA//obj//38 systemet//NN|NEU|SIN|DEF|NOM//nsubj//38 med//PP//case//37 en//DT|UTR|SIN|IND//det//37 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//37 trafikförsäkring//NN|UTR|SIN|IND|NOM//obl//38 ger//VB|PRS|AKT//acl:relcl//31 .//MAD//punct//6

16.3.2 Andra sanktioner;Saknas//VB|PRS|SFO//nmod:poss//2 föreskriven//PC|PRF|UTR|SIN|IND|NOM//amod//2 trafikförsäkring//NN|UTR|SIN|IND|NOM//nsubj:pass//19 för//PP//case//5 motordrivet//PC|PRF|NEU|SIN|IND|NOM//amod//5 fordon//NN|NEU|SIN|IND|NOM//nmod//2 som//HP|-|-|-//nsubj//8 är//VB|PRS|AKT//cop//8 registrerat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//5 i//PP//case//10 vägtrafikregistret//NN|NEU|SIN|DEF|NOM//obl//8 och//KN//cc//14 inte//AB//advmod//14 är//VB|PRS|AKT//cop//14 avställt//PC|PRF|NEU|SIN|IND|NOM//conj//8 ,//MID//punct//19 kan//VB|PRS|AKT//aux//19 den//DT|UTR|SIN|DEF//det//18 försäkringspliktige//JJ|POS|MAS|SIN|DEF|NOM//nsubj:pass//19 föreläggas//VB|INF|SFO//ROOT//19 vid//PP//case//21 vite//NN|NEU|SIN|IND|NOM//obl//19 att//IE//mark//23 fullgöra//VB|INF|AKT//advcl//19 sin//PS|UTR|SIN|DEF//nmod:poss//25 försäkringsplikt//NN|UTR|SIN|IND|NOM//obj//23 ,//MID//punct//23 35//RG|NOM//nummod//28 §//NN|AN//nmod//29 trafikskadelagen//NN|UTR|SIN|DEF|NOM//obj//23 .//MAD//punct//19
16.3.2 Andra sanktioner;Vitessanktionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 används//VB|PRS|SFO//parataxis//19 dock//AB//advmod//32 inte//AB//advmod//32 i//PP//case//36 praktiken//NN|UTR|SIN|DEF|NOM//obl//32 .//MAD//punct//32
16.3.2 Andra sanktioner;Saknas//VB|PRS|SFO//nmod:poss//2 föreskriven//PC|PRF|UTR|SIN|IND|NOM//amod//2 trafikförsäkring//NN|UTR|SIN|IND|NOM//ROOT//2 när//HA//mark//32 motordrivet//PC|PRF|NEU|SIN|IND|NOM//amod//5 fordon//NN|NEU|SIN|IND|NOM//nsubj//32 som//HP|-|-|-//nsubj//9 inte//AB//advmod//9 är//VB|PRS|AKT//cop//9 registrerat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//5 i//PP//case//11 vägtrafikregistret//NN|NEU|SIN|DEF|NOM//obl//9 eller//KN//cc//15 som//HP|-|-|-//nsubj//15 är//VB|PRS|AKT//cop//15 avställt//PC|PRF|NEU|SIN|IND|NOM//conj//9 brukas//VB|INF|SFO//xcomp//15 i//PP//case//18 trafik//NN|UTR|SIN|IND|NOM//obl//16 här//AB//advmod//21 i//PP//case//21 landet//NN|NEU|SIN|DEF|NOM//obl//16 av//PP//case//24 den//DT|UTR|SIN|DEF//det//24 försäkringspliktige//JJ|POS|MAS|SIN|DEF|NOM//nmod//21 eller//KN//cc//27 av//PP//case//27 annan//JJ|POS|UTR|SIN|IND|NOM//conj//24 med//PP//case//30 dennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//30 tillstånd//NN|NEU|SIN|IND|NOM//nmod//27 ,//MID//punct//5 döms//VB|PRS|SFO//acl//2 den//DT|UTR|SIN|DEF//det//34 försäkringspliktige//JJ|POS|MAS|SIN|DEF|NOM//obj//32 till//PP//case//36 penningböter//NN|UTR|PLU|IND|NOM//obl//32 ,//MID//punct//36 36//RG|NOM//nummod//39 §//NN|AN//nmod//40 trafikskadelagen//NN|UTR|SIN|DEF|NOM//appos//36 .//MAD//punct//2
16.3.2 Andra sanktioner;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//6 som//HP|-|-|-//nsubj//2 uppsåtligen//AB//acl:relcl//0 eller//KN//cc//5 av//PP//case//5 oaktsamhet//NN|UTR|SIN|IND|NOM//conj//2 brukar//VB|PRS|AKT//ROOT//6 ett//DT|NEU|SIN|IND//det//8 fordon//NN|NEU|SIN|IND|NOM//obj//6 i//PP//case//13 strid//NN|UTR|SIN|IND|NOM//fixed//9 med//PP//case//13 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//8 i//PP//case//15 lagen//NN|UTR|SIN|DEF|NOM//nmod//13 (//PAD//punct//17 2001:558//RG|NOM//appos//13 )//PAD//punct//17 om//PP//case//20 vägtrafikregister//NN|UTR|PLU|IND|NOM//nmod//13 –//PAD//punct//24 bl.a.//AB|AN//advmod//24 om//PP//case//24 registrering//NN|UTR|SIN|IND|NOM//obl//6 som//KN//mark//26 förutsättning//NN|UTR|SIN|IND|NOM//acl//24 för//PP//case//28 rätt//NN|UTR|SIN|IND|NOM//nmod//26 att//IE//mark//30 bruka//VB|INF|AKT//acl//28 fordon//NN|NEU|PLU|IND|NOM//obj//30 –//RG|NOM//punct//33 döms//VB|PRS|SFO//conj//6 till//PP//case//35 penningböter//NN|UTR|PLU|IND|NOM//obl//33 ,//MID//punct//35 29//RG|NOM//nummod//38 §//NN|AN//nmod//39 lagen//NN|UTR|SIN|DEF|NOM//obl//33 om//PP//case//41 vägtrafikregister//NN|UTR|PLU|IND|NOM//nmod//39 .//MAD//punct//6

16.4 Registreringsplikten;I//PP//case//2 12//RG|NOM//nummod//2 §//NN|AN//nmod//3 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 om//PP//case//5 vägtrafikregister//NN|UTR|PLU|IND|NOM//nmod//3 föreskrivs//VB|PRS|SFO//ROOT//6 att//SN//mark//12 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 fordon//NN|NEU|PLU|IND|NOM//nsubj//12 ska//VB|PRS|AKT//aux//12 vara//VB|INF|AKT//cop//12 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//6 i//PP//case//14 vägtrafikregistret//NN|NEU|SIN|DEF|NOM//obl//12 för//PP//mark//18 att//IE//mark//18 få//VB|INF|AKT//aux//18 brukas//VB|INF|SFO//advcl//12 .//MAD//punct//6
16.4 Registreringsplikten;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 gäller//VB|PRS|AKT//parataxis//6 bilar//NN|UTR|PLU|IND|NOM//obj//21 ,//MID//punct//24 motorcyklar//NN|UTR|PLU|IND|NOM//conj//22 ,//MID//punct//26 mopeder//NN|UTR|PLU|IND|NOM//nmod//27 klass//NN|UTR|SIN|IND|NOM//conj//22 I//RG|NOM//conj//22 ,//MID//punct//30 traktorer//NN|UTR|PLU|IND|NOM//conj//22 ,//MID//punct//32 motorredskap//NN|NEU|SIN|IND|NOM//conj//22 klass//NN|UTR|SIN|IND|NOM//conj//22 I//RG|NOM//conj//22 ,//MID//punct//36 motorredskap//NN|NEU|SIN|IND|NOM//conj//22 klass//NN|UTR|SIN|IND|NOM//conj//22 II//RG|NOM//nummod//37 i//PP//case//41 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 fall//NN|NEU|PLU|IND|NOM//obl//21 ,//MID//punct//43 terrängfordon//NN|NEU|PLU|IND|NOM//conj//41 samt//KN//cc//46 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 släpfordon//NN|NEU|PLU|IND|NOM//conj//41 och//KN//cc//48 släpvagnar//NN|UTR|PLU|IND|NOM//conj//46 .//MAD//punct//6

16.4.1 Avställning av motorfordon;Om//SN//mark//4 ägaren//NN|UTR|SIN|DEF|NOM//nsubj//4 inte//AB//advmod//4 ska//VB|PRS|AKT//aux//4 använda//VB|INF|AKT//advcl//10 ett//DT|NEU|SIN|IND//det//6 fordon//NN|NEU|SIN|IND|NOM//obj//4 ,//MID//punct//4 kan//VB|PRS|AKT//aux//10 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//10 ställas//VB|INF|SFO//ROOT//10 av//PP//compound:prt//10 enligt//PP//case//13 bestämmelser//NN|UTR|PLU|IND|NOM//obl//10 i//PP//case//17 8//RG|NOM//nummod//16 kap.//NN|AN//nmod//17 förordningen//NN|UTR|SIN|DEF|NOM//nmod//13 om//PP//case//19 vägtrafikregister//NN|UTR|PLU|IND|NOM//nmod//17 .//MAD//punct//10
16.4.1 Avställning av motorfordon;Ägaren//NN|UTR|SIN|DEF|NOM//nsubj//22 slipper//VB|PRS|AKT//parataxis//10 då//AB//advmod//22 betala//VB|INF|AKT//xcomp//22 fordonsskatt//NN|UTR|SIN|IND|NOM//obj//24 och//KN//cc//27 trafikförsäkring//NN|UTR|SIN|IND|NOM//conj//25 .//MAD//punct//10
16.4.1 Avställning av motorfordon;Försäkringsuppgiften//NN|UTR|SIN|DEF|NOM//nsubj//30 ligger//VB|PRS|AKT//parataxis//10 vilande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//30 i//PP//case//33 vägtrafikregistret//NN|NEU|SIN|DEF|NOM//obl//30 och//KN//cc//35 Transportstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//36 meddelar//VB|PRS|AKT//conj//30 ägarens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 försäkringsbolag//NN|NEU|SIN|IND|NOM//obj//36 om//PP//case//40 avställningen//NN|UTR|SIN|DEF|NOM//nmod//38 .//MAD//punct//30
16.4.1 Avställning av motorfordon;Finns//VB|PRS|SFO//parataxis//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//42 överskjutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//42 (//PAD//punct//46 överbliven//PC|PRF|UTR|SIN|IND|NOM//appos//44 )//PAD//punct//46 fordonsskatt//NN|UTR|SIN|IND|NOM//nsubj//49 återbetalar//VB|PRS|AKT//conj//30 Transportstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//49 den//DT|UTR|SIN|DEF//obj//49 .//MAD//punct//30
16.4.1 Avställning av motorfordon;Återbetalningen//NN|UTR|SIN|DEF|NOM//nsubj//54 sker//VB|PRS|AKT//parataxis//30 till//PP//case//57 den//DT|UTR|SIN|DEF//det//57 person//NN|UTR|SIN|IND|NOM//obl//54 som//HP|-|-|-//nsubj:pass//60 är//VB|PRS|AKT//aux:pass//60 registrerad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//57 som//KN//case//62 ägare//NN|UTR|SIN|IND|NOM//obl//60 vid//PP//case//64 avställningstillfället//NN|NEU|SIN|DEF|NOM//nmod//62 .//MID//punct//30
16.4.1 Avställning av motorfordon;Om//SN//mark//74 fordonet//NN|NEU|SIN|DEF|NOM//nsubj//74 avställs//VB|PRS|SFO//nmod//67 i//PP//case//73 samband//NN|NEU|SIN|IND|NOM//fixed//69 med//PP//fixed//69 ett//DT|NEU|SIN|IND//det//73 ägarbyte//NN|NEU|SIN|IND|NOM//nmod//67 återbetalar//VB|PRS|AKT//advcl//30 Transportstyrelsen//NN|UTR|SIN|DEF|NOM//obj//74 skatten//NN|UTR|SIN|DEF|NOM//obj//74 till//PP//case//80 den//DT|UTR|SIN|DEF//det//80 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//80 ägaren//NN|UTR|SIN|DEF|NOM//nmod//76 .//MAD//punct//30
16.4.1 Avställning av motorfordon;Ägaren//NN|UTR|SIN|DEF|NOM//nsubj//3 kan//VB|PRS|AKT//aux//3 inte//AB//advmod//3 begära//VB|INF|AKT//ROOT//3 avställning//NN|UTR|SIN|IND|NOM//obj//3 från//PP//case//7 ett//DT|NEU|SIN|IND//det//7 datum//NN|NEU|SIN|IND|NOM//obl//3 bakåt//AB//advmod//3 i//PP//case//10 tiden//NN|UTR|SIN|DEF|NOM//obl//8 utan//PP//case//12 avställningen//NN|UTR|SIN|DEF|NOM//obl//3 gäller//VB|PRS|AKT//advcl//3 från//PP//advmod//13 och//KN//cc//18 med//PP//case//18 den//DT|UTR|SIN|DEF//det//18 dag//NN|UTR|SIN|IND|NOM//conj//13 en//DT|UTR|SIN|IND//det//21 fullständig//JJ|POS|UTR|SIN|IND|NOM//amod//21 anmälan//NN|UTR|SIN|IND|NOM//nsubj//22 kommer//VB|PRS|AKT//conj//3 in//PL//advmod//22 till//PP//case//25 Transportstyrelsen//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//3
16.4.1 Avställning av motorfordon;Som//KN//mark//2 regel//NN|UTR|SIN|IND|NOM//advmod//2 får//VB|PRS|AKT//aux//7 ett//DT|NEU|SIN|IND//det//5 avställt//PC|PRF|NEU|SIN|IND|NOM//amod//5 fordon//NN|NEU|SIN|IND|NOM//nsubj:pass//7 inte//AB//advmod//7 användas//VB|INF|SFO//ROOT//7 i//PP//case//9 trafik//NN|UTR|SIN|IND|NOM//obl//7 .//MAD//punct//7
16.4.1 Avställning av motorfordon;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 finns//VB|PRS|SFO//parataxis//7 dock//AB//advmod//12 undantag//NN|NEU|PLU|IND|NOM//nsubj//12 ,//MID//punct//12 se//VB|IMP|AKT//conj//12 17//RG|NOM//nummod//18 §//NN|AN//nmod//19 lagen//NN|UTR|SIN|DEF|NOM//obj//16 om//PP//case//21 vägtrafikregister//NN|UTR|PLU|IND|NOM//nmod//19 .//MAD//punct//12
16.4.1 Avställning av motorfordon;Bl.a.//AB|AN//advmod//26 får//VB|PRS|AKT//aux//26 fordonet//NN|NEU|SIN|DEF|NOM//nsubj:pass//26 brukas//VB|INF|SFO//parataxis//12 för//PP//case//28 färd//NN|UTR|SIN|IND|NOM//det//31 kortaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//31 lämpliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 väg//NN|UTR|SIN|IND|NOM//obl//26 till//PP//case//36 eller//KN//cc//34 från//PP//case//36 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//36 besiktningsorgan//NN|NEU|SIN|IND|NOM//nmod//31 .//MAD//punct//12
16.4.1 Avställning av motorfordon;Fordonet//NN|NEU|SIN|DEF|NOM//nsubj//42 måste//VB|PRS|AKT//aux//42 dock//AB//advmod//42 vara//VB|INF|AKT//cop//42 trafikförsäkrat//PC|PRF|NEU|SIN|IND|NOM//parataxis//12 och//KN//cc//47 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 får//VB|PRS|AKT//aux//47 inte//AB//advmod//47 finnas//VB|INF|SFO//conj//42 några//DT|UTR/NEU|PLU|IND//det//50 obetalda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 fordonsskatter//NN|UTR|PLU|IND|NOM//obj//47 ,//MID//punct//50 obetalda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 avgifter//NN|UTR|PLU|IND|NOM//conj//42 som//HP|-|-|-//nsubj:pass//56 har//VB|PRS|AKT//aux//56 påförts//VB|SUP|SFO//acl:relcl//53 tillsammans//AB//advmod//56 med//PP//case//59 fordonsskatt//NN|UTR|SIN|IND|NOM//obl//56 eller//KN//cc//62 obetalda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 vägavgifter//NN|UTR|PLU|IND|NOM//conj//59 .//MAD//punct//12
16.4.1 Avställning av motorfordon;Ett//DT|NEU|SIN|IND//det//66 avställt//PC|PRF|NEU|SIN|IND|NOM//amod//66 fordon//NN|NEU|SIN|IND|NOM//nsubj:pass//70 får//VB|PRS|AKT//aux//70 inte//AB//advmod//70 ens//AB//advmod//70 bogseras//VB|INF|SFO//parataxis//12 .//MAD//punct//12
16.4.1 Avställning av motorfordon;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 är//VB|PRS|AKT//cop//75 dock//AB//advmod//75 tillåtet//PC|PRF|NEU|SIN|IND|NOM//parataxis//12 att//SN//mark//78 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//78 bärgas//VB|PRS|SFO//acl//75 .//MAD//punct//12

16.4.2 Påställning av motorfordon;För//PP//mark//6 att//SN//fixed//0 ett//DT|NEU|SIN|IND//det//3 fordon//NN|NEU|SIN|IND|NOM//nsubj:pass//6 ska//VB|PRS|AKT//aux//6 få//VB|INF|AKT//aux//6 användas//VB|INF|SFO//advcl//12 i//PP//case//8 trafik//NN|UTR|SIN|IND|NOM//obl//6 måste//VB|PRS|AKT//aux//12 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//12 vara//VB|INF|AKT//cop//12 påställt//PC|PRF|NEU|SIN|IND|NOM//ROOT//12 .//MID//punct//12
