Likvärdigt, rättssäkert och effektivt –  ett nytt nationellt system för kunskapsbedömning ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 prov//NN|NEU|PLU|IND|NOM//nmod//2
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;På//PP//case//1 skolenhetsnivå//NN|UTR|SIN|IND|NOM//obl//9 och//KN//cc//3 klassnivå//NN|UTR|SIN|IND|NOM//conj//1 har//VB|PRS|AKT//aux//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 under//PP//case//8 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 perioden//NN|UTR|SIN|DEF|NOM//obl//9 funnits//VB|SUP|SFO//ROOT//9 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 variationer//NN|UTR|PLU|IND|NOM//obj//9 i//PP//case//13 avvikelse//NN|UTR|SIN|IND|NOM//obl//9 (//PAD//punct//9 skillnad//NN|UTR|SIN|IND|NOM//parataxis//9 mellan//PP//case//17 lärarbetyg//NN|NEU|PLU|IND|NOM//nmod//15 och//KN//cc//19 provbetyg//NN|NEU|PLU|IND|NOM//conj//17 )//PAD//punct//15 mellan//PP//case//23 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 skolenheter//NN|UTR|PLU|IND|NOM//nmod//15 och//KN//cc//26 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 klasser//NN|UTR|PLU|IND|NOM//conj//23 .//MAD//punct//15
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;Även//AB//advmod//35 de//DT|UTR/NEU|PLU|DEF//det//31 här//AB//fixed//29 mönstren//NN|NEU|PLU|DEF|NOM//nsubj//35 har//VB|PRS|AKT//aux//35 varit//VB|SUP|AKT//cop//35 mycket//AB|POS//advmod//35 beständiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//15 över//PP//case//37 tid//NN|UTR|SIN|IND|NOM//nmod//35 .//MAD//punct//15
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;Oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//46 av//PP//case//41 ämne//NN|NEU|SIN|IND|NOM//nmod//39 och//KN//cc//43 betygsnivå//NN|UTR|SIN|IND|NOM//conj//41 för//PP//case//45 ämnet//NN|NEU|SIN|DEF|NOM//nmod//43 har//VB|PRS|AKT//conj//9 betygsvariationen//NN|UTR|SIN|DEF|NOM//obj//46 (//PAD//punct//49 standardavvikelsen//NN|UTR|SIN|DEF|NOM//appos//47 )//PAD//punct//49 för//PP//case//53 såväl//KN//advmod//53 provbetyg//NN|NEU|PLU|IND|NOM//obl//46 som//KN//mark//55 lärarbetyg//NN|NEU|SIN|IND|NOM//nmod//53 ,//MID//punct//46 och//KN//cc//64 skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//64 mellan//PP//case//60 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//58 ,//MID//punct//64 varit//VB|SUP|AKT//cop//64 påtagligt//AB|POS//advmod//64 konstant//JJ|POS|UTR|SIN|IND|NOM//conj//46 över//PP//case//66 tid//NN|UTR|SIN|IND|NOM//obl//64 .//MAD//punct//46
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;Ett//DT|NEU|SIN|IND//det//70 tydligt//JJ|POS|NEU|SIN|IND|NOM//amod//70 mönster//NN|NEU|SIN|IND|NOM//nsubj//71 är//VB|PRS|AKT//parataxis//46 dock//AB//advmod//71 att//SN//mark//89 de//DT|UTR/NEU|PLU|DEF//det//75 elever//NN|UTR|PLU|IND|NOM//nsubj//89 som//HP|-|-|-//nsubj//78 har//VB|PRS|AKT//aux//78 fått//VB|SUP|AKT//acl:relcl//75 betyget//NN|NEU|SIN|DEF|NOM//nmod//80 F//NN|NEU|SIN|IND|NOM//obj//78 (//PAD//punct//75 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//83 IG//NN|AN//appos//75 )//PAD//punct//75 på//PP//case//86 provet//NN|NEU|SIN|DEF|NOM//obl//89 är//VB|PRS|AKT//cop//89 den//DT|UTR|SIN|DEF//det//89 grupp//NN|UTR|SIN|IND|NOM//ccomp//71 som//HP|-|-|-//nsubj//93 främst//AB|SUV//advmod//93 har//VB|PRS|AKT//aux//93 fått//VB|SUP|AKT//acl:relcl//89 ett//DT|NEU|SIN|IND//det//96 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//96 betyg//NN|NEU|SIN|IND|NOM//obj//93 av//PP//case//98 läraren//NN|UTR|SIN|DEF|NOM//nmod//96 .//MAD//punct//9
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;Ur//PP//case//2 ett//DT|NEU|SIN|IND//det//2 rättvise-//NN|UTR|-|-|SMS//obl//8 och//KN//cc//4 likvärdighetsperspektiv//NN|NEU|PLU|IND|NOM//conj//2 är//VB|PRS|AKT//cop//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 inte//AB//advmod//8 försvarbart//JJ|POS|NEU|SIN|IND|NOM//ROOT//8 att//SN//mark//13 avvikelserna//NN|UTR|PLU|DEF|NOM//nsubj//13 är//VB|PRS|AKT//cop//13 så//AB//advmod//13 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//8 för//PP//case//16 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 skolenheter//NN|UTR|PLU|IND|NOM//obl//13 och//KN//cc//19 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 klasser//NN|UTR|PLU|IND|NOM//conj//16 .//MAD//punct//8
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;Trots//PP//case//22 insatser//NN|UTR|PLU|IND|NOM//obl//31 från//PP//case//25 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 skolverk//NN|NEU|SIN|IND|NOM//nmod//22 har//VB|PRS|AKT//aux//31 någon//DT|UTR|SIN|IND//det//29 nämnvärd//JJ|POS|UTR|SIN|IND|NOM//amod//29 förändring//NN|UTR|SIN|IND|NOM//nsubj//31 inte//AB//advmod//31 skett//VB|SUP|AKT//parataxis//8 sedan//SN//mark//36 de//DT|UTR/NEU|PLU|DEF//det//35 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 proven//NN|NEU|PLU|DEF|NOM//nsubj:pass//36 infördes//VB|PRT|SFO//advcl//31 på//PP//case//38 1990talet//RG|NOM//obl//36 .//MAD//punct//8
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;Utredning//NN|UTR|SIN|IND|NOM//nsubj//41 anser//VB|PRS|AKT//parataxis//8 därför//AB//mark//49 att//SN//fixed//42 någon//DT|UTR|SIN|IND//det//45 form//NN|UTR|SIN|IND|NOM//nsubj:pass//49 av//PP//case//47 modell//NN|UTR|SIN|IND|NOM//nmod//45 behöver//VB|PRS|AKT//aux//49 utvecklas//VB|INF|SFO//advcl//41 för//PP//mark//52 att//IE//mark//52 tydliggöra//VB|INF|AKT//advcl//49 relationen//NN|UTR|SIN|DEF|NOM//obj//52 mellan//PP//case//55 provbetyg//NN|NEU|PLU|IND|NOM//nmod//53 och//KN//cc//57 lärarbetyg//NN|NEU|PLU|IND|NOM//conj//55 på//PP//case//59 gruppnivå//NN|UTR|SIN|IND|NOM//nmod//57 .//MAD//punct//41
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;I//PP//case//62 bilagan//NN|UTR|SIN|DEF|NOM//obl//63 presenteras//VB|PRS|SFO//conj//41 och//KN//cc//65 diskuteras//VB|PRS|SFO//conj//63 en//DT|UTR|SIN|IND//det//69 tänkbar//JJ|POS|UTR|SIN|IND|NOM//amod//69 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//69 modell//NN|UTR|SIN|IND|NOM//nsubj:pass//65 .//MAD//punct//8
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;En//DT|UTR|SIN|IND//det//1 del//NN|UTR|SIN|IND|NOM//nsubj//5 i//PP//case//4 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 uppdrag//NN|NEU|SIN|IND|NOM//nmod//1 handlar//VB|PRS|AKT//advcl//187 om//PP//mark//8 att//IE//mark//8 analysera//VB|INF|AKT//advcl//5 om//PP//case//10 resultaten//NN|NEU|PLU|DEF|NOM//obl//8 på//PP//case//13 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 prov//NN|NEU|PLU|IND|NOM//nmod//10 i//PP//case//16 förändrad//PC|PRF|UTR|SIN|IND|NOM//amod//16 grad//NN|UTR|SIN|IND|NOM//nmod//13 ska//VB|PRS|AKT//aux//19 vara//VB|INF|AKT//cop//19 styrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//5 för//PP//case//21 betygssättningen//NN|UTR|SIN|DEF|NOM//obl//19 eller//KN//cc//24 om//SN//case//24 kopplingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//33 mellan//PP//case//26 provresultat//NN|NEU|SIN|IND|NOM//nmod//24 och//KN//cc//28 betygssättning//NN|UTR|SIN|IND|NOM//conj//26 på//PP//case//31 annat//JJ|POS|NEU|SIN|IND|NOM//amod//31 sätt//NN|NEU|SIN|IND|NOM//nmod//24 bör//VB|PRS|AKT//aux//33 tydliggöras//VB|INF|SFO//conj//5 eller//KN//cc//35 förändras//VB|INF|SFO//conj//33 .//MAD//punct//5
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//40 kan//VB|PRS|AKT//aux//40 t.ex.//AB|AN//advmod//40 göras//VB|INF|SFO//parataxis//5 genom//PP//mark//43 att//IE//mark//43 ange//VB|INF|AKT//advcl//40 hur//HA//advmod//45 mycket//AB|POS//amod//46 medelvärdet//NN|NEU|SIN|DEF|NOM//nsubj//54 av//PP//case//49 lärarens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 betyg//NN|NEU|SIN|IND|NOM//nmod//46 (//PAD//punct//54 i//PP//case//53 denna//DT|UTR|SIN|DEF//det//53 bilaga//NN|UTR|SIN|IND|NOM//obl//54 kallat//PC|PRF|NEU|SIN|IND|NOM//ccomp//43 lärarbetyg//NN|NEU|SIN|IND|NOM//xcomp//54 )//PAD//punct//55 för//PP//case//59 en//DT|UTR|SIN|IND//det//59 grupp//NN|UTR|SIN|IND|NOM//obl//61 får//VB|PRS|AKT//aux//61 skilja//VB|INF|AKT//xcomp//43 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//61 från//PP//case//64 betygsmedelvärdet//NN|NEU|SIN|DEF|NOM//obl//61 på//PP//case//66 provet//NN|NEU|SIN|DEF|NOM//obl//61 ,//MID//punct//61 dvs.//AB|AN//advmod//70 en//DT|UTR|SIN|IND//det//70 modell//NN|UTR|SIN|IND|NOM//conj//61 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//61 som//HP|-|-|-//nsubj:pass//74 användes//VB|PRT|SFO//acl:relcl//72 för//PP//case//78 de//DT|UTR/NEU|PLU|DEF//det//78 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 proven//NN|NEU|PLU|DEF|NOM//obl//74 på//PP//case//80 klassnivå//NN|UTR|SIN|IND|NOM//nmod//78 i//PP//case//84 det//DT|NEU|SIN|DEF//det//84 grupprelaterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//84 betygssystemet//NN|NEU|SIN|DEF|NOM//nmod//80 .//MAD//punct//5
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;Klassbegreppet//NN|NEU|SIN|DEF|NOM//nsubj//91 är//VB|PRS|AKT//cop//91 dock//AB//advmod//91 lite//AB|POS//advmod//90 mer//AB|KOM//advmod//91 oklart//JJ|POS|NEU|SIN|IND|NOM//parataxis//5 i//PP//case//99 dag//NN|UTR|SIN|IND|NOM//fixed//92 än//SN//fixed//92 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//92 var//VB|PRT|AKT//fixed//92 för//PP//case//99 några//DT|UTR/NEU|PLU|IND//det//99 decennier//NN|NEU|PLU|IND|NOM//obl//91 sedan//AB//mark//105 då//HA//advmod//105 de//DT|UTR/NEU|PLU|DEF//det//104 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 proven//NN|NEU|PLU|DEF|NOM//nsubj//105 gavs//VB|PRT|SFO//advcl//91 ,//MID//punct//91 så//AB//advmod//110 kanske//AB//advmod//110 en//DT|UTR|SIN|IND//det//110 jämförelse//NN|UTR|SIN|IND|NOM//nsubj//118 på//PP//case//112 skolenhets-//NN|UTR|-|-|SMS//nmod//110 eller//KN//cc//114 huvudmannanivå//NN|UTR|SIN|IND|NOM//conj//112 kan//VB|PRS|AKT//aux//118 vara//VB|INF|AKT//cop//118 mer//AB|KOM//advmod//118 lämplig//JJ|POS|UTR|SIN|IND|NOM//conj//91 i//PP//advmod//118 dag//NN|UTR|SIN|IND|NOM//fixed//119 om//SN//mark//123 modellen//NN|UTR|SIN|DEF|NOM//nsubj//123 bedöms//VB|PRS|SFO//advcl//118 användbar//JJ|POS|UTR|SIN|IND|NOM//xcomp//123 .//MID//punct//91
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;Men//KN//cc//131 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//131 är//VB|PRS|AKT//cop//131 en//DT|UTR|SIN|IND//det//131 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//131 fråga//NN|UTR|SIN|IND|NOM//conj//91 och//KN//cc//136 för//PP//mark//136 att//IE//mark//136 kunna//VB|INF|AKT//aux//136 besvara//VB|INF|AKT//conj//131 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//136 behövs//VB|PRS|SFO//conj//91 först//AB//advmod//138 en//DT|UTR|SIN|IND//det//143 mer//AB|KOM//advmod//142 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//143 granskning//NN|UTR|SIN|IND|NOM//nsubj:pass//138 av//PP//case//146 de//DT|UTR/NEU|PLU|DEF//det//146 resultat//NN|NEU|PLU|IND|NOM//nmod//143 som//HP|-|-|-//nsubj//148 finns//VB|PRS|SFO//acl:relcl//146 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//148 om//PP//case//151 prov//NN|NEU|PLU|IND|NOM//nmod//149 och//KN//cc//153 betyg//NN|NEU|SIN|IND|NOM//conj//151 i//PP//case//157 det//DT|NEU|SIN|DEF//det//157 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//157 mål-//NN|NEU|-|-|SMS//amod//160 och//KN//cc//159 kunskapsrelaterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//conj//157 systemet//NN|NEU|SIN|DEF|NOM//obl//148 ://MID//punct//160
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;//NN|AN//appos//160 Hur//HA//advmod//164 ser//VB|PRS|AKT//parataxis//5 relationen//NN|UTR|SIN|DEF|NOM//nsubj//164 mellan//PP//case//167 provbetyg//NN|NEU|PLU|IND|NOM//nmod//165 och//KN//cc//169 lärarbetyg//NN|NEU|PLU|IND|NOM//conj//167 ut//PL//advmod//169 ?//MAD//punct//164
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;//NN|AN//nsubj//5 Är//VB|PRS|AKT//cop//175 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//175 likartad//PC|PRF|UTR|SIN|IND|NOM//conj//5 för//PP//case//178 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//178 ämnen//NN|NEU|PLU|IND|NOM//obl//175 och//KN//cc//180 kurser//NN|UTR|PLU|IND|NOM//conj//178 ?//MAD//punct//175
Provbetyg, lärarbetyg och deras inbördes relationer Sammanfattning;//NN|AN//obj//5 Kan//VB|PRS|AKT//aux//187 en//DT|UTR|SIN|IND//det//186 generell//JJ|POS|UTR|SIN|IND|NOM//amod//186 modell//NN|UTR|SIN|IND|NOM//nsubj:pass//187 användas//VB|INF|SFO//ROOT//187 för//PP//case//190 alla//DT|UTR/NEU|PLU|IND/DEF//det//190 prov//NN|NEU|PLU|IND|NOM//obl//187 och//KN//cc//192 ämnen//NN|NEU|PLU|IND|NOM//conj//190 ,//MID//punct//200 eller//KN//cc//200 måste//VB|PRS|AKT//aux//200 varje//DT|UTR/NEU|SIN|IND//det//197 kurs//NN|UTR|SIN|IND|NOM//nsubj//200 eller//KN//cc//199 ämne//NN|NEU|SIN|IND|NOM//conj//197 ha//VB|INF|AKT//conj//187 sin//PS|UTR|SIN|DEF//nmod:poss//203 speciella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//203 utformning//NN|UTR|SIN|IND|NOM//obj//200 ?//MAD//punct//187

Bakgrund (1);Resultat//NN|NEU|SIN|IND|NOM//nsubj:pass//6 på//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//4 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 proven//NN|NEU|PLU|DEF|NOM//nmod//0 kan//VB|PRS|AKT//aux//6 presenteras//VB|INF|SFO//ROOT//6 på//PP//case//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 sätt//NN|NEU|PLU|IND|NOM//obl//6 för//PP//mark//12 att//IE//mark//12 betona//VB|INF|AKT//acl//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 perspektiv//NN|NEU|PLU|IND|NOM//obj//12 och//KN//cc//16 aspekter//NN|UTR|PLU|IND|NOM//conj//14 .//MAD//punct//6
Bakgrund (1);I//PP//case//21 den//DT|UTR|SIN|DEF//det//21 här//AB//fixed//19 bilagan//NN|UTR|SIN|DEF|NOM//obl//23 är//VB|PRS|AKT//cop//23 syftet//NN|NEU|SIN|DEF|NOM//parataxis//6 att//IE//mark//27 dels//KN//advmod//27 närmare//AB|KOM//advmod//27 granska//VB|INF|AKT//acl//23 och//KN//cc//29 diskutera//VB|INF|AKT//conj//27 de//DT|UTR/NEU|PLU|DEF//det//31 sätt//NN|NEU|PLU|IND|NOM//obj//29 som//HP|-|-|-//nsubj:pass//35 för//PP//case//34 närvarande//NN|NEU|SIN|IND|NOM//obl//35 tillämpas//VB|INF|SFO//acl:relcl//31 ,//MID//punct//38 dels//KN//advmod//38 ge//VB|INF|AKT//conj//27 exempel//NN|NEU|PLU|IND|NOM//obj//38 på//PP//case//42 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 presentationsformer//NN|UTR|PLU|IND|NOM//obl//38 .//MAD//punct//23
Bakgrund (1);Dessutom//AB//advmod//45 redovisas//VB|PRS|SFO//parataxis//23 ett//DT|NEU|SIN|IND//det//47 par//NN|NEU|SIN|IND|NOM//nmod//49 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 sätt//NN|NEU|PLU|IND|NOM//nsubj:pass//45 att//IE//mark//51 analysera//VB|INF|AKT//acl//49 de//DT|UTR/NEU|PLU|DEF//det//54 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 resultaten//NN|NEU|PLU|DEF|NOM//obj//51 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//56 relationen//NN|UTR|SIN|DEF|NOM//obl//51 mellan//PP//case//58 provresultat//NN|NEU|PLU|IND|NOM//nmod//56 och//KN//cc//60 betyg//NN|NEU|PLU|IND|NOM//conj//58 .//MAD//punct//23
Bakgrund (1);Med//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 prov//NN|NEU|PLU|IND|NOM//obl//15 som//HP|-|-|-//nsubj//7 finns//VB|PRS|SFO//acl:relcl//5 i//PP//case//9 grundskolan//NN|UTR|SIN|DEF|NOM//obl//7 och//KN//cc//11 gymnasieskolan//NN|UTR|SIN|DEF|NOM//conj//9 är//VB|PRS|AKT//cop//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 inte//AB//advmod//15 möjligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//15 att//IE//mark//17 redovisa//VB|INF|AKT//csubj//15 fullständiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 resultat//NN|NEU|PLU|IND|NOM//obj//17 för//PP//case//23 alla//DT|UTR/NEU|PLU|IND/DEF//det//23 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 prov//NN|NEU|PLU|IND|NOM//obl//17 utan//KN//cc//27 vi//PN|UTR|PLU|DEF|SUB//nsubj//27 har//VB|PRS|AKT//aux//27 valt//VB|SUP|AKT//conj//17 ut//PL//compound:prt//27 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//27 som//HP|-|-|-//nsubj:pass//31 redovisas//VB|PRS|SFO//acl:relcl//29 i//PP//case//34 denna//DT|UTR|SIN|DEF//det//34 bilaga//NN|UTR|SIN|IND|NOM//obl//31 medan//SN//mark//37 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//37 läggs//VB|PRS|SFO//advcl//31 i//PP//case//40 en//DT|UTR|SIN|IND//det//40 appendixdel//NN|UTR|SIN|IND|NOM//obl//37 till//PP//case//42 bilagan//NN|UTR|SIN|DEF|NOM//nmod//40 .//MAD//punct//15
Bakgrund (1);Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 prov//NN|NEU|PLU|IND|NOM//nsubj:pass//46 redovisas//VB|PRS|SFO//parataxis//15 inte//AB//advmod//46 alls//AB//advmod//46 –//RG|NOM//punct//54 antingen//KN//cc//54 för//PP//mark//54 att//SN//fixed//51 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//54 görs//VB|PRS|SFO//conj//15 av//PP//case//60 så//AB//advmod//57 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 och//KN//cc//59 varierande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//57 grupper//NN|UTR|PLU|IND|NOM//obl:agent//54 eller//KN//cc//67 för//PP//mark//67 att//SN//fixed//62 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//67 är//VB|PRS|AKT//cop//67 så//AB//advmod//67 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//60 att//SN//mark//75 provkonstruktionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//75 fortfarande//AB//advmod//75 mer//AB|KOM//advmod//75 eller//KN//cc//73 mindre//AB|KOM//conj//71 kan//VB|PRS|AKT//aux//75 ses//VB|INF|SFO//advcl//67 som//KN//case//78 en//DT|UTR|SIN|IND//det//78 försöksverksamhet//NN|UTR|SIN|IND|NOM//obl//75 .//MAD//punct//15
Bakgrund (1);Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//81 innebär//VB|PRS|AKT//parataxis//15 att//SN//mark//86 redovisningen//NN|UTR|SIN|DEF|NOM//nsubj//86 kommer//VB|PRS|AKT//aux//86 att//IE//mark//86 fokusera//VB|INF|AKT//ccomp//81 på//PP//case//93 de//PN|UTR/NEU|PLU|DEF|SUB//det//92 sedan//PP//advmod//91 länge//AB|POS//advmod//91 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//92 provämnena//NN|NEU|PLU|DEF|NOM//nmod//93 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//86 ,//MID//punct//95 engelska//NN|UTR|SIN|IND|NOM//conj//93 och//KN//cc//97 matematik//NN|UTR|SIN|IND|NOM//conj//93 .//MAD//punct//81
Bakgrund (1);För//PP//case//2 grundskolans//NN|UTR|SIN|DEF|GEN//nmod:poss//2 del//NN|UTR|SIN|IND|NOM//obl//3 görs//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//6 fullständig//JJ|POS|UTR|SIN|IND|NOM//amod//6 redovisning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 för//PP//case//9 ämnet//NN|NEU|SIN|DEF|NOM//nmod//9 svenska//NN|UTR|SIN|IND|NOM//nmod//6 i//PP//case//12 årskurs//NN|UTR|SIN|IND|NOM//nmod//12 9//RG|NOM//nmod//9 ,//MID//punct//23 medan//SN//mark//23 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 redogörelser//NN|UTR|PLU|IND|NOM//nsubj//23 för//PP//case//18 engelska//NN|UTR|SIN|IND|NOM//nmod//16 och//KN//cc//20 matematik//NN|UTR|SIN|IND|NOM//conj//18 är//VB|PRS|AKT//cop//23 mer//AB|KOM//advmod//23 kortfattade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//3 .//MAD//punct//23
Bakgrund (1);För//PP//case//27 gymnasieskolans//NN|UTR|SIN|DEF|GEN//nmod:poss//27 del//NN|UTR|SIN|IND|NOM//obl//28 görs//VB|PRS|SFO//conj//23 redovisningar//NN|UTR|PLU|IND|NOM//nsubj:pass//28 för//PP//case//33 några//DT|UTR/NEU|PLU|IND//det//33 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 kurser//NN|UTR|PLU|IND|NOM//obl//28 i//PP//case//35 matematik//NN|UTR|SIN|IND|NOM//nmod//33 ,//MID//punct//37 svenska//NN|UTR|SIN|IND|NOM//conj//35 och//KN//cc//39 engelska//NN|UTR|SIN|IND|NOM//conj//35 .//MAD//punct//3
Bakgrund (1);Resultat//NN|NEU|SIN|IND|NOM//nsubj:pass//1 redovisas//VB|PRS|SFO//ROOT//1 delvis//AB//advmod//1 på//PP//case//5 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//5 nivå//NN|UTR|SIN|IND|NOM//obl//1 men//KN//cc//10 i//PP//case//10 huvudsak//NN|UTR|SIN|IND|NOM//fixed//7 på//PP//fixed//7 skolenhetsnivå//NN|UTR|SIN|IND|NOM//conj//5 och//KN//cc//16 i//PP//case//14 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 fall//NN|NEU|PLU|IND|NOM//obl//16 på//PP//case//16 gruppnivå//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//1 eftersom//SN//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 är//VB|PRS|AKT//advcl//1 där//AB//advmod//23 betygssättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 görs//VB|PRS|SFO//ccomp//20 .//MAD//punct//1
