
En kommunallag för framtiden;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 11//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//nmod//0 2012//RG|NOM//nummod//5
Utgångspunkter för uppdraget;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 väsentligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//SN//mark//7 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//7 och//KN//cc//6 landstingen//NN|NEU|PLU|DEF|NOM//conj//4 har//VB|PRS|AKT//csubj//2 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 förutsättningar//NN|UTR|PLU|IND|NOM//obj//7 att//IE//mark//12 kunna//VB|INF|AKT//aux//12 upprätthålla//VB|INF|AKT//acl//9 eller//KN//cc//14 förbättra//VB|INF|AKT//conj//12 sin//PS|UTR|SIN|DEF//nmod:poss//16 service//NN|UTR|SIN|IND|NOM//obj//14 till//PP//case//18 medborgarna//NN|UTR|PLU|DEF|NOM//obl//14 .//MAD//punct//2
Utgångspunkter för uppdraget;De//DT|UTR/NEU|PLU|DEF//det//21 regler//NN|UTR|PLU|IND|NOM//nsubj//27 som//HP|-|-|-//nsubj//23 styr//VB|PRS|AKT//acl:relcl//21 verksamheten//NN|UTR|SIN|DEF|NOM//obj//23 måste//VB|PRS|AKT//aux//27 vara//VB|INF|AKT//aux:pass//27 anpassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//2 till//PP//case//30 den//DT|UTR|SIN|DEF//det//30 verklighet//NN|UTR|SIN|IND|NOM//obl//27 som//HP|-|-|-//obj//35 kommuner//NN|UTR|PLU|IND|NOM//nsubj//35 och//KN//cc//34 landsting//NN|NEU|SIN|IND|NOM//conj//32 arbetar//VB|PRS|AKT//acl:relcl//30 i//PP//advmod//35 och//KN//cc//38 medge//VB|INF|AKT//conj//35 möjligheter//NN|UTR|PLU|IND|NOM//obj//38 till//PP//case//42 lokal//JJ|POS|UTR|SIN|IND|NOM//amod//42 anpassning//NN|UTR|SIN|IND|NOM//nmod//39 .//MAD//punct//27
Utgångspunkter för uppdraget;Samtidigt//AB//advmod//47 måste//VB|PRS|AKT//aux//47 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 finnas//VB|INF|SFO//conj//27 en//DT|UTR|SIN|IND//det//49 tydlighet//NN|UTR|SIN|IND|NOM//nsubj//47 ,//MID//punct//51 stabilitet//NN|UTR|SIN|IND|NOM//conj//49 och//KN//cc//53 flexibilitet//NN|UTR|SIN|IND|NOM//conj//49 så//SN//mark//58 att//SN//fixed//54 regelverket//NN|NEU|SIN|DEF|NOM//nsubj//58 kan//VB|PRS|AKT//aux//58 passa//VB|INF|AKT//advcl//47 såväl//KN//advmod//60 kommuner//NN|UTR|PLU|IND|NOM//obj//58 som//KN//cc//62 landsting//NN|NEU|SIN|IND|NOM//conj//60 och//KN//cc//68 oavsett//AB|POS//mark//68 om//SN//mark//68 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//68 är//VB|PRS|AKT//cop//68 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//58 eller//KN//cc//70 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//68 .//MAD//punct//27
Utgångspunkter för uppdraget;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//76 ska//VB|PRS|AKT//aux//76 t.ex.//AB|AN//advmod//76 tydligt//AB|POS//amod//76 framgå//VB|INF|AKT//parataxis//27 vem//HP|UTR|SIN|IND//dislocated//79 som//HP|-|-|-//nsubj//79 ansvarar//VB|PRS|AKT//ccomp//76 för//PP//case//81 vad//HP|NEU|SIN|IND//obl//79 .//MAD//punct//76
Utgångspunkter för uppdraget;Staten//NN|UTR|SIN|DEF|NOM//nsubj//84 har//VB|PRS|AKT//parataxis//76 ett//DT|NEU|SIN|IND//det//86 ansvar//NN|NEU|SIN|IND|NOM//obj//84 att//IE//mark//88 se//VB|INF|AKT//acl//86 till//PL//compound:prt//88 att//SN//mark//92 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//92 finns//VB|PRS|SFO//ccomp//88 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//92 för//PP//case//96 kommuner//NN|UTR|PLU|IND|NOM//nmod//94 och//KN//cc//98 landsting//NN|NEU|SIN|IND|NOM//conj//96 att//IE//mark//100 bedriva//VB|INF|AKT//acl//94 sin//PS|UTR|SIN|DEF//nmod:poss//102 verksamhet//NN|UTR|SIN|IND|NOM//obj//100 och//KN//cc//104 organisation//NN|UTR|SIN|IND|NOM//conj//100 på//PP//case//108 ett//DT|NEU|SIN|IND//det//108 effektivt//JJ|POS|NEU|SIN|IND|NOM//amod//108 sätt//NN|NEU|SIN|IND|NOM//obl//100 .//MAD//punct//84
Utgångspunkter för uppdraget;En//DT|UTR|SIN|IND//det//111 modern//JJ|POS|UTR|SIN|IND|NOM//amod//116 ,//MID//punct//111 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//116 och//KN//cc//115 effektiv//JJ|POS|UTR|SIN|IND|NOM//conj//113 reglering//NN|UTR|SIN|IND|NOM//conj//84 är//VB|PRS|AKT//cop//120 en//DT|UTR|SIN|IND//det//120 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//120 grund//NN|UTR|SIN|IND|NOM//conj//84 för//PP//case//125 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//125 och//KN//cc//124 landstingens//NN|NEU|PLU|DEF|GEN//conj//122 möjligheter//NN|UTR|PLU|IND|NOM//nmod//120 att//IE//mark//127 möta//VB|INF|AKT//acl//125 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//131 och//KN//cc//130 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//128 utmaningar//NN|UTR|PLU|IND|NOM//obj//127 .//MAD//punct//76
Utgångspunkter för uppdraget;Utgångspunkter//NN|UTR|PLU|IND|NOM//nsubj//4 för//PP//case//2 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//4 //PP//ROOT//4 att//SN//mark//12 kommunallagen//NN|UTR|SIN|DEF|NOM//nsubj//12 även//AB//advmod//8 fortsättningsvis//AB//advmod//12 ska//VB|PRS|AKT//aux//12 vara//VB|INF|AKT//cop//12 en//DT|UTR|SIN|IND//det//12 ramlag//NN|UTR|SIN|IND|NOM//dep//4 ,//MID//punct//14 //SN//conj//12 att//SN//mark//19 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//19 särskilt//AB//advmod//19 ska//VB|PRS|AKT//aux//19 beakta//VB|INF|AKT//conj//12 vikten//NN|UTR|SIN|DEF|NOM//obj//19 av//PP//case//22 tydlighet//NN|UTR|SIN|IND|NOM//nmod//20 och//KN//cc//24 enhetlighet//NN|UTR|SIN|IND|NOM//conj//22 för//PP//case//26 kommuner//NN|UTR|PLU|IND|NOM//nmod//24 och//KN//cc//28 landsting//NN|NEU|SIN|IND|NOM//conj//26 ,//MID//punct//30 //SN//conj//26 att//SN//mark//34 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//34 ska//VB|PRS|AKT//aux//34 utgå//VB|INF|AKT//advcl//19 från//PP//case//37 ett//DT|NEU|SIN|IND//det//37 medborgarperspektiv//NN|NEU|SIN|IND|NOM//obl//34 ,//MID//punct//40 och//KN//cc//40 //PP//conj//34 att//SN//mark//44 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//44 ska//VB|PRS|AKT//aux//44 göra//VB|INF|AKT//acl//40 en//DT|UTR|SIN|IND//det//47 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//47 utblick//NN|UTR|SIN|IND|NOM//obj//44 ,//MID//punct//54 som//HP|-|-|-//nsubj//54 i//PP//advmod//54 första//RO|NOM//fixed//50 hand//NN|UTR|SIN|IND|NOM//fixed//50 ska//VB|PRS|AKT//aux//54 omfatta//VB|INF|AKT//advcl//44 de//DT|UTR/NEU|PLU|DEF//det//58 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 länderna//NN|NEU|PLU|DEF|NOM//obj//54 .//MAD//punct//4

Uppdraget;Kommunalt//JJ|POS|NEU|SIN|IND|NOM//amod//1 ansvar//NN|NEU|SIN|IND|NOM//ROOT//1 i//PP//mark//6 förhållande//NN|NEU|SIN|IND|NOM//fixed//2 till//PP//fixed//2 privat//AB|POS//amod//6 utförd//PC|PRF|UTR|SIN|IND|NOM//amod//7 verksamhet//NN|UTR|SIN|IND|NOM//nmod//1
Uppdraget;Kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//3 och//KN//cc//2 landstingen//NN|NEU|PLU|DEF|NOM//conj//0 har//VB|PRS|AKT//ROOT//3 det//DT|NEU|SIN|DEF//det//6 yttersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//6 ansvaret//NN|NEU|SIN|DEF|NOM//obj//3 för//PP//case//8 verksamheten//NN|UTR|SIN|DEF|NOM//obl//3
Uppdraget;Kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//4 och//KN//cc//2 landstingen//NN|NEU|PLU|DEF|NOM//conj//0 är//VB|PRS|AKT//cop//4 huvudmän//NN|UTR|PLU|IND|NOM//nsubj//34 för//PP//case//9 ett//DT|NEU|SIN|IND//det//8 stort//JJ|POS|NEU|SIN|IND|NOM//amod//8 antal//NN|NEU|SIN|IND|NOM//nmod//9 verksamheter//NN|UTR|PLU|IND|NOM//nmod//4 .//MAD//punct//4
Uppdraget;Privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 aktörer//NN|UTR|PLU|IND|NOM//nsubj:pass//13 anlitas//VB|PRS|SFO//parataxis//4 i//PP//case//17 allt//AB//advmod//16 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 utsträckning//NN|UTR|SIN|IND|NOM//obl//13 för//PP//case//19 utförande//NN|NEU|SIN|IND|NOM//nmod//17 av//PP//case//23 denna//DT|UTR|SIN|DEF//det//23 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 verksamhet//NN|UTR|SIN|IND|NOM//nmod//19 .//MID//punct//4
Uppdraget;Att//SN//mark//30 utförandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//30 av//PP//case//29 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//29 verksamhet//NN|UTR|SIN|IND|NOM//nmod//26 överlåts//VB|PRS|SFO//advcl//4 på//PP//case//33 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 aktörer//NN|UTR|PLU|IND|NOM//obl//30 syftar//VB|PRS|AKT//ROOT//34 ofta//AB|POS//advmod//34 till//PP//mark//38 att//IE//mark//38 öka//VB|INF|AKT//advcl//34 mångfalden//NN|UTR|SIN|DEF|NOM//obj//38 av//PP//case//41 utförare//NN|UTR|PLU|IND|NOM//nmod//39 och//KN//cc//43 valmöjligheterna//NN|UTR|PLU|DEF|NOM//conj//41 för//PP//case//45 brukarna//NN|UTR|PLU|DEF|NOM//nmod//43 .//MAD//punct//34
Uppdraget;Konkurrens//NN|UTR|SIN|IND|NOM//nsubj//48 stimulerar//VB|PRS|AKT//parataxis//34 också//AB//advmod//48 till//PP//case//53 en//DT|UTR|SIN|IND//det//53 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 användning//NN|UTR|SIN|IND|NOM//obl//48 av//PP//case//56 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//56 resurser//NN|UTR|PLU|IND|NOM//nmod//53 och//KN//cc//58 gör//VB|PRS|AKT//conj//48 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//58 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//58 för//PP//case//63 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 företag//NN|NEU|PLU|IND|NOM//obl//58 att//IE//mark//65 komma//VB|INF|AKT//xcomp//58 in//PL//compound:prt//65 på//PP//case//68 marknaden//NN|UTR|SIN|DEF|NOM//obl//65 .//MAD//punct//48
Uppdraget;Konkurrens//NN|UTR|SIN|IND|NOM//nsubj//71 stärker//VB|PRS|AKT//parataxis//48 även//AB//advmod//71 de//DT|UTR/NEU|PLU|DEF//det//75 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//76 förmåga//NN|UTR|SIN|IND|NOM//obj//71 att//IE//mark//78 hävda//VB|INF|AKT//acl//76 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//78 på//PP//case//82 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 marknader//NN|UTR|PLU|IND|NOM//obl//78 .//MAD//punct//48
Uppdraget;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 aktörer//NN|UTR|PLU|IND|NOM//nsubj:pass//6 än//KN//case//4 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 huvudmän//NN|UTR|PLU|IND|NOM//nmod//1 kan//VB|PRS|AKT//aux//6 ges//VB|INF|SFO//ROOT//6 tillträde//NN|NEU|SIN|IND|NOM//obj//6 till//PP//case//9 marknaden//NN|UTR|SIN|DEF|NOM//obl//6 på//PP//case//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 sätt//NN|NEU|PLU|IND|NOM//nmod//9 .//MAD//punct//6
Uppdraget;På//PP//mark//19 exempelvis//AB//advmod//16 vård-//NN|UTR|-|-|SMS//nsubj:pass//19 och//KN//cc//18 omsorgsområdet//NN|NEU|SIN|DEF|NOM//conj//16 ges//VB|PRS|SFO//conj//6 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 aktörer//NN|UTR|PLU|IND|NOM//nsubj:pass//19 tillträde//NN|NEU|SIN|IND|NOM//nsubj:pass//19 bl.a.//AB|AN//advmod//19 efter//PP//case//29 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 eller//KN//cc//27 landstingets//NN|NEU|SIN|DEF|GEN//conj//25 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 upphandling//NN|UTR|SIN|IND|NOM//obl//19 eller//KN//cc//34 genom//PP//mark//34 att//SN//mark//34 huvudmännen//NN|UTR|SIN|DEF|NOM//nsubj//34 tillämpar//VB|PRS|AKT//conj//19 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 typer//NN|UTR|PLU|IND|NOM//obj//34 av//PP//case//38 valfrihetssystem//NN|NEU|PLU|IND|NOM//nmod//36 .//MAD//punct//19
Uppdraget;På//PP//case//41 skolområdet//NN|NEU|SIN|DEF|NOM//obl//43 är//VB|PRS|AKT//cop//43 möjligheterna//NN|UTR|PLU|DEF|NOM//parataxis//19 för//PP//case//45 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//43 att//IE//mark//47 överlåta//VB|INF|AKT//acl//45 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//49 verksamhet//NN|UTR|SIN|IND|NOM//obj//47 åt//PP//case//52 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 aktörer//NN|UTR|PLU|IND|NOM//obl//47 (//PAD//punct//52 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//55 entreprenad//NN|UTR|SIN|IND|NOM//appos//52 )//PAD//punct//52 mer//AB|KOM//advmod//58 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//19 .//MAD//punct//6
Uppdraget;I//PP//case//1 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 ett//DT|NEU|SIN|IND//det//4 fåtal//NN|NEU|SIN|IND|NOM//nmod//5 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//2 av//PP//case//8 generell//JJ|POS|UTR|SIN|IND|NOM//amod//8 karaktär//NN|UTR|SIN|IND|NOM//nmod//5 som//HP|-|-|-//nsubj//10 rör//VB|PRS|AKT//acl:relcl//8 kommuners//NN|UTR|PLU|IND|GEN//nmod:poss//14 och//KN//cc//13 landstings//NN|UTR|SIN|IND|GEN//conj//11 ansvar//NN|NEU|SIN|IND|NOM//obj//10 för//PP//case//16 kontroll//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//18 uppföljning//NN|UTR|SIN|IND|NOM//conj//16 .//MAD//punct//2
Uppdraget;Av//PP//case//25 3//RG|NOM//nummod//22 kap.//NN|AN//obl//24 19//RG|NOM//nummod//24 §//NN|AN//nmod//25 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//26 följer//VB|PRS|AKT//parataxis//2 att//SN//mark//30 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//30 ska//VB|PRS|AKT//aux//30 säkerställa//VB|INF|AKT//ccomp//26 att//SN//mark//33 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 finns//VB|PRS|SFO//ccomp//30 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//33 att//IE//mark//36 kontrollera//VB|INF|AKT//acl//34 och//KN//cc//38 följa//VB|INF|AKT//conj//36 upp//PL//compound:prt//38 verksamhet//NN|UTR|SIN|IND|NOM//obj//38 som//HP|-|-|-//nsubj:pass//42 överlämnats//VB|SUP|SFO//acl:relcl//40 till//PP//case//44 annan//JJ|POS|UTR|SIN|IND|NOM//obl//42 .//MAD//punct//26
Uppdraget;Vidare//AB|KOM//advmod//26 anges//VB|PRS|SFO//advcl//26 i//PP//case//50 6//RG|NOM//nummod//50 kap.//NN|AN//nmod//53 7//RG|NOM//nummod//52 §//NN|AN//nmod//53 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//47 att//SN//mark//59 de//DT|UTR/NEU|PLU|DEF//det//57 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 nämnderna//NN|UTR|PLU|DEF|NOM//nsubj//59 ska//VB|PRS|AKT//aux//59 se//VB|INF|AKT//acl//53 till//PL//compound:prt//59 att//SN//mark//66 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//66 inom//PP//case//65 respektive//AB//amod//65 område//NN|NEU|SIN|IND|NOM//obl//66 bedrivs//VB|PRS|SFO//ccomp//59 i//PP//case//71 enlighet//NN|UTR|SIN|IND|NOM//fixed//67 med//PP//fixed//67 de//DT|UTR/NEU|PLU|DEF//det//71 mål//NN|NEU|PLU|IND|NOM//obl//66 och//KN//cc//73 riktlinjer//NN|UTR|PLU|IND|NOM//conj//71 som//HP|-|-|-//obj//77 fullmäktige//NN|UTR|PLU|DEF|NOM//nsubj//77 har//VB|PRS|AKT//aux//77 bestämt//VB|SUP|AKT//acl:relcl//73 och//KN//cc//81 enligt//PP//case//81 de//DT|UTR/NEU|PLU|DEF//det//81 föreskrifter//NN|UTR|PLU|IND|NOM//conj//77 som//HP|-|-|-//nsubj//83 gäller//VB|PRS|AKT//acl:relcl//81 för//PP//case//85 verksamheten//NN|UTR|SIN|DEF|NOM//obl//83 .//MAD//punct//26
Uppdraget;Nämnderna//NN|UTR|PLU|DEF|NOM//nsubj//90 ska//VB|PRS|AKT//aux//90 också//AB//advmod//90 se//VB|INF|AKT//conj//2 till//PL//compound:prt//90 att//SN//mark//97 den//DT|UTR|SIN|DEF//det//95 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//95 kontrollen//NN|UTR|SIN|DEF|NOM//nsubj//97 är//VB|PRS|AKT//cop//97 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//ccomp//90 och//KN//cc//101 att//SN//mark//101 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//101 bedrivs//VB|PRS|SFO//conj//97 på//PP//case//107 ett//DT|NEU|SIN|IND//det//107 i//PP//advmod//106 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//104 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//107 sätt//NN|NEU|SIN|IND|NOM//obl//101 .//MID//punct//90
Uppdraget;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//110 gäller//VB|PRS|AKT//parataxis//90 även//AB//advmod//110 verksamhet//NN|UTR|SIN|IND|NOM//obj//110 som//HP|-|-|-//nsubj:pass//114 överlämnats//VB|SUP|SFO//acl:relcl//112 till//PP//case//117 privatägda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//117 företag//NN|NEU|PLU|IND|NOM//obl//114 .//MAD//punct//90
Uppdraget;Även//AB//mark//5 om//SN//fixed//0 kommuner//NN|UTR|PLU|IND|NOM//nsubj//5 och//KN//cc//4 landsting//NN|NEU|PLU|IND|NOM//conj//2 överlåter//VB|PRS|AKT//advcl//15 åt//PP//case//8 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 aktörer//NN|UTR|PLU|IND|NOM//obl//5 att//IE//mark//10 utföra//VB|INF|AKT//acl//8 delar//NN|UTR|PLU|IND|NOM//obj//10 av//PP//case//14 sin//PS|UTR|SIN|DEF//nmod:poss//14 verksamhet//NN|UTR|SIN|IND|NOM//nmod//11 är//VB|PRS|AKT//ROOT//15 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//15 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//15 och//KN//cc//19 landstingen//NN|NEU|PLU|DEF|NOM//conj//17 som//HP|-|-|-//nsubj//25 i//PP//case//22 egenskap//NN|UTR|SIN|IND|NOM//obl//25 av//PP//case//24 huvudmän//NN|UTR|PLU|IND|NOM//nmod//22 har//VB|PRS|AKT//acl:relcl//19 det//DT|NEU|SIN|DEF//det//28 yttersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//28 ansvaret//NN|NEU|SIN|DEF|NOM//obj//25 för//PP//mark//32 att//SN//mark//32 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 utförs//VB|PRS|SFO//advcl//25 i//PP//case//37 enlighet//NN|UTR|SIN|IND|NOM//fixed//33 med//PP//fixed//33 de//DT|UTR/NEU|PLU|DEF//det//37 regler//NN|UTR|PLU|IND|NOM//obl//32 som//HP|-|-|-//nsubj//39 finns//VB|PRS|SFO//acl:relcl//37 på//PP//case//42 respektive//AB//amod//42 område//NN|NEU|SIN|IND|NOM//obl//39 .//MAD//punct//15
Uppdraget;Den//DT|UTR|SIN|DEF//det//1 verksamhet//NN|UTR|SIN|IND|NOM//nsubj//15 som//HP|-|-|-//nsubj:pass//3 bedrivs//VB|PRS|SFO//acl:relcl//1 i//PP//case//6 privat//JJ|POS|UTR|SIN|IND|NOM//amod//6 regi//NN|UTR|SIN|IND|NOM//obl//3 inom//PP//case//13 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 och//KN//cc//10 hälso-//NN|UTR|-|-|SMS//conj//8 och//KN//cc//12 sjukvårdens//NN|UTR|SIN|DEF|GEN//conj//8 områden//NN|NEU|PLU|IND|NOM//nmod//6 är//VB|PRS|AKT//cop//15 upphandlad//PC|PRF|UTR|SIN|IND|NOM//ROOT//15 och//KN//cc//17 avtalad//PC|PRF|UTR|SIN|IND|NOM//conj//15 av//PP//case//19 kommunen//NN|UTR|SIN|DEF|NOM//obl//17 respektive//AB//cc//21 landstinget//NN|NEU|SIN|DEF|NOM//conj//19 ,//MID//punct//24 alternativt//AB|POS//advmod//24 godkänd//PC|PRF|UTR|SIN|IND|NOM//amod//21 inom//PP//case//28 ett//DT|NEU|SIN|IND//det//28 s.k.//AB|AN//amod//28 valfrihetssystem//NN|NEU|SIN|IND|NOM//obl//24 enligt//PP//case//30 lagen//NN|UTR|SIN|DEF|NOM//nmod//28 (//PAD//punct//32 2008:962//RG|NOM//nmod//30 )//PAD//punct//32 om//PP//case//35 valfrihetssystem//NN|NEU|SIN|IND|NOM//nmod//30 ,//MID//punct//38 förkortad//PC|PRF|UTR|SIN|IND|NOM//amod//38 LOV//NN|AN//conj//35 .//MAD//punct//15
Uppdraget;I//PP//case//43 ett//DT|NEU|SIN|IND//det//43 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//43 valfrihetssystem//NN|NEU|SIN|IND|NOM//obl//48 kan//VB|PRS|AKT//aux//48 kommuner//NN|UTR|PLU|IND|NOM//nsubj//48 och//KN//cc//47 landsting//NN|NEU|SIN|IND|NOM//conj//45 konkurrensutsätta//VB|INF|AKT//parataxis//15 delar//NN|UTR|PLU|IND|NOM//obj//48 av//PP//case//52 sin//PS|UTR|SIN|DEF//nmod:poss//52 verksamhet//NN|UTR|SIN|IND|NOM//nmod//49 genom//PP//mark//55 att//IE//mark//55 överlåta//VB|INF|AKT//advcl//48 till//PP//case//57 brukaren//NN|UTR|SIN|DEF|NOM//obl//55 att//IE//mark//59 välja//VB|INF|AKT//advcl//48 utförare//NN|UTR|PLU|IND|NOM//obj//59 bland//PP//case//62 leverantörer//NN|UTR|PLU|IND|NOM//obl//59 som//HP|-|-|-//nsubj//64 deltar//VB|PRS|AKT//acl:relcl//62 i//PP//case//66 systemet//NN|NEU|SIN|DEF|NOM//obl//64 .//MID//punct//15
