10 Förhållandet till yttrandefriheten ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 görs//VB|PRS|SFO//ccomp//1 ett//DT|NEU|SIN|IND//det//6 undantag//NN|NEU|SIN|IND|NOM//obj//4 i//PP//case//8 persondatalagen//NN|UTR|SIN|DEF|NOM//nmod//6 för//PP//case//12 all//DT|UTR|SIN|IND/DEF//det//12 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//12 behandling//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//14 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//12 som//HP|-|-|-//nsubj:pass//16 skyddas//VB|PRS|SFO//acl:relcl//12 av//PP//case//18 TF//PM|NOM//obl:agent//16 och//KN//cc//20 YGL//PM|NOM//conj//18 eller//KN//cc//22 utförs//VB|PRS|SFO//conj//16 som//KN//mark//25 ett//DT|NEU|SIN|IND//det//25 led//NN|NEU|SIN|IND|NOM//advcl//22 i//PP//case//28 konstnärligt//JJ|POS|NEU|SIN|IND|NOM//amod//28 skapande//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//1
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Om//SN//mark//10 ett//DT|NEU|SIN|IND//det//2 yttrande//NN|NEU|SIN|IND|NOM//nsubj//10 som//HP|-|-|-//nsubj:pass//4 lämnas//VB|PRS|SFO//acl:relcl//2 i//PP//case//8 en//DT|UTR|SIN|IND//det//8 tryckt//PC|PRF|UTR|SIN|IND|NOM//amod//8 skrift//NN|UTR|SIN|IND|NOM//obl//4 är//VB|PRS|AKT//cop//10 olagligt//JJ|POS|NEU|SIN|IND|NOM//advcl//26 i//PP//case//14 ett//DT|NEU|SIN|IND//det//14 annat//JJ|POS|NEU|SIN|IND|NOM//amod//14 hänseende//NN|NEU|SIN|IND|NOM//obl//10 än//KN//mark//18 som//KN//mark//18 ett//DT|NEU|SIN|IND//det//18 överskridande//NN|NEU|SIN|IND|NOM//acl//14 av//PP//case//20 gränserna//NN|UTR|PLU|DEF|NOM//nmod//18 för//PP//case//22 yttrandefriheten//NN|UTR|SIN|DEF|NOM//nmod//20 ,//MID//punct//10 kan//VB|PRS|AKT//aux//26 ingripande//NN|NEU|SIN|IND|NOM//nsubj//26 ske//VB|INF|AKT//ROOT//26 med//PP//case//28 stöd//NN|NEU|SIN|IND|NOM//obl//26 av//PP//case//30 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//28 i//PP//case//33 vanlig//JJ|POS|UTR|SIN|IND|NOM//amod//33 lag//NN|UTR|SIN|IND|NOM//nmod//30 ,//MID//punct//26 t.ex.//AB|AN//advmod//38 om//PP//case//38 ett//DT|NEU|SIN|IND//det//38 yttrande//NN|NEU|SIN|IND|NOM//nsubj//43 i//PP//case//42 en//DT|UTR|SIN|IND//det//42 tryckt//PC|PRF|UTR|SIN|IND|NOM//amod//42 skrift//NN|UTR|SIN|IND|NOM//nmod//38 ingår//VB|PRS|AKT//parataxis//26 som//KN//mark//46 ett//DT|NEU|SIN|IND//det//46 led//NN|NEU|SIN|IND|NOM//advcl//43 i//PP//case//49 ett//DT|NEU|SIN|IND//det//49 bedrägeribrott//NN|NEU|SIN|IND|NOM//obl//46 .//MAD//punct//26
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Skyddet//NN|NEU|SIN|DEF|NOM//nsubj//1 omfattar//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 heller//AB//advmod//1 tryckta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//5 yttranden//NN|NEU|PLU|IND|NOM//obj//1 av//PP//case//9 uteslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//8 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//9 natur//NN|UTR|SIN|IND|NOM//nmod//5 ,//MID//punct//5 t.ex.//AB|AN//advmod//12 annonser//NN|UTR|PLU|IND|NOM//appos//5 eller//KN//cc//15 annan//JJ|POS|UTR|SIN|IND|NOM//amod//15 reklam//NN|UTR|SIN|IND|NOM//conj//12 .//MAD//punct//1
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Massmedieutredningen//NN|UTR|SIN|DEF|NOM//nsubj//18 föreslog//VB|PRT|AKT//parataxis//1 att//SN//mark//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 skulle//VB|PRT|AKT//aux//22 införas//VB|INF|SFO//ccomp//18 uttryckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//22 i//PP//case//26 TF//PM|NOM//obl//22 om//PP//obl//22 och//KN//cc//34 i//PP//case//31 vilken//HD|UTR|SIN|IND//det//31 omfattning//NN|UTR|SIN|IND|NOM//obl//34 reklam//NN|UTR|SIN|IND|NOM//nsubj//34 skulle//VB|PRT|AKT//aux//34 falla//VB|INF|AKT//conj//22 under//PP//case//36 TF//PM|NOM//obl//34 .//MAD//punct//18
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;147//RG|NOM//nummod//43  //_SP////38 Någon//DT|UTR|SIN|IND//det//43 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//43 generell//JJ|POS|UTR|SIN|IND|NOM//amod//43 reglering//NN|UTR|SIN|IND|NOM//nsubj:pass//44 infördes//VB|PRT|SFO//conj//18 emellertid//AB//advmod//44 inte//AB//advmod//44 148//RG|NOM//compound:prt//44 ,//MID//punct//44 men//KN//cc//51 uttryckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 undantag//NN|NEU|PLU|IND|NOM//conj//44 från//PP//case//53 TF//PM|NOM//nmod//51 ://MID//punct//51 s//PM|NOM//nummod//56 til??lämpning//NN|UTR|SIN|IND|NOM//nsubj:pass//58 har//VB|PRS|AKT//aux//58 införts//VB|SUP|SFO//acl:relcl//51 dels//KN//advmod//61 för//PP//case//61 förbud//NN|NEU|PLU|IND|NOM//obl//58 mot//PP//case//64 kommersiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 annonser//NN|UTR|PLU|IND|NOM//nmod//61 för//PP//case//66 alkohol//NN|UTR|SIN|IND|NOM//nmod//64 och//KN//cc//68 tobak//NN|UTR|SIN|IND|NOM//conj//66 dels//KN//advmod//72 för//PP//case//72 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//72 förbud//NN|NEU|PLU|IND|NOM//obl//58 mot//PP//case//75 kommersiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 annonser//NN|UTR|PLU|IND|NOM//nmod//72 som//HP|-|-|-//nsubj:pass//77 meddelats//VB|SUP|SFO//acl:relcl//75 till//PP//case//79 skydd//NN|NEU|SIN|IND|NOM//obl//77 för//PP//case//81 hälsa//NN|UTR|SIN|IND|NOM//obl//77 eller//KN//cc//83 miljö//NN|UTR|SIN|IND|NOM//conj//81 enligt//PP//case//85 förpliktelse//NN|UTR|SIN|IND|NOM//nmod//83 som//HP|-|-|-//nsubj//87 följer//VB|PRS|AKT//acl:relcl//85 av//PP//case//89 anslutningen//NN|UTR|SIN|DEF|NOM//obl:agent//87 till//PP//case//91 EG//PM|NOM//nmod//89 (//PAD//punct//58 1//RG|NOM//nummod//94 kap.//NN|AN//nmod//97 9//RG|NOM//nummod//96 §//NN|AN//nmod//97 1–2//RG|NOM//nummod//98 p.//NN|UTR|SIN|IND|NOM//obl//58 )//PAD//punct//44 .//MAD//punct//1
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Gränsdragningsproblem//NN|NEU|PLU|IND|NOM//nsubj//103 kan//VB|PRS|AKT//aux//103 uppkomma//VB|INF|AKT//parataxis//1 i//PP//case//106 detta//DT|NEU|SIN|DEF//det//106 sammanhang//NN|NEU|SIN|IND|NOM//obl//103 .//MAD//punct//103
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;149//RG|NOM//punct//1  //_SP////108 I//PP//case//111 motiven//NN|NEU|PLU|DEF|NOM//obl//114 till//PP//case//113 YGL//PM|NOM//nmod//111 beskrevs//VB|PRT|SFO//conj//1 rättsläget//NN|NEU|SIN|DEF|NOM//nsubj:pass//114 så//AB//mark//122 att//SN//fixed//116 den//DT|UTR|SIN|DEF//det//120 kommersiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//120 reklamen//NN|UTR|SIN|DEF|NOM//nsubj//122 visserligen//AB//advmod//122 åtnjuter//VB|PRS|AKT//advcl//155 ett//DT|NEU|SIN|IND//det//124 tryck-//NN|UTR|-|-|SMS//obj//122 och//KN//cc//126 yttrandefrihetsrättsligt//JJ|POS|NEU|SIN|IND|NOM//conj//124 skydd//NN|NEU|SIN|IND|NOM//conj//124 ,//MID//punct//134 men//KN//cc//134 att//SN//mark//134 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//134 är//VB|PRS|AKT//cop//134 mera//AB|KOM//advmod//134 begränsat//PC|PRF|NEU|SIN|IND|NOM//conj//122 än//KN//case//136 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//134 som//HP|-|-|-//nsubj//138 gäller//VB|PRS|AKT//acl:relcl//136 för//PP//case//141 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//141 yttranden//NN|NEU|PLU|IND|NOM//obl//138 .//MAD//punct//134
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;150//RG|NOM//nummod//152  //_SP////143 Enligt//PP//case//149 1//RG|NOM//nummod//147 kap.//NN|AN//obl//148 12//RG|NOM//nummod//149 §//NN|AN//nmod//151 andra//RO|NOM//amod//151 stycket//NN|NEU|SIN|DEF|NOM//nmod//152 YGL//PM|NOM//appos//134 kan//VB|PRS|AKT//aux//155 föreskrifter//NN|UTR|PLU|IND|NOM//nsubj:pass//155 meddelas//VB|INF|SFO//conj//1 om//PP//case//157 förbud//NN|NEU|SIN|IND|NOM//obl//155 mot//PP//case//160 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//160 reklam//NN|UTR|SIN|IND|NOM//nmod//157 i//PP//case//163 de//DT|UTR/NEU|PLU|DEF//det//163 medier//NN|NEU|PLU|IND|NOM//obl//155 som//HP|-|-|-//nsubj:pass//165 omfattas//VB|PRS|SFO//acl:relcl//163 av//PP//case//168 den//DT|UTR|SIN|DEF//det//168 lagen//NN|UTR|SIN|DEF|NOM//obl:agent//165 .//MAD//punct//1
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;146//RG|NOM//nummod//171 Prop//NN|NEU|PLU|IND|NOM//appos//1 .//MAD//punct//171
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;1948:230//RG|NOM//nummod//174 s.//NN|AN//nmod//175 33//RG|NOM//nmod//171 .//MAD//punct//1
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;147//RG|NOM//nummod//178 SOU//PM|NOM//obl//1 1972:49//RG|NOM//nmod//178 .//MAD//punct//1
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;148//RG|NOM//nummod//182 Prop//NN|NEU|PLU|IND|NOM//appos//1 .//MAD//punct//182
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;1973:123//RG|NOM//nummod//185 s.//NN|AN//nmod//186 42//RG|NOM//nmod//182 .//MAD//punct//1
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;150//RG|NOM//nummod//189 Prop//NN|NEU|PLU|IND|NOM//appos//1 .//MAD//punct//189
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;1990/91:64//RG|NOM//nmod//193 s.//NN|AN//nmod//193 91//RG|NOM//appos//189 .//MAD//punct//1
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Tryckfriheten//NN|UTR|SIN|DEF|NOM//nsubj//1 omfattar//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 heller//AB//advmod//1 yrkesmässig//JJ|POS|UTR|SIN|IND|NOM//amod//5 kreditupplysningsverksamhet//NN|UTR|SIN|IND|NOM//obj//1 (//PAD//punct//5 1//RG|NOM//nummod//8 kap.//NN|AN//appos//5 9//RG|NOM//nummod//10 §//NN|AN//nmod//8 3//RG|NOM//nummod//12 p.//NN|UTR|SIN|IND|NOM//nmod//13 TF//PM|NOM//nmod//10 )//PAD//punct//1 .//MAD//punct//1
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Grundlagsskyddet//NN|NEU|SIN|DEF|NOM//nsubj//1 är//VB|PRS|AKT//ROOT//1 vidare//AB|KOM//advmod//1 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//6 på//PP//fixed//3 vilken//HD|UTR|SIN|IND//det//6 framställningsform//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj:pass//8 valts//VB|SUP|SFO//acl:relcl//6 .//MAD//punct//1
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;En//DT|UTR|SIN|IND//det//11 skrift//NN|UTR|SIN|IND|NOM//nsubj//16 som//HP|-|-|-//nsubj:pass//13 framställs//VB|PRS|SFO//acl:relcl//11 i//PP//case//15 tryckpress//NN|UTR|SIN|IND|NOM//obl//13 omfattas//VB|PRS|SFO//parataxis//1 generellt//AB|POS//advmod//16 (//PAD//punct//16 1//RG|NOM//nummod//20 kap.//NN|AN//nmod//23 5//RG|NOM//nummod//22 §//NN|AN//nmod//23 TF//PM|NOM//obl//16 )//PAD//punct//16 under//PP//case//26 förutsättning//NN|UTR|SIN|IND|NOM//obl//16 att//SN//mark//30 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//30 är//VB|PRS|AKT//cop//30 utgiven//PC|PRF|UTR|SIN|IND|NOM//acl//26 (//PAD//punct//30 1//RG|NOM//nummod//33 kap.//NN|AN//appos//30 6//RG|NOM//nummod//35 §//NN|AN//obl//33 )//PAD//punct//30 .//MAD//punct//16
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Skrifter//NN|UTR|PLU|IND|NOM//appos//16 som//HP|-|-|-//nsubj:pass//41 har//VB|PRS|AKT//aux//41 mångfaldigats//VB|SUP|SFO//acl:relcl//38 på//PP//case//44 annat//JJ|POS|NEU|SIN|IND|NOM//amod//44 sätt//NN|NEU|SIN|IND|NOM//obl//41 (//PAD//punct//44 t.ex.//AB|AN//advmod//48 genom//PP//case//48 stencilering//NN|UTR|SIN|IND|NOM//appos//44 eller//KN//cc//50 fotokopiering//NN|UTR|SIN|IND|NOM//conj//48 )//PAD//punct//38 omfattas//VB|PRS|SFO//conj//16 under//PP//case//55 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 förutsättningar//NN|UTR|PLU|IND|NOM//obl//52 ,//MID//punct//16 nämligen//AB//advmod//16 om//SN//mark//60 utgivningsbevis//AB//advmod//60 gäller//VB|PRS|AKT//advcl//16 för//PP//case//62 skriften//NN|UTR|SIN|DEF|NOM//obl//60 eller//KN//cc//67 om//SN//mark//67 skriften//NN|UTR|SIN|DEF|NOM//nsubj//67 är//VB|PRS|AKT//cop//67 försedd//PC|PRF|UTR|SIN|IND|NOM//conj//16 med//PP//case//69 beteckning//NN|UTR|SIN|IND|NOM//obl//67 ,//MID//punct//69 som//HP|-|-|-//nsubj//72 utvisar//VB|PRS|AKT//acl:relcl//69 att//SN//mark//76 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//76 är//VB|PRS|AKT//cop//76 mångfaldigad//PC|PRF|UTR|SIN|IND|NOM//ccomp//72 ,//MID//punct//83 samt//KN//cc//83 i//PP//case//80 anslutning//NN|UTR|SIN|IND|NOM//obl//81 därtill//AB//advmod//83 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 uppgifter//NN|UTR|PLU|IND|NOM//conj//76 om//PP//mark//87 vem//HP|UTR|SIN|IND//dislocated//87 som//HP|-|-|-//nsubj//87 har//VB|PRS|AKT//acl//83 mångfaldigat//VB|SUP|AKT//obj//87 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//88 och//KN//cc//92 om//PP//case//92 ort//NN|UTR|SIN|IND|NOM//conj//88 och//KN//cc//94 år//NN|NEU|SIN|IND|NOM//conj//92 för//PP//case//96 mångfaldigandet//NN|NEU|SIN|DEF|NOM//obl//87 (//PAD//punct//87 1//RG|NOM//nummod//99 kap.//NN|AN//nmod//101 5//RG|NOM//nummod//101 §//NN|AN//obl//87 )//PAD//punct//67 .//MAD//punct//16
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;När//HA//mark//106 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//106 gäller//VB|PRS|AKT//advcl//123 skrifter//NN|UTR|PLU|IND|NOM//obj//106 som//HP|-|-|-//nsubj:pass//110 har//VB|PRS|AKT//aux//110 framställts//VB|SUP|SFO//acl:relcl//107 på//PP//case//113 annat//JJ|POS|NEU|SIN|IND|NOM//amod//113 sätt//NN|NEU|SIN|IND|NOM//obl//110 än//KN//mark//116 genom//PP//case//116 tryckning//NN|UTR|SIN|IND|NOM//nmod//113 kan//VB|PRS|AKT//aux//123 utgivaren//NN|UTR|SIN|DEF|NOM//nsubj//123 i//PP//case//121 viss//JJ|POS|UTR|SIN|IND|NOM//amod//121 mån//NN|UTR|SIN|IND|NOM//obl//123 själv//JJ|POS|UTR|SIN|IND|NOM//amod//121 bestämma//VB|INF|AKT//conj//16 om//SN//mark//127 skriften//NN|UTR|SIN|DEF|NOM//nsubj//127 skall//VB|PRS|AKT//aux//127 falla//VB|INF|AKT//advcl//123 in//PL//compound:prt//127 under//PP//case//130 TF//PM|NOM//obl//127 ://MID//punct//127 s//NN|AN//nummod//133 bestämmelser//NN|UTR|PLU|IND|NOM//appos//127 eller//KN//cc//142 inte//AB//advmod//142 .//MAD//punct//135
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;För//PP//case//139 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//139 typer//NN|UTR|PLU|IND|NOM//obl//142 av//PP//case//141 skrifter//NN|UTR|PLU|IND|NOM//nmod//139 krävs//VB|PRS|SFO//conj//127 utgivningsbevis//AB//advmod//142 för//PP//mark//149 att//SN//mark//149 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//149 skall//VB|PRS|AKT//aux//149 få//VB|INF|AKT//aux//149 ges//VB|INF|SFO//advcl//142 ut//PL//compound:prt//149 (//PAD//punct//149 5//RG|NOM//nummod//153 kap.//NN|AN//nmod//155 5//RG|NOM//nummod//155 §//NN|AN//obl//149 )//PAD//punct//123 .//MAD//punct//16
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;För//PP//mark//2 att//IE//mark//2 omfattas//VB|INF|SFO//advcl//10 av//PP//case//4 grundlagsskyddet//NN|NEU|SIN|DEF|NOM//obl:agent//2 måste//VB|PRS|AKT//aux//10 den//DT|UTR|SIN|DEF//det//8 tryckta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//8 skriften//NN|UTR|SIN|DEF|NOM//nsubj//10 vara//VB|INF|AKT//cop//10 utgiven//PC|PRF|UTR|SIN|IND|NOM//ROOT//10 (//PAD//punct//10 1//RG|NOM//nummod//13 kap.//NN|AN//appos//10 6//RG|NOM//nummod//15 §//NN|AN//obl//13 )//PAD//punct//10 .//MAD//punct//10
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//19 anses//VB|PRS|SFO//parataxis//10 utgiven//PC|PRF|UTR|SIN|IND|NOM//xcomp//19 då//HA//mark//24 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//24 blivit//VB|SUP|AKT//aux:pass//24 utlämnad//PC|PRF|UTR|SIN|IND|NOM//advcl//20 till//PP//case//29 salu//NN|-|-|-|-//fixed//25 eller//KN//cc//29 för//PP//case//29 spridning//NN|UTR|SIN|IND|NOM//obl//24 på//PP//case//32 annat//JJ|POS|NEU|SIN|IND|NOM//amod//32 sätt//NN|NEU|SIN|IND|NOM//nmod//29 .//MAD//punct//10
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 är//VB|PRS|AKT//cop//38 således//AB//advmod//38 inte//AB//advmod//38 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//10 att//SN//mark//43 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//43 verkligen//AB//advmod//43 har//VB|PRS|AKT//aux//43 blivit//VB|SUP|AKT//csubj//38 spridd//JJ|POS|UTR|SIN|IND|NOM//xcomp//43 ,//MID//punct//38 utan//KN//cc//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 räcker//VB|PRS|AKT//conj//10 att//SN//mark//51 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//51 blivit//VB|SUP|AKT//ccomp//48 utlämnad//PC|PRF|UTR|SIN|IND|NOM//xcomp//51 för//PP//case//54 spridning//NN|UTR|SIN|IND|NOM//nmod//52 .//MAD//punct//10
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Beträffande//PP//case//2 periodiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 skrifter//NN|UTR|PLU|IND|NOM//obl//3 finns//VB|PRS|SFO//ROOT//3 slutligen//AB//advmod//3 en//DT|UTR|SIN|IND//det//6 specialbestämmelse//NN|UTR|SIN|IND|NOM//nsubj//3 i//PP//case//13 1//RG|NOM//nummod//9 kap.//NN|AN//nmod//10 7//RG|NOM//nummod//11 §//NN|AN//nmod//13 andra//RO|NOM//amod//13 stycket//NN|NEU|SIN|DEF|NOM//nmod//6 .//MID//punct//3
10.2.3 Vilka skrifter omfattas av grundlagsskyddet?;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//16 radioprogram//NN|NEU|PLU|IND|NOM//nsubj:pass//40 ,//MID//punct//18 filmer//NN|UTR|PLU|IND|NOM//conj//16 eller//KN//cc//20 ljudupptagningar//NN|UTR|PLU|IND|NOM//conj//16 som//HP|-|-|-//obj//27 ägaren//NN|UTR|SIN|DEF|NOM//nsubj//27 till//PP//case//26 en//DT|UTR|SIN|IND//det//26 periodisk//JJ|POS|UTR|SIN|IND|NOM//amod//26 skrift//NN|UTR|SIN|IND|NOM//nmod//22 sprider//VB|PRS|AKT//acl:relcl//20 eller//KN//cc//29 låter//VB|PRS|AKT//conj//27 sprida//VB|INF|AKT//xcomp//29 och//KN//cc//34 som//KN//mark//34 oförändrat//AB|POS//advmod//34 återger//VB|PRS|AKT//conj//27 skriftens//NN|UTR|SIN|DEF|GEN//nmod:poss//36 innehåll//NN|NEU|SIN|IND|NOM//obj//34 och//KN//cc//39 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//39 disposition//NN|UTR|SIN|IND|NOM//conj//36 omfattas//VB|PRS|SFO//conj//3 också//AB//advmod//40 av//PP//case//43 grundlagsskyddet//NN|NEU|SIN|DEF|NOM//obl:agent//40 .//MAD//punct//3

10.2.4 Vilka övriga yttranden omfattas av grundlagsskyddet?;De//DT|UTR/NEU|PLU|DEF//det//2 tryckfrihetsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 grundprinciperna//NN|UTR|PLU|DEF|NOM//nsubj//3 gäller//VB|PRS|AKT//ROOT//3 även//AB//advmod//3 för//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 medier//NN|NEU|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj:pass//9 omfattas//VB|PRS|SFO//acl:relcl//7 av//PP//case//11 YGL//PM|NOM//obl:agent//9 .//MAD//punct//3
10.2.4 Vilka övriga yttranden omfattas av grundlagsskyddet?;I//PP//case//18 1//RG|NOM//nummod//15 kap.//NN|AN//nmod//16 9//RG|NOM//nummod//17 §//NN|AN//nmod//18 YGL//PM|NOM//obl//3 finns//VB|PRS|SFO//advcl//3 dessutom//AB//advmod//19 en//DT|UTR|SIN|IND//det//22 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//19 om//PP//case//24 spridning//NN|UTR|SIN|IND|NOM//nmod//22 av//PP//case//26 yttrande//NN|NEU|SIN|IND|NOM//nmod//24 som//HP|-|-|-//nsubj//29 även//AB//advmod//29 omfattar//VB|PRS|AKT//acl:relcl//24 tryckta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 skrifter//NN|UTR|PLU|IND|NOM//obj//29 i//PP//case//34 traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//34 mening//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//3
10.2.4 Vilka övriga yttranden omfattas av grundlagsskyddet?;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//37 innebär//VB|PRS|AKT//parataxis//3 att//SN//mark//43 grundlagsskyddet//NN|NEU|SIN|DEF|NOM//nsubj:pass//43 för//PP//case//41 radioprogram//NN|NEU|PLU|IND|NOM//nmod//39 även//AB//advmod//43 tillämpas//VB|PRS|SFO//ccomp//37 när//HA//case//46 en//DT|UTR|SIN|IND//det//46 redaktion//NN|UTR|SIN|IND|NOM//obl//43 för//PP//case//51 en//DT|UTR|SIN|IND//det//51 tryckt//PC|PRF|UTR|SIN|IND|NOM//amod//51 periodisk//JJ|POS|UTR|SIN|IND|NOM//amod//51 skrift//NN|UTR|SIN|IND|NOM//nmod//46 eller//KN//cc//54 för//PP//case//54 radioprogram//NN|NEU|PLU|IND|NOM//conj//51 ,//MID//punct//57 ett//DT|NEU|SIN|IND//det//57 företag//NN|NEU|SIN|IND|NOM//conj//54 för//PP//case//59 framställning//NN|UTR|SIN|IND|NOM//nmod//57 av//PP//case//61 filmer//NN|UTR|PLU|IND|NOM//nmod//59 eller//KN//cc//63 ljudupptagningar//NN|UTR|PLU|IND|NOM//conj//61 eller//KN//cc//66 en//DT|UTR|SIN|IND//det//66 nyhetsbyrå//NN|UTR|SIN|IND|NOM//conj//61 med//PP//case//71 hjälp//NN|UTR|SIN|IND|NOM//fixed//67 av//PP//fixed//67 elektromagnetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 vågor//NN|UTR|PLU|IND|NOM//obl//74 på//PP//case//73 begäran//NN|UTR|SIN|IND|NOM//nmod//71 tillhandahåller//VB|PRS|AKT//conj//43 allmänheten//NN|UTR|SIN|DEF|NOM//nsubj//74 upplysningar//NN|UTR|PLU|IND|NOM//obj//74 direkt//AB|POS//advmod//80 ur//PP//case//80 ett//DT|NEU|SIN|IND//det//80 register//NN|NEU|SIN|IND|NOM//obl//74 med//PP//case//82 upptagningar//NN|UTR|PLU|IND|NOM//nmod//80 för//PP//case//85 automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//85 databehandling//NN|UTR|SIN|IND|NOM//nmod//82 .//MAD//punct//37
10.2.4 Vilka övriga yttranden omfattas av grundlagsskyddet?;Grundlagsskyddet//NN|NEU|SIN|DEF|NOM//nsubj//88 gäller//VB|PRS|AKT//parataxis//37 dock//AB//advmod//88 inte//AB//advmod//88 om//SN//mark//95 den//DT|UTR|SIN|DEF//det//93 mottagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//95 kan//VB|PRS|AKT//aux//95 ändra//VB|INF|AKT//advcl//88 innehållet//NN|NEU|SIN|DEF|NOM//obj//95 i//PP//case//98 registret//NN|NEU|SIN|DEF|NOM//nmod//96 .//MAD//punct//88
