Släpvagnskörning med B-körkort ;–//RG|NOM//punct//6 när//HA//advmod//6 kan//VB|PRS|AKT//aux//6 de//DT|UTR/NEU|PLU|DEF//det//5 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 EU-reglerna//NN|UTR|PLU|DEF|NOM//nsubj//6 börja//VB|INF|AKT//ROOT//6 tillämpas//VB|INF|SFO//xcomp//6 ?//MAD//punct//6
2.2 Körkortsdirektivets behörighetsregler;Även//AB//advmod//64 fordonskombinationer//NN|UTR|PLU|IND|NOM//parataxis//11 som//HP|-|-|-//nsubj//66 består//VB|PRS|AKT//acl:relcl//64 av//PP//case//69 ett//DT|NEU|SIN|IND//det//69 dragfordon//NN|NEU|SIN|IND|NOM//obl//66 i//PP//case//72 kategori//NN|UTR|SIN|IND|NOM//nmod//72 B//NN|NEU|SIN|IND|NOM//nmod//69 och//KN//cc//75 en//DT|UTR|SIN|IND//det//75 släpvagn//NN|UTR|SIN|IND|NOM//conj//72 vars//HS|DEF//nmod:poss//77 totalvikt//NN|UTR|SIN|IND|NOM//nsubj//78 överskrider//VB|PRS|AKT//conj//11 750//RG|NOM//nummod//80 kg//NN|AN//obj//78 får//VB|PRS|AKT//aux//82 framföras//VB|INF|SFO//conj//11 enligt//PP//case//85 samma//DT|UTR/NEU|SIN/PLU|IND//det//85 bestämmelse//NN|UTR|SIN|IND|NOM//obl//82 ,//MID//punct//11 om//PP//mark//92 kombinationens//NN|UTR|SIN|DEF|GEN//nmod:poss//90 tillåtna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//90 totalvikt//NN|UTR|SIN|IND|NOM//nsubj//92 inte//AB//advmod//92 överstiger//VB|PRS|AKT//advcl//11 3//RG|NOM//nummod//95 500//RG|NOM//nummod//95 kg//NN|AN//obj//92 och//KN//cc//101 släpvagnens//NN|UTR|SIN|DEF|GEN//nmod:poss//98 totalvikt//NN|UTR|SIN|IND|NOM//nsubj//101 inte//AB//advmod//101 är//VB|PRS|AKT//cop//101 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//92 än//KN//case//104 dragfordonets//NN|NEU|SIN|DEF|GEN//nmod:poss//104 tjänstevikt//NN|UTR|SIN|IND|NOM//nmod//101 .//MAD//punct//11
2.2 Körkortsdirektivets behörighetsregler;Det//DT|NEU|SIN|DEF//det//2 tredje//RO|NOM//amod//2 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj//19 (//PAD//punct//5 direktiv//NN|NEU|SIN|IND|NOM//amod//5 2006/126//RG|NOM//appos//2 ///MID//cc//7 EG//PM|NOM//conj//5 )//PAD//punct//5 ,//MID//punct//2 som//HP|-|-|-//nsubj//13 är//VB|PRS|AKT//cop//13 en//DT|UTR|SIN|IND//det//13 revidering//NN|UTR|SIN|IND|NOM//acl:relcl//2 av//PP//case//17 det//DT|NEU|SIN|DEF//det//17 andra//RO|NOM//amod//17 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//13 ,//MID//punct//19 trädde//VB|PRT|AKT//ROOT//19 i//PP//compound:prt//19 kraft//NN|UTR|SIN|IND|NOM//fixed//20 den//DT|UTR|SIN|DEF//det//24 19//RG|NOM//nummod//24 januari//NN|UTR|SIN|IND|NOM//obl//19 2007//RG|NOM//nummod//24 .//MAD//punct//24
2.2 Körkortsdirektivets behörighetsregler;Huvuddelen//NN|UTR|SIN|DEF|NOM//nsubj//40 av//PP//case//29 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//27 ,//MID//punct//35 bland//PP//advmod//35 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//31 de//DT|UTR/NEU|PLU|DEF//fixed//31 nu//AB//advmod//35 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 om//PP//case//37 fordonsvikter//NN|UTR|PLU|IND|NOM//nmod//35 ,//MID//punct//27 skall//VB|PRS|AKT//aux//40 börja//VB|INF|AKT//conj//19 tillämpas//VB|INF|SFO//xcomp//40 från//PP//advmod//41 och//KN//cc//47 med//PP//case//47 den//DT|UTR|SIN|DEF//det//47 19//RG|NOM//nummod//47 januari//NN|UTR|SIN|IND|NOM//obl//65 2013//RG|NOM//nummod//47 .//MAD//punct//47
2.2 Körkortsdirektivets behörighetsregler;I//PP//case//53 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//52 artikel//NN|UTR|SIN|IND|NOM//nmod//53 4.4//RG|NOM//nmod//47 b//NN|NEU|SIN|IND|NOM//nummod//53 )//PAD//punct//47 ,//MID//punct//47 som//HP|-|-|-//nsubj//58 omfattar//VB|PRS|AKT//acl:relcl//47 kategorier//NN|UTR|PLU|IND|NOM//obj//58 ,//MID//punct//61 definitioner//NN|UTR|PLU|IND|NOM//conj//59 och//KN//cc//63 åldersgränser//NN|UTR|PLU|IND|NOM//conj//59 ,//MID//punct//47 anges//VB|PRS|SFO//conj//19 att//SN//mark//79 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//79 som//HP|-|-|-//nsubj//69 har//VB|PRS|AKT//acl:relcl//67 körkort//NN|NEU|SIN|IND|NOM//obj//69 med//PP//case//72 behörighet//NN|UTR|SIN|IND|NOM//obl//69 för//PP//case//74 fordon//NN|NEU|PLU|IND|NOM//obl//69 i//PP//case//77 kategori//NN|UTR|SIN|IND|NOM//nmod//77 B//NN|NEU|SIN|IND|NOM//nmod//74 får//VB|PRS|AKT//aux//79 köra//VB|INF|AKT//ccomp//65 motorfordon//NN|NEU|PLU|IND|NOM//obj//79 med//PP//case//84 en//DT|UTR|SIN|IND//det//83 tillåten//JJ|POS|UTR|SIN|IND|NOM//nmod//84 totalvikt//NN|UTR|SIN|IND|NOM//nmod//80 som//HP|-|-|-//nsubj//87 inte//AB//advmod//87 överstiger//VB|PRS|AKT//acl:relcl//84 3//RG|NOM//nummod//90 500//RG|NOM//nummod//90 kg//NN|AN//obj//87 och//KN//cc//94 som//HP|-|-|-//nsubj//94 är//VB|PRS|AKT//cop//94 konstruerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//79 och//KN//cc//96 tillverkade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//94 för//PP//mark//99 att//IE//mark//99 ta//VB|INF|AKT//advcl//96 högst//AB|SUV//advmod//101 åtta//RG|NOM//nummod//102 personer//NN|UTR|PLU|IND|NOM//obj//99 utöver//PP//case//104 föraren//NN|UTR|SIN|DEF|NOM//nmod//102 .//MAD//punct//111
2.2 Körkortsdirektivets behörighetsregler;Till//PP//case//109 ett//DT|NEU|SIN|IND//det//109 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//109 fordon//NN|NEU|SIN|IND|NOM//obl//111 får//VB|PRS|AKT//aux//111 kopplas//VB|INF|SFO//conj//94 en//DT|UTR|SIN|IND//det//113 släpvagn//NN|UTR|SIN|IND|NOM//nsubj:pass//111 med//PP//case//117 en//DT|UTR|SIN|IND//det//116 tillåten//JJ|POS|UTR|SIN|IND|NOM//nmod//117 totalvikt//NN|UTR|SIN|IND|NOM//obl//111 som//HP|-|-|-//nsubj//120 inte//AB//advmod//120 överstiger//VB|PRS|AKT//acl:relcl//117 750//RG|NOM//nummod//122 kg//NN|AN//obj//120 .//MAD//punct//79
2.2 Körkortsdirektivets behörighetsregler;Även//AB//advmod//126 en//DT|UTR|SIN|IND//det//126 släpvagn//NN|UTR|SIN|IND|NOM//nsubj:pass//132 med//PP//case//130 en//DT|UTR|SIN|IND//det//130 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//130 totalvikt//NN|UTR|SIN|IND|NOM//nmod//126 får//VB|PRS|AKT//aux//132 kopplas//VB|INF|SFO//advcl//79 till//PP//case//136 ett//DT|NEU|SIN|IND//det//136 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//136 motorfordon//NN|NEU|SIN|IND|NOM//obl//132 i//PP//case//139 kategori//NN|UTR|SIN|IND|NOM//nmod//139 B//NN|NEU|SIN|IND|NOM//nmod//136 ,//MID//punct//136 förutsatt//PC|PRF|NEU|SIN|IND|NOM//mark//147 att//SN//fixed//141 fordonskombinationens//NN|UTR|SIN|DEF|GEN//nmod:poss//145 tillåtna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//145 totalvikt//NN|UTR|SIN|IND|NOM//nsubj//147 inte//AB//advmod//147 överstiger//VB|PRS|AKT//advcl//132 4//RG|NOM//nummod//150 250//RG|NOM//nummod//150 kg//NN|AN//obj//147 .//MAD//punct//65
2.2 Körkortsdirektivets behörighetsregler;Om//SN//mark//156 fordonskombinationens//NN|UTR|SIN|DEF|GEN//nmod:poss//155 tillåtna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//155 totalvikt//NN|UTR|SIN|IND|NOM//nsubj//156 överstiger//VB|PRS|AKT//advcl//169 3//RG|NOM//nummod//159 500//RG|NOM//nummod//159 kg//NN|AN//obj//156 skall//VB|PRS|AKT//aux//169 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//169 i//PP//case//166 enlighet//NN|UTR|SIN|IND|NOM//fixed//162 med//PP//fixed//162 bilaga//NN|UTR|SIN|IND|NOM//nmod//166 V//RG|NOM//nmod//161 i//PP//case//168 direktivet//NN|NEU|SIN|DEF|NOM//nmod//166 kräva//VB|INF|AKT//conj//19 att//SN//mark//174 kombinationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//174 bara//AB//advmod//174 får//VB|PRS|AKT//aux//174 köras//VB|INF|SFO//ccomp//169 efter//PP//case//177 avslutad//PC|PRF|UTR|SIN|IND|NOM//amod//177 utbildning//NN|UTR|SIN|IND|NOM//obl//174 eller//KN//cc//179 godkänt//PC|PRF|NEU|SIN|IND|NOM//conj//177 körprov//NN|NEU|SIN|IND|NOM//conj//177 eller//KN//cc//183 både//KN//cc//183 utbildning//NN|UTR|SIN|IND|NOM//conj//180 och//KN//cc//185 prov//NN|NEU|SIN|IND|NOM//conj//183 .//MAD//punct//169
2.2 Körkortsdirektivets behörighetsregler;Åldersgränsen//NN|UTR|SIN|DEF|NOM//nsubj//194 för//PP//case//190 kategori//NN|UTR|SIN|IND|NOM//nmod//190 B//NN|NEU|SIN|IND|NOM//nmod//187 skall//VB|PRS|AKT//aux//194 vara//VB|INF|AKT//cop//194 18//RG|NOM//nummod//194 år//NN|NEU|PLU|IND|NOM//parataxis//169 .//MAD//punct//194
2.2 Körkortsdirektivets behörighetsregler;Enligt//PP//case//198 bilaga//NN|UTR|SIN|IND|NOM//nmod//198 V//RG|NOM//nmod//194 skall//VB|PRS|AKT//aux//201 den//DT|UTR|SIN|DEF//nsubj//201 åsyftade//PC|PRF|UTR/NEU|SIN|DEF|NOM//conj//19 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj//203 ha//VB|INF|AKT//xcomp//201 en//DT|UTR|SIN|IND//det//205 längd//NN|UTR|SIN|IND|NOM//obj//203 på//PP//case//209 minst//AB|SUV//advmod//208 sju//RG|NOM//nummod//209 timmar//NN|UTR|PLU|IND|NOM//nmod//205 och//KN//cc//214 ett//DT|NEU|SIN|IND//det//212 prov//NN|NEU|SIN|IND|NOM//nsubj//214 vara//VB|INF|AKT//cop//214 utformat//PC|PRF|NEU|SIN|IND|NOM//conj//203 så//AB//advmod//214 att//SN//mark//218 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//218 går//VB|PRS|AKT//advcl//214 att//IE//mark//220 bedöma//VB|INF|AKT//csubj//218 förmåga//NN|UTR|SIN|IND|NOM//obj//220 och//KN//cc//223 beteende//NN|NEU|SIN|IND|NOM//conj//221 .//MAD//punct//19
2.2 Körkortsdirektivets behörighetsregler;Skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//11 mellan//PP//case//3 det//DT|NEU|SIN|DEF//det//3 andra//RO|NOM//nmod//0 och//KN//cc//8 det//DT|NEU|SIN|DEF//det//7 tredje//RO|NOM//amod//7 körkortsdirektivets//NN|NEU|SIN|DEF|GEN//nmod:poss//8 bestämmelser//NN|UTR|PLU|IND|NOM//conj//0 om//PP//case//10 släpvagnsvikter//NN|UTR|PLU|IND|NOM//nmod//8 är//VB|PRS|AKT//ROOT//11 således//AB//advmod//23 dels//KN//advmod//23 att//SN//mark//23 förhållandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//23 mellan//PP//case//18 dragbilens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 tjänstevikt//NN|UTR|SIN|IND|NOM//nmod//15 och//KN//cc//21 släpvagnens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 totalvikt//NN|UTR|SIN|IND|NOM//conj//18 har//VB|PRS|AKT//aux//23 tagits//VB|SUP|SFO//ccomp//11 bort//PL//compound:prt//23 i//PP//case//28 det//DT|NEU|SIN|DEF//det//28 tredje//RO|NOM//amod//28 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//obl//23 ,//MID//punct//33 dels//KN//advmod//33 att//SN//mark//33 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//33 lagts//VB|SUP|SFO//advcl//11 till//PP//case//36 en//DT|UTR|SIN|IND//det//36 möjlighet//NN|UTR|SIN|IND|NOM//obl//33 att//IE//mark//41 med//PP//case//39 B-behörighet//NN|UTR|SIN|IND|NOM//obl//41 ,//MID//punct//41 kompletterad//PC|PRF|UTR|SIN|IND|NOM//acl//36 med//PP//case//44 genomförd//PC|PRF|UTR|SIN|IND|NOM//amod//44 utbildning//NN|UTR|SIN|IND|NOM//obl//41 ,//MID//punct//46 godkänt//PC|PRF|NEU|SIN|IND|NOM//amod//47 körprov//NN|NEU|SIN|IND|NOM//conj//41 eller//KN//cc//50 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//50 delar//NN|UTR|PLU|IND|NOM//conj//47 ,//MID//punct//47 få//VB|INF|AKT//aux//53 köra//VB|INF|AKT//conj//41 en//DT|UTR|SIN|IND//det//55 kombination//NN|UTR|SIN|IND|NOM//obj//53 vars//HS|DEF//nmod:poss//58 sammanlagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//58 totalvikt//NN|UTR|SIN|IND|NOM//nsubj//59 överstiger//VB|PRS|AKT//acl:relcl//55 3//RG|NOM//nummod//62 500//RG|NOM//nummod//62 kg//NN|AN//obj//59 men//KN//cc//67 inte//AB//advmod//67 4//RG|NOM//nummod//66 250//RG|NOM//nummod//67 kg//NN|AN//conj//62 .//MAD//punct//11

2.3 Behörighets- och trafikbestämmelser för dragbil och släp;De//DT|UTR/NEU|PLU|DEF//det//2 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 körkorts-//NN|UTR|-|-|SMS//nsubj//5 och//KN//cc//4 fordonsdefinitionerna//NN|UTR|PLU|DEF|NOM//conj//2 uppfyller//VB|PRS|AKT//ROOT//5 de//DT|UTR/NEU|PLU|DEF//det//7 krav//NN|NEU|PLU|IND|NOM//obj//5 som//HP|-|-|-//nsubj:pass//9 ställs//VB|PRS|SFO//acl:relcl//7 i//PP//case//13 det//DT|NEU|SIN|DEF//det//13 andra//RO|NOM//amod//13 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//obl//9 ,//MID//punct//18 vilket//HP|NEU|SIN|IND//obj//18 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//18 var//VB|PRT|AKT//cop//18 förpliktigade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//7 att//IE//mark//20 följa//VB|INF|AKT//xcomp//18 efter//PP//case//24 den//DT|UTR|SIN|DEF//det//24 1//RO|NOM//nummod//24 juli//NN|UTR|SIN|IND|NOM//obl//20 1996//RG|NOM//nummod//24 .//MAD//punct//5
2.3 Behörighets- och trafikbestämmelser för dragbil och släp;I//PP//case//5 2//RO|NOM//nummod//2 kap.//NN|AN//nmod//3 1//RG|NOM//nummod//4 §//NN|AN//nmod//5 KKL//PM|NOM//obl//6 finns//VB|PRS|SFO//ROOT//6 den//DT|UTR|SIN|DEF//det//9 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 körkortsbestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//27 som//HP|-|-|-//nsubj//11 anger//VB|PRS|AKT//acl:relcl//9 att//SN//mark//26 personbil//NN|UTR|SIN|IND|NOM//nsubj//24 ,//MID//punct//15 lastbil//NN|UTR|SIN|IND|NOM//conj//13 ,//MID//punct//17 buss//NN|UTR|SIN|IND|NOM//conj//13 ,//MID//punct//19 motorcykel//NN|UTR|SIN|IND|NOM//conj//13 ,//MID//punct//21 terrängvagn//NN|UTR|SIN|IND|NOM//conj//13 och//KN//cc//23 motorredskap//NN|NEU|SIN|IND|NOM//conj//13 klass//NN|UTR|SIN|IND|NOM//dep//12 I//PP//nmod//24 får//VB|PRS|AKT//aux//27 köras//VB|INF|SFO//xcomp//6 endast//AB//advmod//27 av//PP//case//30 den//PN|UTR|SIN|DEF|SUB/OBJ//obl:agent//27 som//HP|-|-|-//nsubj//32 har//VB|PRS|AKT//acl:relcl//30 ett//DT|NEU|SIN|IND//det//35 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 körkort//NN|NEU|SIN|IND|NOM//obj//32 för//PP//case//37 fordonet//NN|NEU|SIN|DEF|NOM//obl//32 .//MID//punct//6
2.3 Behörighets- och trafikbestämmelser för dragbil och släp;Har//VB|PRS|AKT//aux//41 släpfordon//NN|NEU|SIN|IND|NOM//nsubj:pass//41 kopplats//VB|SUP|SFO//parataxis//6 till//PP//case//44 en//DT|UTR|SIN|IND//det//44 bil//NN|UTR|SIN|IND|NOM//obl//41 skall//VB|PRS|AKT//aux//47 föraren//NN|UTR|SIN|DEF|NOM//nsubj//47 ha//VB|INF|AKT//conj//6 körkortsbehörighet//NN|UTR|SIN|IND|NOM//obj//47 även//AB//advmod//51 för//PP//case//51 släpfordonet//NN|NEU|SIN|DEF|NOM//obl//47 .//MAD//punct//6
2.3 Behörighets- och trafikbestämmelser för dragbil och släp;I//PP//case//5 2//RG|NOM//nummod//2 kap.//NN|AN//nmod//3 5//RG|NOM//nummod//4 §//NN|AN//nmod//5 KKL//PM|NOM//obl//6 anges//VB|PRS|SFO//ROOT//6 förarbehörigheterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//6 och//KN//cc//12 vilka//HD|UTR/NEU|PLU|IND//det//10 fordon//NN|NEU|PLU|IND|NOM//obj//12 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//12 ger//VB|PRS|AKT//conj//6 rätt//PL//obj//12 att//IE//mark//15 köra//VB|INF|AKT//acl//13 .//MAD//punct//6
2.3 Behörighets- och trafikbestämmelser för dragbil och släp;Här//AB//advmod//18 framgår//VB|PRS|AKT//parataxis//6 bl.a.//AB|AN//advmod//18 att//SN//mark//22 förarbehörighet//NN|UTR|SIN|IND|NOM//nsubj:pass//22 anges//VB|PRS|SFO//advcl//18 i//PP//case//24 körkortet//NN|NEU|SIN|DEF|NOM//obl//22 med//PP//case//27 beteckningen//NN|UTR|SIN|DEF|NOM//nmod//27 B//NN|NEU|SIN|IND|NOM//nmod//24 för//PP//case//29 personbil//NN|UTR|SIN|IND|NOM//nmod//27 med//PP//case//31 totalvikt//NN|UTR|SIN|IND|NOM//nmod//29 av//PP//case//35 högst//AB|SUV//advmod//34 3,5//RG|NOM//nummod//35 ton//NN|NEU|PLU|IND|NOM//nmod//31 och//KN//cc//38 lätt//JJ|POS|UTR|SIN|IND|NOM//amod//38 lastbil//NN|UTR|SIN|IND|NOM//conj//35 samt//KN//cc//43 enbart//AB//advmod//43 ett//DT|NEU|SIN|IND//det//43 lätt//JJ|POS|NEU|SIN|IND|NOM//amod//43 släpfordon//NN|NEU|SIN|IND|NOM//conj//18 som//HP|-|-|-//nsubj//46 är//VB|PRS|AKT//cop//46 kopplat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//43 till//PP//case//49 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//49 bilar//NN|UTR|PLU|IND|NOM//obl//46 .//MAD//punct//18
2.3 Behörighets- och trafikbestämmelser för dragbil och släp;Behörigheten//NN|UTR|SIN|DEF|NOM//nmod//52 C//PM|NOM//nsubj:pass//53 krävs//VB|PRS|SFO//parataxis//18 för//PP//case//56 tung//JJ|POS|UTR|SIN|IND|NOM//amod//56 lastbil//NN|UTR|SIN|IND|NOM//obl//53 och//KN//cc//58 personbil//NN|UTR|SIN|IND|NOM//conj//56 med//PP//case//60 totalvikt//NN|UTR|SIN|IND|NOM//obl//53 över//PP//case//63 3,5//RG|NOM//nummod//63 ton//NN|NEU|PLU|IND|NOM//nmod//60 samt//KN//cc//68 enbart//AB//advmod//68 ett//DT|NEU|SIN|IND//det//68 lätt//JJ|POS|NEU|SIN|IND|NOM//amod//68 släpfordon//NN|NEU|SIN|IND|NOM//conj//53 som//HP|-|-|-//nsubj//71 är//VB|PRS|AKT//cop//71 kopplat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//68 till//PP//case//74 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//74 bilar//NN|UTR|PLU|IND|NOM//obl//71 .//MAD//punct//6
2.3 Behörighets- och trafikbestämmelser för dragbil och släp;E-behörighet//NN|UTR|SIN|IND|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 för//PP//case//3 släpfordon//NN|NEU|SIN|IND|NOM//obl//1 ,//MID//punct//6 oavsett//PP//case//6 vikt//NN|UTR|SIN|IND|NOM//conj//3 och//KN//cc//8 antal//NN|NEU|SIN|IND|NOM//conj//6 .//MAD//punct//1
2.3 Behörighets- och trafikbestämmelser för dragbil och släp;Ebehörighet//NN|UTR|SIN|IND|NOM//nsubj//11 ger//VB|PRS|AKT//conj//1 rätt//NN|UTR|SIN|IND|NOM//obj//11 att//IE//mark//18 i//PP//case//17 kombination//NN|UTR|SIN|IND|NOM//fixed//14 med//PP//fixed//14 dragfordon//NN|NEU|SIN|IND|NOM//obl//18 köra//VB|INF|AKT//acl//12 även//AB//advmod//18 släpfordon//NN|NEU|PLU|IND|NOM//obj//18 som//HP|-|-|-//nsubj//25 inte//AB//advmod//25 är//VB|PRS|AKT//cop//25 att//IE//mark//25 anse//VB|INF|AKT//acl:relcl//20 som//KN//mark//27 lätt//JJ|POS|UTR|SIN|IND|NOM//xcomp//25 .//MAD//punct//11
2.3 Behörighets- och trafikbestämmelser för dragbil och släp;Av//PP//case//5 3//RG|NOM//nummod//2 kap.//NN|AN//obl//4 7//RG|NOM//nummod//4 §//NN|AN//nmod//5 KKL//PM|NOM//obl//6 framgår//VB|PRS|AKT//ROOT//6 att//SN//mark//14 körkort//NN|NEU|SIN|IND|NOM//nsubj:pass//14 med//PP//case//12 bl.a.//AB|AN//advmod//12 behörigheten//NN|UTR|SIN|DEF|NOM//nmod//12 BE//PM|NOM//nmod//8 får//VB|PRS|AKT//aux//14 utfärdas//VB|INF|SFO//ccomp//6 endast//AB//advmod//14 för//PP//case//17 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//14 som//HP|-|-|-//nsubj//19 har//VB|PRS|AKT//acl:relcl//17 behörighet//NN|UTR|SIN|IND|NOM//obj//19 för//PP//case//22 dragfordonet//NN|NEU|SIN|DEF|NOM//obl//19 .//MID//punct//6
2.3 Behörighets- och trafikbestämmelser för dragbil och släp;Om//SN//mark//27 sökanden//NN|UTR|SIN|DEF|NOM//nsubj//27 har//VB|PRS|AKT//aux//27 haft//VB|SUP|AKT//advcl//48 körkort//NN|NEU|SIN|IND|NOM//obj//27 med//PP//case//30 behörighet//NN|UTR|SIN|IND|NOM//obl//27 för//PP//case//32 dragfordon//NN|NEU|PLU|IND|NOM//nmod//30 och//KN//cc//34 släpfordon//NN|NEU|PLU|IND|NOM//conj//27 av//PP//case//37 det//DT|NEU|SIN|DEF//det//37 slag//NN|NEU|SIN|IND|NOM//nmod//34 som//HP|-|-|-//obj//40 ansökan//NN|UTR|SIN|IND|NOM//nsubj//40 avser//VB|PRS|AKT//acl:relcl//37 ,//MID//punct//27 får//VB|PRS|AKT//aux//48 dock//AB//advmod//42 körkort//NN|NEU|SIN|IND|NOM//obj//42 med//PP//case//47 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 behörighet//NN|UTR|SIN|IND|NOM//obl//48 utfärdas//VB|PRS|SFO//parataxis//6 samtidigt//AB//advmod//48 .//MAD//punct//6

2.3.1 Fordons- och viktdefinitioner;Släpfordon//NN|NEU|PLU|IND|NOM//ROOT//0
2.3.1 Fordons- och viktdefinitioner;Med//PP//case//1 släpfordon//NN|NEU|PLU|IND|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 enligt//PP//case//6 2//RG|NOM//nummod//5 §//NN|AN//nmod//6 lagen//NN|UTR|SIN|DEF|NOM//obl//2 (//PAD//punct//8 2001:559//RG|NOM//appos//6 )//PAD//punct//8 om//PP//case//11 vägtrafikdefinitioner//NN|UTR|PLU|IND|NOM//nmod//6 ,//MID//punct//13 LDEF//PM|NOM//conj//11 ,//MID//punct//16 ett//DT|NEU|SIN|IND//det//16 fordon//NN|NEU|SIN|IND|NOM//conj//11 som//HP|-|-|-//nsubj//19 är//VB|PRS|AKT//aux:pass//19 inrättat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//16 för//PP//case//21 koppling//NN|UTR|SIN|IND|NOM//obl//19 till//PP//case//26 ett//DT|NEU|SIN|IND//det//25 annat//JJ|POS|NEU|SIN|IND|NOM//amod//25 motordrivet//PC|PRF|NEU|SIN|IND|NOM//amod//26 fordon//NN|NEU|SIN|IND|NOM//nmod//21 än//KN//case//30 en//DT|UTR|SIN|IND//det//29 moped//NN|UTR|SIN|IND|NOM//nmod//30 klass//NN|UTR|SIN|IND|NOM//nmod//26 II//RG|NOM//nummod//30 och//KN//cc//34 är//VB|PRS|AKT//aux:pass//34 avsett//PC|PRF|NEU|SIN|IND|NOM//conj//2 för//PP//case//36 person-//NN|UTR|-|-|SMS//obl//34 eller//KN//cc//38 godsbefordran//NN|UTR|SIN|IND|NOM//conj//36 eller//KN//cc//42 för//PP//mark//42 att//IE//mark//42 bära//VB|INF|AKT//conj//34 en//DT|UTR|SIN|IND//det//44 anordning//NN|UTR|SIN|IND|NOM//obj//42 för//PP//mark//47 att//IE//mark//47 driva//VB|INF|AKT//advcl//42 dessa//DT|UTR/NEU|PLU|DEF//det//49 fordon//NN|NEU|PLU|IND|NOM//obj//47 .//MAD//punct//2
2.3.1 Fordons- och viktdefinitioner;Släpfordon//NN|NEU|PLU|IND|NOM//nsubj:pass//52 delas//VB|PRS|SFO//parataxis//2 in//PL//advmod//52 i//PP//case//55 släpvagnar//NN|UTR|PLU|IND|NOM//obl//52 ,//MID//punct//57 släpslädar//NN|UTR|PLU|IND|NOM//conj//55 och//KN//cc//59 terrängsläp//NN|NEU|PLU|IND|NOM//conj//55 samt//KN//cc//65 i//PP//case//65 lätta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 och//KN//cc//64 tunga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//62 släpfordon//NN|NEU|PLU|IND|NOM//conj//52 .//MAD//punct//2
2.3.1 Fordons- och viktdefinitioner;Lätt//JJ|POS|NEU|SIN|IND|NOM//ROOT//0 och//KN//cc//3 tungt//JJ|POS|NEU|SIN|IND|NOM//advmod//3 släpfordon//NN|NEU|SIN|IND|NOM//conj//0
2.3.1 Fordons- och viktdefinitioner;Ett//DT|NEU|SIN|IND//det//2 lätt//JJ|POS|NEU|SIN|IND|NOM//amod//2 släpfordon//NN|NEU|SIN|IND|NOM//ROOT//2 är//VB|PRS|AKT//cop//2 ://MAD//punct//2
