Till statsrådet Lars-Erik Lövdén ;Statsrådet//NN|NEU|SIN|DEF|NOM//nmod//1 Lars-Erik//PM|NOM//nsubj//3 Lövdén//PM|NOM//flat:name//1 har//VB|PRS|AKT//ROOT//3 den//DT|UTR|SIN|DEF//det//6 24//RG|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//obj//3 2000//RG|NOM//nummod//6 gett//VB|SUP|AKT//conj//3 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//11 Birger//PM|NOM//obj//8 Bäckström//PM|NOM//flat:name//11 uppdraget//NN|NEU|SIN|DEF|NOM//flat:name//11 att//IE//mark//15 följa//VB|INF|AKT//xcomp//8 upp//PL//compound:prt//15 och//KN//cc//18 stödja//VB|INF|AKT//conj//15 de//DT|UTR/NEU|PLU|DEF//det//20 kommuner//NN|UTR|PLU|IND|NOM//obj//18 och//KN//cc//22 landsting//NN|NEU|PLU|IND|NOM//conj//20 vars//HS|DEF//nmod:poss//24 ansökningar//NN|UTR|PLU|IND|NOM//nsubj:pass//25 beretts//VB|SUP|SFO//acl:relcl//20 av//PP//case//27 Kommundelegationen//NN|UTR|SIN|DEF|NOM//obl:agent//25 och//KN//cc//32 som//HP|-|-|-//nsubj:pass//32 av//PP//case//31 regeringen//NN|UTR|SIN|DEF|NOM//obl//32 beviljats//VB|SUP|SFO//conj//25 bidrag//NN|NEU|PLU|IND|NOM//obj//32 från//PP//case//36 anslaget//NN|NEU|SIN|DEF|NOM//nmod//36 Bidrag//NN|NEU|PLU|IND|NOM//nmod//33 till//PP//case//39 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 insatser//NN|UTR|PLU|IND|NOM//obl//32 i//PP//case//42 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 kommuner//NN|UTR|PLU|IND|NOM//nmod//39 och//KN//cc//44 landsting//NN|NEU|SIN|IND|NOM//conj//42 .//MAD//punct//3
2.1 Bakgrund till bildandet av Kommundelegationen;De//DT|UTR/NEU|PLU|DEF//det//43 kommuner//NN|UTR|PLU|IND|NOM//nsubj//62 som//HP|-|-|-//nsubj//45 har//VB|PRS|AKT//acl:relcl//43 problem//NN|NEU|PLU|IND|NOM//obj//45 till//PP//case//53 följd//NN|UTR|SIN|IND|NOM//fixed//47 av//PP//fixed//47 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 och//KN//cc//52 kostsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//50 åtaganden//NN|NEU|PLU|IND|NOM//obl//45 för//PP//case//55 boendet//NN|NEU|SIN|DEF|NOM//nmod//53 har//VB|PRS|AKT//aux//62 också//AB//advmod//62 under//PP//case//60 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 förutsättningar//NN|UTR|PLU|IND|NOM//obl//62 kunnat//VB|SUP|AKT//aux//62 få//VB|INF|AKT//parataxis//3 hjälp//NN|UTR|SIN|IND|NOM//obj//62 genom//PP//case//66 Bostadsdelegationen//NN|UTR|SIN|DEF|NOM//nmod//66 åren//NN|NEU|PLU|DEF|NOM//obl//62 1998//RG|NOM//nummod//66 2002//RG|NOM//nummod//66 .//MAD//punct//3
2.1 Bakgrund till bildandet av Kommundelegationen;I//PP//case//72 augusti//NN|UTR|SIN|IND|NOM//nmod//72 2002//RG|NOM//obl//3 bildades//VB|PRT|SFO//parataxis//3 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//75 Bostadsnämnd//NN|UTR|SIN|IND|NOM//nsubj:pass//73 med//PP//case//78 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//78 uppgifter//NN|UTR|PLU|IND|NOM//obl//73 .//MAD//punct//3
2.1 Bakgrund till bildandet av Kommundelegationen;Under//PP//case//1 1999//RG|NOM//obl//2 gjorde//VB|PRT|AKT//ROOT//2 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//2 bedömningen//NN|UTR|SIN|DEF|NOM//obj//2 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 fanns//VB|PRT|SFO//acl//4 ett//DT|NEU|SIN|IND//det//9 antal//NN|NEU|SIN|IND|NOM//nmod//10 kommuner//NN|UTR|PLU|IND|NOM//nsubj//7 och//KN//cc//12 landsting//NN|NEU|PLU|IND|NOM//conj//10 som//HP|-|-|-//nsubj//14 hade//VB|PRT|AKT//acl:relcl//12 problem//NN|NEU|PLU|IND|NOM//obj//14 i//PP//case//18 första//RO|NOM//amod//18 hand//NN|UTR|SIN|IND|NOM//obl//14 till//PP//case//23 följd//NN|UTR|SIN|IND|NOM//fixed//19 av//PP//case//23 strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 faktorer//NN|UTR|PLU|IND|NOM//obl//14 ,//MID//punct//10 främst//AB|SUV//advmod//26 minskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 befolkning//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//27 där//HA//advmod//32 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 åtgärder//NN|UTR|PLU|IND|NOM//nsubj//32 behövde//VB|PRT|AKT//acl:relcl//27 vidtas//VB|INF|SFO//xcomp//32 för//PP//mark//42 att//SN//mark//42 kravet//NN|NEU|SIN|DEF|NOM//nsubj:pass//42 på//PP//case//39 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//39 balans//NN|UTR|SIN|IND|NOM//nmod//36 skulle//VB|PRT|AKT//aux//42 kunna//VB|INF|AKT//aux//42 uppnås//VB|INF|SFO//advcl//33 .//MAD//punct//47
2.1 Bakgrund till bildandet av Kommundelegationen;Mot//PP//case//46 denna//DT|UTR|SIN|DEF//det//46 bakgrund//NN|UTR|SIN|IND|NOM//obl//47 tillsattes//VB|PRT|SFO//parataxis//2 Kommundelegationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//47 .//MAD//punct//2

2.2 Kommundelegationens uppdrag;Delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 var//VB|PRT|AKT//ROOT//2 att//IE//mark//7 inför//PP//case//6 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 beslut//NN|NEU|SIN|IND|NOM//obl//7 bereda//VB|INF|AKT//ccomp//2 ärenden//NN|NEU|PLU|IND|NOM//obj//7 om//PP//mark//14 huruvida//SN//mark//14 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//12 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//14 skulle//VB|PRT|AKT//aux//14 ges//VB|INF|SFO//advcl//7 till//PP//case//17 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 kommuner//NN|UTR|PLU|IND|NOM//obl//14 och//KN//cc//19 landsting//NN|NEU|PLU|IND|NOM//conj//17 för//PP//case//21 åtgärder//NN|UTR|PLU|IND|NOM//nmod//19 i//PP//case//23 syfte//NN|NEU|SIN|IND|NOM//nmod//21 att//IE//mark//25 nå//VB|INF|AKT//advcl//14 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//27 balans//NN|UTR|SIN|IND|NOM//obj//25 och//KN//cc//31 att//IE//mark//31 därvid//AB//advmod//31 överlägga//VB|INF|AKT//conj//14 med//PP//case//34 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//34 kommuner//NN|UTR|PLU|IND|NOM//obl//31 och//KN//cc//36 landsting//NN|NEU|PLU|IND|NOM//conj//34 om//PP//mark//42 vilka//HD|UTR/NEU|PLU|IND//det//39 åtgärder//NN|UTR|PLU|IND|NOM//obj//42 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//42 borde//VB|PRT|AKT//aux//42 vidta//VB|INF|AKT//advcl//31 .//MAD//punct//2
2.2 Kommundelegationens uppdrag;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//45 beslutade//VB|PRT|AKT//parataxis//2 om//PP//mark//51 vilka//HD|UTR/NEU|PLU|IND//det//48 ärenden//NN|NEU|PLU|IND|NOM//dislocated//51 som//HP|-|-|-//nsubj:pass//51 skulle//VB|PRT|AKT//aux//51 beredas//VB|INF|SFO//ccomp//45 av//PP//case//53 delegationen//NN|UTR|SIN|DEF|NOM//obl:agent//51 .//MAD//punct//45
2.2 Kommundelegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//5 skulle//VB|PRT|AKT//aux//5 enligt//PP//case//4 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//4 direktiv//NN|NEU|PLU|IND|NOM//obl//5 göra//VB|INF|AKT//ROOT//5 en//DT|UTR|SIN|IND//det//8 grundlig//JJ|POS|UTR|SIN|IND|NOM//amod//8 analys//NN|UTR|SIN|IND|NOM//obj//5 av//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//12 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//16 och//KN//cc//14 landstingens//NN|NEU|PLU|DEF|GEN//conj//12 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 situation//NN|UTR|SIN|IND|NOM//nmod//8 och//KN//cc//18 föra//VB|INF|AKT//conj//5 en//DT|UTR|SIN|IND//det//21 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//21 dialog//NN|UTR|SIN|IND|NOM//obj//18 med//PP//case//23 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//18 om//PP//mark//29 vilka//HD|UTR/NEU|PLU|IND//det//26 åtgärder//NN|UTR|PLU|IND|NOM//dislocated//29 som//HP|-|-|-//nsubj:pass//29 borde//VB|PRT|AKT//aux//29 vidtas//VB|INF|SFO//advcl//18 och//KN//cc//35 vilka//HD|UTR/NEU|PLU|IND//det//32 krav//NN|NEU|PLU|IND|NOM//dislocated//35 som//HP|-|-|-//nsubj:pass//35 måste//VB|PRS|AKT//aux//35 ställas//VB|INF|SFO//conj//29 för//PP//mark//40 att//SN//mark//40 stöd//NN|NEU|SIN|IND|NOM//nsubj//40 skulle//VB|PRT|AKT//aux//40 bli//VB|INF|AKT//advcl//35 aktuellt//JJ|POS|NEU|SIN|IND|NOM//xcomp//40 .//MAD//punct//5
2.2 Kommundelegationens uppdrag;Förslag//NN|NEU|PLU|IND|NOM//nsubj:pass//5 om//PP//case//3 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//3 stöd//NN|NEU|SIN|IND|NOM//nmod//0 skulle//VB|PRT|AKT//aux//5 lämnas//VB|INF|SFO//ROOT//5 endast//AB//advmod//5 för//PP//case//8 kommuner//NN|UTR|PLU|IND|NOM//obl//5 och//KN//cc//10 landsting//NN|NEU|PLU|IND|NOM//conj//8 som//HP|-|-|-//nsubj//12 befann//VB|PRT|AKT//acl:relcl//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//12 i//PP//case//19 en//DT|UTR|SIN|IND//det//19 särskilt//AB//advmod//17 svår//JJ|POS|UTR|SIN|IND|NOM//amod//19 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//19 situation//NN|UTR|SIN|IND|NOM//obl//12 och//KN//cc//27 som//HP|-|-|-//nsubj//27 till//PP//case//26 följd//NN|UTR|SIN|IND|NOM//fixed//22 av//PP//case//26 strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 faktorer//NN|UTR|PLU|IND|NOM//obl//27 hade//VB|PRT|AKT//conj//5 problem//NN|NEU|PLU|IND|NOM//obj//27 att//IE//mark//30 nå//VB|INF|AKT//acl//28 balans//NN|UTR|SIN|IND|NOM//obj//30 .//MAD//punct//33
2.2 Kommundelegationens uppdrag;Behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//37 av//PP//case//35 stöd//NN|NEU|SIN|IND|NOM//nmod//33 skulle//VB|PRT|AKT//aux//37 prövas//VB|INF|SFO//ccomp//27 både//KN//cc//44 mot//PP//case//44 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 eller//KN//cc//42 landstingets//NN|NEU|SIN|DEF|GEN//conj//40 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 förutsättningar//NN|UTR|PLU|IND|NOM//obl//37 och//KN//cc//48 mot//PP//case//48 åtgärdernas//NN|UTR|PLU|DEF|GEN//nmod:poss//48 kostnader//NN|UTR|PLU|IND|NOM//conj//44 och//KN//cc//51 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 effekt//NN|UTR|SIN|IND|NOM//conj//48 .//MAD//punct//5
2.2 Kommundelegationens uppdrag;Ansökningar//NN|UTR|PLU|IND|NOM//nsubj//4 om//PP//case//2 stöd//NN|NEU|SIN|IND|NOM//nmod//0 skulle//VB|PRT|AKT//aux//4 vara//VB|INF|AKT//cop//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 tillhanda//VB|INF|AKT//ROOT//6 senast//AB|SUV//case//10 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 november//NN|UTR|SIN|IND|NOM//obl//6 1999//RG|NOM//nummod//10 .//MAD//punct//6
2.2 Kommundelegationens uppdrag;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 att//IE//mark//3 överlämna//VB|INF|AKT//xcomp//1 sammanlagt//AB//advmod//5 42//RG|NOM//nummod//6 ärenden//NN|NEU|PLU|IND|NOM//obj//3 till//PP//case//8 delegationen//NN|UTR|SIN|DEF|NOM//nmod//6 för//PP//case//10 beredning//NN|UTR|SIN|IND|NOM//obl//3 ,//MID//punct//1 varav//HA//advmod//13 35//RG|NOM//nsubj//14 avsåg//VB|PRT|AKT//parataxis//1 kommuner//NN|UTR|PLU|IND|NOM//obj//14 och//KN//cc//17 7//RG|NOM//conj//15 avsåg//VB|PRT|AKT//conj//1 landsting//NN|NEU|SIN|IND|NOM//obj//18 .//MAD//punct//1
2.2 Kommundelegationens uppdrag;I//PP//case//1 9//RG|NOM//obl//7 av//PP//case//3 kommunärendena//NN|NEU|PLU|DEF|NOM//nmod//1 hade//VB|PRT|AKT//aux//7 Bostadsdelegationen//NN|UTR|SIN|DEF|NOM//nsubj//7 tidigare//AB|KOM//advmod//7 beviljat//PC|PRF|NEU|SIN|IND|NOM//ROOT//7 stöd//NN|NEU|SIN|IND|NOM//obj//7 .//MAD//punct//7
2.2 Kommundelegationens uppdrag;Därutöver//AB//advmod//13 har//VB|PRS|AKT//aux//13 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//13 deltagit//VB|SUP|AKT//parataxis//7 i//PP//case//15 samråd//NN|NEU|SIN|IND|NOM//obl//13 om//PP//case//19 sammanlagt//AB//advmod//18 26//RG|NOM//nummod//19 kommunärenden//NN|NEU|PLU|IND|NOM//nmod//15 som//HP|-|-|-//nsubj:pass//22 har//VB|PRS|AKT//aux//22 överlämnats//VB|SUP|SFO//acl:relcl//19 till//PP//case//24 Bostadsdelegationen//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//13

2.3 Delegationens arbete;Respektive//AB//cc//1 kommun//NN|UTR|SIN|IND|NOM//nsubj:pass//4 och//KN//cc//3 landsting//NN|NEU|SIN|IND|NOM//conj//1 inbjöds//VB|PRT|SFO//ROOT//4 till//PP//case//7 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 överläggningar//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//10 månadsskiftet//NN|NEU|SIN|DEF|NOM//amod//10 januari//NN|UTR|SIN|IND|NOM//obl//4 ///MID//cc//12 februari//NN|UTR|SIN|IND|NOM//conj//10 år//NN|NEU|SIN|IND|NOM//nmod//14 2000//RG|NOM//nummod//10 för//PP//mark//17 att//IE//mark//17 diskutera//VB|INF|AKT//advcl//4 vilka//HD|UTR/NEU|PLU|IND//det//19 åtgärder//NN|UTR|PLU|IND|NOM//obj//17 kommunerna//NN|UTR|PLU|DEF|NOM//obj//19 och//KN//cc//23 landstingen//NN|NEU|PLU|DEF|NOM//nsubj//23 vidtagit//VB|SUP|AKT//conj//17 eller//KN//cc//25 planerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//23 att//IE//mark//27 vidta//VB|INF|AKT//xcomp//25 för//PP//mark//30 att//IE//mark//30 uppnå//VB|INF|AKT//advcl//27 balanskravet//NN|NEU|SIN|DEF|NOM//obj//30 .//MAD//punct//4
2.3 Delegationens arbete;En//DT|UTR|SIN|IND//det//34 avsikt//NN|UTR|SIN|IND|NOM//appos//4 var//VB|PRT|AKT//cop//34 att//IE//mark//37 uppmärksamma//VB|INF|AKT//csubj//34 de//DT|UTR/NEU|PLU|DEF//det//39 sökande//NN|UTR|PLU|IND|NOM//obj//37 på//PP//mark//44 att//SN//mark//44 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//44 koncentrerades//VB|PRT|SFO//advcl//37 på//PP//mark//47 att//IE//mark//47 stödja//VB|INF|AKT//advcl//44 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//52 och//KN//cc//50 landstingens//NN|NEU|PLU|DEF|GEN//nmod:poss//52 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//52 arbete//NN|NEU|SIN|IND|NOM//obj//47 .//MAD//punct//4
2.3 Delegationens arbete;Vid//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 sammankomsterna//NN|UTR|PLU|DEF|NOM//obl//4 gjordes//VB|PRT|SFO//ROOT//4 en//DT|UTR|SIN|IND//det//6 grundanalys//NN|UTR|SIN|IND|NOM//nsubj:pass//4 av//PP//case//9 varje//DT|UTR/NEU|SIN|IND//det//9 sökande//NN|UTR|SIN|IND|NOM//nmod//6 .//MAD//punct//4
2.3 Delegationens arbete;Ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 beräkningar//NN|UTR|PLU|IND|NOM//nsubj:pass//13 gjordes//VB|PRT|SFO//parataxis//4 utifrån//PP//case//16 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 förutsättningar//NN|UTR|PLU|IND|NOM//obl//13 ,//MID//punct//16 vilket//HP|NEU|SIN|IND//nsubj//19 gjorde//VB|PRT|AKT//acl:relcl//16 att//SN//mark//24 de//DT|UTR/NEU|PLU|DEF//det//22 sökande//NN|UTR|PLU|IND|NOM//nsubj:pass//24 kunde//VB|PRT|AKT//aux//24 jämföras//VB|INF|SFO//ccomp//19 med//PP//case//26 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//24 .//MAD//punct//4
2.3 Delegationens arbete;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//30 var//VB|PRT|AKT//cop//30 överens//PL//parataxis//4 med//PP//case//33 varje//DT|UTR/NEU|SIN|IND//det//33 sökande//NN|UTR|SIN|IND|NOM//obl//30 om//PP//case//35 beräkningarna//NN|UTR|PLU|DEF|NOM//nmod//33 .//MAD//punct//30
2.3 Delegationens arbete;Med//PP//case//38 stöd//NN|NEU|SIN|IND|NOM//obl//4 av//PP//case//40 grundanalysen//NN|UTR|SIN|DEF|NOM//nmod//38 och//KN//cc//43 den//DT|UTR|SIN|DEF//det//43 information//NN|UTR|SIN|IND|NOM//conj//40 som//HP|-|-|-//nsubj//45 framkommit//VB|SUP|AKT//acl:relcl//43 vid//PP//case//47 sammankomsterna//NN|UTR|PLU|DEF|NOM//obl//45 gjorde//VB|PRT|AKT//conj//4 delegationen//NN|UTR|SIN|DEF|NOM//obj//48 sedan//PP//case//53 en//DT|UTR|SIN|IND//det//53 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//53 bedömning//NN|UTR|SIN|IND|NOM//obl//48 av//PP//case//56 respektive//AB//amod//56 sökande//NN|NEU|SIN|IND|NOM//nmod//53 för//PP//mark//59 att//IE//mark//59 bestämma//VB|INF|AKT//advcl//48 om//SN//mark//63 man//PN|UTR|SIN|IND|SUB//nsubj//63 skulle//VB|PRT|AKT//aux//63 arbeta//VB|INF|AKT//ccomp//59 vidare//AB|KOM//compound:prt//63 med//PP//case//68 den//DT|UTR|SIN|DEF//det//68 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 kommunen//NN|UTR|SIN|DEF|NOM//obl//63 ///MID//cc//70 landstinget//NN|NEU|SIN|DEF|NOM//conj//68 .//MAD//punct//4
2.3 Delegationens arbete;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//1 fastställde//VB|PRT|AKT//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 kriterier//NN|NEU|PLU|IND|NOM//obj//1 för//PP//case//5 bedömning//NN|UTR|SIN|IND|NOM//nmod//3 huruvida//SN//mark//10 en//DT|UTR|SIN|IND//det//8 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//10 skulle//VB|PRT|AKT//aux//10 beredas//VB|INF|SFO//acl//5 vidare//AB|KOM//advmod//10 eller//KN//cc//13 avslutas//VB|INF|SFO//conj//10 ://MAD//punct//1
2.3 Delegationens arbete;•//PP//punct//2 ekonomin//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 beräknades//VB|PRT|SFO//ROOT//2 vara//VB|INF|AKT//cop//5 i//PP//case//5 obalans//NN|UTR|SIN|IND|NOM//obl//2 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//2 över//PP//case//9 en//DT|UTR|SIN|IND//det//9 treårsperiod//NN|UTR|SIN|IND|NOM//obl//6
2.3 Delegationens arbete;•//PP//case//3 särskilt//AB//advmod//2 svag//JJ|POS|UTR|SIN|IND|NOM//amod//3 balansräkning//NN|UTR|SIN|IND|NOM//ROOT//3 ,//MID//punct//3 främst//AB|SUV//advmod//7 hög//JJ|POS|UTR|SIN|IND|NOM//amod//7 låneskuld//NN|UTR|SIN|IND|NOM//appos//3
2.3 Delegationens arbete;•//PP//case//2 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 möjligheter//NN|UTR|PLU|IND|NOM//ROOT//2 till//PP//case//4 intäktsförstärkningar//NN|UTR|PLU|IND|NOM//nmod//2
2.3 Delegationens arbete;Utifrån//PP//case//1 bedömningarna//NN|UTR|PLU|DEF|NOM//obl//6 om//PP//case//5 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//5 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//5 beredning//NN|UTR|SIN|IND|NOM//nmod//1 begärdes//VB|PRT|SFO//ROOT//6 sedan//AB//case//10 en//DT|UTR|SIN|IND//det//10 konkret//JJ|POS|UTR|SIN|IND|NOM//amod//10 åtgärdsplan//NN|UTR|SIN|IND|NOM//obl//6 från//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 sökande//NN|UTR|PLU|IND|NOM//nmod//10 vilken//HP|UTR|SIN|IND//nsubj//16 skulle//VB|PRT|AKT//aux//16 bli//VB|INF|AKT//acl:relcl//13 föremål//NN|NEU|SIN|IND|NOM//xcomp//16 för//PP//case//20 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 beredning//NN|UTR|SIN|IND|NOM//nmod//17 .//MAD//punct//6
2.3 Delegationens arbete;Åtgärdsplanen//NN|UTR|SIN|DEF|NOM//nsubj//24 skulle//VB|PRT|AKT//aux//24 ligga//VB|INF|AKT//parataxis//6 till//PP//case//29 grund//NN|UTR|SIN|IND|NOM//fixed//25 för//PP//fixed//25 en//DT|UTR|SIN|IND//det//29 överläggning//NN|UTR|SIN|IND|NOM//obl//24 om//PP//case//32 ett//DT|NEU|SIN|IND//det//32 förslag//NN|NEU|SIN|IND|NOM//nmod//29 till//PP//case//34 överenskommelse//NN|UTR|SIN|IND|NOM//nmod//32 om//PP//case//36 villkor//NN|NEU|PLU|IND|NOM//nmod//34 och//KN//cc//38 bidrag//NN|NEU|PLU|IND|NOM//conj//36 .//MAD//punct//24
2.3 Delegationens arbete;Med//PP//case//1 åtgärdsplanerna//NN|UTR|PLU|DEF|NOM//obl//4 som//KN//nsubj:pass//4 grund//NN|UTR|SIN|IND|NOM//fixed//2 inbjöds//VB|PRT|SFO//ROOT//4 representanter//NN|UTR|PLU|IND|NOM//nsubj:pass//4 från//PP//case//8 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 kommuner//NN|UTR|PLU|IND|NOM//nmod//5 och//KN//cc//10 landsting//NN|NEU|PLU|IND|NOM//conj//8 till//PP//case//13 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 överläggningar//NN|UTR|PLU|IND|NOM//obl//4 med//PP//case//15 delegationen//NN|UTR|SIN|DEF|NOM//nmod//13 .//MAD//punct//4
2.3 Delegationens arbete;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//1 var//VB|PRT|AKT//ROOT//1 att//IE//mark//3 skapa//VB|INF|AKT//ccomp//1 ett//DT|NEU|SIN|IND//det//5 underlag//NN|NEU|SIN|IND|NOM//obj//3 för//PP//case//7 förslag//NN|NEU|SIN|IND|NOM//nmod//5 till//PP//case//9 överenskommelse//NN|UTR|SIN|IND|NOM//nmod//7 mellan//PP//case//11 kommunen//NN|UTR|SIN|DEF|NOM//nmod//9 respektive//AB//cc//13 landstinget//NN|NEU|SIN|DEF|NOM//conj//11 och//KN//cc//15 Kommundelegationen//NN|UTR|SIN|DEF|NOM//conj//11 om//PP//mark//21 vilka//HD|UTR/NEU|PLU|IND//det//18 villkor//NN|NEU|PLU|IND|NOM//dislocated//21 som//HP|-|-|-//nsubj//21 skulle//VB|PRT|AKT//aux//21 gälla//VB|INF|AKT//advcl//3 för//PP//mark//26 att//SN//mark//26 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//25 balans//NN|UTR|SIN|IND|NOM//nsubj:pass//26 uppnås//VB|PRS|SFO//advcl//21 senast//AB|SUV//case//29 år//NN|NEU|SIN|IND|NOM//nmod//29 2002//RG|NOM//obl//26 .//MAD//punct//1
2.3 Delegationens arbete;Denna//DT|UTR|SIN|DEF//det//32 överenskommelse//NN|UTR|SIN|IND|NOM//nsubj:pass//33 överlämnades//VB|PRT|SFO//parataxis//1 senare//AB|KOM//advmod//33 till//PP//case//36 regeringen//NN|UTR|SIN|DEF|NOM//obl//33 för//PP//case//38 beslut//NN|NEU|SIN|IND|NOM//obl//33 .//MAD//punct//1

2.4 Delegationens förslag;Kommundelegationen//NN|UTR|SIN|DEF|NOM//nsubj//1 avslutade//VB|PRT|AKT//ROOT//1 sitt//PS|NEU|SIN|DEF//nmod:poss//3 arbete//NN|NEU|SIN|IND|NOM//obj//1 och//KN//cc//5 överlämnade//VB|PRT|AKT//conj//1 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//7 förslag//NN|NEU|PLU|IND|NOM//obj//5 till//PP//case//9 regeringen//NN|UTR|SIN|DEF|NOM//nmod//7 i//PP//case//11 juli//NN|UTR|SIN|IND|NOM//nmod//9 2000//RG|NOM//nummod//11 .//MAD//punct//1
