Etik och demokratisk statskonst (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 15//RG|NOM//ROOT//3
1. Totalsamhället;När//HA//mark//26 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//26 skall//VB|PRS|AKT//aux//26 stå//VB|INF|AKT//advcl//57 för//PP//case//28 lösningen//NN|UTR|SIN|DEF|NOM//obl//26 av//PP//case//32 alla//DT|UTR/NEU|PLU|IND/DEF//det//32 totalsamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//32 problem//NN|NEU|PLU|IND|NOM//nmod//28 ,//MID//punct//26 dvs.//AB|AN//advmod//39 inte//AB//advmod//39 bara//AB//advmod//39 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//39 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 problem//NN|NEU|PLU|IND|NOM//conj//26 utan//KN//cc//43 också//AB//advmod//43 dess//PS|UTR/NEU|SIN/PLU|DEF//cc//43 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//39 ,//MID//punct//45 vetenskapliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//43 ,//MID//punct//47 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//43 ,//MID//punct//49 religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//43 ,//MID//punct//53 och//KN//cc//53 moraliska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 problem//NN|NEU|PLU|IND|NOM//conj//43 ,//MID//punct//57 är//VB|PRS|AKT//cop//57 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//57 risk//NN|UTR|SIN|IND|NOM//parataxis//5 att//SN//mark//60 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//60 förlorar//VB|PRS|AKT//acl//57 både//KN//cc//63 i//PP//case//63 mening//NN|UTR|SIN|IND|NOM//obj//60 och//KN//cc//65 legitimitet//NN|UTR|SIN|IND|NOM//conj//63 .//MAD//punct//5
1. Totalsamhället;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//71 kan//VB|PRS|AKT//aux//71 komma//VB|INF|AKT//aux//71 att//IE//mark//71 framstå//VB|INF|AKT//parataxis//5 som//KN//case//75 en//DT|UTR|SIN|IND//det//75 misslyckad//PC|PRF|UTR|SIN|IND|NOM//amod//75 styrelseform//NN|UTR|SIN|IND|NOM//obl//71 som//HP|-|-|-//nsubj//77 gapat//VB|SUP|AKT//acl:relcl//75 över//PL//compound:prt//77 för//AB//advmod//80 mycket//AB|POS//advmod//77 .//MAD//punct//5
1. Totalsamhället;Så//AB//advmod//2 till//PP//case//2 ämnet//NN|NEU|SIN|DEF|NOM//ROOT//2 för//PP//case//5 detta//DT|NEU|SIN|DEF//det//5 avsnitt//NN|NEU|SIN|IND|NOM//nmod//2 ://MID//punct//5
1. Totalsamhället;totalsamhället//NN|NEU|SIN|DEF|NOM//appos//5 och//KN//cc//12 den//DT|UTR|SIN|DEF//det//11 etiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 sfärens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 plats//NN|UTR|SIN|IND|NOM//conj//7 i//PP//case//14 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//12 .//MAD//punct//2
1. Totalsamhället;Primärgrupper//NN|UTR|PLU|IND|NOM//ROOT//0
1. Totalsamhället;I//PP//case//1 primärgrupperna//NN|UTR|PLU|DEF|NOM//obl//2 skapas//VB|PRS|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 mänskliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 naturen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 .//MAD//punct//2
1. Totalsamhället;Så//AB//advmod//1 förkunnade//VB|PRT|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//5 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//5 amerikansk//JJ|POS|UTR|SIN|IND|NOM//amod//5 sociolog//NN|UTR|SIN|IND|NOM//nsubj//1 ,//MID//punct//7 Charles//PM|NOM//appos//5 Hooton//PM|NOM//flat//7 Cooley//PM|NOM//flat//8 (//PAD//punct//7 1909//RG|NOM//nummod//7 )//PAD//punct//7 i//PP//case//16 boken//NN|UTR|SIN|DEF|NOM//nmod//16 Social//JJ|POS|UTR|SIN|IND|NOM//amod//16 Organization//PM|NOM//obl//1 .//MID//punct//1
1. Totalsamhället;Primärgrupperna//NN|UTR|PLU|DEF|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 de//DT|UTR/NEU|PLU|DEF//det//22 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 gemenskaper//NN|UTR|PLU|IND|NOM//parataxis//1 ,//MID//punct//22 till//PP//advmod//26 exempel//NN|NEU|SIN|IND|NOM//fixed//24 familjen//NN|UTR|SIN|DEF|NOM//conj//22 och//KN//cc//28 hushållet//NN|NEU|SIN|DEF|NOM//conj//26 ,//MID//punct//30 grannarna//NN|UTR|PLU|DEF|NOM//conj//26 ,//MID//punct//32 vänkretsen//NN|UTR|SIN|DEF|NOM//conj//26 ,//MID//punct//32 som//HP|-|-|-//nsubj//35 är//VB|PRS|AKT//acl:relcl//32 först//AB//advmod//35 på//PP//case//38 plan//NN|UTR|SIN|IND|NOM//obl//35 (//PAD//punct//22 ”//PAD//punct//42 primära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 ”//RG|NOM//punct//1 )//PAD//punct//42 i//PP//case//47 vårt//PS|NEU|SIN|DEF//nmod:poss//47 biologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 liv//NN|NEU|SIN|IND|NOM//obl//1 .//MAD//punct//1
1. Totalsamhället;I//PP//case//50 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//51 lever//VB|PRS|AKT//parataxis//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//51 ansikte//NN|NEU|SIN|IND|NOM//obj//51 mot//PP//case//55 ansikte//NN|NEU|SIN|IND|NOM//obl//51 i//PP//case//57 förbund//NN|NEU|SIN|IND|NOM//nmod//55 med//PP//case//59 varandra//PN|UTR/NEU|PLU|DEF|OBJ//nmod//57 .//MAD//punct//1
1. Totalsamhället;Dessa//DT|UTR/NEU|PLU|DEF//det//62 grupper//NN|UTR|PLU|IND|NOM//nsubj//67 är//VB|PRS|AKT//cop//67 inte//AB//advmod//67 nödvändigtvis//AB//advmod//67 särskilt//AB//advmod//67 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 .//MAD//punct//67
1. Totalsamhället;Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//71 är//VB|PRS|AKT//cop//71 patriarkaliska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//67 ,//MID//punct//75 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//75 är//VB|PRS|AKT//cop//75 matriarkaliska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//71 .//MAD//punct//71
1. Totalsamhället;Oavsett//PP//det//78 form//NN|UTR|SIN|IND|NOM//obl//79 ger//VB|PRS|AKT//conj//71 dessa//DT|UTR/NEU|PLU|DEF//det//81 barndomens//NN|UTR|SIN|DEF|GEN//nmod:poss//83 innerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 gemenskaper//NN|UTR|PLU|IND|NOM//obj//79 oss//PN|UTR|PLU|DEF|OBJ//iobj//79 inte//AB//advmod//79 bara//AB//advmod//79 födan//NN|UTR|SIN|DEF|NOM//obj//79 utan//KN//cc//90 också//AB//advmod//90 språket//NN|NEU|SIN|DEF|NOM//conj//87 ,//MID//punct//79 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//93 lär//VB|PRS|AKT//conj//71 oss//PN|UTR|PLU|DEF|OBJ//obj//93 hantera//VB|INF|AKT//xcomp//93 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//97 aggressioner//NN|UTR|PLU|IND|NOM//obj//95 ,//MID//punct//99 definierar//VB|PRS|AKT//conj//71 verkligheten//NN|UTR|SIN|DEF|NOM//nsubj//99 ,//MID//punct//102 ger//VB|PRS|AKT//conj//71 oss//PN|UTR|PLU|DEF|OBJ//iobj//102 de//DT|UTR/NEU|PLU|DEF//det//106 första//RO|NOM//amod//106 föreställningarna//NN|UTR|PLU|DEF|NOM//obj//102 om//PP//case//108 rätt//JJ|POS|NEU|SIN|IND|NOM//obl//102 och//KN//cc//110 orätt//JJ|POS|NEU|SIN|IND|NOM//conj//108 ,//MID//punct//102 utvecklar//VB|PRS|AKT//conj//71 vårt//PS|NEU|SIN|DEF//nmod:poss//114 samvete//NN|NEU|SIN|IND|NOM//obj//112 ,//MID//punct//71 ger//VB|PRS|AKT//conj//71 oss//PN|UTR|PLU|DEF|OBJ//iobj//116 nycklar//NN|UTR|PLU|IND|NOM//obj//116 till//PP//case//121 kreativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 lekar//NN|UTR|PLU|IND|NOM//obl//116 .//MID//punct//71
1. Totalsamhället;Primärgrupperna//NN|UTR|PLU|DEF|NOM//nsubj//126 ,//MID//punct//126 kort//AB//advmod//126 sagt//PC|PRF|NEU|SIN|IND|NOM//conj//71 ,//MID//punct//126 gör//VB|PRS|AKT//conj//71 oss//PN|UTR|PLU|DEF|OBJ//obj//128 till//PP//case//131 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//128 vi//PN|UTR|PLU|DEF|SUB//nsubj//134 inte//AB//advmod//134 var//VB|PRT|AKT//acl:relcl//131 när//HA//mark//137 vi//PN|UTR|PLU|DEF|SUB//nsubj//137 föddes//VB|PRT|SFO//advcl//134 ,//MID//punct//140 nämligen//AB//advmod//140 människor//NN|UTR|PLU|IND|NOM//xcomp//137 .//MID//punct//71
1. Totalsamhället;Dessa//DT|UTR/NEU|PLU|DEF//det//143 gruppers//NN|UTR|PLU|IND|GEN//nmod:poss//144 verksamheter//NN|UTR|PLU|IND|NOM//conj//71 kan//VB|PRS|AKT//aux//149 bara//AB//advmod//148 med//PP//case//148 svårighet//NN|UTR|SIN|IND|NOM//obl//149 delegeras//VB|INF|SFO//conj//67 till//PP//case//152 opersonliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//152 instanser//NN|UTR|PLU|IND|NOM//obl//149 som//HP|-|-|-//mark//154 staten//NN|UTR|SIN|DEF|NOM//appos//152 eller//KN//cc//156 marknaden//NN|UTR|SIN|DEF|NOM//conj//154 .//MAD//punct//1
1. Totalsamhället;I//PP//case//1 ett//RG|NEU|SIN|IND|NOM//det//5 av//PP//case//3 tio//RG|NOM//nummod//4 Guds//PM|GEN//nmod:poss//5 bud//NN|NEU|PLU|IND|NOM//obl//8 kan//VB|PRS|AKT//aux//8 man//PN|UTR|SIN|IND|SUB//nsubj//8 ana//VB|INF|AKT//ROOT//8 Cooleys//PM|GEN//nmod:poss//10 hypotes//NN|UTR|SIN|IND|NOM//obj//8 att//SN//mark//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 är//VB|PRS|AKT//cop//15 något//DT|NEU|SIN|IND//det//15 unikt//JJ|POS|NEU|SIN|IND|NOM//ccomp//8 med//PP//case//17 fader//NN|UTR|SIN|IND|NOM//nmod//15 ,//MID//punct//19 moder//NN|UTR|SIN|IND|NOM//conj//17 och//KN//cc//21 ///MID//conj//17 eller//KN//cc//25 de//DT|UTR/NEU|PLU|DEF//det//25 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 nyckelfigurerna//NN|UTR|PLU|DEF|NOM//conj//17 i//PP//case//29 den//DT|UTR|SIN|DEF//det//29 lilla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 värld//NN|UTR|SIN|IND|NOM//nmod//25 i//PP//case//31 vilken//HP|UTR|SIN|IND//obl//15 vi//PN|UTR|PLU|DEF|SUB//nsubj//33 växer//VB|PRS|AKT//acl:relcl//31 upp//PL//compound:prt//33 .//MAD//punct//8
1. Totalsamhället;Man//PN|UTR|SIN|IND|SUB//nsubj//38 måste//VB|PRS|AKT//aux//38 värna//VB|INF|AKT//parataxis//8 om//PP//case//40 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//38 för//PP//mark//47 att//SN//mark//47 ”//PAD//punct//47 du//PN|UTR|SIN|DEF|SUB//nsubj//47 må//VB|PRS|AKT//aux//47 länge//AB|POS//advmod//47 leva//VB|INF|AKT//advcl//38 och//KN//cc//53 att//SN//mark//53 dig//PN|UTR|SIN|DEF|OBJ//nsubj//53 må//VB|INF|AKT//aux//53 väl//AB//advmod//53 gå//VB|INF|AKT//conj//47 ”//PM|NOM//punct//38 (//PAD//punct//38 5//RG|NOM//nummod//57 Mos//PM|NOM//appos//38 5:16//RG|NOM//nummod//57 )//PAD//punct//38 .//MAD//punct//8
1. Totalsamhället;Om//SN//mark//64 primärgrupperna//NN|UTR|PLU|DEF|NOM//nsubj//64 inte//AB//advmod//64 klarat//VB|SUP|AKT//advcl//87 av//PL//case//66 uppgiften//NN|UTR|SIN|DEF|NOM//obl//64 att//IE//mark//68 ge//VB|INF|AKT//advcl//64 barnen//NN|NEU|PLU|DEF|NOM//iobj//68 språket//NN|NEU|SIN|DEF|NOM//obj//68 ,//MID//punct//72 lära//VB|INF|AKT//conj//64 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//72 att//IE//mark//75 hantera//VB|INF|AKT//xcomp//72 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//77 aggressioner//NN|UTR|PLU|IND|NOM//obj//75 ,//MID//punct//81 och//KN//cc//81 att//IE//mark//81 definiera//VB|INF|AKT//advcl//87 verkligheten//NN|UTR|SIN|DEF|NOM//obj//81 på//PP//case//86 ett//DT|NEU|SIN|IND//det//86 realistiskt//JJ|POS|NEU|SIN|IND|NOM//amod//86 sätt//NN|NEU|SIN|IND|NOM//obl//81 blir//VB|PRS|AKT//conj//8 vad//HP|NEU|SIN|IND//dislocated//91 som//HP|-|-|-//nsubj//91 senare//AB|KOM//advmod//91 händer//VB|PRS|AKT//ccomp//87 dem//PN|UTR/NEU|PLU|DEF|OBJ//iobj//91 mer//AB|KOM//advmod//94 problemfyllt//AB|POS//xcomp//91 .//MAD//punct//87
1. Totalsamhället;Alltför//AB//advmod//97 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//99 kan//VB|PRS|AKT//aux//99 få//VB|INF|AKT//parataxis//87 värstingens//NN|UTR|SIN|DEF|GEN//nmod:poss//101 handikapp//NN|NEU|SIN|IND|NOM//obj//99 i//PP//case//105 det//DT|NEU|SIN|DEF//det//105 vuxna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//105 gemenskapslivet//NN|NEU|SIN|DEF|NOM//obl//99 .//MID//punct//8
1. Totalsamhället;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//109 är//VB|PRS|AKT//cop//109 trosvisshet//NN|UTR|SIN|IND|NOM//parataxis//8 för//PP//case//112 de//DT|UTR/NEU|PLU|DEF//det//112 konservativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//109 ,//MID//punct//116 men//KN//cc//116 också//AB//advmod//116 vishet//NN|UTR|SIN|IND|NOM//conj//109 för//PP//case//118 kännare//NN|UTR|PLU|IND|NOM//nmod//116 av//PP//case//120 människor//NN|UTR|PLU|IND|NOM//nmod//118 och//KN//cc//123 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//123 samhällen//NN|NEU|PLU|IND|NOM//conj//120 ,//MID//punct//127 oavsett//PP//case//127 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//127 färg//NN|UTR|SIN|IND|NOM//conj//118 .//MAD//punct//109
1. Totalsamhället;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//133 har//VB|PRS|AKT//aux//133 under//PP//case//132 1900-talet//NN|NEU|SIN|DEF|NOM//obl//133 blivit//VB|SUP|AKT//conj//8 psykologiskt//JJ|POS|NEU|SIN|IND|NOM//advmod//135 allmängods//NN|NEU|SIN|IND|NOM//xcomp//133 att//IE//mark//137 tro//VB|INF|AKT//advcl//133 på//PP//case//140 barndomens//NN|UTR|SIN|DEF|GEN//nmod:poss//140 betydelse//NN|UTR|SIN|IND|NOM//obl//137 för//PP//case//142 utformningen//NN|UTR|SIN|DEF|NOM//obl//137 av//PP//case//144 vuxenlivet//NN|NEU|SIN|DEF|NOM//nmod//142 .//MAD//punct//133
1. Totalsamhället;Först//AB//advmod//148 när//HA//fixed//146 familjen//NN|UTR|SIN|DEF|NOM//nsubj//154 ,//MID//punct//150 grannarna//NN|UTR|PLU|DEF|NOM//conj//148 och//KN//cc//153 barndomsvärldens//NN|UTR|SIN|DEF|GEN//nmod:poss//153 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//148 fungerar//VB|PRS|AKT//advcl//133 för//PP//case//158 de//DT|UTR/NEU|PLU|DEF//det//158 nyblivna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//158 samhällsmedlemmarna//NN|UTR|PLU|DEF|NOM//obl//154 kan//VB|PRS|AKT//aux//168 man//PN|UTR|SIN|IND|SUB//nsubj//168 ,//MID//punct//168 åtminstone//AB//advmod//166 för//PP//case//166 det//DT|NEU|SIN|DEF//det//166 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//166 flertalet//NN|NEU|SIN|DEF|NOM//obl//168 ,//MID//punct//168 räkna//VB|INF|AKT//conj//8 med//PP//mark//174 att//SN//mark//174 också//AB//advmod//174 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//174 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//174 liv//NN|NEU|SIN|IND|NOM//obl//168 på//PP//case//176 dagis//NN|NEU|SIN|IND|NOM//nmod//174 ,//MID//punct//178 fritids//NN|UTR|SIN|IND|NOM//conj//174 ,//MID//punct//180 skola//NN|UTR|SIN|IND|NOM//conj//178 ,//MID//punct//168 och//KN//cc//188 i//PP//case//184 arbetsliv//NN|NEU|SIN|IND|NOM//obl//188 och//KN//cc//186 föreningsliv//NN|NEU|SIN|IND|NOM//conj//184 skall//VB|PRS|AKT//aux//188 fungera//VB|INF|AKT//conj//168 utan//PP//case//191 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//191 problem//NN|NEU|PLU|IND|NOM//obl//188 .//MAD//punct//8
1. Totalsamhället;I//PP//case//1 praktiken//NN|UTR|SIN|DEF|NOM//obl//2 blev//VB|PRT|AKT//ROOT//2 upptäckten//NN|UTR|SIN|DEF|NOM//nsubj//2 av//PP//case//6 primärgruppernas//NN|UTR|PLU|DEF|GEN//nmod:poss//6 roll//NN|UTR|SIN|IND|NOM//nmod//3 i//PP//case//8 samhället//NN|NEU|SIN|DEF|NOM//nmod//6 en//DT|UTR|SIN|IND//det//10 korrigering//NN|UTR|SIN|IND|NOM//nsubj//2 till//PP//case//16 franska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 och//KN//cc//14 amerikanska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//12 revolutionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//16 föreställning//NN|UTR|SIN|IND|NOM//nmod//10 att//SN//mark//21 alla//DT|UTR/NEU|PLU|IND/DEF//det//19 människor//NN|UTR|PLU|IND|NOM//nsubj//21 är//VB|PRS|AKT//cop//21 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//10 att//IE//mark//23 delta//VB|INF|AKT//xcomp//21 i//PP//case//25 samhällslivet//NN|NEU|SIN|DEF|NOM//obl//23 på//PP//case//28 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 villkor//NN|NEU|PLU|IND|NOM//obl//23 .//MAD//punct//2
1. Totalsamhället;Om//SN//mark//35 vi//PN|UTR|PLU|DEF|SUB//nsubj:pass//35 utan//PP//case//34 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 primärgrupper//NN|UTR|PLU|IND|NOM//obl//35 föds//VB|PRS|SFO//advcl//46 till//PP//case//38 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 grader//NN|UTR|PLU|IND|NOM//obl//35 av//PP//case//40 värstingar//NN|UTR|PLU|IND|NOM//nmod//38 snarare//AB|KOM//advmod//45 än//KN//case//45 till//PP//case//45 civiliserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//45 medborgare//NN|UTR|PLU|IND|NOM//obl//35 har//VB|PRS|AKT//advcl//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//46 inte//AB//advmod//46 jämlika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 utgångspunkter//NN|UTR|PLU|IND|NOM//obj//46 för//PP//case//53 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 deltagande//NN|NEU|SIN|IND|NOM//nmod//50 i//PP//case//55 samhällslivet//NN|NEU|SIN|DEF|NOM//nmod//53 .//MID//punct//2
1. Totalsamhället;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 är//VB|PRS|AKT//cop//59 tveksamt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 om//PP//mark//65 alla//DT|UTR/NEU|PLU|IND/DEF//det//63 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//63 skillnader//NN|UTR|PLU|IND|NOM//nsubj:pass//65 kan//VB|PRS|AKT//aux//65 kompenseras//VB|INF|SFO//csubj//59 senare//AB|KOM//advmod//65 i//PP//case//68 åldrarna//NN|UTR|PLU|DEF|NOM//obl//65 .//MAD//punct//59
1. Totalsamhället;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 grupper//NN|UTR|PLU|IND|NOM//nsubj//1 förutom//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 primära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//1 .//MAD//punct//1
1. Totalsamhället;Etableringen//NN|UTR|SIN|DEF|NOM//nsubj//1 som//KN//nsubj//12 vuxen//JJ|POS|UTR|SIN|IND|NOM//nsubj//12 innebär//VB|PRS|AKT//acl:relcl//9 ett//DT|NEU|SIN|IND//det//14 uppbrott//NN|NEU|SIN|IND|NOM//obj//12 från//PP//case//16 primärgrupper//NN|UTR|PLU|IND|NOM//nmod//14 ,//MID//punct//16 dvs.//AB|AN//advmod//20 från//PP//case//20 familjen//NN|UTR|SIN|DEF|NOM//obl//12 eller//KN//cc//23 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//23 motsvarigheter//NN|UTR|PLU|IND|NOM//conj//20 och//KN//cc//27 från//PP//case//27 barndomens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 umgängeskrets//NN|UTR|SIN|IND|NOM//conj//20 ,//MID//punct//27 till//PP//case//32 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 grupper//NN|UTR|PLU|IND|NOM//obl//34 främst//AB|SUV//advmod//32 skolkamraterna//NN|UTR|PLU|DEF|NOM//obj//12 ,//MID//punct//36 gängen//NN|NEU|PLU|DEF|NOM//conj//34 ,//MID//punct//38 arbetskamraterna//NN|UTR|PLU|DEF|NOM//conj//34 ,//MID//punct//40 klubbkamraterna//NN|UTR|PLU|DEF|NOM//conj//34 ,//MID//punct//34 och//KN//cc//45 den//DT|UTR|SIN|DEF//det//45 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//45 parbildningen//NN|UTR|SIN|DEF|NOM//conj//34 .//MID//punct//9
1. Totalsamhället;Alla//DT|UTR/NEU|PLU|IND/DEF//det//48 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//appos//9 ,//MID//punct//51 liksom//PP//mark//51 primärgrupperna//NN|UTR|PLU|DEF|NOM//appos//48 ,//MID//punct//54 kan//VB|PRS|AKT//aux//54 kallas//VB|INF|SFO//acl:relcl//48 ”//PAD//punct//58 den//DT|UTR|SIN|DEF//det//58 lilla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 världen//NN|UTR|SIN|DEF|NOM//obl:agent//54 ”//PM|NOM//punct//48 ,//MID//punct//64 men//KN//cc//64 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//64 är//VB|PRS|AKT//cop//64 ej//AB//conj//1 som//KN//mark//69 primärgrupperna//NN|UTR|PLU|DEF|NOM//nsubj//69 först//AB//advmod//69 på//PP//case//69 plan//NN|UTR|SIN|IND|NOM//obl//64 att//IE//mark//71 lära//VB|INF|AKT//acl//69 oss//PN|UTR|PLU|DEF|OBJ//obj//71 bli//VB|INF|AKT//xcomp//71 samhällsmedlemmar//NN|UTR|PLU|IND|NOM//xcomp//73 .//MAD//punct//1
1. Totalsamhället;I//PP//case//1 uppbrottet//NN|NEU|SIN|DEF|NOM//obl//4 från//PP//case//3 primärgrupperna//NN|UTR|PLU|DEF|NOM//nmod//1 ligger//VB|PRS|AKT//ROOT//4 ett//DT|NEU|SIN|IND//det//6 dilemma//NN|NEU|SIN|IND|NOM//nsubj//4 som//HP|-|-|-//obj//10 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//10 måste//VB|PRS|AKT//aux//10 lösa//VB|INF|AKT//acl:relcl//6 ://MID//punct//6
1. Totalsamhället;Vi//PN|UTR|PLU|DEF|SUB//nsubj//15 vill//VB|PRS|AKT//aux//15 gärna//AB|POS//advmod//15 ha//VB|INF|AKT//parataxis//4 primärgruppernas//NN|UTR|PLU|DEF|GEN//nmod:poss//17 stöd//NN|NEU|SIN|IND|NOM//obj//15 men//KN//cc//20 vi//PN|UTR|PLU|DEF|SUB//nsubj//20 vill//VB|PRS|AKT//conj//15 inte//AB//advmod//20 att//SN//mark//25 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//25 skall//VB|PRS|AKT//aux//25 hämma//VB|INF|AKT//ccomp//20 och//KN//cc//27 inskränka//VB|INF|AKT//conj//25 vår//PS|UTR|SIN|DEF//nmod:poss//29 utveckling//NN|UTR|SIN|IND|NOM//obj//27 till//PP//case//31 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//27 .//MAD//punct//15
1. Totalsamhället;Ett//DT|NEU|SIN|IND//det//35 lyckat//PC|PRF|NEU|SIN|IND|NOM//amod//35 uppbrott//NN|NEU|SIN|IND|NOM//nsubj//40 från//PP//case//37 primärgrupperna//NN|UTR|PLU|DEF|NOM//nmod//35 är//VB|PRS|AKT//cop//40 lika//AB//advmod//40 viktigt//JJ|POS|NEU|SIN|IND|NOM//advcl//15 för//PP//case//42 tonåringen//NN|UTR|SIN|DEF|NOM//obl//40 som//KN//mark//44 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 primärgrupper//NN|UTR|PLU|IND|NOM//obl//40 är//VB|PRS|AKT//cop//40 för//PP//case//48 barnet//NN|NEU|SIN|DEF|NOM//obl//46 .//MAD//punct//15
