Reservation;av//PP//case//2 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//2 Henrik//PM|NOM//ROOT//2 S.//PM|NOM//flat:name//2 Järrel//PM|NOM//flat:name//2 (//PAD//punct//4 m//PM|NOM//nummod//2 )//PAD//punct//2 Ulf//PM|NOM//conj//2 Isaksson//PM|NOM//flat:name//8 (//PAD//punct//8 fp//PM|NOM//flat:name//2 )//PAD//punct//11 Marcela//PM|NOM//conj//2 Arosenius//PM|NOM//flat//13 (//PAD//punct//14 c//NN|NEU|SIN|IND|NOM//appos//14 )//PAD//punct//13 ,//MID//punct//2 och//KN//cc//21 Peter//PM|NOM//nmod//21 Flensburg//PM|NOM//conj//2 (//PAD//punct//21 kd//PM|NOM//appos//21 )//PAD//punct//21 samt//KN//cc//27 fr.o.m.//AB|AN//case//27 punkt//NN|UTR|SIN|IND|NOM//conj//2 3//RG|NOM//nummod//27 även//AB//advmod//33 av//PP//case//33 ledamoten//NN|UTR|SIN|DEF|NOM//nmod//32 Anders//PM|NOM//nmod//33 Drejare//PM|NOM//flat:name//2 (//PAD//punct//35 mp//NN|AN//appos//33 )//PAD//punct//2
2.2 Skyddet för skadelidande upprätthålls konsekvent;Till//PP//case//1 skydd//NN|NEU|SIN|IND|NOM//obl//31 och//KN//cc//3 garanti//NN|UTR|SIN|IND|NOM//conj//1 för//PP//mark//9 att//SN//mark//9 de//DT|UTR/NEU|PLU|DEF//det//7 skadelidande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//9 inte//AB//advmod//9 försätts//VB|PRS|SFO//acl//1 i//PP//case//13 ett//DT|NEU|SIN|IND//det//13 försämrat//PC|PRF|NEU|SIN|IND|NOM//amod//13 läge//NN|NEU|SIN|IND|NOM//obl//9 ,//MID//punct//22 p.g.a.//PP|AN//advmod//22 till//PP//advmod//22 exempel//NN|NEU|SIN|IND|NOM//fixed//16 en//DT|UTR|SIN|IND//det//22 komplicerad//PC|PRF|UTR|SIN|IND|NOM//amod//22 och//KN//cc//21 utdragen//PC|PRF|UTR|SIN|IND|NOM//conj//19 handläggning//NN|UTR|SIN|IND|NOM//conj//1 av//PP//case//26 en//DT|UTR|SIN|IND//det//26 viss//JJ|POS|UTR|SIN|IND|NOM//amod//26 ersättningsfråga//NN|UTR|SIN|IND|NOM//nmod//22 ,//MID//punct//22 skall//VB|PRS|AKT//aux//31 försäkringskassan//NN|UTR|SIN|DEF|NOM//nsubj//31 kunna//VB|INF|AKT//aux//31 kvarstå//VB|INF|AKT//ROOT//31 som//KN//case//34 en//DT|UTR|SIN|IND//det//34 garant//NN|UTR|SIN|IND|NOM//xcomp//31 till//PP//case//36 vilken//HP|UTR|SIN|IND//obl//40 den//DT|UTR|SIN|DEF//det//38 skadelidande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//40 alltid//AB//advmod//40 har//VB|PRS|AKT//acl:relcl//31 möjlighet//NN|UTR|SIN|IND|NOM//obj//40 att//IE//mark//43 vända//VB|INF|AKT//acl//41 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//43 .//MAD//punct//31
2.2 Skyddet för skadelidande upprätthålls konsekvent;Försäkringskassan//NN|UTR|SIN|DEF|NOM//nsubj//50 skulle//VB|PRT|AKT//aux//50 då//AB//advmod//50 kunna//VB|INF|AKT//aux//50 betala//VB|INF|AKT//parataxis//31 ut//PL//compound:prt//50 ersättning//NN|UTR|SIN|IND|NOM//obj//50 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 de//DT|UTR/NEU|PLU|DEF//det//55 förmåner//NN|UTR|PLU|IND|NOM//obl//50 som//HP|-|-|-//obl//60 den//DT|UTR|SIN|DEF//det//59 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 försäkringen//NN|UTR|SIN|DEF|NOM//obl//60 berättigar//VB|PRS|AKT//acl:relcl//55 till//PL//compound:prt//60 med//PP//case//63 rätt//NN|UTR|SIN|IND|NOM//obl//60 att//IE//mark//66 senare//AB|KOM//advmod//66 återkräva//VB|INF|AKT//acl//63 utbetalt//PC|PRF|NEU|SIN|IND|NOM//amod//68 belopp//NN|NEU|SIN|IND|NOM//obj//66 från//PP//case//70 trafikskadeförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//68 .//MAD//punct//31

2.3 Förutsättningar för en förbättrad rehabilitering;Lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 borde//VB|PRT|AKT//aux//3 kunna//VB|INF|AKT//aux//3 utformas//VB|INF|SFO//ROOT//3 så//AB//mark//7 att//SN//fixed//4 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//7 uppställer//VB|PRS|AKT//advcl//3 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 krav//NN|NEU|PLU|IND|NOM//obj//7 på//PP//case//11 rehabiliteringsverksamheten//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//3
2.3 Förutsättningar för en förbättrad rehabilitering;Med//PP//case//16 ett//DT|NEU|SIN|IND//det//16 utvidgat//PC|PRF|NEU|SIN|IND|NOM//amod//16 ansvar//NN|NEU|SIN|IND|NOM//obl//37 skulle//VB|PRT|AKT//aux//37 den//DT|UTR|SIN|DEF//det//19 yrkes-//NN|NEU|-|-|SMS//nsubj:pass//37 och//KN//cc//22 arbetslivsinriktade//VB|PRT|AKT//amod//22 rehabiliteringen//NN|UTR|SIN|DEF|NOM//conj//19 ,//MID//punct//19 som//HP|-|-|-//nsubj//32 -//MID//punct//32 enligt//PP//case//29 den//DT|UTR|SIN|DEF//det//29 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 uppfattningen//NN|UTR|SIN|DEF|NOM//obl//32 -//MID//punct//32 inte//AB//advmod//32 fungerar//VB|PRS|AKT//acl:relcl//19 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//32 idag//AB//advmod//32 ,//MID//punct//37 kunna//VB|INF|AKT//aux//37 reformeras//VB|INF|SFO//conj//3 och//KN//cc//39 utvecklas//VB|INF|SFO//conj//37 på//PP//case//43 ett//DT|NEU|SIN|IND//det//43 positivt//JJ|POS|NEU|SIN|IND|NOM//amod//43 sätt//NN|NEU|SIN|IND|NOM//obl//39 .//MAD//punct//3

2.4 Kritik mot skälen för den nuvarande ordningen;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 majoritet//NN|UTR|SIN|IND|NOM//nsubj//6 har//VB|PRS|AKT//aux//6 som//KN//case//5 sin//PS|UTR|SIN|DEF//nmod:poss//5 uppfattning//NN|UTR|SIN|IND|NOM//obl//6 angivit//VB|SUP|AKT//ROOT//6 att//SN//mark//28 en//DT|UTR|SIN|IND//det//9 utvidgning//NN|UTR|SIN|IND|NOM//nsubj//28 av//PP//case//12 trafikförsäkringens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 ansvar//NN|NEU|SIN|IND|NOM//nmod//9 till//PP//mark//15 att//IE//mark//15 omfatta//VB|INF|AKT//acl//9 också//AB//advmod//15 en//DT|UTR|SIN|IND//det//18 del//NN|UTR|SIN|IND|NOM//obj//15 av//PP//case//20 vad//HP|NEU|SIN|IND//nmod//18 som//HP|-|-|-//nsubj:pass//23 nu//AB//advmod//23 täcks//VB|PRS|SFO//acl:relcl//20 av//PP//case//27 den//DT|UTR|SIN|DEF//det//27 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 försäkringen//NN|UTR|SIN|DEF|NOM//obl:agent//23 utgör//VB|PRS|AKT//ccomp//6 ett//DT|NEU|SIN|IND//det//31 principiellt//AB|POS//advmod//31 viktigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//28 avsteg//NN|NEU|SIN|IND|NOM//advmod//28 från//PP//case//36 socialförsäkringssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//36 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 räckvidd//NN|UTR|SIN|IND|NOM//obl//28 .//MID//punct//6
2.4 Kritik mot skälen för den nuvarande ordningen;Mot//PP//case//40 denna//DT|UTR|SIN|DEF//det//40 uppfattning//NN|UTR|SIN|IND|NOM//obl//42 kan//VB|PRS|AKT//aux//42 invändas//VB|INF|SFO//parataxis//6 att//SN//mark//49 den//DT|UTR|SIN|DEF//det//46 värnade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//46 principen//NN|UTR|SIN|DEF|NOM//nsubj//49 varken//KN//cc//49 är//VB|PRS|AKT//aux:pass//49 ägnad//PC|PRF|UTR|SIN|IND|NOM//ccomp//42 att//IE//mark//51 bidraga//VB|INF|AKT//xcomp//49 till//PP//case//55 en//DT|UTR|SIN|IND//det//55 förstärkt//PC|PRF|UTR|SIN|IND|NOM//amod//55 trafiksäkerhet//NN|UTR|SIN|IND|NOM//obl//51 eller//KN//cc//57 uppmuntra//VB|INF|AKT//conj//51 till//PP//case//60 individuellt//JJ|POS|NEU|SIN|IND|NOM//amod//60 ansvarstagande//NN|NEU|SIN|IND|NOM//obl//57 och//KN//cc//63 preventivt//JJ|POS|NEU|SIN|IND|NOM//amod//63 handlande//NN|NEU|SIN|IND|NOM//conj//60 .//MAD//punct//6
2.4 Kritik mot skälen för den nuvarande ordningen;Erfarenheterna//NN|UTR|PLU|DEF|NOM//obl//6 från//PP//case//67 Finland//PM|NOM//nmod//65 ,//MID//punct//65 där//HA//advmod//71 trafikförsäkringen//NN|UTR|SIN|DEF|NOM//nsubj//71 har//VB|PRS|AKT//acl:relcl//65 ett//DT|NEU|SIN|IND//det//74 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 ansvar//NN|NEU|SIN|IND|NOM//obj//71 än//KN//mark//77 i//PP//case//77 Sverige//PM|NOM//obl//71 ,//MID//punct//6 visar//VB|PRS|AKT//conj//6 inte//AB//advmod//79 heller//AB//advmod//79 att//SN//mark//89 det//DT|NEU|SIN|DEF//det//87 angivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//86 oönskade//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//86 principiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//87 avsteget//NN|NEU|SIN|DEF|NOM//nsubj//89 skulle//VB|PRT|AKT//aux//89 ha//VB|INF|AKT//ccomp//79 någon//DT|UTR|SIN|IND//det//92 praktisk//JJ|POS|UTR|SIN|IND|NOM//amod//92 betydelse//NN|UTR|SIN|IND|NOM//obj//89 .//MAD//punct//6

3 Regressrätt för det allmänna;Ett//DT|NEU|SIN|IND//det//1 införande//NN|NEU|SIN|IND|NOM//nsubj//9 av//PP//case//4 en//DT|UTR|SIN|IND//det//4 regressrätt//NN|UTR|SIN|IND|NOM//nmod//1 för//PP//case//7 det//DT|NEU|SIN|DEF//det//7 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//4 är//VB|PRS|AKT//cop//9 motiverad//PC|PRF|UTR|SIN|IND|NOM//ROOT//9 utifrån//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 fördelaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 effekter//NN|UTR|PLU|IND|NOM//obl//9 som//HP|-|-|-//nsubj:pass//17 kan//VB|PRS|AKT//aux//17 förväntas//VB|INF|SFO//acl:relcl//14 för//PP//case//20 personskadornas//NN|UTR|PLU|DEF|GEN//nmod:poss//20 del//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//9

3.1 Incitamenten för skadeförebyggande åtgärder ökar;Med//PP//case//2 ett//DT|NEU|SIN|IND//det//2 införande//NN|NEU|SIN|IND|NOM//obl//9 av//PP//case//5 en//DT|UTR|SIN|IND//det//5 regressmöjlighet//NN|UTR|SIN|IND|NOM//nmod//2 för//PP//case//8 det//DT|NEU|SIN|DEF//det//8 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//5 finns//VB|PRS|SFO//ROOT//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 skäl//NN|NEU|PLU|IND|NOM//nsubj//9 att//IE//mark//13 tro//VB|INF|AKT//acl//11 att//SN//mark//23 särskilt//AB//advmod//17 försäkringsbolagens//NN|NEU|PLU|DEF|GEN//nmod:poss//17 incitament//NN|NEU|SIN|IND|NOM//nsubj//23 till//PP//case//19 skadeförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 och//KN//cc//21 skadebegränsande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 åtgärder//NN|UTR|PLU|IND|NOM//nmod//17 blir//VB|PRS|AKT//ccomp//13 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//23 liksom//PP//mark//30 att//SN//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 även//AB//advmod//30 kan//VB|PRS|AKT//aux//30 förväntas//VB|INF|SFO//advcl//23 att//SN//mark//44 regressförfaranden//NN|UTR|SIN|DEF|NOM//nsubj//44 ,//MID//punct//36 med//PP//case//36 den//DT|UTR|SIN|DEF//det//36 utredning//NN|UTR|SIN|IND|NOM//obl//44 och//KN//cc//38 genomgång//NN|UTR|SIN|IND|NOM//conj//36 som//HP|-|-|-//obj//42 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//42 måste//VB|PRS|AKT//aux//42 innefatta//VB|INF|AKT//acl:relcl//36 ,//MID//punct//36 bidrar//VB|PRS|AKT//ccomp//30 till//PP//case//50 en//DT|UTR|SIN|IND//det//50 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 eller//KN//cc//49 ökad//PC|PRF|UTR|SIN|IND|NOM//conj//47 kunskap//NN|UTR|SIN|IND|NOM//obl//44 om//PP//mark//54 vad//HP|NEU|SIN|IND//dislocated//54 som//HP|-|-|-//nsubj//54 framkallar//VB|PRS|AKT//acl//50 och//KN//cc//56 ger//VB|PRS|AKT//conj//54 upphov//NN|NEU|SIN|IND|NOM//obj//56 till//PP//case//59 skador//NN|UTR|PLU|IND|NOM//obl//56 .//MAD//punct//9
3.1 Incitamenten för skadeförebyggande åtgärder ökar;Den//DT|UTR|SIN|DEF//det//62 typ//NN|UTR|SIN|IND|NOM//nsubj//72 av//PP//case//64 kunskap//NN|UTR|SIN|IND|NOM//nmod//62 om//PP//case//66 skadeorsaker//NN|UTR|PLU|IND|NOM//nmod//64 som//HP|-|-|-//nsubj:pass//69 kan//VB|PRS|AKT//aux//69 förväntas//VB|INF|SFO//acl:relcl//66 öka//VB|INF|AKT//xcomp//69 är//VB|PRS|AKT//aux:pass//72 ägnad//PC|PRF|UTR|SIN|IND|NOM//parataxis//9 att//IE//mark//74 bidraga//VB|INF|AKT//advcl//72 till//PP//compound:prt//74 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//79 och//KN//cc//78 utvecklade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//76 krav//NN|NEU|PLU|IND|NOM//obl//72 på//PP//case//83 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 farliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 verksamheter//NN|UTR|PLU|IND|NOM//nmod//79 ,//MID//punct//93 vilket//HP|NEU|SIN|IND//nsubj//93 i//PP//case//88 sin//PS|UTR|SIN|DEF//nmod:poss//88 tur//NN|UTR|SIN|IND|NOM//nmod//85 ,//MID//punct//85 särskilt//AB//advmod//93 genom//PP//case//93 försäkringsbolagens//NN|NEU|PLU|DEF|GEN//nmod:poss//93 inflytande//NN|NEU|SIN|IND|NOM//conj//79 ,//MID//punct//9 bör//VB|PRS|AKT//aux//96 ge//VB|INF|AKT//conj//9 möjlighet//NN|UTR|SIN|IND|NOM//obj//96 att//IE//mark//99 reducera//VB|INF|AKT//acl//97 antalet//NN|NEU|SIN|DEF|NOM//nmod//101 personskador//NN|UTR|PLU|IND|NOM//obj//99 jämfört//PC|PRF|NEU|SIN|IND|NOM//advmod//99 med//PP//fixed//102 idag//AB//advmod//102 .//MAD//punct//9

3.2 Prevention;Betydelsen//NN|UTR|SIN|DEF|NOM//nsubj//14 av//PP//case//3 preventiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 effekter//NN|UTR|PLU|IND|NOM//nmod//0 hos//PP//case//6 ett//DT|NEU|SIN|IND//det//6 system//NN|NEU|SIN|IND|NOM//nmod//3 med//PP//case//8 regressrätt//NN|UTR|SIN|IND|NOM//nmod//6 för//PP//case//11 det//DT|NEU|SIN|DEF//det//11 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//8 är//VB|PRS|AKT//cop//14 inte//AB//advmod//14 entydig//JJ|POS|UTR|SIN|IND|NOM//ROOT//14 ,//MID//punct//18 men//KN//cc//18 något//DT|NEU|SIN|IND//det//18 stöd//NN|NEU|SIN|IND|NOM//conj//14 för//PP//mark//22 att//IE//mark//22 helt//AB|POS//advmod//22 bortse//VB|INF|AKT//advcl//25 ifrån//PL//compound:prt//22 den//PN|UTR|SIN|DEF|SUB/OBJ//expl//25 finns//VB|PRS|SFO//conj//14 heller//AB//advmod//25 inte//AB//advmod//25 .//MAD//punct//14
3.2 Prevention;Göran//PM|NOM//nmod//34 Skoghs//PM|GEN//flat:name//29 rapport//NN|UTR|SIN|IND|NOM//flat:name//29 ”//PAD//punct//29 Rättsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 aspekter//NN|UTR|PLU|IND|NOM//parataxis//14 på//PP//case//36 skadeståndsrätt//NN|UTR|SIN|IND|NOM//nmod//34 och//KN//cc//39 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//39 regress//NN|UTR|SIN|IND|NOM//conj//36 ”//PAD//punct//34 ,//MID//punct//42 visar//VB|PRS|AKT//conj//14 att//SN//mark//49 de//DT|UTR/NEU|PLU|DEF//det//46 preventiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 effekterna//NN|UTR|PLU|DEF|NOM//nsubj//49 i//PP//case//48 ersättningssystemen//NN|NEU|PLU|DEF|NOM//nmod//46 går//VB|PRS|AKT//ccomp//42 att//IE//mark//51 förstärka//VB|INF|AKT//xcomp//49 utan//PP//case//54 negativ//JJ|POS|UTR|SIN|IND|NOM//amod//54 inverkan//NN|UTR|SIN|IND|NOM//obj//51 på//PP//case//58 de//DT|UTR/NEU|PLU|DEF//det//57 skadelidandes//NN|UTR|PLU|IND|GEN//nmod:poss//58 möjligheter//NN|UTR|PLU|IND|NOM//obl//51 att//IE//mark//60 få//VB|INF|AKT//acl//58 ersättning//NN|UTR|SIN|IND|NOM//obj//60 .//MAD//punct//14
3.2 Prevention;Preventionstanken//NN|UTR|SIN|DEF|NOM//nsubj//1 framträder//VB|PRS|AKT//ROOT//1 med//PP//case//3 tydlighet//NN|UTR|SIN|IND|NOM//obl//1 i//PP//case//5 exemplet//NN|NEU|SIN|DEF|NOM//nmod//3 där//HA//advmod//9 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 personskador//NN|UTR|PLU|IND|NOM//nsubj:pass//9 orsakas//VB|PRS|SFO//advcl//1 av//PP//case//13 ett//DT|NEU|SIN|IND//det//13 otjänligt//JJ|POS|NEU|SIN|IND|NOM//amod//13 livsmedel//NN|NEU|SIN|IND|NOM//obl:agent//9 eller//KN//cc//19 av//PP//case//19 en//DT|UTR|SIN|IND//det//19 skadlig//JJ|POS|UTR|SIN|IND|NOM//amod//19 kemisk//JJ|POS|UTR|SIN|IND|NOM//amod//19 produkt//NN|UTR|SIN|IND|NOM//conj//13 som//HP|-|-|-//nsubj:pass//22 har//VB|PRS|AKT//aux//22 förts//VB|SUP|SFO//acl:relcl//19 ut//PL//compound:prt//22 på//PP//case//25 marknaden//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//1
3.2 Prevention;Om//SN//mark//31 den//DT|UTR|SIN|DEF//det//29 ansvarige//JJ|POS|MAS|SIN|DEF|NOM//nsubj//31 fick//VB|PRT|AKT//aux//31 bära//VB|INF|AKT//advcl//40 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//31 för//PP//case//36 den//DT|UTR|SIN|DEF//det//36 skadebringande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//32 skulle//VB|PRT|AKT//aux//40 också//AB//advmod//40 incitamenten//NN|NEU|PLU|DEF|NOM//nsubj//40 öka//VB|INF|AKT//conj//1 för//PP//case//42 företag//NN|NEU|PLU|IND|NOM//obl//40 som//HP|-|-|-//nsubj//47 i//PP//case//46 någon//DT|UTR|SIN|IND//det//46 mening//NN|UTR|SIN|IND|NOM//obl//47 bedriver//VB|PRS|AKT//acl:relcl//42 farlig//JJ|POS|UTR|SIN|IND|NOM//amod//53 ,//MID//punct//50 riskfylld//JJ|POS|UTR|SIN|IND|NOM//conj//48 eller//KN//cc//52 hälsovådlig//JJ|POS|UTR|SIN|IND|NOM//conj//50 verksamhet//NN|UTR|SIN|IND|NOM//obj//47 att//IE//mark//55 inrätta//VB|INF|AKT//acl//53 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//55 så//AB//mark//65 att//SN//fixed//57 risken//NN|UTR|SIN|DEF|NOM//nsubj//65 för//PP//case//64 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 eller//KN//cc//63 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//61 skador//NN|UTR|PLU|IND|NOM//nmod//59 minskar//VB|PRS|AKT//advcl//55 eller//KN//cc//68 helt//AB|POS//advmod//68 uteblir//VB|PRS|AKT//conj//65 .//MAD//punct//1

3.3 Kunskapen om skadeorsaker ökar;En//DT|UTR|SIN|IND//det//1 effekt//NN|UTR|SIN|IND|NOM//nsubj//48 av//PP//case//4 ett//DT|NEU|SIN|IND//det//4 system//NN|NEU|SIN|IND|NOM//nmod//1 med//PP//case//6 regress//NN|UTR|SIN|IND|NOM//nmod//4 för//PP//case//9 det//DT|NEU|SIN|DEF//det//9 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//6 som//HP|-|-|-//nsubj//13 särskilt//AB//advmod//13 bör//VB|PRS|AKT//aux//13 uppmärksammas//VB|INF|SFO//acl:relcl//9 är//VB|PRS|AKT//cop//1 att//SN//mark//34 den//DT|UTR|SIN|DEF//det//17 utredning//NN|UTR|SIN|IND|NOM//nsubj//34 som//HP|-|-|-//nsubj//20 måste//VB|PRS|AKT//aux//20 ske//VB|INF|AKT//acl:relcl//17 för//PP//mark//23 att//IE//mark//23 bestämma//VB|INF|AKT//advcl//20 vem//HP|UTR|SIN|IND//dislocated//28 som//HP|-|-|-//nsubj//28 slutligt//AB|POS//advmod//28 skall//VB|PRS|AKT//aux//28 stå//VB|INF|AKT//ccomp//23 för//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 kostnaderna//NN|UTR|PLU|DEF|NOM//obl//28 bör//VB|PRS|AKT//aux//34 innefatta//VB|INF|AKT//csubj//1 att//SN//mark//43 skadeorsaker//NN|UTR|PLU|IND|NOM//nsubj:pass//43 och//KN//cc//38 förlopp//NN|NEU|PLU|IND|NOM//conj//36 som//HP|-|-|-//nsubj//40 inneburit//VB|SUP|AKT//acl:relcl//36 personskador//NN|UTR|PLU|IND|NOM//obj//40 kan//VB|PRS|AKT//aux//43 klarläggas//VB|INF|SFO//ccomp//34 .//MAD//punct//1
3.3 Kunskapen om skadeorsaker ökar;En//DT|UTR|SIN|IND//det//47 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//47 kunskap//NN|UTR|SIN|IND|NOM//nsubj//48 vore//VB|KON|PRT|AKT//ROOT//48 av//PP//case//50 betydelse//NN|UTR|SIN|IND|NOM//obl//48 inte//AB//advmod//59 enbart//AB//advmod//59 för//PP//case//56 det//DT|NEU|SIN|DEF//det//56 renodlat//PC|PRF|NEU|SIN|IND|NOM//amod//56 skadeförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 och//KN//cc//58 utredande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 arbetet//NN|NEU|SIN|DEF|NOM//obl//48 utan//KN//cc//64 skulle//VB|PRT|AKT//aux//64 också//AB//advmod//64 kunna//VB|INF|AKT//aux//64 tillgodose//VB|INF|AKT//conj//48 ett//DT|NEU|SIN|IND//det//67 berättigat//PC|PRF|NEU|SIN|IND|NOM//amod//67 behov//NN|NEU|SIN|IND|NOM//obj//64 av//PP//case//69 information//NN|UTR|SIN|IND|NOM//nmod//67 och//KN//cc//71 upplysning//NN|UTR|SIN|IND|NOM//conj//69 hos//PP//case//73 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//71 .//MAD//punct//48

3.4 Inga negativa effekter för enskilda skadelidande;En//DT|UTR|SIN|IND//det//1 regressrätt//NN|UTR|SIN|IND|NOM//nsubj//6 för//PP//case//5 den//DT|UTR|SIN|DEF//det//5 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 försäkringen//NN|UTR|SIN|DEF|NOM//nmod//1 innebär//VB|PRS|AKT//ROOT//6 inget//DT|NEU|SIN|IND//nsubj//6 avsteg//NN|NEU|SIN|IND|NOM//compound:prt//6 från//PP//case//12 den//DT|UTR|SIN|DEF//det//12 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 principen//NN|UTR|SIN|DEF|NOM//obl//6 att//SN//mark//25 var//PN|UTR|SIN|IND|SUB/OBJ//nsubj//25 och//KN//fixed//14 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//14 som//HP|-|-|-//nsubj//18 blir//VB|PRS|AKT//acl:relcl//14 arbetsoförmögen//NN|UTR|SIN|DEF|NOM//xcomp//18 på//PP//case//24 grund//NN|UTR|SIN|IND|NOM//fixed//20 av//PP//fixed//20 en//DT|UTR|SIN|IND//det//24 skada//NN|UTR|SIN|IND|NOM//obl//18 har//VB|PRS|AKT//ccomp//6 samma//DT|UTR/NEU|SIN/PLU|IND//det//27 rätt//NN|UTR|SIN|IND|NOM//obj//25 till//PP//case//29 ersättning//NN|UTR|SIN|IND|NOM//nmod//27 från//PP//case//31 försäkringen//NN|UTR|SIN|DEF|NOM//nmod//29 oavsett//PP//case//33 orsaken//NN|UTR|SIN|DEF|NOM//obl//25 till//PP//case//35 skadan//NN|UTR|SIN|DEF|NOM//nmod//33 .//MID//punct//6
