8 Premiepensionssystemets basalternativ ;I//PP//case//2 premiepensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 basalternativ//NN|NEU|SIN|IND|NOM//obl//6 ,//MID//punct//4 Premiesparfonden//NN|UTR|SIN|DEF|NOM//conj//2 ,//MID//punct//4 placeras//VB|PRS|SFO//ROOT//6 medel//NN|NEU|PLU|IND|NOM//nsubj:pass//6 för//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 pensionssparare//NN|UTR|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//13 inte//AB//advmod//13 gör//VB|PRS|AKT//acl:relcl//10 ett//DT|NEU|SIN|IND//det//16 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//16 val//NN|NEU|SIN|IND|NOM//obj//13 av//PP//case//18 fondförvaltare//NN|UTR|PLU|IND|NOM//nmod//16 .//MAD//punct//6
8 Premiepensionssystemets basalternativ ;Ett//DT|NEU|SIN|IND//det//87 basalternativ//NN|NEU|SIN|IND|NOM//nsubj//93 med//PP//case//90 låg//JJ|POS|UTR|SIN|IND|NOM//amod//90 risk//NN|UTR|SIN|IND|NOM//nmod//87 kan//VB|PRS|AKT//aux//93 således//AB//advmod//93 resultera//VB|INF|AKT//parataxis//17 i//PP//case//96 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 pensioner//NN|UTR|PLU|IND|NOM//obl//93 för//PP//case//100 den//DT|UTR|SIN|DEF//det//100 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//100 andel//NN|UTR|SIN|IND|NOM//nmod//96 som//HP|-|-|-//nsubj//103 inte//AB//advmod//103 gjort//VB|SUP|AKT//acl:relcl//100 ett//DT|NEU|SIN|IND//det//106 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//106 val//NN|NEU|SIN|IND|NOM//obj//103 .//MAD//punct//93
8 Premiepensionssystemets basalternativ ;Samtidigt//AB//advmod//119 kan//VB|PRS|AKT//aux//119 ett//DT|NEU|SIN|IND//det//111 val//NN|NEU|SIN|IND|NOM//nsubj//119 med//PP//case//115 alltför//AB//advmod//114 hög//JJ|POS|UTR|SIN|IND|NOM//amod//115 risknivå//NN|UTR|SIN|IND|NOM//nmod//111 under//PP//case//118 ogynnsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 omständigheter//NN|UTR|PLU|IND|NOM//nmod//115 resultera//VB|INF|AKT//advcl//93 i//PP//case//121 utfall//NN|NEU|SIN|IND|NOM//obl//119 med//PP//case//125 mycket//AB|POS//advmod//124 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 pensioner//NN|UTR|PLU|IND|NOM//nmod//121 .//MAD//punct//119
8 Premiepensionssystemets basalternativ ;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//128 understryker//VB|PRS|AKT//conj//119 vikten//NN|UTR|SIN|DEF|NOM//obj//128 av//PP//case//133 en//DT|UTR|SIN|IND//det//133 försiktig//JJ|POS|UTR|SIN|IND|NOM//amod//133 placeringsstrategi//NN|UTR|SIN|IND|NOM//nmod//129 för//PP//case//135 basalternativet//NN|NEU|SIN|DEF|NOM//nmod//133 ,//MID//punct//140 dock//KN//advmod//140 inte//AB//advmod//140 så//AB//advmod//140 försiktig//JJ|POS|UTR|SIN|IND|NOM//advcl//128 att//SN//mark//143 resultatet//NN|NEU|SIN|DEF|NOM//nsubj//143 blir//VB|PRS|AKT//csubj//140 en//DT|UTR|SIN|IND//det//147 onödigt//AB|POS//advmod//146 låg//JJ|POS|UTR|SIN|IND|NOM//amod//147 pension//NN|UTR|SIN|IND|NOM//xcomp//143 .//MAD//punct//128
8 Premiepensionssystemets basalternativ ;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//150 riktlinjer//NN|UTR|PLU|IND|NOM//nsubj//151 finns//VB|PRS|SFO//parataxis//128 i//PP//advmod//151 dag//NN|UTR|SIN|IND|NOM//fixed//152 för//PP//case//156 Premiesparfondens//PM|GEN//nmod:poss//156 placeringsinriktning//NN|UTR|SIN|IND|NOM//obl//151 .//MAD//punct//156
8 Premiepensionssystemets basalternativ ;Sjunde//RO|NOM//amod//159 AP-fonden//NN|UTR|SIN|DEF|NOM//nsubj//161 skall//VB|PRS|AKT//aux//161 sträva//VB|INF|AKT//conj//151 efter//PP//mark//164 att//IE//mark//164 förvalta//VB|INF|AKT//advcl//161 medlen//NN|NEU|PLU|DEF|NOM//obj//164 till//PP//case//169 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//169 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//169 nytta//NN|UTR|SIN|IND|NOM//obl//164 för//PP//case//171 pensionssystemet//NN|NEU|SIN|DEF|NOM//obl//164 .//MAD//punct//128
8 Premiepensionssystemets basalternativ ;Målet//NN|NEU|SIN|DEF|NOM//nsubj//175 skall//VB|PRS|AKT//aux//175 vara//VB|INF|AKT//conj//119 att//IE//mark//177 ge//VB|INF|AKT//xcomp//175 en//DT|UTR|SIN|IND//det//181 hög//JJ|POS|UTR|SIN|IND|NOM//amod//181 utgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//181 pension//NN|UTR|SIN|IND|NOM//obj//177 i//PP//case//183 relation//NN|UTR|SIN|IND|NOM//obl//177 till//PP//case//185 risken//NN|UTR|SIN|DEF|NOM//obl//177 .//MAD//punct//175
8 Premiepensionssystemets basalternativ ;För//PP//case//188 Premiesparfonden//NN|UTR|SIN|DEF|NOM//obl//195 skall//VB|PRS|AKT//aux//195 den//DT|UTR|SIN|DEF//det//192 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//192 risknivån//NN|UTR|SIN|DEF|NOM//nsubj//195 samtidigt//AB//advmod//195 vara//VB|INF|AKT//cop//195 låg//JJ|POS|UTR|SIN|IND|NOM//conj//175 .//MID//punct//195
8 Premiepensionssystemets basalternativ ;Med//PP//case//198 risk//NN|UTR|SIN|IND|NOM//obl//199 avses//VB|PRS|SFO//conj//195 förväntade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//202 genomsnittliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//202 avvikelser//NN|UTR|PLU|IND|NOM//nsubj:pass//199 –//RG|NOM//punct//202 såväl//KN//advmod//205 upp//AB//appos//202 som//KN//fixed//205 ned//AB//fixed//206 –//RG|NOM//punct//211 från//PP//case//211 förväntad//PC|PRF|UTR|SIN|IND|NOM//amod//211 avkastning//NN|UTR|SIN|IND|NOM//obl//205 .//MID//punct//211
8 Premiepensionssystemets basalternativ ;Att//SN//mark//217 risken//NN|UTR|SIN|DEF|NOM//nsubj//217 skall//VB|PRS|AKT//aux//217 vara//VB|INF|AKT//cop//217 låg//JJ|POS|UTR|SIN|IND|NOM//advcl//199 förtydligas//VB|INF|SFO//xcomp//217 av//PP//mark//226 att//SN//mark//226 Premiesparfondens//PM|GEN//nmod:poss//222 risknivå//NN|UTR|SIN|IND|NOM//nsubj//226 normalt//AB|POS//advmod//226 skall//VB|PRS|AKT//aux//226 vara//VB|INF|AKT//cop//226 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl:agent//218 än//KN//mark//232 för//PP//case//232 den//DT|UTR|SIN|DEF//det//232 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//232 privata//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//232 förvaltaren//NN|UTR|SIN|DEF|NOM//obl//226 av//PP//case//234 pensionskapital//NN|NEU|SIN|IND|NOM//nmod//232 med//PP//case//237 samma//DT|UTR/NEU|SIN/PLU|IND//det//237 placeringshorisont//NN|UTR|SIN|IND|NOM//nmod//234 .//MAD//punct//175
8 Premiepensionssystemets basalternativ ;Sjunde//RO|NOM//amod//1 AP-fondens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 styrelse//NN|UTR|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//47 preciserat//VB|SUP|AKT//amod//5 placeringsinriktningen//NN|UTR|SIN|DEF|NOM//obj//3 genom//PP//mark//8 att//IE//mark//8 ange//VB|INF|AKT//advcl//3 ett//DT|NEU|SIN|IND//det//10 mål//NN|NEU|SIN|IND|NOM//obj//8 för//PP//case//12 denna//PN|UTR|SIN|DEF|SUB/OBJ//obl//8 i//PP//case//14 fondbestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//12 –//RG|NOM//punct//16 totalavkastningen//NN|UTR|SIN|DEF|NOM//appos//14 i//PP//case//18 Premiesparfonden//NN|UTR|SIN|DEF|NOM//nmod//16 skall//VB|PRS|AKT//aux//24 under//PP//case//22 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 femårsperioder//NN|UTR|PLU|IND|NOM//obl//24 minst//AB|SUV//advmod//24 motsvara//VB|INF|AKT//conj//3 det//DT|NEU|SIN|DEF//det//27 kapitalvägda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//27 genomsnittet//NN|NEU|SIN|DEF|NOM//obj//24 av//PP//case//30 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 fonder//NN|UTR|PLU|IND|NOM//nmod//27 som//HP|-|-|-//nsubj//32 deltar//VB|PRS|AKT//acl:relcl//30 i//PP//case//34 premiepensionssystemet//NN|NEU|SIN|DEF|NOM//obl//32 ,//MID//punct//39 men//KN//cc//39 med//PP//case//39 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 risk//NN|UTR|SIN|IND|NOM//conj//3 .//MAD//punct//3
8 Premiepensionssystemets basalternativ ;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//42 har//VB|PRS|AKT//aux//47 således//AB//advmod//47 för//PP//case//46 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//46 del//NN|UTR|SIN|IND|NOM//obl//47 definierat//VB|SUP|AKT//ROOT//47 krav//NN|NEU|PLU|IND|NOM//obj//47 på//PP//case//51 låg//JJ|POS|UTR|SIN|IND|NOM//amod//51 risk//NN|UTR|SIN|IND|NOM//nmod//48 i//PP//case//53 relation//NN|UTR|SIN|IND|NOM//nmod//51 till//PP//case//56 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 placeringar//NN|UTR|PLU|IND|NOM//nmod//51 inom//PP//case//58 premiepensionssystemet//NN|NEU|SIN|DEF|NOM//nmod//56 .//MAD//punct//47
8 Premiepensionssystemets basalternativ ;Fastställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//0 av//PP//case//3 Premiesparfondens//PM|GEN//nmod:poss//3 risknivå//NN|UTR|SIN|IND|NOM//nmod//0
8 Premiepensionssystemets basalternativ ;Eftersom//SN//mark//4 premiepensionen//NN|UTR|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 en//DT|UTR|SIN|IND//det//4 del//NN|UTR|SIN|IND|NOM//advcl//12 av//PP//case//6 ålderspensionssystemet//NN|NEU|SIN|DEF|NOM//nmod//4 och//KN//cc//9 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//9 pensionssparare//NN|UTR|PLU|IND|NOM//conj//6 definitionsmässigt//AB|POS//advmod//11 också//AB//advmod//12 har//VB|PRS|AKT//ROOT//12 behållningar//NN|UTR|PLU|IND|NOM//obj//12 inom//PP//case//15 inkomstpensionssystemet//NN|NEU|SIN|DEF|NOM//obl//12 är//VB|PRS|AKT//punct//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 ,//MID//punct//23 enligt//PP//case//21 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 uppfattning//NN|UTR|SIN|IND|NOM//obl//23 ,//MID//punct//23 naturligt//AB|POS//advcl//32 att//IE//mark//25 inkludera//VB|INF|AKT//csubj//23 denna//DT|UTR|SIN|DEF//det//27 del//NN|UTR|SIN|IND|NOM//obj//25 i//PP//case//29 riskanalysen//NN|UTR|SIN|DEF|NOM//obl//25 .//MAD//punct//23
8 Premiepensionssystemets basalternativ ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 gäller//VB|PRS|AKT//advcl//12 även//AB//advmod//32 garantipensionen//NN|UTR|SIN|DEF|NOM//obj//32 .//MAD//punct//12
8 Premiepensionssystemets basalternativ ;Pensionssparare//NN|UTR|PLU|IND|NOM//nsubj//2 kan//VB|PRS|AKT//aux//2 ha//VB|INF|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//4 riskexponering//NN|UTR|SIN|IND|NOM//obj//2 på//PP//case//7 annat//JJ|POS|NEU|SIN|IND|NOM//amod//7 håll//NN|NEU|SIN|IND|NOM//nmod//4 än//KN//advmod//7 inom//PP//case//10 ålderspensionssystemet//NN|NEU|SIN|DEF|NOM//nmod//7 ,//MID//punct//2 t.ex.//AB|AN//advmod//15 genom//PP//case//15 sin//PS|UTR|SIN|DEF//nmod:poss//15 tjänstpension//NN|UTR|SIN|IND|NOM//obl//2 eller//KN//cc//19 sitt//PS|NEU|SIN|DEF//nmod:poss//19 privata//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 pensionssparande//NN|NEU|SIN|IND|NOM//conj//15 .//MAD//punct//2
8 Premiepensionssystemets basalternativ ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 kan//VB|PRS|AKT//aux//24 därför//AB//advmod//24 hävdas//VB|INF|SFO//conj//2 att//SN//mark//28 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//28 borde//VB|PRT|AKT//aux//28 tas//VB|INF|SFO//advcl//24 till//PP//case//30 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//28 när//HA//mark//35 allokeringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//35 i//PP//case//34 Premiesparfonden//NN|UTR|SIN|DEF|NOM//nmod//32 bestäms//VB|PRS|SFO//advcl//28 .//MAD//punct//24
8 Premiepensionssystemets basalternativ ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//38 vänder//VB|PRS|AKT//conj//24 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//38 mot//PP//case//42 detta//DT|NEU|SIN|DEF//det//42 resonemang//NN|NEU|SIN|IND|NOM//obl//38 .//MAD//punct//38
8 Premiepensionssystemets basalternativ ;För//PP//case//46 det//DT|NEU|SIN|DEF//det//46 första//RO|NOM//obl//47 varierar//VB|PRS|AKT//conj//38 dessa//DT|UTR/NEU|PLU|DEF//det//49 förhållanden//NN|NEU|PLU|IND|NOM//nsubj//47 kraftigt//AB|POS//advmod//47 mellan//PP//case//53 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 individer//NN|UTR|PLU|IND|NOM//obl//47 .//MAD//punct//38
8 Premiepensionssystemets basalternativ ;För//PP//case//57 det//DT|NEU|SIN|DEF//det//57 andra//RO|NOM//obl//60 kan//VB|PRS|AKT//aux//60 individen//NN|UTR|SIN|DEF|NOM//nsubj//60 anpassa//VB|INF|AKT//parataxis//38 sitt//PS|NEU|SIN|DEF//nmod:poss//64 eventuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 sparande//NN|NEU|SIN|IND|NOM//obj//60 till//PP//case//68 det//DT|NEU|SIN|DEF//det//68 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 pensionssystemet//NN|NEU|SIN|DEF|NOM//obl//60 .//MID//punct//2
8 Premiepensionssystemets basalternativ ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//74 är//VB|PRS|AKT//cop//74 en//DT|UTR|SIN|IND//det//74 rimligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 ansats//NN|UTR|SIN|IND|NOM//parataxis//2 än//KN//mark//77 det//DT|NEU|SIN|DEF//det//77 omvända//PC|PRF|UTR/NEU|SIN|DEF|NOM//acl//74 .//MAD//punct//74
8 Premiepensionssystemets basalternativ ;För//PP//case//81 det//DT|NEU|SIN|DEF//det//81 tredje//RO|NOM//obl//85 bör//VB|PRS|AKT//aux//85 ålderspensionssystemet//NN|NEU|SIN|DEF|NOM//nsubj//85 inte//AB//advmod//85 förutsätta//VB|INF|AKT//advcl//2 annat//JJ|POS|NEU|SIN|IND|NOM//amod//87 sparande//NN|NEU|SIN|IND|NOM//obj//85 .//MAD//punct//2
8 Premiepensionssystemets basalternativ ;Sjunde//RO|NOM//amod//1 AP-fonden//NN|UTR|SIN|DEF|NOM//nsubj//2 använder//VB|PRS|AKT//ROOT//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 av//PP//case//6 snittväljarens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 portfölj//NN|UTR|SIN|IND|NOM//obl//2 när//HA//mark//9 risknivån//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 bestäms//VB|PRS|SFO//advcl//2 för//PP//case//13 den//DT|UTR|SIN|DEF//det//13 strategiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 portföljen//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//2
8 Premiepensionssystemets basalternativ ;Genom//PP//mark//20 att//SN//mark//20 Sjunde//RO|NOM//amod//18 AP-fondens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 styrelse//NN|UTR|SIN|IND|NOM//nsubj//20 satt//VB|SUP|AKT//advcl//31 upp//PL//compound:prt//20 ett//DT|NEU|SIN|IND//det//23 mål//NN|NEU|SIN|IND|NOM//obj//20 om//PP//mark//26 att//IE//mark//26 matcha//VB|INF|AKT//acl//23 de//DT|UTR/NEU|PLU|DEF//det//29 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 väljarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//30 avkastning//NN|UTR|SIN|IND|NOM//obj//26 krävs//VB|PRS|SFO//parataxis//2 därmed//AB//advmod//31 en//DT|UTR|SIN|IND//det//35 hög//JJ|POS|UTR|SIN|IND|NOM//amod//35 aktieexponering//NN|UTR|SIN|IND|NOM//nsubj:pass//31 om//PP//mark//40 de//DT|UTR/NEU|PLU|DEF//det//39 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 väljarna//NN|UTR|PLU|DEF|NOM//nsubj//40 valt//VB|SUP|AKT//acl//35 en//DT|UTR|SIN|IND//det//43 hög//JJ|POS|UTR|SIN|IND|NOM//amod//43 risk//NN|UTR|SIN|IND|NOM//obj//40 ,//MID//punct//51 även//AB//mark//51 om//SN//fixed//45 de//DT|UTR/NEU|PLU|DEF//det//49 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 väljarna//NN|UTR|PLU|DEF|NOM//nsubj//51 har//VB|PRS|AKT//aux//51 gjort//VB|SUP|AKT//advcl//31 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//51 av//PP//case//55 irrationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 skäl//NN|NEU|PLU|IND|NOM//obl//51 .//MAD//punct//31
8 Premiepensionssystemets basalternativ ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//58 konstaterar//VB|PRS|AKT//conj//2 att//SN//mark//67 den//DT|UTR|SIN|DEF//det//62 höga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 aktieexponeringen//NN|UTR|SIN|DEF|NOM//nsubj//67 hos//PP//case//66 de//DT|UTR/NEU|PLU|DEF//det//66 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 väljarna//NN|UTR|PLU|DEF|NOM//nmod//62 synes//VB|PRS|SFO//ccomp//58 rationell//JJ|POS|UTR|SIN|IND|NOM//xcomp//67 i//PP//case//72 enlighet//NN|UTR|SIN|IND|NOM//fixed//69 med//PP//fixed//69 diskussionen//NN|UTR|SIN|DEF|NOM//obl//67 i//PP//case//75 kapitel//NN|NEU|SIN|IND|NOM//nmod//75 3//RG|NOM//nmod//72 .//MAD//punct//58
8 Premiepensionssystemets basalternativ ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//80 kan//VB|PRS|AKT//aux//80 samtidigt//AB//advmod//80 konstatera//VB|INF|AKT//parataxis//58 att//SN//mark//94 det//DT|NEU|SIN|DEF//det//84 fastslagna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 målet//NN|NEU|SIN|DEF|NOM//nsubj//94 –//RG|NOM//punct//84 att//IE//mark//87 relatera//VB|INF|AKT//acl//84 till//PP//case//91 de//DT|UTR/NEU|PLU|DEF//det//91 aktivas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//amod//91 val//NN|NEU|PLU|IND|NOM//obl//87 –//RG|NOM//punct//84 inte//AB//advmod//94 följer//VB|PRS|AKT//ccomp//80 av//PP//compound:prt//94 lag//NN|UTR|SIN|IND|NOM//obl//94 utan//KN//cc//100 är//VB|PRS|AKT//cop//100 ett//DT|NEU|SIN|IND//det//100 beslut//NN|NEU|SIN|IND|NOM//obl//94 som//HP|-|-|-//nsubj:pass//102 fattats//VB|SUP|SFO//acl:relcl//100 av//PP//case//106 Sjunde//RO|NOM//amod//105 AP-fondens//NN|UTR|SIN|DEF|GEN//nmod:poss//106 styrelse//NN|UTR|SIN|IND|NOM//obl:agent//102 .//MAD//punct//58
8 Premiepensionssystemets basalternativ ;Detta//DT|NEU|SIN|DEF//det//109 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//112 kan//VB|PRS|AKT//aux//112 således//AB//advmod//112 ändras//VB|INF|SFO//advcl//58 om//SN//mark//115 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//115 anser//VB|PRS|AKT//advcl//112 att//SN//mark//128 risken//NN|UTR|SIN|DEF|NOM//nsubj//128 hos//PP//case//121 de//DT|UTR/NEU|PLU|DEF//det//121 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 väljarna//NN|UTR|PLU|DEF|NOM//nmod//117 ,//MID//punct//125 av//PP//case//125 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 skäl//NN|NEU|PLU|IND|NOM//nmod//117 ,//MID//punct//117 skulle//VB|PRT|AKT//aux//128 bli//VB|INF|AKT//ccomp//115 för//AB//case//130 hög//JJ|POS|UTR|SIN|IND|NOM//xcomp//128 .//MAD//punct//58
8 Premiepensionssystemets basalternativ ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//133 finner//VB|PRS|AKT//parataxis//58 därför//AB//advmod//133 inte//AB//advmod//133 någon//DT|UTR|SIN|IND//det//137 anledning//NN|UTR|SIN|IND|NOM//obj//133 att//IE//mark//139 föreslå//VB|INF|AKT//acl//137 några//DT|UTR/NEU|PLU|IND//det//141 ändringar//NN|UTR|PLU|IND|NOM//obj//139 i//PP//case//143 regelverket//NN|NEU|SIN|DEF|NOM//nmod//141 av//PP//case//146 detta//DT|NEU|SIN|DEF//det//146 skäl//NN|NEU|SIN|IND|NOM//nmod//143 .//MAD//punct//58
8 Premiepensionssystemets basalternativ ;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 vore//VB|KON|PRT|AKT//cop//4 en//DT|UTR|SIN|IND//det//4 annan//JJ|POS|UTR|SIN|IND|NOM//amod//4 sak//NN|UTR|SIN|IND|NOM//ROOT//4 om//SN//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 väljarna//NN|UTR|PLU|DEF|NOM//nmod//4 av//PP//case//11 irrationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 skäl//NN|NEU|PLU|IND|NOM//nmod//8 valt//VB|SUP|AKT//csubj//4 en//DT|UTR|SIN|IND//det//16 alltför//AB//advmod//15 låg//JJ|POS|UTR|SIN|IND|NOM//amod//16 risk//NN|UTR|SIN|IND|NOM//obj//12 ,//MID//punct//18 något//PN|NEU|SIN|IND|SUB/OBJ//conj//4 som//HP|-|-|-//nsubj:pass//20 diskuterades//VB|PRT|SFO//acl:relcl//18 beträffande//PP//case//23 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 pensionsval//NN|NEU|SIN|IND|NOM//obl//20 under//PP//case//25 1990-talet//NN|NEU|SIN|DEF|NOM//nmod//23 ,//MID//punct//23 exempelvis//AB//advmod//29 i//PP//case//29 USA//PM|NOM//nmod//23 .//MAD//punct//4
8 Premiepensionssystemets basalternativ ;I//PP//case//33 detta//DT|NEU|SIN|DEF//det//33 fall//NN|NEU|SIN|IND|NOM//obl//38 skulle//VB|PRT|AKT//aux//38 en//DT|UTR|SIN|IND//det//36 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//38 kunna//VB|INF|AKT//aux//38 hindra//VB|INF|AKT//parataxis//4 Sjunde//RO|NOM//amod//40 AP-fonden//NN|UTR|SIN|DEF|NOM//obj//38 från//PP//mark//43 att//IE//mark//43 välja//VB|INF|AKT//advcl//38 en//DT|UTR|SIN|IND//det//45 risk//NN|UTR|SIN|IND|NOM//obj//43 som//HP|-|-|-//nsubj//47 överstiger//VB|PRS|AKT//acl:relcl//45 den//DT|UTR|SIN|DEF//det//50 aktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 väljarens//NN|UTR|SIN|DEF|GEN//nmod:poss//51 risknivå//NN|UTR|SIN|IND|NOM//obj//47 .//MAD//punct//4
8 Premiepensionssystemets basalternativ ;I//PP//case//55 detta//DT|NEU|SIN|DEF//det//55 fall//NN|NEU|SIN|IND|NOM//obl//56 blir//VB|PRS|AKT//parataxis//4 den//DT|UTR|SIN|DEF//det//59 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 restriktionen//NN|UTR|SIN|DEF|NOM//nsubj//56 om//PP//mark//63 låg//JJ|POS|UTR|SIN|IND|NOM//amod//62 risk//NN|UTR|SIN|IND|NOM//amod//63 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//59 på//PP//case//67 ett//DT|NEU|SIN|IND//det//67 olyckligt//JJ|POS|NEU|SIN|IND|NOM//amod//67 sätt//NN|NEU|SIN|IND|NOM//obl//63 .//MAD//punct//4
8 Premiepensionssystemets basalternativ ;Detta//DT|NEU|SIN|DEF//det//70 exempel//NN|NEU|SIN|IND|NOM//nsubj//71 visar//VB|PRS|AKT//parataxis//4 på//PP//mark//82 att//SN//mark//82 det//DT|NEU|SIN|DEF//det//76 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 kravet//NN|NEU|SIN|DEF|NOM//nsubj//82 på//PP//case//79 låg//JJ|POS|UTR|SIN|IND|NOM//amod//79 risk//NN|UTR|SIN|IND|NOM//nmod//76 är//VB|PRS|AKT//cop//82 mindre//AB|KOM//advmod//82 lämpligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//71 och//KN//cc//85 bör//VB|PRS|AKT//aux//85 ersättas//VB|INF|SFO//conj//82 med//PP//case//88 en//DT|UTR|SIN|IND//det//88 aktsamhetsprincip//NN|UTR|SIN|IND|NOM//obl//85 för//PP//case//91 Sjunde//RO|NOM//amod//91 AP-fonden//NN|UTR|SIN|DEF|NOM//nmod//88 (//PAD//punct//4 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//94 utvecklas//VB|PRS|SFO//parataxis//4 vidare//AB|KOM//advmod//94 nedan//AB//advmod//94 )//PAD//punct//4 .//MAD//punct//4
