6 Vinst i vården och vården som marknad? ;I//PP//case//1 målen//NN|NEU|PLU|DEF|NOM//obl//8 för//PP//case//3 hälso-//NN|UTR|-|-|SMS//nmod//1 och//KN//cc//5 sjukvården//NN|UTR|SIN|DEF|NOM//conj//3 i//PP//case//7 Sverige//PM|NOM//nmod//5 anges//VB|PRS|SFO//ROOT//8 att//SN//mark//12 vården//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 ges//VB|INF|SFO//ccomp//8 efter//PP//case//14 behov//NN|NEU|SIN|IND|NOM//obl//12 –//PAD//punct//8 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 med//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//20 behoven//NN|NEU|PLU|DEF|NOM//nmod//16 skall//VB|PRS|AKT//aux//22 ha//VB|INF|AKT//parataxis//8 vård//NN|UTR|SIN|IND|NOM//obj//22 först//AB//advmod//22 .//MAD//punct//22
6.2 Vinst i vården?;När//HA//mark//25 läkare//NN|UTR|SIN|IND|NOM//nsubj:pass//25 ersätts//VB|PRS|SFO//advcl//28 per//PP//case//27 besök//NN|NEU|SIN|IND|NOM//obl//25 blir//VB|PRS|AKT//conj//3 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 också//AB//advmod//28 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//32 läkarbesök//NN|NEU|PLU|IND|NOM//nsubj//28 (//PAD//punct//32 Frankrike//PM|NOM//appos//32 )//PAD//punct//32 .//MAD//punct//28
6.2 Vinst i vården?;När//HA//mark//39 ersättningarna//NN|UTR|PLU|DEF|NOM//nsubj//39 ökar//VB|PRS|AKT//advcl//45 med//PP//case//44 mer//AB|KOM//advmod//42 komplicerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//44 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 ingrepp//NN|NEU|PLU|IND|NOM//obl//39 blir//VB|PRS|AKT//conj//3 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//45 också//AB//advmod//45 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//50 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//50 ingrepp//NN|NEU|PLU|IND|NOM//nsubj//45 (//PAD//punct//52 USA//PM|NOM//appos//50 )//PAD//punct//52 .//MAD//punct//3
6.2 Vinst i vården?;Inom//PP//case//1 vården//NN|UTR|SIN|DEF|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 ,//MID//punct//2 för//PP//mark//6 att//IE//mark//6 återknyta//VB|INF|AKT//advcl//2 till//PP//case//9 Friskoleutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 begrepp//NN|NEU|PLU|IND|NOM//obl//6 ,//MID//punct//6 ett//DT|NEU|SIN|IND//det//14 mycket//AB|POS//advmod//13 stort//JJ|POS|NEU|SIN|IND|NOM//amod//14 antal//NN|NEU|SIN|IND|NOM//nmod//16 ”//RG|NOM//nmod//16 ventiler//NN|UTR|PLU|IND|NOM//appos//6 ”//RG|NOM//punct//16 inte//AB//advmod//19 bara//AB//advmod//6 för//PP//mark//22 att//IE//mark//22 hämta//VB|INF|AKT//advcl//6 ut//PL//compound:prt//22 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 vinster//NN|UTR|PLU|IND|NOM//obj//22 utan//KN//cc//30 också//AB//advmod//30 för//PP//mark//30 att//IE//mark//30 utöka//VB|INF|AKT//conj//22 vårdvolymer//NN|UTR|PLU|IND|NOM//obj//30 och//KN//cc//34 antalet//NN|NEU|SIN|DEF|NOM//nmod//34 diagnoser//NN|UTR|PLU|IND|NOM//conj//31 för//PP//mark//38 att//IE//mark//38 därmed//AB//advmod//38 öka//VB|INF|AKT//acl//34 intäkter//NN|UTR|PLU|IND|NOM//obj//38 och//KN//cc//41 vinster//NN|UTR|PLU|IND|NOM//conj//39 .//MAD//punct//2
6.2 Vinst i vården?;Frågorna//NN|UTR|PLU|DEF|NOM//nsubj//48 om//PP//case//45 vinst//NN|UTR|SIN|IND|NOM//nmod//43 i//PP//case//47 vården//NN|UTR|SIN|DEF|NOM//nmod//45 handlar//VB|PRS|AKT//parataxis//2 därför//AB//advmod//48 om//SN//fixed//49 betydligt//AB//advmod//52 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//48 än//KN//case//54 möjligheten//NN|UTR|SIN|DEF|NOM//obl//48 att//IE//mark//56 kontrollera//VB|INF|AKT//acl//54 vad//HP|NEU|SIN|IND//dislocated//59 som//HP|-|-|-//nsubj//59 sker//VB|PRS|AKT//ccomp//56 med//PP//case//62 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 överskott//NN|NEU|PLU|IND|NOM//obl//59 från//PP//case//64 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//62 .//MAD//punct//2
6.2 Vinst i vården?;Vinstsyfte//NN|NEU|SIN|IND|NOM//ROOT//0
6.2 Vinst i vården?;Vinst//NN|UTR|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 en//DT|UTR|SIN|IND//det//4 stark//JJ|POS|UTR|SIN|IND|NOM//amod//4 drivkraft//NN|UTR|SIN|IND|NOM//ROOT//4 som//HP|-|-|-//nsubj//9 inom//PP//case//7 vården//NN|UTR|SIN|DEF|NOM//obl//9 kan//VB|PRS|AKT//aux//9 bidra//VB|INF|AKT//acl:relcl//4 till//PP//case//11 utveckling//NN|UTR|SIN|IND|NOM//obl//9 ,//MID//punct//14 effektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 vård//NN|UTR|SIN|IND|NOM//conj//11 och//KN//cc//18 därmed//AB//advmod//18 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 vård//NN|UTR|SIN|IND|NOM//conj//11 för//PP//case//20 pengarna//NN|UTR|PLU|DEF|NOM//nmod//18 .//MAD//punct//4
6.2 Vinst i vården?;Om//SN//mark//28 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 vårdgivare//NN|UTR|PLU|IND|NOM//nsubj//28 med//PP//case//26 vinstsyfte//NN|NEU|SIN|IND|NOM//nmod//24 kan//VB|PRS|AKT//aux//28 skapa//VB|INF|AKT//dislocated//46 vinster//NN|UTR|PLU|IND|NOM//obj//28 i//PP//case//32 sin//PS|UTR|SIN|DEF//nmod:poss//32 verksamhet//NN|UTR|SIN|IND|NOM//nmod//29 genom//PP//case//35 effektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 processer//NN|UTR|PLU|IND|NOM//obl//28 ,//MID//punct//38 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 behandlingsmetoder//NN|UTR|PLU|IND|NOM//appos//35 ,//MID//punct//41 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//41 motivation//NN|UTR|SIN|IND|NOM//conj//35 och//KN//cc//44 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 delaktighet//NN|UTR|SIN|IND|NOM//conj//35 så//AB//advcl//46 innebär//VB|PRS|AKT//parataxis//4 vinsten//NN|UTR|SIN|DEF|NOM//obj//46 i//PP//case//49 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//47 inget//DT|NEU|SIN|IND//det//51 hot//NN|NEU|SIN|IND|NOM//obj//46 mot//PP//case//55 de//DT|UTR/NEU|PLU|DEF//det//55 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 målen//NN|NEU|PLU|DEF|NOM//nmod//51 för//PP//case//57 vård//NN|UTR|SIN|IND|NOM//nmod//55 på//PP//case//60 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 villkor//NN|NEU|PLU|IND|NOM//nmod//57 .//MAD//punct//46
6.2 Vinst i vården?;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//63 kan//VB|PRS|AKT//parataxis//46 istället//AB//advmod//68 genom//PP//case//67 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//67 exempel//NN|NEU|PLU|IND|NOM//obl//68 bidra//VB|INF|AKT//advcl//63 till//PP//case//70 förändringar//NN|UTR|PLU|IND|NOM//obl//68 och//KN//cc//73 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 arbetssätt//NN|NEU|PLU|IND|NOM//conj//70 som//HP|-|-|-//nsubj//75 gynnar//VB|PRS|AKT//acl:relcl//73 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//75 om//PP//mark//81 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 vård//NN|UTR|SIN|IND|NOM//nsubj:pass//81 kan//VB|PRS|AKT//aux//81 ges//VB|INF|SFO//advcl//75 med//PP//case//84 de//DT|UTR/NEU|PLU|DEF//det//84 resurser//NN|UTR|PLU|IND|NOM//obl//81 som//HP|-|-|-//nsubj//86 står//VB|PRS|AKT//acl:relcl//84 till//PP//case//88 förfogande//NN|NEU|SIN|IND|NOM//obl//86 .//MAD//punct//63
6.2 Vinst i vården?;Vinstmotiv//NN|NEU|SIN|IND|NOM//nsubj//96 i//PP//case//92 vården//NN|UTR|SIN|DEF|NOM//nmod//90 kan//VB|PRS|AKT//aux//96 emellertid//AB//advmod//96 också//AB//advmod//96 leda//VB|INF|AKT//parataxis//63 till//PP//mark//100 att//SN//mark//100 prioriteringar//NN|UTR|PLU|IND|NOM//nsubj:pass//100 överges//VB|PRS|SFO//advcl//96 ,//MID//punct//100 till//PP//case//104 överdriven//PC|PRF|UTR|SIN|IND|NOM//amod//104 vård//NN|UTR|SIN|IND|NOM//obl//100 och//KN//cc//106 behandling//NN|UTR|SIN|IND|NOM//conj//104 eller//KN//cc//112 till//PP//mark//112 att//SN//mark//112 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//111 hälsovård//NN|UTR|SIN|IND|NOM//nsubj:pass//112 tonas//VB|PRS|SFO//conj//100 ner//PL//advmod//112 till//PP//case//115 förmån//NN|UTR|SIN|IND|NOM//obl//112 för//PP//case//119 mer//AB|KOM//advmod//118 intäktsgivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//119 behandlingar//NN|UTR|PLU|IND|NOM//obl//112 .//MAD//punct//4
6.2 Vinst i vården?;Erfarenheterna//NN|UTR|PLU|DEF|NOM//nsubj//8 från//PP//case//2 länder//NN|NEU|PLU|IND|NOM//nmod//0 med//PP//case//5 stor//JJ|POS|UTR|SIN|IND|NOM//amod//5 andel//NN|UTR|SIN|IND|NOM//nmod//2 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 vinstsyftande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 vårdgivare//NN|UTR|PLU|IND|NOM//nsubj//20 och//KN//cc//10 motiven//NN|NEU|PLU|DEF|NOM//conj//8 i//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 länder//NN|NEU|PLU|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//15 har//VB|PRS|AKT//acl:relcl//13 restriktioner//NN|UTR|PLU|IND|NOM//obj//15 mot//PP//case//19 kommersiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 vårdgivare//NN|UTR|PLU|IND|NOM//nmod//16 visar//VB|PRS|AKT//ROOT//20 också//AB//advmod//20 att//SN//mark//25 vinstsyftet//NN|NEU|SIN|DEF|NOM//nsubj//25 kan//VB|PRS|AKT//aux//25 styra//VB|INF|AKT//ccomp//20 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//25 i//PP//case//30 mindre//AB|KOM//advmod//29 önskvärd//JJ|POS|UTR|SIN|IND|NOM//amod//30 riktning//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//20
6.2 Vinst i vården?;Kopplat//PC|PRF|NEU|SIN|IND|NOM//xcomp//20 till//PP//case//34 ersättningssystemen//NN|NEU|PLU|DEF|NOM//obl//32 uppmärksammas//VB|PRS|SFO//conj//20 diagnosglidning//NN|UTR|SIN|IND|NOM//obj//35 där//HA//advmod//40 vårdinsatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//40 mer//AB|KOM//advmod//40 styrs//VB|PRS|SFO//acl:relcl//36 mot//PP//compound:prt//40 mot//PP//case//44 lönsammare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 behandlingar//NN|UTR|PLU|IND|NOM//obl//40 än//KN//mark//49 efter//PP//case//49 strikt//AB|POS//advmod//48 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 behov//NN|NEU|PLU|IND|NOM//obl//40 .//MAD//punct//20
6.2 Vinst i vården?;Ett//DT|NEU|SIN|IND//det//2 uppenbart//JJ|POS|NEU|SIN|IND|NOM//amod//2 hot//NN|NEU|SIN|IND|NOM//ROOT//2 ,//MID//punct//9 och//KN//cc//9 ett//RG|NEU|SIN|IND|NOM//nsubj//9 i//PP//case//8 några//DT|UTR/NEU|PLU|IND//det//8 länder//NN|NEU|PLU|IND|NOM//obl//9 accepterat//VB|SUP|AKT//conj//2 faktum//NN|NEU|SIN|IND|NOM//obj//9 ,//MID//punct//2 är//VB|PRS|AKT//cop//2 att//SN//mark//15 prioriteringar//NN|UTR|PLU|IND|NOM//nsubj:pass//15 bryts//VB|PRS|SFO//csubj//2 och//KN//cc//24 att//SN//mark//24 vård//NN|UTR|SIN|IND|NOM//nsubj:pass//24 och//KN//cc//20 kötider//NN|UTR|PLU|IND|NOM//conj//18 för//PP//case//22 vård//NN|UTR|SIN|IND|NOM//nmod//20 mer//AB|KOM//advmod//24 anpassas//VB|PRS|SFO//conj//15 efter//PP//mark//29 hur//HA//advmod//27 resursstarka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 patienterna//NN|UTR|PLU|DEF|NOM//nsubj//29 är//VB|PRS|AKT//advcl//24 och//KN//cc//31 mindre//AB|KOM//conj//29 efter//PP//case//35 de//DT|UTR/NEU|PLU|DEF//det//35 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 behoven//NN|NEU|PLU|DEF|NOM//obl//29 .//MAD//punct//2
6.2 Vinst i vården?;Direkta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 paralleller//NN|UTR|PLU|IND|NOM//nsubj:pass//40 kan//VB|PRS|AKT//aux//40 dras//VB|INF|SFO//parataxis//2 till//PP//case//42 läkemedelsområdet//NN|NEU|SIN|DEF|NOM//obl//40 och//KN//cc//44 frågan//NN|UTR|SIN|DEF|NOM//conj//42 huruvida//SN//case//46 forskning//NN|UTR|SIN|IND|NOM//nsubj:pass//51 och//KN//cc//48 utveckling//NN|UTR|SIN|IND|NOM//conj//46 där//HA//advmod//51 främst//AB|SUV//advmod//51 styrs//VB|PRS|SFO//acl:relcl//44 efter//PP//case//54 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 behov//NN|NEU|PLU|IND|NOM//obl//51 eller//KN//cc//58 efter//PP//case//58 potentiell//JJ|POS|UTR|SIN|IND|NOM//amod//58 storlek//NN|UTR|SIN|IND|NOM//conj//54 och//KN//cc//60 betalningsförmåga//NN|UTR|SIN|IND|NOM//conj//58 hos//PP//case//63 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 diagnoser//NN|UTR|PLU|IND|NOM//nmod//60 och//KN//cc//65 patientgrupper//NN|UTR|PLU|IND|NOM//conj//63 .//MAD//punct//2
6.2 Vinst i vården?;Forskning//NN|UTR|SIN|IND|NOM//nsubj//7 ,//MID//punct//2 utvecklingsarbete//NN|NEU|SIN|IND|NOM//conj//0 och//KN//cc//4 utbildning//NN|UTR|SIN|IND|NOM//conj//0 är//VB|PRS|AKT//cop//7 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 inslag//NN|NEU|PLU|IND|NOM//nsubj:pass//52 inom//PP//case//9 vården//NN|UTR|SIN|DEF|NOM//nmod//7 ,//MID//punct//15 men//KN//cc//15 på//PP//case//14 kort//JJ|POS|UTR|SIN|IND|NOM//amod//14 sikt//NN|UTR|SIN|IND|NOM//obl//15 representerar//VB|PRS|AKT//conj//7 verksamheterna//NN|UTR|PLU|DEF|NOM//nsubj//15 enbart//AB//advmod//18 kostnader//NN|UTR|PLU|IND|NOM//obj//15 och//KN//cc//24 på//PP//case//22 lång//JJ|POS|UTR|SIN|IND|NOM//amod//22 sikt//NN|UTR|SIN|IND|NOM//obl//23 säkra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 intäkter//NN|UTR|PLU|IND|NOM//conj//18 endast//AB//advmod//29 om//SN//mark//29 forskningsresultaten//NN|NEU|PLU|DEF|NOM//nsubj:pass//29 kan//VB|PRS|AKT//aux//29 skyddas//VB|INF|SFO//advcl//15 genom//PP//case//31 patent//NN|NEU|SIN|IND|NOM//obl//29 eller//KN//cc//35 på//PP//case//35 annat//JJ|POS|NEU|SIN|IND|NOM//amod//35 sätt//NN|NEU|SIN|IND|NOM//conj//31 .//MAD//punct//7
6.2 Vinst i vården?;Internationellt//AB|POS//advmod//38 visar//VB|PRS|AKT//parataxis//7 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//38 också//AB//advmod//38 att//IE//mark//44 ytterst//AB|SUV//advmod//44 få//VB|INF|AKT//ccomp//38 forsknings-//NN|UTR|-|-|SMS//obj//44 och//KN//cc//47 undervisningssjukhus//NN|NEU|SIN|IND|NOM//conj//45 (//PAD//punct//50 teaching//UO//compound//50 hospitals//UO//appos//38 )//PAD//punct//38 drivs//VB|PRS|SFO//ROOT//52 med//PP//case//54 vinstsyfte//NN|NEU|SIN|IND|NOM//obl//52 vilket//HP|NEU|SIN|IND//nsubj//56 bidrar//VB|PRS|AKT//acl:relcl//54 till//PP//case//61 en//DT|UTR|SIN|IND//det//61 fortsatt//AB//amod//61 öppen//JJ|POS|UTR|SIN|IND|NOM//amod//61 redovisning//NN|UTR|SIN|IND|NOM//obl//56 av//PP//case//63 forskning//NN|UTR|SIN|IND|NOM//nmod//61 och//KN//cc//65 forskningsresultat//NN|NEU|SIN|IND|NOM//conj//63 .//MAD//punct//52
6.2 Vinst i vården?;Vårdens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 drivkrafter//NN|UTR|PLU|IND|NOM//ROOT//1
6.2 Vinst i vården?;I//PP//case//1 vården//NN|UTR|SIN|DEF|NOM//obl//7 ,//MID//punct//1 liksom//PP//case//5 i//PP//case//5 allt//PN|NEU|SIN|IND|SUB/OBJ//nmod//1 ,//MID//punct//1 samspelar//VB|PRS|AKT//ROOT//7 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 drivkrafter//NN|UTR|PLU|IND|NOM//obj//7 .//MAD//punct//7
6.2 Vinst i vården?;De//DT|UTR/NEU|PLU|DEF//det//13 professionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 gruppernas//NN|UTR|PLU|DEF|GEN//nmod:poss//14 önskan//NN|UTR|SIN|IND|NOM//obj//7 att//IE//mark//16 lindra//VB|INF|AKT//acl//14 och//KN//cc//18 bota//VB|INF|AKT//conj//16 ,//MID//punct//7 sammanfaller//VB|PRS|AKT//conj//7 i//PP//advmod//20 regel//NN|UTR|SIN|IND|NOM//fixed//21 ganska//AB//advmod//24 väl//AB|POS//advmod//20 med//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 prioriteringar//NN|UTR|PLU|IND|NOM//obl//20 och//KN//cc//29 mål//NN|NEU|PLU|IND|NOM//conj//27 som//KN//nsubj:pass//34 i//PP//case//33 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//33 ordning//NN|UTR|SIN|IND|NOM//obl//34 beslutats//VB|SUP|SFO//acl:relcl//29 för//PP//case//36 vården//NN|UTR|SIN|DEF|NOM//obl//34 ,//MID//punct//7 men//KN//cc//42 bland//PP//case//41 dessa//DT|UTR/NEU|PLU|DEF//det//41 drivkrafter//NN|UTR|PLU|IND|NOM//obl//42 finns//VB|PRS|SFO//conj//7 också//AB//advmod//42 önskan//NN|UTR|SIN|DEF|NOM//nsubj//42 om//PP//case//46 karriär//NN|UTR|SIN|IND|NOM//nmod//44 ,//MID//punct//49 vetenskaplig//JJ|POS|UTR|SIN|IND|NOM//amod//49 prestige//NN|UTR|SIN|IND|NOM//conj//46 och//KN//cc//53 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 gruppers//NN|UTR|PLU|IND|GEN//nmod:poss//53 strävan//NN|UTR|SIN|IND|NOM//conj//46 att//IE//mark//55 utvidga//VB|INF|AKT//acl//53 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 revir//NN|NEU|PLU|IND|NOM//obj//55 ,//MID//punct//59 i//PP//advmod//46 regel//NN|UTR|SIN|IND|NOM//fixed//59 på//PP//case//63 andras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//63 bekostnad//NN|UTR|SIN|IND|NOM//nmod//46 .//MAD//punct//7
6.2 Vinst i vården?;De//DT|UTR/NEU|PLU|DEF//det//2 politiskt//AB|POS//advmod//2 ansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//5 för//PP//case//4 vården//NN|UTR|SIN|DEF|NOM//nmod//2 söker//VB|PRS|AKT//advcl//26 på//PP//case//8 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//8 sätt//NN|NEU|SIN|IND|NOM//obl//5 att//IE//mark//13 efter//PP//case//12 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//12 övertygelser//NN|UTR|PLU|IND|NOM//obl//13 utveckla//VB|INF|AKT//acl//8 vården//NN|UTR|SIN|DEF|NOM//obj//13 efter//PP//case//17 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//17 önskemål//NN|NEU|PLU|IND|NOM//obl//13 ,//MID//punct//22 men//KN//cc//22 även//AB//advmod//21 där//AB//advmod//22 kan//VB|PRS|AKT//aux//26 beslut//NN|NEU|PLU|IND|NOM//nsubj:pass//26 och//KN//cc//25 ställningstaganden//NN|NEU|PLU|IND|NOM//conj//23 drivas//VB|INF|SFO//ROOT//26 fram//PL//compound:prt//26 av//PP//case//31 mer//AB|KOM//advmod//30 snäva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 person-//NN|UTR|-|-|SMS//obl:agent//26 och//KN//cc//33 partiintressen//NN|UTR|SIN|DEF|NOM//conj//31 .//MAD//punct//26
6.2 Vinst i vården?;Vinstmotivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//1 påverkas//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 av//PP//case//4 formerna//NN|UTR|PLU|DEF|NOM//obl:agent//1 för//PP//case//6 ägandet//NN|NEU|SIN|DEF|NOM//nmod//4 .//MAD//punct//1
6.2 Vinst i vården?;För//PP//case//10 en//DT|UTR|SIN|IND//det//10 verksamhet//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj:pass//12 ägs//VB|PRS|SFO//acl:relcl//10 av//PP//case//14 personalen//NN|UTR|SIN|DEF|NOM//obl:agent//12 ,//MID//punct//16 läkaren//NN|UTR|SIN|DEF|NOM//conj//14 som//HP|-|-|-//nsubj//19 dagligen//AB//advmod//19 möter//VB|PRS|AKT//acl:relcl//16 patienterna//NN|UTR|PLU|DEF|NOM//obj//19 eller//KN//cc//22 människor//NN|UTR|PLU|IND|NOM//conj//20 från//PP//case//24 lokalsamhället//NN|NEU|SIN|DEF|NOM//obl//19 ,//MID//punct//26 vävs//VB|PRS|SFO//conj//1 önskemål//NN|NEU|PLU|IND|NOM//obj//26 och//KN//cc//29 drivkrafter//NN|UTR|PLU|IND|NOM//conj//27 samman//PL//advmod//29 på//PP//case//33 annat//JJ|POS|NEU|SIN|IND|NOM//amod//33 sätt//NN|NEU|SIN|IND|NOM//nmod//29 än//KN//mark//36 för//PP//case//36 placeraren//NN|UTR|SIN|DEF|NOM//acl//33 på//PP//case//38 börsen//NN|UTR|SIN|DEF|NOM//nmod//36 som//HP|-|-|-//nsubj//41 mer//AB|KOM//advmod//41 renodlat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//38 värderar//VB|PRS|AKT//conj//1 resultatet//NN|NEU|SIN|DEF|NOM//obj//42 i//PP//case//45 form//NN|UTR|SIN|IND|NOM//nmod//43 av//PP//case//47 värdetillväxt//NN|UTR|SIN|IND|NOM//nmod//45 och//KN//cc//49 ///MID//cc//51 eller//KN//cc//51 avkastning//NN|UTR|SIN|IND|NOM//conj//47 .//MAD//punct//1
6.2 Vinst i vården?;Lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//62 i//PP//case//55 Kanada//PM|NOM//nmod//53 och//KN//cc//59 i//PP//case//59 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 delstater//NN|UTR|PLU|IND|NOM//conj//55 i//PP//case//61 USA//PM|NOM//nmod//59 gör//VB|PRS|AKT//parataxis//1 också//AB//advmod//62 skillnad//NN|UTR|SIN|IND|NOM//obj//62 mellan//PP//case//67 vinstsyftande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 företag//NN|NEU|PLU|IND|NOM//nmod//64 i//PP//case//70 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 skala//NN|UTR|SIN|IND|NOM//obl//62 och//KN//cc//74 de//DT|UTR/NEU|PLU|DEF//det//74 börsnoterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//74 vårdbolagen//NN|NEU|PLU|DEF|NOM//conj//62 .//MAD//punct//62
6.2 Vinst i vården?;Beställarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//1 ansvar//NN|NEU|SIN|IND|NOM//ROOT//1
6.2 Vinst i vården?;Vinstsyftet//NN|NEU|SIN|DEF|NOM//nsubj//6 som//KN//mark//3 stark//JJ|POS|UTR|SIN|IND|NOM//amod//3 drivkraft//NN|UTR|SIN|IND|NOM//nmod//0 i//PP//case//5 vården//NN|UTR|SIN|DEF|NOM//nmod//3 riskerar//VB|PRS|AKT//ROOT//6 att//IE//mark//8 rubba//VB|INF|AKT//xcomp//6 uppsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 mål//NN|NEU|PLU|IND|NOM//obj//8 och//KN//cc//12 påverka//VB|INF|AKT//conj//8 prioriteringar//NN|UTR|PLU|IND|NOM//obj//12 och//KN//cc//15 struktur//NN|UTR|SIN|IND|NOM//conj//13 ,//MID//punct//21 men//KN//cc//21 vart//HA//advmod//20 vinstsyftet//NN|NEU|SIN|DEF|NOM//nsubj//20 leder//VB|PRS|AKT//advcl//21 avgörs//VB|PRS|SFO//conj//6 också//AB//advmod//21 av//PP//case//25 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 faktorer//NN|UTR|PLU|IND|NOM//obl:agent//21 .//MAD//punct//6
