F-skatt åt flera ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
1.1 Uppdraget;I//PP//case//1 uppdraget//NN|NEU|SIN|DEF|NOM//obl//2 ingår//VB|PRS|AKT//ROOT//2 att//IE//mark//4 analysera//VB|INF|AKT//xcomp//2 förslagens//NN|NEU|PLU|DEF|GEN//nmod:poss//6 påverkan//NN|UTR|SIN|IND|NOM//obj//4 på//PP//case//10 det//DT|NEU|SIN|DEF//det//10 civilrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 arbetstagarbegreppet//NN|NEU|SIN|DEF|NOM//nmod//6 och//KN//cc//13 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 konsekvenser//NN|UTR|PLU|IND|NOM//conj//10 för//PP//case//15 bedömningen//NN|UTR|SIN|DEF|NOM//nmod//13 av//PP//mark//20 när//HA//mark//20 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj:pass//20 ska//VB|PRS|AKT//aux//20 anses//VB|INF|SFO//acl//15 bedriva//VB|INF|AKT//xcomp//20 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//21 i//PP//case//24 bokföringslagens//NN|UTR|SIN|DEF|GEN//obl//21 (//PAD//punct//26 1999:1078//RG|NOM//appos//24 )//PAD//punct//26 ,//MID//punct//29 BfL//PM|NOM//conj//24 ,//MID//punct//31 mening//NN|UTR|SIN|IND|NOM//conj//24 samt//KN//cc//34 för//PP//case//34 bedömningen//NN|UTR|SIN|DEF|NOM//conj//24 av//PP//case//36 skattskyldighet//NN|UTR|SIN|IND|NOM//nmod//34 enligt//PP//case//38 mervärdesskattelagen//NN|UTR|SIN|DEF|NOM//nmod//34 (//PAD//punct//34 1994:200//RG|NOM//appos//34 )//PAD//punct//40 ,//MID//punct//43 ML//PM|NOM//conj//24 .//MAD//punct//2
1.1 Uppdraget;I//PP//case//46 uppdraget//NN|NEU|SIN|DEF|NOM//obl//47 ingår//VB|PRS|AKT//parataxis//2 också//AB//advmod//47 att//IE//mark//50 beakta//VB|INF|AKT//xcomp//47 önskemål//NN|NEU|PLU|IND|NOM//obj//50 om//PP//mark//54 att//IE//mark//54 förebygga//VB|INF|AKT//acl//51 oönskad//JJ|POS|UTR|SIN|IND|NOM//amod//56 skatteplanering//NN|UTR|SIN|IND|NOM//obj//54 ,//MID//punct//58 svartarbete//NN|NEU|SIN|IND|NOM//conj//56 och//KN//cc//60 annat//JJ|POS|NEU|SIN|IND|NOM//conj//56 skatteundandragande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//54 samt//KN//cc//67 att//SN//mark//67 uppbördseffektiviteten//NN|UTR|SIN|DEF|NOM//nsubj:pass//67 inte//AB//advmod//67 bör//VB|PRS|AKT//aux//67 äventyras//VB|INF|SFO//conj//54 .//MAD//punct//2
1.1 Uppdraget;En//DT|UTR|SIN|IND//det//2 annan//JJ|POS|UTR|SIN|IND|NOM//amod//2 fråga//NN|UTR|SIN|IND|NOM//nsubj//10 som//HP|-|-|-//obj//5 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//acl:relcl//2 som//KN//mark//7 uppgift//NN|UTR|SIN|IND|NOM//xcomp//5 är//VB|PRS|AKT//cop//10 att//IE//mark//10 överväga//VB|INF|AKT//ROOT//10 om//SN//case//12 reglerna//NN|UTR|PLU|DEF|NOM//obl//10 om//PP//case//14 betalningsansvar//NN|NEU|SIN|IND|NOM//nmod//12 i//PP//case//17 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 fall//NN|NEU|PLU|IND|NOM//nmod//14 för//PP//case//19 betalnings-//NN|UTR|-|-|SMS//nmod//17
1.1 Uppdraget;mottagarens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skatter//NN|UTR|PLU|IND|NOM//nsubj//18 och//KN//cc//3 avgifter//NN|UTR|PLU|IND|NOM//conj//1 för//PP//case//5 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//1 som//HP|-|-|-//nsubj//7 betalat//VB|SUP|AKT//acl:relcl//5 ut//PL//compound:prt//7 ersättning//NN|UTR|SIN|IND|NOM//obj//7 till//PP//case//11 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//7 som//HP|-|-|-//nsubj//13 innehar//VB|PRS|AKT//acl:relcl//11 eller//KN//cc//15 åberopar//VB|PRS|AKT//conj//13 F-skattsedel//NN|UTR|SIN|IND|NOM//obj//13 är//VB|PRS|AKT//cop//18 ändamålsenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//18 .//MAD//punct//18
1.1 Uppdraget;En//DT|UTR|SIN|IND//det//21 utgångspunkt//NN|UTR|SIN|IND|NOM//parataxis//18 i//PP//case//24 det//DT|NEU|SIN|DEF//det//24 arbetet//NN|NEU|SIN|DEF|NOM//nmod//21 är//VB|PRS|AKT//cop//21 att//SN//mark//38 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//38 som//HP|-|-|-//nsubj//29 uppdrar//VB|PRS|AKT//acl:relcl//27 ett//DT|NEU|SIN|IND//det//31 arbete//NN|NEU|SIN|IND|NOM//obj//29 åt//PP//case//34 någon//DT|UTR|SIN|IND//det//34 annan//JJ|POS|UTR|SIN|IND|NOM//obl//29 ,//MID//punct//38 ska//VB|PRS|AKT//aux//38 kunna//VB|INF|AKT//aux//38 förlita//VB|INF|AKT//csubj//21 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//38 på//PP//case//42 uppdragstagarens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 F-skattsedel//NN|UTR|SIN|IND|NOM//obl//38 .//MAD//punct//18
1.1 Uppdraget;Översynen//NN|UTR|SIN|DEF|NOM//nsubj//1 innefattar//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 en//DT|UTR|SIN|IND//det//5 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//5 jämförelse//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//8 att//IE//mark//8 beakta//VB|INF|AKT//conj//1 EG-rättens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 krav//NN|NEU|PLU|IND|NOM//obj//8 .//MAD//punct//1
1.1 Uppdraget;Regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 direktiv//NN|NEU|SIN|IND|NOM//nsubj:pass//10 (//PAD//punct//3 2007:116//RG|NOM//appos//1 )//PAD//punct//3 och//KN//cc//6 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//conj//1 (//PAD//punct//6 2008:23//RG|NOM//appos//6 )//PAD//punct//6 återges//VB|PRS|SFO//ROOT//10 i//PP//case//13 sin//PS|UTR|SIN|DEF//nmod:poss//13 helhet//NN|UTR|SIN|IND|NOM//obl//10 i//PP//case//16 bilaga//NN|UTR|SIN|IND|NOM//nmod//16 1–2//RG|NOM//nmod//13 .//MAD//punct//10

1.2 Arbetet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 påbörjade//VB|PRT|AKT//ROOT//1 sitt//PS|NEU|SIN|DEF//nmod:poss//3 arbete//NN|NEU|SIN|IND|NOM//obj//1 i//PP//case//6 augusti//NN|UTR|SIN|IND|NOM//nmod//6 2007//RG|NOM//obl//1 .//MAD//punct//1
1.2 Arbetet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//10 har//VB|PRS|AKT//aux//10 haft//VB|SUP|AKT//conj//1 sju//RG|NOM//nummod//12 sammanträden//NN|NEU|PLU|IND|NOM//obj//10 med//PP//case//14 expertgruppen//NN|UTR|SIN|DEF|NOM//nmod//12 ,//MID//punct//18 varav//HA//advmod//18 ett//DT|NEU|SIN|IND//det//18 slutjusteringssammanträde//NN|NEU|SIN|IND|NOM//conj//10 om//PP//case//21 två//RG|NOM//nummod//21 dagar//NN|UTR|PLU|IND|NOM//nmod//18 .//MAD//punct//10
1.2 Arbetet;Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj//25 har//VB|PRS|AKT//aux//25 bestått//VB|SUP|AKT//conj//10 av//PP//case//28 åtta//RG|NOM//nummod//28 experter//NN|UTR|PLU|IND|NOM//obl//25 från//PP//case//31 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 departement//NN|NEU|PLU|IND|NOM//nmod//28 och//KN//cc//34 tolv//RG|NOM//nummod//34 experter//NN|UTR|PLU|IND|NOM//conj//28 från//PP//case//37 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 parter//NN|UTR|PLU|IND|NOM//nmod//34 .//MAD//punct//10
1.2 Arbetet;Det//DT|NEU|SIN|DEF//det//40 samråd//NN|NEU|SIN|IND|NOM//nsubj//49 som//HP|-|-|-//nsubj//43 skulle//VB|PRT|AKT//aux//43 ske//VB|INF|AKT//acl:relcl//40 med//PP//case//46 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//46 parter//NN|UTR|PLU|IND|NOM//obl//43 har//VB|PRS|AKT//aux//49 således//AB//advmod//49 ägt//VB|SUP|AKT//conj//10 rum//NN|NEU|SIN|IND|NOM//compound:prt//49 vid//PP//case//53 dessa//DT|UTR/NEU|PLU|DEF//det//53 sammanträden//NN|NEU|PLU|IND|NOM//obl//49 .//MAD//punct//10
1.2 Arbetet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//56 har//VB|PRS|AKT//conj//1 vidare//AB|KOM//advmod//56 sammanträtt//VB|SUP|AKT//obj//56 med//PP//case//60 Skatteverket//PM|NOM//obl//56 vid//PP//case//63 två//RG|NOM//nummod//63 tillfällen//NN|NEU|PLU|IND|NOM//obl//56 samt//KN//cc//65 haft//VB|SUP|AKT//conj//56 ett//DT|NEU|SIN|IND//det//67 möte//NN|NEU|SIN|IND|NOM//obj//65 med//PP//case//70 den//DT|UTR|SIN|DEF//det//70 advokat//NN|UTR|SIN|IND|NOM//nmod//67 som//HP|-|-|-//nsubj//72 företrädde//VB|PRT|AKT//acl:relcl//70 det//DT|NEU|SIN|DEF//det//75 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//75 företaget//NN|NEU|SIN|DEF|NOM//nmod//76 Tupperware//PM|NOM//obl//72 Scandinavia//PM|NOM//flat//76 A//PM|NOM//flat:name//76 ///MID//cc//80 S//NN|AN//conj//76 i//PP//case//84 det//DT|NEU|SIN|DEF//det//84 uppmärksammade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//84 Tupperwaremålet//NN|NEU|SIN|DEF|NOM//obl//72 ,//MID//punct//84 RÅ//PM|NOM//nmod//89 1987//RG|NOM//nummod//86 ref.//NN|AN//nmod//89 163//RG|NOM//conj//84 .//MAD//punct//56
1.2 Arbetet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 av//PP//case//3 Skatteverket//PM|NOM//obl//5 fått//VB|SUP|AKT//aux//5 ta//VB|INF|AKT//ROOT//5 del//NN|UTR|SIN|IND|NOM//obj//5 av//PP//case//9 samliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 F-skattsedelsansökningar//NN|UTR|PLU|IND|NOM//nmod//6 för//PP//case//11 2006//RG|NOM//obl//5 som//HP|-|-|-//nsubj:pass//13 avslagits//VB|SUP|SFO//acl:relcl//11 på//PP//case//16 den//DT|UTR|SIN|DEF//det//16 grunden//NN|UTR|SIN|DEF|NOM//obl//13 att//SN//mark//21 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//21 inte//AB//advmod//21 var//VB|PRT|AKT//cop//21 fråga//NN|UTR|SIN|IND|NOM//acl//16 om//PP//case//23 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//5
1.2 Arbetet;Av//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//28 sammanlagt//AB//advmod//28 784//RG|NOM//nummod//29 ansökningarna//NN|UTR|PLU|DEF|NOM//obl//5 har//VB|PRS|AKT//advcl//5 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//30 närmare//AB|KOM//advmod//33 granskat//PC|PRF|NEU|SIN|IND|NOM//amod//34 261//RG|NOM//obj//30 .//MAD//punct//5
1.2 Arbetet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 även//AB//advmod//3 haft//VB|SUP|AKT//ROOT//3 samråd//NN|NEU|SIN|IND|NOM//obj//3 med//PP//case//6 sekretariaten//NN|NEU|PLU|DEF|NOM//nmod//4 för//PP//case//8 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//6 om//PP//case//11 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 förenklingar//NN|UTR|PLU|IND|NOM//nmod//8 av//PP//case//13 redovisningsreglerna//NN|UTR|PLU|DEF|NOM//nmod//11 ,//MID//punct//15 m.m.//AB|AN//conj//11 (//PAD//punct//15 Ju//KN//advmod//18 2007:07//RG|NOM//conj//11 ,//MID//punct//18 dir//NN|AN//conj//18 .//MAD//punct//3
1.2 Arbetet;2007:78//RG|NOM//obj//3 )//PAD//punct//3 och//KN//cc//25 Skatteförfarandeutredningen//PM|NOM//conj//3 (//PAD//punct//25 Fi//PM|NOM//appos//25 2005:10//RG|NOM//punct//25 ,//MID//punct//25 dir//NN|AN//appos//25 .//MAD//punct//25
1.2 Arbetet;2005:129//RG|NOM//conj//25 och//KN//cc//34 dir//NN|AN//conj//32 .//MAD//punct//25
1.2 Arbetet;2007:165//RG|NOM//nummod//25 )//PAD//punct//25 .//MAD//punct//3
1.2 Arbetet;"Den//DT|UTR|SIN|DEF//det//2 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 jämförelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 har//VB|PRS|AKT//aux//4 genomförts//VB|SUP|SFO//ROOT//4 genom//PP//case//6 förfrågningar//NN|UTR|PLU|IND|NOM//obl//4 ställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advmod//4 till//PP//case//10 nio//RG|NOM//nummod//10 länder//NN|NEU|PLU|IND|NOM//obl//7 ;//MID//punct//4"
1.2 Arbetet;åtta//RG|NOM//nummod//13 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//4 och//KN//cc//16 ett//DT|NEU|SIN|IND//det//16 utomeuropeiskt//JJ|POS|NEU|SIN|IND|NOM//conj//13 .//MAD//punct//4
1.2 Arbetet;Länderna//NN|NEU|PLU|DEF|NOM//nsubj:pass//19 tillfrågades//VB|PRT|SFO//parataxis//4 om//PP//case//22 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//22 motsvarigheter//NN|UTR|PLU|IND|NOM//obl//19 till//PP//case//26 det//DT|NEU|SIN|DEF//det//26 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 näringsverksamhetsbegreppet//NN|NEU|SIN|DEF|NOM//nmod//22 och//KN//cc//29 det//DT|NEU|SIN|DEF//det//29 krav//NN|NEU|SIN|IND|NOM//conj//22 på//PP//case//31 självständighet//NN|UTR|SIN|IND|NOM//nmod//29 som//HP|-|-|-//nsubj//33 finns//VB|PRS|SFO//acl:relcl//31 i//PP//case//37 det//DT|NEU|SIN|DEF//det//37 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 regelverket//NN|NEU|SIN|DEF|NOM//obl//33 för//PP//mark//42 att//SN//mark//42 näringsverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//42 ska//VB|PRS|AKT//aux//42 anses//VB|INF|SFO//advcl//33 bedrivas//VB|INF|SFO//xcomp//42 .//MAD//punct//4
1.2 Arbetet;Frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//46 ställdes//VB|PRT|SFO//parataxis//4 också//AB//advmod//46 om//PP//case//49 F-skattesystemet//NN|NEU|SIN|DEF|NOM//obl//46 och//KN//cc//54 om//SN//case//54 det//DT|NEU|SIN|DEF//det//54 tillfrågade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//54 landet//NN|NEU|SIN|DEF|NOM//nsubj//55 hade//VB|PRT|AKT//conj//4 någon//DT|UTR|SIN|IND//det//57 motsvarighet//NN|UTR|SIN|IND|NOM//obj//55 till//PP//case//60 det//DT|NEU|SIN|DEF//det//60 systemet//NN|NEU|SIN|DEF|NOM//obl//55 och//KN//cc//64 den//DT|UTR|SIN|DEF//det//64 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 F-skattsedeln//NN|UTR|SIN|DEF|NOM//conj//60 .//MAD//punct//4
1.2 Arbetet;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//68 tillfrågade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//68 länder//NN|NEU|PLU|IND|NOM//nsubj//69 besvarade//VB|PRT|AKT//parataxis//4 förfrågan//NN|UTR|SIN|DEF|NOM//obj//69 men//KN//cc//72 innehållet//NN|NEU|SIN|DEF|NOM//conj//69 i//PP//case//74 svaren//NN|NEU|PLU|DEF|NOM//nmod//72 ,//MID//punct//72 som//HP|-|-|-//nsubj//79 för//PP//advmod//79 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//77 varierar//VB|PRS|AKT//acl:relcl//72 betydligt//AB//advmod//79 i//PP//case//82 omfattning//NN|UTR|SIN|IND|NOM//obl//79 och//KN//cc//84 utförlighet//NN|UTR|SIN|IND|NOM//conj//82 ,//MID//punct//4 har//VB|PRS|AKT//aux//88 inte//AB//advmod//88 gett//VB|SUP|AKT//conj//4 utredningen//NN|UTR|SIN|DEF|NOM//iobj//88 anledning//NN|UTR|SIN|IND|NOM//obj//88 att//IE//mark//92 gå//VB|INF|AKT//acl//90 vidare//AB|KOM//advmod//92 och//KN//cc//96 närmare//AB|KOM//advmod//96 analysera//VB|INF|AKT//conj//92 något//PN|NEU|SIN|IND|SUB/OBJ//obj//96 av//PP//case//101 dessa//DT|UTR/NEU|PLU|DEF//det//100 länders//NN|NEU|PLU|IND|GEN//nmod:poss//101 rättssystem//NN|NEU|PLU|IND|NOM//nmod//97 på//PP//case//104 dessa//DT|UTR/NEU|PLU|DEF//det//104 rättsområden//NN|NEU|PLU|IND|NOM//obl//96 .//MAD//punct//4
1.2 Arbetet;Svaren//NN|NEU|PLU|DEF|NOM//nsubj//107 finns//VB|PRS|SFO//parataxis//4 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//107 som//KN//case//110 bilaga//NN|UTR|SIN|IND|NOM//obl//108 3//RG|NOM//nummod//107 till//PP//case//114 detta//DT|NEU|SIN|DEF//det//114 betänkande//NN|NEU|SIN|IND|NOM//obl//107 .//MAD//punct//4


2.1 Inledning;Uppdelningen//NN|UTR|SIN|DEF|NOM//nsubj//5 mellan//PP//case//2 näringsidkare//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//4 arbetstagare//NN|UTR|PLU|IND|NOM//conj//2 sker//VB|PRS|AKT//ROOT//5 på//PP//case//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 sätt//NN|NEU|PLU|IND|NOM//obl//5 inom//PP//case//11 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 rättsområden//NN|NEU|PLU|IND|NOM//obl//5 .//MAD//punct//5
2.1 Inledning;Inom//PP//case//14 skatterätten//NN|UTR|SIN|DEF|NOM//obl//5 ,//MID//punct//20 som//HP|-|-|-//nsubj//20 är//VB|PRS|AKT//cop//20 det//DT|NEU|SIN|DEF//det//20 primära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 rättsområdet//NN|NEU|SIN|DEF|NOM//conj//14 för//PP//case//23 denna//DT|UTR|SIN|DEF//det//23 utredning//NN|UTR|SIN|IND|NOM//nmod//20 ,//MID//punct//25 går//VB|PRS|AKT//conj//5 en//DT|UTR|SIN|IND//det//27 skiljelinje//NN|UTR|SIN|IND|NOM//nsubj//25 mellan//PP//case//29 inkomst//NN|UTR|SIN|IND|NOM//nmod//27 av//PP//case//31 näringsverksamhet//NN|UTR|SIN|IND|NOM//nmod//29 och//KN//cc//33 inkomst//NN|UTR|SIN|IND|NOM//conj//31 av//PP//case//35 tjänst//NN|UTR|SIN|IND|NOM//nmod//33 .//MAD//punct//25
2.1 Inledning;Med//PP//case//38 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//39 avses//VB|PRS|SFO//advcl//25 enligt//PP//case//42 13//RG|NOM//nummod//42 kap.//NN|AN//obl//39 1//RG|NOM//nummod//44 §//NN|AN//obl//45 IL//PM|NOM//obl//46 förvärvsverksamhet//NN|UTR|SIN|IND|NOM//obl//39 som//HP|-|-|-//nsubj:pass//48 bedrivs//VB|PRS|SFO//acl:relcl//46 yrkesmässigt//AB|POS//advmod//48 och//KN//cc//51 självständigt//JJ|POS|NEU|SIN|IND|NOM//conj//49 .//MAD//punct//5
2.1 Inledning;Uttrycket//NN|NEU|SIN|DEF|NOM//nsubj//55 yrkesmässigt//AB|POS//nmod//53 syftar//VB|PRS|AKT//parataxis//5 på//PP//mark//60 att//SN//mark//60 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//60 ska//VB|PRS|AKT//aux//60 bedrivas//VB|INF|SFO//advcl//55 i//PP//case//62 vinstsyfte//NN|NEU|SIN|IND|NOM//obl//60 och//KN//cc//65 med//PP//case//65 förvärvsverksamhet//NN|UTR|SIN|IND|NOM//conj//62 avses//VB|PRS|SFO//conj//55 att//SN//mark//70 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//70 ska//VB|PRS|AKT//aux//70 bedrivas//VB|INF|SFO//ccomp//66 regelbundet//AB//advmod//70 ,//MID//punct//73 varaktigt//AB|POS//advmod//70 och//KN//cc//75 ha//VB|INF|AKT//conj//70 en//DT|UTR|SIN|IND//det//78 viss//JJ|POS|UTR|SIN|IND|NOM//amod//78 omfattning//NN|UTR|SIN|IND|NOM//obj//75 .//MAD//punct//5
2.1 Inledning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//81 brukar//VB|PRS|AKT//parataxis//5 i//PP//advmod//81 allmänhet//NN|UTR|SIN|IND|NOM//fixed//82 talas//VB|PRS|SFO//xcomp//81 om//PP//mark//97 att//SN//mark//97 de//DT|UTR/NEU|PLU|DEF//det//90 tre//RG|NOM//nummod//89 kriterierna//NN|NEU|PLU|DEF|NOM//nmod//90 självständighet//NN|UTR|SIN|IND|NOM//nsubj:pass//97 ,//MID//punct//92 varaktighet//NN|UTR|SIN|IND|NOM//conj//90 och//KN//cc//94 vinstsyfte//NN|NEU|SIN|IND|NOM//conj//90 ska//VB|PRS|AKT//aux//97 vara//VB|INF|AKT//cop//97 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//84 för//PP//mark//102 att//SN//mark//102 näringsverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//102 ska//VB|PRS|AKT//aux//102 anses//VB|INF|SFO//advcl//97 föreligga//VB|INF|AKT//xcomp//102 .//MAD//punct//81
2.1 Inledning;Med//PP//case//106 inkomst//NN|UTR|SIN|IND|NOM//obl//109 av//PP//case//108 tjänst//NN|UTR|SIN|IND|NOM//nmod//106 avses//VB|PRS|SFO//conj//81 inkomst//NN|UTR|SIN|IND|NOM//nsubj:pass//109 av//PP//case//112 anställning//NN|UTR|SIN|IND|NOM//nmod//110 ,//MID//punct//114 uppdrag//NN|NEU|SIN|IND|NOM//conj//112 ,//MID//punct//119 och//KN//cc//119 annan//JJ|POS|UTR|SIN|IND|NOM//amod//119 inkomstgivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//119 verksamhet//NN|UTR|SIN|IND|NOM//conj//112 av//PP//case//124 varaktig//JJ|POS|UTR|SIN|IND|NOM//amod//124 eller//KN//cc//123 tillfällig//JJ|POS|UTR|SIN|IND|NOM//conj//121 natur//NN|UTR|SIN|IND|NOM//nmod//119 ,//MID//punct//119 om//SN//mark//129 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//129 inte//AB//advmod//129 är//VB|PRS|AKT//cop//131 att//IE//mark//131 hänföra//VB|INF|AKT//xcomp//109 till//PP//case//133 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//131 .//MAD//punct//81
2.1 Inledning;Inom//PP//case//136 arbetsrätten//NN|UTR|SIN|DEF|NOM//obl//81 sker//VB|PRS|AKT//advcl//81 uppdelningen//NN|UTR|SIN|DEF|NOM//advmod//137 i//PP//advmod//137 stället//NN|NEU|SIN|DEF|NOM//fixed//139 mellan//PP//case//142 arbetstagare//NN|UTR|PLU|IND|NOM//obl//137 och//KN//cc//144 uppdragstagare//NN|UTR|PLU|IND|NOM//conj//142 .//MAD//punct//81
2.1 Inledning;Den//DT|UTR|SIN|DEF//det//148 arbetsrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//148 lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//149 innehåller//VB|PRS|AKT//parataxis//81 ingen//DT|UTR|SIN|IND//det//151 definition//NN|UTR|SIN|IND|NOM//obj//149 av//PP//case//154 begreppet//NN|NEU|SIN|DEF|NOM//nmod//154 arbetstagare//NN|UTR|PLU|IND|NOM//nmod//151 utan//KN//case//156 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//81 görs//VB|PRS|SFO//advcl//81 en//DT|UTR|SIN|IND//det//159 helhetsbedömning//NN|UTR|SIN|IND|NOM//nsubj:pass//157 av//PP//case//161 omständigheterna//NN|UTR|PLU|DEF|NOM//nmod//159 i//PP//case//165 det//DT|NEU|SIN|DEF//det//165 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//165 fallet//NN|NEU|SIN|DEF|NOM//nmod//161 .//MAD//punct//81
2.1 Inledning;I//PP//case//168 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//obl//81 (//PAD//punct//168 1997:483//RG|NOM//appos//168 )//PAD//punct//168 ,//MID//punct//173 SBL//PM|NOM//conj//168 ,//MID//punct//81 finns//VB|PRS|SFO//conj//81 förutom//PP//case//177 bestämmelser//NN|UTR|PLU|IND|NOM//obl//175 om//PP//case//179 redovisning//NN|UTR|SIN|IND|NOM//nmod//177 och//KN//cc//181 betalning//NN|UTR|SIN|IND|NOM//conj//179 av//PP//case//187 bl.a.//AB|AN//advmod//187 preliminär//JJ|POS|UTR|SIN|IND|NOM//amod//187 och//KN//cc//187 slutlig//JJ|POS|UTR|SIN|IND|NOM//amod//187 skatt//NN|UTR|SIN|IND|NOM//nmod//181 samt//KN//cc//189 socialavgifter//NN|UTR|PLU|IND|NOM//conj//187 även//AB//advmod//193 de//DT|UTR/NEU|PLU|DEF//det//193 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//193 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//175 angående//PP//case//195 skatteavdrag//NN|NEU|SIN|IND|NOM//nmod//193 .//MAD//punct//81
