5 Förslagets konsekvenser ;Vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//15 som//HP|-|-|-//nsubj//5 kan//VB|PRS|AKT//aux//5 komma//VB|INF|AKT//aux//5 att//IE//mark//5 träffas//VB|INF|SFO//acl:relcl//0 av//PP//case//7 de//DT|UTR/NEU|PLU|DEF//obl//5 i//PP//case//11 enlighet//NN|UTR|SIN|IND|NOM//fixed//8 med//PP//fixed//8 direktivet//NN|NEU|SIN|DEF|NOM//obl//12 införda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//15 har//VB|PRS|AKT//aux//15 behandlats//VB|SUP|SFO//advcl//34 i//PP//case//18 avsnitt//NN|NEU|SIN|IND|NOM//nmod//18 3//RG|NOM//obl//15 med//PP//case//20 utgångspunkt//NN|UTR|SIN|IND|NOM//obl//15 i//PP//case//24 den//DT|UTR|SIN|DEF//det//24 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 kartläggningen//NN|UTR|SIN|DEF|NOM//nmod//20 som//HP|-|-|-//nsubj//26 finns//VB|PRS|SFO//acl:relcl//24 i//PP//case//29 bilaga//NN|UTR|SIN|IND|NOM//nmod//29 4//RG|NOM//obl//26 .//MAD//punct//15
6.1 Förslaget till transparenslag;Även//AB//advmod//52 indirekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 stöd//NN|NEU|PLU|IND|NOM//appos//25 i//PP//case//59 form//NN|UTR|SIN|IND|NOM//fixed//54 av//PP//fixed//54 t.ex.//AB|AN//advmod//59 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//59 skatterabatter//NN|UTR|PLU|IND|NOM//nmod//53 kan//VB|PRS|AKT//aux//63 vara//VB|INF|AKT//cop//63 att//IE//mark//63 betrakta//VB|INF|AKT//parataxis//5 som//KN//case//67 ett//DT|NEU|SIN|IND//det//67 offentligt//JJ|POS|NEU|SIN|IND|NOM//amod//67 stöd//NN|NEU|SIN|IND|NOM//obl//63 .//MAD//punct//5
6.1 Förslaget till transparenslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 kan//VB|PRS|AKT//aux//71 anmärkas//VB|INF|SFO//parataxis//5 att//SN//mark//77 en//DT|UTR|SIN|IND//det//75 viss//JJ|POS|UTR|SIN|IND|NOM//amod//75 verksamhet//NN|UTR|SIN|IND|NOM//nsubj//77 kan//VB|PRS|AKT//aux//77 falla//VB|INF|AKT//ccomp//71 in//PL//compound:prt//77 både//KN//cc//84 under//PP//case//84 första//RO|NOM//amod//84 och//KN//cc//83 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//81 punkten//NN|UTR|SIN|DEF|NOM//obl//77 .//MAD//punct//5
6.1 Förslaget till transparenslag;En//DT|UTR|SIN|IND//det//2 nödvändig//JJ|POS|UTR|SIN|IND|NOM//amod//2 förutsättning//NN|UTR|SIN|IND|NOM//nsubj:pass//37 för//PP//case//5 en//DT|UTR|SIN|IND//det//5 skyldighet//NN|UTR|SIN|IND|NOM//nmod//2 att//IE//mark//7 upprätta//VB|INF|AKT//acl//5 separat//JJ|POS|UTR|SIN|IND|NOM//amod//9 redovisning//NN|UTR|SIN|IND|NOM//obj//7 är//VB|PRS|AKT//cop//2 dock//AB//advmod//10 i//PP//case//14 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//14 fallen//NN|NEU|PLU|DEF|NOM//obl//10 att//SN//mark//18 företaget//NN|NEU|SIN|DEF|NOM//nsubj//18 också//AB//advmod//18 bedriver//VB|PRS|AKT//ccomp//10 ”//PAD//punct//21 annan//JJ|POS|UTR|SIN|IND|NOM//amod//21 verksamhet//NN|UTR|SIN|IND|NOM//obj//18 ”//RG|NOM//punct//2 (//PAD//punct//2 jfr//VB|AN//parataxis//2 artikel//NN|UTR|SIN|IND|NOM//nmod//26 1.2//RG|NOM//obj//24 d//NN|AN//nmod//26 och//KN//cc//29 e//NN|NEU|SIN|IND|NOM//conj//27 )//PAD//punct//2 .//MAD//punct//2
6.1 Förslaget till transparenslag;Redan//AB//advmod//35 i//PP//case//35 begreppet//NN|NEU|SIN|DEF|NOM//nmod//35 företag//NN|NEU|SIN|IND|NOM//nsubj:pass//37 torde//VB|PRT|AKT//aux//37 förutsättas//VB|INF|SFO//ROOT//37 att//SN//mark//45 den//DT|UTR|SIN|DEF//det//41 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//45 är//VB|PRS|AKT//cop//45 av//PP//case//45 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//45 natur//NN|UTR|SIN|IND|NOM//ccomp//37 .//MID//punct//37
6.1 Förslaget till transparenslag;Annars//AB//advmod//48 finns//VB|PRS|SFO//parataxis//37 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 ingenting//PN|NEU|SIN|IND|SUB/OBJ//nsubj//48 att//IE//mark//52 särredovisa//VB|INF|AKT//csubj//48 .//MAD//punct//48
6.1 Förslaget till transparenslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//56 har//VB|PRS|AKT//aux//56 förtydligats//VB|SUP|SFO//parataxis//48 i//PP//case//58 paragrafen//NN|UTR|SIN|DEF|NOM//obl//56 .//MAD//punct//48
6.1 Förslaget till transparenslag;Andra//RO|NOM//amod//1 stycket//NN|NEU|SIN|DEF|NOM//nsubj//3  //_SP////1 motsvarar//VB|PRS|AKT//ROOT//3 artikel//NN|UTR|SIN|IND|NOM//nmod//5 4.1//RG|NOM//obj//3 och//KN//cc//7 anger//VB|PRS|AKT//conj//3 när//HA//mark//17 en//DT|UTR|SIN|IND//det//11 separat//JJ|POS|UTR|SIN|IND|NOM//amod//11 redovisning//NN|UTR|SIN|IND|NOM//nsubj:pass//17 trots//PP//case//14 första//RO|NOM//amod//14 stycket//NN|NEU|SIN|DEF|NOM//nmod//11 inte//AB//advmod//17 behöver//VB|PRS|AKT//aux//17 upprättas//VB|INF|SFO//advcl//7 .//MAD//punct//3
6.1 Förslaget till transparenslag;Undantagen//NN|NEU|PLU|DEF|NOM//nsubj//36 i//PP//case//21 punkterna//NN|UTR|PLU|DEF|NOM//nmod//19 a//NN|NEU|SIN|IND|NOM//nmod//21 )//PAD//punct//19 och//KN//cc//25 b//NN|NEU|SIN|IND|NOM//conj//19 )//PAD//punct//19  //_SP////26 är//VB|PRS|AKT//cop//36 av//PP//case//31 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 slag//NN|NEU|SIN|IND|NOM//obl//28 som//KN//mark//36 beträffande//PP//case//36 den//DT|UTR|SIN|DEF//det//36 öppna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 redovisningen//NN|UTR|SIN|DEF|NOM//parataxis//3 (//PAD//punct//38 se//VB|IMP|AKT//parataxis//3 författningskommentaren//NN|UTR|SIN|DEF|NOM//obj//38 till//PP//case//42 3//RG|NOM//nummod//42 §//NN|AN//nmod//39 )//PAD//punct//38 .//MAD//punct//3
6.1 Förslaget till transparenslag;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj//6 i//PP//case//2 punkten//NN|UTR|SIN|DEF|NOM//nmod//0 c//PM|NOM//nmod//0 )//PAD//punct//0  //_SP////4 avser//VB|PRS|AKT//ROOT//6 i//PP//case//10 enlighet//NN|UTR|SIN|IND|NOM//fixed//7 med//PP//fixed//7 direktivet//NN|NEU|SIN|DEF|NOM//obl//6 situationer//NN|UTR|PLU|IND|NOM//obl//6 när//HA//mark//16 den//DT|UTR|SIN|DEF//det//15 bedrivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//15 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//16 avser//VB|PRS|AKT//advcl//6 tjänster//NN|UTR|PLU|IND|NOM//obj//16 av//PP//case//21 allmänt//AB|POS//advmod//20 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//21 intresse//NN|NEU|SIN|IND|NOM//nmod//17 (//PAD//punct//6 jfr//VB|AN//parataxis//6 artikel//NN|UTR|SIN|IND|NOM//nmod//25 4.2//RG|NOM//obj//23 c//NN|AN//obl//23 )//PAD//punct//6 .//MAD//punct//6
6.1 Förslaget till transparenslag;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//35 torde//VB|PRT|AKT//aux//35 i//PP//mark//35 vart//DT|NEU|SIN|IND//advmod//35 fall//NN|NEU|SIN|IND|NOM//nsubj:pass//35 kunna//VB|INF|AKT//aux//35 tillämpas//VB|INF|SFO//conj//6 när//HA//mark//38 ersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//38 ges//VB|PRS|SFO//advcl//35 efter//PP//case//40 upphandling//NN|UTR|SIN|IND|NOM//obl//38 enligt//PP//case//42 lagen//NN|UTR|SIN|DEF|NOM//nmod//40 (//PAD//punct//44 1992:1528//RG|NOM//conj//42 )//PAD//punct//44 om//PP//case//48 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//48 upphandling//NN|UTR|SIN|IND|NOM//obl//38 eller//KN//cc//51 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 förfarande//NN|NEU|SIN|IND|NOM//conj//48 .//MAD//punct//6
6.1 Förslaget till transparenslag;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj//6 i//PP//case//2 punkten//NN|UTR|SIN|DEF|NOM//nmod//0 d//NN|NEU|SIN|IND|NOM//nmod//0 )//PAD//punct//0  //_SP////4 innebär//VB|PRS|AKT//ROOT//6 att//SN//mark//16 en//DT|UTR|SIN|IND//det//10 separat//JJ|POS|UTR|SIN|IND|NOM//amod//10 redovisning//NN|UTR|SIN|IND|NOM//nsubj:pass//16 enligt//PP//case//13 denna//DT|UTR|SIN|DEF//det//13 lag//NN|UTR|SIN|IND|NOM//nmod//10 inte//AB//advmod//16 behöver//VB|PRS|AKT//aux//16 upprättas//VB|INF|SFO//ccomp//6 för//PP//case//18 verksamheter//NN|UTR|PLU|IND|NOM//obl//16 som//HP|-|-|-//nsubj:pass//20 omfattas//VB|PRS|SFO//acl:relcl//18 av//PP//case//23 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//23 EG-bestämmelser//NN|UTR|PLU|IND|NOM//obl:agent//20 om//PP//case//26 separat//JJ|POS|UTR|SIN|IND|NOM//amod//26 redovisning//NN|UTR|SIN|IND|NOM//nmod//23 av//PP//case//29 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 slag//NN|NEU|SIN|IND|NOM//nmod//26 .//MAD//punct//6
6.1 Förslaget till transparenslag;En//DT|UTR|SIN|IND//det//32 översikt//NN|UTR|SIN|IND|NOM//nsubj:pass//38 över//PP//case//36 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//36 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//32 har//VB|PRS|AKT//aux//38 lämnats//VB|SUP|SFO//parataxis//6 i//PP//case//41 det//DT|NEU|SIN|DEF//det//41 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//38 (//PAD//punct//43 se//VB|IMP|AKT//parataxis//38 avsnitt//NN|NEU|SIN|IND|NOM//nmod//45 2.3//RG|NOM//obj//43 )//PAD//punct//43 .//MAD//punct//52
6.1 Förslaget till transparenslag;Motivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//52 för//PP//case//50 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//48 har//VB|PRS|AKT//aux//52 diskuterats//VB|SUP|SFO//conj//38 i//PP//case//56 den//DT|UTR|SIN|DEF//det//56 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 motiveringen//NN|UTR|SIN|DEF|NOM//obl//52 ,//MID//punct//56 avsnitt//NN|NEU|SIN|IND|NOM//nmod//59 4.2.2//RG|NOM//appos//56 .//MID//punct//6
6.1 Förslaget till transparenslag;Om//PP//mark//65 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//65 för//PP//case//64 undantaget//NN|NEU|SIN|DEF|NOM//nmod//62 finns//VB|PRS|SFO//advcl//74 behöver//VB|PRS|AKT//aux//74 5//RG|NOM//nummod//70 och//KN//cc//67 6//RG|NOM//nummod//67 §//NN|AN//nmod//71 §//NN|AN//nsubj:pass//74 inte//AB//advmod//74 heller//AB//advmod//74 tillämpas//VB|INF|SFO//parataxis//6 .//MAD//punct//6
6.1 Förslaget till transparenslag;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//77 följer//VB|PRS|AKT//parataxis//6 av//PP//compound:prt//77 att//SN//mark//82 dessa//DT|UTR/NEU|PLU|DEF//det//81 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//82 avser//VB|PRS|AKT//ccomp//77 en//DT|UTR|SIN|IND//det//85 separat//JJ|POS|UTR|SIN|IND|NOM//amod//85 redovisning//NN|UTR|SIN|IND|NOM//obj//82 som//HP|-|-|-//nsubj:pass//87 upprättas//VB|PRS|SFO//acl:relcl//85 enligt//PP//case//90 förevarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 lagförslag//NN|NEU|SIN|IND|NOM//obl//87 .//MAD//punct//77
6.1 Förslaget till transparenslag;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj//93 har//VB|PRS|AKT//conj//77 sitt//PS|NEU|SIN|DEF//nmod:poss//95 upphov//NN|NEU|SIN|IND|NOM//obj//93 i//PP//case//98 artikel//NN|UTR|SIN|IND|NOM//nmod//98 1.2//RG|NOM//obl//93 .//MAD//punct//77
6.1 Förslaget till transparenslag;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj//7 i//PP//case//2 punkten//NN|UTR|SIN|DEF|NOM//nmod//0 d//NN|NEU|SIN|IND|NOM//nmod//0 )//PAD//punct//0 är//VB|PRS|AKT//cop//7 inte//AB//advmod//7 begränsat//PC|PRF|NEU|SIN|IND|NOM//ROOT//7 till//PP//case//9 fall//NN|NEU|PLU|IND|NOM//obl//7 när//HA//mark//15 särregler//NN|UTR|PLU|IND|NOM//nsubj//15 om//PP//case//14 separat//JJ|POS|UTR|SIN|IND|NOM//amod//14 redovisning//NN|UTR|SIN|IND|NOM//nmod//11 finns//VB|PRS|SFO//advcl//7 i//PP//case//19 en//DT|UTR|SIN|IND//det//19 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//19 lag//NN|UTR|SIN|IND|NOM//obl//15 eller//KN//cc//21 författning//NN|UTR|SIN|IND|NOM//conj//19 .//MAD//punct//7
6.1 Förslaget till transparenslag;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//26 kan//VB|PRS|AKT//aux//26 också//AB//advmod//26 tillämpas//VB|INF|SFO//conj//7 när//HA//mark//31 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 regler//NN|UTR|PLU|IND|NOM//nsubj//31 finns//VB|PRS|SFO//advcl//26 i//PP//case//34 en//DT|UTR|SIN|IND//det//34 EG-förordning//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//26
6.1 Förslaget till transparenslag;5//RG|NOM//nummod//37 §//NN|AN//appos//26 (//PAD//punct//37 Jfr//VB|AN//appos//37 artikel//NN|UTR|SIN|IND|NOM//nmod//41 1.2//RG|NOM//obj//39 och//KN//cc//43 3a.1//RG|NOM//conj//37 i//PP//case//45 transparensdirektivet//NN|NEU|SIN|DEF|NOM//nmod//37 )//PAD//punct//7
6.1 Förslaget till transparenslag;Den//DT|UTR|SIN|DEF//det//2 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//3 reglerar//VB|PRS|AKT//ROOT//3 den//DT|UTR|SIN|DEF//det//6 separata//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 redovisningens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 innehåll//NN|NEU|SIN|IND|NOM//obj//3 och//KN//cc//9 motsvarar//VB|PRS|AKT//conj//3 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 artikel//NN|UTR|SIN|IND|NOM//nmod//12 1.2//RG|NOM//obj//9 och//KN//cc//15 delvis//AB//advmod//15 artikel//NN|UTR|SIN|IND|NOM//nmod//16 3a.1//RG|NOM//obl//9 .//MAD//punct//3
6.1 Förslaget till transparenslag;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 kompletteringar//NN|UTR|PLU|IND|NOM//nsubj:pass//22 har//VB|PRS|AKT//aux//22 gjorts//VB|SUP|SFO//parataxis//3 i//PP//case//27 förhållande//NN|NEU|SIN|IND|NOM//fixed//23 till//PP//fixed//23 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//27 text//NN|UTR|SIN|IND|NOM//obl//22 .//MAD//punct//3
6.1 Förslaget till transparenslag;Till//PP//advmod//4 följd//NN|UTR|SIN|IND|NOM//fixed//0 av//PP//case//4 artikel//NN|UTR|SIN|IND|NOM//nmod//4 1.2//RG|NOM//obl//25 ,//MID//punct//4 som//HP|-|-|-//nsubj//7 innebär//VB|PRS|AKT//acl:relcl//4 att//SN//mark//11 medlemsländerna//NN|NEU|PLU|DEF|NOM//nsubj//11 skall//VB|PRS|AKT//aux//11 säkerställa//VB|INF|AKT//ccomp//7 att//SN//mark//18 den//DT|UTR|SIN|DEF//nsubj:pass//18 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj:pass//18 och//KN//cc//17 organisatoriska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 strukturen//NN|UTR|SIN|DEF|NOM//conj//14 återspeglas//VB|PRS|SFO//ccomp//11 korrekt//AB|POS//advmod//18 i//PP//case//23 den//DT|UTR|SIN|DEF//det//23 separata//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 redovisningen//NN|UTR|SIN|DEF|NOM//obl//18 ,//MID//punct//4 anges//VB|PRS|SFO//ROOT//25 i//PP//case//28 första//RO|NOM//amod//28 stycket//NN|NEU|SIN|DEF|NOM//obl//25 första//RO|NOM//amod//30 punkten//NN|UTR|SIN|DEF|NOM//obl//25  //_SP////30 att//SN//mark//40 organisationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//40 och//KN//cc//35 finansieringen//NN|UTR|SIN|DEF|NOM//conj//33 av//PP//case//38 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 verksamheter//NN|UTR|PLU|IND|NOM//nmod//35 skall//VB|PRS|AKT//aux//40 beskrivas//VB|INF|SFO//acl//30 .//MAD//punct//25
6.1 Förslaget till transparenslag;Ett//DT|NEU|SIN|IND//det//44 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//44 material//NN|NEU|SIN|IND|NOM//nsubj//50 torde//VB|PRT|AKT//aux//50 i//PP//case//47 praktiken//NN|UTR|SIN|DEF|NOM//obl//50 ändå//AB//advmod//50 vara//VB|INF|AKT//cop//50 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//25 som//KN//mark//52 utgångspunkt//NN|UTR|SIN|IND|NOM//advcl//50 för//PP//case//56 en//DT|UTR|SIN|IND//det//56 korrekt//JJ|POS|UTR|SIN|IND|NOM//amod//56 fördelning//NN|UTR|SIN|IND|NOM//obl//52 och//KN//cc//60 en//DT|UTR|SIN|IND//det//60 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 kontroll//NN|UTR|SIN|IND|NOM//conj//56 av//PP//mark//66 att//SN//mark//66 intäkter//NN|UTR|PLU|IND|NOM//nsubj:pass//66 och//KN//cc//65 kostnader//NN|UTR|PLU|IND|NOM//conj//63 avspeglas//VB|PRS|SFO//acl//60 korrekt//AB|POS//advmod//66 för//PP//case//71 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//70 bedrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//71 verksamheter//NN|UTR|PLU|IND|NOM//obl//66 .//MAD//punct//25
6.1 Förslaget till transparenslag;Andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 punkten//NN|UTR|SIN|DEF|NOM//nsubj//6  //_SP////1 i//PP//case//5 första//RO|NOM//amod//5 stycket//NN|NEU|SIN|DEF|NOM//obl//6 tillgodoser//VB|PRS|AKT//advcl//27 artikel//NN|UTR|SIN|IND|NOM//nmod//8 1.2//RG|NOM//nmod//9 a.//NN|UTR|SIN|IND|NOM//obj//6 Eftersom//SN//mark//15 redovisningen//NN|UTR|SIN|DEF|NOM//nsubj//15 enligt//PP//case//13 paragrafen//NN|UTR|SIN|DEF|NOM//nmod//11 skall//VB|PRS|AKT//aux//15 omfatta//VB|INF|AKT//advcl//6 ”//PAD//punct//15 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//18 ”//RO|NOM//punct//6 verksamhet//NN|UTR|SIN|IND|NOM//obj//6 torde//VB|PRT|AKT//aux//27 intäkter//NN|UTR|PLU|IND|NOM//nsubj:pass//27 och//KN//cc//23 kostnader//NN|UTR|PLU|IND|NOM//conj//21 i//PP//case//26 t.ex.//AB|AN//advmod//26 myndighetsutövning//NN|UTR|SIN|IND|NOM//nmod//23 exkluderas//VB|PRS|SFO//ROOT//27 .//MAD//punct//27
6.1 Förslaget till transparenslag;Av//PP//case//32 den//DT|UTR|SIN|DEF//det//32 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//32 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//33 följer//VB|PRS|AKT//parataxis//27 att//SN//mark//39 intäkter//NN|UTR|PLU|IND|NOM//nsubj:pass//39 och//KN//cc//37 kostnader//NN|UTR|PLU|IND|NOM//conj//35 skall//VB|PRS|AKT//aux//39 anges//VB|INF|SFO//ccomp//33 uppdelat//PC|PRF|NEU|SIN|IND|NOM//xcomp//39 på//PP//case//43 den//DT|UTR|SIN|DEF//det//43 verksamhet//NN|UTR|SIN|IND|NOM//obl//40 till//PP//case//45 vilken//HP|UTR|SIN|IND//obj//47 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//47 hör//VB|PRS|AKT//acl:relcl//43 .//MAD//punct//33
6.1 Förslaget till transparenslag;På//PP//case//51 så//AB//amod//51 sätt//NN|NEU|SIN|IND|NOM//obl//57 kan//VB|PRS|AKT//aux//57 resultatet//NN|NEU|SIN|DEF|NOM//nsubj//57 för//PP//case//56 varje//DT|UTR/NEU|SIN|IND//det//56 affärsverksamhet//NN|UTR|SIN|IND|NOM//nmod//53 framgå//VB|INF|AKT//advcl//33 .//MAD//punct//27
6.1 Förslaget till transparenslag;Enligt//PP//case//1 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//2 behöver//VB|PRS|AKT//ROOT//2 uppdelningen//NN|UTR|SIN|DEF|NOM//nsubj//2 bara//AB//advmod//2 göras//VB|INF|SFO//advcl//2 på//PP//case//8 två//RG|NOM//nummod//8 redovisningsobjekt//NN|NEU|PLU|IND|NOM//obl//5 .//MAD//punct//2
6.1 Förslaget till transparenslag;Det//DT|NEU|SIN|DEF//det//11 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//12 omfattar//VB|PRS|AKT//parataxis//2 de//DT|UTR/NEU|PLU|DEF//det//14 affärsverksamheter//NN|UTR|PLU|IND|NOM//obj//12 som//HP|-|-|-//nsubj:pass//16 bedrivs//VB|PRS|SFO//acl:relcl//14 med//PP//case//19 exklusiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 rättigheter//NN|UTR|PLU|IND|NOM//obl//16 eller//KN//cc//22 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 rättigheter//NN|UTR|PLU|IND|NOM//conj//19 eller//KN//cc//24 finansieras//VB|INF|SFO//conj//16 med//PP//case//27 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//27 stöd//NN|NEU|SIN|IND|NOM//obl//24 och//KN//cc//33 är//VB|PRS|AKT//cop//33 av//PP//case//33 allmänt//AB|POS//advmod//32 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//33 intresse//NN|NEU|SIN|IND|NOM//conj//24 (//PAD//punct//33 sammanfattas//VB|PRS|SFO//acl//33 i//PP//case//37 betänkandet//NN|NEU|SIN|DEF|NOM//obl//35 med//PP//case//42 begreppet//NN|NEU|SIN|DEF|NOM//nmod//42 ”//PAD//punct//42 konkurrensskyddad//PC|PRF|UTR|SIN|IND|NOM//amod//42 affärsverksamhet//NN|UTR|SIN|IND|NOM//obl//35 ”//PM|NOM//punct//2 )//PAD//punct//2 .//MAD//punct//2
6.1 Förslaget till transparenslag;Det//DT|NEU|SIN|DEF//det//48 andra//RO|NOM//amod//48 redovisningsobjektet//NN|NEU|SIN|DEF|NOM//nsubj//49 omfattar//VB|PRS|AKT//parataxis//2 de//DT|UTR/NEU|PLU|DEF//det//55 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 eller//KN//cc//54 kommersiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//52 verksamheter//NN|UTR|PLU|IND|NOM//obj//49 som//HP|-|-|-//nsubj:pass//57 bedrivs//VB|PRS|SFO//acl:relcl//55 i//PP//case//59 företaget//NN|NEU|SIN|DEF|NOM//obl//57 (//PAD//punct//49 ”//PAD//punct//63 annan//JJ|POS|UTR|SIN|IND|NOM//amod//63 affärsverksamhet//NN|UTR|SIN|IND|NOM//appos//49 ”//PM|NOM//punct//2 )//PAD//punct//2 .//MAD//punct//2
6.1 Förslaget till transparenslag;I//PP//case//69 8//RG|NOM//nummod//69 §//NN|AN//obl//70 föreslås//VB|PRS|SFO//parataxis//2 ett//DT|NEU|SIN|IND//det//72 normgivningsbemyndigande//NN|NEU|SIN|IND|NOM//nsubj:pass//70 om//PP//case//77 den//DT|UTR|SIN|DEF//det//76 separata//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//76 redovisningens//NN|UTR|SIN|DEF|GEN//nmod:poss//77 innehåll//NN|NEU|SIN|IND|NOM//nmod//72 som//KN//nsubj:pass//83 vid//PP//case//80 behov//NN|NEU|SIN|IND|NOM//obl//83 bl.a.//AB|AN//advmod//83 kan//VB|PRS|AKT//aux//83 användas//VB|INF|SFO//acl:relcl//77 för//PP//mark//86 att//IE//mark//86 meddela//VB|INF|AKT//advcl//83 föreskrifter//NN|UTR|PLU|IND|NOM//obj//86 om//PP//case//92 en//DT|UTR|SIN|IND//det//92 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//91 redovisningsmässig//JJ|POS|UTR|SIN|IND|NOM//amod//92 uppdelning//NN|UTR|SIN|IND|NOM//obl//86 av//PP//case//95 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 verksamheter//NN|UTR|PLU|IND|NOM//nmod//92 och//KN//cc//97 avgränsningen//NN|UTR|SIN|DEF|NOM//conj//95 mot//PP//case//99 myndighets-//NN|UTR|-|-|SMS//nmod//97 och//KN//cc//101 förvaltningsverksamhet//NN|UTR|SIN|IND|NOM//conj//99 .//MAD//punct//2
