Nytt regelverk för marksänd digital-TV ;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Radio-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//4 TV-lagsutredningen//NN|UTR|SIN|DEF|NOM//conj//2
lag om ändring i radio- och TV-lagen (1996:844);1//RG|NOM//nummod//2 a//NN|NEU|SIN|IND|NOM//case//2 §//NN|AN//ROOT//2
lag om ändring i radio- och TV-lagen (1996:844);I//PP//case//1 lagen//NN|UTR|SIN|DEF|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 med//PP//compound:prt//2
lag om ändring i radio- och TV-lagen (1996:844);fri-TV//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0 sändning//NN|UTR|SIN|IND|NOM//appos//0 av//PP//case//4 TV-program//NN|NEU|PLU|IND|NOM//nmod//2 ,//MID//punct//2 som//HP|-|-|-//nsubj:pass//9 skall//VB|PRS|AKT//aux//9 kunna//VB|INF|AKT//aux//9 tas//VB|INF|SFO//acl:relcl//2 emot//PL//compound:prt//9 utan//PP//case//12 krav//NN|NEU|SIN|IND|NOM//obl//9 på//PP//case//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 betalning//NN|UTR|SIN|IND|NOM//nmod//12 utöver//PP//case//18 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//18 TV-avgift//NN|UTR|SIN|IND|NOM//nmod//15 ,//MID//punct//0
lag om ändring i radio- och TV-lagen (1996:844);betal-TV//NN|NEU|SIN|IND|NOM//ROOT//0 ://MID//punct//0 sändning//NN|UTR|SIN|IND|NOM//appos//0 av//PP//case//4 TVprogram//NN|NEU|PLU|IND|NOM//nmod//2 ,//MID//punct//2 för//PP//mark//11 vilka//HP|UTR/NEU|PLU|IND//det//9 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//9 betalning//NN|UTR|SIN|IND|NOM//nsubj:pass//11 får//VB|PRS|AKT//aux//11 tas//VB|INF|SFO//acl:relcl//2 ut//PL//compound:prt//11 ,//MID//punct//2
lag om ändring i radio- och TV-lagen (1996:844);programföretag//NN|NEU|PLU|IND|NOM//ROOT//0 ://MID//punct//0
lag om ändring i radio- och TV-lagen (1996:844);den//PN|UTR|SIN|DEF|SUB/OBJ//appos//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//acl:relcl//2 det//DT|NEU|SIN|DEF//det//7 redaktionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 ansvaret//NN|NEU|SIN|DEF|NOM//obj//4 för//PP//case//9 sammansättningen//NN|UTR|SIN|DEF|NOM//obl//4 av//PP//case//11 TV-program//NN|NEU|PLU|IND|NOM//nmod//9 och//KN//cc//14 som//HP|-|-|-//nsubj//14 sänder//VB|PRS|AKT//conj//4 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//14 eller//KN//cc//17 låter//VB|PRS|AKT//conj//4 sända//VB|INF|AKT//xcomp//17 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//18 genom//PP//case//21 annan//JJ|POS|UTR|SIN|IND|NOM//obl//18 ,//MID//punct//2 och//KN//punct//0
lag om ändring i radio- och TV-lagen (1996:844);operatörsföretag//NN|NEU|PLU|IND|NOM//discourse//2 ://MID//punct//0
lag om ändring i radio- och TV-lagen (1996:844);den//PN|UTR|SIN|DEF|SUB/OBJ//ROOT//2 som//HP|-|-|-//case//6 på//PP//case//6 annat//JJ|POS|NEU|SIN|IND|NOM//amod//6 sätt//NN|NEU|SIN|IND|NOM//acl:relcl//2 än//KN//mark//10 såsom//KN//mark//10 programföretag//NN|NEU|PLU|IND|NOM//nsubj//10 bedriver//VB|PRS|AKT//acl//6 verksamhet//NN|UTR|SIN|IND|NOM//obj//10 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 betal-TV//NN|NEU|SIN|IND|NOM//obl//10 ,//MID//punct//16 innefattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 upplåtelse//NN|UTR|SIN|IND|NOM//conj//13 av//PP//case//18 sändningsutrymme//NN|NEU|SIN|IND|NOM//nmod//16 till//PP//case//20 programföretag//NN|NEU|PLU|IND|NOM//nmod//16 samt//KN//cc//22 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//16 av//PP//case//24 TV-program//NN|NEU|PLU|IND|NOM//obl//22 och//KN//cc//27 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 tjänster//NN|UTR|PLU|IND|NOM//conj//24 till//PP//case//29 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//27 mot//PP//case//31 betalning//NN|UTR|SIN|IND|NOM//nmod//29 .//MAD//punct//2
lag om ändring i radio- och TV-lagen (1996:844);TV-program//NN|NEU|PLU|IND|NOM//ROOT//0 ,//MID//punct//0 om//SN//mark//5 sändningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 kan//VB|PRS|AKT//aux//5 tas//VB|INF|SFO//acl:relcl//0 emot//PL//compound:prt//5 i//PP//case//9 någon//DT|UTR|SIN|IND//det//9 stat//NN|UTR|SIN|IND|NOM//obl//5 som//HP|-|-|-//nsubj//12 är//VB|PRS|AKT//aux:pass//12 bunden//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//9 av//PP//case//14 avtalet//NN|NEU|SIN|DEF|NOM//obl//12 om//PP//case//18 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 samarbetsområdet//NN|NEU|SIN|DEF|NOM//nmod//14 (//PAD//punct//20 EES-stat//NN|UTR|SIN|IND|NOM//appos//18 )//PAD//punct//20 och//KN//cc//23 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//18 som//HP|-|-|-//nsubj//25 bedriver//VB|PRS|AKT//acl:relcl//23 sändningsverksamheten//NN|UTR|SIN|DEF|NOM//obj//25
lag om ändring i radio- och TV-lagen (1996:844);den//DT|UTR|SIN|DEF//ROOT//0 av//PP//case//2 avtalet//NN|NEU|SIN|DEF|NOM//nmod//0 om//PP//case//6 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 samarbetsområdet//NN|NEU|SIN|DEF|NOM//nmod//2 (//PAD//punct//8 EES-stat//NN|UTR|SIN|IND|NOM//appos//6 )//PAD//punct//8 och//KN//cc//11 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//6 som//HP|-|-|-//nsubj//13 bedriver//VB|PRS|AKT//acl:relcl//11 sändningsverksamheten//NN|UTR|SIN|DEF|NOM//obj//13
lag om ändring i radio- och TV-lagen (1996:844);1//RG|NOM//discourse//3 .//MID//punct//0
lag om ändring i radio- och TV-lagen (1996:844);är//VB|PRS|AKT//cop//3 etablerad//PC|PRF|UTR|SIN|IND|NOM//ROOT//3 i//PP//case//5 Sverige//PM|NOM//obl//3 enligt//PP//case//7 definitionen//NN|UTR|SIN|DEF|NOM//obl//3 i//PP//case//10 artikel//NN|UTR|SIN|IND|NOM//nmod//10 2.3//RG|NOM//nmod//7 i//PP//case//12 direktiv//NN|NEU|PLU|IND|NOM//amod//13 89/552//RG|NOM//nmod//10 ///MID//cc//15 EEG//NN|AN//conj//13 ,//MID//punct//3
lag om ändring i radio- och TV-lagen (1996:844);Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//39 som//HP|-|-|-//nsubj//11 ,//MID//punct//1 efter//PP//mark//7 att//IE//mark//7 ha//VB|INF|AKT//aux//7 varit//VB|SUP|AKT//cop//7 etablerad//PC|PRF|UTR|SIN|IND|NOM//acl//1 i//PP//case//9 Sverige//PM|NOM//obl//7 ,//MID//punct//11 etablerar//VB|PRS|AKT//acl:relcl//0 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//11 i//PP//case//17 en//DT|UTR|SIN|IND//det//17 annan//JJ|POS|UTR|SIN|IND|NOM//amod//17  //_SP////15 EES-stat//NN|UTR|SIN|IND|NOM//obl//11   //_SP////17 i//PP//case//20 syfte//NN|NEU|SIN|IND|NOM//obl//11 att//IE//mark//22 kringgå//VB|INF|AKT//advcl//11 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//24 lagstiftning//NN|UTR|SIN|IND|NOM//obj//22 när//HA//mark//28 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//28 huvudsakligen//AB//advmod//28 riktar//VB|PRS|AKT//advcl//11 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//28 till//PP//case//31 Sverige//PM|NOM//obl//28  //_SP////31 skall//VB|PRS|AKT//aux//39 vid//PP//case//35 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//39 av//PP//case//38 denna//DT|UTR|SIN|DEF//det//38 lag//NN|UTR|SIN|IND|NOM//nmod//35 anses//VB|PRS|SFO//ROOT//39 etablerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//39 i//PP//case//42 Sverige//PM|NOM//obl//40 .//MAD//punct//39
lag om ändring i radio- och TV-lagen (1996:844);Oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//4 av//PP//fixed//0 vad//HP|NEU|SIN|IND//dislocated//4 som//HP|-|-|-//nsubj:pass//4 föreskrivs//VB|PRS|SFO//advcl//8 i//PP//case//7 första//RO|NOM//amod//7 stycket//NN|NEU|SIN|DEF|NOM//obl//4 gäller//VB|PRS|AKT//ROOT//8 lagen//NN|UTR|SIN|DEF|NOM//nsubj//8 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//8 som//HP|-|-|-//nsubj//13 är//VB|PRS|AKT//cop//13 etablerad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//10 i//PP//case//18 en//DT|UTR|SIN|IND//det//18 annan//JJ|POS|UTR|SIN|IND|NOM//amod//18  //_SP////16 EES-stat//NN|UTR|SIN|IND|NOM//nmod//13   //_SP////18 om//SN//case//21 syftet//NN|NEU|SIN|DEF|NOM//obl//13 med//PP//case//23 etableringen//NN|UTR|SIN|DEF|NOM//nmod//21 är//VB|PRS|AKT//cop//8 att//IE//mark//26 kringgå//VB|INF|AKT//csubj//8 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//28 lagstiftning//NN|UTR|SIN|IND|NOM//obj//26 när//HA//mark//32 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//32 huvudsakligen//AB//advmod//32 riktar//VB|PRS|AKT//advcl//26 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//32 till//PP//case//35 Sverige//PM|NOM//obl//32 .//MAD//punct//8
lag om ändring i radio- och TV-lagen (1996:844);5//RG|NOM//nummod//1 §//NN|AN//ROOT//1
lag om ändring i radio- och TV-lagen (1996:844);och//KN//cc//4 7//RG|NOM//nummod//2 kap.//NN|AN//nmod//3 11//RG|NOM//nummod//4 §//NN|AN//nsubj//10 om//PP//case//6 förbud//NN|NEU|SIN|IND|NOM//nmod//4 att//IE//mark//8 sända//VB|INF|AKT//acl//4 reklam//NN|UTR|SIN|IND|NOM//obj//8 gäller//VB|PRS|AKT//ROOT//10 inte//AB//advmod//10 för//PP//case//13 ljud//NN|NEU|PLU|IND|NOM//obl//10 i//PP//case//15 TV-sändning//NN|UTR|SIN|IND|NOM//obl//10 ,//MID//punct//10 om//SN//mark//20 ljudet//NN|NEU|SIN|DEF|NOM//nsubj//20 helt//AB|POS//advmod//20 stämmer//VB|PRS|AKT//advcl//10 överens//PL//compound:prt//20 med//PP//case//24 en//DT|UTR|SIN|IND//det//24 ljudradiosändning//NN|UTR|SIN|IND|NOM//obl//20 som//HP|-|-|-//nsubj//26 sker//VB|PRS|AKT//acl:relcl//24 med//PP//case//28 stöd//NN|NEU|SIN|IND|NOM//obl//26 av//PP//case//30 tillstånd//NN|NEU|SIN|IND|NOM//nmod//28 enligt//PP//case//33 denna//DT|UTR|SIN|DEF//det//33 lag//NN|UTR|SIN|IND|NOM//obl//26 eller//KN//cc//39 för//PP//case//36 vilken//HP|UTR|SIN|IND//obl//39 den//DT|UTR|SIN|DEF//det//38 sändande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//39 låtit//VB|SUP|AKT//conj//20 registrera//VB|INF|AKT//xcomp//39 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//40 .//MAD//punct//10
lag om ändring i radio- och TV-lagen (1996:844);och//KN//cc//4 7//RG|NOM//nummod//2 kap.//NN|AN//nmod//3 11//RG|NOM//nummod//4 §//NN|AN//nsubj//10 om//PP//case//6 förbud//NN|NEU|SIN|IND|NOM//nmod//4 att//IE//mark//8 sända//VB|INF|AKT//acl//4 reklam//NN|UTR|SIN|IND|NOM//obj//8 gäller//VB|PRS|AKT//ROOT//10 inte//AB//advmod//10 för//PP//case//13 ljud//NN|NEU|PLU|IND|NOM//obl//10 i//PP//case//15 TV-sändning//NN|UTR|SIN|IND|NOM//obl//10 ,//MID//punct//10 om//SN//mark//20 ljudet//NN|NEU|SIN|DEF|NOM//nsubj//20 helt//AB|POS//advmod//20 stämmer//VB|PRS|AKT//advcl//10 överens//PL//compound:prt//20 med//PP//case//24 en//DT|UTR|SIN|IND//det//24 ljudradiosändning//NN|UTR|SIN|IND|NOM//obl//20 som//HP|-|-|-//nsubj//26 sker//VB|PRS|AKT//acl:relcl//24 med//PP//case//28 stöd//NN|NEU|SIN|IND|NOM//obl//26 av//PP//case//30 tillstånd//NN|NEU|SIN|IND|NOM//nmod//28 enligt//PP//case//33 denna//DT|UTR|SIN|DEF//det//33 lag//NN|UTR|SIN|IND|NOM//obl//26 eller//KN//cc//39 för//PP//case//36 vilken//HP|UTR|SIN|IND//obl//39 den//DT|UTR|SIN|DEF//det//38 sändande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//39 låtit//VB|SUP|AKT//conj//20 registrera//VB|INF|AKT//xcomp//39 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//40 .//MAD//punct//10
lag om ändring i radio- och TV-lagen (1996:844);2//RG|NOM//nummod//1 kap.//NN|AN//ROOT//1
lag om ändring i radio- och TV-lagen (1996:844);1//RG|NOM//nummod//1 §//NN|AN//ROOT//1
lag om ändring i radio- och TV-lagen (1996:844);Tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//1 krävs//VB|PRS|SFO//ROOT//1 inte//AB//advmod//1 för//PP//case//4 sändningar//NN|UTR|PLU|IND|NOM//obl//1 av//PP//case//7 sökbar//JJ|POS|UTR|SIN|IND|NOM//amod//7 text-TV//NN|UTR|SIN|IND|NOM//nmod//4 som//HP|-|-|-//nsubj//9 sker//VB|PRS|AKT//acl:relcl//7 från//PP//case//11 radiosändare//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj:pass//13 används//VB|PRS|SFO//acl:relcl//11 för//PP//case//16 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 sändningar//NN|UTR|PLU|IND|NOM//obl//13 med//PP//case//18 stöd//NN|NEU|SIN|IND|NOM//obl//13 av//PP//case//20 tillstånd//NN|NEU|SIN|IND|NOM//nmod//18 enligt//PP//case//23 denna//DT|UTR|SIN|DEF//det//23 lag//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//1
lag om ändring i radio- och TV-lagen (1996:844);Tillstånd//NN|NEU|SIN|IND|NOM//conj//1 krävs//VB|PRS|SFO//conj//1 inte//AB//advmod//26 heller//AB//advmod//26 för//PP//case//30 sändningar//NN|UTR|PLU|IND|NOM//obl//26 som//HP|-|-|-//nsubj//34 är//VB|PRS|AKT//cop//34 särskilt//AB//advmod//34 anpassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//30 för//PP//case//36 syn-//NN|UTR|-|-|SMS//obl//34 eller//KN//cc//38 hörselskadade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//36 och//KN//cc//41 som//HP|-|-|-//nsubj//41 äger//VB|PRS|AKT//conj//34 rum//NN|NEU|SIN|IND|NOM//compound:prt//41 under//PP//case//46 högst//AB|SUV//advmod//45 fyra//RG|NOM//nummod//46 timmar//NN|UTR|PLU|IND|NOM//obl//41 om//PP//case//48 dygnet//NN|NEU|SIN|DEF|NOM//nmod//46 från//PP//case//52 en//DT|UTR|SIN|IND//det//52 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//52 radiosändare//NN|UTR|SIN|IND|NOM//nmod//48 .//MAD//punct//1
lag om ändring i radio- och TV-lagen (1996:844);Föreskrifter//NN|UTR|PLU|IND|NOM//nsubj//8 om//PP//case//2 tillstånd//NN|NEU|SIN|IND|NOM//nmod//0 att//IE//mark//4 inneha//VB|INF|AKT//acl//0 eller//KN//cc//6 använda//VB|INF|AKT//conj//4 radiosändare//NN|UTR|PLU|IND|NOM//obj//6 finns//VB|PRS|SFO//ROOT//8 i//PP//case//10 lagen//NN|UTR|SIN|DEF|NOM//obl//8 (//PAD//punct//12 2003:389//RG|NOM//appos//10 )//PAD//punct//12 om//PP//case//16 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//16 kommunikation//NN|UTR|SIN|IND|NOM//conj//10 .//MAD//punct//8
lag om ändring i radio- och TV-lagen (1996:844);2//RG|NOM//nummod//1 §//NN|AN//ROOT//1
lag om ändring i radio- och TV-lagen (1996:844);Tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//4 att//IE//mark//2 sända//VB|INF|AKT//acl//0 TV-program//NN|NEU|PLU|IND|NOM//obj//2 meddelas//VB|PRS|SFO//ROOT//4 av//PP//case//6 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//4 ,//MID//punct//10 om//SN//mark//10 sändningsverksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 finansieras//VB|PRS|SFO//advcl//4 genom//PP//case//12 medel//NN|NEU|PLU|IND|NOM//obl//10 från//PP//case//14 TV-avgiften//NN|UTR|SIN|DEF|NOM//nmod//12 enligt//PP//case//16 lagen//NN|UTR|SIN|DEF|NOM//obl//10 (//PAD//punct//18 1989:41//RG|NOM//appos//16 )//PAD//punct//18 om//PP//case//21 TVavgift//NN|NEU|PLU|IND|NOM//obl//10 ,//MID//punct//10 och//KN//punct//4 i//PP//case//26 annat//JJ|POS|NEU|SIN|IND|NOM//amod//26 fall//NN|NEU|SIN|IND|NOM//fixed//23 av//PP//case//28 Radio-//NN|UTR|-|-|SMS//nmod//26 och//KN//cc//30 TV-verket//NN|NEU|SIN|DEF|NOM//conj//28 .//MAD//punct//26
lag om ändring i radio- och TV-lagen (1996:844);Tillstånd//NN|NEU|SIN|IND|NOM//ROOT//0 att//IE//mark//2 bedriva//VB|INF|AKT//acl//0 verksamhet//NN|UTR|SIN|IND|NOM//obj//2 som//KN//mark//6 operatörsföretag//NN|NEU|SIN|IND|NOM//nsubj:pass//6 meddelas//VB|PRS|SFO//acl:relcl//3 av//PP//case//8 Radio-//NN|UTR|-|-|SMS//obl:agent//6 och//KN//cc//10 TV-verket//NN|NEU|SIN|DEF|NOM//conj//8 .//MAD//punct//0
lag om ändring i radio- och TV-lagen (1996:844);Tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//7 att//IE//mark//2 sända//VB|INF|AKT//acl//0 närradio//NN|UTR|SIN|IND|NOM//obj//2 enligt//PP//case//6 4//RG|NOM//nummod//6 kap.//NN|AN//obl//2 meddelas//VB|PRS|SFO//ROOT//7 av//PP//case//9 Radio-//NN|UTR|-|-|SMS//obl:agent//7 och//KN//cc//11 TV-verket//NN|NEU|SIN|DEF|NOM//conj//9 .//MAD//punct//7
lag om ändring i radio- och TV-lagen (1996:844);Tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//7 att//IE//mark//2 sända//VB|INF|AKT//acl//0 lokalradio//NN|UTR|SIN|IND|NOM//obj//2 enligt//PP//case//6 5//RG|NOM//nummod//6 kap.//NN|AN//obl//2 meddelas//VB|PRS|SFO//ROOT//7 av//PP//case//9 Radio-//NN|UTR|-|-|SMS//obl:agent//7
lag om ändring i radio- och TV-lagen (1996:844);av//PP//case//3 ett//DT|NEU|SIN|IND//det//3 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//3 tillstånd//NN|NEU|SIN|IND|NOM//ROOT//3 .//MAD//punct//3
lag om ändring i radio- och TV-lagen (1996:844);Om//SN//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 finns//VB|PRS|SFO//advcl//7 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 skäl//NN|NEU|PLU|IND|NOM//nsubj//2 får//VB|PRS|AKT//aux//7 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//7 meddela//VB|INF|AKT//ROOT//7 tillstånd//NN|NEU|SIN|IND|NOM//obj//7 att//IE//mark//10 sända//VB|INF|AKT//advcl//7 ljudradioprogram//NN|NEU|PLU|IND|NOM//obj//10 i//PP//case//14 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 sändningar//NN|UTR|PLU|IND|NOM//obl//10 som//HP|-|-|-//nsubj//17 inte//AB//advmod//17 uppfyller//VB|PRS|AKT//acl:relcl//14 kraven//NN|NEU|PLU|DEF|NOM//obj//17 för//PP//case//20 närradio//NN|UTR|SIN|IND|NOM//nmod//18 eller//KN//cc//22 lokalradio//NN|UTR|SIN|IND|NOM//conj//20 .//MAD//punct//7
lag om ändring i radio- och TV-lagen (1996:844);3//RG|NOM//nummod//1 kap.//NN|AN//nmod//2 Sändningar//NN|UTR|PLU|IND|NOM//ROOT//2 med//PP//case//4 tillstånd//NN|NEU|SIN|IND|NOM//nmod//2 av//PP//case//6 regeringen//NN|UTR|SIN|DEF|NOM//nmod//4
lag om ändring i radio- och TV-lagen (1996:844);3//RG|NOM//nummod//1 kap.//NN|AN//nmod//2 Sändningar//NN|UTR|PLU|IND|NOM//ROOT//2 av//PP//case//4 TVprogram//NN|NEU|PLU|IND|NOM//nmod//2 och//KN//cc//7 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 ljudradioprogram//NN|NEU|PLU|IND|NOM//conj//4 än//KN//case//9 närradio//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//11 lokalradio//NN|UTR|SIN|IND|NOM//conj//9
lag om ändring i radio- och TV-lagen (1996:844);1//RG|NOM//nummod//1 §//NN|AN//ROOT//1
lag om ändring i radio- och TV-lagen (1996:844);Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutar//VB|PRS|AKT//ROOT//1 vilket//HD|NEU|SIN|IND//det//3 sändningsutrymme//NN|NEU|SIN|IND|NOM//obj//1 och//KN//cc//6 vilka//HD|UTR/NEU|PLU|IND//det//6 sändningsområden//NN|NEU|PLU|IND|NOM//conj//3 som//HP|-|-|-//nsubj:pass//9 får//VB|PRS|AKT//aux//9 upplåtas//VB|INF|SFO//acl:relcl//6 för//PP//case//11 TV-sändningar//NN|UTR|PLU|IND|NOM//obl//9 .//MAD//punct//1
lag om ändring i radio- och TV-lagen (1996:844);I//PP//case//14 beslutet//NN|NEU|SIN|DEF|NOM//obl//16 skall//VB|PRS|AKT//aux//16 anges//VB|INF|SFO//parataxis//1 hur//HA//advmod//20 utrymmet//NN|NEU|SIN|DEF|NOM//nsubj:pass//20 skall//VB|PRS|AKT//aux//20 fördelas//VB|INF|SFO//ccomp//16 mellan//PP//case//22 fri-TV//NN|UTR|SIN|IND|NOM//obl//20 och//KN//cc//24 betalTV//NN|UTR|SIN|IND|NOM//conj//22 samt//KN//cc//27 inom//PP//case//27 fri-TV//NN|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//1
lag om ändring i radio- och TV-lagen (1996:844);2//RG|NOM//nummod//1 §//NN|AN//ROOT//1
lag om ändring i radio- och TV-lagen (1996:844);Ett//DT|NEU|SIN|IND//det//1 tillstånd//NN|NEU|SIN|IND|NOM//nsubj//6 att//IE//mark//3 sända//VB|INF|AKT//acl//1 TV-program//NN|NEU|PLU|IND|NOM//obj//3 skall//VB|PRS|AKT//aux//6 avse//VB|INF|AKT//ROOT//6 fri-TV//NN|UTR|SIN|IND|NOM//obj//6 eller//KN//cc//9 betalTV//NN|UTR|SIN|IND|NOM//conj//7 .//MAD//punct//6
lag om ändring i radio- och TV-lagen (1996:844);Ett//DT|NEU|SIN|IND//det//1 tillstånd//NN|NEU|SIN|IND|NOM//nsubj//5 att//IE//mark//3 sända//VB|INF|AKT//acl//1 fri-TV//NN|UTR|SIN|IND|NOM//obj//3 innebär//VB|PRS|AKT//ROOT//5 rätt//NN|UTR|SIN|IND|NOM//obj//5 att//IE//mark//9 samtidigt//AB//advmod//9 sända//VB|INF|AKT//acl//6 det//DT|NEU|SIN|DEF//det//11 antal//NN|NEU|SIN|IND|NOM//nmod//12 program//NN|NEU|PLU|IND|NOM//obj//9 i//PP//case//15 varje//DT|UTR/NEU|SIN|IND//det//15 område//NN|NEU|SIN|IND|NOM//obl//9 under//PP//case//18 den//DT|UTR|SIN|DEF//det//18 del//NN|UTR|SIN|IND|NOM//obl//9 av//PP//case//20 dygnet//NN|NEU|SIN|DEF|NOM//nmod//18 som//HP|-|-|-//nsubj:pass//22 anges//VB|PRS|SFO//acl:relcl//20 i//PP//case//24 tillståndet//NN|NEU|SIN|DEF|NOM//obl//22 .//MAD//punct//5
lag om ändring i radio- och TV-lagen (1996:844);Ett//DT|NEU|SIN|IND//det//1 tillstånd//NN|NEU|SIN|IND|NOM//nsubj//5 att//IE//mark//3 sända//VB|INF|AKT//acl//1 betal-TV//NN|NEU|SIN|IND|NOM//obj//3 innebär//VB|PRS|AKT//ROOT//5 rätt//NN|UTR|SIN|IND|NOM//obj//5 att//IE//mark//8 sända//VB|INF|AKT//acl//6 det//DT|NEU|SIN|DEF//det//10 antal//NN|NEU|SIN|IND|NOM//nmod//11 program//NN|NEU|PLU|IND|NOM//obj//8 som//HP|-|-|-//nsubj:pass//13 anges//VB|PRS|SFO//acl:relcl//11 i//PP//case//15 tillståndet//NN|NEU|SIN|DEF|NOM//obl//13 .//MID//punct//5
lag om ändring i radio- och TV-lagen (1996:844);Om//SN//mark//20 inte//AB//advmod//20 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//20 anges//VB|PRS|SFO//advcl//25 i//PP//case//22 tillståndet//NN|NEU|SIN|DEF|NOM//obl//20 får//VB|PRS|AKT//aux//25 sändningsrätten//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 utövas//VB|INF|SFO//parataxis//5 endast//AB//advmod//25 om//SN//case//28 avtal//NN|NEU|SIN|IND|NOM//obl//25 om//PP//case//30 upplåtelse//NN|UTR|SIN|IND|NOM//nmod//28 av//PP//case//32 sändningsutrymme//NN|NEU|SIN|IND|NOM//nmod//30 ingås//VB|PRS|SFO//advcl//25 med//PP//case//36 ett//DT|NEU|SIN|IND//det//36 operatörsföretag//NN|NEU|SIN|IND|NOM//obl//33 .//MAD//punct//5
lag om ändring i radio- och TV-lagen (1996:844);3//RG|NOM//nummod//1 §//NN|AN//ROOT//1
