– dokumentation från ett seminarium;Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 12//RG|NOM//ROOT//3
Inledning;Jag//PN|UTR|SIN|DEF|SUB//nsubj//87 tror//VB|PRS|AKT//parataxis//81 att//SN//mark//91 vi//PN|UTR|PLU|DEF|SUB//nsubj//91 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//91 känner//VB|PRS|AKT//ccomp//87 ett//DT|NEU|SIN|IND//det//94 stort//JJ|POS|NEU|SIN|IND|NOM//amod//94 avstånd//NN|NEU|SIN|IND|NOM//obj//91 till//PP//case//97 de//DT|UTR/NEU|PLU|DEF//det//97 beslut//NN|NEU|PLU|IND|NOM//obl//91 som//HP|-|-|-//nsubj:pass//99 fattas//VB|PRS|SFO//acl:relcl//97 i//PP//case//101 EU//PM|NOM//obl//99 och//KN//cc//106 att//SN//mark//106 man//PN|UTR|SIN|IND|SUB//nsubj//106 inte//AB//advmod//106 känner//VB|PRS|AKT//conj//99 att//SN//mark//110 man//PN|UTR|SIN|IND|SUB//nsubj//110 kan//VB|PRS|AKT//aux//110 påverka//VB|INF|AKT//ccomp//106 besluten//NN|NEU|PLU|DEF|NOM//obj//110 .//MAD//punct//57
Inledning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//121 är//VB|PRS|AKT//cop//116 just//AB//advmod//116 därför//AB//mark//120 som//HA//fixed//116 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//120 ska//VB|PRS|AKT//aux//120 bli//VB|INF|AKT//aux:pass//121 intressant//JJ|POS|NEU|SIN|IND|NOM//parataxis//57 att//IE//mark//123 lyssna//VB|INF|AKT//csubj//121 på//PP//case//126 de//DT|UTR/NEU|PLU|DEF//det//126 forskare//NN|UTR|PLU|IND|NOM//obl//123 och//KN//cc//128 debattörer//NN|UTR|PLU|IND|NOM//conj//126 som//HP|-|-|-//nsubj//131 skall//VB|PRS|AKT//aux//131 delge//VB|INF|AKT//acl:relcl//128 oss//PN|UTR|PLU|DEF|OBJ//iobj//131 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//134 synpunkter//NN|UTR|PLU|IND|NOM//obj//131 idag//AB//advmod//131 .//MID//punct//121
Inledning;"Än//AB//advmod//141 en//DT|UTR|SIN|IND//det//139 gång//NN|UTR|SIN|IND|NOM//nmod//141 mycket//AB|POS//advmod//141 välkomna//VB|INF|AKT//appos//121 och//KN//cc//145 med//PP//case//144 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//145 ber//VB|PRS|AKT//conj//141 jag//PN|UTR|SIN|DEF|SUB//nsubj//145 få//VB|INF|AKT//xcomp//145 hälsa//VB|INF|AKT//obj//147 förste//RO|MAS|SIN|IND/DEF|NOM//advmod//150 talare//NN|UTR|SIN|IND|NOM//nsubj//151 välkommen//JJ|POS|UTR|SIN|IND|NOM//obj//145 ;//MID//punct//121"
Inledning;Kjell//PM|NOM//parataxis//121 Goldmann//PM|NOM//flat:name//153 .//MAD//punct//121

Skilda identiteter – gemensam demokrati;Kjell//PM|NOM//ROOT//0 Goldmann//PM|NOM//flat:name//0 ,//MID//punct//0 professor//NN|UTR|SIN|IND|NOM//appos//0 ,//MID//punct//5 Stockholm//PM|NOM//conj//3
Skilda identiteter – gemensam demokrati;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 som//HP|-|-|-//nsubj//2 skapat//VB|SUP|AKT//acl:relcl//0 debatt//NN|UTR|SIN|IND|NOM//obj//2 om//PP//case//5 förhållandet//NN|NEU|SIN|DEF|NOM//obl//2 mellan//PP//case//8 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//8 identitet//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//10 demokrati//NN|UTR|SIN|IND|NOM//conj//8 är//VB|PRS|AKT//cop//13 politikens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 internationalisering//NN|UTR|SIN|IND|NOM//ROOT//13 ,//MID//punct//13 och//KN//cc//27 i//PP//advmod//20 synnerhet//NN|UTR|SIN|IND|NOM//fixed//16 den//DT|UTR|SIN|DEF//det//20 europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 integrationen//NN|UTR|SIN|DEF|NOM//obl//27 .//MAD//punct//20
Skilda identiteter – gemensam demokrati;Den//DT|UTR|SIN|DEF//det//24 klassiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 nationalismens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 bråte//NN|UTR|SIN|IND|NOM//nsubj//27 är//VB|PRS|AKT//cop//27 förpassat//PC|PRF|NEU|SIN|IND|NOM//conj//13 till//PP//case//31 historiens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 s.k.//AB|AN//amod//31 skräpkammare//NN|UTR|PLU|IND|NOM//obl//27 ,//MID//punct//35 men//KN//cc//35 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 finns//VB|PRS|SFO//conj//13 på//PP//case//37 1990-talet//NN|NEU|SIN|DEF|NOM//obl//35 en//DT|UTR|SIN|IND//det//40 politiskt-filosofisk//JJ|POS|UTR|SIN|IND|NOM//amod//40 tendens//NN|UTR|SIN|IND|NOM//nsubj//35 som//HP|-|-|-//nsubj:pass//44 skulle//VB|PRT|AKT//aux//44 kunna//VB|INF|AKT//aux//44 kallas//VB|INF|SFO//acl:relcl//40 nynationalistisk//JJ|POS|UTR|SIN|IND|NOM//xcomp//44 .//MAD//punct//13
Skilda identiteter – gemensam demokrati;För//KN//punct//13 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//52 är//VB|PRS|AKT//cop//52 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//52 en//DT|UTR|SIN|IND//det//52 huvudsak//NN|UTR|SIN|IND|NOM//fixed//47 .//MAD//punct//13
Skilda identiteter – gemensam demokrati;För//PP//case//55 demokratins//NN|UTR|SIN|DEF|GEN//obl//59 skull//NN|UTR|SIN|IND|NOM//fixed//55 bör//VB|PRS|AKT//aux//59 vi//PN|UTR|PLU|DEF|SUB//nsubj//59 slå//VB|INF|AKT//conj//13 vakt//NN|UTR|SIN|IND|NOM//compound:prt//59 om//PP//case//62 nationen//NN|UTR|SIN|DEF|NOM//obl//59 och//KN//cc//64 förhålla//VB|INF|AKT//conj//59 oss//PN|UTR|PLU|DEF|OBJ//obj//64 skeptiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//64 till//PP//case//68 internationaliseringen//NN|UTR|SIN|DEF|NOM//obl//64 ,//MID//punct//70 säger//VB|PRS|AKT//parataxis//59 man//PN|UTR|SIN|IND|SUB//nsubj//70 .//MAD//punct//13
Skilda identiteter – gemensam demokrati;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//80 är//VB|PRS|AKT//cop//80 om//SN//mark//80 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//80 är//VB|PRS|AKT//cop//80 en//DT|UTR|SIN|IND//det//80 välgrundad//PC|PRF|UTR|SIN|IND|NOM//amod//80 ståndpunkt//NN|UTR|SIN|IND|NOM//parataxis//13 .//MAD//punct//80
Skilda identiteter – gemensam demokrati;Utgångspunkt//NN|UTR|SIN|IND|NOM//nsubj//6 för//PP//case//2 diskussionen//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//6 den//DT|UTR|SIN|DEF//det//6 gängse//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 uppfattningen//NN|UTR|SIN|DEF|NOM//ROOT//6 att//SN//mark//9 EU//PM|NOM//nsubj:pass//9 kännetecknas//VB|PRS|SFO//acl//6 av//PP//case//15 ett//DT|NEU|SIN|IND//det//14 ”//NN|NEU|SIN|IND|NOM//nmod//14 demokratiskt//JJ|POS|NEU|SIN|IND|NOM//advmod//14 underskott//NN|NEU|SIN|IND|NOM//amod//15 ”//PAD//obl:agent//9 ,//MID//punct//18 en//DT|UTR|SIN|IND//det//18 tes//NN|UTR|SIN|IND|NOM//conj//6 som//HP|-|-|-//nsubj:pass//23 såvitt//SN//advmod//22 jag//PN|UTR|SIN|DEF|SUB//nsubj//22 vet//VB|PRS|AKT//advcl//23 lanserades//VB|PRT|SFO//acl:relcl//18 av//PP//case//25 federalister//NN|UTR|PLU|IND|NOM//obl:agent//23 nere//AB//advmod//28 på//PP//case//28 kontinenten//NN|UTR|SIN|DEF|NOM//obl//23 .//MAD//punct//18
Skilda identiteter – gemensam demokrati;Särskilt//AB//advmod//33 har//VB|PRS|AKT//aux//33 man//PN|UTR|SIN|IND|SUB//nsubj//33 hävdat//VB|SUP|AKT//acl:relcl//6 att//SN//mark//36 EU//PM|NOM//nsubj//36 saknar//VB|PRS|AKT//ccomp//33 ett//DT|NEU|SIN|IND//det//39 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 system//NN|NEU|SIN|IND|NOM//obj//36 för//PP//case//41 utkrävande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//36 av//PP//case//43 ansvar//NN|NEU|SIN|IND|NOM//nmod//41 .//MAD//punct//33
Skilda identiteter – gemensam demokrati;Ministerrådet//NN|NEU|SIN|DEF|NOM//nsubj//47 kan//VB|PRS|AKT//aux//47 fatta//VB|INF|AKT//conj//6 för//PP//case//51 alla//DT|UTR/NEU|PLU|IND/DEF//det//51 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 majoritetsbeslut//NN|NEU|PLU|IND|NOM//obl//47 men//KN//cc//55 kan//VB|PRS|AKT//aux//55 inte//AB//advmod//55 ställas//VB|INF|SFO//conj//47 till//PP//case//57 ansvar//NN|NEU|SIN|IND|NOM//obl//55 av//PP//case//62 en//DT|UTR|SIN|IND//det//62 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//62 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//62 väljarkår//NN|UTR|SIN|IND|NOM//nmod//57 .//MAD//punct//47
Skilda identiteter – gemensam demokrati;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//66 kan//VB|PRS|AKT//aux//66 utfärda//VB|INF|AKT//conj//47 för//PP//case//69 alla//DT|UTR/NEU|PLU|IND/DEF//det//69 EU-medborgare//NN|UTR|PLU|IND|NOM//obl//66 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//71 direktiv//NN|NEU|PLU|IND|NOM//obj//66 men//KN//cc//74 är//VB|PRS|AKT//cop//74 underkastad//PC|PRF|UTR|SIN|IND|NOM//conj//47 endast//AB//advmod//76 svag//JJ|POS|UTR|SIN|IND|NOM//amod//78 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//78 kontroll//NN|UTR|SIN|IND|NOM//obj//74 .//MAD//punct//47
Skilda identiteter – gemensam demokrati;Europaparlamentet//NN|NEU|SIN|DEF|NOM//obl//47 ,//MID//punct//88 som//HP|-|-|-//nsubj//88 visserligen//AB//advmod//87 genom//PP//mark//87 att//IE//mark//87 vara//VB|INF|AKT//cop//87 direktvalt//JJ|POS|NEU|SIN|IND|NOM//advmod//88 liknar//VB|PRS|AKT//acl:relcl//80 en//DT|UTR|SIN|IND//det//92 normal//JJ|POS|UTR|SIN|IND|NOM//amod//92 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//92 församling//NN|UTR|SIN|IND|NOM//obj//88 ,//MID//punct//94 har//VB|PRS|AKT//conj//47 en//DT|UTR|SIN|IND//det//97 svagare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//97 ställning//NN|UTR|SIN|IND|NOM//obj//94 än//KN//case//99 parlament//NN|NEU|SIN|IND|NOM//nmod//97 brukar//VB|PRS|AKT//conj//47 ha//VB|INF|AKT//xcomp//100 .//MAD//punct//47
Skilda identiteter – gemensam demokrati;Summan//NN|UTR|SIN|DEF|NOM//nsubj//107 är//VB|PRS|AKT//cop//107 ett//DT|NEU|SIN|IND//det//107 demokratiskt//JJ|POS|NEU|SIN|IND|NOM//amod//107 underskott//NN|NEU|SIN|IND|NOM//conj//47 ,//MID//punct//111 har//VB|PRS|AKT//aux//111 man//PN|UTR|SIN|IND|SUB//nsubj//111 sagt//VB|SUP|AKT//conj//47 ,//MID//punct//47 och//KN//cc//115 lösningen//NN|UTR|SIN|DEF|NOM//nsubj//115 är//VB|PRS|AKT//cop//6 att//IE//mark//117 göra//VB|INF|AKT//ccomp//115 EU//PM|NOM//obj//117 till//PP//case//121 en//DT|UTR|SIN|IND//det//121 federation//NN|UTR|SIN|IND|NOM//nmod//123 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//123 Förenta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//117 staterna//NN|UTR|PLU|DEF|NOM//flat//123 eller//KN//cc//126 Tyskland//PM|NOM//conj//124 .//MAD//punct//6
Skilda identiteter – gemensam demokrati;Mot//PP//case//1 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//3 har//VB|PRS|AKT//aux//3 invänts//VB|SUP|SFO//ROOT//3 ,//MID//punct//3 att//SN//mark//12 federalism//NN|UTR|SIN|IND|NOM//nsubj//12 på//PP//case//9 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//9 nivå//NN|UTR|SIN|IND|NOM//nmod//6 inte//AB//advmod//12 kan//VB|PRS|AKT//aux//12 lösa//VB|INF|AKT//ccomp//3 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//14 problem//NN|NEU|PLU|IND|NOM//obj//12 i//PP//case//16 EU//PM|NOM//obl//12 ,//MID//punct//20 eftersom//SN//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 saknas//VB|PRS|SFO//advcl//12 en//DT|UTR|SIN|IND//det//24 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//24 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 identitet//NN|UTR|SIN|IND|NOM//nsubj:pass//20 .//MAD//punct//3
Skilda identiteter – gemensam demokrati;Folkstyre//NN|NEU|SIN|IND|NOM//nsubj//27 förutsätter//VB|PRS|AKT//parataxis//3 ett//DT|NEU|SIN|IND//det//29 folk//NN|NEU|SIN|IND|NOM//obj//27 ,//MID//punct//32 demokrati//NN|UTR|SIN|IND|NOM//nsubj//32 förutsätter//VB|PRS|AKT//conj//27 ett//DT|NEU|SIN|IND//det//34 demos//NN|NEU|SIN|IND|NOM//obj//32 .//MAD//punct//27
Skilda identiteter – gemensam demokrati;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 finns//VB|PRS|SFO//parataxis//27 inte//AB//advmod//37 ,//MID//punct//37 och//KN//cc//44 kan//VB|PRS|AKT//aux//44 inte//AB//advmod//44 heller//AB//advmod//44 uppstå//VB|INF|AKT//conj//37 ,//MID//punct//48 något//DT|NEU|SIN|IND//det//48 europeiskt//JJ|POS|NEU|SIN|IND|NOM//amod//48 demos//NN|NEU|SIN|IND|NOM//conj//44 .//MAD//punct//37
Skilda identiteter – gemensam demokrati;Därför//AB//advmod//52 är//VB|PRS|AKT//cop//52 demokrati//NN|UTR|SIN|IND|NOM//parataxis//37 ,//MID//punct//57 eller//KN//cc//57 åtminstone//AB//advmod//56 välfungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 demokrati//NN|UTR|SIN|IND|NOM//conj//52 ,//MID//punct//59 omöjlig//JJ|POS|UTR|SIN|IND|NOM//conj//52 på//PP//case//62 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//62 nivå//NN|UTR|SIN|IND|NOM//obl//59 .//MID//punct//52
Skilda identiteter – gemensam demokrati;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//65 finns//VB|PRS|SFO//parataxis//52 ,//MID//punct//65 enligt//PP//case//69 denna//DT|UTR|SIN|DEF//det//69 tes//NN|UTR|SIN|IND|NOM//obl//65 ,//MID//punct//69 bara//AB//advmod//72 två//RG|NOM//nummod//73 alternativ//NN|NEU|PLU|IND|NOM//nmod//69 för//PP//case//75 européerna//NN|UTR|PLU|DEF|NOM//nmod//69 ://MID//punct//65
Skilda identiteter – gemensam demokrati;att//IE//mark//78 leva//VB|INF|AKT//csubj//65 med//PP//case//82 det//DT|NEU|SIN|DEF//det//82 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//82 underskottet//NN|NEU|SIN|DEF|NOM//obl//78 ,//MID//punct//65 eller//KN//cc//86 att//IE//mark//86 åternationalisera//VB|INF|AKT//conj//65 den//DT|UTR|SIN|DEF//det//89 europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//89 politiken//NN|UTR|SIN|DEF|NOM//obj//86 .//MAD//punct//27
Skilda identiteter – gemensam demokrati;Är//VB|PRS|AKT//cop//9 tesen//NN|UTR|SIN|DEF|NOM//nsubj//9 om//PP//case//4 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//4 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//1 av//PP//case//8 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//8 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//8 identitet//NN|UTR|SIN|IND|NOM//nmod//4 välgrundad//PC|PRF|UTR|SIN|IND|NOM//ROOT//9 ?//MID//punct//9
Skilda identiteter – gemensam demokrati;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//16 som//HP|-|-|-//nsubj//14 vill//VB|PRS|AKT//aux//14 undersöka//VB|INF|AKT//acl:relcl//11 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//14 har//VB|PRS|AKT//parataxis//9 inte//AB//advmod//16 så//AB//advmod//19 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//20 vägledning//NN|UTR|SIN|IND|NOM//obj//16 att//IE//mark//22 hämta//VB|INF|AKT//acl//20 i//PP//case//26 den//DT|UTR|SIN|DEF//det//26 politiskt-teoretiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 litteraturen//NN|UTR|SIN|DEF|NOM//obl//22 ,//MID//punct//16 fastän//SN//mark//63 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//30 innebörd//NN|UTR|SIN|IND|NOM//nsubj//36 ,//MID//punct//32 villkor//NN|NEU|PLU|IND|NOM//conj//30 och//KN//cc//34 problem//NN|NEU|PLU|IND|NOM//conj//30 är//VB|PRS|AKT//cop//36 huvudfrågan//NN|UTR|SIN|DEF|NOM//nsubj//63 i//PP//case//39 denna//DT|UTR|SIN|DEF//det//39 litteratur//NN|UTR|SIN|IND|NOM//nmod//36 .//MAD//punct//36
Skilda identiteter – gemensam demokrati;Förhållandet//NN|NEU|SIN|DEF|NOM//nsubj//52 mellan//PP//case//43 internationalisering//NN|UTR|SIN|IND|NOM//nmod//41 och//KN//cc//45 demokrati//NN|UTR|SIN|IND|NOM//conj//43 är//VB|PRS|AKT//cop//52 i//PP//case//49 det//DT|NEU|SIN|DEF//det//49 väsentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//46 en//DT|UTR|SIN|IND//det//52 ny//JJ|POS|UTR|SIN|IND|NOM//amod//52 fråga//NN|UTR|SIN|IND|NOM//conj//36 för//PP//case//54 statsvetenskapen//NN|UTR|SIN|DEF|NOM//nmod//52 .//MAD//punct//52
Skilda identiteter – gemensam demokrati;Nästan//AB//advmod//57 allt//PN|NEU|SIN|IND|SUB/OBJ//conj//36 som//HP|-|-|-//nsubj:pass//59 skrivits//VB|SUP|SFO//acl:relcl//57 om//PP//case//61 demokrati//NN|UTR|SIN|IND|NOM//obl//59 har//VB|PRS|AKT//aux//63 tagit//VB|SUP|AKT//conj//16 nationalstaten//NN|UTR|SIN|DEF|NOM//obj//63 för//PP//case//66 given//PC|PRF|UTR|SIN|IND|NOM//obl//63 .//MID//punct//16
Skilda identiteter – gemensam demokrati;Inte//AB//advmod//69 nog//AB//advmod//16 med//PP//case//71 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//69 ://MID//punct//16
Skilda identiteter – gemensam demokrati;Man//PN|UTR|SIN|IND|SUB//nsubj//75 har//VB|PRS|AKT//aux//75 brukat//VB|SUP|AKT//parataxis//16 resonera//VB|INF|AKT//xcomp//75 som//KN//mark//81 om//SN//fixed//77 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//81 vore//VB|KON|PRT|AKT//cop//81 fråga//NN|UTR|SIN|IND|NOM//ccomp//76 om//PP//mark//84 att//IE//mark//84 organisera//VB|INF|AKT//advcl//81 politiken//NN|UTR|SIN|DEF|NOM//obj//84 i//PP//case//88 ett//DT|NEU|SIN|IND//det//88 system//NN|NEU|SIN|IND|NOM//obl//84 utan//PP//case//91 externa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 relationer//NN|UTR|PLU|IND|NOM//nmod//88 .//MAD//punct//75
Skilda identiteter – gemensam demokrati;När//HA//mark//101 de//DT|UTR/NEU|PLU|DEF//det//96 externa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 relationerna//NN|UTR|PLU|DEF|NOM//nsubj//101 trots//PP//case//100 allt//PN|NEU|SIN|IND|SUB/OBJ//det//100 någon//DT|UTR|SIN|IND//det//100 gång//NN|UTR|SIN|IND|NOM//obl//101 kommit//VB|SUP|AKT//advcl//109 in//PL//compound:prt//101 i//PP//case//104 resonemangen//NN|NEU|PLU|DEF|NOM//obl//101 ,//MID//punct//109 har//VB|PRS|AKT//aux//109 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//109 vanligtvis//AB//advmod//109 varit//VB|SUP|AKT//cop//9 för//PP//mark//112 att//IE//mark//112 konstatera//VB|INF|AKT//advcl//109 ,//MID//punct//112 att//SN//mark//116 utrikespolitiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//116 sköts//VB|PRS|SFO//ccomp//112 på//PP//case//120 ett//DT|NEU|SIN|IND//det//120 speciellt//JJ|POS|NEU|SIN|IND|NOM//amod//120 sätt//NN|NEU|SIN|IND|NOM//obl//116 i//PP//case//122 demokratierna//NN|UTR|PLU|DEF|NOM//nmod//120 ,//MID//punct//116 att//SN//mark//132 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//130 och//KN//cc//127 den//DT|UTR|SIN|DEF//det//130 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//129 politikens//NN|UTR|SIN|DEF|GEN//nmod:poss//130 krav//NN|NEU|SIN|IND|NOM//nsubj//132 är//VB|PRS|AKT//cop//132 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//116 att//IE//mark//134 förena//VB|INF|AKT//advcl//132 med//PP//case//136 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//134 och//KN//cc//144 att//SN//mark//144 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//140 krav//NN|NEU|PLU|IND|NOM//nsubj//144 i//PP//nmod//140 allmänhet//NN|UTR|SIN|IND|NOM//fixed//141 fått//VB|SUP|AKT//aux//144 vika//PL//conj//132 för//PP//case//148 den//DT|UTR|SIN|DEF//det//148 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//148 politikens//NN|UTR|SIN|DEF|GEN//obl//144 (//PAD//punct//148 Goldmann//PM|NOM//appos//148 ,//MID//punct//152 Berglund//PM|NOM//conj//150 och//KN//cc//154 Sjöstedt//PM|NOM//conj//150 1986//RG|NOM//nummod//150 ://MID//punct//150
Skilda identiteter – gemensam demokrati;1-8//RG|NOM//conj//148 )//PAD//punct//157 .//MAD//punct//9
Skilda identiteter – gemensam demokrati;Att//SN//mark//167 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//167 i//PP//case//166 de//DT|UTR/NEU|PLU|DEF//det//165 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//165 demokratiers//NN|UTR|PLU|IND|GEN//nmod:poss//166 utrikespolitik//NN|UTR|SIN|IND|NOM//obl//167 finns//VB|PRS|SFO//parataxis//9 vad//HP|NEU|SIN|IND//nsubj//167 som//HP|-|-|-//nsubj:pass//173 gott//AB|POS//advmod//173 skulle//VB|PRT|AKT//aux//173 kunna//VB|INF|AKT//aux//173 kallas//VB|INF|SFO//acl:relcl//168 ett//DT|NEU|SIN|IND//det//176 demokratiskt//JJ|POS|NEU|SIN|IND|NOM//amod//176 underskott//NN|NEU|SIN|IND|NOM//obj//173 har//VB|PRS|AKT//aux//178 tett//VB|SUP|AKT//conj//167 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//178 naturligt//AB|POS//advmod//178 .//MID//punct//167
Skilda identiteter – gemensam demokrati;Den//DT|UTR|SIN|DEF//det//184 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//184 neutralitetspolitiken//NN|UTR|SIN|DEF|NOM//nsubj//191 under//PP//case//188 det//DT|NEU|SIN|DEF//det//188 kalla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//188 kriget//NN|NEU|SIN|DEF|NOM//nmod//184 är//VB|PRS|AKT//cop//191 ett//DT|NEU|SIN|IND//det//191 typfall//NN|NEU|SIN|IND|NOM//parataxis//167 ,//MID//punct//195 inte//AB//advmod//195 något//DT|NEU|SIN|IND//det//195 unikt//JJ|POS|NEU|SIN|IND|NOM//conj//191 .//MAD//punct//9
Skilda identiteter – gemensam demokrati;Politikens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 radikala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 internationalisering//NN|UTR|SIN|IND|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 emellertid//AB//advmod//5 ändrat//VB|SUP|AKT//ROOT//5 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//5 för//PP//case//8 diskussionen//NN|UTR|SIN|DEF|NOM//obl//5 .//MAD//punct//5
Skilda identiteter – gemensam demokrati;Nu//AB//advmod//11 gäller//VB|PRS|AKT//parataxis//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 inte//AB//advmod//11 bara//AB//advmod//11 säkerhetspolitik//NN|UTR|SIN|IND|NOM//obj//11 utan//PP//case//19 all//DT|UTR|SIN|IND/DEF//det//18 slags//NN|NEU|SIN|IND|GEN//nmod:poss//19 politik//NN|UTR|SIN|IND|NOM//obl//11 ,//MID//punct//23 inte//AB//advmod//23 bara//AB//advmod//23 mellanstatlighet//NN|UTR|SIN|IND|NOM//parataxis//5 utan//KN//cc//26 också//AB//advmod//26 överstatlighet//NN|UTR|SIN|IND|NOM//conj//23 ,//MID//punct//30 inte//AB//advmod//30 bara//AB//advmod//30 förbindelser//NN|UTR|PLU|IND|NOM//conj//23 mellan//PP//case//34 separata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 samhällen//NN|NEU|PLU|IND|NOM//nmod//30 utan//PP//case//36 samhällen//NN|NEU|PLU|IND|NOM//nmod//30 som//HP|-|-|-//nsubj//38 vuxit//VB|SUP|AKT//acl:relcl//36 ihop//PL//compound:prt//38 med//PP//case//41 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//38 så//AB//advmod//45 till//PP//case//45 den//DT|UTR|SIN|DEF//det//45 grad//NN|UTR|SIN|IND|NOM//obl//38 att//SN//mark//48 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//48 börjat//VB|SUP|AKT//acl:relcl//23 bli//VB|INF|AKT//xcomp//48 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//49 att//IE//mark//52 skilja//VB|INF|AKT//acl//50 från//PP//case//54 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//52 .//MAD//punct//5
