Civilsamhället;Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 forskarvolym//NN|NEU|SIN|IND|NOM//amod//2 VIII//RG|NOM//ROOT//2
Förord;Utifrån//PP//case//3 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//3 jämförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 studier//NN|UTR|PLU|IND|NOM//obl//7 av//PP//case//6 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 statsskick//NN|NEU|PLU|IND|NOM//nmod//3 betonar//VB|PRS|AKT//ROOT//7 Axel//PM|NOM//nsubj//7 Hadenius//PM|NOM//flat:name//8  //_SP////9 hur//HA//advmod//12 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//7 demokratierna//NN|UTR|PLU|DEF|NOM//nsubj//14 är//VB|PRS|AKT//cop//12 av//PP//case//16 demokrater//NN|UTR|PLU|IND|NOM//obl//14 med//PP//case//19 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//19 färdigheter//NN|UTR|PLU|IND|NOM//nmod//16 och//KN//cc//21 kvaliteter//NN|UTR|PLU|IND|NOM//conj//19 .//MAD//punct//7
Förord;Demokratin//NN|UTR|SIN|DEF|NOM//nsubj//24 behöver//VB|PRS|AKT//parataxis//7 humankapital//NN|NEU|SIN|IND|NOM//obj//24 ,//MID//punct//25 dvs.//AB|AN//advmod//28 individer//NN|UTR|PLU|IND|NOM//appos//25 med//PP//case//31 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 attityder//NN|UTR|PLU|IND|NOM//nmod//28 ,//MID//punct//33 kunskaper//NN|UTR|PLU|IND|NOM//conj//31 och//KN//cc//35 kontakter//NN|UTR|PLU|IND|NOM//conj//31 men//KN//cc//38 också//AB//advmod//38 tid//NN|UTR|SIN|IND|NOM//conj//25 och//KN//cc//40 ekonomi//NN|UTR|SIN|IND|NOM//conj//38 .//MAD//punct//24
Förord;Men//KN//cc//44 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//44 räcker//VB|PRS|AKT//conj//7 inte//AB//advmod//44 .//MAD//punct//44
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 är//VB|PRS|AKT//cop//50 också//AB//advmod//50 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//44 av//PP//case//54 ett//DT|NEU|SIN|IND//det//54 socialt//JJ|POS|NEU|SIN|IND|NOM//amod//54 kapital//NN|NEU|SIN|IND|NOM//obl//50 ,//MID//punct//58 ett//DT|NEU|SIN|IND//det//58 tillitsfullt//JJ|POS|NEU|SIN|IND|NOM//amod//58 samarbete//NN|NEU|SIN|IND|NOM//conj//50 mellan//PP//case//60 medborgare//NN|UTR|PLU|IND|NOM//nmod//58 .//MID//punct//44
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//63 betyder//VB|PRS|AKT//parataxis//44 ingalunda//AB//advmod//63 att//SN//mark//68 institutionerna//NN|UTR|PLU|DEF|NOM//nsubj//68 är//VB|PRS|AKT//cop//68 oviktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//63 .//MAD//punct//63
Förord;Vi//PN|UTR|PLU|DEF|SUB//nsubj//71 vet//VB|PRS|AKT//parataxis//63 t.ex.//AB|AN//advmod//71 numera//AB//advmod//71 ganska//AB//advmod//75 väl//AB|POS//advmod//71 att//SN//mark//78 demokratin//NN|UTR|SIN|DEF|NOM//nsubj:pass//78 gynnas//VB|PRS|SFO//ccomp//71 av//PP//case//81 uthålliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 former//NN|UTR|PLU|IND|NOM//obl:agent//78 av//PP//case//83 pluralism//NN|UTR|SIN|IND|NOM//nmod//81 och//KN//cc//85 medverkan//NN|UTR|SIN|IND|NOM//conj//83 ,//MID//punct//89 en//DT|UTR|SIN|IND//det//89 regelstyrd//PC|PRF|UTR|SIN|IND|NOM//amod//89 statsapparat//NN|UTR|SIN|IND|NOM//conj//83 och//KN//cc//44
Förord;F//PM|NOM//nummod//2 ÖRORD//PC|PRF|UTR|SIN|IND|NOM//amod//2 decentralisering//NN|UTR|SIN|IND|NOM//ROOT//2 .//MID//punct//2
Förord;Hadenius//PM|NOM//nsubj//5 ser//VB|PRS|AKT//parataxis//2 dock//AB//advmod//5 att//SN//mark//18 de//DT|UTR/NEU|PLU|DEF//det//10 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 betingelserna//NN|UTR|PLU|DEF|NOM//nsubj//18 för//PP//case//13 medborgerlig//JJ|POS|UTR|SIN|IND|NOM//amod//13 medverkan//NN|UTR|SIN|IND|NOM//nmod//10 i//PP//case//15 Sverige//PM|NOM//nmod//13 inte//AB//advmod//18 längre//AB|KOM//advmod//18 gäller//VB|PRS|AKT//ccomp//5 i//PP//case//21 samma//DT|UTR/NEU|SIN/PLU|IND//det//21 utsträckning//NN|UTR|SIN|IND|NOM//obl//18 .//MID//punct//5
Förord;Hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//24 slutsatser//NN|UTR|PLU|IND|NOM//nsubj//25 handlar//VB|PRS|AKT//conj//5 om//PP//mark//29 att//IE//mark//29 dels//KN//advmod//29 öka//VB|INF|AKT//advcl//25 de//DT|UTR/NEU|PLU|DEF//det//34 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 och//KN//cc//33 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//31 kontrollinstitutionerna//NN|UTR|PLU|DEF|NOM//obj//29 ,//MID//punct//29 dels//KN//advmod//37 skapa//VB|INF|AKT//conj//29 former//NN|UTR|PLU|IND|NOM//obj//37 för//PP//case//41 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//41 deltagande//NN|NEU|SIN|IND|NOM//nmod//38 genom//PP//case//44 bl.a.//AB|AN//advmod//44 rätt//NN|UTR|SIN|IND|NOM//obl//37 till//PP//case//46 folkinitiativ//NN|NEU|SIN|IND|NOM//nmod//44 för//PP//case//48 folkomröstningar//NN|UTR|PLU|IND|NOM//nmod//44 ,//MID//punct//51 direkt//AB|POS//amod//51 medborgarmedverkan//NN|UTR|SIN|DEF|NOM//conj//48 och//KN//cc//54 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 kommuner//NN|UTR|PLU|IND|NOM//conj//51 .//MAD//punct//5
Förord;Deltagandet//NN|NEU|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 ett//DT|NEU|SIN|IND//det//4 centralt//JJ|POS|NEU|SIN|IND|NOM//amod//4 demokrativärde//NN|NEU|SIN|IND|NOM//ROOT//4 även//AB//advmod//7 för//PP//case//7 Emil//PM|NOM//nmod//4 Uddhammar//PM|NOM//flat//7 .//MAD//punct//4
Förord; //_SP////9 Han//PN|UTR|SIN|DEF|SUB//nsubj//12 ifrågasätter//VB|PRS|AKT//parataxis//4 hur//HA//advmod//23 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//23 ,//MID//punct//16 finansieringen//NN|UTR|SIN|DEF|NOM//conj//14 och//KN//cc//18 produktionen//NN|UTR|SIN|DEF|NOM//conj//14 i//PP//case//22 det//DT|NEU|SIN|DEF//det//22 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 välfärdssamhället//NN|NEU|SIN|DEF|NOM//nmod//18 fördelats//VB|SUP|SFO//ccomp//12 mellan//PP//case//25 staten//NN|UTR|SIN|DEF|NOM//obl//23 ,//MID//punct//27 företagen//NN|NEU|PLU|DEF|NOM//conj//25 ,//MID//punct//31 den//DT|UTR|SIN|DEF//det//31 ideella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 sektorn//NN|UTR|SIN|DEF|NOM//conj//25 och//KN//cc//33 familjen//NN|UTR|SIN|DEF|NOM//conj//31 .//MID//punct//12
Förord;Hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//36 utgångspunkt//NN|UTR|SIN|IND|NOM//conj//4 är//VB|PRS|AKT//cop//36 att//SN//mark//43 civilsamhället//NN|NEU|SIN|DEF|NOM//nsubj//43 är//VB|PRS|AKT//cop//43 en//DT|UTR|SIN|IND//det//43 värdefull//JJ|POS|UTR|SIN|IND|NOM//amod//43 injektionskälla//NN|UTR|SIN|IND|NOM//csubj//36 för//PP//case//47 den//DT|UTR|SIN|DEF//det//47 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 demokratin//NN|UTR|SIN|DEF|NOM//obl//43 och//KN//cc//57 att//SN//mark//57 den//DT|UTR|SIN|DEF//det//51 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//52 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//57 att//IE//mark//54 påverka//VB|INF|AKT//acl//52 sin//PS|UTR|SIN|DEF//nmod:poss//56 vardag//NN|UTR|SIN|IND|NOM//obj//54 har//VB|PRS|AKT//conj//43 ett//DT|NEU|SIN|IND//det//59 egenvärde//NN|NEU|SIN|IND|NOM//obj//57 .//MAD//punct//36
Förord;Uddhammar//PM|NOM//nsubj//62 hävdar//VB|PRS|AKT//parataxis//36 att//SN//mark//68 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//68 mycket//AB|POS//advmod//66 väl//AB|POS//advmod//68 skulle//VB|PRT|AKT//aux//68 gå//VB|INF|AKT//ccomp//62 att//IE//mark//70 ge//VB|INF|AKT//xcomp//68 alla//DT|UTR/NEU|PLU|IND/DEF//det//72 medborgare//NN|UTR|PLU|IND|NOM//iobj//70 lika//AB//amod//74 välfärdsservice//NN|UTR|SIN|IND|NOM//obj//70 genom//PP//case//76 arrangemang//NN|NEU|PLU|IND|NOM//obl//70 utanför//PP//case//82 den//DT|UTR|SIN|DEF//det//82 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//82 och//KN//cc//81 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//79 produktionen//NN|UTR|SIN|DEF|NOM//nmod//76 .//MID//punct//62
Förord;Han//PN|UTR|SIN|DEF|SUB//nsubj//85 river//VB|PRS|AKT//parataxis//62 därmed//AB//advmod//85 loss//PL//compound:prt//85 civilsamhället//NN|NEU|SIN|DEF|NOM//obj//85 från//PP//case//93 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//93 tämligen//AB//advmod//92 fasta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//93 förankring//NN|UTR|SIN|IND|NOM//obl//85 i//PP//case//96 och//KN//cc//96 relation//NN|UTR|SIN|IND|NOM//nmod//93 till//PP//case//100 den//DT|UTR|SIN|DEF//det//100 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//100 sektorn//NN|UTR|SIN|DEF|NOM//nmod//96 .//MAD//punct//85
Förord;Genom//PP//case//104 skattefinansierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//104 checker//NN|UTR|PLU|IND|NOM//obl//85 eller//KN//cc//106 socialförsäkringar//NN|UTR|PLU|IND|NOM//conj//104 menar//VB|PRS|AKT//conj//85 han//PN|UTR|SIN|DEF|SUB//nsubj//107 att//SN//mark//112 man//PN|UTR|SIN|IND|SUB//nsubj//112 kan//VB|PRS|AKT//aux//112 lämna//VB|INF|AKT//ccomp//107 öppet//AB|POS//advmod//112 för//PP//case//116 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//116 producenter//NN|UTR|PLU|IND|NOM//obl//112 att//IE//mark//118 verka//VB|INF|AKT//acl//116 i//PP//case//121 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 samarbetsmönster//NN|UTR|PLU|IND|NOM//obl//118 för//PP//case//124 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//124 tjänsteområden//NN|NEU|PLU|IND|NOM//nmod//121 .//MAD//punct//85
Förord;På//PP//case//128 det//DT|NEU|SIN|DEF//det//128 sättet//NN|NEU|SIN|DEF|NOM//obl//138 skulle//VB|PRT|AKT//aux//138 bl.a.//AB|AN//advmod//133 ett//DT|NEU|SIN|IND//det//133 lokalt//JJ|POS|NEU|SIN|IND|NOM//amod//133 deltagande//NN|NEU|SIN|IND|NOM//nsubj:pass//138 och//KN//cc//136 en//DT|UTR|SIN|IND//det//136 självförvaltning//NN|UTR|SIN|IND|NOM//conj//133 kunna//VB|INF|AKT//aux//138 förstärkas//VB|INF|SFO//advcl//85 .//MAD//punct//85
Förord;Genom//PP//mark//142 att//IE//mark//142 låta//VB|INF|AKT//advcl//157 brukarna//NN|UTR|PLU|DEF|NOM//obj//142 medverka//VB|INF|AKT//xcomp//142 och//KN//cc//146 ge//VB|INF|AKT//conj//144 dem//PN|UTR/NEU|PLU|DEF|OBJ//iobj//146 en//DT|UTR|SIN|IND//det//150 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//150 valfrihet//NN|UTR|SIN|IND|NOM//obj//146 ,//MID//punct//157 skulle//VB|PRT|AKT//aux//157 en//DT|UTR|SIN|IND//det//155 legitimitetshöjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//155 pluralism//NN|UTR|SIN|IND|NOM//nsubj:pass//157 kunna//VB|INF|AKT//aux//157 skapas//VB|INF|SFO//advcl//85 i//PP//case//161 den//DT|UTR|SIN|DEF//det//161 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//161 folkstyrelsen//NN|UTR|SIN|DEF|NOM//obl//157 ,//MID//punct//163 anser//VB|PRS|AKT//parataxis//36 han//PN|UTR|SIN|DEF|SUB//nsubj//163 .//MAD//punct//36
Förord;Vad//HP|NEU|SIN|IND//obj//4 medborgarna//NN|UTR|PLU|DEF|NOM//nsubj//4 redan//AB//advmod//4 nu//AB//advmod//4 gör//VB|PRS|AKT//csubj//11 för//PP//case//6 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//4 i//PP//case//10 och//KN//cc//9 utanför//PP//conj//7 föreningslivet//NN|NEU|SIN|DEF|NOM//obl//4 har//VB|PRS|AKT//ROOT//11 Eva//PM|NOM//nsubj//11 Jeppsson//PM|NOM//flat:name//12 Grassman//PM|NOM//flat:name//12  //_SP////14 och//KN//cc//17 Lars//PM|NOM//conj//12 Svedberg//PM|NOM//flat//17  //_SP////18 undersökt//VB|SUP|AKT//xcomp//11 i//PP//case//24 två//RG|NOM//nummod//24 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 befolkningsstudier//NN|UTR|PLU|IND|NOM//obl//20 ,//MID//punct//24 1992//RG|NOM//nummod//24 och//KN//cc//24 1998//RG|NOM//nummod//24 .//MAD//punct//11
Förord;Tidpunkterna//NN|UTR|PLU|DEF|NOM//nsubj//31 innebär//VB|PRS|AKT//parataxis//11 att//SN//mark//35 jämförelser//NN|UTR|PLU|IND|NOM//nsubj:pass//35 kan//VB|PRS|AKT//aux//35 göras//VB|INF|SFO//ccomp//31 inte//AB//advmod//35 minst//AB|SUV//advmod//39 mot//PP//case//39 bakgrund//NN|UTR|SIN|IND|NOM//obl//35 av//PP//case//43 de//DT|UTR/NEU|PLU|DEF//det//43 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 förändringar//NN|UTR|PLU|IND|NOM//nmod//39 som//HP|-|-|-//nsubj//45 skedde//VB|PRT|AKT//acl:relcl//43 inom//PP//case//49 den//DT|UTR|SIN|DEF//det//49 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 sektorn//NN|UTR|SIN|DEF|NOM//obl//45 mellan//PP//case//52 de//DT|UTR/NEU|PLU|DEF//det//52 åren//NN|NEU|PLU|DEF|NOM//nmod//49 .//MAD//punct//31
Förord;Glädjande//AB//advcl//56 nog//AB//advmod//54 ser//VB|PRS|AKT//parataxis//31 forskarna//NN|UTR|PLU|DEF|NOM//nsubj//56 inga//DT|UTR/NEU|PLU|IND//det//59 tecken//NN|NEU|PLU|IND|NOM//obj//56 på//PP//mark//66 att//SN//mark//66 det//DT|NEU|SIN|DEF//det//65 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 kapitalet//NN|NEU|SIN|DEF|NOM//nsubj//66 håller//VB|PRS|AKT//acl//59 på//PL//compound:prt//66 att//IE//mark//69 förfalla//VB|INF|AKT//xcomp//66 .//MAD//punct//56
Förord;Deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//72 resultat//NN|NEU|SIN|IND|NOM//nsubj//73 visar//VB|PRS|AKT//conj//56 nämligen//AB//advmod//73 att//SN//mark//81 det//DT|NEU|SIN|DEF//det//78 frivilliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//78 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//81 fortfarande//AB//advmod//81 är//VB|PRS|AKT//cop//81 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//73 och//KN//cc//85 t.o.m.//AB|AN//advmod//84 svagt//AB|POS//advmod//85 ökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//81 ,//MID//punct//85 särskilt//AB//advmod//92 inom//PP//case//92 de//DT|UTR/NEU|PLU|DEF//det//92 socialt//AB|POS//advmod//91 inriktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//92 organisationerna//NN|UTR|PLU|DEF|NOM//conj//81 .//MAD//punct//56
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//98 är//VB|PRS|AKT//cop//98 framför//PP//advmod//98 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//96 kvinnorna//NN|UTR|PLU|DEF|NOM//parataxis//56 som//HP|-|-|-//nsubj//100 ökar//VB|PRS|AKT//acl:cleft//98 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//102 insatser//NN|UTR|PLU|IND|NOM//obj//100 .//MAD//punct//98
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//107 är//VB|PRS|AKT//cop//107 mycket//AB|POS//advmod//107 märkbart//JJ|POS|NEU|SIN|IND|NOM//parataxis//98 inom//PP//case//110 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//110 kyrkan//NN|UTR|SIN|DEF|NOM//obl//107 men//KN//cc//115 även//AB//advmod//115 inom//PP//case//115 t.ex.//AB|AN//advmod//115 idrotten//NN|UTR|SIN|DEF|NOM//conj//110 .//MAD//punct//107
Förord;Mönstret//NN|NEU|SIN|DEF|NOM//nsubj//132 är//VB|PRS|AKT//cop//132 också//AB//advmod//118 att//SN//mark//132 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//132 som//HP|-|-|-//nsubj//123 har//VB|PRS|AKT//acl:relcl//121 tillgång//NN|UTR|SIN|IND|NOM//obj//123 till//PP//case//129 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//127 slags//NN|NEU|PLU|IND|GEN//nmod:poss//129 informella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//129 nätverk//NN|NEU|PLU|IND|NOM//nmod//124 är//VB|PRS|AKT//cop//132 mer//AB|KOM//advmod//132 engagerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//107 i//PP//case//135 frivilligt//JJ|POS|NEU|SIN|IND|NOM//amod//135 arbete//NN|NEU|SIN|IND|NOM//obl//132 än//KN//mark//137 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//acl//135 .//MAD//punct//132
Förord;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//144 som//HP|-|-|-//nsubj//142 redan//AB//advmod//142 gör//VB|PRS|AKT//acl:relcl//139 mycket//PN|NEU|SIN|IND|SUB/OBJ//obj//142 tenderar//VB|PRS|AKT//parataxis//132 nu//AB//advmod//144 göra//VB|INF|AKT//xcomp//144 mer//AB|KOM//advmod//146 .//MAD//punct//132
Förord;Det//DT|NEU|SIN|DEF//det//2 frivilliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 föreningsengagemanget//NN|NEU|SIN|DEF|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 dock//AB//advmod//7 inte//AB//advmod//7 ett//DT|NEU|SIN|IND//det//7 sätt//NN|NEU|SIN|IND|NOM//ROOT//7 för//PP//case//9 medborgarna//NN|UTR|PLU|DEF|NOM//nmod//7 att//IE//mark//11 kompensera//VB|INF|AKT//acl//7 för//PP//case//14 bristande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 resurser//NN|UTR|PLU|IND|NOM//obl//11 i//PP//case//17 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 sammanhang//NN|NEU|PLU|IND|NOM//obl//11 .//MAD//punct//7
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 finns//VB|PRS|SFO//parataxis//7 ett//DT|NEU|SIN|IND//det//22 slags//NN|NEU|SIN|IND|GEN//nmod:poss//23 kumulativitet//NN|NEU|SIN|DEF|NOM//nsubj//20 i//PP//case//25 medborgarskapet//NN|NEU|SIN|DEF|NOM//nmod//23 .//MID//punct//20
Förord;De//DT|UTR/NEU|PLU|DEF//det//28 högutbildade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//29 arbetar//VB|PRS|AKT//parataxis//20 mer//AB|KOM//advmod//29 än//KN//case//32 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//29 med//PP//case//34 frivilligarbete//NN|NEU|SIN|IND|NOM//obl//29 .//MAD//punct//29
Förord;Varannan//DT|UTR|SIN|IND//amod//37 medborgare//NN|UTR|SIN|IND|NOM//nsubj//38 har//VB|PRS|AKT//conj//20 tillgång//NN|UTR|SIN|IND|NOM//obj//38 till//PP//case//44 minst//AB|SUV//advmod//42 ett//DT|NEU|SIN|IND//det//44 varaktigt//JJ|POS|NEU|SIN|IND|NOM//amod//44 nätverk//NN|NEU|SIN|IND|NOM//obl//38 där//HA//advmod//47 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//47 träffas//VB|PRS|SFO//acl:relcl//44 och//KN//punct//20
Förord;F//PM|NOM//nsubj//2 ÖRORD//PM|NOM//flat//0 gör//VB|PRS|AKT//ROOT//2 saker//NN|UTR|PLU|IND|NOM//obj//2 tillsammans//AB//advmod//2 .//MAD//punct//2
Förord;För//PP//case//8 första//RO|NOM//amod//8 gången//NN|UTR|SIN|DEF|NOM//obl//9 har//VB|PRS|AKT//conj//2 också//AB//advmod//9 de//DT|UTR/NEU|PLU|DEF//det//12 äldres//NN|UTR|PLU|IND|GEN//obj//9 (//PAD//punct//12 75//RG|NOM//nummod//19 till//PP//case//16 84-åringarnas//NN|UTR|PLU|DEF|GEN//nmod//14 )//PAD//punct//18 aktiviteter//NN|UTR|PLU|IND|NOM//conj//16 mätts//VB|SUP|SFO//appos//12 .//MAD//punct//19
Förord;Mer//AB|KOM//advmod//26 än//KN//case//25 några//DT|UTR/NEU|PLU|IND//det//25 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 medborgare//NN|UTR|PLU|IND|NOM//nmod//21 gäller//VB|PRS|AKT//advcl//9 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//28 frivilligarbete//NN|NEU|SIN|IND|NOM//nmod:poss//31 socialt//AB|POS//advmod//30 inriktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 verksamheter//NN|UTR|PLU|IND|NOM//obj//26 inom//PP//case//33 pensionärsorganisationer//NN|UTR|PLU|IND|NOM//obl//26 ,//MID//punct//36 humanistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 organisationer//NN|UTR|PLU|IND|NOM//conj//33 och//KN//cc//39 kristna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 trossamfund//NN|NEU|PLU|IND|NOM//conj//33 .//MAD//punct//2
Förord;Föreningslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 klassmönster//NN|NEU|SIN|IND|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 dock//AB//advmod//2 att//SN//mark//11 var//DT|UTR|SIN|IND//det//7 fjärde//RO|NOM//fixed//5 svensk//NN|UTR|SIN|IND|NOM//nsubj//11 inte//AB//advmod//11 alls//AB//advmod//11 är//VB|PRS|AKT//cop//11 engagerad//PC|PRF|UTR|SIN|IND|NOM//ccomp//2 i//PP//case//15 den//DT|UTR|SIN|DEF//det//15 här//AB//fixed//13 typen//NN|UTR|SIN|DEF|NOM//obl//11 av//PP//case//18 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 aktiviteter//NN|UTR|PLU|IND|NOM//nmod//15 och//KN//cc//22 inte//AB//advmod//22 heller//AB//advmod//22 tillhör//VB|PRS|AKT//conj//11 något//DT|NEU|SIN|IND//det//24 nätverk//NN|NEU|SIN|IND|NOM//obj//22 .//MAD//punct//2
Förord;Dessa//DT|UTR/NEU|PLU|DEF//det//27 medborgare//NN|UTR|PLU|IND|NOM//nsubj//28 återfinns//VB|PRS|SFO//parataxis//2 mestadels//AB//advmod//28 bland//PP//case//33 storstadens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 lågutbildade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//33 låginkomsttagare//NN|UTR|PLU|IND|NOM//obl//28 utan//PP//case//36 någon//DT|UTR|SIN|IND//det//36 familjetradition//NN|UTR|SIN|IND|NOM//obl//28 av//PP//case//38 föreningsliv//NN|NEU|SIN|IND|NOM//nmod//36 .//MAD//punct//28
Förord;Däremot//AB//advmod//41 finner//VB|PRS|AKT//parataxis//28 författarna//NN|UTR|PLU|DEF|NOM//nsubj//41 inga//DT|UTR/NEU|PLU|IND//det//44 belägg//NN|NEU|PLU|IND|NOM//obj//41 för//PP//mark//49 att//SN//mark//49 föreningslivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//49 skulle//VB|PRT|AKT//aux//49 utmärkas//VB|INF|SFO//acl//44 av//PP//case//52 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 skillnader//NN|UTR|PLU|IND|NOM//obl//49 mellan//PP//case//56 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 grupper//NN|UTR|PLU|IND|NOM//nmod//52 .//MAD//punct//2
Förord;Civilsamhället//NN|NEU|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 på//PP//case//4 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 tid//NN|UTR|SIN|IND|NOM//obl//5 fått//VB|SUP|AKT//ROOT//5 konkurrens//NN|UTR|SIN|IND|NOM//obj//5 som//KN//case//8 kanal//NN|UTR|SIN|IND|NOM//xcomp//5 för//PP//case//11 medborgerligt//JJ|POS|NEU|SIN|IND|NOM//amod//11 inflytande//NN|NEU|SIN|IND|NOM//nmod//8 .//MAD//punct//5
