4WFOTL  LPE  GÚS   CPMBHTTUZSOJOH ;&//KN|AN//cc//2 ÚRSLAG//JJ|POS|UTR/NEU|SIN|DEF|NOM//mark//2 FRÍN//PM|NOM//ROOT//2 +//MID//cc//4 ODGRUPPEN//PM|NOM//conj//2
1 En svensk kod för bolagsstyrning;Förtroendekommissionen//NN|UTR|SIN|DEF|NOM//nsubj//18 har//VB|PRS|AKT//parataxis//15 i//PP//case//21 sin//PS|UTR|SIN|DEF//nmod:poss//21 analys//NN|UTR|SIN|IND|NOM//obl//18 av//PP//case//24 näringslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//24 förtroendefrågor//NN|UTR|PLU|IND|NOM//nmod//21 identifierat//VB|SUP|AKT//amod//26 brister//NN|UTR|PLU|IND|NOM//obj//18 i//PP//case//28 bolagsstyrningen//NN|UTR|SIN|DEF|NOM//obl//18 som//KN//mark//32 en//DT|UTR|SIN|IND//det//32 bidragande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 faktor//NN|UTR|SIN|IND|NOM//acl//28 till//PP//case//34 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//32 av//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 förtroendekritiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 företeelser//NN|UTR|PLU|IND|NOM//nmod//34 som//HP|-|-|-//nsubj//40 förekommit//VB|SUP|AKT//acl:relcl//38 .//MID//punct//18
1 En svensk kod för bolagsstyrning;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//43 påbörjade//VB|PRT|AKT//advcl//18 under//PP//case//46 våren//NN|UTR|SIN|DEF|NOM//nmod//46 2003//RG|NOM//obl//43 ett//DT|NEU|SIN|IND//det//48 arbete//NN|NEU|SIN|IND|NOM//obj//18 med//PP//mark//51 att//IE//mark//51 ta//VB|INF|AKT//acl//48 fram//PL//compound:prt//51 en//DT|UTR|SIN|IND//det//55 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//55 kod//NN|UTR|SIN|IND|NOM//obj//51 för//PP//case//57 bolagsstyrning//NN|UTR|SIN|IND|NOM//nmod//55 .//MID//punct//18
1 En svensk kod för bolagsstyrning;Parallellt//AB|POS//advmod//61 med//PP//case//61 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//62 fördes//VB|PRT|SFO//advcl//18 inom//PP//case//64 näringslivet//NN|NEU|SIN|DEF|NOM//obl//62 diskussioner//NN|UTR|PLU|IND|NOM//obj//62 med//PP//case//68 samma//DT|UTR/NEU|SIN/PLU|IND//det//68 inriktning//NN|UTR|SIN|IND|NOM//nmod//65 .//MAD//punct//18
1 En svensk kod för bolagsstyrning;Förtroendekommissionen//NN|UTR|SIN|DEF|NOM//nsubj//71 tog//VB|PRT|AKT//conj//18 mot//PP//case//75 denna//DT|UTR|SIN|DEF//det//75 bakgrund//NN|UTR|SIN|IND|NOM//amod//75 initiativ//NN|NEU|SIN|IND|NOM//obl//71 till//PP//mark//82 att//IE//mark//82 i//PP//case//79 samverkan//NN|UTR|SIN|IND|NOM//obl//82 med//PP//case//81 näringslivet//NN|NEU|SIN|DEF|NOM//nmod//79 utarbeta//VB|INF|AKT//acl//75 en//DT|UTR|SIN|IND//det//84 kod//NN|UTR|SIN|IND|NOM//obj//82 för//PP//case//87 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//87 bolagsstyrning//NN|UTR|SIN|IND|NOM//nmod//84 .//MID//punct//18
1 En svensk kod för bolagsstyrning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//90 ledde//VB|PRT|AKT//conj//18 till//PP//compound:prt//90 att//SN//mark//101 en//DT|UTR|SIN|IND//det//95 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//95 arbetsgrupp//NN|UTR|SIN|IND|NOM//nsubj:pass//101 ,//MID//punct//99 den//DT|UTR|SIN|DEF//det//99 s.k.//AB|AN//amod//99 Kodgruppen//NN|UTR|SIN|DEF|NOM//appos//95 ,//MID//punct//95 bildades//VB|PRT|SFO//ccomp//90 inom//PP//case//105 ramen//NN|UTR|SIN|DEF|NOM//fixed//102 för//PP//fixed//102 Förtroendekommissionen//NN|UTR|SIN|DEF|NOM//obl//101 med//PP//case//107 deltagande//NN|NEU|SIN|IND|NOM//nmod//105 av//PP//case//110 såväl//KN//amod//110 ledamöter//NN|UTR|PLU|IND|NOM//nmod//107 från//PP//case//112 kommissionen//NN|UTR|SIN|DEF|NOM//nmod//110 som//KN//mark//114 företrädare//NN|UTR|SIN|IND|NOM//nmod//107 för//PP//case//116 näringslivet//NN|NEU|SIN|DEF|NOM//nmod//114 .//MAD//punct//18

1.1 Kodens syfte och värdegrund;Initiativet//NN|NEU|SIN|DEF|NOM//nsubj//6 till//PP//mark//3 att//IE//mark//3 ta//VB|INF|AKT//acl//0 fram//PL//compound:prt//3 koden//NN|UTR|SIN|DEF|NOM//obj//3 bygger//VB|PRS|AKT//ROOT//6 på//PP//case//10 den//DT|UTR|SIN|DEF//det//10 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 uppfattningen//NN|UTR|SIN|DEF|NOM//obl//6 inom//PP//case//12 Förtroendekommissionen//NN|UTR|SIN|DEF|NOM//nmod//10 och//KN//cc//14 Kodgruppen//NN|UTR|SIN|DEF|NOM//conj//12 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 finns//VB|PRS|SFO//advcl//6 ett//DT|NEU|SIN|IND//det//19 utrymme//NN|NEU|SIN|IND|NOM//nsubj//17 för//PP//mark//22 att//IE//mark//22 förbättra//VB|INF|AKT//acl//19 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//24 bolagsstyrning//NN|UTR|SIN|IND|NOM//obj//22 och//KN//cc//45 att//SN//mark//45 en//DT|UTR|SIN|IND//det//30 brett//AB|POS//advmod//29 förankrad//PC|PRF|UTR|SIN|IND|NOM//amod//30 kod//NN|UTR|SIN|IND|NOM//nsubj//45 ,//MID//punct//30 som//HP|-|-|-//nsubj//33 ger//VB|PRS|AKT//acl:relcl//30 en//DT|UTR|SIN|IND//det//36 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//36 bild//NN|UTR|SIN|IND|NOM//obj//33 av//PP//case//40 god//JJ|POS|UTR|SIN|IND|NOM//amod//40 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//40 praxis//NN|UTR|SIN|IND|NOM//nmod//36 på//PP//case//42 området//NN|NEU|SIN|DEF|NOM//nmod//40 ,//MID//punct//30 kan//VB|PRS|AKT//aux//45 bidra//VB|INF|AKT//conj//22 till//PP//mark//48 att//IE//mark//48 åstadkomma//VB|INF|AKT//advcl//45 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//48 .//MAD//punct//6
1.1 Kodens syfte och värdegrund;Genom//PP//mark//59 att//IE//fixed//51 i//PP//advmod//56 första//RO|NOM//fixed//53 hand//NN|UTR|SIN|IND|NOM//fixed//53 de//DT|UTR/NEU|PLU|DEF//nsubj//59 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//56 ,//MID//punct//59 noterade//VB|PRT|AKT//advcl//61 bolagen//NN|NEU|PLU|DEF|NOM//obj//59 utvecklar//VB|PRS|AKT//conj//6 sin//PS|UTR|SIN|DEF//nmod:poss//63 bolagsstyrning//NN|UTR|SIN|IND|NOM//obj//61 kommer//VB|PRS|AKT//punct//6 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//64 att//IE//mark//67 tjäna//VB|INF|AKT//acl//65 som//KN//mark//69 exempel//NN|NEU|SIN|IND|NOM//obj//67 och//KN//cc//71 förebild//NN|UTR|SIN|IND|NOM//conj//69 även//AB//advmod//75 för//PP//case//75 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 kategorier//NN|UTR|PLU|IND|NOM//obl//67 av//PP//case//77 bolag//NN|NEU|PLU|IND|NOM//nmod//75 .//MAD//punct//6
1.1 Kodens syfte och värdegrund;Koden//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 avsedd//PC|PRF|UTR|SIN|IND|NOM//ROOT//2 att//IE//mark//4 utgöra//VB|INF|AKT//advcl//2 ett//DT|NEU|SIN|IND//det//6 led//NN|NEU|SIN|IND|NOM//obj//4 i//PP//case//8 självregleringen//NN|UTR|SIN|DEF|NOM//obl//6 inom//PP//case//10 näringslivet//NN|NEU|SIN|DEF|NOM//obl//6 .//MID//punct//2
1.1 Kodens syfte och värdegrund;Dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//14 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 syfte//NN|NEU|SIN|IND|NOM//nsubj//17 är//VB|PRS|AKT//cop//17 att//IE//mark//17 bidra//VB|INF|AKT//parataxis//2 till//PP//case//20 förbättrad//PC|PRF|UTR|SIN|IND|NOM//amod//20 styrning//NN|UTR|SIN|IND|NOM//obl//17 av//PP//case//23 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 bolag//NN|NEU|PLU|IND|NOM//nmod//20 .//MAD//punct//2
1.1 Kodens syfte och värdegrund;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//30 är//VB|PRS|AKT//cop//30 i//PP//case//29 sin//PS|UTR|SIN|DEF//nmod:poss//29 tur//NN|UTR|SIN|IND|NOM//obl//30 ägnat//VB|SUP|AKT//parataxis//2 att//IE//mark//32 främja//VB|INF|AKT//xcomp//30 förtroendet//NN|NEU|SIN|DEF|NOM//obj//32 i//PP//case//37 det//DT|NEU|SIN|DEF//det//37 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 samhället//NN|NEU|SIN|DEF|NOM//nmod//33 för//PP//case//40 näringslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//40 sätt//NN|NEU|SIN|IND|NOM//obl//32 att//IE//mark//42 fungera//VB|INF|AKT//acl//40 .//MAD//punct//30
1.1 Kodens syfte och värdegrund;Ett//DT|NEU|SIN|IND//det//47 annat//JJ|POS|NEU|SIN|IND|NOM//amod//47 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//47 syfte//NN|NEU|SIN|IND|NOM//appos//30 är//VB|PRS|AKT//cop//47 att//SN//mark//60 hos//PP//case//52 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 investerare//NN|UTR|PLU|IND|NOM//obl//60 och//KN//cc//55 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 aktörer//NN|UTR|PLU|IND|NOM//conj//52 på//PP//case//59 den//DT|UTR|SIN|DEF//det//59 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 kapitalmarknaden//NN|UTR|SIN|DEF|NOM//nmod//55 höja//VB|INF|AKT//csubj//47 kunskapen//NN|UTR|SIN|DEF|NOM//obj//60 om//PL//compound:prt//60 och//KN//cc//64 förtroendet//NN|NEU|SIN|DEF|NOM//conj//60 för//PP//case//67 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//67 bolagsstyrning//NN|UTR|SIN|IND|NOM//nmod//64 och//KN//cc//70 därigenom//AB//advmod//70 främja//VB|INF|AKT//conj//60 det//DT|NEU|SIN|DEF//det//73 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//73 näringslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//74 tillgång//NN|UTR|SIN|IND|NOM//obj//70 till//PP//case//77 utländskt//JJ|POS|NEU|SIN|IND|NOM//amod//77 riskkapital//NN|NEU|SIN|IND|NOM//nmod//74 .//MAD//punct//30
1.1 Kodens syfte och värdegrund;En//DT|UTR|SIN|IND//det//1 kod//NN|UTR|SIN|IND|NOM//nsubj//5 för//PP//case//3 självreglering//NN|UTR|SIN|IND|NOM//nmod//1 måste//VB|PRS|AKT//aux//5 vila//VB|INF|AKT//ROOT//5 på//PP//case//9 en//DT|UTR|SIN|IND//det//9 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//9 värdegrund//NN|UTR|SIN|IND|NOM//obl//5 inom//PP//case//12 den//DT|UTR|SIN|DEF//det//12 krets//NN|UTR|SIN|IND|NOM//nmod//9 som//HP|-|-|-//nsubj:pass//15 skall//VB|PRS|AKT//aux//15 omfattas//VB|INF|SFO//acl:relcl//12 av//PP//case//17 reglerna//NN|UTR|PLU|DEF|NOM//obl:agent//15 .//MAD//punct//5
1.1 Kodens syfte och värdegrund;Några//DT|UTR/NEU|PLU|IND//det//21 vägledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 principer//NN|UTR|PLU|IND|NOM//parataxis//5 för//PP//case//24 Kodgruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 arbete//NN|NEU|SIN|IND|NOM//nmod//21 har//VB|PRS|AKT//aux//26 varit//VB|SUP|AKT//cop//21 att//IE//punct//5 ://MAD//punct//5
1.1 Kodens syfte och värdegrund;•//NN|UTR|SIN|IND|NOM//nsubj//1 skapa//VB|INF|AKT//ROOT//1 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 förutsättningar//NN|UTR|PLU|IND|NOM//obj//1 för//PP//case//5 utövandet//NN|NEU|SIN|DEF|NOM//nmod//3 av//PP//case//11 en//DT|UTR|SIN|IND//det//11 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//11 och//KN//cc//10 ansvarstagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//8 ägarroll//NN|UTR|SIN|IND|NOM//nmod//5 ,//MID//punct//1
1.1 Kodens syfte och värdegrund;•//NN|UTR|SIN|IND|NOM//nsubj//1 skapa//VB|INF|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//5 väl//AB|POS//advmod//4 avvägd//PC|PRF|UTR|SIN|IND|NOM//amod//5 maktbalans//NN|UTR|SIN|IND|NOM//obj//1 mellan//PP//case//7 ägare//NN|UTR|SIN|IND|NOM//nmod//5 ,//MID//punct//9 styrelse//NN|UTR|SIN|IND|NOM//conj//7 och//KN//cc//12 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 ledning//NN|UTR|SIN|IND|NOM//conj//7 ,//MID//punct//12 som//HP|-|-|-//nsubj//16 bl.a.//AB|AN//advmod//16 säkerställer//VB|PRS|AKT//acl:relcl//12 ägarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//18 möjlighet//NN|UTR|SIN|IND|NOM//obj//16 att//IE//mark//20 hävda//VB|INF|AKT//acl//18 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//22 intressen//NN|NEU|PLU|IND|NOM//obj//20 gentemot//PP//case//25 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//25 ledningsorgan//NN|NEU|PLU|IND|NOM//obl//20 ,//MID//punct//1
1.1 Kodens syfte och värdegrund;•//NN|UTR|SIN|IND|NOM//nsubj//1 skapa//VB|INF|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//4 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//4 roll-//NN|UTR|-|-|SMS//obj//1 och//KN//cc//6 ansvarsfördelning//NN|UTR|SIN|IND|NOM//conj//4 mellan//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 lednings-//NN|UTR|-|-|SMS//nmod//6 och//KN//cc//12 kontrollorganen//NN|UTR|SIN|DEF|NOM//conj//10 ,//MID//punct//1
1.1 Kodens syfte och värdegrund;•//NN|UTR|SIN|IND|NOM//obl//1 värna//VB|INF|AKT//ROOT//1 om//PP//mark//6 att//SN//mark//6 aktiebolagslagens//NN|NEU|PLU|DEF|GEN//nmod:poss//5 likabehandlingsprincip//NN|UTR|SIN|IND|NOM//nsubj:pass//6 tillämpas//VB|INF|SFO//ccomp//1 ,//MID//punct//6 inte//AB//advmod//11 minst//AB|SUV//advmod//11 i//PP//case//11 bolag//NN|NEU|PLU|IND|NOM//obl//6 med//PP//case//13 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//11 på//PP//case//17 den//DT|UTR|SIN|DEF//det//17 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 aktiemarknaden//NN|UTR|SIN|DEF|NOM//nmod//19 vanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 ägarstrukturen//NN|UTR|SIN|DEF|NOM//obl//6 med//PP//case//23 en//DT|UTR|SIN|IND//det//23 bred//JJ|POS|UTR|SIN|IND|NOM//amod//23 krets//NN|UTR|SIN|IND|NOM//obl//6 av//PP//case//26 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 aktieägare//NN|UTR|PLU|IND|NOM//nmod//23 vid//PP//case//28 sidan//NN|UTR|SIN|DEF|NOM//nmod//23 av//PP//case//35 en//RG|UTR|SIN|IND|NOM//det//33 eller//KN//fixed//30 ett//DT|NEU|SIN|IND//det//33 fåtal//NN|NEU|SIN|IND|NOM//nmod//35 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 ägare//NN|UTR|PLU|IND|NOM//nmod//28 ,//MID//punct//1 samt//KN//dep//1
1.1 Kodens syfte och värdegrund;•//NN|UTR|SIN|IND|NOM//nsubj//1 skapa//VB|INF|AKT//ROOT//1 transparens//NN|UTR|SIN|IND|NOM//obj//1 gentemot//PP//case//4 ägare//NN|UTR|SIN|IND|NOM//nmod//2 ,//MID//punct//6 kapitalmarknad//NN|UTR|SIN|IND|NOM//conj//4 och//KN//cc//8 samhället//NN|NEU|SIN|DEF|NOM//conj//4 i//PP//advmod//1 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//9 .//MAD//punct//1

1.2 Målgrupp;Koden//NN|UTR|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 primärt//AB|POS//advmod//3 skriven//PC|PRF|UTR|SIN|IND|NOM//ROOT//3 för//PP//case//6 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 aktiebolag//NN|NEU|PLU|IND|NOM//obl//3 noterade//VB|PRT|AKT//conj//3 på//PP//case//10 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//10 börs//NN|UTR|SIN|IND|NOM//obl//7 eller//KN//cc//13 auktoriserad//PC|PRF|UTR|SIN|IND|NOM//amod//13 marknadsplats//NN|UTR|SIN|IND|NOM//conj//10 .//MAD//punct//3
1.2 Målgrupp;Till//PP//case//17 stor//JJ|POS|UTR|SIN|IND|NOM//amod//17 del//NN|UTR|SIN|IND|NOM//obl//22 torde//VB|PRT|AKT//aux//22 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 dock//AB//advmod//22 vara//VB|INF|AKT//cop//22 relevant//JJ|POS|UTR|SIN|IND|NOM//conj//3 även//AB//advmod//26 för//PP//case//26 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 kategorier//NN|UTR|PLU|IND|NOM//obl//22 av//PP//case//28 bolag//NN|NEU|PLU|IND|NOM//nmod//26 med//PP//case//32 ett//DT|NEU|SIN|IND//det//32 spritt//PC|PRF|NEU|SIN|IND|NOM//amod//32 ägar-//NN|UTR|-|-|SMS//nmod//28 eller//KN//cc//34 allmänintresse//NN|NEU|SIN|IND|NOM//conj//32 ,//MID//punct//42 t.ex.//AB|AN//advmod//42 kooperativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 samt//KN//cc//39 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//37 och//KN//cc//41 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//37 bolag//NN|NEU|PLU|IND|NOM//appos//22 ,//MID//punct//42 liksom//PP//mark//49 för//PP//case//49 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 privatägda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//49 bolag//NN|NEU|PLU|IND|NOM//appos//42 .//MAD//punct//42
1.2 Målgrupp;I//PP//case//52 vad//HP|NEU|SIN|IND//obl//57 mån//NN|UTR|SIN|IND|NOM//fixed//52 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//55 bolag//NN|NEU|PLU|IND|NOM//nsubj//57 skall//VB|PRS|AKT//aux//57 tillämpa//VB|INF|AKT//advcl//3 koden//NN|UTR|SIN|DEF|NOM//obj//57 är//VB|PRS|AKT//cop//61 en//DT|UTR|SIN|IND//det//61 fråga//NN|UTR|SIN|IND|NOM//conj//3 för//PP//case//64 respektive//AB//amod//64 ägare//NN|UTR|SIN|IND|NOM//nmod//61 att//IE//mark//66 avgöra//VB|INF|AKT//acl//61 .//MAD//punct//3
1.2 Målgrupp;Vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//5 av//PP//case//3 kodens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 regler//NN|UTR|PLU|IND|NOM//nmod//0 kan//VB|PRS|AKT//aux//5 framstå//VB|INF|AKT//ROOT//5 som//KN//mark//8 mindre//AB|KOM//advmod//8 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 eller//KN//cc//10 omotiverat//AB|POS//conj//8 kostnadskrävande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//5 för//PP//case//15 mindre//AB|KOM//advmod//14 noterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 bolag//NN|NEU|PLU|IND|NOM//nmod//11 .//MAD//punct//5
1.2 Målgrupp;Även//AB//advmod//20 i//PP//case//20 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//20 fall//NN|NEU|PLU|IND|NOM//obl//21 rekommenderas//VB|PRS|SFO//parataxis//5 bolagen//NN|NEU|PLU|DEF|NOM//nsubj:pass//21 dock//AB//advmod//21 att//IE//mark//28 i//PP//case//27 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 avseenden//NN|NEU|PLU|IND|NOM//obl//28 tillämpa//VB|INF|AKT//advcl//21 koden//NN|UTR|SIN|DEF|NOM//obj//28 .//MAD//punct//5
1.2 Målgrupp;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//34 torde//VB|PRT|AKT//aux//34 vara//VB|INF|AKT//cop//34 förtroendeskapande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//5 gentemot//PP//case//36 aktieägare//NN|UTR|PLU|IND|NOM//obl//34 och//KN//cc//39 potentiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 investerare//NN|UTR|PLU|IND|NOM//conj//36 att//IE//mark//42 kunna//VB|INF|AKT//aux//42 deklarera//VB|INF|AKT//advcl//34 att//SN//mark//45 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//45 tillämpar//VB|PRS|AKT//ccomp//42 koden//NN|UTR|SIN|DEF|NOM//obj//45 .//MAD//punct//34
1.2 Målgrupp;Sedan//AB//advmod//49 får//VB|PRS|AKT//advcl//5 de//DT|UTR/NEU|PLU|DEF//det//51 avvikelser//NN|UTR|PLU|IND|NOM//obj//49 som//HP|-|-|-//nsubj//53 bedöms//VB|PRS|SFO//acl:relcl//51 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 deklareras//VB|INF|SFO//xcomp//53 och//KN//cc//57 motiveras//VB|INF|SFO//conj//53 .//MAD//punct//5

1.3 Kodens innehåll och form;Koden//NN|UTR|SIN|DEF|NOM//nsubj//1 behandlar//VB|PRS|AKT//ROOT//1 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//1 beslutssystem//NN|NEU|SIN|IND|NOM//obj//1 genom//PP//case//6 vilket//HP|NEU|SIN|IND//det//6 ägarna//NN|UTR|PLU|DEF|NOM//obl//10 direkt//AB|POS//advmod//10 och//KN//cc//9 indirekt//AB|POS//conj//7 styr//VB|PRS|AKT//advcl//1 bolaget//NN|NEU|SIN|DEF|NOM//obj//10 .//MID//punct//1
1.3 Kodens innehåll och form;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//14 tar//VB|PRS|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//14 uttryck//NN|NEU|SIN|IND|NOM//obj//14 i//PP//case//20 ett//DT|NEU|SIN|IND//det//19 antal//NN|NEU|SIN|IND|NOM//nmod//20 regler//NN|UTR|PLU|IND|NOM//nmod//16 avseende//NN|NEU|SIN|IND|NOM//advmod//14 såväl//KN//cc//26 de//DT|UTR/NEU|PLU|DEF//det//25 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 bolagsorganens//NN|NEU|PLU|DEF|GEN//nmod:poss//26 organisation//NN|UTR|SIN|IND|NOM//obl//14 och//KN//cc//28 arbetsformer//NN|UTR|PLU|IND|NOM//conj//26 som//HP|-|-|-//advmod//14 samspelet//NN|NEU|SIN|DEF|NOM//fixed//29 mellan//PP//case//32 organen//NN|NEU|PLU|DEF|NOM//nmod//30 .//MAD//punct//14
1.3 Kodens innehåll och form;Dessutom//AB//advmod//35 ges//VB|PRS|SFO//conj//14 riktlinjer//NN|UTR|PLU|IND|NOM//nsubj:pass//35 för//PP//case//39 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//39 rapportering//NN|UTR|SIN|IND|NOM//obl//35 till//PP//case//41 ägare//NN|UTR|SIN|IND|NOM//nmod//39 ,//MID//punct//43 kapitalmarknad//NN|UTR|SIN|IND|NOM//conj//41 och//KN//cc//45 omvärld//NN|UTR|SIN|IND|NOM//conj//41 i//PP//advmod//35 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//46 .//MAD//punct//14
1.3 Kodens innehåll och form;Innehållet//NN|NEU|SIN|DEF|NOM//nsubj:pass//13 i//PP//case//0 och//KN//cc//3 formerna//NN|UTR|PLU|DEF|NOM//conj//0 för//PP//case//5 revisionsarbetet//NN|NEU|SIN|DEF|NOM//nmod//3 och//KN//cc//7 frågor//NN|UTR|PLU|IND|NOM//conj//5 om//PP//case//10 aktiemarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 spelregler//NN|UTR|PLU|IND|NOM//nmod//7 och//KN//cc//12 funktionssätt//NN|NEU|SIN|IND|NOM//conj//10 behandlas//VB|PRS|SFO//ROOT//13 inte//AB//advmod//13 ,//MID//punct//13 eftersom//SN//mark//19 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 har//VB|PRS|AKT//aux//19 ansetts//VB|SUP|SFO//advcl//13 falla//VB|INF|AKT//xcomp//19 utanför//PP//case//25 ramen//NN|UTR|SIN|DEF|NOM//fixed//21 för//PP//case//25 begreppet//NN|NEU|SIN|DEF|NOM//nmod//25 bolagsstyrning//NN|UTR|SIN|IND|NOM//obl//20 .//MID//punct//13
