Promemoria;2013-11-11//RG|NOM//ROOT//0
Rikspolisstyrelsen;Rikspolisstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 (//PAD//punct//0 RPS//PM|NOM//appos//0 )//PAD//punct//0 bildade//VB|PRT|AKT//ROOT//4 2009//RG|NOM//nummod//6 Samverkansrådet//PM|NOM//obj//4 ,//MID//punct//10 i//PP//case//9 vilket//HP|NEU|SIN|IND//obl//10 ingår//VB|PRS|AKT//conj//4 representanter//NN|UTR|PLU|IND|NOM//nsubj//10 från//PP//case//13 Åklagarmyndigheten//PM|NOM//nmod//11 ,//MID//punct//13 Svenska//PM|NOM//amod//16 Fotbollförbundet//PM|NOM//conj//13 ,//MID//punct//16 Föreningen//NN|UTR|SIN|DEF|NOM//nmod//20 Svensk//PM|NOM//amod//20 Elitfotboll//PM|NOM//conj//13 ,//MID//punct//23 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 ishockeyförbundet//NN|NEU|SIN|DEF|NOM//conj//13 ,//MID//punct//26 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 Hockeyligan//NN|UTR|SIN|DEF|NOM//conj//13 AB//PM|NOM//flat:name//26 ,//MID//punct//26 Polismyndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//10 i//PP//case//31 Stockholm//PM|NOM//nmod//29 ,//MID//punct//33 Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 Götaland//PM|NOM//conj//29 och//KN//cc//36 Skåne//PM|NOM//conj//34 samt//KN//cc//38 rikskriminalpolisen//NN|UTR|SIN|DEF|NOM//conj//34 .//MAD//punct//29
Rikspolisstyrelsen;Syftet//NN|NEU|SIN|DEF|NOM//obj//4 med//PP//case//42 Samverkansrådet//NN|NEU|SIN|DEF|NOM//nmod//40 är//VB|PRS|AKT//cop//40 att//IE//mark//45 minska//VB|INF|AKT//acl//40 idrottsrelaterad//PC|PRF|UTR|SIN|IND|NOM//amod//47 brottslighet//NN|UTR|SIN|IND|NOM//obj//45 bl.a.//AB|AN//advmod//45 genom//PP//mark//51 att//IE//mark//51 förbättra//VB|INF|AKT//advcl//45 tillämpning//NN|UTR|SIN|IND|NOM//obj//51 av//PP//case//55 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 lagar//NN|UTR|PLU|IND|NOM//nmod//52 och//KN//cc//57 ta//VB|INF|AKT//conj//51 fram//PL//compound:prt//57 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 strategier//NN|UTR|PLU|IND|NOM//obj//57 .//MAD//punct//4
Rikspolisstyrelsen;RPS//PM|NOM//nsubj//1 menar//VB|PRS|AKT//ROOT//1 att//SN//mark//9 de//DT|UTR/NEU|PLU|DEF//det//5 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 problemen//NN|NEU|PLU|DEF|NOM//nsubj//9 med//PP//case//7 supportar//NN|UTR|PLU|IND|NOM//nmod//5 endast//AB//advmod//9 gäller//VB|PRS|AKT//ccomp//1 ett//DT|NEU|SIN|IND//det//11 fåtal//NN|NEU|SIN|IND|NOM//nmod//12 matcher//NN|UTR|PLU|IND|NOM//obj//9 och//KN//cc//20 att//SN//mark//20 incidenterna//NN|UTR|PLU|DEF|NOM//nsubj//20 inne//AB//advmod//18 på//PP//case//18 arenorna//NN|UTR|PLU|DEF|NOM//nmod//15 har//VB|PRS|AKT//aux//20 minskat//VB|SUP|AKT//conj//9 .//MAD//punct//1
Rikspolisstyrelsen;Incidenterna//NN|UTR|PLU|DEF|NOM//nsubj//11 mellan//PP//case//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 supportergrupperingar//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//6 mellan//PP//case//6 supportergrupperingar//NN|UTR|PLU|IND|NOM//conj//3 och//KN//cc//8 polis//NN|UTR|SIN|IND|NOM//conj//6 utanför//PP//case//10 arenorna//NN|UTR|PLU|DEF|NOM//nmod//6 ökar//VB|PRS|AKT//ROOT//11 emellertid//AB//advmod//11 .//MAD//punct//11
Rikspolisstyrelsen;RPS//PM|NOM//nsubj//15 anser//VB|PRS|AKT//parataxis//11 att//SN//mark//18 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//18 slarvas//VB|PRS|SFO//ccomp//15 när//HA//mark//21 polisen//NN|UTR|SIN|DEF|NOM//nsubj//21 talar//VB|PRS|AKT//advcl//18 med//PP//case//23 media//NN|UTR|SIN|IND|NOM//obl//21 på//PP//case//26 så//AB//amod//26 sätt//NN|NEU|SIN|IND|NOM//obl//21 att//SN//mark//30 problemen//NN|NEU|PLU|DEF|NOM//nsubj//30 ibland//AB//advmod//30 förminskas//VB|INF|SFO//acl//26 .//MAD//punct//15
Rikspolisstyrelsen;Istället//AB//advmod//40 bör//VB|PRS|AKT//aux//40 polisen//NN|UTR|SIN|DEF|NOM//nsubj//40 i//PP//case//37 sin//PS|UTR|SIN|DEF//nmod:poss//37 kontakt//NN|UTR|SIN|IND|NOM//obl//40 med//PP//case//39 media//NN|UTR|SIN|IND|NOM//nmod//37 ta//VB|INF|AKT//conj//15 tillfället//NN|NEU|SIN|DEF|NOM//obj//40 i//PP//case//43 akt//NN|UTR|SIN|IND|NOM//obl//40 och//KN//cc//45 fördöma//VB|INF|AKT//conj//40 beteenden//NN|NEU|PLU|IND|NOM//obj//45 som//HP|-|-|-//obj//50 samhället//NN|NEU|SIN|DEF|NOM//nsubj//50 inte//AB//advmod//50 accepterar//VB|PRS|AKT//acl:relcl//46 .//MAD//punct//11
Rikspolisstyrelsen;RPS//PM|NOM//nsubj//54 har//VB|PRS|AKT//aux//54 arbetat//VB|SUP|AKT//parataxis//11 med//PP//case//58 en//DT|UTR|SIN|IND//det//58 förbättrad//PC|PRF|UTR|SIN|IND|NOM//amod//58 matchrapportering//NN|UTR|SIN|IND|NOM//obl//54 och//KN//cc//60 hoppas//VB|PRS|SFO//conj//54 att//SN//mark//66 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//63 aktörer//NN|UTR|PLU|IND|NOM//nsubj//66 framöver//AB//nmod//63 kan//VB|PRS|AKT//aux//66 ha//VB|INF|AKT//ccomp//60 en//DT|UTR|SIN|IND//det//69 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//69 bild//NN|UTR|SIN|IND|NOM//obj//66 av//PP//mark//74 vad//HP|NEU|SIN|IND//dislocated//74 som//HP|-|-|-//nsubj//74 har//VB|PRS|AKT//aux//74 hänt//VB|SUP|AKT//acl//69 under//PP//case//77 en//DT|UTR|SIN|IND//det//77 match//NN|UTR|SIN|IND|NOM//obl//74 .//MAD//punct//11
Rikspolisstyrelsen;Nu//AB//advmod//80 tenderar//VB|PRS|AKT//parataxis//11 polisen//NN|UTR|SIN|DEF|NOM//nsubj//80 att//IE//mark//83 ha//VB|INF|AKT//advcl//80 en//DT|UTR|SIN|IND//det//85 bild//NN|UTR|SIN|IND|NOM//obj//83 och//KN//cc//87 arrangören//NN|UTR|SIN|DEF|NOM//conj//85 en//DT|UTR|SIN|IND//det//90 annan//JJ|POS|UTR|SIN|IND|NOM//amod//90 bild//NN|UTR|SIN|IND|NOM//obj//83 av//PP//mark//96 vad//HP|NEU|SIN|IND//dislocated//96 som//HP|-|-|-//nsubj//96 faktiskt//AB|POS//advmod//96 har//VB|PRS|AKT//aux//96 inträffat//VB|SUP|AKT//acl//90 .//MAD//punct//11
Rikspolisstyrelsen;RPS//PM|NOM//nsubj//1 menar//VB|PRS|AKT//ROOT//1 att//SN//mark//5 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//5 bör//VB|PRS|AKT//aux//5 ta//VB|INF|AKT//ccomp//1 fram//PL//compound:prt//5 en//DT|UTR|SIN|IND//det//10 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//10 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//10 strategi//NN|UTR|SIN|IND|NOM//obj//5 för//PP//case//12 pyroteknik//NN|UTR|SIN|IND|NOM//nmod//10 .//MAD//punct//1
Rikspolisstyrelsen;Polisen//NN|UTR|SIN|DEF|NOM//nsubj//16 har//VB|PRS|AKT//aux//16 gjort//VB|SUP|AKT//parataxis//1 tester//NN|UTR|PLU|IND|NOM//obj//16 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 användning//NN|UTR|SIN|IND|NOM//obl//16 av//PP//case//23 viss//JJ|POS|UTR|SIN|IND|NOM//amod//23 legal//JJ|POS|UTR|SIN|IND|NOM//amod//23 pyroteknik//NN|UTR|SIN|IND|NOM//nmod//19 och//KN//cc//25 inväntar//VB|PRS|AKT//conj//16 nu//AB//advmod//25 testresultaten//NN|UTR|SIN|DEF|NOM//obj//25 .//MAD//punct//16
Rikspolisstyrelsen;Avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 frågan//NN|UTR|SIN|DEF|NOM//obj//33 om//PP//case//32 maskeringsförbud//NN|NEU|SIN|IND|NOM//nmod//30 anser//VB|PRS|AKT//parataxis//1 RPS//PM|NOM//nsubj//33 att//SN//mark//38 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 kan//VB|PRS|AKT//aux//38 finnas//VB|INF|SFO//ccomp//33 fördelar//NN|UTR|PLU|IND|NOM//obj//38 med//PP//case//43 ett//DT|NEU|SIN|IND//det//43 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//43 förbud//NN|NEU|SIN|IND|NOM//obl//38 ,//MID//punct//52 men//KN//cc//52 att//SN//mark//52 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//52 är//VB|PRS|AKT//cop//52 en//DT|UTR|SIN|IND//det//52 mycket//AB|POS//advmod//51 svår//JJ|POS|UTR|SIN|IND|NOM//amod//52 fråga//NN|UTR|SIN|IND|NOM//conj//38 där//HA//advmod//57 man//PN|UTR|SIN|IND|SUB//nsubj//57 först//AB//advmod//57 måste//VB|PRS|AKT//aux//57 definiera//VB|INF|AKT//acl:relcl//52 vad//HP|NEU|SIN|IND//dislocated//60 som//HP|-|-|-//nsubj:pass//60 avses//VB|PRS|SFO//ccomp//57 med//PP//case//63 begreppet//NN|NEU|SIN|DEF|NOM//nmod//63 maskering//NN|UTR|SIN|IND|NOM//obl//60 .//MAD//punct//1
Rikspolisstyrelsen;RPS//PM|NOM//nsubj//1 tror//VB|PRS|AKT//ROOT//1 på//PP//case//7 ett//DT|NEU|SIN|IND//det//7 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//advmod//5 strategiskt//AB|POS//advmod//6 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 arbete//NN|NEU|SIN|IND|NOM//obl//1 för//PP//mark//10 att//IE//mark//10 komma//VB|INF|AKT//advcl//1 åt//PL//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 problemen//NN|NEU|PLU|DEF|NOM//obl//10 .//MAD//punct//1
Rikspolisstyrelsen;Polisen//NN|UTR|SIN|DEF|NOM//nsubj//17 har//VB|PRS|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//20 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//20 roll//NN|UTR|SIN|IND|NOM//obj//17 i//PP//case//22 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//17 ,//MID//punct//25 men//KN//cc//25 saknar//VB|PRS|AKT//conj//17 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 verktyg//NN|NEU|PLU|IND|NOM//obj//25 .//MID//punct//17
Rikspolisstyrelsen;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//30 aktörer//NN|UTR|PLU|IND|NOM//nsubj//32 måste//VB|PRS|AKT//aux//32 agera//VB|INF|AKT//parataxis//17 tillsammans//AB//advmod//32 –//SN//punct//38 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 får//VB|PRS|AKT//aux//38 inte//AB//advmod//38 råda//VB|INF|AKT//conj//17 någon//DT|UTR|SIN|IND//det//40 tveksamhet//NN|UTR|SIN|IND|NOM//obj//38 kring//PP//case//42 vem//HP|UTR|SIN|IND//obl//38 som//HP|-|-|-//nsubj//44 har//VB|PRS|AKT//acl:relcl//42 ansvar//NN|NEU|SIN|IND|NOM//obj//44 för//PP//case//47 vad//HP|NEU|SIN|IND//obl//44 .//MAD//punct//17
Rikspolisstyrelsen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 är//VB|PRS|AKT//cop//53 av//PP//case//53 stor//JJ|POS|UTR|SIN|IND|NOM//amod//53 vikt//NN|UTR|SIN|IND|NOM//conj//17 att//SN//mark//57 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//57 tillsammans//AB//advmod//57 sprider//VB|PRS|AKT//acl//53 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 exempel//NN|NEU|PLU|IND|NOM//obj//57 och//KN//cc//61 lär//VB|PRS|AKT//conj//57 av//PP//case//63 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//61 .//MAD//punct//17
Rikspolisstyrelsen;RPS//PM|NOM//nsubj//66 menar//VB|PRS|AKT//conj//17 att//SN//mark//77 den//DT|UTR|SIN|DEF//det//69 policy//NN|UTR|SIN|IND|NOM//nsubj//77 mot//PP//case//71 alkohol//NN|UTR|SIN|IND|NOM//nmod//69 som//HP|-|-|-//obj//75 ishockeyn//NN|UTR|SIN|DEF|NOM//nsubj//75 har//VB|PRS|AKT//aux//75 infört//VB|SUP|AKT//acl:relcl//71 är//VB|PRS|AKT//cop//77 föredömlig//JJ|POS|UTR|SIN|IND|NOM//ccomp//66 och//KN//cc//81 även//AB//advmod//81 bör//VB|PRS|AKT//aux//81 införas//VB|INF|SFO//conj//77 av//PP//case//83 fotbollen//NN|UTR|SIN|DEF|NOM//obl:agent//81 .//MAD//punct//17
Rikspolisstyrelsen;Samverkansrådet//NN|NEU|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 haft//VB|SUP|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//5 första//RO|NOM//amod//5 uppstartsmöte//NN|NEU|SIN|IND|NOM//obj//2 och//KN//cc//10 kommer//VB|PRS|AKT//aux//10 nu//AB//advmod//10 att//IE//mark//10 påbörja//VB|INF|AKT//conj//2 arbetet//NN|NEU|SIN|DEF|NOM//obj//10 med//PP//mark//14 att//IE//mark//14 ta//VB|INF|AKT//advcl//10 fram//PL//compound:prt//14 en//DT|UTR|SIN|IND//det//18 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//18 strategi//NN|UTR|SIN|IND|NOM//obj//14 för//PP//mark//21 att//IE//mark//21 klargöra//VB|INF|AKT//advcl//14 roller//NN|UTR|PLU|IND|NOM//obj//21 och//KN//cc//24 ansvar//NN|NEU|SIN|IND|NOM//conj//22 .//MAD//punct//2
Rikspolisstyrelsen;Man//PN|UTR|SIN|IND|SUB//nsubj//30 kommer//VB|PRS|AKT//aux//30 även//AB//advmod//30 att//IE//mark//30 ta//VB|INF|AKT//conj//2 fram//PL//compound:prt//30 en//DT|UTR|SIN|IND//det//33 vision//NN|UTR|SIN|IND|NOM//obj//30 ,//MID//punct//36 ett//DT|NEU|SIN|IND//det//36 mål//NN|NEU|SIN|IND|NOM//conj//33 och//KN//cc//41 tre//RG|NOM//nummod//41 till//PP//case//41 fyra//RG|NOM//nummod//41 fokusområden//NN|NEU|PLU|IND|NOM//conj//36 .//MAD//punct//30
Rikspolisstyrelsen;Samverkansrådets//NN|NEU|SIN|DEF|GEN//nmod:poss//44 arbete//NN|NEU|SIN|IND|NOM//nsubj//47 kommer//VB|PRS|AKT//aux//47 att//IE//mark//47 pågå//VB|INF|AKT//parataxis//30 kontinuerligt//AB|POS//advmod//47 framöver//AB//advmod//47 .//MAD//punct//30
Rikspolisstyrelsen;Isabel//PM|NOM//ROOT//0 Thorén//PM|NOM//flat:name//0 ,//MID//punct//3 idrottssamordnare//NN|UTR|SIN|IND|NOM//appos//0 ,//MID//punct//6 angående//PP//case//6 supporterpolisen//NN|UTR|SIN|DEF|NOM//conj//0 och//KN//cc//8 evenemangspolisen//NN|UTR|SIN|DEF|NOM//conj//6
Rikspolisstyrelsen;Efter//PP//case//1 incidenterna//NN|UTR|PLU|DEF|NOM//obl//9 i//PP//case//5 samband//NN|NEU|SIN|IND|NOM//fixed//2 med//PP//fixed//2 G8-mötet//NN|NEU|SIN|DEF|NOM//nmod//1 i//PP//case//7 Göteborg//PM|NOM//nmod//5 2001//RG|NOM//nummod//7 uppstod//VB|PRT|AKT//ROOT//9 dialogpolisen//NN|UTR|SIN|DEF|NOM//nsubj//9 år//NN|NEU|SIN|IND|NOM//nmod//12 2005//RG|NOM//obl//9 .//MAD//punct//9
Rikspolisstyrelsen;Dialogpolisens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 arbete//NN|NEU|SIN|IND|NOM//nsubj//16 utgick//VB|PRT|AKT//parataxis//9 från//PP//case//19 konfliktreducerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 principer//NN|UTR|PLU|IND|NOM//obl//16 –//RG|NOM//punct//22 en//DT|UTR|SIN|IND//det//22 metod//NN|UTR|SIN|IND|NOM//appos//16 som//HP|-|-|-//nsubj//25 ska//VB|PRS|AKT//aux//25 motverka//VB|INF|AKT//acl:relcl//22 oroligheter//NN|UTR|PLU|IND|NOM//obj//25 i//PP//case//29 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 folksamlingar//NN|UTR|PLU|IND|NOM//obl//25 .//MAD//punct//22
Rikspolisstyrelsen;Polisen//NN|UTR|SIN|DEF|NOM//nsubj//33 ska//VB|PRS|AKT//aux//33 agera//VB|INF|AKT//conj//16 för//PP//mark//36 att//IE//mark//36 förhindra//VB|INF|AKT//advcl//33 att//SN//mark//39 problemsituationer//NN|UTR|PLU|IND|NOM//nsubj//39 uppstår//VB|PRS|AKT//ccomp//36 ,//MID//punct//44 snarare//AB|KOM//advmod//44 än//KN//mark//44 att//IE//mark//44 hantera//VB|INF|AKT//advcl//39 incidenter//NN|UTR|PLU|IND|NOM//obj//44 .//MAD//punct//9
Rikspolisstyrelsen;Idag//AB//advmod//51 är//VB|PRS|AKT//cop//51 polisen//NN|UTR|SIN|DEF|NOM//nsubj//51 väl//AB|POS//advmod//51 medveten//JJ|POS|UTR|SIN|IND|NOM//nsubj//60 om//PP//mark//55 att//SN//mark//55 polisens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 agerande//NN|NEU|SIN|IND|NOM//acl//51 i//PP//case//58 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 sammanhang//NN|NEU|PLU|IND|NOM//obl//55 kan//VB|PRS|AKT//aux//60 eskalera//VB|INF|AKT//parataxis//9 situationer//NN|UTR|PLU|IND|NOM//obj//60 ,//MID//punct//63 något//PN|NEU|SIN|IND|SUB/OBJ//conj//60 som//HP|-|-|-//obl//68 man//PN|UTR|SIN|IND|SUB//nsubj//68 inom//PP//case//67 polisen//NN|UTR|SIN|DEF|NOM//obl//68 anser//VB|PRS|AKT//acl:relcl//63 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//68 behöva//VB|INF|AKT//aux//71 bli//VB|INF|AKT//xcomp//68 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//71 på//PP//mark//75 att//IE//mark//75 undvika//VB|INF|AKT//advcl//71 .//MAD//punct//60
Rikspolisstyrelsen;Allt//DT|NEU|SIN|IND/DEF//det//78 arbete//NN|NEU|SIN|IND|NOM//nsubj//84 som//HP|-|-|-//obj//81 polisen//NN|UTR|SIN|DEF|NOM//nsubj//81 utför//VB|PRS|AKT//acl:relcl//78 ska//VB|PRS|AKT//aux//84 vara//VB|INF|AKT//cop//84 kunskapsbaserat//PC|PRF|NEU|SIN|IND|NOM//advcl//60 ,//MID//punct//86 innebärande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//84 att//SN//mark//90 polisen//NN|UTR|SIN|DEF|NOM//nsubj//90 ska//VB|PRS|AKT//aux//90 förstå//VB|INF|AKT//ccomp//86 och//KN//cc//93 kunna//VB|INF|AKT//aux//93 hantera//VB|INF|AKT//conj//90 kulturer//NN|UTR|PLU|IND|NOM//obj//93 ,//MID//punct//96 religioner//NN|UTR|PLU|IND|NOM//conj//94 ,//MID//punct//98 nätverk//NN|NEU|PLU|IND|NOM//conj//96 och//KN//cc//100 grupperingar//NN|UTR|PLU|IND|NOM//conj//96 .//MAD//punct//96
Rikspolisstyrelsen;Som//KN//case//104 en//DT|UTR|SIN|IND//det//104 utveckling//NN|UTR|SIN|IND|NOM//obl//107 av//PP//case//106 dialogpolisen//NN|UTR|SIN|DEF|NOM//nmod//104 startades//VB|PRT|SFO//conj//84 supporterpolisen//NN|UTR|SIN|DEF|NOM//nsubj:pass//107 .//MAD//punct//60
Rikspolisstyrelsen;Supporterpolisens//NN|UTR|SIN|DEF|GEN//nmod:poss//111 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//116 var//VB|PRT|AKT//cop//116 dock//AB//advmod//116 alldeles//AB//advmod//115 för//AB//advmod//116 brett//JJ|POS|NEU|SIN|IND|NOM//advmod//60 ,//MID//punct//120 varför//HA//advmod//120 man//PN|UTR|SIN|IND|SUB//nsubj//120 startade//VB|PRT|AKT//advcl//60 evenemangspolisen//NN|UTR|SIN|DEF|NOM//obj//120 .//MAD//punct//60
Rikspolisstyrelsen;Supporterpolisen//NN|UTR|SIN|DEF|NOM//nsubj//129 är//VB|PRS|AKT//cop//129 nu//AB//advmod//129 en//DT|UTR|SIN|IND//det//129 mer//AB|KOM//advmod//128 renodlad//PC|PRF|UTR|SIN|IND|NOM//amod//129 funktion//NN|UTR|SIN|IND|NOM//parataxis//60 som//HP|-|-|-//nsubj//131 fokuserar//VB|PRS|AKT//acl:relcl//129 på//PP//case//133 risksupportrar//NN|UTR|PLU|IND|NOM//obl//131 och//KN//cc//135 arbetar//VB|PRS|AKT//conj//131 för//PP//mark//138 att//IE//mark//138 motverka//VB|INF|AKT//advcl//135 att//SN//mark//142 ungdomar//NN|UTR|PLU|IND|NOM//nsubj//142 ska//VB|PRS|AKT//aux//142 blir//VB|PRS|AKT//ccomp//138 risksupportrar//NN|UTR|PLU|IND|NOM//xcomp//142 .//MAD//punct//9
Rikspolisstyrelsen;Evenemangspolisens//NN|UTR|SIN|DEF|GEN//nmod:poss//147 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//147 uppgift//NN|UTR|SIN|IND|NOM//nsubj//148 är//VB|PRS|AKT//parataxis//9 däremot//AB//advmod//148 att//IE//mark//151 knyta//VB|INF|AKT//csubj//148 kontakter//NN|UTR|PLU|IND|NOM//obj//151 med//PP//case//154 supportar//NN|UTR|PLU|IND|NOM//obl//151 och//KN//cc//156 fungera//VB|INF|AKT//conj//151 som//KN//mark//159 en//DT|UTR|SIN|IND//det//159 mellanhand//NN|UTR|SIN|IND|NOM//xcomp//156 mellan//PP//case//161 supportergrupperingar//NN|UTR|PLU|IND|NOM//nmod//159 och//KN//cc//163 polisen//NN|UTR|SIN|DEF|NOM//conj//161 .//MAD//punct//148

Föreningen Svensk Elitfotboll;Lars-Christer//PM|NOM//ROOT//0 Olsson//PM|NOM//flat:name//0 ,//MID//punct//0 ordförande//NN|UTR|SIN|IND|NOM//appos//0
Föreningen Svensk Elitfotboll;Föreningen//NN|UTR|SIN|DEF|NOM//nmod//2 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//2 Elitfotboll//NN|UTR|SIN|IND|NOM//nsubj//7 (//PAD//punct//2 SEF//PM|NOM//appos//2 )//PAD//punct//2 är//VB|PRS|AKT//cop//7 positiv//JJ|POS|UTR|SIN|IND|NOM//ROOT//7 till//PP//mark//12 att//SN//mark//12 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//12 har//VB|PRS|AKT//aux//12 utsett//VB|SUP|AKT//advcl//7 en//DT|UTR|SIN|IND//det//16 ny//JJ|POS|UTR|SIN|IND|NOM//amod//16 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//16 samordnare//NN|UTR|SIN|IND|NOM//obj//12 men//KN//cc//18 efterfrågar//VB|PRS|AKT//conj//16 mer//AB|KOM//advmod//20 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 och//KN//cc//22 uppdaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//20 verktyg//NN|NEU|PLU|IND|NOM//obj//18 .//MAD//punct//7
Föreningen Svensk Elitfotboll;Klubbarna//NN|UTR|PLU|DEF|NOM//nsubj//28 kommer//VB|PRS|AKT//aux//28 att//IE//mark//28 arbeta//VB|INF|AKT//parataxis//7 ännu//AB//advmod//30 hårdare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//28 för//PP//mark//33 att//IE//mark//33 främja//VB|INF|AKT//advcl//28 en//DT|UTR|SIN|IND//det//36 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//36 supporterkultur//NN|UTR|SIN|IND|NOM//obj//33 och//KN//cc//38 motverka//VB|INF|AKT//conj//33 idrottsrelaterad//PC|PRF|UTR|SIN|IND|NOM//amod//40 brottslighet//NN|UTR|SIN|IND|NOM//obj//38 och//KN//cc//45 det//DT|NEU|SIN|DEF//det//43 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//45 måste//VB|PRS|AKT//aux//45 ske//VB|INF|AKT//conj//33 tillsammans//AB//advmod//48 med//PP//case//48 supporterföreningarna//NN|UTR|PLU|DEF|NOM//obl//45 .//MAD//punct//28
Föreningen Svensk Elitfotboll;SEF//PM|NOM//nsubj//53 har//VB|PRS|AKT//aux//53 redan//AB//advmod//53 investerat//VB|SUP|AKT//conj//28 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 summor//NN|UTR|PLU|IND|NOM//obj//53 i//PP//mark//58 att//IE//mark//58 förbättra//VB|INF|AKT//advcl//53 säkerheten//NN|UTR|SIN|DEF|NOM//obj//58 och//KN//cc//63 kommer//VB|PRS|AKT//aux//63 att//IE//mark//63 fortsätta//VB|INF|AKT//conj//53 med//PP//case//65 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//63 .//MAD//punct//28
Föreningen Svensk Elitfotboll;Sedan//PP//case//2 tre//RG|NOM//nummod//2 år//NN|NEU|PLU|IND|NOM//obl//4 tillbaka//AB//advmod//2 driver//VB|PRS|AKT//ROOT//4 SEF//PM|NOM//nsubj//4 projektet//NN|NEU|SIN|DEF|NOM//nsubj//7 Stå//VB|INF|AKT//xcomp//4 upp//AB//compound:prt//7 för//PP//case//10 fotbollen//NN|UTR|SIN|DEF|NOM//obl//7 ,//MID//punct//15 i//PP//case//13 vilket//HP|NEU|SIN|IND//obl//15 man//PN|UTR|SIN|IND|SUB//nsubj//15 arbetar//VB|PRS|AKT//conj//4 tillsammans//AB//advmod//18 med//PP//case//18 SLO//PM|NOM//obl//15 ://MID//punct//15 erna//NN|UTR|PLU|DEF|NOM//obj//4 ,//MID//punct//22 klubbarna//NN|UTR|PLU|DEF|NOM//conj//20 och//KN//cc//24 supportrarna//NN|UTR|PLU|DEF|NOM//conj//20 med//PP//case//26 erfarenhetsutbyte//NN|NEU|SIN|IND|NOM//nmod//24 ,//MID//punct//28 kommunikation//NN|UTR|SIN|IND|NOM//conj//26 och//KN//cc//30 best-practice//NN|UTR|SIN|IND|NOM//conj//26 .//MAD//punct//20
