Inledning;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 att//SN//mark//8 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//8 av//PP//case//7 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//5 författningsregleras//VB|PRS|SFO//ccomp//2 och//KN//cc//10 anpassas//VB|INF|SFO//conj//8 till//PP//case//12 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//10 i//PP//case//14 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//nmod//12 (//PAD//punct//8 1998:204//RG|NOM//conj//8 )//PAD//punct//8 .//MAD//punct//2
Säkerheten vid behandling och tillsynsmyndighetens befogenheter;I//PP//case//1 betänkandet//NN|NEU|SIN|DEF|NOM//obl//2 erinrar//VB|PRS|AKT//ROOT//2 dock//AB//advmod//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 om//PP//mark//27 att//SN//mark//27 de//DT|UTR/NEU|PLU|DEF//det//8 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//27 som//HP|-|-|-//nsubj//10 finns//VB|PRS|SFO//acl:relcl//8 och//KN//cc//14 kommer//VB|PRS|AKT//aux//14 att//IE//mark//14 finnas//VB|INF|SFO//conj//10 inom//PP//case//16 socialtjänsten//NN|UTR|SIN|DEF|NOM//obl//14 mycket//AB|POS//advmod//18 ofta//AB|POS//advmod//24 kommer//VB|PRS|AKT//aux//24 att//IE//mark//24 vara//VB|INF|AKT//cop//24 av//PP//case//24 integritetskänslig//JJ|POS|UTR|SIN|IND|NOM//amod//24 natur//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//8
Säkerheten vid behandling och tillsynsmyndighetens befogenheter;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//27 understryker//VB|PRS|AKT//advcl//2 därför//AB//advmod//27 betydelsen//NN|UTR|SIN|DEF|NOM//obj//27 av//PP//mark//33 att//SN//mark//33 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//33 bedrivs//VB|PRS|SFO//acl//29 ett//DT|NEU|SIN|IND//det//36 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//36 arbete//NN|NEU|SIN|IND|NOM//obj//33 i//PP//case//38 syfte//NN|NEU|SIN|IND|NOM//obl//33 att//IE//mark//40 vidmakthålla//VB|INF|AKT//advcl//33 en//DT|UTR|SIN|IND//det//43 hög//JJ|POS|UTR|SIN|IND|NOM//amod//43 säkerhetsnivå//NN|UTR|SIN|IND|NOM//obj//40 .//MID//punct//2
Säkerheten vid behandling och tillsynsmyndighetens befogenheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 kan//VB|PRS|AKT//aux//49 också//AB//advmod//49 ,//MID//punct//49 framhåller//VB|PRS|AKT//parataxis//2 utredningen//NN|UTR|SIN|DEF|NOM//obj//49 ,//MID//punct//49 förväntas//VB|PRS|SFO//advcl//49 att//SN//mark//66 Datainspektionen//PM|NOM//nsubj//66 med//PP//case//56 stöd//NN|NEU|SIN|IND|NOM//nmod//54 av//PP//case//60 13//RG|NOM//nummod//59 §//NN|AN//nmod//60 personuppgiftsförordningen//NN|UTR|SIN|DEF|NOM//nmod//56 (//PAD//punct//54 1998:1191//RG|NOM//appos//54 )//PAD//punct//54 kommer//VB|PRS|AKT//aux//66 att//IE//mark//66 meddela//VB|INF|AKT//ccomp//52 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//66 föreskrifter//NN|UTR|PLU|IND|NOM//obj//66 om//PP//case//71 de//DT|UTR/NEU|PLU|DEF//det//71 säkerhetsåtgärder//NN|UTR|PLU|IND|NOM//obl//66 som//HP|-|-|-//nsubj:pass//73 behövs//VB|PRS|SFO//acl:relcl//71 .//MAD//punct//49

Anmälan till tillsynsmyndigheten, m.m.;Enligt//PP//case//2 36//RG|NOM//nummod//2 §//NN|AN//nmod//5 första//RO|NOM//amod//4 stycket//NN|NEU|SIN|DEF|NOM//nmod//2 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//nsubj//6 gäller//VB|PRS|AKT//ROOT//6 att//SN//mark//17 behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//17 av//PP//case//10 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//8 som//HP|-|-|-//nsubj//13 är//VB|PRS|AKT//cop//13 helt//AB|POS//acl:relcl//8 eller//KN//cc//16 delvis//AB//advmod//16 automatiserad//PC|PRF|UTR|SIN|IND|NOM//conj//13 omfattas//VB|PRS|SFO//ccomp//6 av//PP//case//19 anmälningsskyldighet//NN|UTR|SIN|IND|NOM//obl:agent//17 .//MID//punct//24
Anmälan till tillsynsmyndigheten, m.m.;Den//DT|UTR|SIN|DEF//det//22 personuppgiftsansvarige//JJ|POS|MAS|SIN|DEF|NOM//nsubj//24 skall//VB|PRS|AKT//aux//24 göra//VB|INF|AKT//parataxis//6 en//DT|UTR|SIN|IND//det//27 skriftlig//JJ|POS|UTR|SIN|IND|NOM//amod//27 anmälan//NN|UTR|SIN|IND|NOM//obj//24 till//PP//case//29 tillsynsmyndigheten//NN|UTR|SIN|DEF|NOM//obl//24 (//PAD//punct//31 Datainspektionen//PM|NOM//appos//24 )//PAD//punct//31 innan//SN//case//36 en//DT|UTR|SIN|IND//det//36 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//36 behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//47 eller//KN//cc//38 serie//NN|UTR|SIN|IND|NOM//conj//36 av//PP//case//41 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//41 behandlingar//NN|UTR|PLU|IND|NOM//nmod//38 med//PP//case//46 samma//DT|UTR/NEU|SIN/PLU|IND//amod//46 eller//KN//cc//45 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//43 ändamål//NN|NEU|SIN|IND|NOM//nmod//41 genomförs//VB|PRS|SFO//advcl//24 .//MAD//punct//6
Anmälan till tillsynsmyndigheten, m.m.;Emellertid//AB//advmod//1 innebär//VB|PRS|AKT//ROOT//1 bestämmelsen//NN|UTR|SIN|DEF|NOM//obj//1 i//PP//case//5 3//RG|NOM//nummod//5 §//NN|AN//nmod//2 3//RG|NOM//nummod//7 personuppgiftsförordningen//NN|UTR|SIN|DEF|NOM//obl//1 att//SN//mark//10 den//DT|UTR|SIN|DEF//det//10 anmälningsskyldighet//NN|UTR|SIN|IND|NOM//acl//7 som//HP|-|-|-//nsubj//12 följer//VB|PRS|AKT//acl:relcl//10 av//PP//compound:prt//12 36//RG|NOM//nummod//15 §//NN|AN//nmod//18 första//RO|NOM//amod//17 stycket//NN|NEU|SIN|DEF|NOM//conj//15 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//nsubj//20 inte//AB//advmod//20 gäller//VB|PRS|AKT//acl:relcl//10 för//PP//case//22 behandling//NN|UTR|SIN|IND|NOM//obl//20 av//PP//case//24 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//22 som//HP|-|-|-//nsubj:pass//26 regleras//VB|PRS|SFO//acl:relcl//24 genom//PP//case//29 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//29 föreskrifter//NN|UTR|PLU|IND|NOM//obl//26 i//PP//case//31 lag//NN|UTR|SIN|IND|NOM//nmod//29 eller//KN//cc//33 förordning//NN|UTR|SIN|IND|NOM//conj//31 .//MID//punct//1
Anmälan till tillsynsmyndigheten, m.m.;Denna//DT|UTR|SIN|DEF//det//36 undantagsbestämmelse//NN|UTR|SIN|IND|NOM//obl//1 från//PP//case//38 anmälningsskyldigheten//NN|UTR|SIN|DEF|NOM//nmod//36 bör//VB|PRS|AKT//aux//41 –//RG|NOM//punct//41 menar//VB|PRS|AKT//conj//1 utredningen//NN|UTR|SIN|DEF|NOM//obj//41 –//PAD//punct//41 gälla//VB|INF|AKT//parataxis//41 också//AB//advmod//44 när//HA//mark//48 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//48 behandlas//VB|PRS|SFO//advcl//44 med//PP//case//50 stöd//NN|NEU|SIN|IND|NOM//obl//48 av//PP//case//52 lagen//NN|UTR|SIN|DEF|NOM//nmod//50 om//PP//case//54 behandling//NN|UTR|SIN|IND|NOM//nmod//52 av//PP//case//56 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//54 inom//PP//case//58 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//54 (//PAD//punct//44 avsnitt//NN|NEU|SIN|IND|NOM//nmod//61 6.12//RG|NOM//appos//44 )//PAD//punct//41 .//MAD//punct//1
Anmälan till tillsynsmyndigheten, m.m.;När//HA//advmod//1
Anmälan till tillsynsmyndigheten, m.m.;Personuppgiftslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//37 (//PAD//punct//1 42//RG|NOM//nummod//4 §//NN|AN//appos//1 )//PAD//punct//1 om//PP//mark//18 att//SN//mark//18 den//DT|UTR|SIN|DEF//det//9 personuppgiftsansvarige//JJ|POS|MAS|SIN|DEF|NOM//nsubj//18 till//PP//case//11 var//PN|UTR|SIN|IND|SUB/OBJ//nmod//9 och//KN//fixed//11 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//11 som//HP|-|-|-//nsubj//15 begär//VB|PRS|AKT//acl:relcl//11 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//15 skall//VB|PRS|AKT//aux//18 lämna//VB|INF|AKT//acl//1 upplysningar//NN|UTR|PLU|IND|NOM//obj//18 om//PP//case//25 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//25 automatiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 eller//KN//cc//24 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//22 behandlingar//NN|UTR|PLU|IND|NOM//nmod//19 av//PP//case//27 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//25 som//HP|-|-|-//nsubj:pass//31 inte//AB//advmod//31 har//VB|PRS|AKT//aux//31 anmälts//VB|SUP|SFO//acl:relcl//27 till//PP//case//33 tillsynsmyndigheten//NN|UTR|SIN|DEF|NOM//obl//31 ,//MID//punct//1 skall//VB|PRS|AKT//aux//37 däremot//AB//advmod//37 gälla//VB|INF|AKT//ROOT//37 även//AB//advmod//40 vid//PP//case//40 behandling//NN|UTR|SIN|IND|NOM//obl//37 av//PP//case//42 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//40 inom//PP//case//44 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//40 (//PAD//punct//40 avsnitt//NN|NEU|SIN|IND|NOM//nmod//47 6.12//RG|NOM//appos//40 )//PAD//punct//37 .//MAD//punct//37

Bevarande och gallring;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 inget//DT|NEU|SIN|IND//det//3 behov//NN|NEU|SIN|IND|NOM//nsubj//1 av//PP//case//5 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//3 i//PP//case//9 fråga//NN|UTR|SIN|IND|NOM//fixed//6 om//PP//fixed//6 bevarande//NN|NEU|SIN|IND|NOM//nmod//5 och//KN//cc//11 gallring//NN|UTR|SIN|IND|NOM//conj//9 som//HP|-|-|-//nsubj//13 avviker//VB|PRS|AKT//acl:relcl//11 från//PP//case//15 regleringen//NN|UTR|SIN|DEF|NOM//obl//13 härav//AB//advmod//1 i//PP//case//19 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 författningar//NN|UTR|PLU|IND|NOM//obl//1 (//PAD//punct//19 avsnitt//NN|NEU|SIN|IND|NOM//nmod//22 6.13//RG|NOM//appos//19 )//PAD//punct//1 .//MAD//punct//1
Bevarande och gallring;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//28 bevarande//NN|NEU|SIN|IND|NOM//nsubj//32 och//KN//cc//30 gallring//NN|UTR|SIN|IND|NOM//conj//28 skall//VB|PRS|AKT//aux//32 ske//VB|INF|AKT//ccomp//26 med//PP//case//34 beaktande//NN|NEU|SIN|IND|NOM//obl//32 av//PP//case//36 reglerna//NN|UTR|PLU|DEF|NOM//nmod//34 i//PP//case//38 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//nmod//36 och//KN//cc//40 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//conj//38 .//MAD//punct//26
Bevarande och gallring;En//DT|UTR|SIN|IND//det//43 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//45 härom//AB//nmod//43 tas//VB|PRS|SFO//parataxis//26 in//PL//compound:prt//45 i//PP//case//48 lagen//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//26

Sekretess;I//PP//case//3 den//DT|UTR|SIN|DEF//det//3 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//3 lagen//NN|UTR|SIN|DEF|NOM//obl//4 tas//VB|PRS|SFO//ROOT//4 inte//AB//advmod//4 in//PL//compound:prt//4 någon//DT|UTR|SIN|IND//det//9 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//9 reglering//NN|UTR|SIN|IND|NOM//nsubj:pass//4 av//PP//case//11 sekretessfrågor//NN|UTR|PLU|IND|NOM//nmod//9 som//HP|-|-|-//nsubj//13 avviker//VB|PRS|AKT//acl:relcl//11 från//PP//case//16 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 lagstiftning//NN|UTR|SIN|IND|NOM//obl//13 (//PAD//punct//4 avsnitt//NN|NEU|SIN|IND|NOM//nmod//19 6.14//RG|NOM//appos//4 )//PAD//punct//4 .//MAD//punct//4
Sekretess;I//PP//case//23 lagtexten//NN|UTR|SIN|DEF|NOM//obl//4 införs//VB|PRS|SFO//advcl//4 dock//AB//advmod//24 en//DT|UTR|SIN|IND//det//28 uttrycklig//JJ|POS|UTR|SIN|IND|NOM//amod//28 erinran//NN|UTR|SIN|IND|NOM//nsubj:pass//24 om//PP//case//31 de//DT|UTR/NEU|PLU|DEF//det//31 sekretessregler//NN|UTR|PLU|IND|NOM//obl//24 som//HP|-|-|-//nsubj:pass//34 skall//VB|PRS|AKT//aux//34 beaktas//VB|INF|SFO//acl:relcl//31 vid//PP//case//36 behandling//NN|UTR|SIN|IND|NOM//obl//34 av//PP//case//38 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//36 inom//PP//case//40 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//36 .//MAD//punct//4

Rättelse och skadestånd;De//DT|UTR/NEU|PLU|DEF//det//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//11 om//PP//case//3 rättelse//NN|UTR|SIN|IND|NOM//nmod//1 och//KN//cc//5 skadestånd//NN|NEU|SIN|IND|NOM//conj//3 som//HP|-|-|-//nsubj//7 finns//VB|PRS|SFO//acl:relcl//5 i//PP//case//9 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//obl//7 skall//VB|PRS|AKT//aux//11 gälla//VB|INF|AKT//ROOT//11 även//AB//advmod//13 behandlingar//NN|UTR|PLU|IND|NOM//obj//11 som//HP|-|-|-//nsubj:pass//15 utförts//VB|SUP|SFO//acl:relcl//13 i//PP//case//19 strid//NN|UTR|SIN|IND|NOM//fixed//16 med//PP//fixed//16 lagen//NN|UTR|SIN|DEF|NOM//obl//15 om//PP//case//21 behandling//NN|UTR|SIN|IND|NOM//nmod//19 av//PP//case//23 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//21 inom//PP//case//25 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//21 (//PAD//punct//13 avsnitten//NN|NEU|PLU|DEF|NOM//nmod//28 6.15//RG|NOM//appos//13 och//KN//cc//30 6.16//RG|NOM//conj//28 )//PAD//punct//11 .//MAD//punct//11
Rättelse och skadestånd;En//DT|UTR|SIN|IND//det//34 föreskrift//NN|UTR|SIN|IND|NOM//nsubj:pass//39 som//HP|-|-|-//nsubj//36 anger//VB|PRS|AKT//acl:relcl//34 detta//DT|NEU|SIN|DEF//det//38 förhållande//NN|NEU|SIN|IND|NOM//nsubj:pass//39 tas//VB|PRS|SFO//conj//11 in//PL//compound:prt//39 i//PP//case//44 den//DT|UTR|SIN|DEF//det//44 sistnämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//44 lagen//NN|UTR|SIN|DEF|NOM//obl//39

Överklagande;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 inga//DT|UTR/NEU|PLU|IND//det//4 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 regler//NN|UTR|PLU|IND|NOM//obj//1 om//PP//mark//6 överklagande//NN|NEU|SIN|IND|NOM//acl//4 av//PP//case//10 den//DT|UTR|SIN|DEF//det//10 personuppgiftsansvariges//JJ|POS|MAS|SIN|DEF|GEN//amod//10 beslut//NN|NEU|SIN|IND|NOM//nmod//6 i//PP//case//13 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 frågor//NN|UTR|PLU|IND|NOM//nmod//10 (//PAD//punct//13 avsnitt//NN|NEU|SIN|IND|NOM//nmod//16 6.17//RG|NOM//appos//13 )//PAD//punct//1 .//MAD//punct//1
Överklagande;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//25 om//PP//case//23 en//DT|UTR|SIN|IND//det//23 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//23 överklaganderätt//NN|UTR|SIN|IND|NOM//nmod//19 bör//VB|PRS|AKT//aux//25 finnas//VB|INF|SFO//parataxis//1 är//VB|PRS|AKT//cop//25 av//PP//case//29 principiellt//JJ|POS|NEU|SIN|IND|NOM//amod//29 slag//NN|NEU|SIN|IND|NOM//obl//26 och//KN//cc//33 bör//VB|PRS|AKT//aux//33 därför//AB//advmod//33 övervägas//VB|INF|SFO//conj//25 i//PP//case//37 ett//DT|NEU|SIN|IND//det//37 annat//JJ|POS|NEU|SIN|IND|NOM//amod//37 sammanhang//NN|NEU|SIN|IND|NOM//obl//33 .//MAD//punct//1
Överklagande;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//0 ,//MID//punct//3 menar//VB|PRS|AKT//ROOT//3 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 ,//MID//punct//8 ingen//DT|UTR|SIN|IND//det//8 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//8 ordning//NN|UTR|SIN|IND|NOM//parataxis//3 att//SN//mark//24 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//24 i//PP//case//14 varje//DT|UTR/NEU|SIN|IND//det//14 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//14 fall//NN|NEU|SIN|IND|NOM//nmod//10 i//PP//case//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 specialförfattningar//NN|UTR|PLU|IND|NOM//nmod//14 om//PP//case//19 behandling//NN|UTR|SIN|IND|NOM//nmod//17 av//PP//case//21 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//19 ,//MID//punct//10 skall//VB|PRS|AKT//aux//24 ta//VB|INF|AKT//acl//8 ställning//NN|UTR|SIN|IND|NOM//obj//24 till//PP//case//29 om//SN//case//29 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 beslut//NN|NEU|PLU|IND|NOM//obl//24 som//HP|-|-|-//obj//36 den//DT|UTR|SIN|DEF//det//32 personuppgiftsansvarige//JJ|POS|MAS|SIN|DEF|NOM//nsubj:pass//36 fattar//VB|PRS|AKT//aux//36 bör//VB|PRS|AKT//aux//36 kunna//VB|INF|AKT//aux//36 överklagas//VB|INF|SFO//acl:relcl//29 .//MAD//punct//3
Överklagande;Den//DT|UTR|SIN|DEF//det//40 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//40 lösningen//NN|UTR|SIN|DEF|NOM//nsubj//41 är//VB|PRS|AKT//parataxis//3 att//SN//mark//56 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//56 i//PP//case//46 ett//DT|NEU|SIN|IND//det//46 sammanhang//NN|NEU|SIN|IND|NOM//nmod//43 –//RG|NOM//punct//48 lämpligen//AB//advmod//46 i//PP//case//51 ett//DT|NEU|SIN|IND//det//51 lagstiftningsärende//NN|NEU|SIN|IND|NOM//obl//48 rörande//PP//case//53 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//nmod//51 –//RG|NOM//punct//56 får//VB|PRS|AKT//aux//56 ta//VB|INF|AKT//ccomp//41 ställning//NN|UTR|SIN|IND|NOM//obj//56 till//PP//mark//64 om//SN//mark//64 en//DT|UTR|SIN|IND//det//62 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//62 överklaganderätt//NN|UTR|SIN|IND|NOM//nsubj//64 bör//VB|PRS|AKT//aux//64 finnas//VB|INF|SFO//advcl//56 .//MAD//punct//3

Ikraftträdande- och övergångsbestämmelser;Lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 om//PP//case//2 behandling//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//4 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//2 föreslås//VB|PRS|SFO//ROOT//5 träda//VB|INF|AKT//xcomp//5 i//PP//compound:prt//6 kraft//NN|UTR|SIN|IND|NOM//fixed//7 den//DT|UTR|SIN|DEF//det//11 1//RO|NOM//nummod//11 juli//NN|UTR|SIN|IND|NOM//obl//6 2000//RG|NOM//nummod//11 (//PAD//punct//11 avsnitt//NN|NEU|SIN|IND|NOM//nmod//15 7.2//RG|NOM//appos//11 )//PAD//punct//5 .//MAD//punct//5
Ikraftträdande- och övergångsbestämmelser;Som//HA//mark//2 inledningsvis//AB//advmod//2 nämndes//VB|PRT|SFO//advcl//3 bygger//VB|PRS|AKT//ROOT//3 lagen//NN|UTR|SIN|DEF|NOM//nsubj//3 om//PP//case//6 behandling//NN|UTR|SIN|IND|NOM//nmod//4 av//PP//case//8 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//6 inom//PP//case//10 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//6 på//PP//case//12 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//nmod//10 och//KN//cc//16 skall//VB|PRS|AKT//aux//16 t//NN|AN//nsubj:pass//16 illämpas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//conj//3 sida//NN|UTR|SIN|IND|NOM//obj//16 vid//PP//case//19 sida//NN|UTR|SIN|IND|NOM//obl//16 med//PP//case//21 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//19 .//MID//punct//28
Ikraftträdande- och övergångsbestämmelser;Mot//PP//case//25 denna//DT|UTR|SIN|DEF//det//25 bakgrund//NN|UTR|SIN|IND|NOM//obl//28 bör//VB|PRS|AKT//aux//28 ,//MID//punct//28 menar//VB|PRS|AKT//conj//3 utredningen//NN|UTR|SIN|DEF|NOM//obj//28 ,//MID//punct//28 den//DT|UTR|SIN|DEF//det//33 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//33 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 övergångsreglering//NN|UTR|SIN|IND|NOM//nsubj//39 och//KN//cc//36 personuppgiftslagens//NN|UTR|SIN|DEF|GEN//conj//34 i//PP//case//38 princip//NN|UTR|SIN|IND|NOM//obl//39 överensstämma//VB|INF|AKT//conj//28 .//MAD//punct//3
Ikraftträdande- och övergångsbestämmelser;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 därför//AB//advmod//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//3 om//PP//case//7 automatiserad//PC|PRF|UTR|SIN|IND|NOM//amod//7 behandling//NN|UTR|SIN|IND|NOM//obl//1  //_SP////7 av//PP//case//10 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//7 ,//MID//punct//13 en//DT|UTR|SIN|IND//det//13 övergångsbestämmelse//NN|UTR|SIN|IND|NOM//conj//7 som//HP|-|-|-//nsubj//15 innebär//VB|PRS|AKT//acl:relcl//13 att//SN//mark//24 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//24 –//PAD//punct//24 liksom//PP//mark//20 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//obl//24 –//PM|NOM//punct//24 skall//VB|PRS|AKT//aux//24 t//NN|AN//nsubj:pass//24 illämpas//VB|INF|SFO//ccomp//15 först//AB//advmod//24 den//DT|UTR|SIN|DEF//det//28 1//RO|NOM//nummod//28 oktober//NN|UTR|SIN|IND|NOM//nmod//29 2001//RG|NOM//obl//24 på//PP//case//33 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//33 automatiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//33 behandlingar//NN|UTR|PLU|IND|NOM//nmod//29 som//HP|-|-|-//nsubj:pass//36 har//VB|PRS|AKT//aux//36 påbörjats//VB|SUP|SFO//acl:relcl//33 före//PP//case//40 den//DT|UTR|SIN|DEF//det//40 24//RG|NOM//nummod//40 oktober//NN|UTR|SIN|IND|NOM//obl//36 1998//RG|NOM//nummod//40 .//MAD//punct//1
Ikraftträdande- och övergångsbestämmelser;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//50 bör//VB|PRS|AKT//aux//50 –//RG|NOM//punct//50 liksom//AB//advmod//48 enligt//PP//case//48 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//obl//50 –//PAD//punct//50 gälla//VB|INF|AKT//parataxis//1 beträffande//PP//case//53 automatiserad//PC|PRF|UTR|SIN|IND|NOM//amod//53 behandling//NN|UTR|SIN|IND|NOM//obl//50 som//HP|-|-|-//nsubj:pass//55 utförs//VB|PRS|SFO//acl:relcl//53 för//PP//case//59 ett//DT|NEU|SIN|IND//det//59 visst//JJ|POS|NEU|SIN|IND|NOM//amod//59 ändamål//NN|NEU|SIN|IND|NOM//obl//55 ,//MID//punct//50 om//PP//case//62 behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//66 för//PP//case//64 ändamålet//NN|NEU|SIN|DEF|NOM//nmod//62 har//VB|PRS|AKT//aux//66 påbörjats//VB|SUP|SFO//conj//50 före//PP//case//70 den//DT|UTR|SIN|DEF//det//70 24//RG|NOM//nummod//70 oktober//NN|UTR|SIN|IND|NOM//obl//66 1998//RG|NOM//nummod//70 .//MAD//punct//1
