Statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 bemyndigade//VB|PRT|AKT//ROOT//1 genom//PP//case//3 beslut//NN|NEU|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//6 21//RG|NOM//nummod//6 december//NN|UTR|SIN|IND|NOM//obl//1 2000//RG|NOM//nummod//6 det//DT|NEU|SIN|DEF//det//9 statsråd//NN|NEU|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//11 ansvarar//VB|PRS|AKT//acl:relcl//9 för//PP//case//13 frågor//NN|UTR|PLU|IND|NOM//obl//11 om//PP//case//16 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//16 ekonomi//NN|UTR|SIN|IND|NOM//nmod//13 att//IE//mark//18 tillkalla//VB|INF|AKT//acl//16 en//DT|UTR|SIN|IND//det//21 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//21 utredare//NN|UTR|SIN|IND|NOM//obj//18 med//PP//case//23 uppdrag//NN|NEU|SIN|IND|NOM//obl//18 att//IE//mark//25 utreda//VB|INF|AKT//acl//23 frågan//NN|UTR|SIN|DEF|NOM//obj//25 om//PP//case//28 kontroll//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//30 omprövning//NN|UTR|SIN|IND|NOM//conj//28 av//PP//case//32 beslut//NN|NEU|SIN|IND|NOM//nmod//30 om//PP//case//34 utbetalning//NN|UTR|SIN|IND|NOM//obl//25 i//PP//case//36 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//34 .//MAD//punct//1
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 förelägga//VB|INF|AKT//ROOT//2 kommunen//NN|UTR|SIN|DEF|NOM//obj//2 att//IE//mark//5 lämna//VB|INF|AKT//acl//3 uppgift//NN|UTR|SIN|IND|NOM//obj//5 ,//MID//punct//2 visa//VB|INF|AKT//conj//2 upp//PL//compound:prt//8 handling//NN|UTR|SIN|IND|NOM//obj//8 eller//KN//cc//12 lämna//VB|INF|AKT//conj//8 över//PL//compound:prt//12 en//DT|UTR|SIN|IND//det//15 kopia//NN|UTR|SIN|IND|NOM//obj//12 av//PP//case//17 handling//NN|UTR|SIN|IND|NOM//nmod//15 som//HP|-|-|-//nsubj:pass//19 behövs//VB|PRS|SFO//acl:relcl//17 för//PP//case//21 kontroll//NN|UTR|SIN|IND|NOM//obl//19 av//PP//case//23 rätten//NN|UTR|SIN|DEF|NOM//nmod//21 till//PP//case//25 ersättning//NN|UTR|SIN|IND|NOM//nmod//23 .//MAD//punct//2
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;15//RG|NOM//nummod//28 §//NN|AN//obl//2
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Om//SN//mark//8 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//8 i//PP//case//4 en//DT|UTR|SIN|IND//det//4 ansökan//NN|UTR|SIN|IND|NOM//nmod//1 om//PP//case//6 ersättning//NN|UTR|SIN|IND|NOM//nmod//4 behöver//VB|PRS|AKT//aux//8 kontrolleras//VB|INF|SFO//advcl//21 genom//PP//case//10 avstämning//NN|UTR|SIN|IND|NOM//obl//8 mot//PP//case//12 räkenskaper//NN|UTR|PLU|IND|NOM//nmod//10 ,//MID//punct//14 anteckningar//NN|UTR|PLU|IND|NOM//conj//12 eller//KN//cc//17 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 handlingar//NN|UTR|PLU|IND|NOM//conj//12 ,//MID//punct//21 får//VB|PRS|AKT//aux//21 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//21 komma//VB|INF|AKT//ROOT//21 överens//PL//advmod//21 med//PP//case//24 kommunen//NN|UTR|SIN|DEF|NOM//obl//21 om//PP//mark//31 att//SN//mark//31 en//DT|UTR|SIN|IND//det//29 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//29 avstämning//NN|UTR|SIN|IND|NOM//nsubj:pass//31 skall//VB|PRS|AKT//aux//31 göras//VB|INF|SFO//advcl//21 vid//PP//case//33 besök//NN|NEU|SIN|IND|NOM//obl//31 hos//PP//case//35 kommunen//NN|UTR|SIN|DEF|NOM//nmod//33 .//MAD//punct//21
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 uppdra//VB|INF|AKT//ROOT//2 åt//PP//case//5 en//DT|UTR|SIN|IND//det//5 skattemyndighet//NN|UTR|SIN|IND|NOM//obl//2 att//IE//mark//7 genomföra//VB|INF|AKT//acl//5 besök//NN|NEU|SIN|IND|NOM//obj//7 enligt//PP//case//11 första//RO|NOM//amod//11 stycket//NN|NEU|SIN|DEF|NOM//obl//7 .//MAD//punct//2
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 lydelse//NN|UTR|SIN|IND|NOM//nmod//2 Föreslagen//PC|PRF|UTR|SIN|IND|NOM//amod//3 lydelse//NN|UTR|SIN|IND|NOM//ROOT//3 16//RG|NOM//nummod//5 §//NN|AN//nmod//3
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 besluta//VB|INF|AKT//ROOT//2 om//PP//case//4 revision//NN|UTR|SIN|IND|NOM//obl//2 hos//PP//case//6 kommunen//NN|UTR|SIN|DEF|NOM//nmod//4 för//PP//mark//9 att//IE//mark//9 kontrollera//VB|INF|AKT//advcl//2 att//SN//mark//20 uppgift//NN|UTR|SIN|IND|NOM//nsubj//20 som//HP|-|-|-//obj//14 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//14 lämnat//VB|SUP|AKT//acl:relcl//11 till//PP//case//16 ledning//NN|UTR|SIN|IND|NOM//obl//14 för//PP//case//18 ersättningsbeslut//NN|NEU|SIN|IND|NOM//obl//14 är//VB|PRS|AKT//cop//20 riktig//JJ|POS|UTR|SIN|IND|NOM//ccomp//9 .//MAD//punct//2
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 uppdra//VB|INF|AKT//ROOT//2 åt//PP//case//5 en//DT|UTR|SIN|IND//det//5 skattemyndighet//NN|UTR|SIN|IND|NOM//obl//2 att//IE//mark//7 genomföra//VB|INF|AKT//acl//5 revision//NN|UTR|SIN|IND|NOM//obj//7 enligt//PP//case//11 första//RO|NOM//amod//11 stycket//NN|NEU|SIN|DEF|NOM//obl//7 .//MAD//punct//2
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Vid//PP//case//1 revision//NN|UTR|SIN|IND|NOM//obl//2 får//VB|PRS|AKT//aux//10 räkenskapsmaterial//NN|NEU|SIN|IND|NOM//nsubj:pass//10 och//KN//cc//6 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 handlingar//NN|UTR|PLU|IND|NOM//conj//3 som//HP|-|-|-//nsubj//8 rör//VB|PRS|AKT//acl:relcl//6 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 granskas//VB|PRS|SFO//ROOT//10 .//MAD//punct//10
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Med//PP//case//13 handling//NN|UTR|SIN|IND|NOM//obl//14 förstås//VB|PRS|SFO//advmod//10 framställning//NN|UTR|SIN|IND|NOM//obj//10 i//PP//case//17 skrift//NN|UTR|SIN|IND|NOM//nmod//15 eller//KN//cc//19 bild//NN|UTR|SIN|IND|NOM//conj//17 samt//KN//cc//21 upptagning//NN|UTR|SIN|IND|NOM//conj//17 som//HP|-|-|-//nsubj:pass//24 kan//VB|PRS|AKT//aux//24 läsas//VB|INF|SFO//acl:relcl//21 ,//MID//punct//26 avlyssnas//VB|INF|SFO//conj//24 eller//KN//cc//31 på//PP//case//30 annat//JJ|POS|NEU|SIN|IND|NOM//amod//30 sätt//NN|NEU|SIN|IND|NOM//obl//31 uppfattas//VB|PRS|SFO//conj//24 endast//AB//advmod//35 med//PP//case//35 tekniskt//JJ|POS|NEU|SIN|IND|NOM//amod//35 hjälpmedel//NN|NEU|SIN|IND|NOM//obl//31 .//MAD//punct//10
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;17//RG|NOM//nummod//38 §//NN|AN//appos//10
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Vid//PP//case//1 revision//NN|UTR|SIN|IND|NOM//obl//4 skall//VB|PRS|AKT//aux//4 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//4 tillhandahålla//VB|INF|AKT//ROOT//4 Riksskatteverket//NN|NEU|SIN|DEF|NOM//iobj//4 de//DT|UTR/NEU|PLU|DEF//det//7 handlingar//NN|UTR|PLU|IND|NOM//obj//4 och//KN//cc//9 lämna//VB|INF|AKT//conj//4 de//DT|UTR/NEU|PLU|DEF//det//11 upplysningar//NN|UTR|PLU|IND|NOM//obj//9 som//HP|-|-|-//nsubj:pass//13 behövs//VB|PRS|SFO//acl:relcl//11 för//PP//case//15 revisionen//NN|UTR|SIN|DEF|NOM//obl//13 .//MAD//punct//4
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Kommunen//NN|UTR|SIN|DEF|NOM//nsubj//21 skall//VB|PRS|AKT//aux//21 i//PP//advmod//21 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//19 lämna//VB|INF|AKT//parataxis//4 den//DT|UTR|SIN|DEF//det//23 hjälp//NN|UTR|SIN|IND|NOM//obj//21 som//HP|-|-|-//nsubj:pass//25 behövs//VB|PRS|SFO//acl:relcl//23 vid//PP//case//27 revisionen//NN|UTR|SIN|DEF|NOM//obl//25 .//MAD//punct//21
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 lydelse//NN|UTR|SIN|IND|NOM//nmod//3 Föreslagen//PC|PRF|UTR|SIN|IND|NOM//amod//3 lydelse//NN|UTR|SIN|IND|NOM//ROOT//3
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Ränta//NN|UTR|SIN|IND|NOM//ROOT//0 18//RG|NOM//nummod//2 §//NN|AN//obj//0
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Kostnadsränta//NN|UTR|SIN|IND|NOM//nsubj:pass//1 tas//VB|PRS|SFO//ROOT//1 ut//PL//compound:prt//1 på//PP//case//4 ersättning//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//obl//8 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//8 skall//VB|PRS|AKT//aux//8 återbetala//VB|INF|AKT//acl:relcl//4 efter//PP//case//10 beslut//NN|NEU|SIN|IND|NOM//obl//8 av//PP//case//12 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nmod//10 .//MAD//punct//1
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Räntan//NN|UTR|SIN|DEF|NOM//nsubj:pass//15 beräknas//VB|PRS|SFO//parataxis//1 från//PP//case//18 den//DT|UTR|SIN|DEF//det//18 dag//NN|UTR|SIN|IND|NOM//obl//15 beloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//20 betalades//VB|PRT|SFO//advcl//15 ut//PL//compound:prt//20 till//AB//mark//28 och//KN//fixed//22 med//AB//mark//28 den//DT|UTR|SIN|DEF//det//26 dag//NN|UTR|SIN|IND|NOM//fixed//24 beloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//28 återbetalas//VB|INF|SFO//advcl//20 .//MAD//punct//1
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Intäktsränta//NN|UTR|SIN|IND|NOM//nsubj:pass//1 betalas//VB|PRS|SFO//ROOT//1 på//PP//case//3 ersättning//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj:pass//6 skall//VB|PRS|AKT//aux//6 betalas//VB|INF|SFO//acl:relcl//3 till//PP//case//8 kommunen//NN|UTR|SIN|DEF|NOM//obl//6 .//MAD//punct//1
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Räntan//NN|UTR|SIN|DEF|NOM//nsubj:pass//11 beräknas//VB|PRS|SFO//parataxis//1 från//PP//case//13 utgången//NN|UTR|SIN|DEF|NOM//obl//11 av//PP//case//16 första//RO|NOM//amod//16 månaden//NN|UTR|SIN|DEF|NOM//nmod//13 efter//PP//case//19 den//DT|UTR|SIN|DEF//det//19 månad//NN|UTR|SIN|IND|NOM//obl//11 då//HA//mark//24 ansökan//NN|UTR|SIN|IND|NOM//nsubj//24 om//PP//case//23 ersättning//NN|UTR|SIN|IND|NOM//nmod//21 kom//VB|PRT|AKT//acl:relcl//19 in//PL//compound:prt//24 till//PP//case//27 Riksskatteverket//NN|NEU|SIN|DEF|NOM//obl//24 och//KN//cc//35 till//AB//advmod//33 och//KN//fixed//29 med//AB//fixed//29 den//DT|UTR|SIN|DEF//det//33 dag//NN|UTR|SIN|IND|NOM//obl//35 beloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//35 betalas//VB|INF|SFO//conj//24 ut//PL//compound:prt//35 .//MAD//punct//11
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Kostnadsränta//NN|UTR|SIN|IND|NOM//nsubj:pass//3 och//KN//cc//2 intäktsränta//NN|UTR|SIN|IND|NOM//conj//0 beräknas//VB|PRS|SFO//ROOT//3 efter//PP//case//6 en//DT|UTR|SIN|IND//det//6 räntesats//NN|UTR|SIN|IND|NOM//obl//3 som//HP|-|-|-//nsubj//8 motsvarar//VB|PRS|AKT//acl:relcl//6 basräntan//NN|UTR|SIN|DEF|NOM//obj//8 enligt//PP//case//12 19//RG|NOM//nummod//12 kap.//NN|AN//nmod//9 3//RG|NOM//nummod//14 §//NN|AN//nmod//15 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//nmod//12 (//PAD//punct//12 1997:483//RG|NOM//appos//12 )//PAD//punct//3 .//MAD//punct//3
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Omprövning//NN|UTR|SIN|IND|NOM//ROOT//0 19//RG|NOM//nummod//2 §//NN|AN//nmod//0
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 ompröva//VB|INF|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//4 beslut//NN|NEU|SIN|IND|NOM//obj//2 enligt//PP//case//7 denna//DT|UTR|SIN|DEF//det//7 lag//NN|UTR|SIN|IND|NOM//obl//2 om//PP//case//9 ersättning//NN|UTR|SIN|IND|NOM//nmod//7 eller//KN//cc//11 ränta//NN|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//2 om//SN//mark//15 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//15 begärs//VB|PRS|SFO//advcl//2 av//PP//case//17 kommunen//NN|UTR|SIN|DEF|NOM//nmod//15 ,//MID//punct//21 eller//KN//cc//21 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 finns//VB|PRS|SFO//conj//2 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 skäl//NN|NEU|PLU|IND|NOM//nsubj//21 .//MAD//punct//2
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 lydelse//NN|UTR|SIN|IND|NOM//ROOT//1 (//PAD//punct//1 9//RG|NOM//nummod//4 §//NN|AN//appos//1 )//PAD//punct//4 3//RG|NOM//nummod//1
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Riksskatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 beslut//NN|NEU|SIN|IND|NOM//nsubj//5 enligt//PP//case//4 denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nmod//1 får//VB|PRS|AKT//ROOT//5  //_SP////5 överklagas//VB|INF|SFO//xcomp//5 hos//PP//case//9 regeringen//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//5
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Föreslagen//PC|PRF|UTR|SIN|IND|NOM//amod//1 lydelse//NN|UTR|SIN|IND|NOM//nsubj//3 20//RG|NOM//nummod//3 §//NN|AN//ROOT//3
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;En//DT|UTR|SIN|IND//det//1 begäran//NN|UTR|SIN|IND|NOM//nsubj//6 om//PP//case//3 omprövning//NN|UTR|SIN|IND|NOM//nmod//1 skall//VB|PRS|AKT//aux//6 ha//VB|INF|AKT//aux//6 kommit//VB|SUP|AKT//ROOT//6 in//PL//compound:prt//6 till//PP//case//9 Riksskatteverket//NN|NEU|SIN|DEF|NOM//obl//6 senast//AB|SUV//case//12 tredje//RO|NOM//amod//12 året//NN|NEU|SIN|DEF|NOM//obl//6 efter//PP//case//14 utgången//NN|UTR|SIN|DEF|NOM//obl//6 av//PP//case//17 det//DT|NEU|SIN|DEF//det//17 kalenderår//NN|NEU|SIN|IND|NOM//nmod//14 som//HP|-|-|-//obj//20 ersättningen//NN|UTR|SIN|DEF|NOM//nsubj//20 avser//VB|PRS|AKT//acl:relcl//17 .//MAD//punct//6
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Om//SN//mark//3 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//3 självmant//AB//advmod//3 omprövar//VB|PRS|AKT//advcl//9 ett//DT|NEU|SIN|IND//det//5 beslut//NN|NEU|SIN|IND|NOM//obj//3 ,//MID//punct//9 får//VB|PRS|AKT//aux//9 omprövningsbeslut//NN|NEU|SIN|IND|NOM//nsubj:pass//9 meddelas//VB|INF|SFO//ROOT//9 senast//AB|SUV//case//12 tredje//RO|NOM//amod//12 året//NN|NEU|SIN|DEF|NOM//obl//9 efter//PP//case//14 utgången//NN|UTR|SIN|DEF|NOM//obl//9 av//PP//case//17 det//DT|NEU|SIN|DEF//det//17 kalenderår//NN|NEU|SIN|IND|NOM//nmod//14 som//HP|-|-|-//obj//20 ersättningen//NN|UTR|SIN|DEF|NOM//nsubj//20 avser//VB|PRS|AKT//acl:relcl//17 .//MAD//punct//9
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Ett//DT|NEU|SIN|IND//det//1 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//3 får//VB|PRS|AKT//aux//3 omprövas//VB|INF|SFO//ROOT//3 även//AB//advmod//7 efter//PP//case//7 den//DT|UTR|SIN|DEF//det//7 tid//NN|UTR|SIN|IND|NOM//obl//3 som//HP|-|-|-//nsubj:pass//9 anges//VB|PRS|SFO//acl:relcl//7 i//PP//case//14 första//RO|NOM//amod//14 och//KN//cc//13 andra//RO|NOM//conj//11 styckena//NN|NEU|PLU|DEF|NOM//obl//9 när//HA//mark//18 en//DT|UTR|SIN|IND//det//17 ändring//NN|UTR|SIN|IND|NOM//nsubj:pass//18 föranleds//VB|PRS|SFO//advcl//9 av//PP//case//21 skattemyndighets//NN|NEU|SIN|DEF|GEN//nmod:poss//21 beskattningsbeslut//NN|NEU|SIN|IND|NOM//obl:agent//18 enligt//PP//case//23 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//obl//18 (//PAD//punct//23 1997:483//RG|NOM//appos//23 )//PAD//punct//3 .//MAD//punct//3
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Överklagande//NN|NEU|SIN|IND|NOM//amod//2 21//RG|NOM//nummod//2 §//NN|AN//ROOT//2
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Riksskatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//14 om//PP//mark//3 föreläggande//NN|NEU|SIN|IND|NOM//acl//1 enligt//PP//case//6 14//RG|NOM//nummod//6 §//NN|AN//obl//3 eller//KN//cc//8 revision//NN|UTR|SIN|IND|NOM//conj//6 enligt//PP//case//11 16//RG|NOM//nummod//11 §//NN|AN//nmod//8 får//VB|PRS|AKT//aux//14 inte//AB//advmod//14 överklagas//VB|INF|SFO//ROOT//14 .//MAD//punct//14
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Riksskatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//8 om//PP//case//3 tillskott//NN|NEU|SIN|IND|NOM//nmod//1 enligt//PP//case//6 3//RG|NOM//nummod//6 §//NN|AN//nmod//3  //_SP////6 överklagas//VB|PRS|SFO//ROOT//8 hos//PP//case//10 regeringen//NN|UTR|SIN|DEF|NOM//obl//8 .//MAD//punct//8
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 beslut//NN|NEU|PLU|IND|NOM//nsubj:pass//7 av//PP//case//3 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nmod//1 enligt//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 lag//NN|UTR|SIN|IND|NOM//nmod//3 överklagas//VB|INF|SFO//ROOT//7 hos//PP//case//10 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//10 förvaltningsdomstol//NN|UTR|SIN|IND|NOM//obl//7 .//MAD//punct//7
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 lydelse//NN|UTR|SIN|IND|NOM//nmod//5 Föreslagen//PC|PRF|UTR|SIN|IND|NOM//cc//1 lydelse//NN|UTR|SIN|IND|NOM//conj//1 22//RG|NOM//nummod//5 §//NN|AN//ROOT//5
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//4 av//PP//case//2 länsrätten//NN|UTR|SIN|DEF|NOM//nmod//0 får//VB|PRS|AKT//aux//4 prövas//VB|INF|SFO//ROOT//4 av//PP//case//6 kammarrätten//NN|UTR|SIN|DEF|NOM//obl:agent//4 endast//AB//mark//11 om//SN//mark//11 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//11 har//VB|PRS|AKT//aux//11 meddelat//VB|SUP|AKT//advcl//4 prövningstillstånd//NN|NEU|SIN|IND|NOM//obj//11 .//MAD//punct//4
1.1 Förslag till lag om ändring i lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting Härigenom föreskrivs i fråga om lagen (1995:1518) om mervärdesskattekonton för kommuner och landsting;Verkställighet//NN|UTR|SIN|IND|NOM//ROOT//0 23//RG|NOM//nummod//2 §//NN|AN//nmod//0
