
INNEHÅLL;Referenser//NN|UTR|PLU|IND|NOM//ROOT//0
1.2 Bakgrund (1);Bör//VB|PRS|AKT//aux//164 föräldrar//NN|UTR|PLU|IND|NOM//nsubj:pass//164 till//PP//case//161 barn//NN|NEU|SIN|IND|NOM//nmod//159 med//PP//case//163 CI//PM|NOM//nmod//161 erbjudas//VB|INF|SFO//parataxis//80 teckenspråksundervisning//NN|UTR|SIN|IND|NOM//obj//164 eller//KN//cc//167 kurs//NN|UTR|SIN|IND|NOM//conj//165 i//PP//case//169 tecken//NN|NEU|PLU|IND|NOM//obl//164 som//KN//mark//171 stöd//NN|NEU|SIN|IND|NOM//appos//169 ?//MID//punct//164
1.2 Bakgrund (1);Vilken//HD|UTR|SIN|IND//det//174 betydelse//NN|UTR|SIN|IND|NOM//nsubj//175 har//VB|PRS|AKT//conj//80 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//177 kommunikation//NN|UTR|SIN|IND|NOM//obj//175 för//PP//case//180 kognitiv//JJ|POS|UTR|SIN|IND|NOM//amod//180 utveckling//NN|UTR|SIN|IND|NOM//obl//175 och//KN//cc//182 skolprestationer//NN|UTR|PLU|IND|NOM//conj//180 ?//MID//punct//175
1.2 Bakgrund (1);Slutligen//AB//advmod//185 ställs//VB|PRS|SFO//conj//175 också//AB//advmod//185 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//185 om//PP//case//190 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//190 skolplacering//NN|UTR|SIN|IND|NOM//nmod//187 för//PP//case//192 barnen//NN|NEU|PLU|DEF|NOM//nmod//190 .//MAD//punct//80
1.2 Bakgrund (1);"Svartholm//PM|NOM//ROOT//0 (//PAD//punct//0 2010//RG|NOM//nummod//0 )//PAD//punct//0 å//PP//advmod//7 sin//PS|UTR|SIN|DEF//nmod:poss//6 sida//NN|UTR|SIN|IND|NOM//obl//7 beskrev//VB|PRT|AKT//conj//0 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//7 av//PP//case//10 statusen//NN|UTR|SIN|DEF|NOM//nmod//8 för//PP//case//13 dövas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//nmod:poss//13 teckenspråk//NN|NEU|PLU|IND|NOM//nmod//10 i//PP//case//15 Sverige//PM|NOM//nmod//13 från//PP//case//17 1981//RG|NOM//obl//7 och//KN//cc//19 framåt//AB//conj//17 och//KN//cc//21 föreskriften//NN|UTR|SIN|DEF|NOM//conj//17 om//PP//case//23 tvåspråkighet//NN|UTR|SIN|IND|NOM//nmod//21 ,//MID//punct//7 dvs.//AB|AN//advmod//7 att//SN//mark//29 barnen//NN|NEU|PLU|DEF|NOM//nsubj//29 ska//VB|PRS|AKT//aux//29 ges//VB|INF|SFO//ccomp//7 möjlighet//NN|UTR|SIN|IND|NOM//obj//29 att//IE//mark//32 utvecklas//VB|INF|SFO//acl//30 med//PP//case//35 två//RG|NOM//nummod//35 språk//NN|NEU|PLU|IND|NOM//obl//32 ;//MID//punct//35"
1.2 Bakgrund (1);teckenspråk//NN|NEU|SIN|IND|NOM//appos//35 och//KN//cc//39 svenska//NN|UTR|SIN|IND|NOM//conj//37 ,//MID//punct//35 i//PP//case//43 första//RO|NOM//amod//43 hand//NN|UTR|SIN|IND|NOM//obl//32 i//PP//case//46 skriftlig//JJ|POS|UTR|SIN|IND|NOM//amod//46 form//NN|UTR|SIN|IND|NOM//nmod//43 .//MID//punct//0
1.2 Bakgrund (1);Hon//PN|UTR|SIN|DEF|SUB//nsubj//49 pekade//VB|PRT|AKT//parataxis//0 också//AB//advmod//49 på//PP//case//53 den//DT|UTR|SIN|DEF//det//53 utveckling//NN|UTR|SIN|IND|NOM//obl//49 som//HP|-|-|-//nsubj//55 skett//VB|SUP|AKT//acl:relcl//53 genom//PP//case//60 det//DT|NEU|SIN|DEF//det//59 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 antalet//NN|NEU|SIN|DEF|NOM//nmod//60 barn//NN|NEU|PLU|IND|NOM//obl//55 med//PP//case//62 CI//PM|NOM//nmod//60 som//HP|-|-|-//nsubj//64 får//VB|PRS|AKT//acl:relcl//60 sin//PS|UTR|SIN|DEF//nmod:poss//66 skolgång//NN|UTR|SIN|IND|NOM//obj//64 i//PP//case//68 specialskolan//NN|UTR|SIN|DEF|NOM//obl//64 vilket//HP|NEU|SIN|IND//nsubj//70 innebär//VB|PRS|AKT//acl:relcl//53 behov//NN|NEU|SIN|IND|NOM//obj//70 av//PP//case//74 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//74 undervisningsmetoder//NN|UTR|PLU|IND|NOM//nmod//71 (//PAD//punct//76 Svartholm//PM|NOM//appos//70 ,//MID//punct//78 2010//RG|NOM//obl//76 )//PAD//punct//76 .//MAD//punct//49
1.2 Bakgrund (1);Idag//AB//advmod//82 inbegriper//VB|PRS|AKT//conj//49 tvåspråkigheten//NN|UTR|SIN|DEF|NOM//obj//82 även//AB//advmod//85 talad//PC|PRF|UTR|SIN|IND|NOM//amod//86 svenska//NN|UTR|SIN|IND|NOM//obj//82 .//MAD//punct//49
1.2 Bakgrund (1);I//PP//case//2 en//DT|UTR|SIN|IND//det//2 enkätstudie//NN|UTR|SIN|IND|NOM//nmod//3 genomförd//PC|PRF|UTR|SIN|IND|NOM//nsubj//23 av//PP//case//6 en//DT|UTR|SIN|IND//det//6 arbetsgrupp//NN|UTR|SIN|IND|NOM//nmod//3 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//6 av//PP//case//9 representanter//NN|UTR|PLU|IND|NOM//obl//7 från//PP//case//13 ett//DT|NEU|SIN|IND//det//13 s.k.//AB|AN//amod//13 CI-team//NN|NEU|SIN|IND|NOM//nmod//9 ,//MID//punct//15 hörselvården//NN|UTR|SIN|DEF|NOM//conj//13 och//KN//cc//17 specialförskolorna//NN|UTR|PLU|DEF|NOM//conj//13 i//PP//case//20 Stockholms//PM|GEN//nmod:poss//20 län//NN|NEU|SIN|IND|NOM//nmod//17 samt//KN//cc//22 föräldrar//NN|UTR|PLU|IND|NOM//conj//13 deltog//VB|PRT|AKT//ROOT//23 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//25 85//RG|NOM//nummod//26 föräldrapar//NN|UTR|PLU|IND|NOM//obj//23 vars//HS|DEF//nmod:poss//28 barn//NN|NEU|PLU|IND|NOM//nsubj:pass//29 opererats//VB|SUP|SFO//acl:relcl//26 1991-2004//RG|NOM//obl//29 .//MAD//punct//23
1.2 Bakgrund (1);Här//AB//advmod//33 framkom//VB|PRT|AKT//conj//23 att//SN//mark//36 föräldrarna//NN|UTR|PLU|DEF|NOM//nsubj//36 såg//VB|PRT|AKT//ccomp//33 brister//NN|UTR|PLU|IND|NOM//obj//36 i//PP//case//39 informationen//NN|UTR|SIN|DEF|NOM//nmod//37 från//PP//case//41 hörselvården//NN|UTR|SIN|DEF|NOM//nmod//39 och//KN//cc//45 att//SN//mark//45 man//PN|UTR|SIN|IND|SUB//nsubj//45 efterlyste//VB|PRT|AKT//conj//33 ett//DT|NEU|SIN|IND//det//48 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 samarbete//NN|NEU|SIN|IND|NOM//obj//45 mellan//PP//case//50 hörselvård//NN|UTR|SIN|IND|NOM//nmod//48 ,//MID//punct//53 CI//PM|NOM//amod//53 team//NN|NEU|SIN|IND|NOM//conj//50 och//KN//cc//55 skola//NN|UTR|SIN|IND|NOM//conj//50 .//MAD//punct//23
1.2 Bakgrund (1);Man//PN|UTR|SIN|IND|SUB//nsubj//58 efterlyste//VB|PRT|AKT//parataxis//23 också//AB//advmod//58 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 stöd//NN|NEU|SIN|IND|NOM//obj//58 när//HA//mark//64 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//64 gällde//VB|PRT|AKT//advcl//58 talspråksutveckling//NN|UTR|SIN|IND|NOM//obj//64 och//KN//cc//71 att//IE//mark//71 skola//NN|UTR|SIN|IND|NOM//nsubj//71 och//KN//cc//70 förskola//NN|UTR|SIN|IND|NOM//conj//68 verkar//VB|PRS|AKT//conj//58 språkstödjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//71 .//MAD//punct//58
1.2 Bakgrund (1);Stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//75 önskades//VB|PRT|SFO//parataxis//58 av//PP//case//78 både//KN//cc//78 logopeder//NN|UTR|PLU|IND|NOM//obl:agent//75 och//KN//cc//80 specialpedagoger//NN|UTR|PLU|IND|NOM//conj//78 (//PAD//punct//78 Anmyr//PM|NOM//appos//78 &//KN|AN//cc//84 Lundin//PM|NOM//conj//82 ,//MID//punct//86 2006//RG|NOM//conj//82 )//PAD//punct//78 .//MAD//punct//58
1.2 Bakgrund (1);Barnens//NN|NEU|PLU|DEF|GEN//nmod:poss//2 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 synpunkter//NN|UTR|PLU|IND|NOM//nsubj:pass//3 speglades//VB|PRT|SFO//ROOT//3 i//PP//case//6 en//DT|UTR|SIN|IND//det//6 studie//NN|UTR|SIN|IND|NOM//obl//3 av//PP//case//8 Preisler//PM|NOM//nmod//6 ,//MID//punct//10 Tvingstedt//PM|NOM//conj//8 och//KN//cc//12 Ahlström//PM|NOM//conj//8 (//PAD//punct//14 2004//RG|NOM//nmod//6 )//PAD//punct//3 .//MAD//punct//3
1.2 Bakgrund (1);Elva//RG|NOM//nummod//18 barn//NN|NEU|PLU|IND|NOM//nsubj:pass//21 med//PP//case//20 CI//PM|NOM//nmod//18 intervjuades//VB|PRT|SFO//conj//3 om//PP//case//24 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//24 erfarenheter//NN|UTR|PLU|IND|NOM//obl//21 av//PP//case//26 implantat//NN|NEU|PLU|IND|NOM//nmod//24 .//MAD//punct//21
1.2 Bakgrund (1);Sex//RG|NOM//nsubj//31 av//PP//case//30 barnen//NN|NEU|PLU|DEF|NOM//nmod//28 gick//VB|PRT|AKT//conj//3 i//PP//case//33 skolor//NN|UTR|PLU|IND|NOM//obl//31 för//PP//case//35 döva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//31 .//MAD//punct//31
1.2 Bakgrund (1);Som//KN//mark//39 positivt//AB|POS//advmod//39 betonade//VB|PRT|AKT//advcl//31 barnen//NN|NEU|PLU|DEF|NOM//nsubj//39 möjligheten//NN|UTR|SIN|DEF|NOM//obj//39 att//IE//mark//43 höra//VB|INF|AKT//acl//41 ljud//NN|NEU|SIN|IND|NOM//obj//43 i//PP//case//46 omgivningen//NN|UTR|SIN|DEF|NOM//obl//43 .//MAD//punct//39
1.2 Bakgrund (1);Barnen//NN|NEU|PLU|DEF|NOM//nsubj//52 i//PP//case//51 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 klasser//NN|UTR|PLU|IND|NOM//nmod//48 hade//VB|PRT|AKT//parataxis//39 svårigheter//NN|UTR|PLU|IND|NOM//obj//52 att//IE//mark//55 följa//VB|INF|AKT//acl//53 diskussioner//NN|UTR|PLU|IND|NOM//obj//55 och//KN//cc//58 undervisning//NN|UTR|SIN|IND|NOM//conj//56 i//PP//case//60 grupp//NN|UTR|SIN|IND|NOM//nmod//58 .//MID//punct//31
1.2 Bakgrund (1);De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//63 menade//VB|PRT|AKT//parataxis//31 också//AB//advmod//63 att//SN//mark//67 kamratkontakten//NN|UTR|SIN|DEF|NOM//nsubj//67 fungerade//VB|PRT|AKT//ccomp//63 bäst//AB|SUV//advmod//67 om//SN//mark//72 kamraterna//NN|UTR|PLU|DEF|NOM//nsubj//72 också//AB//advmod//72 använde//VB|PRT|AKT//advcl//67 en//DT|UTR|SIN|IND//det//74 del//NN|UTR|SIN|IND|NOM//nmod//75 tecken//NN|NEU|PLU|IND|NOM//obj//72 .//MAD//punct//3
1.2 Bakgrund (1);I//PP//case//1 anslutning//NN|UTR|SIN|IND|NOM//obl//5 till//PP//case//4 ovanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 frågor//NN|UTR|PLU|IND|NOM//nmod//1 betonar//VB|PRS|AKT//ROOT//5 Språkrådet//PM|NOM//nsubj//5 (//PAD//punct//6 2013//RG|NOM//appos//6 )//PAD//punct//6 i//PP//case//12 sin//PS|UTR|SIN|DEF//nmod:poss//12 rapport//NN|UTR|SIN|IND|NOM//obl//13 Se//VB|IMP|AKT//conj//5 språket//NN|NEU|SIN|DEF|NOM//obj//13 -//MID//punct//13 Barns//NN|NEU|PLU|IND|GEN//nmod:poss//17 tillgång//NN|UTR|SIN|IND|NOM//appos//13 till//PP//case//20 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//20 teckenspråk//NN|NEU|SIN|IND|NOM//nmod//17  //_SP////20 de//DT|UTR/NEU|PLU|DEF//det//25 alltmer//AB//advmod//24 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//13 för//PP//case//27 barn//NN|NEU|PLU|IND|NOM//nmod//25 att//IE//mark//29 lära//VB|INF|AKT//acl//25 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//29 teckenspråk//NN|NEU|SIN|IND|NOM//obj//29 och//KN//cc//33 menar//VB|PRS|AKT//conj//13 att//SN//mark//37 samhället//NN|NEU|SIN|DEF|NOM//nsubj//37 måste//VB|PRS|AKT//aux//37 värna//VB|INF|AKT//ccomp//33 om//PP//case//39 teckenspråket//NN|NEU|SIN|DEF|NOM//obl//37 genom//PP//mark//43 att//IE//mark//43 t.ex.//AB|AN//advmod//43 verka//VB|INF|AKT//advcl//37 för//PP//case//46 teckenspråkiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 förskolor//NN|UTR|PLU|IND|NOM//obl//43 med//PP//case//49 god//JJ|POS|UTR|SIN|IND|NOM//amod//49 kvalitet//NN|UTR|SIN|IND|NOM//obl//43 .//MAD//punct//5
1.2 Bakgrund (1);Man//PN|UTR|SIN|IND|SUB//nsubj//52 önskar//VB|PRS|AKT//parataxis//5 också//AB//advmod//52 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//55 kunskap//NN|UTR|SIN|IND|NOM//obj//52 om//PP//case//57 språkutveckling//NN|UTR|SIN|IND|NOM//nmod//55 på//PP//case//59 teckenspråk//NN|NEU|SIN|IND|NOM//nmod//57 hos//PP//case//61 personal//NN|UTR|SIN|IND|NOM//nmod//59 och//KN//cc//65 ett//DT|NEU|SIN|IND//det//65 gott//JJ|POS|NEU|SIN|IND|NOM//amod//65 föräldrastöd//NN|NEU|SIN|IND|NOM//conj//55 med//PP//case//68 språkligt//JJ|POS|NEU|SIN|IND|NOM//amod//68 perspektiv//NN|NEU|SIN|IND|NOM//nmod//65 .//MAD//punct//52
1.2 Bakgrund (1);I//PP//case//3 en//DT|UTR|SIN|IND//det//3 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//3 utblick//NN|UTR|SIN|IND|NOM//obl//4 framkommer//VB|PRS|AKT//ROOT//4 samma//DT|UTR/NEU|SIN/PLU|IND//det//6 bild//NN|UTR|SIN|IND|NOM//obj//4 .//MAD//punct//4
1.2 Bakgrund (1);2010//RG|NOM//nummod//9 disputerade//VB|PRT|AKT//parataxis//4 Sue//PM|NOM//nsubj//9 Archbold//PM|NOM//flat//10 på//PP//case//14 en//DT|UTR|SIN|IND//det//14 avhandling//NN|UTR|SIN|IND|NOM//obl//9 med//PP//case//16 titeln//NN|UTR|SIN|DEF|NOM//nmod//14 ://MID//punct//9
1.2 Bakgrund (1);Deaf//PM|NOM//amod//19 Education//PM|NOM//appos//9 ://MID//punct//19
1.2 Bakgrund (1);Changed//PM|NOM//amod//22 by//PM|NOM//nmod//23 Cochlear//PM|NOM//compound//24 Implantation//PM|NOM//appos//19 ?//MID//punct//19
1.2 Bakgrund (1); //_SP////25 Där//AB//advmod//28 framhöll//VB|PRT|AKT//parataxis//4 hon//PN|UTR|SIN|DEF|SUB//nsubj//28 de//DT|UTR/NEU|PLU|DEF//det//32 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 förändringar//NN|UTR|PLU|IND|NOM//obj//28 som//HP|-|-|-//nsubj//34 skett//VB|SUP|AKT//acl:relcl//32 för//PP//case//37 döva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod:poss//37 barn//NN|NEU|PLU|IND|NOM//obl//34 i//PP//case//41 och//KN//fixed//38 med//PP//fixed//38 möjligheten//NN|UTR|SIN|DEF|NOM//obl//34 till//PP//case//43 CI//PM|NOM//nmod//41 ://MID//punct//28 möjlighet//NN|UTR|SIN|IND|NOM//parataxis//28 att//IE//mark//47 använda//VB|INF|AKT//acl//45 talat//PC|PRF|NEU|SIN|IND|NOM//advmod//45 språk//NN|NEU|SIN|IND|NOM//obj//48 ,//MID//punct//51 undervisning//NN|UTR|SIN|IND|NOM//conj//49 i//PP//case//54 vanlig//JJ|POS|UTR|SIN|IND|NOM//amod//54 skola//NN|UTR|SIN|IND|NOM//nmod//51 och//KN//cc//57 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 skolresultat//NN|NEU|SIN|IND|NOM//conj//54 .//MAD//punct//4
1.2 Bakgrund (1);Hon//PN|UTR|SIN|DEF|SUB//nsubj//60 påpekade//VB|PRT|AKT//parataxis//4 samtidigt//AB//advmod//60 att//SN//mark//69 man//PN|UTR|SIN|IND|SUB//nsubj//69 trots//PP//case//67 de//DT|UTR/NEU|PLU|DEF//det//67 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 landvinningarna//NN|UTR|PLU|DEF|NOM//obl//69 inte//AB//advmod//69 nått//VB|SUP|AKT//ccomp//60 målet//NN|NEU|SIN|DEF|NOM//obj//69 i//PP//case//73 full//JJ|POS|UTR|SIN|IND|NOM//amod//73 utsträckning//NN|UTR|SIN|IND|NOM//obl//69 .//MAD//punct//60
1.2 Bakgrund (1);För//PP//case//77 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 utnyttjande//NN|NEU|SIN|IND|NOM//obl//60 av//PP//case//79 möjligheterna//NN|UTR|PLU|DEF|NOM//nmod//77 menade//VB|PRT|AKT//parataxis//4 hon//PN|UTR|SIN|DEF|SUB//nsubj//80 att//SN//mark//84 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//84 krävs//VB|PRS|SFO//ccomp//80 multiprofessionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 team//NN|NEU|PLU|IND|NOM//nsubj:pass//84 som//HP|-|-|-//nsubj//88 samarbetar//VB|PRS|AKT//acl:relcl//86 kring//PP//case//90 eleverna//NN|UTR|PLU|DEF|NOM//obl//88 .//MAD//punct//4
1.2 Bakgrund (1);Hon//PN|UTR|SIN|DEF|SUB//nsubj//93 efterfrågade//VB|PRT|AKT//parataxis//4 också//AB//advmod//93 tvärvetenskaplig//JJ|POS|UTR|SIN|IND|NOM//amod//96 forskning//NN|UTR|SIN|IND|NOM//obj//93 .//MAD//punct//93
1.2 Bakgrund (1);Hayes//PM|NOM//nsubj//4 (//PAD//punct//0 2010//RG|NOM//nummod//0 )//PAD//punct//0 lyfte//VB|PRT|AKT//ROOT//4 fram//PL//advmod//4 hur//HA//advmod//16 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//16 av//PP//case//9 screening//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//14 nyfödda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 och//KN//cc//13 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//11 hörselhjälpmedel//NN|NEU|PLU|IND|NOM//nmod//9 har//VB|PRS|AKT//aux//16 visat//VB|SUP|AKT//ccomp//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//16 ha//VB|INF|AKT//xcomp//16 stor//JJ|POS|UTR|SIN|IND|NOM//amod//20 effekt//NN|UTR|SIN|IND|NOM//obj//18 på//PP//case//22 tal//NN|NEU|SIN|IND|NOM//obl//18 ,//MID//punct//24 språk//NN|NEU|SIN|IND|NOM//conj//22 och//KN//cc//26 skolframgång//NN|UTR|SIN|IND|NOM//conj//22 hos//PP//case//29 döva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod:poss//29 barn//NN|NEU|PLU|IND|NOM//nmod//26 och//KN//cc//31 barn//NN|NEU|PLU|IND|NOM//conj//29 med//PP//case//33 hörselnedsättning//NN|UTR|SIN|IND|NOM//nmod//31 ,//MID//punct//33 där//HA//advmod//38 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//38 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 studier//NN|UTR|PLU|IND|NOM//appos//33 på//PP//case//40 barn//NN|NEU|PLU|IND|NOM//nmod//38 som//HP|-|-|-//nsubj//43 har//VB|PRS|AKT//aux//43 talat//VB|SUP|AKT//acl:relcl//40 språk//NN|NEU|SIN|IND|NOM//obj//43 som//KN//obj//49 sitt//PS|NEU|SIN|DEF//nmod:poss//47 förstaspråk//NN|NEU|SIN|IND|NOM//nsubj//49 har//VB|PRS|AKT//aux//49 visat//VB|SUP|AKT//acl:relcl//44 att//SN//mark//52 barnen//NN|NEU|PLU|DEF|NOM//nsubj//52 har//VB|PRS|AKT//ccomp//49 ett//DT|NEU|SIN|IND//det//54 ordförråd//NN|NEU|SIN|IND|NOM//obj//52 ,//MID//punct//56 språk//NN|NEU|SIN|IND|NOM//conj//54 och//KN//cc//58 läsförmåga//NN|UTR|SIN|IND|NOM//conj//54 i//PP//case//60 paritet//NN|UTR|SIN|IND|NOM//nmod//58 med//PP//case//62 hörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//60 .//MAD//punct//4
1.2 Bakgrund (1);Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//65 innebär//VB|PRS|AKT//conj//4 också//AB//advmod//65 att//SN//mark//69 efterfrågan//NN|UTR|SIN|DEF|NOM//nsubj//69 ökar//VB|PRS|AKT//ccomp//65 på//PP//case//71 lärare//NN|UTR|PLU|IND|NOM//obl//69 som//HP|-|-|-//nsubj//73 har//VB|PRS|AKT//acl:relcl//71 erfarenhet//NN|UTR|SIN|IND|NOM//obj//73 av//PP//case//76 talspråksundervisning//NN|UTR|SIN|IND|NOM//nmod//74 och//KN//cc//79 som//HP|-|-|-//nsubj//79 följer//VB|PRS|AKT//conj//69 forskningsrönen//NN|UTR|SIN|DEF|NOM//obj//79 .//MAD//punct//79
1.2 Bakgrund (1);Wilson//PM|NOM//appos//79 ,//MID//punct//84 Nevins//PM|NOM//conj//82 och//KN//cc//86 Houston//PM|NOM//conj//82 (//PAD//punct//82 2010//RG|NOM//nummod//82 )//PAD//punct//79 menade//VB|PRT|AKT//conj//65 att//SN//mark//105 vidarutbildning//NN|UTR|SIN|IND|NOM//nsubj:pass//105 för//PP//case//94 personal//NN|UTR|SIN|IND|NOM//nmod//92 med//PP//case//96 inriktning//NN|UTR|SIN|IND|NOM//nmod//94 på//PP//case//98 undervisning//NN|UTR|SIN|IND|NOM//nmod//96 på//PP//case//100 talspråk//NN|NEU|SIN|IND|NOM//nmod//98 och//KN//cc//102 undervisning//NN|UTR|SIN|IND|NOM//conj//100 om//PP//case//104 CI//PM|NOM//nmod//102 krävs//VB|PRS|SFO//ccomp//90 eftersom//SN//mark//118 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//118 ,//MID//punct//107 som//HP|-|-|-//nsubj//110 lett//VB|SUP|AKT//acl:relcl//107 till//PP//case//112 interventionsprogram//NN|NEU|SIN|IND|NOM//obl//110 för//PP//case//115 tidiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//115 åldrar//NN|UTR|PLU|IND|NOM//nmod//112 ,//MID//punct//107 har//VB|PRS|AKT//aux//118 medfört//VB|SUP|AKT//advcl//105 att//SN//mark//123 föräldrar//NN|UTR|PLU|IND|NOM//nsubj//123 allt//AB//advmod//122 oftare//AB|KOM//advmod//123 väljer//VB|PRS|AKT//ccomp//118 insatser//NN|UTR|PLU|IND|NOM//obj//123 som//HP|-|-|-//nsubj//126 stöder//VB|PRS|AKT//acl:relcl//124 ett//DT|NEU|SIN|IND//det//128 val//NN|NEU|SIN|IND|NOM//obj//126 av//PP//case//130 undervisning//NN|UTR|SIN|IND|NOM//nmod//128 på//PP//case//132 talspråk//NN|NEU|SIN|IND|NOM//nmod//130 .//MID//punct//65
1.2 Bakgrund (1);och//KN//cc//135 gick//VB|PRT|AKT//conj//65 mellan//PP//case//139 de//DT|UTR/NEU|PLU|DEF//det//139 två//RG|NOM//nummod//139 världarna//NN|UTR|PLU|DEF|NOM//obl//135 och//KN//cc//141 växlade//VB|PRT|AKT//conj//135 kommunikationssätt//NN|NEU|PLU|IND|NOM//obj//141 som//HP|-|-|-//obj//145 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//145 behagade//VB|PRT|AKT//acl:relcl//142 .//MAD//punct//135
1.2 Bakgrund (1);Samtidigt//AB//advmod//148 pekade//VB|PRT|AKT//parataxis//135 en//DT|UTR|SIN|IND//det//152 nyligen//AB//advmod//151 genomförd//PC|PRF|UTR|SIN|IND|NOM//amod//152 studie//NN|UTR|SIN|IND|NOM//nsubj//148 av//PP//case//155 19//RG|NOM//nummod//155 barn//NN|NEU|PLU|IND|NOM//nmod//152 med//PP//case//158 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//158 funktionsnedsättningar//NN|UTR|PLU|IND|NOM//nmod//152 på//PP//case//160 förbättringar//NN|UTR|PLU|IND|NOM//nmod//158 i//PP//case//162 hörsel-//NN|UTR|-|-|SMS//nmod//160 och//KN//cc//164 talförmåga//NN|UTR|SIN|IND|NOM//conj//162 efter//PP//case//166 implantat//NN|NEU|PLU|IND|NOM//nmod//160 men//KN//cc//170 i//PP//case//170 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//170 omfattning//NN|UTR|SIN|IND|NOM//conj//166 än//KN//mark//173 hos//PP//case//173 barn//NN|NEU|PLU|IND|NOM//nmod//170 med//PP//case//176 enbart//AB//advmod//176 hörselnedsättning//NN|UTR|SIN|IND|NOM//nmod//173 (//PAD//punct//176 Rafferty//PM|NOM//conj//176 ,//MID//punct//180 Martin//PM|NOM//conj//176 ,//MID//punct//180 Strachan//PM|NOM//conj//176 &//KN|AN//conj//176 Raine//PM|NOM//conj//176 ,//MID//punct//186 2013//RG|NOM//conj//176 )//PAD//punct//148 .//MAD//punct//65
1.2 Bakgrund (1);Man//PN|UTR|SIN|IND|SUB//nsubj//190 drog//VB|PRT|AKT//conj//65 slutsatsen//NN|UTR|SIN|DEF|NOM//obj//190 att//SN//mark//199 talspråkskommunikation//NN|UTR|SIN|IND|NOM//nsubj//199 kanske//AB//advmod//199 inte//AB//advmod//199 är//VB|PRS|AKT//cop//199 ett//DT|NEU|SIN|IND//det//199 realistiskt//JJ|POS|NEU|SIN|IND|NOM//amod//199 mål//NN|NEU|SIN|IND|NOM//acl//191 när//HA//case//203 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//200 gäller//VB|PRS|AKT//fixed//200 barn//NN|NEU|PLU|IND|NOM//obl//199 med//PP//case//206 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//206 funktionsnedsättningar//NN|UTR|PLU|IND|NOM//nmod//203 .//MAD//punct//65
