Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//1 utredning//NN|UTR|SIN|IND|NOM//nsubj:pass//2 tillsätts//VB|PRS|SFO//ROOT//2 med//PP//case//4 uppgift//NN|UTR|SIN|IND|NOM//obl//2 att//IE//mark//6 redovisa//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//9 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//9 syn//NN|UTR|SIN|IND|NOM//obj//6 på//PP//case//11 Försvarsmaktenspersonalförsörjning//NN|UTR|SIN|IND|NOM//obl//6 .//MAD//punct//2
Bilaga 4 / Sammanfattning;(//PAD//punct//1 2//RG|NOM//nummod//4 )//PAD//punct//1 En//DT|UTR|SIN|IND//det//4 del//NN|UTR|SIN|IND|NOM//nsubj//10 av//PP//case//6 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//4 som//HP|-|-|-//nsubj//8 påbörjar//VB|PRS|AKT//acl:relcl//6 officersutbildningen//NN|UTR|SIN|DEF|NOM//obj//8 får//VB|PRS|AKT//ROOT//10 en//DT|UTR|SIN|IND//det//12 utbildning//NN|UTR|SIN|IND|NOM//obj//10 som//HP|-|-|-//nsubj//15 inte//AB//advmod//15 ställer//VB|PRS|AKT//acl:relcl//12 tillräckligt//AB|POS//advmod//17 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 krav//NN|NEU|PLU|IND|NOM//obj//15 vad//HP|NEU|SIN|IND//nsubj//20 gäller//VB|PRS|AKT//acl:relcl//12 djup//NN|NEU|SIN|IND|NOM//obj//20 ,//MID//punct//23 abstraktion//NN|UTR|SIN|IND|NOM//conj//21 ,//MID//punct//27 och//KN//cc//27 kritisk//JJ|POS|UTR|SIN|IND|NOM//amod//27 inriktning//NN|UTR|SIN|IND|NOM//conj//21 .//MID//punct//10
Bilaga 4 / Sammanfattning;De//DT|UTR/NEU|PLU|DEF//det//31 tre//RG|NOM//nummod//31 åren//NN|NEU|PLU|DEF|NOM//nsubj//35 på//PP//case//34 militärhögskolornas//NN|UTR|PLU|DEF|GEN//nmod:poss//34 program//NN|NEU|PLU|IND|NOM//nmod//31 når//VB|PRS|AKT//parataxis//10 inte//AB//advmod//35 tillräckligt//AB|POS//advmod//38 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 poäng//NN|UTR|PLU|IND|NOM//obj//35 i//PP//case//42 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 ämnen//NN|NEU|PLU|IND|NOM//obl//35 .//MAD//punct//35
Bilaga 4 / Sammanfattning;De//DT|UTR/NEU|PLU|DEF//det//46 efterföljande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 programmen//NN|NEU|PLU|DEF|NOM//nsubj//49 på//PP//case//48 Försvarshögskolan//NN|UTR|SIN|DEF|NOM//nmod//46 kommer//VB|PRS|AKT//parataxis//35 alltför//AB//advmod//51 sent//AB|POS//advmod//49 .//MID//punct//10
Bilaga 4 / Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//54 finns//VB|PRS|SFO//parataxis//10 anledning//NN|UTR|SIN|IND|NOM//nsubj//54 för//PP//case//58 en//DT|UTR|SIN|IND//det//58 del//NN|UTR|SIN|IND|NOM//obl//54 att//IE//mark//60 genomgå//VB|INF|AKT//acl//58
Bilaga 4 / Sammanfattning;teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 delar//NN|UTR|PLU|IND|NOM//nsubj//4 av//PP//case//3 officersutbildningen//NN|UTR|SIN|DEF|NOM//nmod//1 snabbare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//4 och//KN//cc//7 mera//AB|KOM//advmod//7 koncentrerat//AB//conj//4 .//MAD//punct//4
Bilaga 4 / Sammanfattning;(//PAD//punct//1 3//RG|NOM//discourse//11 )//PAD//punct//1 Fackprogrammets//NN|NEU|SIN|DEF|GEN//nmod:poss//4 del//NN|UTR|SIN|IND|NOM//nsubj//11 av//PP//case//8 den//DT|UTR|SIN|DEF//det//8 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 utbildningsvolymen//NN|UTR|SIN|DEF|NOM//nmod//4 i//PP//case//10 systemet//NN|NEU|SIN|DEF|NOM//nmod//8 framstår//VB|PRS|AKT//ROOT//11 som//KN//mark//14 alltför//AB//advmod//14 liten//JJ|POS|UTR|SIN|IND|NOM//xcomp//11 .//MAD//punct//11
Bilaga 4 / Sammanfattning;Tyngdpunkten//NN|UTR|SIN|DEF|NOM//nsubj//23 i//PP//case//18 kursutbudet//NN|NEU|SIN|DEF|NOM//nmod//16 och//KN//cc//22 antalet//NN|NEU|SIN|DEF|NOM//nmod//22 genomförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 elevdagar//NN|UTR|PLU|IND|NOM//conj//16 ligger//VB|PRS|AKT//parataxis//11 på//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 nivåhöjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 utbildningarna//NN|UTR|PLU|DEF|NOM//obl//23 .//MAD//punct//11
Bilaga 4 / Sammanfattning;"Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//32 är//VB|PRS|AKT//cop//32 mera//AB|KOM//advmod//32 låsta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//11 i//PP//case//35 sin//PS|UTR|SIN|DEF//nmod:poss//35 struktur//NN|UTR|SIN|IND|NOM//obl//32 ;//MID//punct//32"
Bilaga 4 / Sammanfattning;fackprogrammet//NN|NEU|SIN|DEF|NOM//nsubj//39 däremot//AB//advmod//37 har//VB|PRS|AKT//conj//32 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//39 att//IE//mark//46 var//VB|PRT|AKT//cop//46 ett//DT|NEU|SIN|IND//det//46 mera//AB|KOM//advmod//45 flexibelt//JJ|POS|NEU|SIN|IND|NOM//amod//46 instrument//NN|NEU|SIN|IND|NOM//obj//39 för//PP//case//48 kompetenshöjning//NN|UTR|SIN|IND|NOM//nmod//46 .//MAD//punct//11
Bilaga 4 / Sammanfattning;Ledningen//NN|UTR|SIN|DEF|NOM//nsubj//4 av//PP//case//2 skolsystemet//NN|NEU|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//4 komplicerad//PC|PRF|UTR|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Bilaga 4 / Sammanfattning;"Försvarshögskolan//NN|UTR|SIN|DEF|NOM//nsubj//9 är//VB|PRS|AKT//cop//9 en//DT|UTR|SIN|IND//det//9 myndighet//NN|UTR|SIN|IND|NOM//parataxis//4 under//PP//case//11 Försvarsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//9 ,//MID//punct//9 medan//SN//mark//17 Militärhögskolorna//NN|UTR|PLU|DEF|NOM//nsubj//17 är//VB|PRS|AKT//cop//17 underställt//PC|PRF|NEU|SIN|IND|NOM//amod//17 Högkvarteret//NN|NEU|SIN|DEF|NOM//appos//9 ;//MID//punct//17"
Bilaga 4 / Sammanfattning;andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 skolor//NN|UTR|PLU|IND|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 underställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 respektive//AB//cc//25 taktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 kommando//NN|NEU|SIN|IND|NOM//conj//9 ,//MID//punct//9 och//KN//cc//30 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//30 är//VB|PRS|AKT//cop//30 underställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 förbandschefer//NN|UTR|PLU|IND|NOM//conj//9 .//MAD//punct//9
Bilaga 4 / Sammanfattning;I//PP//case//36 ett//DT|NEU|SIN|IND//det//36 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//36 system//NN|NEU|SIN|IND|NOM//obl//39 är//VB|PRS|AKT//cop//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 risk//NN|UTR|SIN|IND|NOM//parataxis//9 att//SN//mark//44 kvalitetssäkring//NN|UTR|SIN|IND|NOM//nsubj//44 och//KN//cc//43 samordning//NN|UTR|SIN|IND|NOM//conj//41 blir//VB|PRS|AKT//acl//39 svagt//JJ|POS|NEU|SIN|IND|NOM//xcomp//44 .//MID//punct//9
Bilaga 4 / Sammanfattning;Beställarfunktionen//NN|UTR|SIN|DEF|NOM//nsubj//51 är//VB|PRS|AKT//cop//51 i//PP//case//50 princip//NN|UTR|SIN|IND|NOM//obl//51 tydlig//JJ|POS|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//51 om//AB//mark//55 än//AB//mark//55 komplicerad//PC|PRF|UTR|SIN|IND|NOM//advcl//51 .//MAD//punct//9
Bilaga 4 / Sammanfattning;"Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//58 saknas//VB|PRS|SFO//parataxis//9 dock//AB//advmod//58 intellektuell//JJ|POS|UTR|SIN|IND|NOM//amod//61 kraft//NN|UTR|SIN|IND|NOM//nsubj:pass//58 ;//MID//punct//58"
Bilaga 4 / Sammanfattning;en//DT|UTR|SIN|IND//det//64 arbetsstyrka//NN|UTR|SIN|IND|NOM//nsubj//69 på//PP//case//67 2//RG|NOM//nummod//67 personer//NN|UTR|PLU|IND|NOM//nmod//64 är//VB|PRS|AKT//cop//69 otillräckligt//JJ|POS|NEU|SIN|IND|NOM//advmod//58 för//PP//mark//72 att//IE//mark//72 ge//VB|INF|AKT//advcl//58 skolsystemet//NN|NEU|SIN|DEF|NOM//obj//72 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 direktiv//NN|NEU|PLU|IND|NOM//obj//72 .//MAD//punct//9
Bilaga 4 / Sammanfattning;Kvaliteten//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//2 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//4 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//4 ,//MID//punct//7 men//KN//cc//7 påverkas//VB|PRS|SFO//conj//4 negativt//AB|POS//advmod//7 av//PP//case//13 ett//DT|NEU|SIN|IND//det//11 antal//NN|NEU|SIN|IND|NOM//nmod//13 strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 faktorer//NN|UTR|PLU|IND|NOM//obl:agent//7 .//MAD//punct//4
Bilaga 4 / Sammanfattning;Läraromsättningen//NN|UTR|SIN|DEF|NOM//nsubj//18 är//VB|PRS|AKT//cop//18 mycket//AB|POS//advmod//18 hög//JJ|POS|UTR|SIN|IND|NOM//parataxis//4 ,//MID//punct//18 och//KN//cc//22 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 gör//VB|PRS|AKT//conj//18 att//SN//mark//34 den//DT|UTR|SIN|DEF//det//26 ämnesmässiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 förkovran//NN|UTR|SIN|IND|NOM//nsubj//34 och//KN//cc//29 beprövade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//29 erfarenhet//NN|UTR|SIN|IND|NOM//conj//26 som//HP|-|-|-//nsubj//31 leder//VB|PRS|AKT//acl:relcl//29 till//PP//case//33 kvalitetshöjningar//NN|UTR|PLU|IND|NOM//obl//31 blir//VB|PRS|AKT//ccomp//22 svag//JJ|POS|UTR|SIN|IND|NOM//xcomp//34 .//MAD//punct//18
Bilaga 4 / Sammanfattning;Kursplanerna//NN|UTR|PLU|DEF|NOM//nsubj//38 består//VB|PRS|AKT//parataxis//18 i//PP//case//41 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 fall//NN|NEU|PLU|IND|NOM//obl//38 av//PP//case//44 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 block//NN|NEU|PLU|IND|NOM//nmod//41 ,//MID//punct//18 och//KN//cc//47 processen//NN|UTR|SIN|DEF|NOM//conj//18 att//IE//mark//49 föra//VB|INF|AKT//acl//47 fram//PL//compound:prt//49 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//49 till//PP//case//54 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 helheter//NN|UTR|PLU|IND|NOM//obl//49 är//VB|PRS|AKT//cop//57 inte//AB//advmod//57 klar//JJ|POS|UTR|SIN|IND|NOM//conj//4 .//MAD//punct//4
Bilaga 4 / Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 är//VB|PRS|AKT//cop//62 också//AB//advmod//62 svårt//JJ|POS|NEU|SIN|IND|NOM//conj//4 att//IE//mark//64 samordna//VB|INF|AKT//csubj//62 delarna//NN|UTR|PLU|DEF|NOM//obj//64 från//PP//case//69 den//DT|UTR|SIN|DEF//det//69 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 högskolan//NN|UTR|SIN|DEF|NOM//obl//64 med//PP//case//72 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 delar//NN|UTR|PLU|IND|NOM//nmod//69 ,//MID//punct//64 bl.a.//AB|AN//advmod//79 eftersom//SN//mark//79 Militärhögskolorna//NN|UTR|PLU|DEF|NOM//nsubj//79 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 gånger//NN|UTR|PLU|IND|NOM//obl//79 strävar//VB|PRS|AKT//advcl//62 efter//PP//mark//82 att//IE//mark//82 ta//VB|INF|AKT//advcl//79 en//DT|UTR|SIN|IND//det//85 kurs/1//NN|UTR|SIN|IND|NOM//amod//85 poäng//NN|UTR|SIN|IND|NOM//obj//82 i//PP//case//87 taget//NN|NEU|SIN|DEF|NOM//obl//82 .//MAD//punct//62
Bilaga 4 / Sammanfattning;På//PP//case//91 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 håll//NN|NEU|PLU|IND|NOM//obl//92 läser//VB|PRS|AKT//conj//62 man//PN|UTR|SIN|IND|SUB//nsubj//92 integrerat//AB//amod//97 ,//MID//punct//94 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//97 ämnen//NN|NEU|PLU|IND|NOM//obj//92 på//PP//case//100 samma//DT|UTR/NEU|SIN/PLU|IND//amod//100 gång//NN|UTR|SIN|IND|NOM//obl//92 .//MID//punct//62
Bilaga 4 / Sammanfattning;Eftersom//SN//mark//104 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//104 är//VB|PRS|AKT//cop//114 långt//JJ|POS|NEU|SIN|IND|NOM//advmod//107 mellan//PP//case//107 stegen//NN|NEU|PLU|DEF|NOM//obl//114 i//PP//case//111 den//DT|UTR|SIN|DEF//det//111 nivåhöjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//111 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//107 är//VB|PRS|AKT//cop//114 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//114 svårt//JJ|POS|NEU|SIN|IND|NOM//conj//62 att//IE//mark//116 bygga//VB|INF|AKT//acl//114 upp//PL//compound:prt//116 och//KN//cc//119 vidmakthålla//VB|INF|AKT//conj//116 en//DT|UTR|SIN|IND//det//122 röd//JJ|POS|UTR|SIN|IND|NOM//amod//122 tråd//NN|UTR|SIN|IND|NOM//obj//119 .//MID//punct//62
Bilaga 4 / Sammanfattning;Mycket//JJ|POS|NEU|SIN|IND|NOM//amod//125 tid//NN|UTR|SIN|IND|NOM//nsubj//126 går//VB|PRS|AKT//conj//62 åt//PL//compound:prt//126 för//PP//case//129 repetition//NN|UTR|SIN|IND|NOM//obl//126 .//MID//punct//62
Bilaga 4 / Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//133 är//VB|PRS|AKT//cop//133 risk//NN|UTR|SIN|IND|NOM//parataxis//62 att//SN//mark//139 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//139 i//PP//case//138 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//138 ämnen//NN|NEU|PLU|IND|NOM//nmod//135 går//VB|PRS|AKT//csubj//133 långsamt//AB|POS//advmod//139 ,//MID//punct//146 och//KN//cc//146 att//SN//mark//145 kostnadseffektiviteten//NN|UTR|SIN|DEF|NOM//nsubj//145 blir//VB|PRS|AKT//advcl//146 låg//JJ|POS|UTR|SIN|IND|NOM//conj//133 .//MAD//punct//62
Bilaga 4 / Sammanfattning;Utvärderingssystemen//NN|UTR|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 i//PP//case//4 sitt//PS|NEU|SIN|DEF//nmod:poss//4 embryo//NN|NEU|SIN|IND|NOM//ROOT//4 .//MID//punct//4
Bilaga 4 / Sammanfattning;Högkvarteret//NN|NEU|SIN|DEF|NOM//nsubj//8 har//VB|PRS|AKT//aux//8 tagit//VB|SUP|AKT//conj//4 initiativ//NN|NEU|SIN|IND|NOM//obj//8 att//IE//mark//11 inrätta//VB|INF|AKT//acl//9 en//DT|UTR|SIN|IND//det//13 arbetsgrupp//NN|UTR|SIN|IND|NOM//obj//11 för//PP//mark//16 att//IE//mark//16 följa//VB|INF|AKT//advcl//11 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//16 av//PP//case//19 utbildningssystemet//NN|NEU|SIN|DEF|NOM//nmod//17 .//MAD//punct//8
Bilaga 4 / Sammanfattning;Försvarshögskolan//NN|UTR|SIN|DEF|NOM//nsubj//22 driver//VB|PRS|AKT//conj//8 ett//DT|NEU|SIN|IND//det//24 projekt//NN|NEU|SIN|IND|NOM//obj//22 för//PP//case//26 självvärdering//NN|UTR|SIN|IND|NOM//obl//22 på//PP//case//28 skolorna//NN|UTR|PLU|DEF|NOM//nmod//26 .//MAD//punct//22
Bilaga 4 / Sammanfattning;Inom//PP//case//32 respektive//AB//amod//32 skola//NN|UTR|SIN|IND|NOM//obl//33 har//VB|PRS|AKT//conj//4 man//PN|UTR|SIN|IND|SUB//nsubj//33 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 former//NN|UTR|PLU|IND|NOM//obj//33 av//PP//case//38 enkäter//NN|UTR|PLU|IND|NOM//nmod//36 för//PP//mark//41 att//IE//mark//41 följa//VB|INF|AKT//advcl//33 vad//HP|NEU|SIN|IND//obj//44 eleverna//NN|UTR|PLU|DEF|NOM//nsubj//44 tycker//VB|PRS|AKT//ccomp//41 om//PL//case//46 utbildningssituationen//NN|UTR|SIN|DEF|NOM//obl//44 .//MAD//punct//4
Bilaga 4 / Sammanfattning;Men//KN//cc//50 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 saknas//VB|PRS|SFO//conj//4 systematisk//JJ|POS|UTR|SIN|IND|NOM//amod//52 utvärdering//NN|UTR|SIN|IND|NOM//nsubj:pass//50 av//PP//mark//56 hur//HA//advmod//56 kunskapen//NN|UTR|SIN|DEF|NOM//nsubj:pass//56 tillämpas//VB|PRS|SFO//acl//52 i//PP//case//58 organisationen//NN|UTR|SIN|DEF|NOM//obl//56 och//KN//cc//63 för//PP//case//63 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//63 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 syften//NN|NEU|PLU|IND|NOM//conj//58 .//MAD//punct//4
Bilaga 4 / Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 finns//VB|PRS|SFO//parataxis//4 inte//AB//advmod//66 heller//AB//advmod//66 någon//DT|UTR|SIN|IND//det//71 systematisk//JJ|POS|UTR|SIN|IND|NOM//amod//71 koppling//NN|UTR|SIN|IND|NOM//nsubj//66 mellan//PP//case//73 moment//NN|NEU|PLU|IND|NOM//nmod//71 i//PP//case//75 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//73 och//KN//cc//77 effekter//NN|UTR|PLU|IND|NOM//conj//75 i//PP//case//79 organisationen//NN|UTR|SIN|DEF|NOM//nmod//77 .//MAD//punct//66
Bilaga 4 / Sammanfattning;Den//DT|UTR|SIN|DEF//det//82 utvärdering//NN|UTR|SIN|IND|NOM//nsubj//86 som//HP|-|-|-//nsubj:pass//84 görs//VB|PRS|SFO//acl:relcl//82 är//VB|PRS|AKT//cop//86 intern//JJ|POS|UTR|SIN|IND|NOM//conj//4 ,//MID//punct//86 och//KN//cc//96 någon//DT|UTR|SIN|IND//det//91 extern//JJ|POS|UTR|SIN|IND|NOM//amod//91 värdering//NN|UTR|SIN|IND|NOM//nsubj:pass//96 av//PP//case//93 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//91 har//VB|PRS|AKT//aux//96 inte//AB//advmod//96 gjorts//VB|SUP|SFO//conj//86 .//MAD//punct//4
Bilaga 4 / Sammanfattning;En//PN|UTR|SIN|IND|SUB/OBJ//nsubj//22 av//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//4 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 förändringarna//NN|UTR|PLU|DEF|NOM//nmod//0 i//PP//case//6 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//4 är//VB|PRS|AKT//cop//0 att//IE//mark//10 explicit//AB|POS//nsubj//10 bibringa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//0 kunskaper//NN|UTR|PLU|IND|NOM//obj//10 ,//MID//punct//13 färdigheter//NN|UTR|PLU|IND|NOM//conj//11 och//KN//cc//15 attityder//NN|UTR|PLU|IND|NOM//conj//11 för//PP//case//18 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 uppgifter//NN|UTR|PLU|IND|NOM//obl//10 .//MAD//punct//0
Bilaga 4 / Sammanfattning;Utbildningssystemet//NN|NEU|SIN|DEF|NOM//nsubj//22 har//VB|PRS|AKT//aux//22 påbörjat//VB|SUP|AKT//ROOT//22 en//DT|UTR|SIN|IND//det//24 internationalisering//NN|UTR|SIN|IND|NOM//obj//22 både//KN//cc//28 genom//PP//mark//28 att//IE//mark//28 föra//VB|INF|AKT//conj//22 in//PL//compound:prt//28 ämnen//NN|NEU|PLU|IND|NOM//obj//28 som//HP|-|-|-//nsubj//33 kan//VB|PRS|AKT//aux//33 ha//VB|INF|AKT//acl:relcl//30 relevans//NN|UTR|SIN|IND|NOM//obj//33 ,//MID//punct//28 genom//PP//mark//39 att//SN//mark//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 finns//VB|PRS|SFO//advcl//28 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 elever//NN|UTR|PLU|IND|NOM//nsubj//39 på//PP//case//43 kurserna//NN|UTR|PLU|DEF|NOM//obl//39 ,//MID//punct//22 och//KN//cc//51 genom//PP//mark//51 att//SN//mark//51 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 officerare//NN|UTR|PLU|IND|NOM//nsubj//51 kan//VB|PRS|AKT//aux//51 följa//VB|INF|AKT//conj//22 kurser//NN|UTR|PLU|IND|NOM//obj//51 i//PP//case//56 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 länders//NN|NEU|PLU|IND|GEN//nmod:poss//56 officersutbildning//NN|UTR|SIN|IND|NOM//nmod//52 .//MAD//punct//22
Bilaga 4 / Sammanfattning;"Ämnesutvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//63 i//PP//case//60 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//58 är//VB|PRS|AKT//cop//63 dock//AB//advmod//63 långsam//JJ|POS|UTR|SIN|IND|NOM//parataxis//22 ,//MID//punct//66 och//KN//cc//66 ger//VB|PRS|AKT//conj//63 än//AB//advmod//66 så//AB//advmod//69 länge//AB|POS//advmod//66 ett//DT|NEU|SIN|IND//det//74 splittrat//PC|PRF|NEU|SIN|IND|NOM//amod//74 och//KN//cc//73 ofullständigt//JJ|POS|NEU|SIN|IND|NOM//conj//71 intryck//NN|NEU|SIN|IND|NOM//obj//66 ;//MID//punct//22"
Bilaga 4 / Sammanfattning;det//PN|NEU|SIN|DEF|SUB/OBJ//expl//77 saknas//VB|PRS|SFO//parataxis//22 en//DT|UTR|SIN|IND//det//80 integrerad//PC|PRF|UTR|SIN|IND|NOM//amod//80 kunskapsmassa//NN|UTR|SIN|IND|NOM//nsubj:pass//77 som//HP|-|-|-//nsubj//86 är//VB|PRS|AKT//cop//86 av//PP//case//86 direkt//AB|POS//advmod//85 praktisk//JJ|POS|UTR|SIN|IND|NOM//amod//86 relevans//NN|UTR|SIN|IND|NOM//acl:relcl//80 för//PP//case//90 de//DT|UTR/NEU|PLU|DEF//det//90 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 verksamheterna//NN|UTR|PLU|DEF|NOM//nmod//86 .//MAD//punct//22
Bilaga 4 / Sammanfattning;Med//PP//case//5 tanke//NN|UTR|SIN|IND|NOM//fixed//0 på//PP//fixed//0 de//DT|UTR/NEU|PLU|DEF//det//5 formella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 svagheter//NN|UTR|PLU|IND|NOM//obl//24 som//HP|-|-|-//nsubj:pass//7 påvisas//VB|PRS|SFO//acl:relcl//5 vad//HA//nsubj//9 gäller//VB|PRS|AKT//ccomp//7 ledning//NN|UTR|SIN|IND|NOM//obj//9 ,//MID//punct//12 målformulering//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//14 utvärdering//NN|UTR|SIN|IND|NOM//conj//10 och//KN//cc//16 kontinuitet//NN|UTR|SIN|IND|NOM//conj//10 på//PP//case//18 lärartjänster//NN|UTR|PLU|IND|NOM//nmod//16 ,//MID//punct//10 mm//AB|AN//conj//10 .//MAD//punct//5
Bilaga 4 / Sammanfattning;kan//VB|PRS|AKT//aux//24 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//24 framstå//VB|INF|AKT//ROOT//24 som//KN//case//29 ett//DT|NEU|SIN|IND//det//29 förhållandevis//AB//advmod//28 svagt//JJ|POS|NEU|SIN|IND|NOM//amod//29 utbildningssystem//NN|NEU|SIN|IND|NOM//xcomp//24 .//MAD//punct//24
Bilaga 4 / Sammanfattning;Så//AB//advmod//32 är//VB|PRS|AKT//parataxis//24 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 inte//AB//advmod//32 ,//MID//punct//40 och//KN//cc//40 de//DT|UTR/NEU|PLU|DEF//det//39 formella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 svagheterna//NN|UTR|PLU|DEF|NOM//nsubj//40 uppvägs//VB|PRS|SFO//conj//32 av//PP//mark//48 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 är//VB|PRS|AKT//cop//48 ett//DT|NEU|SIN|IND//det//48 tätt//AB|POS//advmod//47 integrerat//PC|PRF|NEU|SIN|IND|NOM//amod//48 system//NN|NEU|SIN|IND|NOM//obl:agent//40 med//PP//case//51 stark//JJ|POS|UTR|SIN|IND|NOM//amod//51 kåranda//NN|UTR|SIN|IND|NOM//nmod//48 .//MAD//punct//40
