MATS LEDERHAUSEN  ,  strategiansvarig, globalt McDonald’s Corp, USA, samtalsledare MICHAEL TRESCHOW  ,  koncernchef Electrolux ;HANS//PM|NOM//nmod//1 VON//PM|NOM//nmod//2 UTHMANN//PM|NOM//ROOT//2  //_SP////2 ,//MID//punct//7  //_SP////4 koncernchef//NN|UTR|SIN|IND|NOM//nmod//7 Shell//PM|NOM//conj//2 Sverige//PM|NOM//flat//7
Media skapar motsättningar;Nu//AB//advmod//24 inträder//VB|PRS|AKT//parataxis//2 något//DT|NEU|SIN|IND//det//26 nytt//JJ|POS|NEU|SIN|IND|NOM//advmod//24 på//PP//case//28 banan//NN|UTR|SIN|DEF|NOM//obl//24 ,//MID//punct//24 sedan//PP//case//32 fem//RG|NOM//nummod//32 år//NN|NEU|PLU|IND|NOM//obl//24 tillbaka//AB//advmod//32 ,//MID//punct//39 och//KN//cc//39 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 är//VB|PRS|AKT//cop//39 medias//NN|UTR|SIN|IND|GEN//nmod:poss//39 roll//NN|UTR|SIN|IND|NOM//conj//24 ,//MID//punct//42 medias//NN|UTR|SIN|IND|GEN//nmod:poss//42 sätt//NN|NEU|SIN|IND|NOM//conj//39 att//IE//mark//44 skapa//VB|INF|AKT//acl//42 motsättningar//NN|UTR|PLU|IND|NOM//obj//44 .//MAD//punct//24
Media skapar motsättningar;Även//AB//advmod//48 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//50 ska//VB|PRS|AKT//aux//50 maximera//VB|INF|AKT//advcl//24 sin//PS|UTR|SIN|DEF//nmod:poss//52 avkastning//NN|UTR|SIN|IND|NOM//obj//50 och//KN//cc//57 även//AB//advmod//55 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//57 har//VB|PRS|AKT//aux//57 kommit//VB|SUP|AKT//conj//50 på//PL//compound:prt//57 att//SN//mark//63 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 ﬁnns//VB|PRS|SFO//det//63 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 sätt//NN|NEU|PLU|IND|NOM//ccomp//57 att//IE//mark//65 göra//VB|INF|AKT//acl//63 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//65 på//PL//case//65 ,//MID//punct//24 det//PN|NEU|SIN|DEF|SUB/OBJ//det//70 ﬁnns//VB|PRS|SFO//conj//24 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 sätt//NN|NEU|PLU|IND|NOM//nmod//70 att//IE//mark//74 sälja//VB|INF|AKT//acl//72 ﬂer//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//compound:prt//74 lösnummer//NN|NEU|PLU|IND|NOM//obj//74 .//MAD//punct//2
Media skapar motsättningar;Man//PN|UTR|SIN|IND|SUB//nsubj//79 gör//VB|PRS|AKT//parataxis//2 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//79 genom//PP//mark//83 att//IE//mark//83 skapa//VB|INF|AKT//advcl//79 motsättningar//NN|UTR|PLU|IND|NOM//obj//83 .//MAD//punct//79
Media skapar motsättningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//87 skapar//VB|PRS|AKT//parataxis//79 nämligen//AB//advmod//87 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 rubriker//NN|UTR|PLU|IND|NOM//obj//87 .//MAD//punct//79
Media skapar motsättningar;Media//NN|UTR|SIN|IND|NOM//nsubj//94 har//VB|PRS|AKT//aux//94 skapat//VB|SUP|AKT//parataxis//79 vad//HP|NEU|SIN|IND//obj//97 jag//PN|UTR|SIN|DEF|SUB//nsubj//97 menar//VB|PRS|AKT//ccomp//94 är//VB|PRS|AKT//cop//100 artiﬁciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 motsättningar//NN|UTR|PLU|IND|NOM//obj//97 ,//MID//punct//100 våldsamt//AB|POS//amod//104 överdrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//104 motsättningar//NN|UTR|PLU|IND|NOM//appos//100 i//PP//case//107 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 frågor//NN|UTR|PLU|IND|NOM//nmod//104 som//HP|-|-|-//nsubj//112 egentligen//AB//advmod//112 är//VB|PRS|AKT//cop//112 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 frågor//NN|UTR|PLU|IND|NOM//acl:relcl//104 .//MAD//punct//79
Media skapar motsättningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 här//AB//fixed//0 är//VB|PRS|AKT//cop//4 något//DT|NEU|SIN|IND//det//4 nytt//JJ|POS|NEU|SIN|IND|NOM//ROOT//4 och//KN//cc//10 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//10 är//VB|PRS|AKT//cop//10 ytterligare//AB|KOM//advmod//10 ett//DT|NEU|SIN|IND//det//10 hinder//NN|NEU|SIN|IND|NOM//conj//4 för//PP//case//12 oss//PN|UTR|PLU|DEF|OBJ//nmod//10 ,//MID//punct//10 en//DT|UTR|SIN|IND//det//15 utmaning//NN|UTR|SIN|IND|NOM//appos//10 för//PP//case//17 oss//PN|UTR|PLU|DEF|OBJ//nmod//15 att//IE//mark//19 handskas//VB|INF|SFO//acl//15 med//PP//case//19 –//RG|NOM//punct//10 inte//AB//advmod//23 minst//AB|SUV//advmod//25 som//KN//mark//25 företagsledare//NN|UTR|SIN|IND|NOM//appos//10 .//MAD//punct//4

Ansvar för helheten;–//PAD//punct//3 Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 har//VB|PRS|AKT//aux//3 tolkat//VB|SUP|AKT//ROOT//3 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//3 så//AB//advmod//3 att//SN//fixed//5 den//DT|UTR|SIN|DEF//det//9 breda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 allmänheten//NN|UTR|SIN|DEF|NOM//obj//3 och//KN//cc//11 samhället//NN|NEU|SIN|DEF|NOM//conj//9 i//PP//advmod//3 stort//JJ|POS|NEU|SIN|IND|NOM//fixed//12 ,//MID//punct//3 från//PP//case//16 politiken//NN|UTR|SIN|DEF|NOM//obl//3 till//PP//case//18 FN//PM|NOM//nmod//16 ,//MID//punct//3 anser//VB|PRS|AKT//conj//3 att//SN//mark//26 näringslivet//NN|NEU|SIN|DEF|NOM//nsubj//26 bör//VB|PRS|AKT//aux//26 vara//VB|INF|AKT//cop//26 en//DT|UTR|SIN|IND//det//26 institution//NN|UTR|SIN|IND|NOM//ccomp//20 i//PP//case//28 samhället//NN|NEU|SIN|DEF|NOM//nmod//26 som//HP|-|-|-//mark//34 liksom//PP//advmod//34 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//34 bör//VB|PRS|AKT//aux//34 ta//VB|INF|AKT//acl:relcl//28 ansvar//NN|NEU|SIN|IND|NOM//obj//34 för//PP//case//37 helheten//NN|UTR|SIN|DEF|NOM//nmod//35 .//MID//punct//3
Ansvar för helheten;Mats//PM|NOM//nsubj//41 Lederhausen//PM|NOM//nsubj//41 fortsätter//VB|PRS|AKT//parataxis//3 ://MID//punct//41
Ansvar för helheten;Men//KN//cc//46 jag//PN|UTR|SIN|DEF|SUB//nsubj//46 vill//VB|PRS|AKT//aux//46 påstå//VB|INF|AKT//conj//41 att//SN//mark//54 både//KN//cc//54 innanför//AB//case//53 och//KN//fixed//49 utanför//PP//fixed//49 näringslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//53 sfär//NN|UTR|SIN|IND|NOM//obl//54 gäller//VB|PRS|AKT//ccomp//46 fortfarande//AB//advmod//54 Milton//PM|NOM//nmod:poss//58 Friedmans//PM|GEN//flat//56 deﬁnition//NN|UTR|SIN|IND|NOM//obj//54 att//SN//mark//114 ”//PM|NOM//punct//62 the//UO//det//62 business//UO//dislocated//114 of//UO//case//64 business//UO//nmod//65 is//UO//nmod//66 business//UO//nmod//62 ”//UO//punct//62 ,//MID//punct//62 att//SN//mark//72 företag//NN|NEU|PLU|IND|NOM//nsubj//72 ska//VB|PRS|AKT//aux//72 ägna//VB|INF|AKT//acl:relcl//62 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//72 åt//PP//mark//76 att//IE//mark//76 tjäna//VB|INF|AKT//advcl//72 pengar//NN|UTR|PLU|IND|NOM//obj//76 .//MAD//punct//62 –//PAD//punct//80
Ansvar för helheten;Låt//VB|IMP|AKT//parataxis//62 oss//PN|UTR|PLU|DEF|OBJ//obj//80 säga//VB|INF|AKT//xcomp//80 att//SN//mark//87 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//87 är//VB|PRS|AKT//cop//87 en//DT|UTR|SIN|IND//det//87 utmaning//NN|UTR|SIN|IND|NOM//ccomp//80 ,//MID//punct//80 säger//VB|PRS|AKT//parataxis//80 Jacob//PM|NOM//nsubj//89 Wallenberg//PM|NOM//flat:name//90 ,//MID//punct//80 men//KN//cc//98 jag//PN|UTR|SIN|DEF|SUB//nsubj//98 skulle//VB|PRT|AKT//aux//98 ändå//AB//advmod//98 vilja//VB|INF|AKT//aux//98 komma//VB|INF|AKT//conj//80 tillbaka//PL//advmod//98 till//PP//case//102 en//DT|UTR|SIN|IND//det//102 fråga//NN|UTR|SIN|IND|NOM//obl//98 här//AB//advmod//102 .//MAD//punct//80
Ansvar för helheten;Att//IE//mark//107 ”//PM|NOM//punct//107 ta//VB|INF|AKT//advcl//80 ett//DT|NEU|SIN|IND//det//110 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//110 ansvar//NN|NEU|SIN|IND|NOM//obj//107 ”//PAD//punct//107 –//PAD//punct//80 vad//HP|NEU|SIN|IND//obj//114 betyder//VB|PRS|AKT//ccomp//54 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//114 exakt//AB|POS//advmod//114 ?//MAD//punct//41
Ansvar för helheten;Mats//PM|NOM//nsubj//2 Lederhausen//PM|NOM//flat//0 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//5 handlar//VB|PRS|AKT//ccomp//2 om//PP//case//8 ett//DT|NEU|SIN|IND//det//8 synsätt//NN|NEU|SIN|IND|NOM//obl//5 ,//MID//punct//2 och//KN//cc//13 att//SN//mark//13 han//PN|UTR|SIN|DEF|SUB//nsubj//13 upplever//VB|PRS|AKT//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//13 i//PP//case//17 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 debatt//NN|UTR|SIN|IND|NOM//obl//13 i//PP//case//19 västvärlden//NN|UTR|SIN|DEF|NOM//nmod//17 .//MAD//punct//2
Ansvar för helheten;Nämligen//AB//parataxis//2 att//SN//mark//28 alla//DT|UTR/NEU|PLU|IND/DEF//det//24 diskussioner//NN|UTR|PLU|IND|NOM//nsubj//28 om//PP//case//26 ansvar//NN|NEU|SIN|IND|NOM//nmod//24 alltid//AB//advmod//28 handlar//VB|PRS|AKT//acl//21 om//PP//case//32 någon//DT|UTR|SIN|IND//det//32 annans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//32 ansvar//NN|NEU|SIN|IND|NOM//obl//28 .//MAD//punct//2
Ansvar för helheten;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 så//AB//advmod//3 lätt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//IE//mark//5 säga//VB|INF|AKT//csubj//3 ”//PAD//punct//7 ta//VB|INF|AKT//csubj//3 ett//DT|NEU|SIN|IND//det//10 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 ansvar//NN|NEU|SIN|IND|NOM//obj//7 ”//PAD//punct//7 ,//MID//punct//15 men//KN//cc//15 vad//HP|NEU|SIN|IND//nsubj//15 betyder//VB|PRS|AKT//conj//3 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//15 konkret//AB|POS//advmod//15 ?//MID//punct//15
Ansvar för helheten;frågar//VB|PRS|AKT//parataxis//15 Michael//PM|NOM//nsubj//19 Treschow//PM|NOM//flat//20 .//MAD//punct//3
Ansvar för helheten;Betyder//VB|PRS|AKT//parataxis//3 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 att//SN//mark//28 du//PN|UTR|SIN|DEF|SUB//nsubj//28 vill//VB|PRS|AKT//aux//28 gå//VB|INF|AKT//ccomp//23 tillbaka//PL//advmod//28 till//PP//case//31 brukssamhället//NN|NEU|SIN|DEF|NOM//obl//28 ,//MID//punct//3 och//KN//cc//34 ta//VB|INF|AKT//conj//3 ansvar//NN|NEU|SIN|IND|NOM//obj//34 för//PP//case//37 skolor//NN|UTR|PLU|IND|NOM//nmod//35 ,//MID//punct//39 vård//NN|UTR|SIN|IND|NOM//conj//37 och//KN//cc//41 omsorg//NN|UTR|SIN|IND|NOM//conj//37 ?//MID//punct//3
Ansvar för helheten;Var//HA//advmod//44 går//VB|PRS|AKT//parataxis//3 gränsen//NN|UTR|SIN|DEF|NOM//nsubj//44 ?//MAD//punct//3
Ansvar för helheten;Ansvar//NN|NEU|SIN|IND|NOM//nsubj//1 handlar//VB|PRS|AKT//ROOT//1 om//PP//mark//4 att//IE//mark//4 skicka//VB|INF|AKT//advcl//1 energi//NN|UTR|SIN|IND|NOM//obj//4 och//KN//cc//9 i//PP//case//9 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 ord//NN|NEU|PLU|IND|NOM//conj//5 och//KN//cc//11 handling//NN|UTR|SIN|IND|NOM//conj//5 visa//VB|INF|AKT//conj//1 att//SN//mark//15 man//PN|UTR|SIN|IND|SUB//nsubj//15 tar//VB|PRS|AKT//ccomp//12 ansvar//NN|NEU|SIN|IND|NOM//obj//15 för//PP//case//19 de//DT|UTR/NEU|PLU|DEF//det//19 områden//NN|NEU|PLU|IND|NOM//obl//15 där//HA//advmod//22 man//PN|UTR|SIN|IND|SUB//nsubj//22 ﬁnns//VB|PRS|SFO//acl:relcl//19 .//MAD//punct//1 –//PAD//punct//28
Ansvar för helheten;Man//PN|UTR|SIN|IND|SUB//nsubj//28 kan//VB|PRS|AKT//aux//28 inte//AB//advmod//28 ta//VB|INF|AKT//parataxis//1 ansvar//NN|NEU|SIN|IND|NOM//obj//28 för//PP//case//31 allting//PN|NEU|SIN|IND|SUB/OBJ//nmod//29 ,//MID//punct//33 säger//VB|PRS|AKT//parataxis//28 Mats//PM|NOM//nsubj//33 Lederhausen//PM|NOM//flat:name//34 .//MAD//punct//1
Ansvar för helheten;Jacob//PM|NOM//nsubj//2 Wallenberg//PM|NOM//flat:name//0 ger//VB|PRS|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//4 exempel//NN|NEU|SIN|IND|NOM//obj//2 .//MAD//punct//2 –//PAD//punct//7
Ansvar för helheten;Låt//VB|IMP|AKT//parataxis//2 oss//PN|UTR|PLU|DEF|OBJ//obj//7 säga//VB|INF|AKT//xcomp//7 att//SN//mark//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 skriver//VB|PRS|AKT//ccomp//9 1970//RG|NOM//obj//12 och//KN//cc//19 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 är//VB|PRS|AKT//cop//19 före//PP//case//19 katalytisk//JJ|POS|UTR|SIN|IND|NOM//amod//19 avgasrening//NN|UTR|SIN|IND|NOM//conj//12 .//MAD//punct//7
Ansvar för helheten;Under//PP//mark//27 vilka//HD|UTR/NEU|PLU|IND//det//23 omständigheter//NN|UTR|PLU|IND|NOM//nsubj//27 skulle//VB|PRT|AKT//aux//27 Shell//PM|NOM//nsubj//27 ha//VB|INF|AKT//aux//27 gått//VB|SUP|AKT//advcl//7 till//PP//case//31 den//DT|UTR|SIN|DEF//det//31 amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 kongressen//NN|UTR|SIN|DEF|NOM//obl//27 som//KN//case//36 en//DT|UTR|SIN|IND//det//36 ”//UO//punct//33 good//UO//amod//36 corporate//UO//nmod:poss//37 citizen//UO//obj//27 ”//PM|NOM//punct//7 och//KN//cc//40 tagit//VB|SUP|AKT//conj//7 initiativ//NN|NEU|SIN|IND|NOM//obj//40 till//PP//mark//48 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 i//PP//case//47 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 USA//PM|NOM//obl//48 införs//VB|PRS|SFO//advcl//40 katalytisk//JJ|POS|UTR|SIN|IND|NOM//amod//50 avgasrening//NN|UTR|SIN|IND|NOM//nsubj:pass//48 ?//MID//punct//7
Ansvar för helheten;Det//PN|NEU|SIN|DEF|SUB/OBJ//dep//7 är//VB|PRS|AKT//cop//7 att//IE//mark//55 ta//VB|INF|AKT//xcomp//7 ett//DT|NEU|SIN|IND//det//58 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 ansvar//NN|NEU|SIN|IND|NOM//obj//55 .//MAD//punct//7
Ansvar för helheten;Min//PS|UTR|SIN|DEF//nmod:poss//1 poäng//NN|UTR|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//SN//mark//5 du//PN|UTR|SIN|DEF|SUB//nsubj//5 gör//VB|PRS|AKT//ccomp//2 något//PN|NEU|SIN|IND|SUB/OBJ//obj//5 ,//MID//punct//5 där//HA//advmod//12 du//PN|UTR|SIN|DEF|SUB//nsubj//12 själv//JJ|POS|UTR|SIN|IND|NOM//amod//9 blir//VB|PRS|AKT//aux:pass//12 utsatt//PC|PRF|UTR|SIN|IND|NOM//advcl//5 för//PP//case//14 effekterna//NN|UTR|PLU|DEF|NOM//obl//12 i//PP//case//16 form//NN|UTR|SIN|IND|NOM//nmod//14 av//PP//case//20 en//DT|UTR|SIN|IND//det//20 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 kostnad//NN|UTR|SIN|IND|NOM//nmod//16 ,//MID//punct//27 utan//PP//mark//27 att//SN//mark//27 dina//PS|UTR/NEU|PLU|DEF//nmod:poss//25 konkurrenter//NN|UTR|PLU|IND|NOM//nsubj:pass//27 blir//VB|PRS|AKT//aux:pass//27 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//12 för//PP//case//30 samma//DT|UTR/NEU|SIN/PLU|IND//det//30 kostnader//NN|UTR|PLU|IND|NOM//obl//27 .//MAD//punct//2
Ansvar för helheten;Då//AB//advmod//35 har//VB|PRS|AKT//aux//35 du//PN|UTR|SIN|DEF|SUB//nsubj//35 tagit//VB|SUP|AKT//parataxis//2 ett//DT|NEU|SIN|IND//det//38 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 ansvar//NN|NEU|SIN|IND|NOM//obj//35 ,//MID//punct//44 men//KN//cc//44 på//PP//case//44 dina//PS|UTR/NEU|PLU|DEF//nmod:poss//43 aktieägares//NN|UTR|PLU|IND|GEN//nmod:poss//44 bekostnad//NN|UTR|SIN|IND|NOM//conj//35 .//MAD//punct//35
Ansvar för helheten;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 här//AB//fixed//46 tycker//VB|PRS|AKT//parataxis//35 jag//PN|UTR|SIN|DEF|SUB//nsubj//48 är//VB|PRS|AKT//cop//54 en//DT|UTR|SIN|IND//det//54 extremt//AB|POS//advmod//53 svår//JJ|POS|UTR|SIN|IND|NOM//amod//54 fråga//NN|UTR|SIN|IND|NOM//ccomp//48 .//MID//punct//48
Ansvar för helheten;Var//HA//advmod//57 drar//VB|PRS|AKT//parataxis//2 man//PN|UTR|SIN|IND|SUB//nsubj//57 gränsen//NN|UTR|SIN|DEF|NOM//obj//57 ?//MAD//punct//2
Ansvar för helheten;Mats//PM|NOM//nsubj//2 Lederhausen//PM|NOM//flat//0 säger//VB|PRS|AKT//ROOT//2 att//SN//mark//6 han//PN|UTR|SIN|DEF|SUB//nsubj//6 inte//AB//advmod//6 kan//VB|PRS|AKT//ccomp//2 frågan//NN|UTR|SIN|DEF|NOM//obj//6 om//PP//case//9 katalysatorer//NN|UTR|PLU|IND|NOM//nmod//7 ,//MID//punct//16 men//KN//cc//16 att//SN//mark//16 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 kanske//AB//advmod//16 hade//VB|PRT|AKT//aux//16 funnits//VB|SUP|SFO//conj//6 en//DT|UTR|SIN|IND//det//18 juniorvariant//NN|UTR|SIN|IND|NOM//obj//16 av//PP//case//22 det//DT|NEU|SIN|DEF//det//22 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 steget//NN|NEU|SIN|DEF|NOM//nmod//18 ,//MID//punct//16 nämligen//AB//advmod//26 att//IE//mark//26 bjuda//VB|INF|AKT//advcl//16 in//PL//compound:prt//26 alla//DT|UTR/NEU|PLU|IND/DEF//det//30 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//30 företag//NN|NEU|PLU|IND|NOM//obj//26 i//PP//case//32 Amerika//PM|NOM//obl//26 och//KN//cc//34 börja//VB|INF|AKT//conj//26 diskutera//VB|INF|AKT//xcomp//34 frågan//NN|UTR|SIN|DEF|NOM//obj//35 för//PP//mark//39 att//IE//mark//39 ha//VB|INF|AKT//acl//36 som//KN//mark//41 mål//NN|NEU|SIN|IND|NOM//xcomp//39 att//SN//mark//43 t//NN|AN//obl//39 ex//NN|AN//obj//43 inom//PP//case//47 en//DT|UTR|SIN|IND//det//47 sexårsperiod//NN|UTR|SIN|IND|NOM//obl//49 gemensamt//AB|POS//advmod//49 införa//VB|INF|AKT//acl:relcl//36 katalytisk//JJ|POS|UTR|SIN|IND|NOM//amod//51 avgasrening//NN|UTR|SIN|IND|NOM//obj//49 .//MAD//punct//2 –//PAD//discourse//58
Ansvar för helheten;Ett//DT|NEU|SIN|IND//det//56 annat//JJ|POS|NEU|SIN|IND|NOM//amod//56 exempel//NN|NEU|SIN|IND|NOM//nsubj//58 är//VB|PRS|AKT//cop//58 Electrolux//PM|NOM//parataxis//2 ,//MID//punct//60 säger//VB|PRS|AKT//parataxis//58 Michael//PM|NOM//nsubj//60 Treschow//PM|NOM//flat:name//61 .//MAD//punct//58
Ansvar för helheten;Säg//VB|IMP|AKT//parataxis//58 att//SN//mark//67 vi//PN|UTR|PLU|DEF|SUB//nsubj//67 vet//VB|PRS|AKT//ccomp//64 att//SN//mark//70 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//70 går//VB|PRS|AKT//ccomp//67 att//IE//mark//72 göra//VB|INF|AKT//csubj//70 energisnålare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 produkter//NN|UTR|PLU|IND|NOM//obj//72 ,//MID//punct//79 och//KN//cc//79 att//SN//mark//79 vi//PN|UTR|PLU|DEF|SUB//nsubj//79 försöker//VB|PRS|AKT//conj//58 driva//VB|INF|AKT//xcomp//79 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//80 .//MAD//punct//58
Ansvar för helheten;Om//SN//mark//85 inte//AB//advmod//85 politiker//NN|UTR|PLU|IND|NOM//dislocated//113 ,//MID//punct//87 medier//NN|NEU|PLU|IND|NOM//conj//85 och//KN//cc//90 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 medvetandegör//VB|PRS|AKT//conj//85 människor//NN|UTR|PLU|IND|NOM//conj//85 i//PP//case//93 Sverige//PM|NOM//nmod//85 om//PP//mark//100 att//SN//mark//100 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//100 faktiskt//AB|POS//advmod//100 är//VB|PRS|AKT//cop//100 en//DT|UTR|SIN|IND//det//100 fördel//NN|UTR|SIN|IND|NOM//advcl//85 som//KN//case//102 medborgare//NN|UTR|SIN|IND|NOM//nmod//100 att//IE//mark//104 använda//VB|INF|AKT//acl//100 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//106 energi//NN|UTR|SIN|IND|NOM//obj//104 ,//MID//punct//85 så//KN//advmod//113 kommer//VB|PRS|AKT//aux//113 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//113 inte//AB//advmod//113 att//IE//mark//113 köpa//VB|INF|AKT//advcl//58 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//115 produkter//NN|UTR|PLU|IND|NOM//obj//113 pga//PP|AN//mark//122 att//SN//fixed//116 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//122 kanske//AB//advmod//122 är//VB|PRS|AKT//cop//122 lite//AB|POS//advmod//122 dyrare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//113 .//MAD//punct//2
Ansvar för helheten;Samtidigt//AB//advmod//3 kan//VB|PRS|AKT//aux//3 jag//PN|UTR|SIN|DEF|SUB//nsubj//3 säga//VB|INF|AKT//ROOT//3 att//SN//mark//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 driver//VB|PRS|AKT//ccomp//3 frågan//NN|UTR|SIN|DEF|NOM//obj//6 för//PP//mark//11 att//SN//mark//11 vi//PN|UTR|PLU|DEF|SUB//nsubj//11 tror//VB|PRS|AKT//advcl//6 på//PP//case//13 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//11 av//PP//case//17 mer//AB|KOM//advmod//16 affärsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 skäl//NN|NEU|PLU|IND|NOM//nmod//13 .//MAD//punct//3
Ansvar för helheten;Vi//PN|UTR|PLU|DEF|SUB//nsubj//20 tror//VB|PRS|AKT//parataxis//3 att//SN//mark//25 förr//AB//advmod//25 eller//KN//cc//24 senare//AB|KOM//conj//22 kommer//VB|PRS|AKT//ccomp//20 tillräckligt//AB|POS//advmod//27 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//25 att//IE//mark//29 ge//VB|INF|AKT//acl//27 oss//PN|UTR|PLU|DEF|OBJ//iobj//29 ”//PAD//punct//32 credit//UO//obj//29 ”//PAD//punct//32 för//PP//mark//37 att//SN//fixed//34 vi//PN|UTR|PLU|DEF|SUB//nsubj//37 gör//VB|PRS|AKT//advcl//25 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//37 .//MAD//punct//20
Ansvar för helheten;Men//KN//cc//42 vi//PN|UTR|PLU|DEF|SUB//nsubj//42 gör//VB|PRS|AKT//conj//20 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//42 inte//AB//advmod//42 för//PP//mark//47 att//IE//mark//47 ta//VB|INF|AKT//advcl//42 ansvar//NN|NEU|SIN|IND|NOM//obj//47 för//PP//case//51 världens//NN|UTR|SIN|DEF|GEN//nmod:poss//51 naturtillgångar//NN|UTR|PLU|IND|NOM//nmod//48 .//MAD//punct//20
Ansvar för helheten;Vet//VB|PRS|AKT//ROOT//0 du//PN|UTR|SIN|DEF|SUB//nsubj//0 vad//HP|NEU|SIN|IND//obj//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 som//HP|-|-|-//nsubj//8 är//VB|PRS|AKT//cop//8 så//AB//advmod//8 enkelt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//2 ?//MID//punct//2
Ansvar för helheten;fortsätter//VB|PRS|AKT//ccomp//0 han//PN|UTR|SIN|DEF|SUB//nsubj//10 .//MAD//punct//0
