4 Försäkringsskydd på transportområdet ;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 kartlägger//VB|PRS|AKT//ROOT//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//3 hur//HA//advmod//7 försäkringsutbudet//NN|NEU|SIN|DEF|NOM//nsubj//7 ser//VB|PRS|AKT//ccomp//3 ut//PL//compound:prt//7 på//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 transportområdena//NN|NEU|PLU|DEF|NOM//obl//7 .//MAD//punct//3
4.2.1 Sjöförsäkringsmarknaden;Försäkringsföretag//NN|NEU|PLU|IND|NOM//nsubj//50 som//HP|-|-|-//nsubj//43 erbjuder//VB|PRS|AKT//acl:relcl//41 försäkringar//NN|UTR|PLU|IND|NOM//obj//43 på//PP//case//48 den//DT|UTR|SIN|DEF//det//48 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 marknaden//NN|UTR|SIN|DEF|NOM//nmod//44 är//VB|PRS|AKT//cop//50 organiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//4 i//PP//case//52 branschorganisationen//NN|UTR|SIN|DEF|NOM//nmod//54 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//54 Försäkring//NN|UTR|SIN|IND|NOM//obl//50 .//MAD//punct//4
4.2.1 Sjöförsäkringsmarknaden;De//DT|UTR/NEU|PLU|DEF//det//2 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 fartygen//NN|NEU|PLU|DEF|NOM//nsubj:pass//3 försäkras//VB|PRS|SFO//ROOT//3 bl.a.//AB|AN//advmod//3 i//PP//case//8 The//PM|NOM//det//8 Swedish//PM|NOM//nmod//8 Club//PM|NOM//obl//3 ,//MID//punct//10 norskkontrollerade//VB|PRT|AKT//amod//12 Gard//PM|NOM//nsubj//10 Marine//PM|NOM//dep//3 &//KN|AN//cc//14 Energy//PM|NOM//conj//12 AB//PM|NOM//conj//12 ,//MID//punct//19 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//18 Codan//PM|NOM//compound//19 Marine//PM|NOM//conj//12 ,//MID//punct//22 åländska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 Alandia//PM|NOM//conj//12 och//KN//cc//25 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 Vesta//PM|NOM//nmod//26 Marine//PM|NOM//conj//12 .//MAD//punct//3
4.2.1 Sjöförsäkringsmarknaden;Det//DT|NEU|SIN|DEF//det//30 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 tonnaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//31 försäkras//VB|PRS|SFO//parataxis//3 bl.a.//AB|AN//advmod//31 i//PP//case//35 If//UO//det//35 skadeförsäkring//NN|UTR|SIN|IND|NOM//obl//31 ,//MID//punct//38 Länsförsäkringar//NN|UTR|PLU|IND|NOM//nmod//38 Sak//NN|UTR|SIN|IND|NOM//conj//35 och//KN//cc//42 Bohusläns//PM|GEN//nmod:poss//42 Allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 Sjöförsäkringsbolag//PM|NOM//conj//35 .//MAD//punct//3
4.2.1 Sjöförsäkringsmarknaden;Sjöförsäkringsverksamheten//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//2 .//MAD//punct//2
4.2.1 Sjöförsäkringsmarknaden;År//NN|NEU|SIN|IND|NOM//nmod//5 2011//RG|NOM//obl//6 uppgick//VB|PRT|AKT//conj//2 inbetalade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 premier//NN|UTR|PLU|IND|NOM//nsubj//6 för//PP//case//10 försäkringar//NN|UTR|PLU|IND|NOM//obl//6 som//HP|-|-|-//nsubj:pass//12 tecknades//VB|PRT|SFO//acl:relcl//10 i//PP//case//14 Sverige//PM|NOM//obl//12 i//PP//advmod//17 här//AB//fixed//15 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 försäkringsföretag//NN|NEU|PLU|IND|NOM//nsubj//6 sammantaget//PC|PRF|NEU|SIN|IND|NOM//nsubj//6 för//PP//case//21 kasko//NN|UTR|SIN|IND|NOM//obl//6 ,//MID//punct//23 ansvar//NN|NEU|SIN|IND|NOM//conj//21 och//KN//cc//25 last//NN|UTR|SIN|IND|NOM//conj//21 till//PP//case//30 ca//AB|AN//advmod//28 1,6//RG|NOM//nummod//29 miljarder//NN|UTR|PLU|IND|NOM//nmod//30 kronor//NN|UTR|PLU|IND|NOM//obl//6 .//MAD//punct//2
4.2.1 Sjöförsäkringsmarknaden;Londonmarknaden//NN|UTR|SIN|DEF|NOM//ROOT//0
4.2.1 Sjöförsäkringsmarknaden;Den//DT|UTR|SIN|DEF//det//2 brittiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 marknaden//NN|UTR|SIN|DEF|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 en//DT|UTR|SIN|IND//det//6 stor//JJ|POS|UTR|SIN|IND|NOM//amod//6 marknad//NN|UTR|SIN|IND|NOM//nsubj//177 för//PP//case//8 sjöförsäkring//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//11 för//PP//case//11 återförsäkring//NN|UTR|SIN|IND|NOM//conj//8 .//MID//punct//6
4.2.1 Sjöförsäkringsmarknaden;Den//DT|UTR|SIN|DEF//det//15 brittiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 marknaden//NN|UTR|SIN|DEF|NOM//nsubj//16 består//VB|PRS|AKT//parataxis//6 av//PP//case//20 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//20 separata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 marknader//NN|UTR|PLU|IND|NOM//obl//16 .//MAD//punct//6
4.2.1 Sjöförsäkringsmarknaden;Den//DT|UTR|SIN|DEF//det//23 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//nsubj//25 är//VB|PRS|AKT//cop//25 Londonmarknaden//NN|UTR|SIN|DEF|NOM//parataxis//6 som//HP|-|-|-//nsubj//28 är//VB|PRS|AKT//cop//28 uppdelad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//25 på//PP//case//30 Lloyd//PM|NOM//obl//28 ’//PM|NOM//flat//30 s//PM|NOM//amod//35 och//KN//cc//34 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//32 försäkringsföretag//NN|NEU|PLU|IND|NOM//obl//28 som//HP|-|-|-//nsubj//38 är//VB|PRS|AKT//cop//38 knutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//35 till//PP//case//41 the//PM|NOM//det//41 Institute//PM|NOM//obl//38 of//PM|NOM//case//44 London//PM|NOM//nmod//44 Underwriters//PM|GEN//nmod//41 .//MID//punct//35
4.2.1 Sjöförsäkringsmarknaden;Lloyd//PM|NOM//nsubj//52 ’//PM|NOM//nummod//46 s//PM|NOM//nummod//46 är//VB|PRS|AKT//cop//52 inte//AB//advmod//52 ett//DT|NEU|SIN|IND//det//52 försäkringsbolag//NN|NEU|SIN|IND|NOM//appos//35 utan//KN//case//55 en//DT|UTR|SIN|IND//det//55 marknad//NN|UTR|SIN|IND|NOM//conj//52 där//HA//advmod//60 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 försäkringsföretag//NN|NEU|PLU|IND|NOM//nsubj//60 är//VB|PRS|AKT//cop//60 medlemmar//NN|UTR|PLU|IND|NOM//acl:relcl//55 och//KN//cc//62 går//VB|PRS|AKT//conj//28 samman//PL//compound:prt//62 för//PP//mark//66 att//IE//mark//66 försäkra//VB|INF|AKT//advcl//62 risker//NN|UTR|PLU|IND|NOM//obj//66 .//MAD//punct//25
4.2.1 Sjöförsäkringsmarknaden;Medlemmarna//NN|UTR|PLU|DEF|NOM//nsubj//71 är//VB|PRS|AKT//cop//71 organiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//25 i//PP//case//73 syndikat//NN|NEU|PLU|IND|NOM//obl//71 .//MAD//punct//25
4.2.1 Sjöförsäkringsmarknaden;Syndikaten//NN|NEU|PLU|DEF|NOM//nsubj:pass//76 representeras//VB|PRS|SFO//parataxis//25 av//PP//case//79 auktoriserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//79 mäklare//NN|UTR|PLU|IND|NOM//obl:agent//76 .//MAD//punct//25
4.2.1 Sjöförsäkringsmarknaden;Den//DT|UTR|SIN|DEF//det//83 auktoriserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//83 mäklaren//NN|UTR|SIN|DEF|NOM//nsubj//84 förbereder//VB|PRS|AKT//parataxis//25 försäkringen//NN|UTR|SIN|DEF|NOM//obj//84 genom//PP//mark//88 att//IE//mark//88 utfärda//VB|INF|AKT//advcl//84 en//DT|UTR|SIN|IND//det//92 s.k.//AB|AN//amod//92 ”//UO//punct//92 slip//UO//obj//88 ”//PAD//punct//25 .//MAD//punct//6
4.2.1 Sjöförsäkringsmarknaden;Därefter//AB//advmod//112 kan//VB|PRS|AKT//aux//112 underwriters//NN|UTR|PLU|IND|GEN//nsubj//112 som//HP|-|-|-//nsubj//99 representerar//VB|PRS|AKT//acl:relcl//97 syndikaten//NN|NEU|PLU|DEF|NOM//obj//99 teckna//VB|INF|AKT//xcomp//99 andelar//NN|UTR|PLU|IND|NOM//obj//101 av//PP//case//105 den//DT|UTR|SIN|DEF//det//105 risk//NN|UTR|SIN|IND|NOM//nmod//102 som//HP|-|-|-//nsubj:pass//108 ska//VB|PRS|AKT//aux//108 täckas//VB|INF|SFO//acl:relcl//105 .//MAD//punct//97
4.2.1 Sjöförsäkringsmarknaden;Olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//111 syndikat//NN|NEU|PLU|IND|NOM//nsubj//112 tecknar//VB|PRS|AKT//parataxis//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//112 för//PP//case//115 procentsatser//NN|UTR|PLU|IND|NOM//obl//112 av//PP//case//119 den//DT|UTR|SIN|DEF//det//119 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//119 risken//NN|UTR|SIN|DEF|NOM//nmod//115 på//PP//case//123 denna//DT|UTR|SIN|DEF//det//123 ”//PAD//punct//123 slip//NN|UTR|SIN|IND|NOM//nmod//119 ”//PAD//punct//112 till//PP//case//128 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//128 100//RG|NOM//nummod//128 procent//NN|UTR|PLU|IND|NOM//obl//112 av//PP//case//130 risken//NN|UTR|SIN|DEF|NOM//nmod//128 är//VB|PRS|AKT//cop//132 täckt//PC|PRF|UTR|SIN|IND|NOM//conj//112 .//MAD//punct//132
4.2.1 Sjöförsäkringsmarknaden;Ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//138 för//PP//case//136 syndikaten//NN|NEU|PLU|DEF|NOM//nmod//134 är//VB|PRS|AKT//cop//138 delat//PC|PRF|NEU|SIN|IND|NOM//conj//112 och//KN//cc//141 inte//AB//advmod//141 solidariskt//AB|POS//conj//138 ,//MID//punct//138 dvs.//AB|AN//advmod//145 alla//DT|UTR/NEU|PLU|IND/DEF//det//145 försäkringsgivarna//NN|UTR|PLU|DEF|NOM//nsubj//147 är//VB|PRS|AKT//cop//147 ansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//138 ,//MID//punct//153 men//KN//cc//153 endast//AB//advmod//153 för//PP//case//153 sin//PS|UTR|SIN|DEF//nmod:poss//153 andel//NN|UTR|SIN|IND|NOM//conj//138 eller//KN//cc//155 del//NN|UTR|SIN|IND|NOM//conj//153 av//PP//case//157 risken//NN|UTR|SIN|DEF|NOM//nmod//155 .//MAD//punct//6
4.2.1 Sjöförsäkringsmarknaden;Om//SN//mark//164 en//DT|UTR|SIN|IND//det//161 försäkringsgivare//NN|UTR|SIN|IND|NOM//nsubj//164 inte//AB//advmod//164 skulle//VB|PRT|AKT//aux//164 klara//VB|INF|AKT//acl//6 att//IE//mark//166 täcka//VB|INF|AKT//csubj//164 sin//PS|UTR|SIN|DEF//nmod:poss//168 andel//NN|UTR|SIN|IND|NOM//obj//166 av//PP//case//171 en//DT|UTR|SIN|IND//det//171 fordran//NN|UTR|SIN|IND|NOM//obl//166 ,//MID//punct//6 är//VB|PRS|AKT//cop//177 således//AB//advmod//177 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//177 inte//AB//advmod//177 skyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//177 att//IE//mark//179 svara//VB|INF|AKT//acl//177 för//PP//case//181 mer//AB|KOM//obl//179 än//KN//case//184 sin//PS|UTR|SIN|DEF//nmod:poss//184 del//NN|UTR|SIN|IND|NOM//nmod//181 av//PP//case//186 fordran//NN|UTR|SIN|IND|NOM//nmod//184 .//MAD//punct//177
4.2.1 Sjöförsäkringsmarknaden;Varje//DT|UTR/NEU|SIN|IND//det//189 medlem//NN|UTR|SIN|IND|NOM//nsubj//195 av//PP//case//191 Lloyd//PM|NOM//nmod//189 ’//PM|NOM//nummod//191 s//PM|NOM//nummod//191 måste//VB|PRS|AKT//aux//195 avsätta//VB|INF|AKT//conj//177 kapital//NN|NEU|SIN|IND|NOM//obj//195 till//PP//case//199 en//DT|UTR|SIN|IND//det//199 fond//NN|UTR|SIN|IND|NOM//obl//195 hos//PP//case//201 Lloyd//PM|NOM//nmod//199 ’//PM|NOM//nummod//201 s//PM|NOM//nummod//201 för//PP//mark//206 att//IE//mark//206 stödja//VB|INF|AKT//advcl//195 sin//PS|UTR|SIN|DEF//nmod:poss//208 försäkringsverksamhet//NN|UTR|SIN|IND|NOM//obj//206 .//MAD//punct//177
4.2.1 Sjöförsäkringsmarknaden;Försäkringsförmedlare//NN|UTR|SIN|IND|NOM//ROOT//0
4.2.1 Sjöförsäkringsmarknaden;En//DT|UTR|SIN|IND//det//1 redare//NN|UTR|SIN|IND|NOM//nsubj//4 kan//VB|PRS|AKT//aux//4 antingen//KN//cc//4 teckna//VB|INF|AKT//ROOT//4 försäkring//NN|UTR|SIN|IND|NOM//obj//4 genom//PP//mark//8 att//IE//mark//8 ha//VB|INF|AKT//advcl//4 direktkontakt//NN|UTR|SIN|IND|NOM//obj//8 med//PP//case//12 ett//DT|NEU|SIN|IND//det//12 försäkringsföretag//NN|NEU|SIN|IND|NOM//obl//8 eller//KN//cc//14 teckna//VB|INF|AKT//conj//8 försäkringar//NN|UTR|PLU|IND|NOM//obj//14 via//PP//case//18 en//DT|UTR|SIN|IND//det//18 försäkringsförmedlare//NN|UTR|SIN|IND|NOM//nmod//15 .//MAD//punct//4
4.2.1 Sjöförsäkringsmarknaden;En//DT|UTR|SIN|IND//det//21 försäkringsförmedlare//NN|UTR|SIN|IND|NOM//nsubj//24 är//VB|PRS|AKT//cop//24 en//DT|UTR|SIN|IND//det//24 mellanhand//NN|UTR|SIN|IND|NOM//parataxis//4 som//HP|-|-|-//nsubj//27 är//VB|PRS|AKT//cop//27 fristående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//24 i//PP//case//31 förhållande//NN|NEU|SIN|IND|NOM//fixed//28 till//PP//fixed//28 försäkringsgivaren//NN|UTR|SIN|DEF|NOM//obl//27 och//KN//cc//33 redaren//NN|UTR|SIN|DEF|NOM//conj//31 .//MAD//punct//4
4.2.1 Sjöförsäkringsmarknaden;Den//DT|UTR|SIN|DEF//det//37 1//RO|NOM//nummod//37 juli//NN|UTR|SIN|IND|NOM//obl//39 2005//RG|NOM//nummod//37 trädde//VB|PRT|AKT//parataxis//4 lagen//NN|UTR|SIN|DEF|NOM//nsubj//39 (//PAD//punct//42 2005:405//RG|NOM//appos//40 )//PAD//punct//42 om//PP//case//45 försäkringsförmedling//NN|UTR|SIN|IND|NOM//obl//39 i//PP//case//47 kraft//NN|UTR|SIN|IND|NOM//nmod//45 och//KN//cc//49 ersatte//VB|PRT|AKT//conj//39 därmed//AB//advmod//49 lagen//NN|UTR|SIN|DEF|NOM//obj//49 om//PP//case//53 försäkringsmäklare//NN|UTR|PLU|IND|NOM//nmod//51 .//MAD//punct//39
4.2.1 Sjöförsäkringsmarknaden;Försäkringsförmedlaren//NN|UTR|SIN|DEF|NOM//nsubj//62 kan//VB|PRS|AKT//aux//62 i//PP//case//61 motsats//NN|UTR|SIN|IND|NOM//fixed//57 till//PP//fixed//57 en//DT|UTR|SIN|IND//det//61 försäkringsmäklare//NN|UTR|SIN|IND|NOM//obl//62 företräda//VB|INF|AKT//parataxis//39 både//KN//cc//64 kund//NN|UTR|SIN|IND|NOM//obj//62 och//KN//cc//66 försäkringsföretag//NN|NEU|SIN|IND|NOM//conj//64 ,//MID//punct//62 men//KN//cc//70 har//VB|PRS|AKT//aux//70 skyldighet//NN|UTR|SIN|IND|NOM//conj//62 att//IE//mark//72 göra//VB|INF|AKT//acl//70 klart//AB|POS//advmod//72 för//PP//case//75 kunden//NN|UTR|SIN|DEF|NOM//obl//72 om//PP//mark//78 tjänsten//NN|UTR|SIN|DEF|NOM//nsubj//78 följer//VB|PRS|AKT//advcl//72 av//PP//compound:prt//78 avtal//NN|NEU|PLU|IND|NOM//obj//78 med//PP//case//82 försäkringsgivare//NN|UTR|PLU|IND|NOM//obl//78 eller//KN//cc//84 grundar//VB|PRS|AKT//conj//78 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//84 på//PP//case//88 opartisk//JJ|POS|UTR|SIN|IND|NOM//amod//88 analys//NN|UTR|SIN|IND|NOM//obl//84 .//MAD//punct//4
4.2.1 Sjöförsäkringsmarknaden;Försäkringsförmedlarna//NN|UTR|PLU|DEF|NOM//nsubj//91 har//VB|PRS|AKT//parataxis//4 också//AB//advmod//91 verktyg//NN|NEU|PLU|IND|NOM//obj//91 för//PP//mark//98 att//IE//mark//98 på//PP//case//97 klientnivå//NN|UTR|SIN|IND|NOM//obl//98 hjälpa//VB|INF|AKT//advcl//91 rederier//NN|NEU|PLU|IND|NOM//obj//98 att//IE//mark//101 bedöma//VB|INF|AKT//xcomp//98 och//KN//cc//103 hantera//VB|INF|AKT//conj//101 sin//PS|UTR|SIN|DEF//nmod:poss//105 katastrofriskexponering//NN|UTR|SIN|IND|NOM//obj//103 .//MAD//punct//91
4.2.1 Sjöförsäkringsmarknaden;Trenden//NN|UTR|SIN|DEF|NOM//nsubj//1 är//VB|PRS|AKT//ROOT//1 att//SN//mark//4 försäkringförmedlare//NN|UTR|PLU|IND|NOM//nsubj:pass//4 anlitas//VB|PRS|SFO//ccomp//1 i//PP//case//8 allt//AB//advmod//7 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 utsträckning//NN|UTR|SIN|IND|NOM//obl//4 på//PP//case//10 sjöförsäkringsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//8 .//MAD//punct//1
4.2.1 Sjöförsäkringsmarknaden;De//DT|UTR/NEU|PLU|DEF//det//14 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//14 försäkringsmedlarna//NN|UTR|PLU|DEF|NOM//nsubj//18 på//PP//case//16 marknaden//NN|UTR|SIN|DEF|NOM//nmod//14 är//VB|PRS|AKT//cop//18 Aon//PM|NOM//parataxis//1 ,//MID//punct//20 Marsh//PM|NOM//conj//18 och//KN//cc//22 Willis//PM|NOM//conj//18 .//MAD//punct//1
4.2.1 Sjöförsäkringsmarknaden;Försäkringsförmedlarna//NN|UTR|PLU|DEF|NOM//nsubj//25 verkar//VB|PRS|AKT//parataxis//1 mot//PP//case//28 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 försäkringsmarknaden//NN|UTR|SIN|DEF|NOM//obl//25 .//MAD//punct//25
4.2.1 Sjöförsäkringsmarknaden;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//31 får//VB|PRS|AKT//conj//25 betalt//PC|PRF|NEU|SIN|IND|NOM//obj//31 genom//PP//case//34 provision//NN|UTR|SIN|IND|NOM//obl//31 på//PP//case//36 premier//NN|UTR|PLU|IND|NOM//nmod//34 från//PP//case//38 försäkringsgivarna//NN|UTR|PLU|DEF|NOM//nmod//36 .//MAD//punct//25
4.2.1 Sjöförsäkringsmarknaden;Utspridning//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//2 risken//NN|UTR|SIN|DEF|NOM//nmod//0 på//PP//case//5 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 försäkringsföretag//NN|NEU|PLU|IND|NOM//nmod//2
4.2.1 Sjöförsäkringsmarknaden;En//DT|UTR|SIN|IND//det//1 redare//NN|UTR|SIN|IND|NOM//nsubj//3 kan//VB|PRS|AKT//aux//3 teckna//VB|INF|AKT//ROOT//3 försäkring//NN|UTR|SIN|IND|NOM//obj//3 hos//PP//case//7 ett//DT|NEU|SIN|IND//det//7 försäkringsföretag//NN|NEU|SIN|IND|NOM//obl//3 för//PP//case//10 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 värdet//NN|NEU|SIN|DEF|NOM//nmod//7 av//PP//case//12 fartyget//NN|NEU|SIN|DEF|NOM//nmod//10 eller//KN//cc//14 fartygsflottan//NN|UTR|SIN|DEF|NOM//conj//12 .//MAD//punct//3
4.2.1 Sjöförsäkringsmarknaden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 är//VB|PRS|AKT//cop//20 som//KN//mark//20 tidigare//AB|KOM//advmod//20 nämnts//VB|SUP|SFO//conj//3 dock//AB//advmod//20 vanligt//AB|POS//xcomp//20 att//IE//mark//24 dela//VB|INF|AKT//acl//22 upp//PL//compound:prt//24 försäkringsansvaret//NN|NEU|SIN|DEF|NOM//obj//24 mellan//PP//case//31 två//RG|NOM//nummod//31 eller//KN//cc//30 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//28 direktförsäkrare//NN|UTR|PLU|IND|NOM//obl//24 som//HP|-|-|-//nsubj//33 svarar//VB|PRS|AKT//acl:relcl//31 för//PP//case//36 en//DT|UTR|SIN|IND//det//36 procentandel//NN|UTR|SIN|IND|NOM//obl//33 av//PP//case//38 försäkringen//NN|UTR|SIN|DEF|NOM//nmod//36 .//MAD//punct//20
4.2.1 Sjöförsäkringsmarknaden;Dessa//DT|UTR/NEU|PLU|DEF//det//42 försäkringsgivare//NN|UTR|PLU|IND|NOM//amod//42 delar//VB|PRS|AKT//nmod//43 ansvaret//NN|NEU|SIN|DEF|NOM//parataxis//20 för//PP//case//46 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//46 risker//NN|UTR|PLU|IND|NOM//obl//20 som//HP|-|-|-//obl//49 försäkringen//NN|UTR|SIN|DEF|NOM//nsubj//49 omfattar//VB|PRS|AKT//acl:relcl//46 .//MAD//punct//20
4.2.1 Sjöförsäkringsmarknaden;Att//IE//mark//52 placera//VB|INF|AKT//advcl//20 risken//NN|UTR|SIN|DEF|NOM//obj//52 hos//PP//case//56 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//56 försäkringsföretag//NN|NEU|PLU|IND|NOM//nmod//53 kan//VB|PRS|AKT//aux//58 innebära//VB|INF|AKT//conj//20 en//DT|UTR|SIN|IND//det//60 riskspridning//NN|UTR|SIN|IND|NOM//obj//58 för//PP//case//62 fartygsägaren//NN|UTR|SIN|DEF|NOM//nmod//60 .//MAD//punct//20
4.2.1 Sjöförsäkringsmarknaden;Om//SN//mark//68 fartyget//NN|NEU|SIN|DEF|NOM//nsubj//68 exempelvis//AB//advmod//68 är//VB|PRS|AKT//cop//68 försäkrat//PC|PRF|NEU|SIN|IND|NOM//advcl//76 i//PP//case//72 en//DT|UTR|SIN|IND//det//72 ömsesidig//JJ|POS|UTR|SIN|IND|NOM//amod//72 klubb//NN|UTR|SIN|IND|NOM//obl//68 kan//VB|PRS|AKT//aux//76 ägaren//NN|UTR|SIN|DEF|NOM//nsubj//76 vilja//VB|INF|AKT//aux//76 minska//VB|INF|AKT//conj//3 risken//NN|UTR|SIN|DEF|NOM//obj//76 för//PP//mark//80 att//IE//mark//80 behöva//VB|INF|AKT//advcl//76 tillföra//VB|INF|AKT//xcomp//80 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 medel//NN|NEU|PLU|IND|NOM//obj//81 för//PP//mark//86 att//IE//mark//86 täcka//VB|INF|AKT//advcl//81 uppkomna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//88 förluster//NN|UTR|PLU|IND|NOM//obj//86 i//PP//case//90 klubben//NN|UTR|SIN|DEF|NOM//obl//86 .//MAD//punct//3
4.2.1 Sjöförsäkringsmarknaden;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//93 innebär//VB|PRS|AKT//conj//3 en//DT|UTR|SIN|IND//det//95 riskminskning//NN|UTR|SIN|IND|NOM//obj//93 att//IE//mark//97 sätta//VB|INF|AKT//acl//95 en//DT|UTR|SIN|IND//det//99 del//NN|UTR|SIN|IND|NOM//obj//97 av//PP//case//101 försäkringen//NN|UTR|SIN|DEF|NOM//nmod//99 till//PP//case//104 fast//JJ|POS|UTR|SIN|IND|NOM//amod//104 premie//NN|UTR|SIN|IND|NOM//obl//97 hos//PP//case//107 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 försäkringsföretag//NN|NEU|PLU|IND|NOM//obl//97 .//MAD//punct//93
4.2.1 Sjöförsäkringsmarknaden;Återförsäkring//NN|UTR|SIN|IND|NOM//ROOT//0
4.2.1 Sjöförsäkringsmarknaden;Återförsäkring//NN|UTR|SIN|IND|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 att//SN//mark//4 försäkringsföretaget//NN|NEU|SIN|DEF|NOM//nsubj//4 försäkrar//VB|PRS|AKT//ccomp//1 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//7 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 åtaganden//NN|NEU|PLU|IND|NOM//obj//4 hos//PP//case//10 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 företag//NN|NEU|PLU|IND|NOM//obl//4 ,//MID//punct//12 återförsäkringsföretag//NN|NEU|PLU|IND|NOM//conj//4 .//MAD//punct//1
4.2.1 Sjöförsäkringsmarknaden;Återförsäkring//NN|UTR|SIN|IND|NOM//nsubj//15 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//18 försäkringsföretaget//NN|NEU|SIN|DEF|NOM//nsubj//18 minskar//VB|PRS|AKT//ccomp//15 sin//PS|UTR|SIN|DEF//nmod:poss//20 riskexponering//NN|UTR|SIN|IND|NOM//obj//18 och//KN//cc//22 ökar//VB|PRS|AKT//conj//18 sin//PS|UTR|SIN|DEF//nmod:poss//24 kapacitet//NN|UTR|SIN|IND|NOM//obj//22 att//IE//mark//26 klara//VB|INF|AKT//advcl//22 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 skador//NN|UTR|PLU|IND|NOM//obj//26 .//MAD//punct//15
