%DNJUXQG;OLJW//PM|NOM//ROOT//0 VWUXNWXUELGUDJ//PM|NOM//obj//0
%DNJUXQG;PHG//PM|NOM//nsubj//1 PRWVYDUDQGH//PM|NOM//ROOT//1 EHORSS//PM|NOM//advmod//1 7DEHOO//AB|AN//punct//2 6HNWRU//AB|AN//nummod//2 .RPPXQ//MID//punct//2 /DQGVWLQJ//MAD//parataxis//1 7RWDOW//NN|AN//nummod//8 %//NN|AN//nmod//9 HORSS//NN|NEU|SIN|DEF|NOM//nsubj//6

6.1 Utjämning inte bidrag;Som//HA//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 visar//VB|PRS|AKT//advcl//21 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//17 i//PP//case//20 tabellen//NN|UTR|SIN|DEF|NOM//obl//17 varierar//VB|PRS|AKT//parataxis//1 utfallet//NN|NEU|SIN|DEF|NOM//nsubj//21 kraftigt//AB|POS//advmod//21 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//21 på//PP//case//29 den//DT|UTR|SIN|DEF//det//28 flyttande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 personens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 ålder//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//21
6.1 Utjämning inte bidrag;Utjämningssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//32 grundtanke//NN|UTR|SIN|IND|NOM//nsubj//33 är//VB|PRS|AKT//cop//1 att//SN//mark//45 omfördelningen//NN|UTR|SIN|DEF|NOM//nsubj//45 av//PP//case//37 resurser//NN|UTR|PLU|IND|NOM//nmod//35 vid//PP//case//39 in-//AB|SMS//nmod//37 och//KN//cc//41 utflyttning//NN|UTR|SIN|IND|NOM//conj//39 i//PP//case//43 genomsnitt//NN|NEU|SIN|IND|NOM//nmod//41 skall//VB|PRS|AKT//aux//45 motsvara//VB|INF|AKT//ccomp//33 de//DT|UTR/NEU|PLU|DEF//det//47 förändringar//NN|UTR|PLU|IND|NOM//obj//45 av//PP//case//49 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//47 som//HP|-|-|-//nsubj:pass//52 befolkningsförändringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//52 antas//VB|PRS|SFO//acl:relcl//47 generera//VB|INF|AKT//xcomp//52 .//MAD//punct//1
6.1 Utjämning inte bidrag;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//56 gäller//VB|PRS|AKT//parataxis//1 vid//PP//case//59 genomsnittlig//JJ|POS|UTR|SIN|IND|NOM//amod//59 avgifts-//NN|UTR|-|-|SMS//obl//56 ,//MID//punct//61 ambitions-//NN|UTR|-|-|SMS//conj//59 och//KN//cc//63 effektivitetsnivå//NN|UTR|SIN|IND|NOM//conj//59 .//MAD//punct//1
6.1 Utjämning inte bidrag;Kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 försämras//VB|PRS|SFO//ROOT//1 med//PP//case//6 knappt//AB|POS//advmod//4 26//RG|NOM//nummod//5 000//RG|NOM//nummod//6 kronor//NN|UTR|PLU|IND|NOM//obl//1 när//HA//mark//15 en//DT|UTR|SIN|IND//det//9 person//NN|UTR|SIN|IND|NOM//nsubj//15 i//PP//case//14 åldern//NN|UTR|SIN|DEF|NOM//nmod//12 19//RG|NOM//nummod//14 64//RG|NOM//nummod//14 år//NN|NEU|PLU|IND|NOM//nmod//9 flyttar//VB|PRS|AKT//advcl//1 in//PL//compound:prt//15 i//PP//case//18 kommunen//NN|UTR|SIN|DEF|NOM//obl//15 .//MAD//punct//1
6.1 Utjämning inte bidrag;Generellt//AB|POS//advmod//23 kan//VB|PRS|AKT//aux//23 man//PN|UTR|SIN|IND|SUB//nsubj//23 säga//VB|INF|AKT//parataxis//1 att//SN//mark//27 om//SN//mark//27 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 flyttar//VB|PRS|AKT//ccomp//23 in//PL//compound:prt//27 en//DT|UTR|SIN|IND//det//30 person//NN|UTR|SIN|IND|NOM//obj//27 i//PP//case//35 åldern//NN|UTR|SIN|DEF|NOM//nmod//33 19//RG|NOM//nummod//35 64//RG|NOM//nummod//35 år//NN|NEU|PLU|IND|NOM//obl//27 minskar//VB|PRS|AKT//conj//1 andelen//NN|UTR|SIN|DEF|NOM//nsubj//36 barn//NN|NEU|PLU|IND|NOM//obj//36 ,//MID//punct//40 ungdomar//NN|UTR|PLU|IND|NOM//conj//38 ,//MID//punct//42 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//38 och//KN//cc//44 utomnordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//38 medborgare//NN|UTR|PLU|IND|NOM//conj//38 av//PP//case//49 den//DT|UTR|SIN|DEF//det//49 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//45 .//MAD//punct//1
6.1 Utjämning inte bidrag;Därför//AB//advmod//52 kommer//VB|PRS|AKT//conj//1 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nsubj//52 för//PP//case//56 dessa//DT|UTR/NEU|PLU|DEF//det//56 verksamheter//NN|UTR|PLU|IND|NOM//nmod//53 att//IE//mark//58 försämras//VB|INF|SFO//advcl//52 (//PAD//punct//60 se//VB|IMP|AKT//parataxis//52 tabell//NN|UTR|SIN|IND|NOM//nmod//62 6.2//RG|NOM//obj//60 )//PAD//punct//60 .//MAD//punct//1
6.1 Utjämning inte bidrag;Sambandet//NN|NEU|SIN|DEF|NOM//nsubj//66 gäller//VB|PRS|AKT//parataxis//1 även//AB//advmod//66 vid//PP//case//69 utflyttning//NN|UTR|SIN|IND|NOM//obl//66 .//MAD//punct//66
6.1 Utjämning inte bidrag;En//DT|UTR|SIN|IND//det//72 person//NN|UTR|SIN|IND|NOM//nsubj//78 mindre//AB|KOM//advmod//77 i//PP//case//77 åldern//NN|UTR|SIN|DEF|NOM//nmod//76 19//RG|NOM//nummod//77 64//RG|NOM//nmod//72 genererar//VB|PRS|AKT//parataxis//66 ett//DT|NEU|SIN|IND//det//80 tillskott//NN|NEU|SIN|IND|NOM//obj//78 i//PP//case//84 kostnadsutjämningens//NN|UTR|SIN|DEF|GEN//nmod:poss//84 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 delmodeller//NN|UTR|PLU|IND|NOM//nmod//80 .//MAD//punct//66

6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//ROOT//0
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nsubj//1 innefattar//VB|PRS|AKT//ROOT//1 utjämningsmodeller//NN|UTR|PLU|IND|NOM//obj//1 för//PP//case//5 16//RG|NOM//nummod//5 verksamheter//NN|UTR|PLU|IND|NOM//obl//2 eller//KN//cc//7 kostnadsslag//NN|NEU|PLU|IND|NOM//conj//5 för//PP//case//9 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//7 och//KN//cc//12 tre//RG|NOM//nummod//12 utjämningsmodeller//NN|UTR|PLU|IND|NOM//conj//9 för//PP//case//14 landstingen//NN|NEU|PLU|DEF|NOM//nmod//12 .//MAD//punct//1
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;De//DT|UTR/NEU|PLU|DEF//det//17 utjämningsmodeller//NN|UTR|PLU|IND|NOM//parataxis//1 som//HP|-|-|-//nsubj//19 omfördelar//VB|PRS|AKT//acl:relcl//17 mest//AB|SUV//amod//21 resurser//NN|UTR|PLU|IND|NOM//obj//19 är//VB|PRS|AKT//cop//25 de//DT|UTR/NEU|PLU|DEF//det//25 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 kärnverksamheterna//NN|UTR|PLU|DEF|NOM//nsubj//17 .//MAD//punct//17
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Dessa//DT|UTR/NEU|PLU|DEF//det//28 verksamheter//NN|UTR|PLU|IND|NOM//nsubj//29 står//VB|PRS|AKT//conj//1 också//AB//advmod//29 för//PP//case//33 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//33 andel//NN|UTR|SIN|IND|NOM//obl//29 av//PP//case//38 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//38 och//KN//cc//37 landstingens//NN|NEU|PLU|DEF|GEN//conj//35 kostnader//NN|UTR|PLU|IND|NOM//nmod//33 .//MAD//punct//29
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Den//DT|UTR|SIN|DEF//det//2 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 förändringen//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//4 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nmod//2 beror//VB|PRS|AKT//ROOT//5 på//PP//mark//9 att//SN//mark//9 underlaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//9 uppdateras//VB|PRS|SFO//advcl//5 .//MID//punct//5
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//12 förändringar//NN|UTR|PLU|IND|NOM//nsubj//14 bör//VB|PRS|AKT//aux//14 slå//VB|INF|AKT//parataxis//5 igenom//PL//compound:prt//14 då//HA//mark//18 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//18 motsvaras//VB|PRS|SFO//advcl//14 av//PP//case//22 en//DT|UTR|SIN|IND//det//22 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 förändring//NN|UTR|SIN|IND|NOM//obl:agent//18 i//PP//case//27 den//DT|UTR|SIN|DEF//det//27 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 relativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 kostnadsstrukturen//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//14
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Den//DT|UTR|SIN|DEF//det//31 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 förändringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//36 av//PP//case//33 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nmod//31 bör//VB|PRS|AKT//aux//36 därför//AB//advmod//36 tillåtas//VB|INF|SFO//parataxis//14 slå//VB|INF|AKT//xcomp//36 igenom//PL//compound:prt//37 fullt//AB|POS//advmod//40 ut//AB//advmod//44 vid//PP//case//44 de//DT|UTR/NEU|PLU|DEF//det//44 årliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 uppdateringarna//NN|UTR|PLU|DEF|NOM//obl//37 .//MAD//punct//14
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Något//PN|NEU|SIN|IND|SUB/OBJ//nsubj//62 som//HP|-|-|-//nsubj//50 också//AB//advmod//50 kan//VB|PRS|AKT//aux//50 ge//VB|INF|AKT//acl:relcl//46 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 effekter//NN|UTR|PLU|IND|NOM//obj//50 vid//PP//case//54 uppdateringar//NN|UTR|PLU|IND|NOM//obl//50 är//VB|PRS|AKT//cop//46 om//SN//case//57 nivån//NN|UTR|SIN|DEF|NOM//obl//55 på//PP//case//61 någon//DT|UTR|SIN|IND//det//61 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//61 uppgift//NN|UTR|SIN|IND|NOM//nmod//57 passerar//VB|PRS|AKT//parataxis//14 en//DT|UTR|SIN|IND//det//65 uppsatt//PC|PRF|UTR|SIN|IND|NOM//amod//65 gräns//NN|UTR|SIN|IND|NOM//obj//62 vilket//HP|NEU|SIN|IND//nsubj//67 gör//VB|PRS|AKT//acl:relcl//65 att//SN//mark//73 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//70 bidrag//NN|NEU|SIN|IND|NOM//nsubj:pass//73 ///MID//cc//72 avgift//NN|UTR|SIN|IND|NOM//nmod//70 förändras//VB|PRS|SFO//ccomp//67 på//PP//case//79 ett//DT|NEU|SIN|IND//det//79 till//PP//advmod//78 synes//NN|-|-|-|-//fixed//76 omotiverat//JJ|POS|NEU|SIN|IND|NOM//amod//79 sätt//NN|NEU|SIN|IND|NOM//obl//73 .//MID//punct//14
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//82 gränser//NN|UTR|PLU|IND|NOM//nsubj//83 finns//VB|PRS|SFO//parataxis//14 exempelvis//AB//advmod//83 i//PP//case//86 delmodellerna//NN|UTR|PLU|DEF|NOM//obl//83 för//PP//case//88 vatten//NN|NEU|SIN|IND|NOM//obl//83 och//KN//cc//90 avlopp//NN|NEU|SIN|IND|NOM//conj//88 ,//MID//punct//92 befolkningsminskning//NN|UTR|SIN|IND|NOM//conj//88 (//PAD//punct//94 delen//NN|UTR|SIN|DEF|NOM//appos//83 som//HP|-|-|-//nsubj//96 beaktar//VB|PRS|AKT//acl:relcl//94 elevförändringarna//NN|UTR|PLU|DEF|NOM//obj//96 )//PAD//punct//94 ,//MID//punct//94 samt//KN//cc//101 administration//NN|UTR|SIN|IND|NOM//conj//94 och//KN//cc//103 räddningstjänst//NN|UTR|SIN|IND|NOM//conj//101 .//MAD//punct//14
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//11 man//PN|UTR|SIN|IND|SUB//nsubj//11 i//PP//case//6 den//DT|UTR|SIN|DEF//det//6 mån//NN|UTR|SIN|IND|NOM//obl//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 är//VB|PRS|AKT//cop//9 möjligt//JJ|POS|NEU|SIN|IND|NOM//advmod//11 bör//VB|PRS|AKT//aux//11 utforma//VB|INF|AKT//ccomp//1 delmodellerna//NN|UTR|PLU|DEF|NOM//obj//11 så//SN//mark//18 att//SN//fixed//13 dessa//DT|UTR/NEU|PLU|DEF//det//16 effekter//NN|UTR|PLU|IND|NOM//nsubj:pass//18 kan//VB|PRS|AKT//aux//18 undvikas//VB|INF|SFO//advcl//11 .//MAD//punct//1
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;I//PP//case//21 delmodellen//NN|UTR|SIN|DEF|NOM//obl//24 för//PP//case//23 befolkningsminskning//NN|UTR|SIN|IND|NOM//nmod//21 föreslår//VB|PRS|AKT//parataxis//1 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//24 en//DT|UTR|SIN|IND//det//28 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//28 lösning//NN|UTR|SIN|IND|NOM//obj//24 .//MID//punct//24
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;När//HA//case//33 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 gäller//VB|PRS|AKT//fixed//30 vatten//NN|NEU|SIN|IND|NOM//obl//36 och//KN//cc//35 avlopp//NN|NEU|SIN|IND|NOM//conj//33 föreslår//VB|PRS|AKT//conj//24 kommittén//NN|UTR|SIN|DEF|NOM//obj//36 att//SN//mark//41 denna//DT|UTR|SIN|DEF//det//40 delmodell//NN|UTR|SIN|IND|NOM//nsubj//41 utgår//VB|PRS|AKT//advcl//36 .//MAD//punct//1
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;När//HA//case//5 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 de//DT|UTR/NEU|PLU|DEF//det//5 årliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 förändringarna//NN|UTR|PLU|DEF|NOM//obl//6 ligger//VB|PRS|AKT//ROOT//6 50//RG|NOM//nummod//6 till//PP//case//10 60//RG|NOM//nummod//10 procent//NN|UTR|PLU|IND|NOM//obl//6 av//PP//case//12 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//10 inom//PP//case//14 intervallet//NN|NEU|SIN|DEF|NOM//nmod//12 plus//AB//case//19 ///MID//cc//17 minus//AB//nmod//18 200//RG|NOM//nummod//19 kronor//NN|UTR|PLU|IND|NOM//obl//6 för//PP//case//21 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nmod//19 totalt//AB|POS//advmod//6 .//MAD//punct//6
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Andelen//NN|UTR|SIN|DEF|NOM//nsubj//28 inom//PP//case//27 detta//DT|NEU|SIN|DEF//det//27 intervall//NN|NEU|SIN|IND|NOM//nmod//24 ökar//VB|PRS|AKT//parataxis//6 under//PP//case//30 perioden//NN|UTR|SIN|DEF|NOM//obl//28 2000//RG|NOM//case//32 2003//RG|NOM//nmod//30 ,//MID//punct//28 från//PP//case//35 51//RG|NOM//nummod//38 till//PP//case//38 62//RG|NOM//nummod//38 procent//NN|UTR|PLU|IND|NOM//obl//28 .//MAD//punct//28
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;För//PP//case//42 34//RG|NOM//nummod//42 procent//NN|UTR|PLU|IND|NOM//obl//28 av//PP//case//44 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//42 har//VB|PRS|AKT//aux//50 bidraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//50 ///MID//cc//48 avgiften//NN|UTR|SIN|DEF|NOM//conj//46 sammantaget//PC|PRF|NEU|SIN|IND|NOM//nmod//46 förändrats//VB|SUP|SFO//conj//6 med//PP//case//52 mer//AB|KOM//obl//50 än//KN//case//56 plus//AB//cc//56 600//RG|NOM//nummod//56 kronor//NN|UTR|PLU|IND|NOM//nmod//52 per//PP//case//58 invånare//NN|UTR|SIN|IND|NOM//nmod//56 mellan//PP//case//60 2000//RG|NOM//nmod//58 och//KN//cc//60 2003//RG|NOM//nummod//60 .//MAD//punct//6
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;För//PP//cc//70 endast//AB//advmod//66 4//RG|NOM//nummod//67 procent//NN|UTR|PLU|IND|NOM//nsubj//70 av//PP//case//69 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//67 har//VB|PRS|AKT//aux//75 bidrag//NN|NEU|PLU|IND|NOM//nsubj:pass//75 ///MID//cc//73 avgiften//NN|UTR|SIN|DEF|NOM//conj//71 sammantaget//PC|PRF|NEU|SIN|IND|NOM//nmod//71 förändrats//VB|SUP|SFO//conj//6 med//PP//case//81 mer//AB|KOM//advmod//80 än//KN//fixed//77 minus//AB//advmod//80 600//RG|NOM//nummod//81 kronor//NN|UTR|PLU|IND|NOM//obl//75 per//PP//case//83 invånare//NN|UTR|SIN|IND|NOM//nmod//81 mellan//PP//case//85 2000//RG|NOM//nmod//83 och//KN//cc//85 2003//RG|NOM//nummod//85 .//MAD//punct//6
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;En//DT|UTR|SIN|IND//det//2 årlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 förändring//NN|UTR|SIN|IND|NOM//nsubj//12 på//PP//case//5 200//RG|NOM//nummod//5 kronor//NN|UTR|PLU|IND|NOM//nmod//2 per//PP//case//7 invånare//NN|UTR|SIN|IND|NOM//nmod//5 bör//VB|PRS|AKT//aux//12 en//DT|UTR|SIN|IND//det//10 kommun//NN|UTR|SIN|IND|NOM//nsubj//12 kunna//VB|INF|AKT//aux//12 hantera//VB|INF|AKT//ROOT//12 utan//PP//case//15 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 problem//NN|NEU|PLU|IND|NOM//obl//12 .//MAD//punct//12
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;De//DT|UTR/NEU|PLU|DEF//det//19 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 införandereglerna//NN|UTR|PLU|DEF|NOM//nsubj//20 bygger//VB|PRS|AKT//parataxis//12 på//PP//case//23 detta//DT|NEU|SIN|DEF//det//23 antagande//NN|NEU|SIN|IND|NOM//obl//20 .//MAD//punct//12
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 motsvarar//VB|PRS|AKT//parataxis//12 cirka//AB//advmod//28 14//RG|NOM//nummod//29 öre//NN|NEU|PLU|IND|NOM//obj//26 på//PP//case//31 skattesatsen//NN|UTR|SIN|DEF|NOM//nmod//29 för//PP//case//33 genomsnittskommunen//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//12
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;De//DT|UTR/NEU|PLU|DEF//det//2 maximala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 bidragsförändringarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//3 redovisas//VB|PRS|SFO//ROOT//3 i//PP//case//6 tabell//NN|UTR|SIN|IND|NOM//nmod//6 6.4//RG|NOM//obl//3 .//MAD//punct//3
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 23//RG|NOM//nummod//3 kommuner//NN|UTR|PLU|IND|NOM//ROOT//3 som//HP|-|-|-//nsubj//6 har//VB|PRS|AKT//aux//6 haft//VB|SUP|AKT//acl:cleft//3 en//DT|UTR|SIN|IND//det//9 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//9 förändring//NN|UTR|SIN|IND|NOM//obj//6 på//PP//case//14 mer//AB|KOM//advmod//13 än//KN//fixed//11 200//RG|NOM//nummod//14 kronor//NN|UTR|PLU|IND|NOM//obl//6 per//PP//case//16 år//NN|NEU|SIN|IND|NOM//nmod//14 .//MAD//punct//3
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 kommuner//NN|UTR|PLU|IND|NOM//nsubj//23 utom//PP//case//21 en//PN|UTR|SIN|IND|SUB/OBJ//nmod//19 är//VB|PRS|AKT//cop//23 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//3 än//KN//case//25 mediankommunen//NN|UTR|SIN|DEF|NOM//obl//23 (//PAD//punct//23 cirka//AB//advmod//28 15//RG|NOM//nummod//30 200//RG|NOM//nummod//30 personer//NN|UTR|PLU|IND|NOM//appos//23 )//PAD//punct//23 .//MAD//punct//3
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;De//DT|UTR/NEU|PLU|DEF//det//35 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//35 kommuner//NN|UTR|PLU|IND|NOM//nsubj//36 erhåller//VB|PRS|AKT//parataxis//3 i//PP//case//38 utgångsläget//NN|NEU|SIN|DEF|NOM//obl//36 ett//DT|NEU|SIN|IND//det//40 bidrag//NN|NEU|SIN|IND|NOM//obj//36 ,//MID//punct//44 endast//AB//advmod//44 3//RG|NOM//nummod//44 kommuner//NN|UTR|PLU|IND|NOM//nsubj//45 betalar//VB|PRS|AKT//conj//36 en//DT|UTR|SIN|IND//det//47 avgift//NN|UTR|SIN|IND|NOM//obj//45 .//MAD//punct//45
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Merparten//NN|UTR|SIN|DEF|NOM//nsubj:pass//55 av//PP//case//53 den//DT|UTR|SIN|DEF//det//53 positiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 förändringen//NN|UTR|SIN|DEF|NOM//nmod//49 kan//VB|PRS|AKT//aux//55 härledas//VB|INF|SFO//conj//36 till//PP//case//58 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//58 ersättning//NN|UTR|SIN|IND|NOM//obl//55 i//PP//case//60 delmodellen//NN|UTR|SIN|DEF|NOM//nmod//58 befolkningsminskning//NN|UTR|SIN|IND|NOM//nmod//58 och//KN//cc//65 ett//DT|NEU|SIN|IND//det//65 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//65 bidrag//NN|NEU|SIN|IND|NOM//conj//61 i//PP//case//67 delmodellen//NN|UTR|SIN|DEF|NOM//nmod//65 för//PP//case//69 äldreomsorgen//NN|UTR|SIN|DEF|NOM//nmod//65 .//MAD//punct//55
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Flertalet//NN|NEU|SIN|DEF|NOM//nmod//72 kommuner//NN|UTR|PLU|IND|NOM//nsubj//75 har//VB|PRS|AKT//aux//75 också//AB//advmod//75 fått//VB|SUP|AKT//parataxis//55 en//DT|UTR|SIN|IND//det//78 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//78 ersättning//NN|UTR|SIN|IND|NOM//obj//75 i//PP//case//80 delmodellen//NN|UTR|SIN|DEF|NOM//nmod//78 för//PP//case//82 gymnasieskolan//NN|UTR|SIN|DEF|NOM//obl//75 .//MAD//punct//3
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 14//RG|NOM//nummod//3 kommuner//NN|UTR|PLU|IND|NOM//ROOT//3 som//HP|-|-|-//nsubj//6 har//VB|PRS|AKT//aux//6 haft//VB|SUP|AKT//acl:cleft//3 en//DT|UTR|SIN|IND//det//9 negativ//JJ|POS|UTR|SIN|IND|NOM//amod//9 förändring//NN|UTR|SIN|IND|NOM//obj//6 på//PP//case//14 mer//AB|KOM//advmod//13 än//KN//fixed//11 200//RG|NOM//nummod//14 kronor//NN|UTR|PLU|IND|NOM//obl//6 två//RG|NOM//nummod//18 eller//KN//cc//17 tre//RG|NOM//conj//15 år//NN|NEU|PLU|IND|NOM//nmod//14 .//MAD//punct//3
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Hälften//NN|UTR|SIN|DEF|NOM//nsubj//24 av//PP//case//23 dessa//DT|UTR/NEU|PLU|DEF//det//23 kommuner//NN|UTR|PLU|IND|NOM//nmod//20 har//VB|PRS|AKT//parataxis//3 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//29 än//KN//fixed//25 30//RG|NOM//nummod//28 000//RG|NOM//nummod//29 invånare//NN|UTR|PLU|IND|NOM//obj//24 .//MAD//punct//24
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Merparten//NN|UTR|SIN|DEF|NOM//nsubj//34 av//PP//case//33 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//31 betalar//VB|PRS|AKT//parataxis//24 i//PP//case//36 utgångsläget//NN|NEU|SIN|DEF|NOM//obl//34 en//DT|UTR|SIN|IND//det//38 avgift//NN|UTR|SIN|IND|NOM//obj//34 .//MID//punct//24
6.3 Förändringar i kostnadsutjämningen till följd av den årliga uppdateringen;Endast//AB//advmod//42 en//DT|UTR|SIN|IND//det//42 kommun//NN|UTR|SIN|IND|NOM//nsubj//43 ligger//VB|PRS|AKT//conj//24 i//PP//case//45 skogslänen//NN|NEU|PLU|DEF|NOM//obl//43 .//MAD//punct//24
