B I L A G A 5;Landstingens//NN|NEU|PLU|DEF|GEN//ROOT//0
17. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 6 § (kategori 11)?;•//NN|UTR|SIN|IND|NOM//nmod//1 Preciserat//NN|UTR|SIN|IND|NOM//ROOT//1 att//SN//mark//3 kariesangripna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//10 tänder//NN|UTR|PLU|IND|NOM//obj//3 ,//MID//punct//6 rotfyllningar//NN|UTR|PLU|IND|NOM//conj//4 och//KN//cc//8 pelare//NN|UTR|PLU|IND|NOM//conj//4 inte//AB//advmod//10 ingår//VB|PRS|AKT//acl//1 i//PP//case//12 fyllningsbyten//NN|UTR|SIN|DEF|NOM//obl//10 enligt//PP//case//14 tandvårdsförordningen//NN|UTR|SIN|DEF|NOM//obl//10 .//MID//punct//1
17. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 6 § (kategori 11)?;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 gäller//VB|PRS|AKT//parataxis//1 även//AB//advmod//17 undersökning//NN|UTR|SIN|IND|NOM//obj//17 hos//PP//case//21 tandläkaren//NN|UTR|SIN|DEF|NOM//nmod//19 och//KN//cc//24 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 biopsier//NN|UTR|PLU|IND|NOM//conj//21 som//HP|-|-|-//nsubj:pass//26 krävs//VB|PRS|SFO//acl:relcl//24 för//PP//mark//29 att//IE//mark//29 få//VB|INF|AKT//advcl//26 förhandsbedömning//NN|UTR|SIN|IND|NOM//obj//29 godkänd//PC|PRF|UTR|SIN|IND|NOM//xcomp//29 (//PAD//punct//29 4//RG|NOM//obl//29 av//PP//case//36 21//RG|NOM//nummod//36 landsting//NN|NEU|PLU|IND|NOM//nmod//33 )//PAD//punct//17 .//MAD//punct//17

18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;Alla//DT|UTR/NEU|PLU|IND/DEF//det//1 landsting//NN|NEU|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 besvarat//VB|SUP|AKT//ROOT//3 denna//DT|UTR|SIN|DEF//det//5 fråga//NN|UTR|SIN|IND|NOM//obj//3 .//MAD//punct//3
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;5//RG|NOM//nummod//8 landsting//NN|NEU|PLU|IND|NOM//nsubj//9 hänvisar//VB|PRS|AKT//parataxis//3 i//PP//case//12 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//12 svar//NN|NEU|PLU|IND|NOM//obl//9 till//PP//case//16 Socialstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 råd//NN|NEU|SIN|IND|NOM//obl//9 om//PP//case//18 bemötande//NN|NEU|SIN|IND|NOM//nmod//16 av//PP//case//20 patienter//NN|UTR|PLU|IND|NOM//nmod//18 som//HP|-|-|-//nsubj//24 bland//PP//advmod//24 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//22 relaterar//VB|PRS|AKT//acl:relcl//16 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//26 besvär//NN|NEU|PLU|IND|NOM//obj//24 till//PP//case//28 amalgam//NN|NEU|SIN|IND|NOM//obl//24 (//PAD//punct//30 SOSFS//NN|NEU|SIN|IND|NOM//appos//9 1998:3//RG|NOM//nummod//30 )//PAD//punct//30 ,//MID//punct//37 men//KN//cc//37 har//VB|PRS|AKT//aux//37 ändå//AB//advmod//37 utarbetat//VB|SUP|AKT//conj//9 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 regler//NN|UTR|PLU|IND|NOM//obj//37 .//MAD//punct//3
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;För//PP//mark//2 att//IE//mark//2 godkänna//VB|INF|AKT//advcl//13 byte//NN|NEU|SIN|IND|NOM//obj//2 av//PP//case//5 tandfyllningar//NN|UTR|PLU|IND|NOM//nmod//3 som//KN//obj//8 ett//DT|NEU|SIN|IND//det//8 led//NN|NEU|SIN|IND|NOM//acl:relcl//5 i//PP//case//12 en//DT|UTR|SIN|IND//det//12 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//12 rehabilitering//NN|UTR|SIN|IND|NOM//obl//8 ställer//VB|PRS|AKT//ROOT//13 landstingen//NN|NEU|PLU|DEF|NOM//nsubj//13 mycket//AB|POS//advmod//16 likartade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 krav//NN|NEU|PLU|IND|NOM//obj//13 .//MAD//punct//13
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 finns//VB|PRS|SFO//parataxis//13 ändå//AB//advmod//20 skillnader//NN|UTR|PLU|IND|NOM//nsubj//20 som//HP|-|-|-//nsubj//25 kan//VB|PRS|AKT//aux//25 få//VB|INF|AKT//acl:relcl//22 konsekvenser//NN|UTR|PLU|IND|NOM//obj//25 för//PP//case//29 den//DT|UTR|SIN|DEF//det//29 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//25 ,//MID//punct//22 t.ex.//AB|AN//advmod//34 vilka//HD|UTR/NEU|PLU|IND//det//34 dentala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 material//NN|NEU|PLU|IND|NOM//appos//22 som//HP|-|-|-//nsubj:pass//36 byts//VB|PRS|SFO//acl:relcl//34 och//KN//cc//39 vilket//HD|NEU|SIN|IND//det//39 material//NN|NEU|SIN|IND|NOM//conj//34 som//HP|-|-|-//nsubj//41 godkänns//VB|PRS|SFO//acl:relcl//39 som//KN//case//43 ersättning//NN|UTR|SIN|IND|NOM//obl//41 .//MAD//punct//13
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;För//PP//case//3 7//RG|NOM//nummod//2 §//NN|AN//nmod//3 tandvårdsförordningen//NN|UTR|SIN|DEF|NOM//obl//4 gäller//VB|PRS|AKT//ROOT//4 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//4 ://MAD//punct//4
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//PP//nmod//2 Långvarigt//JJ|POS|NEU|SIN|IND|NOM//amod//2 sjukdomstillstånd//NN|NEU|SIN|IND|NOM//ROOT//2 med//PP//case//6 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 års//NN|NEU|PLU|IND|GEN//nmod:poss//6 varaktighet//NN|UTR|SIN|IND|NOM//nmod//2 (//PAD//punct//6 12//RG|NOM//appos//6 av//PP//case//11 21//RG|NOM//nummod//11 landsting//NN|NEU|PLU|IND|NOM//nmod//8 )//PAD//punct//2 .//MAD//punct//2
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//PP//case//2 Långvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 sjukdomstillstånd//NN|NEU|PLU|IND|NOM//ROOT//2 (//PAD//punct//2 7//RG|NOM//appos//2 av//PP//case//7 21//RG|NOM//nummod//7 landsting//NN|NEU|PLU|IND|NOM//nmod//4 )//PAD//punct//2 .//MAD//punct//2
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//nmod//1 Remiss//NN|UTR|SIN|IND|NOM//nsubj:pass//4 från//PP//case//3 sjukvården//NN|UTR|SIN|DEF|NOM//nmod//1 krävs//VB|PRS|SFO//ROOT//4 (//PAD//punct//4 1//RG|NOM//appos//4 av//PP//case//9 21//RG|NOM//nummod//9 landsting//NN|NEU|PLU|IND|NOM//nmod//6 )//PAD//punct//4 .//MAD//punct//4
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//case//1 Initiativet//NN|NEU|SIN|DEF|NOM//nsubj//7 till//PP//case//3 utbyte//NN|NEU|SIN|IND|NOM//nmod//1 av//PP//case//5 tandfyllningar//NN|UTR|PLU|IND|NOM//nmod//3 ska//VB|PRS|AKT//aux//7 komma//VB|INF|AKT//ROOT//7 från//PP//case//9 läkaren//NN|UTR|SIN|DEF|NOM//obl//7 (//PAD//punct//7 2//RG|NOM//appos//7 av//PP//case//14 21//RG|NOM//nummod//14 landsting//NN|NEU|PLU|IND|NOM//nmod//11 )//PAD//punct//7 .//MAD//punct//7
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//PP//punct//5 Den//DT|UTR|SIN|DEF//det//3 remitterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 läkaren//NN|UTR|SIN|DEF|NOM//nsubj//5 ska//VB|PRS|AKT//aux//5 ta//VB|INF|AKT//ROOT//5 det//DT|NEU|SIN|DEF//det//8 medicinska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 ansvaret//NN|NEU|SIN|DEF|NOM//obj//5 för//PP//case//10 fyllningsbytet//NN|NEU|SIN|DEF|NOM//obl//5 (//PAD//punct//10 2//RG|NOM//appos//10 av//PP//case//15 21//RG|NOM//nummod//15 landsting//NN|NEU|PLU|IND|NOM//nmod//12 )//PAD//punct//5 .//MAD//punct//5
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//nmod//1 Byte//NN|NEU|SIN|IND|NOM//nsubj//7 av//PP//case//3 tandfyllningar//NN|UTR|PLU|IND|NOM//nmod//1 ska//VB|PRS|AKT//aux//7 vara//VB|INF|AKT//cop//7 ett//DT|NEU|SIN|IND//det//7 led//NN|NEU|SIN|IND|NOM//ROOT//7 i//PP//case//11 en//DT|UTR|SIN|IND//det//11 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//11 rehabilitering//NN|UTR|SIN|IND|NOM//obl//7 (//PAD//punct//11 12//RG|NOM//appos//11 av//PP//case//16 21//RG|NOM//nummod//16 landsting//NN|NEU|PLU|IND|NOM//nmod//13 )//PAD//punct//11 .//MAD//punct//7
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//case//2 Odontologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 orsaker//NN|UTR|PLU|IND|NOM//ROOT//2 som//KN//nsubj//5 t.ex.//AB|AN//advmod//5 bettfel//NN|NEU|PLU|IND|NOM//nsubj:pass//12 och//KN//cc//7 inflammationer//NN|UTR|PLU|IND|NOM//conj//5 i//PP//case//9 tandrötterna//NN|UTR|PLU|DEF|NOM//nmod//7 ska//VB|PRS|AKT//aux//12 ha//VB|INF|AKT//aux//12 åtgärdats//VB|SUP|SFO//acl:relcl//2 eller//KN//cc//17 på//PP//case//16 annat//JJ|POS|NEU|SIN|IND|NOM//amod//16 sätt//NN|NEU|SIN|IND|NOM//obl//17 uteslutits//VB|SUP|SFO//conj//12 som//KN//mark//19 orsak//NN|UTR|SIN|IND|NOM//xcomp//17 till//PP//case//21 symtomen//NN|NEU|PLU|DEF|NOM//obl//17 innan//SN//mark//26 någon//DT|UTR|SIN|IND//det//24 ställning//NN|UTR|SIN|IND|NOM//nsubj:pass//26 kan//VB|PRS|AKT//aux//26 tas//VB|INF|SFO//advcl//17 till//PP//case//28 förhandsbedömning//NN|UTR|SIN|IND|NOM//obl//26 (//PAD//punct//28 1//RG|NOM//appos//28 av//PP//case//33 21//RG|NOM//nummod//33 landsting//NN|NEU|PLU|IND|NOM//nmod//30 )//PAD//punct//12 .//MAD//punct//2
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//case//1 Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 av//PP//case//3 patienten//NN|UTR|SIN|DEF|NOM//nmod//1 ska//VB|PRS|AKT//aux//6 ha//VB|INF|AKT//aux//6 kommit//VB|SUP|AKT//ROOT//6 så//AB//advmod//8 långt//AB|POS//advmod//6 att//SN//mark//19 de//DT|UTR/NEU|PLU|DEF//det//13 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//13 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 faktorer//NN|UTR|PLU|IND|NOM//nsubj:pass//19 som//HP|-|-|-//nsubj//17 skulle//VB|PRT|AKT//aux//17 kunna//VB|INF|AKT//aux//17 orsaka//VB|INF|AKT//acl:relcl//13 sjukdomen//NN|UTR|SIN|DEF|NOM//obj//17 uteslutits//VB|SUP|SFO//ccomp//6 (//PAD//punct//21 15//RG|NOM//appos//19 av//PP//case//24 21//RG|NOM//nummod//24 landsting//NN|NEU|PLU|IND|NOM//nmod//21 )//PAD//punct//21 .//MAD//punct//6
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//case//1 Utbytet//NN|NEU|SIN|DEF|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 tandfyllningar//NN|UTR|PLU|IND|NOM//obj//2 ,//MID//punct//5 kronor//NN|UTR|PLU|IND|NOM//conj//3 och//KN//cc//7 broar//NN|UTR|PLU|IND|NOM//conj//3 (//PAD//punct//3 6//RG|NOM//appos//3 av//PP//case//12 21//RG|NOM//nummod//12 landsting//NN|NEU|PLU|IND|NOM//nmod//9 )//PAD//punct//2 .//MAD//punct//2
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//mark//4 Tandfyllningar//NN|UTR|PLU|IND|NOM//nsubj:pass//4 och//KN//cc//3 kronor//NN|UTR|PLU|IND|NOM//conj//1 ersätts//VB|PRS|SFO//ROOT//4 av//PP//case//7 annat//JJ|POS|NEU|SIN|IND|NOM//amod//7 material//NN|NEU|SIN|IND|NOM//obl//4 (//PAD//punct//7 1//RG|NOM//appos//7 av//PP//case//12 21//RG|NOM//nummod//12 landsting//NN|NEU|PLU|IND|NOM//nmod//9 )//PAD//punct//7 .//MAD//punct//4
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//case//1 Fyllning//NN|UTR|SIN|IND|NOM//nsubj:pass//2 byts//VB|PRS|SFO//ROOT//2 mot//PP//case//4 fyllning//NN|UTR|SIN|IND|NOM//obl//2 (//PAD//punct//4 3//RG|NOM//appos//4 av//PP//case//9 21//RG|NOM//nummod//9 landsting//NN|NEU|PLU|IND|NOM//nmod//6 )//PAD//punct//4 .//MAD//punct//2
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//nsubj:pass//5 Endast//AB//advmod//3 ett//DT|NEU|SIN|IND//det//3 material//NN|NEU|SIN|IND|NOM//nsubj:pass//5 kan//VB|PRS|AKT//aux//5 bytas//VB|INF|SFO//ROOT//5 under//PP//case//8 en//DT|UTR|SIN|IND//det//8 behandlingsperiod//NN|UTR|SIN|IND|NOM//obl//5 (//PAD//punct//8 2//RG|NOM//appos//8 av//PP//case//13 21//RG|NOM//nummod//13 landsting//NN|NEU|PLU|IND|NOM//nmod//10 )//PAD//punct//8 .//MAD//punct//5
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//nmod//1 Byte//NN|NEU|SIN|IND|NOM//nsubj:pass//7 av//PP//case//3 fyllningar//NN|UTR|PLU|IND|NOM//nmod//1 i//PP//case//5 kariesangripna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//3 tänder//NN|UTR|PLU|IND|NOM//nmod//3 ersätts//VB|PRS|SFO//ROOT//7 inte//AB//advmod//7 enligt//PP//case//10 tandvårdsförordningen//NN|UTR|SIN|DEF|NOM//obl//7 .//MID//punct//7
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 gäller//VB|PRS|AKT//parataxis//7 även//AB//advmod//15 rotfyllningar//NN|UTR|PLU|IND|NOM//obj//13 ,//MID//punct//17 pelare//NN|UTR|PLU|IND|NOM//conj//15 och//KN//cc//23 om//PP//mark//23 en//DT|UTR|SIN|IND//det//21 tand//NN|UTR|SIN|IND|NOM//nsubj:pass//23 behöver//VB|PRS|AKT//aux//23 dras//VB|INF|SFO//conj//15 ut//PL//compound:prt//23 .//MAD//punct//13
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;Patienten//NN|UTR|SIN|DEF|NOM//nsubj//29 får//VB|PRS|AKT//aux//29 själv//JJ|POS|UTR|SIN|IND|NOM//amod//27 betala//VB|INF|AKT//parataxis//13 undersökning//NN|UTR|SIN|IND|NOM//obj//29 hos//PP//case//32 tandläkaren//NN|UTR|SIN|DEF|NOM//obl//29 och//KN//cc//35 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 biopsier//NN|UTR|PLU|IND|NOM//conj//32 som//HP|-|-|-//nsubj:pass//37 krävs//VB|PRS|SFO//acl:relcl//35 för//PP//mark//40 att//IE//mark//40 få//VB|INF|AKT//advcl//37 förhandsbedömning//NN|UTR|SIN|IND|NOM//obj//40 godkänd//PC|PRF|UTR|SIN|IND|NOM//xcomp//40 (//PAD//punct//40 2//RG|NOM//obl//40 av//PP//case//47 21//RG|NOM//nummod//47 landsting//NN|NEU|PLU|IND|NOM//nmod//44 )//PAD//punct//29 .//MAD//punct//13
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//case//1 Behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//5 enligt//PP//case//4 7//RG|NOM//nummod//4 §//NN|AN//nmod//1 beviljas//VB|INF|SFO//ROOT//5 om//PP//case//7 intyg//NN|NEU|SIN|IND|NOM//obl//5 från//PP//case//9 psykiater//NN|UTR|SIN|IND|NOM//nmod//7 visar//VB|PRS|AKT//aux//14 att//SN//mark//12 fyllningsbyte//NN|NEU|SIN|IND|NOM//nsubj//14 kan//VB|PRS|AKT//aux//14 förbättra//VB|INF|AKT//conj//5 patientens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 situation//NN|UTR|SIN|IND|NOM//obj//14 (//PAD//punct//16 2//RG|NOM//appos//16 av//PP//case//21 21//RG|NOM//nummod//21 landsting//NN|NEU|PLU|IND|NOM//nmod//18 )//PAD//punct//14 .//MAD//punct//5
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//punct//3 Utredningsplan//NN|UTR|SIN|IND|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 finnas//VB|INF|SFO//ROOT//3 upprättad//PC|PRF|UTR|SIN|IND|NOM//xcomp//3 av//PP//case//7 specialistkompetent//JJ|POS|UTR|SIN|IND|NOM//amod//7 läkare//NN|UTR|SIN|IND|NOM//obl:agent//4 med//PP//case//9 anknytning//NN|UTR|SIN|IND|NOM//nmod//7 till//PP//case//11 någon//PN|UTR|SIN|IND|SUB/OBJ//nmod//9 eller//KN//cc//13 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//11 av//PP//case//16 patientens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 symtom//NN|NEU|PLU|IND|NOM//nmod//13 (//PAD//punct//16 17//RG|NOM//appos//16 av//PP//case//21 21//RG|NOM//nummod//21 landsting//NN|NEU|PLU|IND|NOM//nmod//18 )//PAD//punct//3 .//MAD//punct//3
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//PP//nmod//1 Behandlingsplan//NN|UTR|SIN|DEF|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 finnas//VB|INF|SFO//ROOT//3 upprättad//PC|PRF|UTR|SIN|IND|NOM//xcomp//3 av//PP//case//7 specialistkompetent//JJ|POS|UTR|SIN|IND|NOM//amod//7 läkare//NN|UTR|SIN|IND|NOM//obl:agent//4 med//PP//case//9 anknytning//NN|UTR|SIN|IND|NOM//nmod//7 till//PP//case//11 någon//PN|UTR|SIN|IND|SUB/OBJ//nmod//9 eller//KN//cc//13 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//11 av//PP//case//16 patientens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 symtom//NN|NEU|PLU|IND|NOM//nmod//13 (//PAD//punct//16 17//RG|NOM//appos//16 av//PP//case//21 21//RG|NOM//nummod//21 landsting//NN|NEU|PLU|IND|NOM//nmod//18 )//PAD//punct//3 .//MAD//punct//3
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//punct//3 Utredningsplan//NN|UTR|SIN|IND|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 finnas//VB|INF|SFO//ROOT//3 (//PAD//punct//3 2//RG|NOM//dep//3 av//PP//case//8 21//RG|NOM//nummod//8 landsting//NN|NEU|PLU|IND|NOM//nmod//5 )//PAD//punct//3 .//MAD//punct//3
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//PP//case//1 Undersökning//NN|UTR|SIN|IND|NOM//nsubj//9 av//PP//case//3 läkare//NN|UTR|PLU|IND|NOM//nmod//1 eller//KN//cc//5 tandläkare//NN|UTR|SIN|IND|NOM//conj//3 i//PP//case//8 annat//JJ|POS|NEU|SIN|IND|NOM//amod//8 landsting//NN|NEU|SIN|IND|NOM//nmod//5 godkänns//VB|PRS|SFO//ROOT//9 ej//AB//advmod//9 (//PAD//punct//9 1//RG|NOM//appos//9 av//PP//case//15 21//RG|NOM//nummod//15 landsting//NN|NEU|PLU|IND|NOM//nmod//12 )//PAD//punct//9 .//MAD//punct//9
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;•//NN|UTR|SIN|IND|NOM//nsubj//1 Poängterar//VB|PRS|AKT//ROOT//1 att//SN//mark//11 bevis//NN|NEU|PLU|IND|NOM//nsubj:pass//11 för//PP//mark//7 att//SN//mark//7 symtomen//NN|NEU|PLU|DEF|NOM//nsubj:pass//7 orsakats//VB|SUP|SFO//acl//3 av//PP//case//9 tandfyllningar//NN|UTR|PLU|IND|NOM//obl:agent//7 inte//AB//advmod//11 behövs//VB|PRS|SFO//ccomp//1 för//PP//case//13 godkännande//NN|NEU|SIN|IND|NOM//obl//11 av//PP//case//15 förhandsbedömning//NN|UTR|SIN|IND|NOM//nmod//13 (//PAD//punct//15 6//RG|NOM//appos//15 av//PP//case//20 21//RG|NOM//nummod//20 landsting//NN|NEU|PLU|IND|NOM//nmod//17 )//PAD//punct//1 .//MAD//punct//1
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)?;Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 Götaland//PM|NOM//ROOT//1 och//KN//cc//4  //_SP////2 Västerbotten//PM|NOM//conj//1 ,//MID//punct//1 men//KN//cc//10 också//AB//advmod//9  //_SP////7 Gotland//PM|NOM//nsubj//10 har//VB|PRS|AKT//conj//1 en//DT|UTR|SIN|IND//det//13 likartad//PC|PRF|UTR|SIN|IND|NOM//amod//13 utredningsgång//NN|UTR|SIN|IND|NOM//obj//10 som//HP|-|-|-//nsubj:pass//15 redovisas//VB|PRS|SFO//acl:relcl//13 längre//AB|KOM//advmod//17 fram//AB//advmod//15 i//PP//case//20 denna//DT|UTR|SIN|DEF//det//20 sammanställning//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//1

18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)? / 20. a) Vilken yrkeskategori gör förhandsbedömning enligt tandvårdsförordningen 6 § (kategori 11)?;Alla//DT|UTR/NEU|PLU|IND/DEF//det//1 landsting//NN|NEU|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 besvarat//VB|SUP|AKT//ROOT//3 frågan//NN|UTR|SIN|DEF|NOM//obj//3 .//MAD//punct//3
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)? / 20. a) Vilken yrkeskategori gör förhandsbedömning enligt tandvårdsförordningen 6 § (kategori 11)?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 tandläkare//NN|UTR|SIN|IND|NOM//ROOT//2 som//HP|-|-|-//nsubj//4 gör//VB|PRS|AKT//acl:cleft//2 förhandsbedömning//NN|UTR|SIN|IND|NOM//obj//4 enligt//PP//case//9 6//RG|NOM//nummod//8 §//NN|AN//nmod//9 tandvårdsförordningen//NN|UTR|SIN|DEF|NOM//nmod//5 .//MAD//punct//2
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)? / 20. a) Vilken yrkeskategori gör förhandsbedömning enligt tandvårdsförordningen 6 § (kategori 11)?;I//PP//case//13 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 landsting//NN|NEU|PLU|IND|NOM//obl//14 görs//VB|PRS|SFO//parataxis//2 bedömningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//14 av//PP//case//17 tandläkare//NN|UTR|PLU|IND|NOM//nmod//15 och//KN//cc//19 läkare//NN|UTR|PLU|IND|NOM//conj//17 gemensamt//AB|POS//advmod//14 .//MAD//punct//2
18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)? / 20. a) Vilken yrkeskategori gör förhandsbedömning enligt tandvårdsförordningen 6 § (kategori 11)?;I//PP//case//1 Västerbotten//PM|NOM//obl//2 hanteras//VB|PRS|SFO//ROOT//2 förhandsbedömningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 som//KN//case//6 ett//DT|NEU|SIN|IND//det//6 tjänsteärende//NN|NEU|SIN|IND|NOM//nmod//3 delegerat//PC|PRF|NEU|SIN|IND|NOM//xcomp//2 till//PP//case//10 en//DT|UTR|SIN|IND//det//10 tjänsteman//NN|UTR|SIN|IND|NOM//obl//7 .//MAD//punct//2

18. Vilka regler har landstinget beslutat om för att godkänna tandvård gällande tandvårdsförordningen 7 § (kategori 12)? / b) Vilken specialistkompetens har den som gör förhandsbedömningen?;19//RG|NOM//nummod//1 landsting//NN|NEU|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 besvarat//VB|SUP|AKT//ROOT//3 frågan//NN|UTR|SIN|DEF|NOM//obj//3 .//MAD//punct//3
