Uppföljning av Trafikverkets totalentreprenader – uppföljning av 11 vägprojekt;På//PP//case//1 uppdrag//NN|NEU|SIN|IND|NOM//ROOT//1 av//PP//case//5 Produktivitetskommittén//NN|UTR|SIN|DEF|NOM//nmod:poss//4 ©//PM|NOM//nmod//5 Prolog//PM|NOM//nmod//1 2011//RG|NOM//nummod//5
Innovationer - Produkter;konstruktioner//NN|UTR|PLU|IND|NOM//conj//6 ,//MID//punct//16 utformning//NN|UTR|SIN|IND|NOM//conj//14 ,//MID//punct//18 material//NN|NEU|PLU|IND|NOM//conj//14 och//KN//cc//20 varor//NN|UTR|PLU|IND|NOM//conj//14 )//PAD//punct//3 ?//MID//punct//3
Innovationer - Produkter;"Om//SN//mark//29 ja//IN//discourse//29 ;//MID//punct//24"
Innovationer - Produkter;vilka//HD|UTR/NEU|PLU|IND//det//27 utvecklingar//NN|UTR|PLU|IND|NOM//nsubj//28 har//VB|PRS|AKT//aux//29 möjliggjorts//VB|SUP|SFO//advcl//3 ?//MID//punct//3
Innovationer - Produkter;Om//SN//mark//34 nej//IN//discourse//34 ://MID//punct//32
Innovationer - Produkter;varför//HA//advcl//3 inte//AB//advmod//34 ?//MAD//punct//34
Innovationer - Produkter;//NN|AN//obl//3 Har//VB|PRS|AKT//aux//3 andelen//NN|UTR|SIN|DEF|NOM//nsubj//3 förtillverkade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//3 konstruktioner//NN|UTR|PLU|IND|NOM//obj//3 eller//KN//cc//6 delar//NN|UTR|PLU|IND|NOM//conj//4 av//PP//case//8 konstruktioner//NN|UTR|PLU|IND|NOM//nmod//6 skiljt//VB|SUP|AKT//conj//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//9 ifrån//PP//case//13 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 typer//NN|UTR|PLU|IND|NOM//obl//9 av//PP//case//15 entreprenader//NN|UTR|PLU|IND|NOM//nmod//13 ?//MID//punct//3
Innovationer - Produkter;Om//SN//mark//29 ja//IN//discourse//29 ://MID//punct//18
Innovationer - Produkter;på//PP//case//22 vilket//HD|NEU|SIN|IND//det//22 sätt//NN|NEU|SIN|IND|NOM//obl//29 ?//MID//punct//22
Innovationer - Produkter;Om//SN//mark//29 nej//IN//discourse//29 ://MID//punct//25
Innovationer - Produkter;kunde//VB|PRT|AKT//aux//29 man//PN|UTR|SIN|IND|SUB//nsubj//29 gjort//VB|SUP|AKT//advcl//3 något//PN|NEU|SIN|IND|SUB/OBJ//obj//29 för//PP//mark//33 att//IE//mark//33 öka//VB|INF|AKT//advcl//29 andelen//NN|UTR|SIN|DEF|NOM//obj//33 ?//MAD//punct//3
Innovationer - Produkter;//KN//nsubj//1 Sammanfattningsvis//AB//ROOT//1 ://MID//punct//1
Innovationer - Produkter;upplever//VB|PRS|AKT//parataxis//1 du//PN|UTR|SIN|DEF|SUB//nsubj//3 att//SN//case//6 förutsättningar//NN|UTR|PLU|IND|NOM//ccomp//3 för//PP//case//8 innovationer//NN|UTR|PLU|IND|NOM//nmod//6
Innovationer - Produkter;©//PP//nmod//1 Prolog//NN|UTR|SIN|IND|NOM//ROOT//1 2011//RG|NOM//nummod//1
Innovationer - Produkter;Sida//NN|UTR|SIN|IND|NOM//nmod//1 8//RG|NOM//ROOT//1
Innovationer - Produkter;.//MAD//ROOT//0
Innovationer - Produkter;(//PAD//punct//1 produkter//NN|UTR|PLU|IND|NOM//nsubj:pass//3 )//PAD//punct//1 givits//VB|SUP|SFO//ROOT//3 av//PP//case//5 beställaren//NN|UTR|SIN|DEF|NOM//obl:agent//3 ?//MID//punct//3
Innovationer - Produkter;Om//SN//mark//13 inte//AB//advmod//13 ://MID//punct//13
Innovationer - Produkter;vad//HP|NEU|SIN|IND//obj//13 kunde//VB|PRT|AKT//aux//13 beställaren//NN|UTR|SIN|DEF|NOM//nsubj//13 gjort//VB|SUP|AKT//advcl//3 för//PP//mark//16 att//IE//mark//16 möjliggöra//VB|INF|AKT//advcl//13 och//KN//cc//18 främja//VB|INF|AKT//conj//16 innovationer//NN|UTR|PLU|IND|NOM//obj//18 ?//MID//punct//3
Innovationer - Produkter;Om//SN//advmod//3 ja//IN//fixed//21 ://MID//punct//22
Innovationer - Produkter;på//PP//case//26 vilket//HD|NEU|SIN|IND//det//26 sätt//NN|NEU|SIN|IND|NOM//obl//3 ?//MAD//punct//3

Innovationer - Processer (1);//NN|UTR|SIN|DEF|NOM//nsubj//2 Hur//HA//advmod//2 har//VB|PRS|AKT//aux//6 funktionskraven//NN|NEU|PLU|DEF|NOM//nsubj//6 och//KN//cc//5 entreprenadformen//NN|UTR|SIN|DEF|NOM//conj//3 öppnat//VB|SUP|AKT//ROOT//6 upp//PL//compound:prt//6 för//PP//case//11 företagsspecifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 produktionstekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 lösningar//NN|UTR|PLU|IND|NOM//obl//6 i//PP//case//13 utförandet//NN|NEU|SIN|DEF|NOM//nmod//11 ?//MID//punct//6
Innovationer - Processer (1);Vilka//HP|UTR/NEU|PLU|IND//advmod//6 och//KN//cc//20 hur//HA//advmod//20 har//VB|PRS|AKT//aux//20 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//20 tillämpats//VB|SUP|SFO//conj//6 ?//MID//punct//6
Innovationer - Processer (1);Vad//HP|NEU|SIN|IND//obj//25 kan//VB|PRS|AKT//aux//25 man//PN|UTR|SIN|IND|SUB//nsubj//25 göra//VB|INF|AKT//parataxis//6 för//PP//mark//28 att//IE//mark//28 främja//VB|INF|AKT//advcl//25 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//30 lösningar//NN|UTR|PLU|IND|NOM//obj//28 ?//MAD//punct//6
Innovationer - Processer (1);//NN|AN//nsubj:pass//4 Har//VB|PRS|AKT//aux//4 serieproduktion//NN|UTR|SIN|IND|NOM//nsubj:pass//4 kunnat//VB|SUP|AKT//aux//4 tillämpas//VB|INF|SFO//ROOT//4 i//PP//case//7 någon//DT|UTR|SIN|IND//det//7 del//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//9 entreprenaden//NN|UTR|SIN|DEF|NOM//nmod//7 ?//MID//punct//4
Innovationer - Processer (1);Om//SN//mark//14 ja//IN//discourse//14 ://MID//punct//12
Innovationer - Processer (1);Vilka//HP|UTR/NEU|PLU|IND//conj//4 och//KN//cc//19 hur//HA//advmod//19 har//VB|PRS|AKT//aux//19 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//19 tillämpats//VB|SUP|SFO//conj//14 ?//MID//punct//14
Innovationer - Processer (1);Om//SN//mark//27 nej//IN//discourse//27 ://MID//punct//22
Innovationer - Processer (1);hur//HA//advmod//27 kan//VB|PRS|AKT//aux//27 man//PN|UTR|SIN|IND|SUB//nsubj//27 göra//VB|INF|AKT//advcl//14 för//PP//mark//30 att//IE//mark//30 främja//VB|INF|AKT//advcl//27 serieproduktion//NN|UTR|SIN|IND|NOM//obj//30 ?//MAD//punct//14
Innovationer - Processer (1);//VB|PRS|SFO//nsubj//2 Hur//HA//advmod//2 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//2 är//VB|PRS|AKT//cop//4 anbuds-//NN|NEU|-|-|SMS//nsubj//2 och//KN//cc//6 arbetshandlingsprojekteringen//NN|UTR|SIN|DEF|NOM//conj//4 jämfört//PC|PRF|NEU|SIN|IND|NOM//advmod//9 med//PP//case//9 bygghandlingsprojektering//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//13 en//DT|UTR|SIN|IND//det//13 traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//13 utförandeentreprenad//NN|UTR|SIN|IND|NOM//nmod//9 ?//MAD//punct//2
Innovationer - Processer (1);//KN//nsubj//1 Sammanfattningsvis//AB//ROOT//1 ://MID//punct//1
Innovationer - Processer (1);har//VB|PRS|AKT//aux//9 förutsättningar//NN|UTR|PLU|IND|NOM//obj//3 för//PP//mark//7 att//IE//mark//7 öka//VB|INF|AKT//advcl//3 produktiviteten//NN|UTR|SIN|DEF|NOM//obj//7 givits//VB|SUP|SFO//parataxis//1 av//PP//case//11 beställaren//NN|UTR|SIN|DEF|NOM//obl//9 ?//MID//punct//9
Innovationer - Processer (1);Om//SN//mark//19 inte//AB//advmod//19 ://MID//punct//19
Innovationer - Processer (1);vad//HP|NEU|SIN|IND//obj//19 kunde//VB|PRT|AKT//aux//19 beställaren//NN|UTR|SIN|DEF|NOM//nsubj//19 gjort//VB|SUP|AKT//conj//9 för//PP//mark//22 att//IE//mark//22 möjliggöra//VB|INF|AKT//advcl//19 och//KN//cc//24 främja//VB|INF|AKT//conj//22 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//26 produktivitet//NN|UTR|SIN|IND|NOM//obj//24 ?//MID//punct//1
Innovationer - Processer (1);"Om//SN//advmod//1 ja//IN//fixed//28 ;//MID//punct//29"
Innovationer - Processer (1);på//PP//case//33 vilket//HD|NEU|SIN|IND//det//33 sätt//NN|NEU|SIN|IND|NOM//obl//1 ?//MAD//punct//1

Konkurrens (1);//VB|PRS|SFO//nsubj//4 Hur//HA//advmod//2 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//4 har//VB|PRS|AKT//aux//4 lämnat//VB|SUP|AKT//ROOT//4 anbud//NN|NEU|PLU|IND|NOM//obj//4 och//KN//cc//8 hur//HA//advmod//8 stor//JJ|POS|UTR|SIN|IND|NOM//conj//4 är//VB|PRS|AKT//cop//8 anbudsspridningen//NN|UTR|SIN|DEF|NOM//nsubj//8 ?//MAD//punct//4
Konkurrens (1);"//NN|AN//nsubj//1 Har//VB|PRS|AKT//aux//6 ""//PAD//punct//3 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 ""//PAD//punct//3 företag//NN|NEU|PLU|IND|NOM//nsubj//6 lämnat//VB|SUP|AKT//ROOT//6 anbud//NN|NEU|SIN|IND|NOM//obj//6 i//PP//case//10 samma//DT|UTR/NEU|SIN/PLU|IND//det//10 omfattning//NN|UTR|SIN|IND|NOM//obl//6 som//HA//obj//14 man//PN|UTR|SIN|IND|SUB//nsubj//14 kunde//VB|PRT|AKT//aux//14 förvänta//VB|INF|AKT//acl:relcl//10 vid//PP//case//17 en//DT|UTR|SIN|IND//det//17 utförandeentreprenad//NN|UTR|SIN|IND|NOM//obl//14 ?//MAD//punct//6"
Konkurrens (1);//VB|PRS|SFO//nsubj//4 Hur//HA//advmod//4 skulle//VB|PRT|AKT//aux//4 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 påverka//VB|INF|AKT//ROOT//4 intresset//NN|NEU|SIN|DEF|NOM//obj//4 för//PP//mark//8 att//IE//mark//8 lämna//VB|INF|AKT//advcl//4 anbud//NN|NEU|SIN|IND|NOM//obj//8 på//PP//case//11 totalentreprenader//NN|UTR|PLU|IND|NOM//obl//8 ,//MID//punct//23 om//PP//mark//23 en//DT|UTR|SIN|IND//det//15 del//NN|UTR|SIN|IND|NOM//nsubj:pass//23 av//PP//case//17 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//15 för//PP//mark//20 att//IE//mark//20 utarbeta//VB|INF|AKT//acl//15 ett//DT|NEU|SIN|IND//det//22 anbud//NN|NEU|SIN|IND|NOM//obj//20 ersättas//VB|INF|SFO//advcl//8 av//PP//case//25 beställaren//NN|UTR|SIN|DEF|NOM//obl:agent//23 ?//MAD//punct//4
Konkurrens (1);//NN|AN//nsubj//2 Var//VB|PRT|AKT//cop//2 tiden//NN|UTR|SIN|DEF|NOM//nsubj//5 för//PP//case//4 anbudsräkning//NN|UTR|SIN|IND|NOM//nmod//5 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//ROOT//5 ?//MAD//punct//5
Konkurrens (1);//NN|AN//nsubj//4 Är//VB|PRS|AKT//cop//4 entreprenaden//NN|UTR|SIN|DEF|NOM//nsubj//4 lämpligt//AB|POS//advmod//4 avgränsad//PC|PRF|UTR|SIN|IND|NOM//ROOT//4 och//KN//cc//6 har//VB|PRS|AKT//conj//4 lämpligt//JJ|POS|NEU|SIN|IND|NOM//amod//8 innehåll//NN|NEU|SIN|IND|NOM//obj//6 ?//MAD//punct//4
Konkurrens (1);©//PP//nmod//1 Prolog//NN|UTR|SIN|IND|NOM//ROOT//1 2011//RG|NOM//nummod//1
Konkurrens (1);Sida//NN|UTR|SIN|IND|NOM//ROOT//0 9//RG|NOM//nummod//0
Konkurrens (1);.//MAD//ROOT//0
Konkurrens (1);//NN|AN//nsubj//4 Är//VB|PRS|AKT//cop//4 riskerna//NN|UTR|PLU|DEF|NOM//nsubj//4 lämpligt//AB|POS//advmod//4 fördelade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//4 ?//MAD//punct//4
Konkurrens (1);//NN|UTR|SIN|DEF|NOM//nsubj//1 Finns//VB|PRS|SFO//ROOT//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 ”//PAD//punct//5 osäkerheter//NN|UTR|PLU|IND|NOM//nsubj//1 ”//PAD//punct//5 i//PP//case//8 förfrågan//NN|UTR|SIN|DEF|NOM//nmod//5 ?//MID//punct//5
Konkurrens (1);Om//SN//case//13 ja//IN//discourse//13 ://MID//punct//11
Konkurrens (1);Vilka//HP|UTR/NEU|PLU|IND//nsubj//1 ?//MAD//punct//13

Tid, Kvalitet och Pris/Kostnader;//NN|UTR|SIN|DEF|NOM//obj//3 Har//VB|PRS|AKT//aux//3 tidplanen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 hållits//VB|SUP|SFO//ROOT//3 ?//MID//punct//3
Tid, Kvalitet och Pris/Kostnader;Har//VB|PRS|AKT//aux//9 de//DT|UTR/NEU|PLU|DEF//det//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 kontraktsarbetena//NN|NEU|PLU|DEF|NOM//nsubj:pass//9 utförts//VB|SUP|SFO//parataxis//3 inom//PP//case//12 avtalad//PC|PRF|UTR|SIN|IND|NOM//amod//12 tid//NN|UTR|SIN|IND|NOM//obl//9 ?//MAD//punct//3
Tid, Kvalitet och Pris/Kostnader;//NN|AN//nsubj//1 Skiljer//VB|PRS|AKT//ROOT//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//1 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//1 på//PP//case//5 resultatet//NN|NEU|SIN|DEF|NOM//obl//1 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//9 med//PP//case//9 förväntat//PC|PRF|NEU|SIN|IND|NOM//amod//9 resultat//NN|NEU|SIN|IND|NOM//obl//1 i//PP//case//12 en//DT|UTR|SIN|IND//det//12 utförandeentreprenad//NN|UTR|SIN|IND|NOM//nmod//9 ?//MID//punct//1
Tid, Kvalitet och Pris/Kostnader;Om//SN//mark//29 ja//IN//discourse//29 ://MID//punct//15
Tid, Kvalitet och Pris/Kostnader;På//PP//case//19 vilket//HD|NEU|SIN|IND//det//19 sätt//NN|NEU|SIN|IND|NOM//obl//21 ?//MID//punct//19
Tid, Kvalitet och Pris/Kostnader;Varför//HA//discourse//29 ?//MID//punct//21
Tid, Kvalitet och Pris/Kostnader;Om//SN//mark//29 nej//IN//discourse//29 ://MID//punct//24
Tid, Kvalitet och Pris/Kostnader;hur//HA//advmod//29 kan//VB|PRS|AKT//aux//29 man//PN|UTR|SIN|IND|SUB//nsubj//29 göra//VB|INF|AKT//advcl//1 för//PP//mark//32 att//IE//mark//32 ge//VB|INF|AKT//advcl//29 möjlighet//NN|UTR|SIN|IND|NOM//obj//32 att//IE//mark//35 höja//VB|INF|AKT//acl//33 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//35 ?//MAD//punct//1
Tid, Kvalitet och Pris/Kostnader;//NN|AN//nsubj//1 Skiljer//VB|PRS|AKT//ROOT//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//1 antalet//NN|NEU|SIN|DEF|NOM//obj//1 konstaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//1 fel//NN|NEU|PLU|IND|NOM//obj//4 i//PP//case//7 kontraktsbesiktningar//NN|UTR|PLU|IND|NOM//obl//4 ,//MID//punct//9 revisioner//NN|UTR|PLU|IND|NOM//conj//7 ,//MID//punct//12 beställarens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 stickprovskontroller//NN|UTR|PLU|IND|NOM//conj//7 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//16 med//PP//fixed//13 en//DT|UTR|SIN|IND//det//16 utförandeentreprenad//NN|UTR|SIN|IND|NOM//obl//4 ?//MID//punct//1
Tid, Kvalitet och Pris/Kostnader;Om//SN//mark//25 ja//IN//discourse//25 ://MID//punct//19
Tid, Kvalitet och Pris/Kostnader;På//PP//case//23 vilket//HD|NEU|SIN|IND//det//23 sätt//NN|NEU|SIN|IND|NOM//obl//25 ?//MID//punct//23
Tid, Kvalitet och Pris/Kostnader;Varför//HA//obl//1 ?//MAD//punct//25
Tid, Kvalitet och Pris/Kostnader;//VB|PRS|SFO//nsubj//3 Hur//HA//advmod//2 mycket//AB|POS//advmod//3 överstiger//VB|PRS|AKT//ROOT//3 slutligt//AB|POS//advmod//5 fakturerat//PC|PRF|NEU|SIN|IND|NOM//amod//6 kostnad//NN|UTR|SIN|IND|NOM//obj//3 (//PAD//punct//6 d.v.s.//AB|AN//advmod//9 entreprenadkostnaden//NN|UTR|SIN|DEF|NOM//appos//6 )//PAD//punct//9 kontraktssumman//NN|UTR|SIN|DEF|NOM//conj//6 ?//MID//punct//6
Tid, Kvalitet och Pris/Kostnader;Hur//HA//advmod//14 stor//JJ|POS|UTR|SIN|IND|NOM//amod//15 del//NN|UTR|SIN|IND|NOM//nsubj//17 är//VB|PRS|AKT//cop//17 index//NN|NEU|SIN|IND|NOM//acl:relcl//6 ?//MAD//punct//3
Tid, Kvalitet och Pris/Kostnader;//NN|AN//nsubj//2 Är//VB|PRS|AKT//cop//2 lönsamheten//NN|UTR|SIN|DEF|NOM//ROOT//2 acceptabel///PM|NOM//nmod//2 i//PP//case//5 nivå//NN|UTR|SIN|IND|NOM//obl//2 med//PP//case//7 branschgenomsnitt//NN|NEU|SIN|IND|NOM//nmod//2 ?//MAD//punct//2
Tid, Kvalitet och Pris/Kostnader;//VB|PRS|SFO//nsubj//2 Hur//HA//advmod//2 stor//JJ|POS|UTR|SIN|IND|NOM//ROOT//2 är//VB|PRS|AKT//cop//4 skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//2 mellan//PP//case//6 egenkalkyl//NN|UTR|SIN|IND|NOM//nmod//4 ,//MID//punct//4 innan//SN//case//9 anbud//NN|NEU|SIN|IND|NOM//appos//4 och//KN//cc//11 kontraktssumma//NN|UTR|SIN|IND|NOM//conj//9 ?//MID//punct//2
Tid, Kvalitet och Pris/Kostnader;(//PAD//punct//2 plus///PM|NOM//cc//16 minus//AB//nmod//16 %//NN|AN//parataxis//2 )//PAD//punct//2
Tid, Kvalitet och Pris/Kostnader;//PP//obj//6 Vilka//HD|UTR/NEU|PLU|IND//det//3 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 fördelar//NN|UTR|PLU|IND|NOM//obj//6 kan//VB|PRS|AKT//aux//6 du//PN|UTR|SIN|DEF|SUB//nsubj//6 se//VB|INF|AKT//ROOT//6 med//PP//case//9 formen//NN|UTR|SIN|DEF|NOM//amod//9 totalentreprenad//NN|UTR|SIN|IND|NOM//obl//6 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//12 med//PP//case//12 utförandeentreprenad//NN|UTR|SIN|IND|NOM//obl//6 ?//MAD//punct//6
Tid, Kvalitet och Pris/Kostnader;//PP//obj//6 Vilka//HD|UTR/NEU|PLU|IND//det//3 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 nackdelar//NN|UTR|PLU|IND|NOM//obj//6 kan//VB|PRS|AKT//aux//6 du//PN|UTR|SIN|DEF|SUB//nsubj//6 se//VB|INF|AKT//ROOT//6 med//PP//case//9 formen//NN|UTR|SIN|DEF|NOM//amod//9 totalentreprenad//NN|UTR|SIN|IND|NOM//obl//6 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//12 med//PP//case//12 utförandeentreprenad//NN|UTR|SIN|IND|NOM//obl//6 ?//MAD//punct//6

Annat av betydelse;//VB|PRS|SFO//obj//2 Hur//HA//advmod//2 ser//VB|PRS|AKT//ROOT//2 du//PN|UTR|SIN|DEF|SUB//nsubj//2 på//PP//case//5 formen//NN|UTR|SIN|DEF|NOM//amod//6 totalentreprenad//NN|UTR|SIN|IND|NOM//obj//2 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//9 med//PP//case//9 utförandeentreprenad//NN|UTR|SIN|IND|NOM//obl//2 ?//MAD//punct//2
Annat av betydelse;//NN|AN//nsubj//5 Vilka//HP|UTR/NEU|PLU|IND//nsubj//5 är//VB|PRS|AKT//cop//5 de//DT|UTR/NEU|PLU|DEF//det//5 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//5 skillnaderna//NN|UTR|PLU|DEF|NOM//ROOT//5 ?//MAD//punct//5
Annat av betydelse;©//PP//nmod//1 Prolog//NN|UTR|SIN|IND|NOM//ROOT//1 2011//RG|NOM//nummod//1
Annat av betydelse;Sida//NN|UTR|SIN|IND|NOM//nmod//1 10//RG|NOM//ROOT//1
Annat av betydelse;.//MAD//ROOT//0

Intervjuresultat från 11 vägprojekt;I//PP//case//2 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 fall//NN|NEU|PLU|IND|NOM//obl//6 har//VB|PRS|AKT//aux//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 varit//VB|SUP|AKT//cop//6 svårt//JJ|POS|NEU|SIN|IND|NOM//ROOT//6 att//IE//mark//8 särskilja//VB|INF|AKT//csubj//6 innovationer//NN|UTR|PLU|IND|NOM//obj//8 inom//PP//case//11 produkter//NN|UTR|PLU|IND|NOM//nmod//9 från//PP//case//13 innovationer//NN|UTR|PLU|IND|NOM//nmod//9 inom//PP//case//15 processer//NN|UTR|PLU|IND|NOM//nmod//13 .//MAD//punct//6
Intervjuresultat från 11 vägprojekt;Olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 respondenter//NN|UTR|PLU|IND|NOM//nsubj//20 har//VB|PRS|AKT//aux//20 härlett//VB|SUP|AKT//parataxis//6 samma//DT|UTR/NEU|SIN/PLU|IND//det//23 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 lösning//NN|UTR|SIN|IND|NOM//obj//20 till//PP//case//26 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 kategorier//NN|UTR|PLU|IND|NOM//obl//20 .//MAD//punct//6
Intervjuresultat från 11 vägprojekt;Ett//DT|NEU|SIN|IND//det//29 exempel//NN|NEU|SIN|IND|NOM//parataxis//6 är//VB|PRS|AKT//cop//29 att//SN//mark//36 man//PN|UTR|SIN|IND|SUB//nsubj//36 i//PP//case//35 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//35 entreprenader//NN|UTR|PLU|IND|NOM//obl//36 arbetat//VB|SUP|AKT//csubj//29 med//PP//case//40 en//DT|UTR|SIN|IND//det//40 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 packningsgrad//NN|UTR|SIN|IND|NOM//obl//36 av//PP//case//44 de//DT|UTR/NEU|PLU|DEF//det//44 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 lagren//NN|NEU|PLU|DEF|NOM//nmod//40 i//PP//case//46 vägkonstruktionen//NN|UTR|SIN|DEF|NOM//nmod//44 respektive//AB//cc//48 terrassen//NN|UTR|SIN|DEF|NOM//conj//46 som//KN//mark//51 kvalitetshöjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 åtgärd//NN|UTR|SIN|IND|NOM//obl//36 .//MAD//punct//29
Intervjuresultat från 11 vägprojekt;I//PP//case//55 några//DT|UTR/NEU|PLU|IND//det//55 entreprenader//NN|UTR|PLU|IND|NOM//obl//56 menar//VB|PRS|AKT//parataxis//29 respondenten//NN|UTR|SIN|DEF|NOM//nsubj//56 att//SN//mark//62 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//62 är//VB|PRS|AKT//cop//62 en//DT|UTR|SIN|IND//det//62 produktinnovation//NN|UTR|SIN|IND|NOM//nsubj//67 medan//SN//mark//67 i//PP//case//66 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 entreprenader//NN|UTR|PLU|IND|NOM//obl//67 finns//VB|PRS|SFO//ccomp//56 åsikten//NN|UTR|SIN|DEF|NOM//nsubj//67 att//SN//mark//73 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//73 är//VB|PRS|AKT//cop//73 en//DT|UTR|SIN|IND//det//73 processinnovation//NN|UTR|SIN|IND|NOM//ccomp//67 .//MAD//punct//73
Intervjuresultat från 11 vägprojekt;I//PP//case//77 denna//DT|UTR|SIN|DEF//det//77 rapport//NN|UTR|SIN|IND|NOM//obl//78 har//VB|PRS|AKT//aux//83 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 distinktioner//NN|UTR|PLU|IND|NOM//nsubj:pass//83 och//KN//cc//82 definitioner//NN|UTR|PLU|IND|NOM//conj//80 gjorts//VB|SUP|SFO//conj//6 ://MAD//punct//6
Intervjuresultat från 11 vägprojekt;//NN|AN//nmod//1 Innovationer//NN|UTR|PLU|IND|NOM//ROOT//1 inom//PP//case//3 produkter//NN|UTR|PLU|IND|NOM//nmod//1 ://MID//punct//1
Intervjuresultat från 11 vägprojekt;"företagsspecifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 lösningar//NN|UTR|PLU|IND|NOM//appos//1 (//PAD//punct//7 produkter//NN|UTR|PLU|IND|NOM//appos//7 ;//MID//punct//7"
Intervjuresultat från 11 vägprojekt;konstruktioner//NN|UTR|PLU|IND|NOM//conj//7 ,//MID//punct//13 utformning//NN|UTR|SIN|IND|NOM//conj//11 ,//MID//punct//15 material//NN|NEU|PLU|IND|NOM//conj//11 och//KN//cc//17 varor//NN|UTR|PLU|IND|NOM//conj//11 )//PAD//punct//7 samt//KN//cc//20 förtillverkade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//1 konstruktioner//NN|UTR|PLU|IND|NOM//obj//20 eller//KN//cc//23 delar//NN|UTR|PLU|IND|NOM//conj//21 av//PP//case//25 konstruktioner//NN|UTR|PLU|IND|NOM//nmod//23 .//MAD//punct//1
Intervjuresultat från 11 vägprojekt;//NN|AN//nmod//1 Innovationer//NN|UTR|PLU|IND|NOM//ROOT//1 inom//PP//case//3 processer//NN|UTR|PLU|IND|NOM//nmod//1 ://MID//punct//1
