Inledning;I//PP//case//2 föreliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 betänkande//NN|NEU|SIN|IND|NOM//obl//3 lägger//VB|PRS|AKT//ROOT//3 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 i//PP//case//9 enlighet//NN|UTR|SIN|IND|NOM//fixed//5 med//PP//case//9 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//9 direktiv//NN|NEU|PLU|IND|NOM//obl//3 fram//PL//advmod//3 en//DT|UTR|SIN|IND//det//13 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//13 utvärdering//NN|UTR|SIN|IND|NOM//obj//3 av//PP//case//17 den//DT|UTR|SIN|DEF//det//17 arbetsgivarpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 reform//NN|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//13 som//HP|-|-|-//nsubj:pass//20 genomfördes//VB|PRT|SFO//acl:relcl//13 den//DT|UTR|SIN|DEF//det//23 1//RO|NOM//nummod//23 juli//NN|UTR|SIN|IND|NOM//obl//20 1994//RG|NOM//nummod//23 .//MAD//punct//3
Kompetensförsörjningen;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//2 måste//VB|PRS|AKT//aux//2 tillämpa//VB|INF|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//4 åldersmedveten//PC|PRF|UTR|SIN|IND|NOM//nmod//5 arbetsgivarpolitik//NN|UTR|SIN|IND|NOM//obj//2 .//MID//punct//2
Kompetensförsörjningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 är//VB|PRS|AKT//cop//9 angeläget//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//12 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//12 stöttar//VB|PRS|AKT//csubj//9 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obj//12 i//PP//case//15 arbetet//NN|NEU|SIN|DEF|NOM//obl//12 .//MID//punct//9
Kompetensförsörjningen;Det//DT|NEU|SIN|DEF//det//19 operativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//27 för//PP//mark//22 att//IE//mark//22 hantera//VB|INF|AKT//acl//19 dessa//DT|UTR/NEU|PLU|DEF//det//24 frågor//NN|UTR|PLU|IND|NOM//obj//22 på//PP//case//26 individnivå//NN|UTR|SIN|IND|NOM//nmod//24 ligger//VB|PRS|AKT//parataxis//9 på//PP//case//31 varje//DT|UTR/NEU|SIN|IND//det//31 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//31 myndighet//NN|UTR|SIN|IND|NOM//obl//27 ,//MID//punct//36 men//KN//cc//36 ett//DT|NEU|SIN|IND//det//35 samordningsansvar//NN|NEU|SIN|IND|NOM//nsubj//36 ligger//VB|PRS|AKT//conj//9 på//PP//case//38 Arbetsgivarverket//PM|NOM//obl//36 .//MAD//punct//9

Uppföljning och utvärdering;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1  //_SP////1 att//SN//mark//9 uppföljning//NN|UTR|SIN|IND|NOM//nsubj//9 och//KN//cc//6 utvärdering//NN|UTR|SIN|IND|NOM//conj//4 är//VB|PRS|AKT//cop//9 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 styrmedel//NN|NEU|PLU|IND|NOM//ccomp//1 .//MAD//punct//1
Uppföljning och utvärdering;Den//DT|UTR|SIN|DEF//det//13 arbetsgivarpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 delegeringen//NN|UTR|SIN|DEF|NOM//nsubj//14 förutsätter//VB|PRS|AKT//parataxis//1 att//SN//mark//17 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//17 skaffar//VB|PRS|AKT//ccomp//14 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//17 överblick//NN|UTR|SIN|IND|NOM//obj//17 över//PP//case//21 lönebildningen//NN|UTR|SIN|DEF|NOM//obl//17 och//KN//cc//23 arbetsgivarpolitiken//NN|UTR|SIN|DEF|NOM//conj//21 i//PP//advmod//17 stort//JJ|POS|NEU|SIN|IND|NOM//fixed//24 .//MAD//punct//1
Uppföljning och utvärdering;En//DT|UTR|SIN|IND//det//28 uppföljning//NN|UTR|SIN|IND|NOM//nsubj//34 på//PP//case//31 aggregerad//PC|PRF|UTR|SIN|IND|NOM//amod//31 nivå//NN|UTR|SIN|IND|NOM//nmod//28 bör//VB|PRS|AKT//aux//34 vara//VB|INF|AKT//cop//34 enkel//JJ|POS|UTR|SIN|IND|NOM//parataxis//1 .//MAD//punct//1
Uppföljning och utvärdering;Samtidigt//AB//advmod//39 är//VB|PRS|AKT//cop//39 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 tveksamt//JJ|POS|NEU|SIN|IND|NOM//conj//1 om//PP//mark//45 den//DT|UTR|SIN|DEF//det//44 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 uppföljningen//NN|UTR|SIN|DEF|NOM//nsubj//45 ger//VB|PRS|AKT//advcl//39 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//amod//47 underlag//NN|NEU|SIN|IND|NOM//obj//45 för//PP//case//49 mål-//NN|NEU|-|-|SMS//obl//45 och//KN//cc//51 resultatdialogen//NN|UTR|SIN|DEF|NOM//conj//49 med//PP//case//53 myndighetscheferna//NN|UTR|PLU|DEF|NOM//obl//45 .//MAD//punct//1
Uppföljning och utvärdering;Ett//DT|NEU|SIN|IND//det//57 delegerat//PC|PRF|NEU|SIN|IND|NOM//amod//57 system//NN|NEU|SIN|IND|NOM//nsubj//58 kräver//VB|PRS|AKT//parataxis//1 utvärdering//NN|UTR|SIN|IND|NOM//obj//58 på//PP//case//61 myndighetsnivå//NN|UTR|SIN|IND|NOM//obl//58 .//MID//punct//58
Uppföljning och utvärdering;En//DT|UTR|SIN|IND//det//65 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//65 utvärderingsverksamhet//NN|UTR|SIN|IND|NOM//nsubj//67 bör//VB|PRS|AKT//aux//67 ske//VB|INF|AKT//conj//58 behovsanpassat//PC|PRF|NEU|SIN|IND|NOM//obj//67 på//PP//case//71 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//71 uppdrag//NN|NEU|SIN|IND|NOM//nmod//68 .//MAD//punct//1
Uppföljning och utvärdering;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1  //_SP////1 att//SN//mark//36 den//DT|UTR|SIN|DEF//det//6 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 uppföljningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//36 liksom//PP//mark//11 i//PP//advmod//11 dag//NN|UTR|SIN|IND|NOM//fixed//8 skall//VB|PRS|AKT//aux//11 bestå//VB|INF|AKT//acl:relcl//6 av//PP//case//15 ett//DT|NEU|SIN|IND//det//14 antal//NN|NEU|SIN|IND|NOM//nmod//15 variabler//NN|UTR|PLU|IND|NOM//obl//11 som//HP|-|-|-//nsubj:pass//21 i//PP//case//19 allt//DT|NEU|SIN|IND/DEF//fixed//17 väsentligt//JJ|POS|NEU|SIN|IND|NOM//advmod//21 bör//VB|PRS|AKT//aux//21 inhämtas//VB|INF|SFO//acl:relcl//15 ur//PP//case//24 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 system//NN|NEU|PLU|IND|NOM//obl//21 .//MAD//punct//6
Uppföljning och utvärdering;I//PP//case//28 det//DT|NEU|SIN|DEF//det//28 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//36 bör//VB|PRS|AKT//aux//36 en//DT|UTR|SIN|IND//det//32 ny//JJ|POS|UTR|SIN|IND|NOM//amod//32 variabel//NN|UTR|SIN|IND|NOM//nsubj:pass//36 –//RG|NOM//punct//34 sjuktal//NN|NEU|SIN|IND|NOM//appos//32 –//PAD//punct//34 tillfogas//VB|PRS|SFO//ccomp//1 .//MAD//punct//1
Uppföljning och utvärdering;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//41 skall//VB|PRS|AKT//aux//41 därutöver//AB//advmod//41 lämna//VB|INF|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//44 skriftlig//JJ|POS|UTR|SIN|IND|NOM//amod//44 redovisning//NN|UTR|SIN|IND|NOM//obj//41 av//PP//case//46 målen//NN|NEU|PLU|DEF|NOM//nmod//44 för//PP//case//48 kompetensförsörjningen//NN|UTR|SIN|DEF|NOM//nmod//46 .//MAD//punct//41
Uppföljning och utvärdering;En//DT|UTR|SIN|IND//det//53 behovsanpassad//PC|PRF|UTR|SIN|IND|NOM//amod//53 fördjupad//PC|PRF|UTR|SIN|IND|NOM//amod//53 utvärdering//NN|UTR|SIN|IND|NOM//obj//41 av//PP//case//55 arbetsgivarpolitiken//NN|UTR|SIN|DEF|NOM//nmod//53 bör//VB|PRS|AKT//aux//58 normalt//AB|POS//advmod//58 ske//VB|INF|AKT//conj//1 ungefär//AB//advmod//58 vart//DT|NEU|SIN|IND//advmod//64 tredje//RO|NOM//fixed//60 till//PP//case//64 femte//RO|NOM//amod//64 år//NN|NEU|SIN|IND|NOM//obl//58 inom//PP//case//67 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 myndigheter//NN|UTR|PLU|IND|NOM//obl//58 .//MAD//punct//1
Uppföljning och utvärdering;Denna//DT|UTR|SIN|DEF//det//70 utredningsverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//72 bör//VB|PRS|AKT//aux//72 styras//VB|INF|SFO//parataxis//1 av//PP//case//74 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//72 och//KN//cc//77 bör//VB|PRS|AKT//aux//77 läggas//VB|INF|SFO//conj//72 på//PP//case//80 en//DT|UTR|SIN|IND//det//80 stabsfunktion//NN|UTR|SIN|IND|NOM//obl//77 till//PP//case//82 regeringen//NN|UTR|SIN|DEF|NOM//nmod//80 .//MAD//punct//1
Uppföljning och utvärdering;En//DT|UTR|SIN|IND//det//85 rapport//NN|UTR|SIN|IND|NOM//nsubj:pass//87 skall//VB|PRS|AKT//aux//87 lämnas//VB|INF|SFO//parataxis//1 till//PP//case//89 regeringen//NN|UTR|SIN|DEF|NOM//obl//87 efter//PP//case//92 en//DT|UTR|SIN|IND//det//92 utvärdering//NN|UTR|SIN|IND|NOM//obl//87 .//MAD//punct//1
Uppföljning och utvärdering;En//DT|UTR|SIN|IND//det//95 återkoppling//NN|UTR|SIN|IND|NOM//nsubj//99 till//PP//case//97 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//95 skall//VB|PRS|AKT//aux//99 ske//VB|INF|AKT//conj//1 inom//PP//case//105 ramen//NN|UTR|SIN|DEF|NOM//fixed//100 för//PP//fixed//100 en//DT|UTR|SIN|IND//det//105 utvecklad//PC|PRF|UTR|SIN|IND|NOM//amod//105 mål-//NN|NEU|-|-|SMS//obl//99 och//KN//cc//107 resultatdialog//NN|UTR|SIN|IND|NOM//conj//105 .//MID//punct//99
Uppföljning och utvärdering;En//DT|UTR|SIN|IND//det//111 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//111 anknytning//NN|UTR|SIN|IND|NOM//nsubj:pass//115 till//PP//case//113 budgetprocessen//NN|UTR|SIN|DEF|NOM//nmod//111 bör//VB|PRS|AKT//aux//115 eftersträvas//VB|INF|SFO//parataxis//99 .//MAD//punct//1

Konsekvenser av utredningens förslag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1  //_SP////1 att//SN//mark//18 de//DT|UTR/NEU|PLU|DEF//det//5 överväganden//NN|NEU|PLU|IND|NOM//nsubj//18 och//KN//cc//7 förslag//NN|NEU|PLU|IND|NOM//conj//5 som//HP|-|-|-//nsubj:pass//9 redovisas//VB|PRS|SFO//acl:relcl//7 i//PP//case//11 betänkandet//NN|NEU|SIN|DEF|NOM//obl//9 i//PP//case//14 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//14 fall//NN|NEU|PLU|IND|NOM//obl//9 är//VB|PRS|AKT//cop//18 av//PP//case//18 principiell//JJ|POS|UTR|SIN|IND|NOM//amod//18 karaktär//NN|UTR|SIN|IND|NOM//ccomp//1 och//KN//cc//20 innefattar//VB|PRS|AKT//conj//18 åtgärder//NN|UTR|PLU|IND|NOM//obj//20 som//HP|-|-|-//nsubj//24 inte//AB//advmod//24 påverkar//VB|PRS|AKT//acl:relcl//21 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//24 för//PP//case//27 staten//NN|UTR|SIN|DEF|NOM//nmod//25 .//MAD//punct//1
Konsekvenser av utredningens förslag;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//42 till//PP//case//32 ändringar//NN|UTR|PLU|IND|NOM//nmod//30 av//PP//mark//36 hur//HA//advmod//36 faktorerna//NN|UTR|PLU|DEF|NOM//nsubj//36 AKI-RAM//PM|NOM//acl//32 resp.//AB|AN//cc//38 produktivitetsavdraget//NN|NEU|SIN|DEF|NOM//conj//36 i//PP//case//40 löneomräkningssystemet//NN|NEU|SIN|DEF|NOM//nmod//38 skall//VB|PRS|AKT//aux//42 bestämmas//VB|INF|SFO//ccomp//1 (//PAD//punct//44 se//VB|IMP|AKT//parataxis//42 avsnitt//NN|NEU|SIN|IND|NOM//nmod//46 7.5//RG|NOM//obj//44 )//PAD//punct//44 kan//VB|PRS|AKT//aux//53 i//PP//case//52 ett//DT|NEU|SIN|IND//det//52 kortsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//52 perspektiv//NN|NEU|SIN|IND|NOM//obl//53 leda//VB|INF|AKT//conj//42 till//PP//case//56 ändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//56 kostnader//NN|UTR|PLU|IND|NOM//obl//53 .//MAD//punct//42
Konsekvenser av utredningens förslag;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//69 till//PP//case//61 ändrad//PC|PRF|UTR|SIN|IND|NOM//amod//61 ledningsstruktur//NN|UTR|SIN|IND|NOM//nmod//58 för//PP//case//63 Arbetsgivarverket//PM|NOM//nmod//61 (//PAD//punct//58 se//VB|IMP|AKT//parataxis//58 avsnitt//NN|NEU|SIN|IND|NOM//nmod//67 8.7//RG|NOM//obj//65 )//PAD//punct//58 innebär//VB|PRS|AKT//parataxis//42 inga//DT|UTR/NEU|PLU|IND//det//72 tillkommande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 kostnader//NN|UTR|PLU|IND|NOM//obj//69 för//PP//case//74 staten//NN|UTR|SIN|DEF|NOM//nmod//72 .//MAD//punct//69
Konsekvenser av utredningens förslag;Förslaget//NN|NEU|SIN|DEF|NOM//obl//69 till//PP//case//79 reformerat//PC|PRF|NEU|SIN|IND|NOM//amod//79 uppföljningssystem//NN|NEU|SIN|IND|NOM//nmod//76 med//PP//case//81 stöd//NN|NEU|SIN|IND|NOM//nmod//79 av//PP//case//76 från//PP//case//85 en//DT|UTR|SIN|IND//det//85 stabsmyndighet//NN|UTR|SIN|IND|NOM//nmod//76 (//PAD//punct//69 se//VB|IMP|AKT//parataxis//69 avsnitt//NN|NEU|SIN|IND|NOM//nmod//89 11.4//RG|NOM//obj//87 )//PAD//punct//69 kan//VB|PRS|AKT//aux//96 i//PP//case//93 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//96 komma//VB|INF|AKT//aux//96 att//IE//mark//96 medföra//VB|INF|AKT//conj//69 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//98 kostnader//NN|UTR|PLU|IND|NOM//obj//96 .//MAD//punct//69
Konsekvenser av utredningens förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//101 pågår//VB|PRS|AKT//parataxis//69 ett//DT|NEU|SIN|IND//det//103 utvecklingsarbete//NN|NEU|SIN|IND|NOM//nsubj//101 inom//PP//case//105 regeringskansliet//NN|NEU|SIN|DEF|NOM//nmod//103 vad//HP|NEU|SIN|IND//nsubj//107 gäller//VB|PRS|AKT//advcl//101 både//KN//cc//109 uppföljning//NN|UTR|SIN|IND|NOM//obj//107 av//PP//case//111 förvaltningspolitiken//NN|UTR|SIN|DEF|NOM//nmod//109 och//KN//cc//116 hur//HA//advmod//116 stabsfunktionerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//116 skall//VB|PRS|AKT//aux//116 organiseras//VB|INF|SFO//conj//101 i//PP//case//118 framtiden//NN|UTR|SIN|DEF|NOM//obl//116 .//MAD//punct//101
Konsekvenser av utredningens förslag;Kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//122 kan//VB|PRS|AKT//aux//122 finansieras//VB|INF|SFO//parataxis//101 genom//PP//case//125 en//DT|UTR|SIN|IND//det//125 omfördelning//NN|UTR|SIN|IND|NOM//obl//122 av//PP//case//128 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//128 stabsstöd//NN|NEU|SIN|IND|NOM//nmod//125 till//PP//case//130 regeringen//NN|UTR|SIN|DEF|NOM//nmod//125 .//MAD//punct//69

Utredningens överväganden och förslag i sammandrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 gör//VB|PRS|AKT//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 bedömning//NN|UTR|SIN|IND|NOM//obj//1
Utredningens överväganden och förslag i sammandrag;N//PM|NOM//nsubj//8  //_SP////0 Den//DT|UTR|SIN|DEF//det//4 arbetsgivarpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 delegeringen//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//8 i//PP//case//7 grunden//NN|UTR|SIN|DEF|NOM//obl//8 rätt//NN|UTR|SIN|IND|NOM//ROOT//8 och//KN//cc//11 ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//11 förordar//VB|PRS|AKT//conj//8 en//DT|UTR|SIN|IND//det//13 återgång//NN|UTR|SIN|IND|NOM//obj//11 till//PP//case//17 ett//DT|NEU|SIN|IND//det//17 centralistiskt//JJ|POS|NEU|SIN|IND|NOM//amod//17 synsätt//NN|NEU|SIN|IND|NOM//obl//11 .//MAD//punct//8
Utredningens överväganden och förslag i sammandrag;N//PM|NOM//nsubj:pass//3  //_SP////0 Det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//0 krävs//VB|PRS|SFO//ROOT//3 ett//DT|NEU|SIN|IND//det//7 mer//AB|KOM//advmod//6 samordnat//PC|PRF|NEU|SIN|IND|NOM//amod//7 förhandlingsarbete//NN|NEU|SIN|IND|NOM//nsubj:pass//3 på//PP//case//9 arbetsgivarsidan//NN|UTR|SIN|DEF|NOM//obl//3 inför//PP//case//17 och//KN//cc//17 under//PP//case//17 både//KN//cc//14 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 och//KN//cc//16 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 förhandlingar//NN|UTR|PLU|IND|NOM//nmod//9 .//MAD//punct//3
Utredningens överväganden och förslag i sammandrag;N//PM|NOM//nsubj:pass//7  //_SP////0 De//DT|UTR/NEU|PLU|DEF//det//4 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 arbetsgivarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//7 kommer//VB|PRS|AKT//aux//7 att//IE//mark//7 ställas//VB|INF|SFO//ROOT//7 inför//PP//case//11 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 utmaningar//NN|UTR|PLU|IND|NOM//obl//7 .//MAD//punct//7
Utredningens överväganden och förslag i sammandrag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 är//VB|PRS|AKT//cop//15 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//7 att//IE//mark//17 överväga//VB|INF|AKT//csubj//15 en//DT|UTR|SIN|IND//det//19 del//NN|UTR|SIN|IND|NOM//nmod//20 förändringar//NN|UTR|PLU|IND|NOM//obj//17 av//PP//case//23 Arbetsgivarverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//23 ledningsstruktur//NN|UTR|SIN|IND|NOM//nmod//20 i//PP//case//25 syfte//NN|NEU|SIN|IND|NOM//obl//17 att//IE//mark//27 skapa//VB|INF|AKT//acl//25 förutsättningar//NN|UTR|PLU|IND|NOM//obj//27 för//PP//case//35 en//DT|UTR|SIN|IND//det//35 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 och//KN//cc//34 mer//AB|KOM//advmod//34 utvecklad//PC|PRF|UTR|SIN|IND|NOM//amod//35 arbetsgivarsamverkan//NN|UTR|SIN|IND|NOM//nmod//28 .//MAD//punct//15
Utredningens överväganden och förslag i sammandrag;Därför//AB//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//1
Utredningens överväganden och förslag i sammandrag;N//PM|NOM//ROOT//0  //_SP////0 Att//SN//mark//6 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 i//PP//case//5 Arbetsgivarverket//PM|NOM//nmod//3 får//VB|PRS|AKT//acl:relcl//0 ett//DT|NEU|SIN|IND//det//9 entydigt//JJ|POS|NEU|SIN|IND|NOM//amod//9 ansvar//NN|NEU|SIN|IND|NOM//obj//6 för//PP//case//11 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//9 ,//MID//punct//14 vilket//HP|NEU|SIN|IND//nsubj//14 innebär//VB|PRS|AKT//acl:relcl//11 att//SN//mark//17 arbetsgivarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj:pass//17 utmönstras//VB|PRS|SFO//ccomp//14 i//PP//case//20 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 form//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//0
Utredningens överväganden och förslag i sammandrag;N//PM|NOM//ROOT//0  //_SP////0 Att//SN//mark//9 en//DT|UTR|SIN|IND//det//8 mer//AB|KOM//advmod//5 utvecklad//PC|PRF|UTR|SIN|IND|NOM//amod//8 och//KN//cc//7 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//5 samverkan//NN|UTR|SIN|IND|NOM//nsubj:pass//9 kanaliseras//VB|INF|SFO//acl//0 genom//PP//mark//13 att//SN//mark//13 sektorsråd//NN|NEU|PLU|IND|NOM//nsubj:pass//13 inrättas//VB|PRS|SFO//advcl//9 i//PP//case//15 Arbetsgivarverket//PM|NOM//obl//13 .//MAD//punct//0
Utredningens överväganden och förslag i sammandrag;N//PM|NOM//nsubj:pass//10  //_SP////0 Att//SN//mark//5 ett//DT|NEU|SIN|IND//det//5 förändrat//PC|PRF|NEU|SIN|IND|NOM//amod//5 system//NN|NEU|SIN|IND|NOM//nsubj:pass//10 för//PP//case//7 lönekostnadskompensation//NN|UTR|SIN|IND|NOM//nmod//5 för//PP//case//9 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//7 införs//VB|PRS|SFO//ROOT//10 ,//MID//punct//10 med//PP//case//15 omräkning//NN|UTR|SIN|IND|NOM//fixed//12 av//PP//fixed//12 anslagen//NN|NEU|PLU|DEF|NOM//obl//10 med//PP//case//19 hänsyn//NN|UTR|SIN|IND|NOM//fixed//16 till//PP//fixed//16 tjänstemannaindex//NN|UTR|SIN|IND|NOM//nmod//15 för//PP//case//21 tillverkningsindustrin//NN|UTR|SIN|DEF|NOM//nmod//15 .//MAD//punct//10
Utredningens överväganden och förslag i sammandrag;N//PM|NOM//ROOT//0  //_SP////0 Att//SN//mark//6 produktivitetsavdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//6 vid//PP//case//5 löneomräkningen//NN|UTR|SIN|DEF|NOM//nmod//3 utformas//VB|INF|SFO//acl:relcl//0 som//KN//case//9 ett//DT|NEU|SIN|IND//det//9 produktivitetskrav//NN|NEU|SIN|IND|NOM//obl//6 i//PP//case//13 form//NN|UTR|SIN|IND|NOM//fixed//10 av//PP//fixed//10 ett//DT|NEU|SIN|IND//obl//6 för//AB//case//16 överskådlig//JJ|POS|UTR|SIN|IND|NOM//amod//16 tid//NN|UTR|SIN|IND|NOM//obl//17 bestämt//VB|SUP|AKT//conj//6 fast//JJ|POS|NEU|SIN|IND|NOM//amod//19 avdrag//NN|NEU|SIN|IND|NOM//obj//17 .//MAD//punct//0
Utredningens överväganden och förslag i sammandrag;N//PM|NOM//ROOT//0  //_SP////0 Att//SN//mark//4 Arbetsgivarverket//PM|NOM//nsubj//4 gör//VB|PRS|AKT//acl:relcl//0 en//DT|UTR|SIN|IND//det//6 översyn//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 s.k.//AB|AN//amod//10 arbetsgivarnycklarna//NN|UTR|PLU|DEF|NOM//nmod//6 .//MAD//punct//0
Utredningens överväganden och förslag i sammandrag;N//PM|NOM//ROOT//0  //_SP////0 Att//SN//mark//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 uppdrar//VB|PRS|AKT//acl:relcl//0 åt//PP//case//6 Ekonomistyrningsverket//PM|NOM//obl//4 att//IE//mark//8 förtydliga//VB|INF|AKT//advcl//4 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//10 tillämpningsföreskrifter//NN|UTR|PLU|IND|NOM//obj//8 till//PP//case//12 anslagsförordningen//NN|UTR|SIN|DEF|NOM//obl//8 .//MAD//punct//0
Utredningens överväganden och förslag i sammandrag;N//PM|NOM//ROOT//0  //_SP////0 Att//SN//mark//10 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//10 för//PP//case//6 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 uppföljning//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//case//9 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//9 kompetensförsörjning//NN|UTR|SIN|IND|NOM//nmod//6 utvecklas//VB|PRS|SFO//acl:relcl//0 .//MAD//punct//0

