Statens Institut för Kommunikationsanalys;Analyser//NN|UTR|PLU|IND|NOM//ROOT//0 för//PP//case//2 Järnvägsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
1.4 Metod och genomförande;Verktygen//NN|NEU|PLU|DEF|NOM//nsubj:pass//23 omnämns//VB|PRS|SFO//conj//2 med//PP//case//27 det//DT|NEU|SIN|DEF//det//27 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 namnet//NN|NEU|SIN|DEF|NOM//obl//23 ”//PAD//punct//29 modellen//NN|UTR|SIN|DEF|NOM//nmod//27 ”//PAD//punct//29 i//PP//case//33 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 texter//NN|UTR|PLU|IND|NOM//nmod//29 .//MAD//punct//2
1.4 Metod och genomförande;Modellen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 först//AB//advmod//3 använts//VB|SUP|SFO//ROOT//3 för//PP//mark//6 att//IE//mark//6 beräkna//VB|INF|AKT//advcl//3 kostnader//NN|UTR|PLU|IND|NOM//obj//6 och//KN//cc//9 intäkter//NN|UTR|PLU|IND|NOM//conj//7 för//PP//case//11 järnvägstrafiken//NN|UTR|SIN|DEF|NOM//obl//6 för//PP//case//16 ett//DT|NEU|SIN|IND//det//16 redan//AB//advmod//15 passerat//PC|PRF|NEU|SIN|IND|NOM//amod//16 år//NN|NEU|SIN|IND|NOM//nmod//11 ,//MID//punct//16 1997//RG|NOM//nummod//16 .//MID//punct//3
1.4 Metod och genomförande;Dessa//DT|UTR/NEU|PLU|DEF//det//21 resultat//NN|NEU|PLU|IND|NOM//nsubj//23 har//VB|PRS|AKT//aux//23 stämts//VB|SUP|SFO//parataxis//3 av//PL//compound:prt//23 mot//PP//case//26 uppgifter//NN|UTR|PLU|IND|NOM//obl//23 om//PP//case//29 verkliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 kostnader//NN|UTR|PLU|IND|NOM//nmod//26 och//KN//cc//31 intäkter//NN|UTR|PLU|IND|NOM//conj//29 från//PP//case//33 SJ//PM|NOM//nmod//31 ,//MID//punct//23 för//PP//case//37 ett//DT|NEU|SIN|IND//det//37 urval//NN|NEU|SIN|IND|NOM//obl//23 av//PP//case//39 järnvägsstråk//NN|NEU|SIN|IND|NOM//nmod//37 .//MAD//punct//23
1.4 Metod och genomförande;Med//PP//case//43 denna//DT|UTR|SIN|DEF//det//43 kunskap//NN|UTR|SIN|IND|NOM//obl//53 om//PP//mark//46 de//DT|UTR/NEU|PLU|DEF//nsubj//46 modellerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//43 resultatens//NN|NEU|PLU|DEF|GEN//nmod:poss//48 överensstämmelse//NN|UTR|SIN|IND|NOM//obj//46 med//PP//case//50 verkligheten//NN|UTR|SIN|DEF|NOM//nmod//48 har//VB|PRS|AKT//aux//53 lönsamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 studerats//VB|SUP|SFO//conj//23 för//PP//case//58 ett//DT|NEU|SIN|IND//det//57 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 år//NN|NEU|SIN|IND|NOM//nmod//58 2010//RG|NOM//obl//53 .//MAD//punct//3
1.4 Metod och genomförande;För//PP//case//3 det//DT|NEU|SIN|DEF//det//3 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 året//NN|NEU|SIN|DEF|NOM//obl//4 har//VB|PRS|AKT//ROOT//4 lönsamheten//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//8 ett//DT|NEU|SIN|IND//det//8 basalternativ//NN|NEU|SIN|IND|NOM//obl//4 och//KN//cc//15 i//PP//case//14 ett//DT|NEU|SIN|IND//det//12 antal//NN|NEU|SIN|IND|NOM//nmod//14 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 scenarion//NN|NEU|PLU|IND|NOM//obl//15 analyserats//VB|SUP|SFO//conj//4 .//MAD//punct//4

1.5 Grundläggande antaganden;Analyserna//NN|UTR|PLU|DEF|NOM//nsubj//4 om//PP//case//3 järnvägstrafikens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 lönsamhet//NN|UTR|SIN|IND|NOM//nmod//0 bygger//VB|PRS|AKT//ROOT//4 på//PP//case//7 den//DT|UTR|SIN|DEF//det//7 prognos//NN|UTR|SIN|IND|NOM//obl//4 om//PP//case//10 resandets//NN|NEU|SIN|DEF|GEN//nmod:poss//10 utveckling//NN|UTR|SIN|IND|NOM//nmod//7 som//HP|-|-|-//nsubj:pass//12 redovisas//VB|PRS|SFO//acl:relcl//10 i//PP//case//15 kapitel//NN|NEU|SIN|IND|NOM//nmod//15 2//RG|NOM//obl//12 .//MAD//punct//4
1.5 Grundläggande antaganden;Prognosen//NN|UTR|SIN|DEF|NOM//nsubj//20 i//PP//case//19 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//17 bygger//VB|PRS|AKT//parataxis//4 i//PP//case//23 hög//JJ|POS|UTR|SIN|IND|NOM//amod//23 grad//NN|UTR|SIN|IND|NOM//obl//20 på//PP//case//26 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 antaganden//NN|NEU|PLU|IND|NOM//obl//20 som//HP|-|-|-//nsubj:pass//29 har//VB|PRS|AKT//aux//29 gjorts//VB|SUP|SFO//acl:relcl//26 om//PP//case//31 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//29 i//PP//case//33 samhället//NN|NEU|SIN|DEF|NOM//nmod//31 och//KN//cc//36 i//PP//case//36 transportsektorn//NN|UTR|SIN|DEF|NOM//conj//31 ,//MID//punct//31 t.ex.//AB|AN//advmod//39 antaganden//NN|NEU|PLU|IND|NOM//appos//31 om//PP//case//41 demografi//NN|UTR|SIN|IND|NOM//nmod//39 ,//MID//punct//43 tillväxt//NN|UTR|SIN|IND|NOM//conj//41 och//KN//cc//45 transportpolitik//NN|UTR|SIN|IND|NOM//conj//41 m.m.//AB|AN//conj//39 Alla//DT|UTR/NEU|PLU|IND/DEF//det//49 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//49 antaganden//NN|NEU|PLU|IND|NOM//nsubj//50 innehåller//VB|PRS|AKT//advcl//20 ett//DT|NEU|SIN|IND//det//53 visst//JJ|POS|NEU|SIN|IND|NOM//amod//53 mått//NN|NEU|SIN|IND|NOM//obj//50 av//PP//case//55 osäkerhet//NN|UTR|SIN|IND|NOM//nmod//53 .//MAD//punct//20
1.5 Grundläggande antaganden;De//DT|UTR/NEU|PLU|DEF//det//59 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//59 antaganden//NN|NEU|PLU|IND|NOM//nsubj:pass//64 som//HP|-|-|-//obl//62 prognosen//NN|UTR|SIN|DEF|NOM//nsubj:pass//62 baseras//VB|PRS|SFO//acl:relcl//59 på//PP//case//64 gjordes//VB|PRT|SFO//parataxis//20 1999//RG|NOM//nummod//64 i//PP//case//70 samband//NN|NEU|SIN|IND|NOM//fixed//66 med//PP//fixed//66 att//SN//fixed//66 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//64
1.5 Grundläggande antaganden;strategiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 analysen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 för//PP//case//3 investeringsplaneringen//NN|UTR|SIN|DEF|NOM//nmod//1 genomfördes//VB|PRT|SFO//ROOT//4 .//MAD//punct//4
1.5 Grundläggande antaganden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 betyder//VB|PRS|AKT//parataxis//4 att//SN//mark//11 antagandena//NN|NEU|PLU|DEF|NOM//nsubj//11 är//VB|PRS|AKT//cop//11 beslutade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//7 gemensamt//AB|POS//advmod//11 av//PP//case//14 Banverket//PM|NOM//obl:agent//11 ,//MID//punct//14 Vägverket//PM|NOM//conj//14 ,//MID//punct//16 Luftfartsverket//NN|NEU|SIN|DEF|NOM//conj//14 ,//MID//punct//20 Sjöfartsverket//NN|NEU|SIN|DEF|NOM//conj//14 och//KN//cc//22 SIKA//PM|NOM//conj//14
1.5 Grundläggande antaganden;I//PP//case//1 analyserna//NN|UTR|PLU|DEF|NOM//obl//8 av//PP//case//4 järnvägens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 lönsamhet//NN|UTR|SIN|IND|NOM//nmod//1 har//VB|PRS|AKT//aux//8 vi//PN|UTR|PLU|DEF|SUB//nsubj//8 inte//AB//advmod//8 antagit//VB|SUP|AKT//ROOT//8 några//DT|UTR/NEU|PLU|IND//det//10 förändringar//NN|UTR|PLU|IND|NOM//obj//8 hos//PP//case//13 konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 transportslag//NN|NEU|PLU|IND|NOM//nmod//10 utöver//PP//case//15 vad//HP|NEU|SIN|IND//obl//8 som//HP|-|-|-//nsubj//17 ingår//VB|PRS|AKT//acl:relcl//15 i//PP//case//21 den//DT|UTR|SIN|DEF//det//21 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 prognosen//NN|UTR|SIN|DEF|NOM//obl//17 och//KN//cc//24 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//24 innehåller//VB|PRS|AKT//conj//8 endast//AB//advmod//26 försiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 antaganden//NN|NEU|PLU|IND|NOM//obj//24 om//PP//case//29 effektiviseringar//NN|UTR|PLU|IND|NOM//nmod//27 inom//PP//case//32 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 transportslag//NN|NEU|PLU|IND|NOM//nmod//29 .//MAD//punct//24
1.5 Grundläggande antaganden;Konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 transportslag//NN|NEU|PLU|IND|NOM//nsubj:pass//36 tänks//VB|PRS|SFO//conj//8 dessutom//AB//advmod//36 inte//AB//advmod//39 ändra//VB|INF|AKT//xcomp//36 sitt//PS|NEU|SIN|DEF//nmod:poss//41 utbud//NN|NEU|SIN|IND|NOM//obj//39 eller//KN//cc//44 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//44 priser//NN|NEU|PLU|IND|NOM//conj//41 i//PP//case//49 förhållande//NN|NEU|SIN|IND|NOM//fixed//45 till//PP//fixed//45 de//DT|UTR/NEU|PLU|DEF//det//49 förändringar//NN|UTR|PLU|IND|NOM//nmod//44 vi//PN|UTR|PLU|DEF|SUB//nsubj//51 analyserar//VB|PRS|AKT//acl:relcl//49 inom//PP//case//53 järnvägssektorn//NN|UTR|SIN|DEF|NOM//obl//51 .//MAD//punct//8
1.5 Grundläggande antaganden;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//58 är//VB|PRS|AKT//cop//58 konservativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 antaganden//NN|NEU|PLU|IND|NOM//parataxis//8 som//HP|-|-|-//nsubj//62 i//PP//case//61 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//62 innebär//VB|PRS|AKT//acl:relcl//58 att//SN//mark//67 lönsamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//67 inom//PP//case//66 järnvägssektorn//NN|UTR|SIN|DEF|NOM//nmod//64 överskattas//VB|PRS|SFO//ccomp//62 .//MAD//punct//58
1.5 Grundläggande antaganden;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 förhållanden//NN|NEU|PLU|IND|NOM//conj//58
1.5 Grundläggande antaganden;–//RG|NOM//punct//4 främst//AB|SUV//advmod//4 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 snabba//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 utveckling//NN|UTR|SIN|IND|NOM//nsubj//16 av//PP//case//6 järnvägsresandet//NN|NEU|SIN|DEF|NOM//nmod//4 ,//MID//punct//10 som//HP|-|-|-//nsubj:pass//10 inte//AB//advmod//10 fångas//VB|PRS|SFO//acl:relcl//4 fullt//AB|POS//advmod//12 ut//AB//advmod//10 av//PP//case//14 prognosen//NN|UTR|SIN|DEF|NOM//obl//12 –//RG|NOM//punct//4 verkar//VB|PRS|AKT//ROOT//16 i//PP//case//19 motsatt//PC|PRF|UTR|SIN|IND|NOM//amod//19 riktning//NN|UTR|SIN|IND|NOM//obl//16 .//MAD//punct//16
1.5 Grundläggande antaganden;Denna//DT|UTR|SIN|DEF//det//22 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//23 diskuteras//VB|PRS|SFO//parataxis//16 vidare//AB|KOM//advmod//23 i//PP//case//27 avsnitt//NN|NEU|SIN|IND|NOM//nmod//27 2//RG|NOM//obl//23 .//MAD//punct//16
1.5 Grundläggande antaganden;Inga//DT|UTR/NEU|PLU|IND//det//2 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 antaganden//NN|NEU|PLU|IND|NOM//nsubj:pass//4 har//VB|PRS|AKT//aux//4 gjorts//VB|SUP|SFO//ROOT//4 om//PP//mark//16 hur//HA//advmod//7 trafikering//NN|UTR|SIN|IND|NOM//nsubj:pass//16 ,//MID//punct//7 samordnad//PC|PRF|UTR|SIN|IND|NOM//amod//10 biljettförsäljning//NN|UTR|SIN|IND|NOM//nsubj:pass//16 och//KN//cc//12 passning//NN|UTR|SIN|IND|NOM//conj//10 vid//PP//case//14 byten//NN|NEU|PLU|IND|NOM//nmod//12 skulle//VB|PRT|AKT//aux//16 påverkas//VB|INF|SFO//advcl//4 om//SN//mark//19 järnvägsmarknaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 släpptes//VB|PRT|SFO//advcl//16 fri//JJ|POS|UTR|SIN|IND|NOM//xcomp//19 .//MAD//punct//4
1.5 Grundläggande antaganden;Systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//23 förutsätts//VB|PRS|SFO//parataxis//4 fortsätta//VB|INF|AKT//advmod//23 fungera//VB|INF|AKT//xcomp//23 som//HA//obj//28 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 gör//VB|PRS|AKT//ccomp//25 i//PP//advmod//28 dag//NN|UTR|SIN|IND|NOM//fixed//29 i//PP//case//33 detta//DT|NEU|SIN|DEF//det//33 avseende//NN|NEU|SIN|IND|NOM//obl//28 .//MAD//punct//23
1.5 Grundläggande antaganden;Eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 operatörer//NN|UTR|PLU|IND|NOM//nsubj:pass//40 skulle//VB|PRT|AKT//aux//40 kunna//VB|INF|AKT//aux//40 tänkas//VB|INF|SFO//conj//23 ha//VB|INF|AKT//xcomp//40 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 overheadkostnader//NN|UTR|PLU|IND|NOM//obj//41 än//KN//case//45 SJ//PM|NOM//nmod//43 utslaget//PC|PRF|NEU|SIN|IND|NOM//advmod//41 per//PP//case//48 tågkilometer//NN|UTR|PLU|IND|NOM//nmod//46 och//KN//cc//50 tidsenhet//NN|UTR|SIN|IND|NOM//conj//48 ,//MID//punct//4 men//KN//cc//54 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//54 återspeglas//VB|PRS|SFO//conj//4 inte//AB//advmod//54 i//PP//case//57 beräkningarna//NN|UTR|PLU|DEF|NOM//obl//54 .//MAD//punct//4
1.5 Grundläggande antaganden;Vi//PN|UTR|PLU|DEF|SUB//nsubj//60 har//VB|PRS|AKT//parataxis//4 svårt//AB|POS//obj//60 att//IE//mark//63 överblicka//VB|INF|AKT//advcl//60 om//SN//case//66 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//66 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//63 i//PP//case//69 denna//DT|UTR|SIN|DEF//det//69 del//NN|UTR|SIN|IND|NOM//nmod//66 innebär//VB|PRS|AKT//conj//60 över-//AB|SMS//obj//70 eller//KN//cc//73 underskattningar//NN|UTR|PLU|IND|NOM//conj//71 av//PP//case//77 järnvägstrafikens//NN|UTR|SIN|DEF|GEN//nmod:poss//77 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 lönsamhet//NN|UTR|SIN|IND|NOM//nmod//73 .//MAD//punct//60
1.5 Grundläggande antaganden;Beräkningarna//NN|UTR|PLU|DEF|NOM//nsubj//1 utgår//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 från//PP//mark//7 att//SN//mark//7 banavgifterna//NN|UTR|PLU|DEF|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 oförändrade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//1 .//MAD//punct//1
1.5 Grundläggande antaganden;SIKA//PM|NOM//obl//1 ://MID//punct//9 s//NN|NEU|SIN|IND|GEN//nummod//12 bedömning//NN|UTR|SIN|IND|NOM//appos//9 är//VB|PRS|AKT//cop//12 att//SN//mark//18 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 banavgifter//NN|UTR|PLU|IND|NOM//nsubj//18 kan//VB|PRS|AKT//aux//18 ligga//VB|INF|AKT//csubj//12 väsentligt//AB|POS//xcomp//18 under//PP//case//24 de//DT|UTR/NEU|PLU|DEF//det//24 kortsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 marginalkostnaderna//NN|UTR|PLU|DEF|NOM//obl//18 .//MAD//punct//12
1.5 Grundläggande antaganden;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 gäller//VB|PRS|AKT//conj//1 i//PP//case//31 särskilt//AB//advmod//30 hög//JJ|POS|UTR|SIN|IND|NOM//amod//31 grad//NN|UTR|SIN|IND|NOM//obl//27 om//PP//case//33 marginalkostnaderna//NN|UTR|PLU|DEF|NOM//obl//27 för//PP//case//35 kapacitetsbrist//NN|UTR|SIN|IND|NOM//nmod//33 och//KN//cc//37 trafikstörningar//NN|UTR|PLU|IND|NOM//conj//35 ska//VB|PRS|AKT//aux//39 internaliseras//VB|INF|SFO//conj//1 ,//MID//punct//45 vilket//HP|NEU|SIN|IND//nsubj//45 kan//VB|PRS|AKT//aux//45 vara//VB|INF|AKT//cop//45 särskilt//AB//advmod//45 motiverat//PC|PRF|NEU|SIN|IND|NOM//conj//1 i//PP//case//48 en//DT|UTR|SIN|IND//det//48 situation//NN|UTR|SIN|IND|NOM//obl//45 med//PP//case//51 fri//JJ|POS|UTR|SIN|IND|NOM//amod//51 konkurrens//NN|UTR|SIN|IND|NOM//nmod//48 .//MID//punct//1
1.5 Grundläggande antaganden;Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//54 utgångspunkter//NN|UTR|PLU|IND|NOM//nsubj//58 beträffande//PP//case//57 järnvägens//NN|UTR|SIN|DEF|GEN//nmod:poss//57 infrastrukturavgifter//NN|UTR|PLU|IND|NOM//nmod//54 innebär//VB|PRS|AKT//conj//1 således//AB//advmod//58 med//PP//case//62 stor//JJ|POS|UTR|SIN|IND|NOM//amod//62 sannolikhet//NN|UTR|SIN|IND|NOM//obl//58 att//SN//mark//66 järnvägstrafikens//NN|UTR|SIN|DEF|GEN//nmod:poss//65 lönsamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//66 överskattas//VB|PRS|SFO//acl//62 .//MAD//punct//1

1.6 Rapportens disposition;Efter//PP//case//3 detta//DT|NEU|SIN|DEF//det//3 inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 kapitel//NN|NEU|SIN|IND|NOM//obl//4 följer//VB|PRS|AKT//ROOT//4 ,//MID//punct//4 i//PP//case//7 kapitel//NN|NEU|SIN|IND|NOM//nmod//9 2//RG|NOM//nummod//7 Efterfrågan//NN|UTR|SIN|DEF|NOM//obl//4 på//PP//case//11 järnvägsresor//NN|UTR|PLU|IND|NOM//nmod//9 ,//MID//punct//14 en//DT|UTR|SIN|IND//det//14 beskrivning//NN|UTR|SIN|IND|NOM//conj//9 av//PP//mark//21 hur//HA//advmod//21 resandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//21 med//PP//case//19 järnväg//NN|UTR|SIN|IND|NOM//nmod//17 har//VB|PRS|AKT//aux//21 utvecklats//VB|SUP|SFO//acl//14 sedan//PP//case//23 1950-talet//NN|NEU|SIN|DEF|NOM//obl//21 och//KN//cc//27 hur//HA//advmod//27 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 ser//VB|PRS|AKT//conj//21 ut//PL//compound:prt//27 i//PP//advmod//27 dag//NN|UTR|SIN|IND|NOM//fixed//29 i//PP//case//34 förhållande//NN|NEU|SIN|IND|NOM//fixed//31 till//PP//fixed//31 resandet//NN|NEU|SIN|DEF|NOM//obl//27 med//PP//case//37 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 transportmedel//NN|NEU|PLU|IND|NOM//obl//27 .//MAD//punct//14
1.6 Rapportens disposition;I//PP//case//41 kapitel//NN|NEU|SIN|IND|NOM//nmod//41 2//RG|NOM//nmod//14 ,//MID//punct//9 beskrivs//VB|PRS|SFO//conj//4 även//AB//advmod//43 vad//HP|NEU|SIN|IND//nsubj:pass//43 som//HP|-|-|-//nsubj//47 påverkar//VB|PRS|AKT//acl:relcl//45 transporternas//NN|UTR|PLU|DEF|GEN//nmod:poss//49 utveckling//NN|UTR|SIN|IND|NOM//obj//47 ,//MID//punct//53 samt//KN//cc//53 den//DT|UTR|SIN|DEF//det//53 prognos//NN|UTR|SIN|IND|NOM//conj//4 för//PP//case//55 2010//RG|NOM//nmod//53 som//HP|-|-|-//nsubj//57 ligger//VB|PRS|AKT//acl:relcl//53 till//PP//case//61 grund//NN|UTR|SIN|IND|NOM//fixed//58 för//PP//fixed//58 analyserna//NN|UTR|PLU|DEF|NOM//obl//57 i//PP//case//64 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 kapitel//NN|NEU|PLU|IND|NOM//nmod//61 .//MAD//punct//4
1.6 Rapportens disposition;I//PP//case//2 kapitel//NN|NEU|SIN|IND|NOM//nmod//2 3//RG|NOM//obl//18 ,//MID//punct//2  //_SP////3 Järnvägens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 lönsamhet//NN|UTR|SIN|IND|NOM//conj//2 1997//RG|NOM//nummod//6 –//NN|AN//punct//2 avstämning//NN|UTR|SIN|IND|NOM//conj//2 av//PP//case//11 modellresultat//NN|NEU|PLU|IND|NOM//nmod//9 mot//PP//case//13 SJ//PM|NOM//nmod//11 ://MID//punct//9 s//JJ|AN//nummod//16 resultat//NN|NEU|SIN|IND|NOM//appos//9 ,//MID//punct//18 redovisas//VB|PRS|SFO//ROOT//18 avstämningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//18 mellan//PP//case//23 det//DT|NEU|SIN|DEF//det//23 företagsekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 utfallet//NN|NEU|SIN|DEF|NOM//nmod//19 enligt//PP//case//26 modellens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 resultat//NN|NEU|PLU|IND|NOM//nmod//23 och//KN//cc//28 uppgifter//NN|UTR|PLU|IND|NOM//conj//26 om//PP//case//32 verkligt//AB|POS//advmod//31 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//32 utfall//NN|NEU|SIN|IND|NOM//obl//18 från//PP//case//34 SJ//PM|NOM//nmod//32 .//MAD//punct//18
1.6 Rapportens disposition;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//37 följs//VB|PRS|SFO//parataxis//18 av//PP//case//40 ett//DT|NEU|SIN|IND//det//40 resonemang//NN|NEU|SIN|IND|NOM//obl:agent//37 om//PP//case//43 modellens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 användbarhet//NN|UTR|SIN|IND|NOM//nmod//40 i//PP//case//45 analyserna//NN|UTR|PLU|DEF|NOM//nmod//43 av//PP//case//49 det//DT|NEU|SIN|DEF//det//49 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 året//NN|NEU|SIN|DEF|NOM//nmod//45 .//MAD//punct//18
1.6 Rapportens disposition;Kapitel//NN|NEU|SIN|IND|NOM//nmod//1 4//RG|NOM//dep//13 ,//MID//punct//1  //_SP////2 Utveckling//NN|UTR|SIN|IND|NOM//conj//1 av//PP//case//7 järnvägens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 kostnader//NN|UTR|PLU|IND|NOM//nmod//4 och//KN//cc//9 intäkter//NN|UTR|PLU|IND|NOM//conj//7 till//PP//case//11 2010//RG|NOM//nmod//4 ,//MID//punct//1 behandlar//VB|PRS|AKT//ROOT//13 de//DT|UTR/NEU|PLU|DEF//det//15 antaganden//NN|NEU|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//18 har//VB|PRS|AKT//aux//18 gjorts//VB|SUP|SFO//acl:relcl//15 om//PP//mark//30 hur//HA//advmod//21 biljettpriser//NN|UTR|PLU|IND|NOM//nsubj:pass//30 för//PP//case//23 tåg//NN|NEU|PLU|IND|NOM//nmod//21 och//KN//cc//25 kostnader//NN|UTR|PLU|IND|NOM//conj//23 för//PP//mark//28 att//IE//mark//28 driva//VB|INF|AKT//advcl//21 järnvägstrafiken//NN|UTR|SIN|DEF|NOM//obj//28 antas//VB|PRS|SFO//advcl//18 utvecklas//VB|INF|SFO//xcomp//30 till//PP//case//33 prognosåret//NN|NEU|SIN|DEF|NOM//obl//31 .//MAD//punct//13
1.6 Rapportens disposition;Här//AB//advmod//36 redovisas//VB|PRS|SFO//parataxis//13 även//AB//advmod//38 hur//HA//advmod//43 biljettpriserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//43 för//PP//case//41 järnvägstrafiken//NN|UTR|SIN|DEF|NOM//obl//43 har//VB|PRS|AKT//aux//43 utvecklats//VB|SUP|SFO//ccomp//36 de//DT|UTR/NEU|PLU|DEF//det//46 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//46 åren//NN|NEU|PLU|DEF|NOM//nsubj:pass//43 .//MAD//punct//13
1.6 Rapportens disposition;Huvuddelen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 av//PP//case//2 analysen//NN|UTR|SIN|DEF|NOM//nmod//0 redovisas//VB|PRS|SFO//ROOT//3 i//PP//case//6 kapitel//NN|NEU|SIN|IND|NOM//nmod//6 5//RG|NOM//obl//3 ,//MID//punct//8 Möjligheter//NN|UTR|PLU|IND|NOM//conj//3 att//IE//mark//10 driva//VB|INF|AKT//acl//8 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//12 järnvägstrafik//NN|UTR|SIN|IND|NOM//obj//10 i//PP//case//14 framtiden//NN|UTR|SIN|DEF|NOM//obl//10 .//MAD//punct//3
