IT i demokratins tjänst (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 forskarvolym//NN|NEU|SIN|IND|NOM//amod//2 VII//RG|NOM//ROOT//2
IT i demokratins tjänst (2);För//KN//cc//120 när//HA//mark//120 allt//PN|NEU|SIN|IND|SUB/OBJ//nsubj//120 kommer//VB|PRS|AKT//advcl//125 omkring//PL//advmod//120 är//VB|PRS|AKT//cop//125 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//125 medborgarskapets//NN|NEU|SIN|DEF|GEN//nmod:poss//125 kvaliteter//NN|UTR|PLU|IND|NOM//obl//53 ,//MID//punct//130 de//DT|UTR/NEU|PLU|DEF//det//129 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//129 institutionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//130 karaktär//NN|UTR|SIN|IND|NOM//conj//125 och//KN//cc//133 samtalens//NN|UTR|SIN|DEF|GEN//nmod:poss//133 innehåll//NN|NEU|SIN|IND|NOM//conj//125 som//HP|-|-|-//nsubj//136 är//VB|PRS|AKT//cop//136 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//133 för//PP//mark//143 om//SN//mark//143 den//DT|UTR|SIN|DEF//det//141 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//141 revolutionen//NN|UTR|SIN|DEF|NOM//nsubj//143 ska//VB|PRS|AKT//aux//143 bli//VB|INF|AKT//advcl//136 ett//DT|NEU|SIN|IND//det//146 demokratiskt//JJ|POS|NEU|SIN|IND|NOM//amod//146 framsteg//NN|NEU|SIN|IND|NOM//xcomp//143 eller//KN//cc//148 fiasko//NN|NEU|SIN|IND|NOM//conj//146 .//MAD//punct//53
IT i demokratins tjänst (2);I//PP//case//3 sin//PS|UTR|SIN|DEF//nmod:poss//3 samtidshistoriska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 analys//NN|UTR|SIN|IND|NOM//obl//4 noterar//VB|PRS|AKT//ROOT//4 Lars//PM|NOM//nsubj//4 Ilshammar//PM|NOM//flat:name//5  //_SP////6 att//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 förekommit//VB|SUP|AKT//ccomp//4 två//RG|NOM//nummod//13 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 synsätt//NN|NEU|PLU|IND|NOM//nsubj//10 i//PP//case//15 debatten//NN|UTR|SIN|DEF|NOM//nmod//13 om//PP//case//19 informationsteknikens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 potentialer//NN|UTR|PLU|IND|NOM//obl//10 .//MID//punct//4
IT i demokratins tjänst (2);Det//DT|NEU|SIN|DEF//det//22 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//29 ,//MID//punct//24 vanligt//AB|POS//conj//22 i//PP//case//27 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//27 debatt//NN|UTR|SIN|IND|NOM//nmod//24 ,//MID//punct//22 går//VB|PRS|AKT//conj//4 ut//PL//compound:prt//29 på//PP//mark//39 att//SN//mark//39 klyftan//NN|UTR|SIN|DEF|NOM//nsubj//39 mellan//PP//case//35 väljare//NN|UTR|PLU|IND|NOM//nmod//33 och//KN//cc//37 valda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//35 ska//VB|PRS|AKT//aux//39 minska//VB|INF|AKT//advcl//29 .//MAD//punct//4
IT i demokratins tjänst (2);Vi//PN|UTR|PLU|DEF|SUB//nsubj//42 får//VB|PRS|AKT//parataxis//4 kunnigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 väljare//NN|UTR|PLU|IND|NOM//obj//42 ,//MID//punct//44 livskraftigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 partier//NN|NEU|PLU|IND|NOM//conj//44 och//KN//cc//49 politiker//NN|UTR|PLU|IND|NOM//conj//44 som//HP|-|-|-//nsubj//51 lyssnar//VB|PRS|AKT//acl:relcl//49 .//MAD//punct//42
IT i demokratins tjänst (2);Det//DT|NEU|SIN|DEF//det//54 andra//RO|NOM//conj//42 ,//MID//punct//42
IT i demokratins tjänst (2);F//PM|NOM//nsubj//8 ÖRORD//PM|NOM//flat//0 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//0 i//PP//case//6 t.ex.//AB|AN//advmod//6 amerikansk//JJ|POS|UTR|SIN|IND|NOM//amod//6 diskussion//NN|UTR|SIN|IND|NOM//nmod//0 ,//MID//punct//0 handlar//VB|PRS|AKT//ROOT//8 om//PP//mark//11 att//IE//mark//11 ta//VB|INF|AKT//advcl//8 en//DT|UTR|SIN|IND//det//13 genväg//NN|UTR|SIN|IND|NOM//obj//11 till//PP//case//16 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//16 inflytande//NN|NEU|SIN|IND|NOM//obl//11 ,//MID//punct//8 skippa//VB|INF|AKT//conj//8 politikerna//NN|UTR|PLU|DEF|NOM//obj//18 och//KN//cc//21 överflygla//VB|INF|AKT//conj//18 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//23 maktstrukturer//NN|UTR|PLU|IND|NOM//obj//21 .//MAD//punct//8
IT i demokratins tjänst (2);Representativ//JJ|POS|UTR|SIN|IND|NOM//amod//26 demokrati//NN|UTR|SIN|IND|NOM//nsubj:pass//27 ersätts//VB|PRS|SFO//parataxis//8 med//PP//mark//29 direkt//AB|POS//advmod//27 .//MAD//punct//8
IT i demokratins tjänst (2);Men//KN//cc//33 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 finns//VB|PRS|SFO//conj//8 förmodligen//AB//advmod//33 också//AB//advmod//33 ett//DT|NEU|SIN|IND//det//38 tredje//RO|NOM//amod//38 synsätt//NN|NEU|SIN|IND|NOM//nsubj//33 som//HP|-|-|-//nsubj//40 utgår//VB|PRS|AKT//acl:relcl//38 från//PP//mark//47 att//SN//mark//47 informationstekniken//NN|UTR|SIN|DEF|NOM//nsubj//47 och//KN//cc//45 demokratin//NN|UTR|SIN|DEF|NOM//conj//43 nu//AB//advmod//47 står//VB|PRS|AKT//advcl//40 i//PP//case//49 motsatsställning//NN|UTR|SIN|IND|NOM//obl//47 till//PP//case//51 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//47 .//MAD//punct//33
IT i demokratins tjänst (2);Juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 och//KN//cc//55 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//53 makthavare//NN|UTR|PLU|IND|NOM//nsubj//57 tvekar//VB|PRS|AKT//parataxis//33 inför//PP//mark//60 att//IE//mark//60 låta//VB|INF|AKT//advcl//57 den//DT|UTR|SIN|DEF//det//64 radikala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 offentlighetsprincipen//NN|UTR|SIN|DEF|NOM//obj//60 gälla//VB|INF|AKT//advcl//57 fullt//AB|POS//advmod//67 ut//AB//advmod//65 .//MAD//punct//33
IT i demokratins tjänst (2);Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//70 finns//VB|PRS|SFO//parataxis//33 en//DT|UTR|SIN|IND//det//72 skepsis//NN|UTR|SIN|IND|NOM//nsubj//70 som//HP|-|-|-//nsubj//76 naturligtvis//AB//advmod//76 ytterst//AB|SUV//advmod//76 beror//VB|PRS|AKT//acl:relcl//72 på//PP//case//79 en//DT|UTR|SIN|IND//det//79 rädsla//NN|UTR|SIN|IND|NOM//obl//76 för//PP//mark//86 att//SN//mark//86 ordningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//86 och//KN//cc//84 maktfördelningen//NN|UTR|SIN|DEF|NOM//conj//82 skall//VB|PRS|AKT//aux//86 rubbas//VB|INF|SFO//advcl//76 .//MAD//punct//8
IT i demokratins tjänst (2);De//DT|UTR/NEU|PLU|DEF//det//3 tre//RG|NOM//nummod//3 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 uppsatserna//NN|UTR|PLU|DEF|NOM//nsubj//4 behandlar//VB|PRS|AKT//ROOT//4 alla//DT|UTR/NEU|PLU|IND/DEF//det//8 informationsteknikens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 villkor//NN|NEU|PLU|IND|NOM//obj//4 .//MAD//punct//4
IT i demokratins tjänst (2);Vad//HP|NEU|SIN|IND//nsubj//11 händer//VB|PRS|AKT//appos//4 med//PP//case//13 medborgaridentiteter//NN|UTR|PLU|IND|NOM//obl//11 och//KN//cc//16 folkstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 gränser//NN|UTR|PLU|IND|NOM//conj//13 ?//MID//punct//11
IT i demokratins tjänst (2);Kajsa//PM|NOM//nsubj//21 Ellegård//PM|NOM//flat:name//18  //_SP////19 menar//VB|PRS|AKT//parataxis//11 att//SN//mark//24 vi//PN|UTR|PLU|DEF|SUB//nsubj//24 står//VB|PRS|AKT//ccomp//21 inför//PP//case//27 ett//DT|NEU|SIN|IND//det//27 hot//NN|NEU|SIN|IND|NOM//obl//24 om//PP//case//29 kommunikationskollaps//NN|NEU|PLU|IND|NOM//nmod//27 .//MAD//punct//21
IT i demokratins tjänst (2);Under//PP//case//33 såväl//KN//advmod//33 dagspolitikens//NN|UTR|SIN|DEF|GEN//conj//11 som//KN//obl//37 demokratireformernas//NN|UTR|PLU|DEF|GEN//nmod:poss//36 yta//NN|UTR|SIN|IND|NOM//nsubj//37 pågår//VB|PRS|AKT//acl:relcl//33 nämligen//AB//advmod//37 ett//DT|NEU|SIN|IND//det//42 mycket//AB|POS//advmod//41 dramatiskt//JJ|POS|NEU|SIN|IND|NOM//amod//42 skeende//NN|NEU|SIN|IND|NOM//xcomp//37 där//HA//advmod//42 den//DT|UTR|SIN|DEF//det//46 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 processens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 villkor//NN|NEU|PLU|IND|NOM//obl//37 i//PP//case//52 fråga//NN|UTR|SIN|IND|NOM//fixed//48 om//PP//case//52 geografisk//JJ|POS|UTR|SIN|IND|NOM//amod//52 förankring//NN|UTR|SIN|IND|NOM//obl//37 och//KN//cc//56 territoriell//JJ|POS|UTR|SIN|IND|NOM//amod//55 logik//NN|UTR|SIN|IND|NOM//nsubj:pass//56 ruckas//VB|PRS|SFO//conj//37 .//MAD//punct//11
IT i demokratins tjänst (2);Nu//AB//advmod//61 kan//VB|PRS|AKT//aux//61 medborgarna//NN|UTR|PLU|DEF|NOM//nsubj//61 frigöra//VB|INF|AKT//parataxis//11 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//61 från//PP//case//66 sin//PS|UTR|SIN|DEF//nmod:poss//66 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 platsbundenhet//NN|UTR|SIN|IND|NOM//obl//61 och//KN//cc//68 skapa//VB|INF|AKT//conj//61 intressegemenskaper//NN|UTR|PLU|IND|NOM//obj//68 där//HA//mark//72 valkretsindelningar//NN|UTR|PLU|IND|NOM//nsubj//72 framstår//VB|PRS|AKT//acl:relcl//69 som//KN//mark//75 tämligen//AB//advmod//75 överspelade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//72 .//MAD//punct//4
IT i demokratins tjänst (2);Men//KN//cc//81 samtidigt//AB//mark//81 som//HA//fixed//78 vi//PN|UTR|PLU|DEF|SUB//nsubj//81 får//VB|PRS|AKT//advcl//86 en//DT|UTR|SIN|IND//det//85 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 social//JJ|POS|UTR|SIN|IND|NOM//amod//85 räckvidd//NN|UTR|SIN|IND|NOM//obj//81 får//VB|PRS|AKT//parataxis//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//86 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//89 möjligheter//NN|UTR|PLU|IND|NOM//obj//86 att//IE//mark//91 utnyttja//VB|INF|AKT//acl//89 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//94 denna//DT|UTR|SIN|DEF//det//94 potential//NN|UTR|SIN|IND|NOM//obj//91 .//MAD//punct//86
IT i demokratins tjänst (2);Vi//PN|UTR|PLU|DEF|SUB//nsubj//99 kan//VB|PRS|AKT//aux//99 bara//AB//advmod//99 vara//VB|INF|AKT//parataxis//86 på//PP//case//102 en//DT|UTR|SIN|IND//det//102 plats//NN|UTR|SIN|IND|NOM//obl//99 i//PP//case//104 sänder//NN|-|-|-|-//nmod//102 .//MAD//punct//99
IT i demokratins tjänst (2);I//PP//case//110 drömslottets//NN|NEU|SIN|DEF|GEN//nmod:poss//110 oändligt//AB|POS//advmod//109 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 rum//NN|NEU|PLU|IND|NOM//obl//114 kan//VB|PRS|AKT//aux//114 vi//PN|UTR|PLU|DEF|SUB//nsubj//114 bara//AB//advmod//114 vistas//VB|INF|SFO//advcl//99 i//PP//case//116 ett//PN|NEU|SIN|IND|SUB/OBJ//obl//114 av//PP//case//118 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//116 i//PP//case//120 taget//NN|NEU|SIN|DEF|NOM//obl//114 .//MID//punct//4
IT i demokratins tjänst (2);Och//KN//cc//125 skulle//VB|PRT|AKT//aux//125 de//DT|UTR/NEU|PLU|DEF//nsubj//125 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//4 å//PP//case//128 sin//PS|UTR|SIN|DEF//nmod:poss//128 sida//NN|UTR|SIN|IND|NOM//obl//129 exploatera//VB|INF|AKT//conj//125 teknikens//NN|UTR|SIN|DEF|GEN//nmod:poss//131 möjligheter//NN|UTR|PLU|IND|NOM//obj//129 till//PP//case//133 distans//NN|UTR|SIN|IND|NOM//nmod//131 och//KN//cc//135 abstraktion//NN|UTR|SIN|IND|NOM//conj//133 ,//MID//punct//137 förlorar//VB|PRS|AKT//conj//4 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//137 sin//PS|UTR|SIN|DEF//nmod:poss//140 igenkännbarhet//NN|UTR|SIN|IND|NOM//obj//137 bland//PP//case//142 folket//NN|NEU|SIN|DEF|NOM//obl//137 genom//PP//mark//145 att//IE//mark//145 fjärma//VB|INF|AKT//advcl//137 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//145 från//PP//case//150 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//149 väljares//NN|UTR|PLU|IND|GEN//nmod:poss//150 vardagserfarenheter//NN|UTR|PLU|IND|NOM//obl//145 och//KN//cc//153 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//153 platser//NN|UTR|PLU|IND|NOM//conj//150 i//PP//case//155 lokalsamhället//NN|NEU|SIN|DEF|NOM//nmod//153 .//MAD//punct//4
IT i demokratins tjänst (2);De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//158 blir//VB|PRS|AKT//parataxis//4 inte//AB//advmod//158 en//PN|UTR|SIN|IND|SUB/OBJ//obj//158 av//PP//case//162 oss//PN|UTR|PLU|DEF|OBJ//nmod//160 utan//PP//case//164 främlingar//NN|UTR|PLU|IND|NOM//obl//158 .//MAD//punct//158
IT i demokratins tjänst (2);Ställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//158 inför//PP//case//169 alla//DT|UTR/NEU|PLU|IND/DEF//det//169 möjligheter//NN|UTR|PLU|IND|NOM//obl//166 till//PP//case//171 dialog//NN|UTR|SIN|IND|NOM//nmod//169 med//PP//case//173 väljarna//NN|UTR|PLU|DEF|NOM//nmod//171 ,//MID//punct//178 kan//VB|PRS|AKT//aux//178 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//178 bara//AB//advmod//178 stå//VB|INF|AKT//conj//158 i//PP//case//180 kontakt//NN|UTR|SIN|IND|NOM//obl//178 med//PP//case//183 en//DT|UTR|SIN|IND//det//183 bråkdel//NN|UTR|SIN|IND|NOM//obl//178 .//MAD//punct//158
IT i demokratins tjänst (2);Så//AB//discourse//188 ,//MID//punct//185 vad//HP|NEU|SIN|IND//nsubj//188 hjälper//VB|PRS|AKT//conj//158 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//188 en//DT|UTR|SIN|IND//det//191 förtroendevald//NN|UTR|SIN|IND|NOM//obj//188 om//SN//mark//194 hon//PN|UTR|SIN|DEF|SUB//nsubj//194 lyckas//VB|PRS|SFO//advcl//188 hålla//VB|INF|AKT//xcomp//194 sin//PS|UTR|SIN|DEF//nmod:poss//197 hemsida//NN|UTR|SIN|IND|NOM//obj//195 aktuell//JJ|POS|UTR|SIN|IND|NOM//xcomp//195 men//KN//cc//200 förlorar//VB|PRS|AKT//conj//188 sin//PS|UTR|SIN|DEF//nmod:poss//202 representativitet//NN|UTR|SIN|IND|NOM//obj//200 ?//MAD//punct//158
IT i demokratins tjänst (2);Vem//HP|UTR|SIN|IND//nsubj:pass//3 ska//VB|PRS|AKT//aux//3 förresten//AB//advmod//3 räknas//VB|INF|SFO//ROOT//3 till//PP//case//6 ”//PAD//nmod//6 demos//UO//obl//3 ”//PAD//punct//6 när//HA//mark//12 den//DT|UTR|SIN|DEF//det//11 geografiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 rörligheten//NN|UTR|SIN|DEF|NOM//nsubj//12 ökar//VB|PRS|AKT//advcl//3 ?//MID//punct//12
IT i demokratins tjänst (2);Den//PN|UTR|SIN|DEF|SUB/OBJ//obj//12 som//HP|-|-|-//nsubj//16 bor//VB|PRS|AKT//acl:relcl//14 på//PP//case//18 platsen//NN|UTR|SIN|DEF|NOM//obl//16 ,//MID//punct//14 förstås//AB//advmod//14 .//MAD//punct//3
IT i demokratins tjänst (2);Men//KN//cc//23 sommarstugeägaren//NN|UTR|SIN|DEF|NOM//nsubj//36 ,//MID//punct//25 säsongsarbetaren//NN|UTR|SIN|DEF|NOM//conj//23 och//KN//cc//30 den//DT|UTR|SIN|DEF//det//30 årligen//AB//advmod//29 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 badgästen//NN|UTR|SIN|DEF|NOM//conj//23 då//AB//advmod//23 ?//MID//punct//23
IT i demokratins tjänst (2);Elin//PM|NOM//nsubj//36 Wihlborg//PM|NOM//flat:name//33  //_SP////34 hävdar//VB|PRS|AKT//conj//3 att//SN//mark//39 IT//NN|AN//nsubj//39 utmanar//VB|PRS|AKT//ccomp//36 folkstyrelsen//NN|UTR|SIN|DEF|NOM//obj//39 i//PP//case//44 mycket//AB|POS//advmod//43 fundamentala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 avseenden//NN|NEU|PLU|IND|NOM//obl//39 genom//PP//mark//48 att//IE//mark//48 just//AB//advmod//48 göra//VB|INF|AKT//advcl//39 folket//NN|NEU|SIN|DEF|NOM//obj//48 mycket//AB|POS//advmod//51 rörligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//48 .//MAD//punct//3
IT i demokratins tjänst (2);Hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//54 studie//NN|UTR|SIN|IND|NOM//nsubj//55 handlar//VB|PRS|AKT//parataxis//3 om//PP//mark//59 hur//HA//advmod//59 människor//NN|UTR|PLU|IND|NOM//nsubj//59 försörjer//VB|PRS|AKT//advcl//55 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//59 på//PP//case//63 den//DT|UTR|SIN|DEF//det//63 landsbygd//NN|UTR|SIN|IND|NOM//obl//59 ,//MID//punct//67 som//HP|-|-|-//nsubj//67 fått//VB|SUP|AKT//aux//67 ge//VB|INF|AKT//acl:relcl//63 plats//NN|UTR|SIN|IND|NOM//obj//67 för//PP//case//70 storstaden//NN|UTR|SIN|DEF|NOM//obl//67 som//KN//mark//73 självklar//JJ|POS|UTR|SIN|IND|NOM//amod//73 utgångspunkt//NN|UTR|SIN|IND|NOM//obj//67 för//PP//case//77 de//DT|UTR/NEU|PLU|DEF//det//77 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 samtalen//NN|NEU|PLU|DEF|NOM//nmod//73 .//MAD//punct//3
IT i demokratins tjänst (2);Hon//PN|UTR|SIN|DEF|SUB//nsubj//80 följer//VB|PRS|AKT//parataxis//3 bl.a.//AB|AN//advmod//80 en//DT|UTR|SIN|IND//det//83 programmerare//NN|UTR|SIN|IND|NOM//obj//80 ,//MID//punct//86 en//DT|UTR|SIN|IND//det//86 telefonförsäljare//NN|UTR|SIN|IND|NOM//conj//83 och//KN//cc//89 ett//DT|NEU|SIN|IND//det//89 vårdbiträde//NN|NEU|SIN|IND|NOM//conj//83 .//MAD//punct//80
IT i demokratins tjänst (2);Hon//PN|UTR|SIN|DEF|SUB//nsubj//92 noterar//VB|PRS|AKT//parataxis//80 att//SN//mark//98 de//DT|UTR/NEU|PLU|DEF//det//96 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 möjligheterna//NN|UTR|PLU|DEF|NOM//nsubj//98 har//VB|PRS|AKT//aux//98 ökat//VB|SUP|AKT//ccomp//92 människors//NN|UTR|PLU|IND|GEN//nmod:poss//100 försörjningsmöjligheter//NN|UTR|PLU|IND|NOM//obj//98 .//MAD//punct//80
IT i demokratins tjänst (2);Men//KN//cc//104 hon//PN|UTR|SIN|DEF|SUB//nsubj//104 ser//VB|PRS|AKT//conj//80 samtidigt//AB//advmod//104 att//SN//compound:prt//104 denna//DT|UTR|SIN|DEF//det//108 utveckling//NN|UTR|SIN|IND|NOM//nsubj:pass//113 inte//AB//advmod//113 utan//PP//advmod//113 vidare//AB|KOM//fixed//110 kan//VB|PRS|AKT//aux//113 förenas//VB|INF|SFO//ccomp//104 med//PP//case//116 en//DT|UTR|SIN|IND//det//116 förstärkning//NN|UTR|SIN|IND|NOM//obl//113 av//PP//case//118 demokratin//NN|UTR|SIN|DEF|NOM//nmod//116 på//PP//case//121 dessa//DT|UTR/NEU|PLU|DEF//det//121 platser//NN|UTR|PLU|IND|NOM//obl//113 ,//MID//punct//113 eftersom//SN//mark//126 vem//HP|UTR|SIN|IND//dislocated//126 som//HP|-|-|-//nsubj//126 tillhör//VB|PRS|AKT//aux:pass//128 folket//NN|NEU|SIN|DEF|NOM//nsubj:pass//128 bestäms//VB|PRS|SFO//conj//80 utifrån//PP//case//134 helt//AB|POS//advmod//131 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//134 ,//MID//punct//133 gammaldags//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//134 principer//NN|UTR|PLU|IND|NOM//obl//128 .//MAD//punct//80
IT i demokratins tjänst (2);F//PM|NOM//ROOT//0 ÖRORD//PM|NOM//flat:name//0
IT i demokratins tjänst (2);Hon//PN|UTR|SIN|DEF|SUB//nsubj//1 menar//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 finns//VB|PRS|SFO//ccomp//1 en//DT|UTR|SIN|IND//det//7 stereotyp//JJ|POS|UTR|SIN|IND|NOM//amod//7 föreställning//NN|UTR|SIN|IND|NOM//nsubj//4 om//PP//case//9 landsbygden//NN|UTR|SIN|DEF|NOM//nmod//7 som//HP|-|-|-//nsubj:pass//12 måste//VB|PRS|AKT//aux//12 ersättas//VB|INF|SFO//acl:relcl//9 av//PP//case//16 en//DT|UTR|SIN|IND//det//16 korrektare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 bild//NN|UTR|SIN|IND|NOM//obl:agent//12 av//PP//case//20 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//20 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 typer//NN|UTR|PLU|IND|NOM//nmod//16 av//PP//case//22 resurser//NN|UTR|PLU|IND|NOM//nmod//20 .//MAD//punct//1
IT i demokratins tjänst (2);De//DT|UTR/NEU|PLU|DEF//det//26 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 gemenskaper//NN|UTR|PLU|IND|NOM//nsubj//31 som//HP|-|-|-//nsubj//28 finns//VB|PRS|SFO//acl:relcl//26 måste//VB|PRS|AKT//aux//31 också//AB//advmod//31 uppmärksammas//VB|INF|SFO//ccomp//1 och//KN//cc//33 tas//VB|INF|SFO//conj//31 på//PP//case//35 allvar//NN|NEU|SIN|IND|NOM//obl//33 i//PP//case//39 den//DT|UTR|SIN|DEF//det//39 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 politiken//NN|UTR|SIN|DEF|NOM//obl//33 .//MAD//punct//31
IT i demokratins tjänst (2);Till//PP//advmod//43 sist//AB|SUV//fixed//41 menar//VB|PRS|AKT//conj//31 hon//PN|UTR|SIN|DEF|SUB//nsubj//43 att//SN//mark//47 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 är//VB|PRS|AKT//ccomp//43 dags//NN|UTR|-|-|-//advmod//47 att//IE//mark//50 ompröva//VB|INF|AKT//acl//48 skatteuppbörden//NN|UTR|SIN|DEF|NOM//obj//50 ,//MID//punct//43 så//AB//mark//56 att//SN//fixed//53 man//PN|UTR|SIN|IND|SUB//nsubj//56 betalar//VB|PRS|AKT//advcl//43 skatt//NN|UTR|SIN|IND|NOM//obj//56 efter//PP//mark//62 hur//HA//advmod//60 länge//AB|POS//advmod//62 man//PN|UTR|SIN|IND|SUB//nsubj:pass//62 vistats//VB|SUP|SFO//advcl//56 på//PP//case//64 orten//NN|UTR|SIN|DEF|NOM//obl//62 .//MAD//punct//1
IT i demokratins tjänst (2);Landsbygden//NN|UTR|SIN|DEF|NOM//nsubj//69 är//VB|PRS|AKT//aux:pass//69 inte//AB//advmod//69 dömd//PC|PRF|UTR|SIN|IND|NOM//parataxis//1 till//PP//mark//72 att//IE//mark//72 bli//VB|INF|AKT//advcl//69 en//DT|UTR|SIN|IND//det//75 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//75 förlorare//NN|UTR|SIN|IND|NOM//xcomp//72 på//PP//case//77 IT-utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//75 .//MAD//punct//69
