Till statsrådet Lars-Erik Lövdén ;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 12//RG|NOM//nummod//4 november//NN|UTR|SIN|IND|NOM//obl//6 1998//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 chefen//NN|UTR|SIN|DEF|NOM//obj//6 för//PP//case//10 Inrikesdepartementet//NN|NEU|SIN|DEF|NOM//nmod//8 ,//MID//punct//6 statsrådet//NN|NEU|SIN|DEF|NOM//appos//6 Engqvist//PM|NOM//flat//12 ,//MID//punct//12 att//IE//mark//16 tillkalla//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//19 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//19 utredare//NN|UTR|SIN|IND|NOM//obj//16 för//PP//mark//22 att//IE//mark//22 göra//VB|INF|AKT//advcl//16 en//DT|UTR|SIN|IND//det//24 översyn//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//27 Fastighetsmäklarnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 tillsyn//NN|UTR|SIN|IND|NOM//nmod//24 över//PP//case//29 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nmod//27 .//MAD//punct//6
1.2 Arbetet med utredningen; //_SP////72 Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//76 har//VB|PRS|AKT//aux//76 varit//VB|SUP|AKT//parataxis//48 i//PP//case//78 Norge//PM|NOM//obl//76 på//PP//case//80 besök//NN|NEU|SIN|IND|NOM//nmod//78 hos//PP//case//82 Kredittilsynet//NN|NEU|SIN|DEF|NOM//nmod//80 som//HP|-|-|-//nsubj//84 svarar//VB|PRS|AKT//acl:relcl//82 för//PP//case//86 tillsynen//NN|UTR|SIN|DEF|NOM//obl//84 och//KN//cc//88 registreringen//NN|UTR|SIN|DEF|NOM//conj//86 av//PP//case//92 de//DT|UTR/NEU|PLU|DEF//det//92 norska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//92 fastighetsmäklarna//NN|UTR|PLU|DEF|NOM//nmod//88 .//MAD//punct//2
1.2 Arbetet med utredningen;Vidare//AB|KOM//advmod//99 har//VB|PRS|AKT//aux//99 ett//DT|NEU|SIN|IND//det//97 antal//NN|NEU|SIN|IND|NOM//nmod//98 intervjuer//NN|UTR|PLU|IND|NOM//nsubj:pass//99 hållits//VB|SUP|SFO//parataxis//2 med//PP//case//101 företrädare//NN|UTR|PLU|IND|NOM//obl//99 för//PP//case//104 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 myndigheter//NN|UTR|PLU|IND|NOM//nmod//101 och//KN//cc//107 för//PP//case//107 intresseorganisationer//NN|UTR|PLU|IND|NOM//conj//104 och//KN//cc//109 branschorganisationer//NN|UTR|PLU|IND|NOM//conj//107 .//MAD//punct//2


2.1 Fastighetsmäklaren och hans uppdrag;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//1 definierar//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 fastighetsmäklare//NN|UTR|SIN|IND|NOM//obj//1 som//HP|-|-|-//mark//8 varandes//AB//case//8 en//DT|UTR|SIN|IND//det//8 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//8 person//NN|UTR|SIN|IND|NOM//acl:relcl//3 som//HP|-|-|-//nsubj//11 yrkesmässigt//AB|POS//advmod//11 förmedlar//VB|PRS|AKT//acl:relcl//8 fastigheter//NN|UTR|PLU|IND|NOM//obj//11 ,//MID//punct//14 delar//NN|UTR|PLU|IND|NOM//nsubj//52 av//PP//case//16 fastigheter//NN|UTR|PLU|IND|NOM//nmod//14 ,//MID//punct//18 byggnader//NN|UTR|PLU|IND|NOM//conj//14 på//PP//case//21 annans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//21 mark//NN|UTR|SIN|IND|NOM//nmod//18 ,//MID//punct//23 tomträtter//NN|UTR|PLU|IND|NOM//conj//21 ,//MID//punct//25 bostadsrätter//NN|UTR|PLU|IND|NOM//conj//21 ,//MID//punct//27 andelsrätter//NN|UTR|PLU|IND|NOM//conj//14 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 lägenhet//NN|UTR|SIN|IND|NOM//nmod//27 ,//MID//punct//31 arrenderätter//NN|UTR|PLU|IND|NOM//conj//29 eller//KN//cc//33 hyresrätter//NN|UTR|PLU|IND|NOM//conj//29 .//MAD//punct//14
2.1 Fastighetsmäklaren och hans uppdrag;Enligt//PP//case//37 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 förarbeten//NN|NEU|PLU|IND|NOM//obl//52 vilka//HP|UTR/NEU|PLU|IND//nsubj//42 i//PP//case//41 sin//PS|UTR|SIN|DEF//nmod:poss//41 tur//NN|UTR|SIN|IND|NOM//obl//42 hänvisar//VB|PRS|AKT//acl:relcl//37 till//PP//case//44 förarbetena//NN|NEU|PLU|DEF|NOM//obl//42 till//PP//case//46 lag//NN|UTR|SIN|IND|NOM//obl//42 (//PAD//punct//46 1984:81//RG|NOM//appos//46 )//PAD//punct//46 om//PP//case//51 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nsubj//52 tar//VB|PRS|AKT//acl:relcl//3 uttrycket//NN|NEU|SIN|DEF|NOM//obj//52 förmedla//VB|INF|AKT//xcomp//52  //_SP////54 fastigheter//NN|UTR|PLU|IND|NOM//obj//54 sikte//NN|NEU|SIN|IND|NOM//advmod//54 på//PP//case//60 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//60 verksamhet//NN|UTR|SIN|IND|NOM//obl//54 som//HP|-|-|-//nsubj//62 går//VB|PRS|AKT//acl:relcl//60 ut//PL//compound:prt//62 på//PP//mark//66 att//IE//mark//66 anvisa//VB|INF|AKT//advcl//62 uppdragsgivaren//NN|UTR|SIN|DEF|NOM//obj//66 en//DT|UTR|SIN|IND//det//69 motpart//NN|UTR|SIN|IND|NOM//obj//66 med//PP//case//72 vilken//HP|UTR|SIN|IND//det//72 uppdragsgivaren//NN|UTR|SIN|DEF|NOM//nmod//69 kan//VB|PRS|AKT//aux//74 träffa//VB|INF|AKT//conj//1 avtal//NN|NEU|SIN|IND|NOM//obj//74 om//PP//case//77 överlåtelse//NN|UTR|SIN|IND|NOM//nmod//75 av//PP//case//79 fastigheten//NN|UTR|SIN|DEF|NOM//nmod//77 .//MAD//punct//81
2.1 Fastighetsmäklaren och hans uppdrag;Övrigt//JJ|POS|NEU|SIN|IND|NOM//amod//82 bistånd//NN|NEU|SIN|IND|NOM//obj//1 som//HP|-|-|-//obj//86 mäklaren//NN|UTR|SIN|DEF|NOM//nsubj//86 kan//VB|PRS|AKT//aux//86 lämna//VB|INF|AKT//acl:relcl//82 och//KN//cc//89 som//HP|-|-|-//nsubj//89 är//VB|PRS|AKT//conj//82 av//PP//case//91 betydelse//NN|UTR|SIN|IND|NOM//obl//89 för//PP//case//93 tillkomsten//NN|UTR|SIN|DEF|NOM//nmod//91 av//PP//case//95 avtalet//NN|NEU|SIN|DEF|NOM//nmod//93 är//VB|PRS|AKT//cop//98 inte//AB//advmod//98 fastighetsförmedling//NN|UTR|SIN|IND|NOM//conj//1 i//PP//case//101 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//101 mening//NN|UTR|SIN|IND|NOM//nmod//98 .//MAD//punct//98
2.1 Fastighetsmäklaren och hans uppdrag;Exempel//NN|NEU|SIN|IND|NOM//nsubj//109 på//PP//case//106 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//106 bistånd//NN|NEU|SIN|IND|NOM//nmod//103 kan//VB|PRS|AKT//aux//109 vara//VB|INF|AKT//cop//109 rådgivning//NN|UTR|SIN|IND|NOM//conj//98 av//PP//case//114 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//114 eller//KN//cc//113 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//conj//111 natur//NN|UTR|SIN|IND|NOM//nmod//109 och//KN//cc//116 upprättande//NN|NEU|SIN|IND|NOM//conj//114 av//PP//case//118 köpehandlingar//NN|UTR|PLU|IND|NOM//nmod//116 .//MAD//punct//109
2.1 Fastighetsmäklaren och hans uppdrag;Den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//109 som//HP|-|-|-//nsubj//123 enbart//AB//advmod//123 ägnar//VB|PRS|AKT//acl:relcl//120 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//123 åt//PP//case//127 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//127 biträde//NN|NEU|SIN|IND|NOM//obl//123 omfattas//VB|PRS|SFO//conj//1 alltså//AB//advmod//128 inte//AB//advmod//128 av//PP//case//132 lagen//NN|UTR|SIN|DEF|NOM//obl//128 om//PP//case//134 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nmod//132 .//MAD//punct//1
2.1 Fastighetsmäklaren och hans uppdrag;För//PP//mark//140 att//SN//fixed//136 lagen//NN|UTR|SIN|DEF|NOM//nsubj//140 skall//VB|PRS|AKT//aux//140 bli//VB|INF|AKT//advcl//142 tillämplig//JJ|POS|UTR|SIN|IND|NOM//xcomp//140 krävs//VB|PRS|SFO//conj//1 vidare//AB|KOM//advmod//142 att//SN//mark//146 förmedlingen//NN|UTR|SIN|DEF|NOM//nsubj//146 sker//VB|PRS|AKT//advcl//142 yrkesmässigt//AB|POS//advmod//146 .//MAD//punct//1
2.1 Fastighetsmäklaren och hans uppdrag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//152 är//VB|PRS|AKT//cop//152 inga//DT|UTR/NEU|PLU|IND//det//152 problem//NN|NEU|PLU|IND|NOM//nsubj:pass//183 med//PP//case//154 gränsdragningen//NN|UTR|SIN|DEF|NOM//nmod//152 för//PP//case//157 de//DT|UTR/NEU|PLU|DEF//det//157 mäklare//NN|UTR|PLU|IND|NOM//nmod//154 som//HP|-|-|-//nsubj//159 bedriver//VB|PRS|AKT//acl:relcl//157 en//DT|UTR|SIN|IND//det//163 affärsmässigt//AB|POS//advmod//162 organiserad//PC|PRF|UTR|SIN|IND|NOM//amod//163 verksamhet//NN|UTR|SIN|IND|NOM//obj//159 i//PP//case//165 fastighetsförmedlingsbranschen//NN|UTR|SIN|DEF|NOM//obl//159 .//MAD//punct//152
2.1 Fastighetsmäklaren och hans uppdrag;Även//AB//advmod//168 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//169 näringsidkare//NN|UTR|PLU|IND|NOM//appos//152 ,//MID//punct//174 med//PP//case//174 sin//PS|UTR|SIN|DEF//nmod:poss//174 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//174 verksamhet//NN|UTR|SIN|IND|NOM//conj//169 inom//PP//case//178 ett//DT|NEU|SIN|IND//det//178 annat//JJ|POS|NEU|SIN|IND|NOM//amod//178 yrkesområde//NN|NEU|SIN|IND|NOM//nmod//174 kan//VB|PRS|AKT//aux//183 emellertid//AB//advmod//183 komma//VB|INF|AKT//aux//183 att//IE//mark//183 omfattas//VB|INF|SFO//parataxis//1 av//PP//case//185 lagen//NN|UTR|SIN|DEF|NOM//obl:agent//183 .//MAD//punct//1
2.1 Fastighetsmäklaren och hans uppdrag;Av//PP//case//189 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//189 betydelse//NN|UTR|SIN|IND|NOM//obl//1 för//PP//case//191 bedömningen//NN|UTR|SIN|DEF|NOM//nmod//189 är//VB|PRS|AKT//advmod//1 i//PP//case//195 dessa//DT|UTR/NEU|PLU|DEF//det//195 fall//NN|NEU|PLU|IND|NOM//obl//1 i//PP//case//197 vad//HP|NEU|SIN|IND//dislocated//203 mån//NN|UTR|SIN|IND|NOM//fixed//197 förmedlingen//NN|UTR|SIN|DEF|NOM//nsubj//203 är//VB|PRS|AKT//cop//203 en//DT|UTR|SIN|IND//det//203 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//203 företeelse//NN|UTR|SIN|IND|NOM//obl//1 ,//MID//punct//212 men//KN//cc//212 också//AB//advmod//212 hur//HA//advmod//212 marknadsföringen//NN|UTR|SIN|DEF|NOM//nsubj//212 av//PP//case//210 tjänsten//NN|UTR|SIN|DEF|NOM//nmod//208 har//VB|PRS|AKT//aux//212 gått//VB|SUP|AKT//conj//1 till//PP//case//214 vägs//NN|UTR|SIN|IND|GEN//obl//212 in//PL//compound:prt//214 i//PP//case//218 en//DT|UTR|SIN|IND//det//218 bedömning//NN|UTR|SIN|IND|NOM//obl//214 .//MAD//punct//212
2.1 Fastighetsmäklaren och hans uppdrag;I//PP//case//222 begreppet//NN|NEU|SIN|DEF|NOM//nmod//222 yrkesmässigt//AB|POS//advmod//223 ligger//VB|PRS|AKT//conj//1 att//SN//mark//227 förmedlingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//227 skall//VB|PRS|AKT//aux//227 bedrivas//VB|INF|SFO//ccomp//223 som//KN//mark//230 ett//DT|NEU|SIN|IND//det//230 led//NN|NEU|SIN|IND|NOM//advcl//227 i//PP//case//232 näringsverksamheten//NN|UTR|SIN|DEF|NOM//obl//230 .//MAD//punct//223
2.1 Fastighetsmäklaren och hans uppdrag;Anvisning//NN|UTR|SIN|IND|NOM//nsubj:pass//245 av//PP//case//236 spekulanter//NN|UTR|PLU|IND|NOM//nmod//234 som//HP|-|-|-//nsubj//238 äger//VB|PRS|AKT//acl:relcl//236 rum//NN|NEU|SIN|IND|NOM//obj//238 som//KN//mark//242 ett//DT|NEU|SIN|IND//det//242 led//NN|NEU|SIN|IND|NOM//advcl//238 i//PP//case//244 myndighetsutövning//NN|UTR|SIN|IND|NOM//obl//242 omfattas//VB|PRS|SFO//parataxis//223 inte//AB//advmod//245 av//PP//case//248 lagen//NN|UTR|SIN|DEF|NOM//obl//245 .//MAD//punct//223
2.1 Fastighetsmäklaren och hans uppdrag;Slutligen//AB//advmod//251 fastslås//VB|PRS|SFO//parataxis//223 i//PP//case//253 propositionen//NN|UTR|SIN|DEF|NOM//obl//251 att//SN//mark//256 lagen//NN|UTR|SIN|DEF|NOM//nsubj//256 blir//VB|PRS|AKT//ccomp//251 tillämplig//JJ|POS|UTR|SIN|IND|NOM//xcomp//256 om//PP//case//260 en//DT|UTR|SIN|IND//det//260 näringsidkare//NN|UTR|SIN|IND|NOM//obl//256 erbjuder//VB|PRS|AKT//conj//1 allmänheten//NN|UTR|SIN|DEF|NOM//nsubj//261 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//264 tjänster//NN|UTR|PLU|IND|NOM//obj//261 som//KN//mark//266 fastighetsförmedlare//NN|UTR|PLU|IND|NOM//appos//264 även//AB//case//269 om//SN//fixed//267 förmedling//NN|UTR|SIN|IND|NOM//nsubj//272 rent//AB|POS//advmod//271 faktiskt//AB|POS//advmod//272 äger//VB|PRS|AKT//advcl//1 rum//NN|NEU|SIN|IND|NOM//obj//272 endast//AB//advmod//278 vid//PP//case//278 något//DT|NEU|SIN|IND//det//278 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//278 tillfälle//NN|NEU|SIN|IND|NOM//obl//272 .//MAD//punct//1
2.1 Fastighetsmäklaren och hans uppdrag;Fastighetsmäklarens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 primära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 således//AB//advmod//6 att//IE//mark//6 sammanföra//VB|INF|AKT//ROOT//6 säljaren//NN|UTR|SIN|DEF|NOM//obj//6 med//PP//case//10 potentiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 köpare//NN|UTR|PLU|IND|NOM//obl//6 .//MAD//punct//6
2.1 Fastighetsmäklaren och hans uppdrag;En//PN|UTR|SIN|IND|SUB/OBJ//obj//6 av//PP//case//14 huvuduppgifterna//NN|UTR|PLU|DEF|NOM//nmod//12 är//VB|PRS|AKT//cop//12 att//IE//mark//17 tillhandahålla//VB|INF|AKT//conj//6 parterna//NN|UTR|PLU|DEF|NOM//obj//17 nödvändig//JJ|POS|UTR|SIN|IND|NOM//amod//20 information//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//6
2.1 Fastighetsmäklaren och hans uppdrag;Normalt//AB|POS//advmod//26 är//VB|PRS|AKT//cop//26 mäklaruppdraget//NN|NEU|SIN|DEF|NOM//nsubj//26 mycket//AB|POS//advmod//26 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//6 .//MAD//punct//6

2.2 Historisk bakgrund;Fastighetsmäklarbranschen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 varit//VB|SUP|AKT//cop//3 föremål//NN|NEU|SIN|IND|NOM//ROOT//3 för//PP//case//5 översyn//NN|UTR|SIN|IND|NOM//obl//3 från//PP//case//8 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//8 sida//NN|UTR|SIN|IND|NOM//obl//3 vid//PP//case//11 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//11 tillfällen//NN|NEU|PLU|IND|NOM//nmod//8 och//KN//cc//15 av//PP//case//15 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//15 orsaker//NN|UTR|PLU|IND|NOM//conj//11 .//MAD//punct//3
2.2 Historisk bakgrund;Före//PP//case//18 1984//RG|NOM//conj//3 ställde//VB|PRT|AKT//conj//3 samhället//NN|NEU|SIN|DEF|NOM//nsubj//19 inga//DT|UTR/NEU|PLU|IND//det//22 krav//NN|NEU|PLU|IND|NOM//obj//19 på//PP//case//24 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//22 som//HP|-|-|-//nsubj//27 ville//VB|PRT|AKT//aux//27 ägna//VB|INF|AKT//acl:relcl//24 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//27 åt//PP//case//30 fastighetsmäklaryrket//NN|NEU|SIN|DEF|NOM//obl//27 .//MAD//punct//3
2.2 Historisk bakgrund;I//PP//advmod//34 stället//NN|NEU|SIN|DEF|NOM//fixed//32 fanns//VB|PRT|SFO//advcl//51 ett//DT|NEU|SIN|IND//det//36 system//NN|NEU|SIN|IND|NOM//nsubj//34 med//PP//case//39 frivillig//JJ|POS|UTR|SIN|IND|NOM//amod//39 auktorisation//NN|UTR|SIN|IND|NOM//nmod//36 ,//MID//punct//43 vilken//HP|UTR|SIN|IND//nsubj:pass//43 kunde//VB|PRT|AKT//aux//43 sökas//VB|INF|SFO//acl:relcl//36 hos//PP//case//46 en//DT|UTR|SIN|IND//det//46 handelskammare//NN|UTR|SIN|IND|NOM//obl//43 .//MAD//punct//34
2.2 Historisk bakgrund;För//PP//case//50 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//50 auktorisation//NN|UTR|SIN|IND|NOM//obl//51 ställdes//VB|PRT|SFO//conj//3 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//51 på//PP//case//55 utbildning//NN|UTR|SIN|IND|NOM//obl//51 och//KN//cc//58 praktisk//JJ|POS|UTR|SIN|IND|NOM//amod//58 erfarenhet//NN|UTR|SIN|IND|NOM//conj//55 m.m.//AB|AN//conj//55 2.2.1//RG|NOM//conj//55 1984//RG|NOM//nummod//62 års//NN|NEU|SIN|IND|GEN//nmod:poss//63 fastighetsmäklarlag//NN|NEU|SIN|IND|NOM//conj//55
2.2 Historisk bakgrund;Genom//PP//case//1 lagen//NN|UTR|SIN|DEF|NOM//obl//7 (//PAD//punct//1 1984:81//RG|NOM//conj//1 )//PAD//punct//1 om//PP//case//6 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nsubj:pass//7 infördes//VB|PRT|SFO//ROOT//7 både//KN//cc//12 näringsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 och//KN//cc//11 civilrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//9 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//7 för//PP//case//14 fastighetsmäklare//NN|UTR|PLU|IND|NOM//obl//7 .//MAD//punct//7
2.2 Historisk bakgrund;Syftet//NN|NEU|SIN|DEF|NOM//nsubj:pass//7 med//PP//case//20 den//DT|UTR|SIN|DEF//det//20 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 lagen//NN|UTR|SIN|DEF|NOM//nmod//16 var//VB|PRT|AKT//cop//23 att//IE//mark//23 ge//VB|INF|AKT//advcl//7 konsumenterna//NN|UTR|PLU|DEF|NOM//iobj//23 ett//DT|NEU|SIN|IND//det//27 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 skydd//NN|NEU|SIN|IND|NOM//obj//23 vid//PP//case//29 förvärv//NN|NEU|SIN|IND|NOM//obl//23 av//PP//case//31 småhus//NN|NEU|PLU|IND|NOM//nmod//29 .//MAD//punct//7
2.2 Historisk bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//34 krävdes//VB|PRT|SFO//conj//7 registrering//NN|UTR|SIN|IND|NOM//obj//34 hos//PP//case//37 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod//35 av//PP//case//39 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//37 som//HP|-|-|-//nsubj//42 yrkesmässigt//AB|POS//advmod//42 arbetade//VB|PRT|AKT//acl:relcl//39 som//KN//case//44 fastighetsmäklare//NN|UTR|SIN|IND|NOM//obl//42 .//MAD//punct//34
2.2 Historisk bakgrund;För//PP//case//47 registrering//NN|UTR|SIN|IND|NOM//obl//48 krävdes//VB|PRT|SFO//conj//7 att//SN//mark//65 mäklaren//NN|UTR|SIN|DEF|NOM//nsubj//65 ,//MID//punct//57 förutom//PP//mark//57 att//SN//mark//57 han//PN|UTR|SIN|DEF|SUB//nsubj//57 skulle//VB|PRT|AKT//aux//57 vara//VB|INF|AKT//cop//57 myndig//JJ|POS|UTR|SIN|IND|NOM//acl//50 och//KN//cc//60 ej//AB//advmod//60 försatt//PC|PRF|UTR|SIN|IND|NOM//conj//50 i//PP//case//62 konkurs//NN|UTR|SIN|IND|NOM//obl//60 ,//MID//punct//65 skulle//VB|PRT|AKT//aux//65 ha//VB|INF|AKT//advcl//48 en//DT|UTR|SIN|IND//det//67 ansvarsförsäkring//NN|UTR|SIN|IND|NOM//obj//65 ,//MID//punct//70 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 utbildning//NN|UTR|SIN|IND|NOM//conj//67 samt//KN//cc//74 i//PP//advmod//74 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//72 bedömas//VB|INF|SFO//conj//65 som//KN//mark//76 lämplig//JJ|POS|UTR|SIN|IND|NOM//xcomp//74 som//KN//mark//78 fastighetsmäklare//NN|UTR|SIN|IND|NOM//obl//74 .//MAD//punct//7
2.2 Historisk bakgrund;Tanken//NN|UTR|SIN|DEF|NOM//nsubj//81 var//VB|PRT|AKT//parataxis//7 inte//AB//advmod//81 att//SN//mark//86 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//86 skulle//VB|PRT|AKT//aux//86 behöva//VB|INF|AKT//ccomp//81 göra//VB|INF|AKT//xcomp//86 en//DT|UTR|SIN|IND//det//90 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 lämplighetsbedömning//NN|UTR|SIN|IND|NOM//obj//87 då//HA//mark//93 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//93 sökte//VB|PRT|AKT//acl:relcl//90 utan//KN//cc//95 snarare//AB|KOM//advmod//93 att//SN//mark//99 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//99 därigenom//AB//advmod//99 fick//VB|PRT|AKT//ccomp//87 en//DT|UTR|SIN|IND//det//101 möjlighet//NN|UTR|SIN|IND|NOM//obj//99 att//IE//mark//103 återkalla//VB|INF|AKT//acl//101 en//DT|UTR|SIN|IND//det//105 registrering//NN|UTR|SIN|IND|NOM//obj//103 om//SN//mark//109 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//109 skulle//VB|PRT|AKT//aux//109 visa//VB|INF|AKT//advcl//103 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//109 att//SN//mark//114 en//DT|UTR|SIN|IND//det//113 mäklare//NN|UTR|SIN|IND|NOM//nsubj//114 misskötte//VB|PRT|AKT//ccomp//109 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//114 på//PP//case//118 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//118 sätt//NN|NEU|SIN|IND|NOM//obl//114 att//SN//mark//122 han//PN|UTR|SIN|DEF|SUB//nsubj//122 var//VB|PRT|AKT//cop//122 olämplig//JJ|POS|UTR|SIN|IND|NOM//acl//118 som//KN//case//124 fastighetsmäklare//NN|UTR|SIN|IND|NOM//obl//122 .//MAD//punct//122
2.2 Historisk bakgrund;Möjligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//132 till//PP//case//129 frivillig//JJ|POS|UTR|SIN|IND|NOM//amod//129 registrering//NN|UTR|SIN|IND|NOM//nmod//126 hos//PP//case//131 handelskammare//NN|UTR|PLU|IND|NOM//nmod//129 behölls//VB|PRT|SFO//conj//122 .//MAD//punct//132
2.2 Historisk bakgrund;Vid//PP//case//135 tillfället//NN|NEU|SIN|DEF|NOM//obl//140 för//PP//case//137 utarbetandet//NN|NEU|SIN|DEF|NOM//nmod//135 av//PP//case//139 lagförslaget//NN|NEU|SIN|DEF|NOM//nmod//137 fanns//VB|PRT|SFO//advcl//132 ca//AB|AN//advmod//140 .//MAD//punct//132
2.2 Historisk bakgrund;2//RG|NOM//nummod//145 000//RG|NOM//nummod//145 mäklare//NN|UTR|PLU|IND|NOM//nsubj//152 och//KN//cc//147 mäklarföretag//NN|NEU|PLU|IND|NOM//conj//145 varav//HA//advmod//150 ungefär//AB//advmod//150 600//RG|NOM//nummod//145 var//VB|PRT|AKT//aux:pass//152 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//132 hos//PP//case//154 handelskammare//NN|UTR|PLU|IND|NOM//obl//152 .//MAD//punct//7
2.2 Historisk bakgrund;I//PP//case//2 en//DT|UTR|SIN|IND//det//2 motion//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj:pass//4 behandlades//VB|PRT|SFO//acl:relcl//2 av//PP//case//6 riksdagen//NN|UTR|SIN|DEF|NOM//obl:agent//4 redan//AB//advmod//8 1988//RG|NOM//obl//4 yrkades//VB|PRT|SFO//ROOT//9 bl.a.//AB|AN//advmod//9 en//DT|UTR|SIN|IND//det//12 översyn//NN|UTR|SIN|IND|NOM//nsubj:pass//9 av//PP//case//14 fastighetsmäklarlagen//NN|NEU|PLU|DEF|NOM//nmod//12 .//MAD//punct//9
2.2 Historisk bakgrund;I//PP//case//17 motionen//NN|UTR|SIN|DEF|NOM//obl//18 framhölls//VB|PRT|SFO//parataxis//9 att//SN//mark//23 lagen//NN|UTR|SIN|DEF|NOM//nsubj//23 inte//AB//advmod//23 hade//VB|PRT|AKT//aux//23 fått//VB|SUP|AKT//ccomp//18 den//DT|UTR|SIN|DEF//det//25 effekt//NN|UTR|SIN|IND|NOM//obj//23 som//HP|-|-|-//nsubj//28 varit//VB|SUP|AKT//aux:pass//28 åsyftad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//25 .//MID//punct//9
