KG HAMMAR  ,  ärkebiskopen, samtalsledare ;ELISABETH//PM|NOM//nmod//1 GERLE//PM|NOM//ROOT//1  //_SP////1 ,//MID//punct//5  //_SP////3 präst//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//7 forskare//NN|UTR|PLU|IND|NOM//conj//5 vid//PP//case//10 teologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 institutionen//NN|UTR|SIN|DEF|NOM//nmod//7 i//PP//case//12 Lund//PM|NOM//nmod//10
Religionens två ansikten;Jag//PN|UTR|SIN|DEF|SUB//nsubj//45 vet//VB|PRS|AKT//conj//40 att//SN//mark//50 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//50 av//PP//case//49 oss//PN|UTR|PLU|DEF|OBJ//nmod//47 är//VB|PRS|AKT//ccomp//45 av//PP//case//53 den//DT|UTR|SIN|DEF//det//53 åsikten//NN|UTR|SIN|DEF|NOM//obl//50 att//SN//mark//60 religionens//NN|UTR|SIN|DEF|GEN//nmod:poss//56 innehåll//NN|NEU|SIN|IND|NOM//nsubj//60 i//PP//case//58 grunden//NN|UTR|SIN|DEF|NOM//nmod//56 är//VB|PRS|AKT//cop//60 icke-våldsamt//JJ|POS|NEU|SIN|IND|NOM//acl//53 ,//MID//punct//66 och//KN//cc//66 att//SN//mark//66 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 är//VB|PRS|AKT//cop//66 människan//NN|UTR|SIN|DEF|NOM//conj//50 som//KN//mark//68 individuellt//JJ|POS|NEU|SIN|IND|NOM//acl//66 eller//KN//cc//71 kollektivt//AB|POS//advmod//71 leder//VB|PRS|AKT//conj//50 bort//PL//compound:prt//71 religionen//NN|UTR|SIN|DEF|NOM//obj//71 från//PP//case//76 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//76 andemening//NN|UTR|SIN|IND|NOM//obl//71 .//MAD//punct//45
Religionens två ansikten;Vad//HP|NEU|SIN|IND//obj//80 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//80 betyder//VB|PRS|AKT//csubj//81 är//VB|PRS|AKT//cop//40 att//SN//mark//84 religioner//NN|UTR|PLU|IND|NOM//nsubj:pass//84 manipuleras//VB|PRS|SFO//ccomp//81 av//PP//case//86 människor//NN|UTR|PLU|IND|NOM//obl:agent//84 för//PP//mark//91 att//SN//mark//91 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//91 ska//VB|PRS|AKT//aux//91 nå//VB|INF|AKT//advcl//84 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//93 mål//NN|NEU|PLU|IND|NOM//obj//91 .//MAD//punct//40 –//PAD//punct//99
Religionens två ansikten;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//99 är//VB|PRS|AKT//cop//99 också//AB//advmod//99 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//40 att//IE//mark//101 notera//VB|INF|AKT//csubj//99 ,//MID//punct//103 fortsätter//VB|PRS|AKT//conj//40 Rienzie//PM|NOM//obj//103 Perera//PM|NOM//xcomp//103 ,//MID//punct//103 att//SN//mark//113 några//DT|UTR/NEU|PLU|IND//det//109 orsaker//NN|UTR|PLU|IND|NOM//nsubj:pass//113 till//PP//case//111 våld//NN|NEU|SIN|IND|NOM//nmod//109 kan//VB|PRS|AKT//aux//113 hittas//VB|INF|SFO//ccomp//103 i//PP//case//115 religionerna//NN|UTR|PLU|DEF|NOM//obl//113 ,//MID//punct//126 och//KN//cc//126 att//SN//mark//121 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//121 är//VB|PRS|AKT//cop//121 därför//AB//advmod//126 som//KN//mark//126 religioner//NN|UTR|PLU|IND|NOM//nsubj//126 lätt//AB|POS//advmod//126 kan//VB|PRS|AKT//aux//126 tjäna//VB|INF|AKT//conj//40 som//KN//mark//128 uttrycksmedel//NN|NEU|PLU|IND|NOM//xcomp//126 för//PP//case//131 våldsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//131 tendenser//NN|UTR|PLU|IND|NOM//nmod//128 .//MID//punct//40
Religionens två ansikten;Om//SN//mark//135 vi//PN|UTR|PLU|DEF|SUB//nsubj//135 berör//VB|PRS|AKT//advcl//40 de//DT|UTR/NEU|PLU|DEF//det//139 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//139 klassiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//139 religionerna//NN|UTR|PLU|DEF|NOM//obj//135 som//KN//mark//141 kristendom//NN|UTR|SIN|IND|NOM//obl//135 ,//MID//punct//143 islam//NN|UTR|SIN|IND|NOM//conj//141 ,//MID//punct//145 buddhism//NN|UTR|SIN|IND|NOM//conj//141 och//KN//cc//147 hinduism//NN|UTR|SIN|IND|NOM//conj//141 ,//MID//punct//135 så//AB//advmod//152 kan//VB|PRS|AKT//aux//152 vi//PN|UTR|PLU|DEF|SUB//nsubj//152 hitta//VB|INF|AKT//conj//40 spår//NN|NEU|PLU|IND|NOM//obj//152 av//PP//case//155 våld//NN|NEU|SIN|IND|NOM//nmod//153 inbyggda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//152 i//PP//case//158 strukturerna//NN|UTR|PLU|DEF|NOM//nmod//156 .//MAD//punct//40
Religionens två ansikten;Grundtexterna//NN|UTR|PLU|DEF|NOM//nsubj//161 återspeglar//VB|PRS|AKT//parataxis//40 våldsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//163 offerritualer//NN|UTR|PLU|IND|NOM//obj//161 ,//MID//punct//165 användande//NN|NEU|SIN|IND|NOM//advcl//161 av//PP//case//167 våld//NN|NEU|SIN|IND|NOM//nmod//165 för//PP//case//171 det//DT|NEU|SIN|DEF//det//171 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//171 goda//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//165 ,//MID//punct//175 och//KN//cc//175 ett//DT|NEU|SIN|IND//det//175 behov//NN|NEU|SIN|IND|NOM//conj//165 av//PP//case//177 våld//NN|NEU|SIN|IND|NOM//nmod//175 för//PP//mark//180 att//IE//mark//180 försvara//VB|INF|AKT//acl//175 tron//NN|UTR|SIN|DEF|NOM//obj//180 .//MAD//punct//40
Religionens två ansikten;Låt//VB|IMP|AKT//ROOT//0 mig//PN|UTR|SIN|DEF|OBJ//obj//0 ge//VB|INF|AKT//xcomp//0 några//DT|UTR/NEU|PLU|IND//det//4 exempel//NN|NEU|PLU|IND|NOM//obj//2 .//MAD//punct//0
Religionens två ansikten;Hinduism//NN|UTR|SIN|IND|NOM//nsubj:pass//9 kan//VB|PRS|AKT//aux//9 inte//AB//advmod//9 reduceras//VB|INF|SFO//parataxis//0 till//PP//case//11 ahimsa//NN|UTR|SIN|IND|NOM//obl//9 (//PAD//punct//14 en//DT|UTR|SIN|IND//det//14 ickevåldsreligion//UO//appos//9 )//PAD//punct//14 ,//MID//punct//20 vilket//HP|NEU|SIN|IND//obj//20 man//PN|UTR|SIN|IND|SUB//nsubj//20 ibland//AB//advmod//20 tror//VB|PRS|AKT//conj//0 .//MAD//punct//0
Religionens två ansikten;Rigveda//PM|NOM//parataxis//0 anför//VB|PRS|AKT//advmod//0 annorlunda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 perspektiv//NN|NEU|SIN|IND|NOM//obj//0 att//IE//mark//27 notera//VB|INF|AKT//xcomp//0 i//PP//case//31 samband//NN|NEU|SIN|IND|NOM//fixed//28 med//PP//fixed//28 offer//NN|NEU|PLU|IND|NOM//obl//27 .//MAD//punct//0
Religionens två ansikten;Kungarna//NN|UTR|PLU|DEF|NOM//nsubj//34 kallar//VB|PRS|AKT//parataxis//0 på//PP//case//36 gudar//NN|UTR|PLU|IND|NOM//obl//34 för//PP//mark//39 att//IE//mark//39 segra//VB|INF|AKT//advcl//34 och//KN//cc//41 Bhagavadgita//PM|NOM//conj//39 förfäktar//VB|PRS|AKT//conj//34 att//SN//mark//46 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//46 är//VB|PRS|AKT//cop//46 legitimt//JJ|POS|NEU|SIN|IND|NOM//ccomp//42 att//IE//mark//48 döda//VB|INF|AKT//csubj//46 i//PP//case//50 krig//NN|NEU|SIN|IND|NOM//obl//48 ,//MID//punct//46 eftersom//SN//mark//55 själen//NN|UTR|SIN|DEF|NOM//nsubj//55 är//VB|PRS|AKT//cop//55 odödlig//JJ|POS|UTR|SIN|IND|NOM//advcl//46 .//MAD//punct//0
Religionens två ansikten;Jag//PN|UTR|SIN|DEF|SUB//nsubj//59 kan//VB|PRS|AKT//aux//59 fortsätta//VB|INF|AKT//parataxis//0 med//PP//case//62 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 texter//NN|UTR|PLU|IND|NOM//obl//59 såsom//KN//case//64 Manu//PM|NOM//acl//62 och//KN//cc//66 kastsystemet//NN|NEU|SIN|DEF|NOM//conj//64 .//MAD//punct//0
Religionens två ansikten;En//DT|UTR|SIN|IND//det//69 brahman//NN|UTR|SIN|IND|NOM//nsubj//70 tillhör//VB|PRS|AKT//parataxis//0 en//DT|UTR|SIN|IND//det//73 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 kast//NN|NEU|SIN|IND|NOM//obj//70 ,//MID//punct//77 och//KN//cc//77 han//PN|UTR|SIN|DEF|SUB//nsubj//77 har//VB|PRS|AKT//conj//70 ett//DT|NEU|SIN|IND//det//79 godkännande//NN|NEU|SIN|IND|NOM//obj//77 som//HP|-|-|-//nsubj//82 är//VB|PRS|AKT//cop//82 givet//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//79 till//PP//case//84 honom//PN|UTR|SIN|DEF|OBJ//obl//82 att//IE//mark//86 döda//VB|INF|AKT//acl//82 en//DT|UTR|SIN|IND//det//88 dalit//NN|UTR|SIN|IND|NOM//obj//86 ,//MID//punct//94 som//HP|-|-|-//nsubj//94 är//VB|PRS|AKT//cop//94 av//PP//case//94 låg//JJ|POS|UTR|SIN|IND|NOM//amod//94 kast//NN|NEU|SIN|IND|NOM//acl:relcl//88 .//MAD//punct//0
Religionens två ansikten;Det//DT|NEU|SIN|DEF//expl//97 ﬁnns//VB|PRS|SFO//dislocated//140 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 idéer//NN|UTR|PLU|IND|NOM//nsubj//97 i//PP//case//101 buddhismen//NN|UTR|SIN|DEF|NOM//nmod//99 .//MAD//punct//97
Religionens två ansikten;I//PP//case//104 islam//NN|UTR|SIN|IND|NOM//obl//108 är//VB|PRS|AKT//cop//108 rättsbegreppet//NN|NEU|SIN|DEF|NOM//nsubj//108 så//AB//advmod//108 starkt//JJ|POS|NEU|SIN|IND|NOM//advmod//97 ,//MID//punct//108 att//SN//mark//113 man//PN|UTR|SIN|IND|SUB//nsubj//113 kan//VB|PRS|AKT//aux//113 ha//VB|INF|AKT//acl:relcl//97 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//115 sätt//NN|NEU|PLU|IND|NOM//obj//113 för//PP//mark//118 att//IE//mark//118 utsätta//VB|INF|AKT//advcl//113 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//118 för//PP//case//121 våld//NN|NEU|SIN|IND|NOM//obl//118 för//PP//mark//124 att//IE//mark//124 upprätthålla//VB|INF|AKT//advcl//118 sanningen//NN|UTR|SIN|DEF|NOM//obj//124 .//MAD//punct//97
Religionens två ansikten;Vad//HP|NEU|SIN|IND//det//129 beträffar//VB|PRS|AKT//fixed//127 judendomen//NN|UTR|SIN|DEF|NOM//nsubj:pass//130 saknas//VB|PRS|SFO//parataxis//97 inget//DT|NEU|SIN|IND//det//133 mänskligt//JJ|POS|NEU|SIN|IND|NOM//amod//133 våld//NN|NEU|SIN|IND|NOM//nsubj:pass//130 i//PP//case//135 Bibeln//NN|UTR|SIN|DEF|NOM//nmod//133 .//MAD//punct//97
Religionens två ansikten;Gud//PM|NOM//nsubj//140 är//VB|PRS|AKT//cop//140 ständigt//AB|POS//advmod//140 involverad//PC|PRF|UTR|SIN|IND|NOM//parataxis//0 i//PP//case//142 våld//NN|NEU|SIN|IND|NOM//obl//140 .//MAD//punct//0
Religionens två ansikten;Man//PN|UTR|SIN|IND|SUB//nsubj//146 kan//VB|PRS|AKT//aux//146 läsa//VB|INF|AKT//parataxis//0 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//146 av//PP//case//151 de//DT|UTR/NEU|PLU|DEF//det//151 våldsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//151 texterna//NN|UTR|PLU|DEF|NOM//nmod//147 i//PP//case//153 Bibeln//PM|NOM//nmod//151 .//MAD//punct//146
Religionens två ansikten;Kristendomen//NN|UTR|SIN|DEF|NOM//nsubj//156 har//VB|PRS|AKT//parataxis//0 sin//PS|UTR|SIN|DEF//nmod:poss//158 grund//NN|UTR|SIN|IND|NOM//obj//156 i//PP//case//161 samma//DT|UTR/NEU|SIN/PLU|IND//det//161 källor//NN|UTR|PLU|IND|NOM//obl//156 ,//MID//punct//165 samma//DT|UTR/NEU|SIN/PLU|IND//det//165 religiösa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//165 kultur//NN|UTR|SIN|IND|NOM//appos//161 och//KN//cc//167 våld//NN|NEU|SIN|IND|NOM//conj//165 ,//MID//punct//165 som//HP|-|-|-//nsubj//171 har//VB|PRS|AKT//aux//171 startat//VB|SUP|AKT//acl:relcl//165 heliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//173 krig//NN|NEU|PLU|IND|NOM//obj//171 och//KN//cc//175 korståg//NN|NEU|SIN|IND|NOM//conj//173 .//MAD//punct//0
Religionens två ansikten;Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 måste//VB|PRS|AKT//aux//2 tillstå//VB|INF|AKT//ROOT//2 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//det//7 ﬁnns//VB|PRS|SFO//det//7 våldsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 tendenser//NN|UTR|PLU|IND|NOM//ccomp//2 inom//PP//case//9 religionen//NN|UTR|SIN|DEF|NOM//nmod//7 ,//MID//punct//14 men//KN//cc//14 man//PN|UTR|SIN|IND|SUB//nsubj//14 bör//VB|PRS|AKT//aux//14 komma//VB|INF|AKT//conj//2 ihåg//PL//compound:prt//14 att//SN//mark//21 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//21 är//VB|PRS|AKT//cop//21 inte//AB//advmod//21 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 sanningen//NN|UTR|SIN|DEF|NOM//ccomp//14 .//MAD//punct//14
Religionens två ansikten;Samtidigt//AB//mark//30 som//HA//mark//30 religion//NN|UTR|SIN|IND|NOM//nsubj//30 i//PP//case//28 några//DT|UTR/NEU|PLU|IND//det//28 avseenden//NN|NEU|PLU|IND|NOM//obl//30 har//VB|PRS|AKT//aux//30 bidragit//VB|SUP|AKT//advcl//41 till//PP//case//32 upptrappningen//NN|UTR|SIN|DEF|NOM//obl//30 av//PP//case//34 våld//NN|NEU|SIN|IND|NOM//nmod//32 i//PP//case//36 världen//NN|UTR|SIN|DEF|NOM//nmod//34 ,//MID//punct//41 har//VB|PRS|AKT//aux//41 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//41 också//AB//advmod//41 bidragit//VB|SUP|AKT//parataxis//14 till//PP//mark//44 att//IE//mark//44 betvinga//VB|INF|AKT//advcl//41 våld//NN|NEU|SIN|IND|NOM//obj//44 och//KN//cc//48 att//IE//mark//48 dämpa//VB|INF|AKT//conj//44 mänskligt//JJ|POS|NEU|SIN|IND|NOM//advmod//50 lidande//NN|NEU|SIN|IND|NOM//obj//48 .//MAD//punct//2
Religionens två ansikten;I//PP//case//1 Latinamerika//PM|NOM//obl//12 och//KN//cc//6 i//PP//case//6 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 regioner//NN|UTR|PLU|IND|NOM//conj//1 har//VB|PRS|AKT//aux//12 orsaken//NN|UTR|SIN|DEF|NOM//nsubj//12 till//PP//case//10 våld//NN|NEU|SIN|IND|NOM//nmod//8 inte//AB//advmod//12 legat//VB|SUP|AKT//ROOT//12 i//PP//case//14 religionen//NN|UTR|SIN|DEF|NOM//obl//12 utan//KN//cc//17 i//PP//case//17 orättvisorna//NN|UTR|PLU|DEF|NOM//obl//12 .//MAD//punct//12
Religionens två ansikten;Religionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 har//VB|PRS|AKT//aux//25 därför//AB//advmod//25 ibland//AB//advmod//25 kommit//VB|SUP|AKT//aux//25 att//IE//mark//25 fångas//VB|INF|SFO//parataxis//12 i//PP//case//28 en//DT|UTR|SIN|IND//det//28 våldsspiral//NN|UTR|SIN|IND|NOM//obl//25 som//HP|-|-|-//obj//33 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//33 inte//AB//advmod//33 har//VB|PRS|AKT//aux//33 skapat//VB|SUP|AKT//acl:relcl//28 .//MAD//punct//25
Religionens två ansikten;Religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 reaktioner//NN|UTR|PLU|IND|NOM//nsubj//43 på//PP//case//39 denna//DT|UTR|SIN|DEF//det//39 typ//NN|UTR|SIN|IND|NOM//nmod//36 av//PP//case//41 våld//NN|NEU|SIN|IND|NOM//nmod//39 har//VB|PRS|AKT//aux//43 varierat//VB|SUP|AKT//parataxis//25 ,//MID//punct//51 men//KN//cc//51 påpekandena//NN|NEU|PLU|DEF|NOM//nsubj:pass//51 och//KN//cc//49 speciﬁka//NN|UTR|SIN|IND|NOM//amod//49 reaktioner//NN|UTR|PLU|IND|NOM//conj//46 har//VB|PRS|AKT//aux//51 framförts//VB|SUP|SFO//conj//43 av//PP//case//53 befrielseteologer//NN|UTR|PLU|IND|NOM//obl:agent//51 .//MAD//punct//12
Religionens två ansikten;I//PP//advmod//58 första//RO|NOM//amod//57 hand//NN|UTR|SIN|IND|NOM//fixed//55 har//VB|PRS|AKT//parataxis//12 befrämjandet//NN|NEU|SIN|DEF|NOM//nsubj//58 av//PP//case//61 kamp//NN|UTR|SIN|IND|NOM//nmod//59 mot//PP//case//63 våld//NN|NEU|SIN|IND|NOM//nmod//61 varit//VB|SUP|AKT//cop//67 en//DT|UTR|SIN|IND//det//66 sorts//NN|UTR|SIN|IND|GEN//nmod:poss//67 respons//NN|UTR|SIN|IND|NOM//obj//58 från//PP//case//69 befrielseteologer//NN|UTR|PLU|IND|NOM//nmod//67 .//MAD//punct//12
Religionens två ansikten;I//PP//case//73 andra//RO|NOM//amod//73 hand//NN|UTR|SIN|IND|NOM//obl//12 att//IE//mark//75 uppnå//VB|INF|AKT//acl//73 befrielse//NN|UTR|SIN|IND|NOM//obj//75 från//PP//case//78 våld//NN|NEU|SIN|IND|NOM//obl//75 när//HA//mark//83 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//83 väl//AB//advmod//83 har//VB|PRS|AKT//aux//83 släppts//VB|SUP|SFO//advcl//12 löst//AB|POS//advmod//83 i//PP//case//88 form//NN|UTR|SIN|IND|NOM//fixed//85 av//PP//fixed//85 krig//NN|NEU|SIN|IND|NOM//obl//83 eller//KN//cc//90 förtryck//NN|NEU|SIN|IND|NOM//conj//88 .//MAD//punct//12
Religionens två ansikten;I//PP//case//93 Centralamerika//PM|NOM//obl//97 har//VB|PRS|AKT//aux//97 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//97 inte//AB//advmod//97 funnits//VB|SUP|SFO//parataxis//12 någon//DT|UTR|SIN|IND//det//99 våldskult//NN|UTR|SIN|IND|NOM//obj//97 i//PP//case//102 religionens//NN|UTR|SIN|DEF|GEN//nmod:poss//102 namn//NN|NEU|SIN|IND|NOM//obl//97 ,//MID//punct//107 men//KN//cc//107 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//107 har//VB|PRS|AKT//aux//107 funnits//VB|SUP|SFO//conj//12 i//PP//case//110 orättvisans//NN|UTR|SIN|DEF|GEN//nmod:poss//110 namn//NN|NEU|SIN|IND|NOM//obl//107 .//MAD//punct//12
Religionens två ansikten;Orättvisa//NN|NEU|PLU|IND|NOM//parataxis//12 är//VB|PRS|AKT//cop//114 våld//NN|NEU|SIN|IND|NOM//nsubj//112 i//PP//case//118 den//DT|UTR|SIN|DEF//det//118 strikta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//118 bemärkelsen//NN|UTR|SIN|DEF|NOM//nmod//114 ,//MID//punct//114 att//SN//mark//125 orättvist//JJ|POS|NEU|SIN|IND|NOM//nsubj//125 eller//KN//cc//124 med//PP//case//124 våld//NN|NEU|SIN|IND|NOM//conj//121 beröva//VB|INF|AKT//acl//114 en//DT|UTR|SIN|IND//det//127 majoritet//NN|UTR|SIN|IND|NOM//iobj//125 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//130 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//130 livsförnödenheter//NN|UTR|PLU|IND|NOM//obj//125 och//KN//cc//132 livet//NN|NEU|SIN|DEF|NOM//conj//130 självt//JJ|POS|NEU|SIN|IND|NOM//amod//132 .//MAD//punct//12 –//PAD//punct//12
Religionens två ansikten;Så//AB//advmod//140 när//HA//fixed//136 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//137 gäller//VB|PRS|AKT//fixed//137 frågan//NN|UTR|SIN|DEF|NOM//obl//12 om//PP//case//142 religion//NN|UTR|SIN|IND|NOM//nmod//140 och//KN//cc//144 våld//NN|NEU|SIN|IND|NOM//conj//142 ,//MID//punct//12 säger//VB|PRS|AKT//parataxis//12 Rienzie//PM|NOM//nsubj//146 Perera//PM|NOM//xcomp//146 ,//MID//punct//150 räcker//VB|PRS|AKT//conj//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//150 inte//AB//advmod//150 med//PP//mark//155 att//IE//mark//155 undersöka//VB|INF|AKT//advcl//150 varför//HA//advmod//158 religion//NN|UTR|SIN|IND|NOM//nsubj//158 genererar//VB|PRS|AKT//ccomp//155 våld//NN|NEU|SIN|IND|NOM//obj//158 .//MAD//punct//12
Religionens två ansikten;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//164 är//VB|PRS|AKT//cop//164 också//AB//advmod//164 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//12 att//IE//mark//166 undersöka//VB|INF|AKT//csubj//164 huruvida//SN//mark//168 religion//NN|UTR|SIN|IND|NOM//csubj//164 rättfärdigar//VB|PRS|AKT//obj//168 eller//KN//cc//171 underlättar//VB|PRS|AKT//conj//164 någon//DT|UTR|SIN|IND//det//173 form//NN|UTR|SIN|IND|NOM//obj//171 av//PP//case//175 våld//NN|NEU|SIN|IND|NOM//nmod//173 .//MAD//punct//164
Religionens två ansikten;Jag//PN|UTR|SIN|DEF|SUB//nsubj//178 anser//VB|PRS|AKT//conj//164 att//SN//mark//183 religion//NN|UTR|SIN|IND|NOM//nsubj//183 inte//AB//advmod//183 borde//VB|PRT|AKT//aux//183 ge//VB|INF|AKT//ccomp//178 upphov//NN|NEU|SIN|IND|NOM//obj//183 till//PP//case//186 våld//NN|NEU|SIN|IND|NOM//obl//183 .//MAD//punct//178
Religionens två ansikten;Men//KN//cc//197 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//194 kan//VB|PRS|AKT//aux//194 inte//AB//advmod//194 heller//AB//advmod//194 vara//VB|INF|AKT//cop//194 tyst//JJ|POS|UTR|SIN|IND|NOM//advmod//197 mitt//AB//advmod//197 ibland//AB//advmod//197 någon//DT|UTR|SIN|IND//conj//178 som//KN//mark//200 helst//AB|SUV//fixed//198 form//NN|UTR|SIN|IND|NOM//acl//197 av//PP//case//202 våld//NN|NEU|SIN|IND|NOM//nmod//200 eller//KN//cc//204 orättvisa//NN|UTR|SIN|IND|NOM//conj//202 .//MAD//punct//164

Religionens roll stark idag;Att//SN//mark//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//2 ser//VB|PRS|AKT//advcl//12 religionens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 roll//NN|UTR|SIN|IND|NOM//obj//2 som//KN//nsubj//8 så//AB//advmod//8 mycket//AB|POS//advmod//8 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//4 just//AB//advmod//10 nu//AB//advmod//8 ,//MID//punct//2 tror//VB|PRS|AKT//ROOT//12 Elisabeth//PM|NOM//nsubj//12 Gerle//PM|NOM//flat//13 har//VB|PRS|AKT//aux//17 att//IE//mark//17 göra//VB|INF|AKT//xcomp//12 med//PP//case//19 tillbakaträdandet//NN|NEU|SIN|DEF|NOM//obl//17 och//KN//cc//21 demonteringen//NN|UTR|SIN|DEF|NOM//conj//19 av//PP//case//23 staten//NN|UTR|SIN|DEF|NOM//nmod//21 ,//MID//punct//26 speciellt//AB|POS//advmod//26 välfärdsstaten//NN|UTR|SIN|DEF|NOM//obl//12 .//MID//punct//12
Religionens roll stark idag;Religion//NN|UTR|SIN|IND|NOM//nsubj//34 kan//VB|PRS|AKT//aux//34 i//PP//case//33 ett//DT|NEU|SIN|IND//det//33 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//33 sammanhang//NN|NEU|SIN|IND|NOM//obl//34 underlätta//VB|INF|AKT//parataxis//12 både//KN//cc//37 mycket//AB|POS//advmod//37 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 och//KN//cc//40 mycket//AB|POS//advmod//40 dåliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 processer//NN|UTR|PLU|IND|NOM//obl//34 ,//MID//punct//43 menar//VB|PRS|AKT//parataxis//34 hon//PN|UTR|SIN|DEF|SUB//nsubj//43 .//MAD//punct//34
