Sammanfattning i delrapporten (SOU:152) Vindkraften en ren energikälla tar plats;(//PAD//punct//1 Utdrag//NN|NEU|SIN|IND|NOM//ROOT//1 )//PAD//punct//1
Omgivningspåverkan;För//PP//case//46 såväl//KN//advmod//46 häckande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//csubj//53 som//KN//case//51 rastande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 och//KN//cc//50 födosökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//48 fåglar//NN|UTR|PLU|IND|NOM//nmod//46 kan//VB|PRS|AKT//aux//53 vindkraftverk//NN|NEU|PLU|IND|NOM//parataxis//33 ha//VB|INF|AKT//xcomp//53 en//DT|UTR|SIN|IND//det//57 skrämmande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 effekt//NN|UTR|SIN|IND|NOM//obj//54 ,//MID//punct//61 men//KN//cc//61 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//61 varierar//VB|PRS|AKT//conj//9 från//PP//case//63 art//NN|UTR|SIN|IND|NOM//obl//61 till//PP//case//65 art//NN|UTR|SIN|IND|NOM//obl//61 .//MAD//punct//9
Omgivningspåverkan;Varken//KN//cc//5 vilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 eller//KN//cc//3 tama//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//1 däggdjur//NN|NEU|PLU|IND|NOM//nsubj//5 verkar//VB|PRS|AKT//aux:pass//6 störas//VB|INF|SFO//ROOT//6 av//PP//case//8 vindkraftverk//NN|NEU|PLU|IND|NOM//obl:agent//6 .//MAD//punct//6
Omgivningspåverkan;Hur//HA//advmod//12 renar//NN|UTR|PLU|IND|NOM//nsubj//12 reagerar//VB|PRS|AKT//advcl//15 på//PP//case//14 vindkraftverk//NN|NEU|PLU|IND|NOM//obl//12 saknas//VB|PRS|SFO//parataxis//6 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//15 dock//AB//advmod//15 erfarenheter//NN|UTR|PLU|IND|NOM//nsubj:pass//15 av//PP//case//18 .//MAD//punct//15
Omgivningspåverkan;Vid//PP//case//22 havslokalisering//NN|UTR|SIN|IND|NOM//obl//36 och//KN//cc//25 strandnära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 lokalisering//NN|UTR|SIN|IND|NOM//conj//22 torde//VB|PRT|AKT//aux//36 påtagliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 störningar//NN|UTR|PLU|IND|NOM//nsubj//36 av//PP//case//30 sälar//NN|UTR|PLU|IND|NOM//nmod//28 och//KN//cc//33 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 däggdjur//NN|NEU|PLU|IND|NOM//conj//30 sannolikt//AB|POS//advmod//36 kunna//VB|INF|AKT//aux//36 uppkomma//VB|INF|AKT//conj//15 bara//AB//advmod//41 i//PP//case//41 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 områden//NN|NEU|PLU|IND|NOM//obl//36 .//MAD//punct//15
Omgivningspåverkan;Lek-//NN|UTR|-|-|SMS//nsubj:pass//10 och//KN//cc//2 uppväxtområden//NN|NEU|PLU|IND|NOM//conj//0 för//PP//case//4 fisk//NN|UTR|SIN|IND|NOM//nmod//2 och//KN//cc//8 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 marina//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 arter//NN|UTR|PLU|IND|NOM//conj//4 kan//VB|PRS|AKT//aux//10 skadas//VB|INF|SFO//ROOT//10 av//PP//case//14 ett//DT|NEU|SIN|IND//det//14 vindkraftverks//NN|NEU|SIN|IND|GEN//amod//14 fundament//NN|NEU|SIN|IND|NOM//obl:agent//10 ,//MID//punct//16 kabeldragningar//NN|UTR|PLU|IND|NOM//conj//14 m.m.//AB|AN//conj//14
Omgivningspåverkan;Fundamentet//NN|NEU|SIN|DEF|NOM//nsubj//23 kan//VB|PRS|AKT//aux//23 å//PP//advmod//23 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//fixed//20 sidan//NN|UTR|SIN|DEF|NOM//fixed//20 ge//VB|INF|AKT//conj//10 förutsättningar//NN|UTR|PLU|IND|NOM//obj//23 som//HP|-|-|-//nsubj//26 medför//VB|PRS|AKT//acl:relcl//24 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 effekter//NN|UTR|PLU|IND|NOM//obj//26 för//PP//case//30 fisk//NN|UTR|SIN|IND|NOM//nmod//28 och//KN//cc//34 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 marina//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 djur//NN|NEU|PLU|IND|NOM//conj//30 ,//MID//punct//28 liksom//PP//mark//37 växter//NN|UTR|PLU|IND|NOM//obl//26 ,//MID//punct//43 genom//PP//mark//43 att//SN//mark//43 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//43 kan//VB|PRS|AKT//aux//43 fungera//VB|INF|AKT//advcl//23 som//KN//mark//47 ett//DT|NEU|SIN|IND//det//47 artificiellt//JJ|POS|NEU|SIN|IND|NOM//amod//47 rev//NN|NEU|SIN|IND|NOM//xcomp//43 .//MAD//punct//10
Omgivningspåverkan;Ljud//NN|NEU|SIN|IND|NOM//nsubj//55 som//HP|-|-|-//nsubj:pass//51 sprids//VB|PRS|SFO//acl:relcl//49 i//PP//case//53 vattnet//NN|NEU|SIN|DEF|NOM//obl//51 kan//VB|PRS|AKT//aux//55 ha//VB|INF|AKT//parataxis//10 betydelse//NN|UTR|SIN|IND|NOM//obj//55 för//PP//case//59 fiskars//NN|UTR|PLU|IND|GEN//nmod:poss//59 beteende//NN|NEU|SIN|IND|NOM//obl//55 .//MAD//punct//55
Omgivningspåverkan;Även//AB//advmod//63 elektromagnetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 fält//NN|NEU|PLU|IND|NOM//nsubj//69 runt//PP//case//65 kablar//NN|UTR|PLU|IND|NOM//nmod//63 och//KN//cc//67 generatorer//NN|UTR|PLU|IND|NOM//conj//65 kan//VB|PRS|AKT//aux//69 påverka//VB|INF|AKT//parataxis//55 fiskarna//NN|UTR|PLU|DEF|NOM//obj//69 .//MAD//punct//10
Omgivningspåverkan;Den//DT|UTR|SIN|DEF//det//2 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 påverkan//NN|UTR|SIN|IND|NOM//nsubj//16 till//PP//case//6 följd//NN|UTR|SIN|IND|NOM//fixed//3 av//PP//case//6 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//2 och//KN//cc//9 tillhörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 vägar//NN|UTR|PLU|IND|NOM//conj//6 ,//MID//punct//9 ledningar//NN|UTR|PLU|IND|NOM//conj//6 ,//MID//punct//13 kablar//NN|UTR|PLU|IND|NOM//conj//6 m.m.//AB|AN//conj//6 kan//VB|PRS|AKT//aux//16 ändra//VB|INF|AKT//ROOT//16 biotopen//NN|UTR|SIN|DEF|NOM//obj//16 i//PP//case//20 ett//DT|NEU|SIN|IND//det//20 område//NN|NEU|SIN|IND|NOM//obl//16 och//KN//cc//23 därigenom//AB//advmod//23 påverka//VB|INF|AKT//conj//16 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//23 för//PP//case//27 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 arter//NN|UTR|PLU|IND|NOM//nmod//24 .//MAD//punct//16

Vindenergiintressets tyngd;Platser//NN|UTR|PLU|IND|NOM//nsubj//6 med//PP//case//0 för//PP//case//3 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//0 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 vindförutsättningar//NN|UTR|PLU|IND|NOM//nmod//0 finns//VB|PRS|SFO//ROOT//6 ofta//AB|POS//advmod//6 i//PP//case//10 omr//PS|UTR/NEU|PLU|DEF//amod//10 åden//NN|NEU|PLU|IND|NOM//obl//6 som//HP|-|-|-//nsubj//15 är//VB|PRS|AKT//cop//15 av//PP//case//15 stort//JJ|POS|NEU|SIN|IND|NOM//amod//15 värde//NN|NEU|SIN|IND|NOM//xcomp//6 för//PP//case//17 natur-//NN|UTR|-|-|SMS//nmod//15 och//KN//cc//19 kulturvården//NN|UTR|SIN|DEF|NOM//conj//17 och//KN//cc//23 för//PP//advmod//23 friluftsl//NN|UTR|SIN|IND|NOM//fixed//21 ivet//NN|NEU|SIN|DEF|NOM//conj//17 .//MAD//punct//6
Vindenergiintressets tyngd;Frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//35 om//PP//mark//30 hur//HA//advmod//30 vindkraftsintresset//NN|NEU|SIN|DEF|NOM//nsubj:pass//30 skall//VB|PRS|AKT//aux//30 vägas//VB|INF|SFO//acl//25 mot//PP//case//34 dessa//DT|UTR/NEU|PLU|DEF//det//34 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 intressen//NN|NEU|PLU|IND|NOM//obl//30 tas//VB|PRS|SFO//conj//6 upp//PL//compound:prt//35 i//PP//case//39 kapitel//NN|NEU|SIN|IND|NOM//nmod//39 4//RG|NOM//obl//35 .//MAD//punct//6
Vindenergiintressets tyngd;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 energipolitiken//NN|UTR|SIN|DEF|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 allmänt//AB|POS//advmod//5 inriktad//PC|PRF|UTR|SIN|IND|NOM//ROOT//5 på//PP//mark//8 att//IE//mark//8 stimulera//VB|INF|AKT//advcl//5 förnye//NN|UTR|SIN|IND|NOM//amod//10 lsebara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//8 och//KN//cc//13 miljövänliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 energi//NN|UTR|SIN|IND|NOM//conj//10 källor//NN|UTR|PLU|IND|NOM//obj//8 .//MID//punct//19
Vindenergiintressets tyngd;Något//DT|NEU|SIN|IND//det//19 långsikt//JJ|POS|NEU|SIN|IND|NOM//amod//19 igt//JJ|POS|NEU|SIN|IND|NOM//amod//19 mål//NN|NEU|SIN|IND|NOM//appos//5 för//PP//case//21 vin//NN|NEU|SIN|IND|NOM//nmod//19 dkraftens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 roll//NN|UTR|SIN|IND|NOM//obl//5 i//PP//case//27 det//DT|NEU|SIN|DEF//det//27 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 energisystemet//NN|NEU|SIN|DEF|NOM//nmod//23 har//VB|PRS|AKT//aux//31 dock//AB//advmod//31 inte//AB//advmod//31 lagts//VB|SUP|SFO//conj//5 fast//PL//compound:prt//31 .//MAD//punct//31
Vindenergiintressets tyngd;För//PP//mark//39 att//SN//fixed//34 man//PN|UTR|SIN|IND|SUB//nsubj//39 skall//VB|PRS|AKT//aux//39 kunna//VB|INF|AKT//aux//39 göra//VB|INF|AKT//advcl//46 i//PP//case//45 ett//DT|NEU|SIN|IND//det//43 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//43 perspektiv//NN|NEU|SIN|IND|NOM//nmod//45 välgrundade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//45 avvägnin//NN|UTR|SIN|DEF|NOM//obl//39 gar//VB|PRS|AKT//conj//31 mellan//PP//case//48 vindkraftsintresset//NN|NEU|SIN|DEF|NOM//obl//46 och//KN//cc//51 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 intressen//NN|NEU|PLU|IND|NOM//conj//48 menar//VB|PRS|AKT//conj//5 vi//PN|UTR|PLU|DEF|SUB//nsubj//52 att//SN//mark//57 statsmakterna//NN|UTR|PLU|DEF|NOM//nsubj//57 skulle//VB|PRT|AKT//aux//57 behöva//VB|INF|AKT//ccomp//52 precisera//VB|INF|AKT//xcomp//57 vilket//HD|NEU|SIN|IND//det//60 mål//NN|NEU|SIN|IND|NOM//obj//58 som//HP|-|-|-//nsubj//63 skall//VB|PRS|AKT//aux//63 gälla//VB|INF|AKT//acl:relcl//60 för//PP//case//65 produktionen//NN|UTR|SIN|DEF|NOM//obl//63 av//PP//case//69 el//NN|UTR|SIN|IND|NOM//fixed//66 från//PP//case//69 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//65 .//MAD//punct//5
Vindenergiintressets tyngd;Hur//HA//advmod//5 lokaliseringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 av//PP//case//3 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//1 bör//VB|PRS|AKT//aux//5 hanteras//VB|INF|SFO//csubj//17 med//PP//case//10 avseende//NN|NEU|SIN|IND|NOM//fixed//6 på//PP//fixed//6 hu//IN//nmod//10 shållningen//NN|UTR|SIN|DEF|NOM//obl//5 med//PP//case//12 mark-//NN|UTR|-|-|SMS//nmod//10 och//KN//cc//14 vattenområden//NN|NEU|PLU|IND|NOM//conj//12 är//VB|PRS|AKT//cop//17 en//DT|UTR|SIN|IND//det//17 fråga//NN|UTR|SIN|IND|NOM//ROOT//17 som//HP|-|-|-//obj//20 vi//PN|UTR|PLU|DEF|SUB//nsubj//20 har//VB|PRS|AKT//acl:relcl//17 till//PP//advmod//23 up//UO//fixed//21 pgift//UO//obj//20 att//IE//mark//26 närmare//AB|KOM//advmod//26 överväga//VB|INF|AKT//advcl//20 i//PP//case//30 det//DT|NEU|SIN|DEF//det//30 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//30 arbetet//NN|NEU|SIN|DEF|NOM//obl//26 .//MAD//punct//17
Vindenergiintressets tyngd;Vi//PN|UTR|PLU|DEF|SUB//nsubj//33 gör//VB|PRS|AKT//parataxis//17 emellertid//AB//advmod//33 redan//AB//advmod//33 nu//AB//advmod//33 den//DT|UTR|SIN|DEF//det//38 bedömningen//NN|UTR|SIN|DEF|NOM//obj//33 att//SN//mark//48 de//DT|UTR/NEU|PLU|DEF//det//43 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 översiktliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 planerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//48 i//PP//case//46 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 grad//NN|UTR|SIN|IND|NOM//nmod//43 bör//VB|PRS|AKT//aux//48 användas//VB|INF|SFO//acl//38 för//PP//mark//54 att//IE//mark//54 i//PP//case//53 ett//DT|NEU|SIN|IND//det//53 helhetsperspektiv//NN|NEU|SIN|IND|NOM//obl//54 överväga//VB|INF|AKT//advcl//48 mera//AB|KOM//advmod//56 omfa//JJ|POS|UTR|SIN|IND|NOM//obj//54 ttande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 utbyggnader//NN|UTR|PLU|IND|NOM//obj//54 av//PP//case//60 vindkraften//NN|UTR|SIN|DEF|NOM//nmod//58 .//MAD//punct//33
Vindenergiintressets tyngd;En//DT|UTR|SIN|IND//det//64 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//64 problemställning//NN|UTR|SIN|IND|NOM//obj//33 härvid//AB//advmod//64 är//VB|PRS|AKT//cop//64 hur//HA//advmod//70 vindkraften//NN|UTR|SIN|DEF|NOM//nsubj:pass//70 kan//VB|PRS|AKT//aux//70 hävdas//VB|INF|SFO//ccomp//33 som//KN//case//74 ett//DT|NEU|SIN|IND//det//74 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//74 intresse//NN|NEU|SIN|IND|NOM//obl//70 i//PP//case//81 förhållande//NN|NEU|SIN|IND|NOM//fixed//75 till//PP//fixed//75 ol//JJ|POS|UTR|SIN|IND|NOM//nmod//79 ika//NN|AN//nmod//81 etablerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//81 bevarandeintressen//NN|UTR|SIN|DEF|NOM//nmod//74 .//MAD//punct//33

Splittrad prövning;"Enligt//PP//case//1 miljöskyddslagens//NN|UTR|SIN|DEF|GEN//obl//6 (//PAD//punct//3 ML//PM|NOM//appos//1 )//PAD//punct//3 bestämmelser//NN|UTR|PLU|IND|NOM//conj//1 prövas//VB|PRS|SFO//ROOT//6 vindkraftverk//NN|NEU|PLU|IND|NOM//nsubj:pass//6 ber//VB|PRS|AKT//xcomp//6 oende//NN|NEU|SIN|IND|NOM//xcomp//8 på//PP//case//11 effekten//NN|UTR|SIN|DEF|NOM//obl//8 av//PP//case//14 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 instanser//NN|UTR|PLU|IND|NOM//nmod//11 ;//MID//punct//14"
Splittrad prövning;kommun//NN|UTR|SIN|IND|NOM//appos//14 ,//MID//punct//18 länsstyrelse//NN|UTR|SIN|IND|NOM//conj//16 ,//MID//punct//20 Koncessionsnämnden//PM|NOM//conj//16 för//PP//case//22 miljöskydd//NN|NEU|SIN|IND|NOM//nmod//20 respektive//AB//cc//24 regeringen//NN|UTR|SIN|DEF|NOM//conj//22 .//MID//punct//6
Splittrad prövning;Som//HP|-|-|-//mark//27 redovisas//VB|PRS|SFO//advcl//6 i//PP//case//30 kapitel//NN|NEU|SIN|IND|NOM//nmod//30 5//RG|NOM//obl//27  //_SP////30 har//VB|PRS|AKT//conj//6 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//32 ,//MID//punct//36 enligt//PP//case//36 enkätsvaren//NN|UTR|SIN|DEF|NOM//obl//32 ,//MID//punct//38 medfört//VB|SUP|AKT//conj//6 att//SN//mark//42 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 etableringar//NN|UTR|PLU|IND|NOM//nsubj:pass//42 styckas//VB|INF|SFO//ccomp//38 upp//PL//compound:prt//42 ,//MID//punct//38 vilket//HP|NEU|SIN|IND//nsubj//46 innebär//VB|PRS|AKT//conj//6 svårigheter//NN|UTR|PLU|IND|NOM//obj//46 att//IE//mark//49 göra//VB|INF|AKT//acl//47 en//DT|UTR|SIN|IND//det//51 helhetsbedömning//NN|UTR|SIN|IND|NOM//obj//49 av//PP//case//55 den//DT|UTR|SIN|DEF//det//55 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//55 utbyggnaden//NN|UTR|SIN|DEF|NOM//nmod//51 i//PP//case//58 ett//DT|NEU|SIN|IND//det//58 område//NN|NEU|SIN|IND|NOM//nmod//55 .//MAD//punct//6
Splittrad prövning;Man//PN|UTR|SIN|IND|SUB//nsubj//61 pekar//VB|PRS|AKT//parataxis//6 även//AB//advmod//61 på//PP//case//64 brister//NN|UTR|PLU|IND|NOM//obl//61 i//PP//case//66 samordningen//NN|UTR|SIN|DEF|NOM//nmod//64 av//PP//case//68 prövningen//NN|UTR|SIN|DEF|NOM//nmod//66 enligt//PP//case//70 miljöskyddslagen//NN|UTR|SIN|DEF|NOM//nmod//68 och//KN//cc//72 prövningen//NN|UTR|SIN|DEF|NOM//conj//70 enligt//PP//case//74 plan-//NN|UTR|-|-|SMS//nmod//72 och//KN//cc//76 bygglagen//NN|UTR|SIN|DEF|NOM//conj//74 .//MAD//punct//61

Förstärkning av elnät;I//PP//case//2 kapitel//NN|NEU|SIN|IND|NOM//nmod//2 6//RG|NOM//obl//4  //_SP////2 gör//VB|PRS|AKT//ROOT//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 bedömningen//NN|UTR|SIN|DEF|NOM//obj//4 att//SN//mark//14 behov//NN|NEU|SIN|IND|NOM//nsubj//14 av//PP//mark//11 att//IE//mark//11 förstärka//VB|INF|AKT//acl//8 elnäten//NN|NEU|PLU|DEF|NOM//obj//11 kan//VB|PRS|AKT//aux//14 uppstå//VB|INF|AKT//ccomp//4 i//PP//case//20 så//AB//advmod//17 gott//AB|POS//fixed//15 som//HA//case//20 alla//DT|UTR/NEU|PLU|IND/DEF//det//20 delar//NN|UTR|PLU|IND|NOM//obl//14 av//PP//case//22 landet//NN|NEU|SIN|DEF|NOM//nmod//20 där//HA//advmod//25 vindkraftverk//NN|NEU|PLU|IND|NOM//nsubj:pass//25 byggs//VB|PRS|SFO//acl:relcl//20 .//MAD//punct//4
Förstärkning av elnät;I//PP//case//29 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 delar//NN|UTR|PLU|IND|NOM//obl//32 av//PP//case//31 landet//NN|NEU|SIN|DEF|NOM//nmod//29 finns//VB|PRS|SFO//parataxis//4 redan//AB//advmod//32 ett//DT|NEU|SIN|IND//det//37 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//37 behov//NN|NEU|SIN|IND|NOM//obj//32 .//MAD//punct//32
Förstärkning av elnät;Kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//40 belastar//VB|PRS|AKT//parataxis//32 i//PP//advmod//40 regel//NN|UTR|SIN|IND|NOM//fixed//41 den//DT|UTR|SIN|DEF//det//44 etablering//NN|UTR|SIN|IND|NOM//obj//40 som//HP|-|-|-//nsubj//46 medför//VB|PRS|AKT//acl:relcl//44 att//SN//mark//49 elnätet//NN|NEU|SIN|DEF|NOM//nsubj//49 når//VB|PRS|AKT//ccomp//46 sin//PS|UTR|SIN|DEF//nmod:poss//51 kapacitet//NN|UTR|SIN|IND|NOM//obj//49 sgräns//VB|PRT|SFO//obj//49 .//MAD//punct//40
Förstärkning av elnät;De//DT|UTR/NEU|PLU|DEF//det//56 överslagsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 beräkningar//NN|UTR|PLU|IND|NOM//nsubj//61 vi//PN|UTR|PLU|DEF|SUB//nsubj//60 har//VB|PRS|AKT//aux//60 kunnat//VB|SUP|AKT//aux//60 göra//VB|INF|AKT//acl:relcl//56 visar//VB|PRS|AKT//parataxis//40 att//SN//mark//65 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//65 ofta//AB|POS//advmod//65 uppgår//VB|PRS|AKT//ccomp//61 till//PP//case//67 miljonbelopp//NN|NEU|PLU|IND|NOM//obl//65 .//MAD//punct//4
Förstärkning av elnät;Vi//PN|UTR|PLU|DEF|SUB//nsubj//70 har//VB|PRS|AKT//parataxis//4 till//PP//case//72 uppgift//NN|UTR|SIN|IND|NOM//obl//70 att//IE//mark//79 i//PP//case//77 det//DT|NEU|SIN|DEF//det//77 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//77 arbetet//NN|NEU|SIN|DEF|NOM//obl//79 närmare//AB|KOM//advmod//79 överväga//VB|INF|AKT//acl//72 behovet//NN|NEU|SIN|DEF|NOM//obj//79 av//PP//case//82 ersättning//NN|UTR|SIN|IND|NOM//nmod//80 för//PP//case//84 kostnaderna//NN|UTR|PLU|DEF|NOM//obl//79 för//PP//mark//87 att//IE//mark//87 förstärka//VB|INF|AKT//advcl//79 elnät//NN|NEU|PLU|IND|NOM//obj//87 .//MAD//punct//70

Bättre kunskapsunderlag;I//PP//case//2 kapitel//NN|NEU|SIN|IND|NOM//nmod//2 7//RG|NOM//obl//4  //_SP////2 sammanfattar//VB|PRS|AKT//ROOT//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 behoven//NN|NEU|PLU|DEF|NOM//obj//4 av//PP//case//9 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 underlag//NN|NEU|PLU|IND|NOM//nmod//6 och//KN//cc//11 kunskaper//NN|UTR|PLU|IND|NOM//conj//9 för//PP//case//13 planering//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//15 tillståndsprövning//NN|UTR|SIN|IND|NOM//conj//13 av//PP//case//17 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//15 .//MAD//punct//4
Bättre kunskapsunderlag;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1 att//SN//mark//16 tillgången//NN|UTR|SIN|DEF|NOM//nsubj//16 till//PP//case//6 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 vindkarteringar//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//9 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 frågor//NN|UTR|PLU|IND|NOM//conj//6 som//HP|-|-|-//nsubj//11 rör//VB|PRS|AKT//acl:relcl//9 havsrespektive//AB//nmod:poss//13 fjällokalisering//NN|UTR|SIN|IND|NOM//obj//11 av//PP//case//15 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//13 är//VB|PRS|AKT//ccomp//1 av//PP//case//20 en//DT|UTR|SIN|IND//det//20 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//20 betydelse//NN|UTR|SIN|IND|NOM//obl//16 för//PP//case//23 vindkraftens//NN|NEU|PLU|DEF|GEN//nmod:poss//23 utveckling//NN|UTR|SIN|IND|NOM//nmod//20 att//SN//mark//27 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//27 bör//VB|PRS|AKT//aux//27 överväga//VB|INF|AKT//acl//20 formerna//NN|UTR|PLU|DEF|NOM//obj//27 för//PP//mark//31 att//IE//mark//31 ta//VB|INF|AKT//advcl//27 fram//PL//compound:prt//31 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//34 underlagsmaterial//NN|NEU|SIN|IND|NOM//obj//31 .//MAD//punct//1


Maj 1999 (1);Vårt//PS|NEU|SIN|DEF//nmod:poss//1 behov//NN|NEU|SIN|IND|NOM//nsubj//4 av//PP//case//1 el//NN|UTR|SIN|IND|NOM//cc//4 leder//VB|PRS|AKT//ROOT//4 till//PP//mark//9 att//SN//mark//9 vi//PN|UTR|PLU|DEF|SUB//nsubj//9 behöver//VB|PRS|AKT//aux//9 bygga//VB|INF|AKT//advcl//4 anläggningar//NN|UTR|PLU|IND|NOM//obj//9 för//PP//mark//13 att//IE//mark//13 prod//UO//advcl//9 ucera//UO//xcomp//13 el//UO//cc//13 ,//MID//punct//17 transmissonsledningar//NN|UTR|PLU|IND|NOM//conj//13 etc.//AB|AN//conj//13 Ett//DT|NEU|SIN|IND//det//20 sätt//NN|NEU|SIN|IND|NOM//obj//13 att//IE//mark//22 producera//VB|INF|AKT//acl//20 el//KN//cc//26 är//VB|PRS|AKT//cop//26 att//IE//mark//26 använda//VB|INF|AKT//conj//4 vindkraft//NN|UTR|SIN|IND|NOM//obj//26 .//MAD//punct//4
Maj 1999 (1);Vindkraften//NN|UTR|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 en//DT|UTR|SIN|IND//det//4 ren//JJ|POS|UTR|SIN|IND|NOM//amod//4 energikälla//NN|UTR|SIN|IND|NOM//ROOT//4 ,//MID//punct//8 men//KN//cc//8 vindkraftverket//NN|NEU|SIN|DEF|NOM//nsubj//8 kräver//VB|PRS|AKT//conj//4 utrymme//NN|NEU|SIN|IND|NOM//obj//8 .//MAD//punct//8
