"""%(/6 /#( +/34.!$%2";Bilagor//NN|UTR|PLU|IND|NOM//ROOT//0
Bilaga 2: Naturskydd och naturhänsyn i skogen;Markägaren//NN|UTR|SIN|DEF|NOM//nsubj//47 blir//VB|PRS|AKT//parataxis//23 genom//PP//case//49 avtalen//NN|NEU|PLU|DEF|NOM//obl//47 inte//AB//advmod//51 skyldig//JJ|POS|UTR|SIN|IND|NOM//xcomp//47 att//IE//mark//53 utföra//VB|INF|AKT//advcl//51 viss//JJ|POS|UTR|SIN|IND|NOM//amod//55 åtgärd//NN|UTR|SIN|IND|NOM//obj//53 ,//MID//punct//23 men//KN//cc//60 skogsvårdsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//60 kan//VB|PRS|AKT//aux//60 ges//VB|INF|SFO//conj//23 rätt//NN|UTR|SIN|IND|NOM//xcomp//60 att//IE//mark//63 utföra//VB|INF|AKT//acl//61 eller//KN//cc//65 tillåta//VB|INF|AKT//conj//63 markägaren//NN|UTR|SIN|DEF|NOM//obj//65 att//IE//mark//68 utföra//VB|INF|AKT//advcl//60 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 åtgärder//NN|UTR|PLU|IND|NOM//obj//68 .//MAD//punct//23
Bilaga 2: Naturskydd och naturhänsyn i skogen;Avtalen//NN|NEU|PLU|DEF|NOM//nsubj//1 ger//VB|PRS|AKT//ROOT//1 i//PP//advmod//1 regel//NN|UTR|SIN|IND|NOM//fixed//2 markägaren//NN|UTR|SIN|DEF|NOM//iobj//1 rätt//NN|UTR|SIN|IND|NOM//obj//1 till//PP//case//7 ersättning//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj:pass//9 utbetalas//VB|PRS|SFO//acl:relcl//7 som//KN//case//12 ett//DT|NEU|SIN|IND//det//12 engångsbelopp//NN|NEU|SIN|IND|NOM//obl//9 .//MAD//punct//1
Bilaga 2: Naturskydd och naturhänsyn i skogen;Avtalen//NN|NEU|PLU|DEF|NOM//nsubj:pass//15 tecknas//VB|PRS|SFO//parataxis//1 ofta//AB|POS//advmod//15 på//PP//case//19 50//RG|NOM//nummod//19 år//NN|NEU|PLU|IND|NOM//obl//15 .//MAD//punct//15
Bilaga 2: Naturskydd och naturhänsyn i skogen;Totalt//AB|POS//advmod//1 beräknas//VB|PRS|SFO//ROOT//1 skogsvårdsstyrelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//1 ha//VB|INF|AKT//aux//4 tecknat//VB|SUP|AKT//xcomp//1 ca//AB|AN//advmod//6 190//RG|NOM//nummod//7 avtal//NN|NEU|PLU|IND|NOM//obj//4 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//11 drygt//AB|POS//advmod//10 1//RG|NOM//nummod//11 000//RG|NOM//nmod//7 ha//VB|INF|AKT//xcomp//1 till//AB//compound:prt//12 och//KN//fixed//13 med//AB//fixed//13 år//NN|NEU|SIN|IND|NOM//nmod//17 1996//RG|NOM//obl//12 .//MAD//punct//1
Bilaga 2: Naturskydd och naturhänsyn i skogen;Avtalsområdena//NN|NEU|PLU|DEF|NOM//nsubj//25 är//VB|PRS|AKT//cop//25 i//PP//case//22 genomsnitt//NN|NEU|SIN|IND|NOM//obl//24 drygt//AB|POS//advmod//24 6//RG|NOM//nummod//25 ha//VB|INF|AKT//parataxis//1 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//25 .//MAD//punct//25
Bilaga 2: Naturskydd och naturhänsyn i skogen;Medeltal//NN|NEU|SIN|IND|NOM//nsubj//37 för//PP//case//30 ersättning//NN|UTR|SIN|IND|NOM//nmod//28 till//PP//case//32 markägaren//NN|UTR|SIN|DEF|NOM//nmod//28 är//VB|PRS|AKT//cop//37 ca//AB|AN//advmod//35 6//RG|NOM//nummod//36 300//RG|NOM//nummod//37 kr//NN|AN//parataxis//25 ///MID//cc//39 ha//NN|AN//conj//37 .//MAD//punct//37
Bilaga 2: Naturskydd och naturhänsyn i skogen;Flest//JJ|SUV|UTR/NEU|PLU|IND|NOM//amod//42 avtal//NN|NEU|PLU|IND|NOM//nsubj:pass//44 har//VB|PRS|AKT//aux//44 tecknats//VB|SUP|SFO//conj//25 för//PP//case//46 naturtyperna//NN|UTR|PLU|DEF|NOM//obl//44 lövbränneliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 skog//NN|UTR|SIN|IND|NOM//obl//44 ,//MID//punct//48 naturskogsartad//PC|PRF|UTR|SIN|IND|NOM//amod//51 barr-//NN|-|-|-|SMS//conj//48 eller//KN//cc//53 lövskog//NN|UTR|SIN|IND|NOM//conj//51 samt//KN//cc//55 ädellövskog//NN|UTR|SIN|IND|NOM//conj//48 .//MAD//punct//1
Bilaga 2: Naturskydd och naturhänsyn i skogen;Naturvårdsavtal//NN|NEU|SIN|IND|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 tillämpats//VB|SUP|SFO//ROOT//2 sedan//PP//case//5 år//NN|NEU|SIN|IND|NOM//nmod//5 1994//RG|NOM//obl//2 och//KN//cc//10 erfarenheterna//NN|UTR|PLU|DEF|NOM//nsubj//10 är//VB|PRS|AKT//cop//10 övervägande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//10 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 .//MAD//punct//10
Bilaga 2: Naturskydd och naturhänsyn i skogen;Användning//NN|UTR|SIN|IND|NOM//nsubj//17 av//PP//case//14 avtal//NN|NEU|PLU|IND|NOM//nmod//12 i//PP//case//16 naturvårdsarbetet//NN|NEU|SIN|DEF|NOM//nmod//14 har//VB|PRS|AKT//conj//2 ett//DT|NEU|SIN|IND//det//20 starkt//JJ|POS|NEU|SIN|IND|NOM//amod//20 stöd//NN|NEU|SIN|IND|NOM//obj//17 från//PP//case//22 skogsnäringen//NN|UTR|SIN|DEF|NOM//obl//17 .//MAD//punct//17
Bilaga 2: Naturskydd och naturhänsyn i skogen;Avtalen//NN|NEU|PLU|DEF|NOM//nsubj//25 förutsätter//VB|PRS|AKT//parataxis//17 markägarens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 engagemang//NN|NEU|SIN|IND|NOM//obj//25 och//KN//cc//30 frivilliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 medverkan//NN|UTR|SIN|IND|NOM//conj//27 och//KN//cc//32 ger//VB|PRS|AKT//conj//25 denne//DT|MAS|SIN|DEF//iobj//32 inflytande//NN|NEU|SIN|IND|NOM//obj//32 och//KN//cc//36 delaktighet//NN|UTR|SIN|IND|NOM//conj//34 .//MID//punct//32
Bilaga 2: Naturskydd och naturhänsyn i skogen;Naturvårdsavtal//NN|NEU|SIN|IND|NOM//nsubj//42 är//VB|PRS|AKT//cop//42 ett//DT|NEU|SIN|IND//det//42 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//42 komplement//NN|NEU|SIN|IND|NOM//parataxis//32 till//PP//case//45 bl.a.//AB|AN//advmod//45 naturreservat//NN|NEU|SIN|IND|NOM//obl//42 och//KN//cc//47 biotopskydd//NN|NEU|SIN|IND|NOM//conj//45 ,//MID//punct//51 och//KN//cc//51 kan//VB|PRS|AKT//aux//51 tillvarata//VB|INF|AKT//conj//42 och//KN//cc//53 befästa//VB|INF|AKT//conj//51 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 avsättningar//NN|UTR|PLU|IND|NOM//obj//53 och//KN//cc//57 markägarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//58 sektorsansvar//NN|UTR|PLU|IND|NOM//conj//55 .//MAD//punct//17
Bilaga 2: Naturskydd och naturhänsyn i skogen;Avtalen//NN|NEU|PLU|DEF|NOM//nsubj:pass//61 används//VB|PRS|SFO//parataxis//17 i//PP//advmod//61 regel//NN|UTR|SIN|IND|NOM//fixed//62 på//PP//case//66 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 typer//NN|UTR|PLU|IND|NOM//obl//61 av//PP//case//68 områden//NN|NEU|PLU|IND|NOM//nmod//66 än//KN//mark//70 de//PN|UTR/NEU|PLU|DEF|SUB//acl//66 som//HP|-|-|-//nsubj//73 kan//VB|PRS|AKT//aux//73 komma//VB|INF|AKT//acl:relcl//70 ifråga//AB//case//76 för//PP//fixed//74 biotopskydd//NN|NEU|SIN|IND|NOM//obl//73 eller//KN//cc//78 naturreservat//NN|NEU|SIN|IND|NOM//conj//76 .//MID//punct//17
Bilaga 2: Naturskydd och naturhänsyn i skogen;Naturvårdsavtal//NN|NEU|SIN|IND|NOM//nsubj:pass//84 kan//VB|PRS|AKT//aux//84 idag//AB//advmod//84 inte//AB//advmod//84 göras//VB|INF|SFO//parataxis//17 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//84 mot//PP//case//88 ny//JJ|POS|UTR|SIN|IND|NOM//amod//88 ägare//NN|UTR|SIN|IND|NOM//obl//84 av//PP//case//90 fastigheten//NN|UTR|SIN|DEF|NOM//nmod//88 ,//MID//punct//96 vilket//HP|NEU|SIN|IND//nsubj//96 är//VB|PRS|AKT//cop//96 en//DT|UTR|SIN|IND//det//96 avsevärd//JJ|POS|UTR|SIN|IND|NOM//amod//96 begränsning//NN|UTR|SIN|IND|NOM//parataxis//17 .//MAD//punct//17
Bilaga 2: Naturskydd och naturhänsyn i skogen;Skogsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//100 har//VB|PRS|AKT//aux//100 föreslagit//VB|SUP|AKT//parataxis//17 en//DT|UTR|SIN|IND//det//102 lagändring//NN|UTR|SIN|IND|NOM//obj//100 för//PP//mark//105 att//IE//mark//105 komma//VB|INF|AKT//acl//102 tillrätta//PL//advmod//105 med//PP//case//108 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//105 .//MAD//punct//17
Bilaga 2: Naturskydd och naturhänsyn i skogen;Avtalen//NN|NEU|PLU|DEF|NOM//nsubj//114 skulle//VB|PRT|AKT//aux//114 därefter//AB//advmod//114 kunna//VB|INF|AKT//aux//114 fylla//VB|INF|AKT//parataxis//17 en//DT|UTR|SIN|IND//det//121 ännu//AB//advmod//117 viktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//121 och//KN//cc//119 långsiktigt//AB|POS//advmod//120 säkrare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//121 funktion//NN|UTR|SIN|IND|NOM//obj//114 .//MAD//punct//114
Bilaga 2: Naturskydd och naturhänsyn i skogen;Avtalen//NN|NEU|PLU|DEF|NOM//nsubj//127 är//VB|PRS|AKT//cop//127 sannolikt//AB|POS//advmod//127 mycket//AB|POS//advmod//127 kostnadseffektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//114 för//PP//case//129 staten//NN|UTR|SIN|DEF|NOM//obl//127 och//KN//cc//131 ersättningen//NN|UTR|SIN|DEF|NOM//conj//129 är//VB|PRS|AKT//cop//136 i//PP//advmod//136 regel//NN|UTR|SIN|IND|NOM//fixed//133 relativt//AB|POS//advmod//136 låg//JJ|POS|UTR|SIN|IND|NOM//conj//114 .//MAD//punct//136
Bilaga 2: Naturskydd och naturhänsyn i skogen;I//PP//case//139 avvaktan//NN|UTR|SIN|IND|NOM//obl//151 på//PP//case//143 en//DT|UTR|SIN|IND//det//143 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//143 lagändring//NN|UTR|SIN|IND|NOM//nmod//139 som//HP|-|-|-//nsubj//145 gör//VB|PRS|AKT//acl:relcl//143 avtalen//NN|NEU|PLU|DEF|NOM//obj//145 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//145 mot//PP//case//150 ny//JJ|POS|UTR|SIN|IND|NOM//amod//150 ägare//NN|UTR|SIN|IND|NOM//obl//145 avser//VB|PRS|AKT//conj//136 dock//AB//advmod//151 Skogsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//151 att//IE//mark//155 fortsatt//AB//acl//153 prioritera//VB|INF|AKT//xcomp//155 biotopskyddsarbetet//NN|NEU|SIN|DEF|NOM//obj//156 .//MAD//punct//17
Bilaga 2: Naturskydd och naturhänsyn i skogen;Frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 avsättningar//NN|UTR|PLU|IND|NOM//ROOT//1
Bilaga 2: Naturskydd och naturhänsyn i skogen;Skogsägare//NN|UTR|PLU|IND|NOM//nsubj//3 och//KN//cc//2 skogsföretag//NN|NEU|PLU|IND|NOM//conj//0 har//VB|PRS|AKT//aux//7 i//PP//case//6 en//DT|UTR|SIN|IND//det//6 enkätundersökning//NN|UTR|SIN|IND|NOM//obl//7 redovisat//VB|SUP|AKT//ROOT//7 sina//PS|UTR/NEU|PLU|DEF//cc//9 frivilligt//AB|POS//advmod//7 och//KN//cc//13 utan//PP//case//12 ersättning//NN|UTR|SIN|IND|NOM//obl//13 avsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 hänsynsområden//NN|NEU|PLU|IND|NOM//obj//7 .//MAD//punct//7
Bilaga 2: Naturskydd och naturhänsyn i skogen;Inom//PP//case//17 hänsynsområden//NN|NEU|PLU|IND|NOM//obl//21 skall//VB|PRS|AKT//aux//21 inte//AB//advmod//21 skogsbruk//NN|NEU|SIN|IND|NOM//nsubj//21 förekomma//VB|INF|AKT//parataxis//7 som//HP|-|-|-//mark//24 kan//VB|PRS|AKT//aux//24 skada//VB|INF|AKT//advcl//21 natur-//NN|UTR|-|-|SMS//obj//24 eller//KN//cc//27 kulturvärden//NN|NEU|PLU|IND|NOM//conj//25 .//MAD//punct//7
Bilaga 2: Naturskydd och naturhänsyn i skogen;Endast//AB//advmod//30 områden//NN|NEU|PLU|IND|NOM//nsubj:pass//35 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 än//KN//case//33 0,5//RG|NOM//nmod//31 ha//VB|INF|AKT//aux//35 medräknas//VB|INF|SFO//parataxis//7 .//MAD//punct//7
Bilaga 2: Naturskydd och naturhänsyn i skogen;Var//DT|UTR|SIN|IND//det//2 femte//RO|NOM//amod//2 skogsägare//NN|UTR|SIN|IND|NOM//nsubj//8 och//KN//cc//7 nästan//AB//advmod//5 alla//DT|UTR/NEU|PLU|IND/DEF//det//7 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 skogsföretag//NN|NEU|PLU|IND|NOM//nsubj//8 redovisar//VB|PRS|AKT//ROOT//8 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 avsättningar//NN|UTR|PLU|IND|NOM//obj//8 .//MAD//punct//8
Bilaga 2: Naturskydd och naturhänsyn i skogen;Omfattningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//15 av//PP//case//14 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//12 beräknas//VB|PRS|SFO//parataxis//8 komma//VB|INF|AKT//aux//18 att//IE//mark//18 uppgå//VB|INF|AKT//xcomp//15 till//PP//case//22 ca//AB|AN//advmod//21 500//RG|NOM//nummod//22 000//RG|NOM//obl//18 -//MID//punct//22 800//RG|NOM//nummod//25 000//RG|NOM//appos//22 ha//VB|INF|AKT//advcl//18 nedanför//PP//advmod//26 fjällnära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 skog//NN|UTR|SIN|IND|NOM//obj//26 när//HA//mark//33 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//33 finns//VB|PRS|SFO//advcl//26 för//PP//case//36 all//DT|UTR|SIN|IND/DEF//det//36 skogsmark//NN|UTR|SIN|IND|NOM//obl//33 .//MID//punct//8
Bilaga 2: Naturskydd och naturhänsyn i skogen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 motsvarar//VB|PRS|AKT//parataxis//8 ca//AB|AN//advmod//41 2–4//RG|NOM//nummod//42 procent//NN|UTR|PLU|IND|NOM//obj//39 av//PP//case//44 skogsmarksarealen//NN|UTR|SIN|DEF|NOM//nmod//42 .//MAD//punct//39
Bilaga 2: Naturskydd och naturhänsyn i skogen;De//DT|UTR/NEU|PLU|DEF//det//48 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//48 skogsföretagen//NN|NEU|PLU|DEF|NOM//obj//39 samt//KN//cc//52 var//DT|UTR|SIN|IND//cop//52 tredje//RO|NOM//amod//52 småskogsägare//NN|UTR|SIN|IND|NOM//conj//48 (//PAD//punct//52 mindre//AB|KOM//advmod//56 än//KN//fixed//54 5//RG|NOM//nummod//57 000//RG|NOM//appos//52 ha//VB|INF|AKT//conj//39 skog//NN|UTR|SIN|IND|NOM//obj//58 )//PAD//punct//39 dokumenterar//VB|PRS|AKT//parataxis//39 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//63 hänsynsområden//NN|NEU|PLU|IND|NOM//obj//61 .//MAD//punct//39
Bilaga 2: Naturskydd och naturhänsyn i skogen;De//DT|UTR/NEU|PLU|DEF//det//67 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//67 skogsföretagens//NN|UTR|SIN|DEF|GEN//nmod:poss//68 uppgifter//NN|UTR|PLU|IND|NOM//obj//39 är//VB|PRS|AKT//cop//72 i//PP//advmod//69 regel//NN|UTR|SIN|IND|NOM//fixed//70 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//8 för//PP//case//74 myndigheter//NN|UTR|PLU|IND|NOM//nmod//72 och//KN//cc//76 allmänhet//NN|UTR|SIN|IND|NOM//conj//74 .//MAD//punct//8
Bilaga 2: Naturskydd och naturhänsyn i skogen;De//DT|UTR/NEU|PLU|DEF//det//80 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//80 företagen//NN|NEU|PLU|DEF|NOM//nsubj//81 uppger//VB|PRS|AKT//parataxis//8 att//SN//mark//84 avsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//84 gäller//VB|PRS|AKT//ccomp//81 ”//PM|NOM//obj//84 tills//PP//mark//110 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//86 ”//PM|NOM//fixed//86 ,//MID//punct//96 medan//SN//mark//96 en//DT|UTR|SIN|IND//det//92 majoritet//NN|UTR|SIN|IND|NOM//nsubj//96 av//PP//case//95 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//95 skogsägare//NN|UTR|PLU|IND|NOM//nmod//92 uppger//VB|PRS|AKT//advcl//110 ”//PM|NOM//punct//96 så//AB//mark//101 länge//AB|POS//fixed//98 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//101 råder//VB|PRS|AKT//advcl//96 över//PP//case//103 fastigheten//NN|UTR|SIN|DEF|NOM//obl//101 ”//PM|NOM//punct//96 .//MID//punct//108
Bilaga 2: Naturskydd och naturhänsyn i skogen;Var//DT|UTR|SIN|IND//det//108 femte//RO|NOM//amod//108 småskogsägare//NN|UTR|SIN|IND|NOM//nsubj//110 kan//VB|PRS|AKT//aux//110 tänka//VB|INF|AKT//advcl//84 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//110 att//IE//mark//113 avsätta//VB|INF|AKT//xcomp//110 hänsynsområden//NN|NEU|PLU|IND|NOM//obj//113 i//PP//case//116 framtiden//NN|UTR|SIN|DEF|NOM//obl//113 .//MAD//punct//110
Bilaga 2: Naturskydd och naturhänsyn i skogen;Två//RG|NOM//nsubj//122 av//PP//case//120 fem//RG|NOM//nmod//118 är//VB|PRS|AKT//cop//122 tveksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//appos//110 .//MAD//punct//122
Bilaga 2: Naturskydd och naturhänsyn i skogen;En//DT|UTR|SIN|IND//det//125 majoritet//NN|UTR|SIN|IND|NOM//nsubj//128 av//PP//case//127 skogsägarna//NN|UTR|PLU|DEF|NOM//nmod//125 anser//VB|PRS|AKT//conj//122 att//SN//mark//140 det//DT|NEU|SIN|DEF//det//132 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//132 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//140 för//PP//mark//135 att//IE//mark//135 undanta//VB|INF|AKT//acl//132 skogsmark//NN|UTR|SIN|IND|NOM//obj//135 från//PP//case//138 skogsbruk//NN|NEU|SIN|IND|NOM//obl//135 skall//VB|PRS|AKT//aux//140 delas//VB|INF|SFO//ccomp//128 mellan//PP//case//142 staten//NN|UTR|SIN|DEF|NOM//obl//140 och//KN//cc//144 skogsnäringen//NN|UTR|SIN|DEF|NOM//conj//142 .//MAD//punct//8
Bilaga 2: Naturskydd och naturhänsyn i skogen;De//DT|UTR/NEU|PLU|DEF//det//2 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 avsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//3 är//VB|PRS|AKT//ROOT//3 av//PP//case//6 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 omfattning//NN|UTR|SIN|IND|NOM//obl//3 och//KN//cc//8 utgör//VB|PRS|AKT//conj//3 ett//DT|NEU|SIN|IND//det//11 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//11 komplement//NN|NEU|SIN|IND|NOM//obj//8 till//PP//case//13 naturreservat//NN|NEU|SIN|IND|NOM//nmod//11 och//KN//cc//15 biotopskydd//NN|NEU|PLU|IND|NOM//conj//13 .//MAD//punct//3
Bilaga 2: Naturskydd och naturhänsyn i skogen;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//23 kan//VB|PRS|AKT//aux//23 av//PP//case//21 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//21 skäl//NN|NEU|PLU|IND|NOM//obl//23 inte//AB//advmod//23 ersätta//VB|INF|AKT//parataxis//3 det//DT|NEU|SIN|DEF//det//26 lagstadgade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//26 skyddet//NN|NEU|SIN|DEF|NOM//obj//23 av//PP//case//28 skogsmark//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//30 behovet//NN|NEU|SIN|DEF|NOM//conj//28 av//PP//mark//33 att//IE//mark//33 skydda//VB|INF|AKT//acl//30 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 skog//NN|UTR|SIN|IND|NOM//obj//33 kvarstår//VB|PRS|AKT//conj//23 .//MAD//punct//23
Bilaga 2: Naturskydd och naturhänsyn i skogen;Skogsnäringens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 ambition//NN|UTR|SIN|IND|NOM//nsubj//46 att//IE//mark//42 frivilligt//AB|POS//advmod//42 avsätta//VB|INF|AKT//acl//39 skog//NN|UTR|SIN|IND|NOM//obj//42 är//VB|PRS|AKT//cop//46 relativt//AB|POS//advmod//46 stor//JJ|POS|UTR|SIN|IND|NOM//conj//23 .//MAD//punct//23
Bilaga 2: Naturskydd och naturhänsyn i skogen;En//DT|UTR|SIN|IND//det//49 majoritet//NN|UTR|SIN|IND|NOM//obj//52 av//PP//case//51 skogsägarna//NN|UTR|PLU|DEF|NOM//nmod//49 uppger//VB|PRS|AKT//parataxis//23 även//AB//advmod//52 att//SN//mark//64 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//56 kunskap//NN|UTR|SIN|IND|NOM//nsubj//64 och//KN//cc//58 intresse//NN|NEU|SIN|IND|NOM//conj//56 för//PP//case//60 miljöfrågor//NN|UTR|PLU|IND|NOM//nmod//58 i//PP//case//62 skogsbruket//NN|NEU|SIN|DEF|NOM//nmod//60 har//VB|PRS|AKT//aux//64 ökat//VB|SUP|AKT//ccomp//52 under//PP//case//69 de//DT|UTR/NEU|PLU|DEF//det//69 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//69 fem//RG|NOM//nummod//69 åren//NN|NEU|PLU|DEF|NOM//obl//64 .//MAD//punct//3
Bilaga 2: Naturskydd och naturhänsyn i skogen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 är//VB|PRS|AKT//cop//75 en//DT|UTR|SIN|IND//det//75 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//75 utgångspunkt//NN|UTR|SIN|IND|NOM//parataxis//3 för//PP//case//78 skogsvårdsorganisationens//NN|UTR|SIN|DEF|GEN//nmod:poss//78 arbete//NN|NEU|SIN|IND|NOM//obl//75 med//PP//case//80 inventering//NN|UTR|SIN|IND|NOM//obl//75 och//KN//cc//82 utbildning//NN|UTR|SIN|IND|NOM//conj//80 .//MAD//punct//75
Bilaga 2: Naturskydd och naturhänsyn i skogen;Frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 avsättningar//NN|UTR|PLU|IND|NOM//nsubj//86 sker//VB|PRS|AKT//parataxis//75 på//PP//case//89 frivillighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//89 villkor//NN|NEU|PLU|IND|NOM//obl//86 .//MAD//punct//75
Bilaga 2: Naturskydd och naturhänsyn i skogen;Skogsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//94 vill//VB|PRS|AKT//aux//94 dock//AB//advmod//94 verka//VB|INF|AKT//parataxis//75 för//PP//mark//99 att//SN//mark//99 skogsägarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//98 intentioner//NN|UTR|PLU|IND|NOM//nsubj:pass//99 tillvaratas//VB|PRS|SFO//advcl//94 och//KN//cc//103 genom//PP//case//102 rådgivning//NN|UTR|SIN|IND|NOM//obl//103 medverkar//VB|PRS|AKT//conj//99 till//PP//mark//108 att//SN//mark//108 rätt//JJ|POS|NEU|SIN|IND|NOM//amod//107 områden//NN|NEU|PLU|IND|NOM//nsubj:pass//108 prioriteras//VB|PRS|SFO//advcl//103 och//KN//cc//110 dokumenteras//VB|PRS|SFO//conj//108 i//PP//case//113 en//DT|UTR|SIN|IND//det//113 skogsbruksplan//NN|UTR|SIN|IND|NOM//obl//110 .//MAD//punct//94
Bilaga 2: Naturskydd och naturhänsyn i skogen;Uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//124 om//PP//case//119 de//DT|UTR/NEU|PLU|DEF//det//119 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//119 avsättningarna//NN|UTR|PLU|DEF|NOM//nmod//115 är//VB|PRS|AKT//cop//124 i//PP//case//123 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//123 avseenden//NN|NEU|PLU|IND|NOM//obl//124 osäkra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//75 och//KN//cc//126 preliminära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//124 .//MAD//punct//75
Bilaga 2: Naturskydd och naturhänsyn i skogen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//131 är//VB|PRS|AKT//cop//131 således//AB//advmod//131 angeläget//JJ|POS|NEU|SIN|IND|NOM//parataxis//75 att//IE//mark//134 närmare//AB|KOM//advmod//134 undersöka//VB|INF|AKT//csubj//131 de//DT|UTR/NEU|PLU|DEF//det//137 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//137 avsättningarna//NN|UTR|PLU|DEF|NOM//obj//134 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//131 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//140 miljövärden//NN|NEU|PLU|IND|NOM//obj//138 och//KN//cc//142 omfattning//NN|UTR|SIN|IND|NOM//conj//140 .//MAD//punct//131
