Ny instansordning för va-målen ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Va-nämndsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
4 Förslag till lag om ändring av lagen (2006:412) om allmänna vattentjänster;Frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//11 om//PP//case//2 utdömande//NN|NEU|SIN|IND|NOM//nmod//0 av//PP//case//4 vite//NN|NEU|SIN|IND|NOM//nmod//2 som//HP|-|-|-//nsubj:pass//7 ha//VB|INF|AKT//aux//7 förelagts//VB|SUP|SFO//acl:relcl//0 enligt//PP//case//10 denna//DT|UTR|SIN|DEF//det//10 lag//NN|UTR|SIN|IND|NOM//obl//7 prövas//VB|INF|SFO//ROOT//11 av//PP//case//14 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 vanämnd//NN|UTR|SIN|IND|NOM//obl:agent//11 självmant//AB//advmod//11 eller//KN//cc//18 efter//PP//case//18 ansökan//NN|UTR|SIN|IND|NOM//conj//15 .//MAD//punct//11
4 Förslag till lag om ändring av lagen (2006:412) om allmänna vattentjänster;55//RG|NOM//nummod//21 §//NN|AN//appos//11
4 Förslag till lag om ändring av lagen (2006:412) om allmänna vattentjänster;Frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//11 om//PP//case//2 utdömande//NN|NEU|SIN|IND|NOM//nmod//0 av//PP//case//4 vite//NN|NEU|SIN|IND|NOM//nmod//2 som//HP|-|-|-//nsubj:pass//7 har//VB|PRS|AKT//aux//7 förelagts//VB|SUP|SFO//acl:relcl//0 enligt//PP//case//10 denna//DT|UTR|SIN|DEF//det//10 lag//NN|UTR|SIN|IND|NOM//obl//7 prövas//VB|INF|SFO//ROOT//11 av//PP//case//13 Mark-//NN|UTR|-|-|SMS//obl:agent//11 och//KN//cc//15 miljödomstolen//NN|UTR|SIN|DEF|NOM//conj//13 vid//PP//case//18 Nacka//PM|GEN//amod//18 tingsrätt//NN|UTR|SIN|IND|NOM//obl//11 självmant//AB//advmod//11 eller//KN//cc//22 på//PP//case//22 talan//NN|UTR|SIN|IND|NOM//conj//19 av//PP//case//25 den//DT|UTR|SIN|DEF//det//25 myndighet//NN|UTR|SIN|IND|NOM//nmod//22 som//HP|-|-|-//nsubj//28 har//VB|PRS|AKT//aux//28 utfärdat//VB|SUP|AKT//acl:relcl//25 vitesföreläggandet//NN|NEU|SIN|DEF|NOM//obj//28 .//MAD//punct//11
4 Förslag till lag om ändring av lagen (2006:412) om allmänna vattentjänster;56//RG|NOM//obl//11 a//NN|NEU|SIN|IND|NOM//case//33 §//NN|AN//nmod//31
4 Förslag till lag om ändring av lagen (2006:412) om allmänna vattentjänster;I//PP//case//1 mål//NN|NEU|SIN|IND|NOM//obl//15 om//PP//case//3 inlösen//NN|UTR|SIN|IND|NOM//nmod//1 eller//KN//cc//5 ersättning//NN|UTR|SIN|IND|NOM//conj//3 enligt//PP//case//7 39//RG|NOM//nmod//1 ,//MID//punct//7 40//RG|NOM//nummod//7 eller//KN//cc//9 44//RG|NOM//nummod//12 §//NN|AN//nmod//1 ska//VB|PRS|AKT//aux//15 huvudmannen//NN|UTR|SIN|DEF|NOM//nsubj//15 svara//VB|INF|AKT//ROOT//15 för//PP//case//17 kostnaderna//NN|UTR|PLU|DEF|NOM//obl//15 i//PP//case//19 målet//NN|NEU|SIN|DEF|NOM//nmod//17 på//PP//case//22 ömse//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nummod//22 sidor//NN|UTR|PLU|IND|NOM//nmod//19 i//PP//case//24 mark-//NN|UTR|-|-|SMS//nmod//22 och//KN//cc//26 miljödomstolen//NN|UTR|SIN|DEF|NOM//conj//24 .//MAD//punct//15
4 Förslag till lag om ändring av lagen (2006:412) om allmänna vattentjänster;Om//SN//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 finns//VB|PRS|SFO//advcl//44 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 skäl//NN|NEU|PLU|IND|NOM//nsubj//2 ,//MID//punct//2 kan//VB|PRS|AKT//parataxis//2 part//NN|UTR|SIN|IND|NOM//obj//6 i//PP//case//10 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 mål//NN|NEU|PLU|IND|NOM//nmod//7 där//HA//advmod//25 Mark-//NN|UTR|-|-|SMS//nsubj//20 och//KN//cc//14 miljödomstolen//NN|UTR|SIN|DEF|NOM//conj//12 vid//PP//case//17 Nacka//PM|GEN//amod//17 tingsrätt//NN|UTR|SIN|IND|NOM//nmod//12 är//VB|PRS|AKT//cop//20 första//RO|NOM//amod//20 instans//NN|UTR|SIN|IND|NOM//nsubj:pass//25 på//PP//case//22 begäran//NN|UTR|SIN|IND|NOM//nmod//20 av//PP//case//24 motparten//NN|UTR|SIN|DEF|NOM//nmod//22 tillerkännas//VB|PRS|SFO//acl:relcl//7 ersättning//NN|UTR|SIN|IND|NOM//obj//25 för//PP//case//28 kostnader//NN|UTR|PLU|IND|NOM//obl//25 i//PP//case//30 målet//NN|NEU|SIN|DEF|NOM//nmod//28 i//PP//case//32 domstolen//NN|UTR|SIN|DEF|NOM//nmod//30 .//MAD//punct//2
4 Förslag till lag om ändring av lagen (2006:412) om allmänna vattentjänster;Dock//AB//advmod//44 ska//VB|PRS|AKT//aux//44 18//RG|NOM//nummod//37 kap.//NN|AN//nmod//38 6//RG|NOM//nummod//41 och//KN//cc//38 8//RG|NOM//nummod//38 §//NN|AN//nmod//42 §//NN|AN//nmod//43 rättegångsbalken//NN|UTR|SIN|DEF|NOM//nsubj:pass//44 tillämpas//VB|PRS|SFO//ROOT//44 .//MAD//punct//44
4 Förslag till lag om ändring av lagen (2006:412) om allmänna vattentjänster;56//RG|NOM//nummod//47 b//NN|NEU|SIN|IND|NOM//case//48 §//NN|AN//obl//44
4 Förslag till lag om ändring av lagen (2006:412) om allmänna vattentjänster;En//DT|UTR|SIN|IND//det//1 huvudman//NN|UTR|SIN|IND|NOM//nsubj//24 ,//MID//punct//5 som//HP|-|-|-//nsubj//5 har//VB|PRS|AKT//aux//5 överklagat//VB|SUP|AKT//acl:relcl//1 dom//NN|UTR|SIN|IND|NOM//obj//5 eller//KN//cc//8 beslut//NN|NEU|PLU|IND|NOM//conj//6 i//PP//case//11 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//11 mål//NN|NEU|SIN|IND|NOM//obl//5 som//HP|-|-|-//nsubj:pass//13 anges//VB|PRS|SFO//acl:relcl//11 i//PP//case//15 56//RG|NOM//nummod//19 a//NN|NEU|SIN|IND|NOM//case//17 §//NN|AN//nmod//15 första//RO|NOM//amod//19 stycket//NN|NEU|SIN|DEF|NOM//obl//13 ,//MID//punct//24 ska//VB|PRS|AKT//aux//24 alltid//AB//advmod//24 själv//JJ|POS|UTR|SIN|IND|NOM//fixed//22 bära//VB|INF|AKT//ROOT//24 såväl//KN//advmod//28 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//28 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 kostnader//NN|UTR|PLU|IND|NOM//obj//24 som//KN//mark//30 kostnad//NN|UTR|SIN|IND|NOM//xcomp//24

5 Förslag till förordning om ändring i kungörelsen (1973:261) om utbetalning av vissa ersättningar i mål eller ärenden vid domstol, m.m.;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//23 1//RG|NOM//nummod//4 §//NN|AN//nmod//5 kungörelse//NN|UTR|SIN|IND|NOM//nsubj//23 (//PAD//punct//5 1973:261//RG|NOM//conj//5 )//PAD//punct//5 om//PP//case//10 utbetalning//NN|UTR|SIN|IND|NOM//conj//5 av//PP//case//13 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 ersättningar//NN|UTR|PLU|IND|NOM//nmod//10 i//PP//case//15 mål//NN|NEU|PLU|IND|NOM//nmod//13 eller//KN//cc//17 ärenden//NN|NEU|PLU|IND|NOM//conj//15 vid//PP//case//19 domstol//NN|UTR|SIN|IND|NOM//nmod//10 ,//MID//punct//21 m.m.//AB|AN//conj//10 ska//VB|PRS|AKT//aux//23 ha//VB|INF|AKT//dep//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 lydelse//NN|UTR|SIN|IND|NOM//obj//23 .//MAD//punct//1
5 Förslag till förordning om ändring i kungörelsen (1973:261) om utbetalning av vissa ersättningar i mål eller ärenden vid domstol, m.m.;Denna//DT|UTR|SIN|DEF//det//1 kungörelse//NN|UTR|SIN|IND|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 ersättning//NN|UTR|SIN|IND|NOM//obj//2 som//HP|-|-|-//nsubj:pass//5 betalas//VB|PRS|SFO//acl:relcl//3 ut//PL//compound:prt//5 i//PP//case//8 mål//NN|NEU|SIN|IND|NOM//obl//5 eller//KN//cc//10 ärende//NN|NEU|SIN|IND|NOM//conj//8 vid//PP//case//12 domstol//NN|UTR|SIN|IND|NOM//obl//5 ,//MID//punct//14 Nämnden//NN|UTR|SIN|DEF|NOM//conj//12 mot//PP//case//16 diskriminering//NN|UTR|SIN|IND|NOM//nmod//14 ,//MID//punct//19 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 vanämnd//NN|UTR|SIN|IND|NOM//conj//16 ,//MID//punct//21 arrendenämnd//NN|UTR|SIN|IND|NOM//conj//16 ,//MID//punct//23 hyresnämnd//NN|UTR|SIN|IND|NOM//conj//16 och//KN//cc//25 Kronofogdemyndigheten//PM|NOM//conj//16 .//MAD//punct//2
5 Förslag till förordning om ändring i kungörelsen (1973:261) om utbetalning av vissa ersättningar i mål eller ärenden vid domstol, m.m.;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//32 i//PP//case//31 2–5//RG|NOM//nmod:poss//31 §//NN|AN//nmod//31 §//NN|AN//nmod//27 gäller//VB|PRS|AKT//parataxis//2 inte//AB//advmod//32 i//PP//case//37 fråga//NN|UTR|SIN|IND|NOM//fixed//34 om//PP//fixed//34 ersättning//NN|UTR|SIN|IND|NOM//obl//32 enligt//PP//case//41 6//RG|NOM//nummod//40 §//NN|AN//nmod//41 lagen//NN|UTR|SIN|DEF|NOM//obl//32 (//PAD//punct//43 1974:752//RG|NOM//appos//41 )//PAD//punct//43 om//PP//case//47 nordisk//JJ|POS|UTR|SIN|IND|NOM//amod//47 vittnesplikt//NN|UTR|SIN|IND|NOM//conj//41 m.m.//AB|AN//punct//41 Bestämmelserna//NN|UTR|PLU|DEF|NOM//appos//41 i//PP//case//51 2–5//RG|NOM//nmod//49 och//KN//cc//53 7//RG|NOM//conj//51 –//NN|AN//punct//49 10//RG|NOM//nummod//56 §//NN|AN//nmod//57 §//NN|AN//nmod//49 gäller//VB|PRS|AKT//conj//2 inte//AB//advmod//58 i//PP//case//63 fråga//NN|UTR|SIN|IND|NOM//fixed//60 om//PP//fixed//60 mål//NN|NEU|SIN|IND|NOM//obl//58 hos//PP//case//65 Kronofogdemyndigheten//PM|NOM//nmod//63 .//MAD//punct//2
5 Förslag till förordning om ändring i kungörelsen (1973:261) om utbetalning av vissa ersättningar i mål eller ärenden vid domstol, m.m.;1//RG|NOM//nummod//68 §//NN|AN//obl//2
5 Förslag till förordning om ändring i kungörelsen (1973:261) om utbetalning av vissa ersättningar i mål eller ärenden vid domstol, m.m.;Denna//DT|UTR|SIN|DEF//det//1 kungörelse//NN|UTR|SIN|IND|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 ersättning//NN|UTR|SIN|IND|NOM//obj//2 som//HP|-|-|-//nsubj:pass//5 betalas//VB|PRS|SFO//acl:relcl//3 ut//PL//compound:prt//5 i//PP//case//8 mål//NN|NEU|SIN|IND|NOM//obl//5 eller//KN//cc//10 ärende//NN|NEU|SIN|IND|NOM//conj//8 vid//PP//case//12 domstol//NN|UTR|SIN|IND|NOM//obl//5 ,//MID//punct//14 Nämnden//NN|UTR|SIN|DEF|NOM//conj//12 mot//PP//case//16 diskriminering//NN|UTR|SIN|IND|NOM//nmod//14 ,//MID//punct//18 arrendenämnd//NN|UTR|SIN|IND|NOM//conj//16 ,//MID//punct//20 hyresnämnd//NN|UTR|SIN|IND|NOM//conj//16 och//KN//cc//22 Kronofogdemyndigheten//PM|NOM//conj//16 .//MAD//punct//2
5 Förslag till förordning om ändring i kungörelsen (1973:261) om utbetalning av vissa ersättningar i mål eller ärenden vid domstol, m.m.;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//5 i//PP//case//4 2–5//RG|NOM//nmod:poss//4 §//NN|AN//nmod//4 §//NN|AN//nmod//0 gäller//VB|PRS|AKT//ROOT//5 inte//AB//advmod//5 i//PP//case//10 fråga//NN|UTR|SIN|IND|NOM//fixed//7 om//PP//fixed//7 ersättning//NN|UTR|SIN|IND|NOM//obl//5 enligt//PP//case//14 6//RG|NOM//nummod//13 §//NN|AN//nmod//14 lagen//NN|UTR|SIN|DEF|NOM//nmod//10 (//PAD//punct//16 1974:752//RG|NOM//appos//14 )//PAD//punct//16 om//PP//case//20 nordisk//JJ|POS|UTR|SIN|IND|NOM//amod//20 vittnesplikt//NN|UTR|SIN|IND|NOM//conj//14 m.m.//AB|AN//punct//5 Bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//5 i//PP//case//24 2–5//RG|NOM//nmod//22 och//KN//cc//28 7–10//NN|UTR|SIN|IND|NOM//nummod//27 §//NN|AN//nmod//28 §//NN|AN//conj//24 gäller//VB|PRS|AKT//advcl//5 inte//AB//advmod//29 i//PP//case//34 fråga//NN|UTR|SIN|IND|NOM//fixed//31 om//PP//fixed//31 mål//NN|NEU|SIN|IND|NOM//obl//29 hos//PP//case//36 Kronofogdemyndigheten//PM|NOM//nmod//34 .//MAD//punct//5
5 Förslag till förordning om ändring i kungörelsen (1973:261) om utbetalning av vissa ersättningar i mål eller ärenden vid domstol, m.m.;Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2013//RG|NOM//nummod//7 .//MAD//punct//2

6 Förslag till förordning om ändring i förordningen (1979:291) om tolktaxa;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//case//5 förordning//NN|UTR|SIN|IND|NOM//obl//1 (//PAD//punct//5 1979:291//RG|NOM//appos//5 )//PAD//punct//5 om//PP//case//1
6 Förslag till förordning om ändring i förordningen (1979:291) om tolktaxa;Första//RO|NOM//amod//1 stycket//NN|NEU|SIN|DEF|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 inte//AB//advmod//2 ersättning//NN|UTR|SIN|IND|NOM//obj//2 för//PP//case//7 skriftlig//JJ|POS|UTR|SIN|IND|NOM//amod//7 översättning//NN|UTR|SIN|IND|NOM//nmod//4 .//MAD//punct//2
6 Förslag till förordning om ändring i förordningen (1979:291) om tolktaxa;Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2013//RG|NOM//nummod//7 .//MAD//punct//2

7 Förslag till förordning om ändring i förordningen (1982:805) om ersättning av allmänna medel till vittnen m.m.;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 6//RG|NOM//nummod//6 §//NN|AN//nmod//7 förordning//NN|UTR|SIN|IND|NOM//nsubj:pass//1 (//PAD//punct//7 1982:805//RG|NOM//appos//7 )//PAD//punct//7 om//PP//case//12 ersättning//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//15 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 medel//NN|NEU|PLU|IND|NOM//nmod//12 till//PP//case//17 vittnen//NN|NEU|PLU|IND|NOM//nmod//15 m.m.//AB|AN//conj//12 att//SN//mark//23 punkten//NN|UTR|SIN|DEF|NOM//nsubj//23 10//RG|NOM//nmod//20 ska//VB|PRS|AKT//aux//23 upphöra//VB|INF|AKT//acl//12 att//IE//mark//25 gälla//VB|INF|AKT//advcl//23 .//MAD//punct//1
7 Förslag till förordning om ändring i förordningen (1982:805) om ersättning av allmänna medel till vittnen m.m.;Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2013//RG|NOM//nummod//7 .//MAD//punct//2

8 Förslag till förordning om ändring i bilaga till förordningen (1996:1515) med instruktion för Regeringskansliet;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//case//6 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 avsnitt//NN|NEU|SIN|IND|NOM//nmod//6 5.3//RG|NOM//obl//1 i//PP//case//8 bilaga//NN|UTR|SIN|IND|NOM//obl//1 till//PP//case//10 förordning//NN|UTR|SIN|IND|NOM//obl//1 (//PAD//punct//12 1996:1514//RG|NOM//appos//10 )//PAD//punct//12 med//PP//case//15 instruktion//NN|UTR|SIN|IND|NOM//obl//1 för//PP//case//17 Regeringskansliet//NN|NEU|SIN|DEF|NOM//nmod//15 att//SN//mark//24 ordet//NN|NEU|SIN|DEF|NOM//nmod//22 ”//PAD//punct//22 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 va-nämnd//NN|UTR|SIN|IND|NOM//nsubj:pass//24 ”//RG|NOM//punct//22 tas//VB|PRS|SFO//advcl//1 bort//PL//compound:prt//24 .//MAD//punct//1
8 Förslag till förordning om ändring i bilaga till förordningen (1996:1515) med instruktion för Regeringskansliet;Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2013//RG|NOM//nummod//7 .//MAD//punct//2

9 Förslag till förordning om ändring i bilaga till förordningen (2003:55) om avgångsförmåner för vissa arbetstagare med statlig chefsanställning;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//case//5 bilaga//NN|UTR|SIN|IND|NOM//obl//1 till//PP//case//7 förordning//NN|UTR|SIN|IND|NOM//obl//1 (//PAD//punct//7 2003:55//RG|NOM//appos//7 )//PAD//punct//7 om//PP//case//12 avgångsförmåner//NN|UTR|PLU|IND|NOM//obl//1 för//PP//case//15 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 arbetstagare//NN|UTR|PLU|IND|NOM//nmod//12 med//PP//case//18 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//18 chefsanställning//NN|UTR|SIN|IND|NOM//nmod//15 att//SN//mark//33 ordet//NN|NEU|SIN|DEF|NOM//nmod//23 ”//PAD//punct//23 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 va-nämnd//NN|UTR|SIN|IND|NOM//nsubj:pass//33 ”//RG|NOM//punct//23 samt//KN//cc//26 ordet//NN|NEU|SIN|DEF|NOM//conj//23 ”//RG|NOM//nmod//28 ordförande//NN|UTR|SIN|IND|NOM//conj//23 ”//PAD//punct//23 på//PP//case//32 samma//DT|UTR/NEU|SIN/PLU|IND//det//32 rad//NN|UTR|SIN|IND|NOM//obl//33 tas//VB|INF|SFO//acl//18 bort//PL//compound:prt//33 .//MAD//punct//1
9 Förslag till förordning om ändring i bilaga till förordningen (2003:55) om avgångsförmåner för vissa arbetstagare med statlig chefsanställning;Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2013//RG|NOM//nummod//7 .//MAD//punct//2

10 Förslag till förordning om upphävande av förordningen (2007:1058) med instruktion för Statens va-nämnd;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//13 förordning//NN|UTR|SIN|IND|NOM//nsubj//13 (//PAD//punct//5 2007:1058//RG|NOM//appos//3 )//PAD//punct//5 med//PP//case//8 instruktion//NN|UTR|SIN|IND|NOM//nmod//3 för//PP//case//11 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 va-nämnd//NN|UTR|SIN|IND|NOM//nmod//8 ska//VB|PRS|AKT//aux//13 upphöra//VB|INF|AKT//ccomp//1 att//IE//mark//15 gälla//VB|INF|AKT//xcomp//13 den//DT|UTR|SIN|DEF//det//18 1//RO|NOM//nummod//18 januari//NN|UTR|SIN|IND|NOM//obl//15 2013//RG|NOM//nummod//18 .//MAD//punct//1

11 Förslag till förordning om ändring i offentlighets- och sekretessförordningen (2009:641);Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//9 12//RG|NOM//nummod//4 §//NN|AN//nmod//5 offentlighets-//NN|UTR|-|-|SMS//nsubj//9 och//KN//cc//7 sekretessförordningen//NN|UTR|SIN|DEF|NOM//conj//5 ska//VB|PRS|AKT//aux//9 ha//VB|INF|AKT//dep//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 lydelse//NN|UTR|SIN|IND|NOM//obj//9 .//MAD//punct//1
11 Förslag till förordning om ändring i offentlighets- och sekretessförordningen (2009:641);Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 lydelse//NN|UTR|SIN|IND|NOM//nmod//3 Föreslagen//PC|PRF|UTR|SIN|IND|NOM//amod//3 lydelse//NN|UTR|SIN|IND|NOM//ROOT//3
11 Förslag till förordning om ändring i offentlighets- och sekretessförordningen (2009:641);Sekretess//NN|UTR|SIN|IND|NOM//nsubj//12 enligt//PP//case//3 43//RG|NOM//nummod//3 kap.//NN|AN//nmod//6 7//RG|NOM//nummod//5 §//NN|AN//nmod//6 offentlighets-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//8 sekretesslagen//NN|UTR|SIN|DEF|NOM//conj//6 (//PAD//punct//10 2009:400//RG|NOM//conj//0 )//PAD//punct//10 gäller//VB|PRS|AKT//ROOT//12 hos//PP//case//14 hyres-//NN|NEU|-|-|SMS//obl//12 och//KN//cc//16 arrendenämnder//NN|UTR|PLU|IND|NOM//conj//14 och//KN//punct//12
11 Förslag till förordning om ändring i offentlighets- och sekretessförordningen (2009:641);Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 va-nämnd//NN|UTR|SIN|IND|NOM//ROOT//1 .//MAD//punct//1
11 Förslag till förordning om ändring i offentlighets- och sekretessförordningen (2009:641);12//RG|NOM//nummod//4 §//NN|AN//appos//1
11 Förslag till förordning om ändring i offentlighets- och sekretessförordningen (2009:641);Sekretess//NN|UTR|SIN|IND|NOM//nsubj//12 enligt//PP//case//3 43//RG|NOM//nummod//3 kap.//NN|AN//nmod//6 7//RG|NOM//nummod//5 §//NN|AN//nmod//6 offentlighets-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//8 sekretesslagen//NN|UTR|SIN|DEF|NOM//conj//6 (//PAD//punct//10 2009:400//RG|NOM//conj//0 )//PAD//punct//10 gäller//VB|PRS|AKT//ROOT//12 hos//PP//case//14 hyres-//NN|NEU|-|-|SMS//obl//12 och//KN//cc//16 arrendenämnder//NN|UTR|PLU|IND|NOM//conj//14 .//MAD//punct//12
11 Förslag till förordning om ändring i offentlighets- och sekretessförordningen (2009:641);Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2013//RG|NOM//nummod//7 .//MAD//punct//2

12 Förslag till förordning om ändring i förordning (2009:907) om miljöledning i statliga myndigheter;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 bilaga//NN|UTR|SIN|IND|NOM//nsubj:pass//1 1//RG|NOM//nummod//5 till//PP//case//8 förordning//NN|UTR|SIN|IND|NOM//obl//1 (//PAD//punct//8 2009:907//RG|NOM//appos//8 )//PAD//punct//8 om//PP//case//13 miljöledning//NN|UTR|SIN|IND|NOM//obl//1 i//PP//case//16 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 myndigheter//NN|UTR|PLU|IND|NOM//nmod//13 att//SN//mark//23 ordet//NN|NEU|SIN|DEF|NOM//nmod//21 ”//PAD//punct//21 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 va-nämnd//NN|UTR|SIN|IND|NOM//nsubj:pass//23 ”//RG|NOM//punct//21 tas//VB|PRS|SFO//acl//13 bort//PL//compound:prt//23 .//MAD//punct//1
12 Förslag till förordning om ändring i förordning (2009:907) om miljöledning i statliga myndigheter;Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2013//RG|NOM//nummod//7 .//MAD//punct//2


1.1 Utredningens uppdrag;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//6 den//DT|UTR|SIN|DEF//det//4 9//RO|NOM//nummod//4 december//NN|UTR|SIN|IND|NOM//obl//6 2010//RG|NOM//nummod//4 gett//VB|SUP|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//9 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//9 utredare//NN|UTR|SIN|IND|NOM//obj//6 i//PP//case//11 uppgift//NN|UTR|SIN|IND|NOM//obl//6 att//IE//mark//13 göra//VB|INF|AKT//acl//11 en//DT|UTR|SIN|IND//det//15 översyn//NN|UTR|SIN|IND|NOM//obj//13 av//PP//case//18 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 va-nämnd//NN|UTR|SIN|IND|NOM//nmod//15 och//KN//cc//21 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//21 verksamhet//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//6
