Romers rätt;–//RG|NOM//punct//2 en//DT|UTR|SIN|IND//det//2 strategi//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//case//4 romer//NN|UTR|PLU|IND|NOM//nmod//2 i//PP//case//6 Sverige//PM|NOM//nmod//4
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Den//DT|UTR|SIN|DEF//det//71 23//RG|NOM//nummod//71 april//NN|UTR|SIN|IND|NOM//nsubj:pass//73 2008//RG|NOM//nummod//71 anställdes//VB|PRT|SFO//parataxis//4 som//KN//mark//76 sekreterare//NN|UTR|SIN|IND|NOM//nmod//76 Anna31//RG|NOM//obl//73 januari//NN|UTR|SIN|IND|NOM//obl//79 2010//RG|NOM//nummod//77 entledigades//VB|PRT|SFO//acl:relcl//76 Ulf//PM|NOM//nsubj:pass//79 Öfverberg//PM|NOM//flat//80 .//MAD//punct//4
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Den//DT|UTR|SIN|DEF//det//85 1//RO|NOM//nummod//85 februari//NN|UTR|SIN|IND|NOM//nsubj:pass//87 2010//RG|NOM//nummod//85 anställdes//VB|PRT|SFO//parataxis//4 som//KN//case//89 sekreterare//NN|UTR|SIN|IND|NOM//nmod//90 Elisabet//PM|NOM//nsubj:pass//87 Idermark//PM|NOM//flat//90 .//MAD//punct//4
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Den//DT|UTR|SIN|DEF//det//95 28//RG|NOM//nummod//95 februari//NN|UTR|SIN|IND|NOM//obl//97 2010//RG|NOM//nummod//95 entledigades//VB|PRT|SFO//parataxis//4 Ann-Marie//PM|NOM//nmod//99 Algemo//PM|NOM//nsubj:pass//97 .//MAD//punct//4
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 assistent//NN|UTR|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 varit//VB|SUP|AKT//ROOT//3 Lena//PM|NOM//nsubj//3 Enstam//PM|NOM//flat//4 .//MAD//punct//3
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Den//DT|UTR|SIN|DEF//det//2 29//RG|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 2009//RG|NOM//nummod//2 beslutade//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 om//PP//case//7 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//4 till//PP//case//9 delegationen//NN|UTR|SIN|DEF|NOM//nmod//7 .//MAD//punct//4
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Enligt//PP//case//12 direktiven//NN|NEU|PLU|DEF|NOM//obl//15 skulle//VB|PRT|AKT//aux//15 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//15 avsluta//VB|INF|AKT//parataxis//4 sitt//PS|NEU|SIN|DEF//nmod:poss//17 arbete//NN|NEU|SIN|IND|NOM//obj//15 med//PP//mark//20 att//IE//mark//20 främja//VB|INF|AKT//advcl//15 och//KN//cc//22 stödja//VB|INF|AKT//conj//20 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 projekt//NN|NEU|PLU|IND|NOM//obj//20 och//KN//cc//26 verksamheter//NN|UTR|PLU|IND|NOM//conj//24 i//PP//case//29 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 delar//NN|UTR|PLU|IND|NOM//obl//20 av//PP//case//31 landet//NN|NEU|SIN|DEF|NOM//nmod//29 respektive//AB//obl//20 att//IE//mark//34 informera//VB|INF|AKT//conj//20 och//KN//cc//36 sprida//VB|INF|AKT//conj//34 kunskap//NN|UTR|SIN|IND|NOM//obj//36 om//PP//case//39 romer//NN|UTR|PLU|IND|NOM//nmod//37 .//MAD//punct//15
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 arbete//NN|NEU|SIN|IND|NOM//nsubj//43 fortsatte//VB|PRT|AKT//parataxis//15 i//PP//case//47 enlighet//NN|UTR|SIN|IND|NOM//fixed//44 med//PP//fixed//44 tilläggsdirektivet//NN|NEU|SIN|DEF|NOM//obl//43 att//IE//mark//60 efter//PP//case//52 den//DT|UTR|SIN|DEF//det//52 1//RO|NOM//nummod//52 januari//NN|UTR|SIN|IND|NOM//obl//53 fram//AB//advmod//60 till//PP//case//57 den//DT|UTR|SIN|DEF//det//57 30//RG|NOM//nummod//57 juni//NN|UTR|SIN|IND|NOM//obl//60 2010//RG|NOM//nummod//57 enbart//AB//advmod//60 arbeta//VB|INF|AKT//acl//47 med//PP//mark//63 att//IE//mark//63 utreda//VB|INF|AKT//advcl//60 romers//NN|UTR|PLU|IND|GEN//nmod:poss//65 situation//NN|UTR|SIN|IND|NOM//obj//63 i//PP//case//67 Sverige//PM|NOM//obl//63 samt//KN//cc//69 lämna//VB|INF|AKT//conj//60 förslag//NN|NEU|SIN|IND|NOM//obj//69 på//PP//mark//79 hur//HA//advmod//79 romers//NN|UTR|PLU|IND|GEN//nmod:poss//74 livsvillkor//NN|NEU|PLU|IND|NOM//nsubj:pass//79 i//PP//case//76 samhället//NN|NEU|SIN|DEF|NOM//nmod//74 ska//VB|PRS|AKT//aux//79 kunna//VB|INF|AKT//aux//79 förbättras//VB|INF|SFO//acl//70 .//MAD//punct//4
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 sitt//PS|NEU|SIN|DEF//nmod:poss//4 betänkande//NN|NEU|SIN|IND|NOM//nmod//5 Romers//PM|GEN//nmod:poss//6 rätt//NN|UTR|SIN|IND|NOM//obj//1 –//RG|NOM//punct//6 en//DT|UTR|SIN|IND//det//9 strategi//NN|UTR|SIN|IND|NOM//appos//6 för//PP//case//11 romer//NN|UTR|PLU|IND|NOM//nmod//9 i//PP//case//13 Sverige//PM|NOM//nmod//11  //_SP////13 (//PAD//punct//6 SOU//PM|NOM//appos//6 2010:55//RG|NOM//nummod//16 )//PAD//punct//6 .//MAD//punct//1
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//21 är//VB|PRS|AKT//conj//1 med//PP//case//24 6.1//RG|NOM//nmod//24 Representation//NN|UTR|SIN|IND|NOM//obl//21 ,//MID//punct//26 delaktighet//NN|UTR|SIN|IND|NOM//conj//24 och//KN//cc//28 inflytande//NN|NEU|SIN|IND|NOM//conj//24 –//PAD//punct//31 vad//HP|NEU|SIN|IND//nsubj//31 säger//VB|PRS|AKT//advcl//21 6.6//RG|NOM//nummod//35 Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 minoriteters//NN|UTR|PLU|IND|GEN//nmod:poss//36 organisering//NN|UTR|SIN|IND|NOM//obj//31 och//KN//conj//21


Förslag till ändring i förordningen om urbant utvecklingsarbete;Författningsförslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//1 presenteras//VB|PRS|SFO//ROOT//1 med//PP//case//5 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//2 i//PP//fixed//2 antagandet//NN|NEU|SIN|DEF|NOM//obl//1 att//SN//mark//8 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//8 väljer//VB|PRS|AKT//ccomp//1 att//IE//mark//10 fortsätta//VB|INF|AKT//xcomp//8 satsningen//NN|UTR|SIN|DEF|NOM//obj//10 på//PP//case//14 urbant//JJ|POS|NEU|SIN|IND|NOM//amod//14 utvecklingsarbete//NN|NEU|SIN|IND|NOM//obl//10 efter//PP//case//16 utgången//NN|UTR|SIN|DEF|NOM//obl//10 av//PP//case//19 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 avtalsperiod//NN|UTR|SIN|IND|NOM//nmod//16 .//MAD//punct//1
Förslag till ändring i förordningen om urbant utvecklingsarbete;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//1 relateras//VB|PRS|SFO//ROOT//1 till//PP//case//3 Förordning//NN|UTR|SIN|IND|NOM//obl//1 om//PP//case//7 urbant//JJ|POS|NEU|SIN|IND|NOM//amod//6 utvecklingsarbete//NN|NEU|SIN|IND|NOM//nmod//7 SFS//PM|NOM//nmod//3 2008:348//RG|NOM//nummod//11 utfärdad//PC|PRF|UTR|SIN|IND|NOM//amod//11 22//RG|NOM//nummod//11 maj//NN|UTR|SIN|IND|NOM//obl//1 2008//RG|NOM//nummod//11 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//1 för//PP//case//15 perioden//NN|UTR|SIN|DEF|NOM//obl//13 1//RG|NOM//nummod//17 juli//NN|UTR|SIN|IND|NOM//nmod//15 2008//RG|NOM//nummod//17 till//PP//case//20 utgången//NN|UTR|SIN|DEF|NOM//obl//13 av//PP//case//22 2010//RG|NOM//nmod//20 .//MAD//punct//1

Inledande bestämmelser;1//RG|NOM//nummod//1 §//NN|AN//obl//5 I//PP//case//4 denna//DT|UTR|SIN|DEF//det//4 förordning//NN|UTR|SIN|IND|NOM//nmod//1 finns//VB|PRS|SFO//ROOT//5 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//5 om//PP//case//9 2//RG|NOM//nummod//9 §//NN|AN//nmod//6 I//PP//case//12 denna//DT|UTR|SIN|DEF//det//12 förordning//NN|UTR|SIN|IND|NOM//nmod//9 avses//VB|PRS|SFO//advcl//5 med//PP//case//16 urbant//JJ|POS|NEU|SIN|IND|NOM//amod//16 utvecklingsarbete//NN|NEU|SIN|IND|NOM//obl//13 ://MID//punct//5
Inledande bestämmelser;kunskapsbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 och//KN//cc//21 tvärsektoriellt//AB|POS//advmod//21 samordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//18 utvecklingsinsatser//NN|UTR|PLU|IND|NOM//parataxis//5 i//PP//case//24 stadsdelar//NN|UTR|PLU|IND|NOM//nmod//22 med//PP//case//28 ett//DT|NEU|SIN|IND//det//28 utbrett//PC|PRF|NEU|SIN|IND|NOM//amod//28 utanförskap//NN|NEU|SIN|IND|NOM//nmod//22 för//PP//mark//31 att//IE//mark//31 nå//VB|INF|AKT//advcl//22 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 mål//NN|NEU|SIN|IND|NOM//obj//31 för//PP//case//36 urban//JJ|POS|UTR|SIN|IND|NOM//amod//36 utvecklingspolitik//NN|UTR|SIN|IND|NOM//nmod//33 ,//MID//punct//39 lokalt//JJ|POS|NEU|SIN|IND|NOM//amod//39 utvecklingsavtal//NN|NEU|SIN|IND|NOM//conj//33 ://MID//punct//22
Inledande bestämmelser;en//DT|UTR|SIN|IND//det//42 överenskommelse//NN|UTR|SIN|IND|NOM//appos//22 mellan//PP//case//44 staten//NN|UTR|SIN|DEF|NOM//nmod//42 och//KN//cc//47 en//DT|UTR|SIN|IND//det//47 kommun//NN|UTR|SIN|IND|NOM//conj//44 som//HP|-|-|-//nsubj//49 syftar//VB|PRS|AKT//acl:relcl//47 till//PP//mark//52 att//IE//mark//52 klargöra//VB|INF|AKT//advcl//49 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//52 för//PP//mark//59 att//IE//mark//59 på//PP//case//58 lokal//JJ|POS|UTR|SIN|IND|NOM//amod//58 nivå//NN|UTR|SIN|IND|NOM//obl//59 bedriva//VB|INF|AKT//advcl//52 ett//DT|NEU|SIN|IND//det//63 gemensamt//AB|POS//advmod//62 urbant//JJ|POS|NEU|SIN|IND|NOM//amod//63 utvecklingsarbete//NN|NEU|SIN|IND|NOM//obj//59 ,//MID//punct//66 lokalt//JJ|POS|NEU|SIN|IND|NOM//amod//66 partnerskap//NN|NEU|SIN|IND|NOM//conj//63 ://MID//punct//42
Inledande bestämmelser;samverkan//NN|UTR|SIN|IND|NOM//appos//42 mellan//PP//case//71 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 aktörer//NN|UTR|PLU|IND|NOM//nmod//68 för//PP//mark//74 att//IE//mark//74 genomföra//VB|INF|AKT//acl//68 det//DT|NEU|SIN|DEF//det//77 urbana//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//77 utvecklingsarbetet//NN|NEU|SIN|DEF|NOM//obj//74 i//PP//case//79 syfte//NN|NEU|SIN|IND|NOM//obl//74 att//IE//mark//81 åstadkomma//VB|INF|AKT//acl//68 en//DT|UTR|SIN|IND//det//84 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//84 användning//NN|UTR|SIN|IND|NOM//obj//81 av//PP//case//87 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//87 resurser//NN|UTR|PLU|IND|NOM//nmod//84 för//PP//mark//90 att//IE//mark//90 minska//VB|INF|AKT//advcl//81 utanförskap//NN|NEU|SIN|IND|NOM//obj//90 i//PP//case//93 stadsdelarna//NN|UTR|PLU|DEF|NOM//obl//90 ,//MID//punct//97 och//KN//cc//97 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 stadsdelsplaner//NN|UTR|PLU|IND|NOM//conj//68 ://MID//punct//97
Inledande bestämmelser;de//DT|UTR/NEU|PLU|DEF//det//101 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 partnerskapens//NN|NEU|PLU|DEF|GEN//nmod:poss//102 styrdokument//NN|NEU|SIN|IND|NOM//appos//97 för//PP//case//104 utvecklingsarbetet//NN|NEU|SIN|DEF|NOM//nmod//102 i//PP//case//106 stadsdelarna//NN|UTR|PLU|DEF|NOM//nmod//104 .//MAD//punct//97
Inledande bestämmelser;minoritetssamråd//NN|NEU|SIN|IND|NOM//conj//68 ://MID//punct//108
Inledande bestämmelser;de//DT|UTR/NEU|PLU|DEF//det//111 möjligheter//NN|UTR|PLU|IND|NOM//conj//68 till//PP//case//113 inflytande//NN|NEU|SIN|IND|NOM//nmod//111 och//KN//cc//115 samråd//NN|NEU|SIN|IND|NOM//conj//113 som//HP|-|-|-//case//117 tillkommer//VB|PRS|AKT//nmod//111 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//119 minoriteter//NN|UTR|PLU|IND|NOM//nmod//111 enligt//PP//case//122 5//RG|NOM//nummod//122 §//NN|AN//nmod//119 lagen//NN|UTR|SIN|DEF|NOM//nmod//111 om//PP//case//126 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//126 minoriteter//NN|UTR|PLU|IND|NOM//nmod//123 .//MAD//punct//5

Lokala utvecklingsavtal;3//RG|NOM//nummod//1 §//NN|AN//ROOT//1
Lokala utvecklingsavtal;I//PP//case//3 ett//DT|NEU|SIN|IND//det//3 lokalt//JJ|POS|NEU|SIN|IND|NOM//amod//3 utvecklingsavtal//NN|NEU|SIN|IND|NOM//obl//4 anges//VB|PRS|SFO//ROOT//4 dels//KN//advmod//9 vilken//HD|UTR|SIN|IND//det//9 eller//KN//fixed//6 vilka//HD|UTR/NEU|PLU|IND//det//9 stadsdelar//NN|UTR|PLU|IND|NOM//nsubj:pass//4 som//HP|-|-|-//nsubj:pass//11 omfattas//VB|PRS|SFO//acl:relcl//9 av//PP//case//15 det//DT|NEU|SIN|DEF//det//15 urbana//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 utvecklingsarbetet//NN|NEU|SIN|DEF|NOM//obl:agent//11 ,//MID//punct//21 dels//KN//advmod//21 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 och//KN//cc//20 kommunens//NN|UTR|SIN|DEF|GEN//conj//18 åtgärder//NN|UTR|PLU|IND|NOM//appos//9 i//PP//case//25 fråga//NN|UTR|SIN|IND|NOM//fixed//22 om//PP//fixed//22 1//RG|NOM//nmod//21 .//MAD//punct//9
Lokala utvecklingsavtal;lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 partnerskap//NN|NEU|PLU|IND|NOM//appos//9 ,//MID//punct//28 2//RG|NOM//nummod//28 .//MAD//punct//9
Lokala utvecklingsavtal;strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 stadsdelsplaner//NN|UTR|PLU|IND|NOM//appos//9 ,//MID//punct//33 3//RG|NOM//nummod//33 .//MAD//punct//9
Lokala utvecklingsavtal;samverkansöverenskommelser//NN|UTR|PLU|IND|NOM//appos//9 ,//MID//punct//9

SOU 2010: Författningsförslag;5//RG|NOM//nummod//1 §//NN|AN//ROOT//1
SOU 2010: Författningsförslag;De//DT|UTR/NEU|PLU|DEF//det//2 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 partnerskapen//NN|NEU|PLU|DEF|NOM//nsubj//4 ska//VB|PRS|AKT//aux//4 samordna//VB|INF|AKT//ROOT//4 sitt//PS|NEU|SIN|DEF//nmod:poss//6 arbete//NN|NEU|SIN|IND|NOM//obj//4 med//PP//case//10 det//DT|NEU|SIN|DEF//det//10 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 tillväxtarbetet//NN|NEU|SIN|DEF|NOM//obl//4 enligt//PP//case//12 förordningen//NN|UTR|SIN|DEF|NOM//nmod//10 (//PAD//punct//14 2007:713//RG|NOM//appos//12 )//PAD//punct//14 om//PP//case//18 regionalt//JJ|POS|NEU|SIN|IND|NOM//amod//18 tillväxtarbete//NN|NEU|SIN|IND|NOM//nmod//12 och//KN//cc//21 ska//VB|PRS|AKT//aux//21 bedriva//VB|INF|AKT//conj//4 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//21 i//PP//case//24 samråd//NN|NEU|SIN|IND|NOM//obl//21 med//PP//case//26 aktörer//NN|UTR|PLU|IND|NOM//nmod//24 på//PP//case//29 regional//JJ|POS|UTR|SIN|IND|NOM//amod//29 nivå//NN|UTR|SIN|IND|NOM//nmod//26 .//MID//punct//4
SOU 2010: Författningsförslag;De//DT|UTR/NEU|PLU|DEF//det//33 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 partnerskapen//NN|NEU|PLU|DEF|NOM//nsubj//35 ska//VB|PRS|AKT//aux//35 verka//VB|INF|AKT//parataxis//4 för//PP//case//39 en//DT|UTR|SIN|IND//det//39 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//39 användning//NN|UTR|SIN|IND|NOM//obl//35 av//PP//case//41 resurser//NN|UTR|PLU|IND|NOM//nmod//39 från//PP//case//45 de//DT|UTR/NEU|PLU|DEF//det//45 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 strukturfonderna//NN|UTR|PLU|DEF|NOM//nmod//41 i//PP//case//50 fråga//NN|UTR|SIN|IND|NOM//fixed//46 om//PP//case//50 urbant//JJ|POS|NEU|SIN|IND|NOM//amod//50 utvecklingsarbete//NN|NEU|SIN|IND|NOM//nmod//45 .//MAD//punct//4

Strategiska stadsdelsplaner;6//RG|NOM//nummod//1 §//NN|AN//nmod//3 7//RG|NOM//nummod//3 §//NN|AN//ROOT//3
Strategiska stadsdelsplaner;De//DT|UTR/NEU|PLU|DEF//det//2 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 stadsdelsplanerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//4 ska//VB|PRS|AKT//aux//4 upprättas//VB|INF|SFO//ROOT//4 med//PP//case//6 beaktande//NN|NEU|SIN|IND|NOM//obl//4 av//PP//case//9 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//9 översiktsplanering//NN|UTR|SIN|IND|NOM//nmod//6 ,//MID//punct//12 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 utvecklingsprogram//NN|NEU|PLU|IND|NOM//conj//9 ,//MID//punct//14 strukturfondsprogram//NN|NEU|PLU|IND|NOM//conj//9 och//KN//cc//18 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 dokument//NN|NEU|PLU|IND|NOM//conj//9 .//MAD//punct//4
Strategiska stadsdelsplaner;8//RG|NOM//nummod//21 §//NN|AN//appos//4
Strategiska stadsdelsplaner;En//DT|UTR|SIN|IND//det//2 strategisk//JJ|POS|UTR|SIN|IND|NOM//amod//2 stadsdelsplan//NN|UTR|SIN|IND|NOM//nsubj//4 ska//VB|PRS|AKT//aux//4 innehålla//VB|INF|AKT//ROOT//4 1//RG|NOM//nummod//4 .//MAD//punct//4
Strategiska stadsdelsplaner;en//DT|UTR|SIN|IND//det//8 lägesbeskrivning//NN|UTR|SIN|IND|NOM//obj//4 utifrån//PP//case//15 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 ,//MID//punct//10 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 och//KN//cc//14 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//12 aspekter//NN|UTR|PLU|IND|NOM//nmod//8 ,//MID//punct//8 2//RG|NOM//nummod//8 .//MAD//punct//8
Strategiska stadsdelsplaner;en//DT|UTR|SIN|IND//det//20 analys//NN|UTR|SIN|IND|NOM//conj//8 av//PP//case//23 stadsdelens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 förutsättningar//NN|UTR|PLU|IND|NOM//nmod//20 och//KN//cc//25 utvecklingsmöjligheter//NN|UTR|PLU|IND|NOM//conj//23 ,//MID//punct//20 3//RG|NOM//nummod//20 .//MID//punct//20
Strategiska stadsdelsplaner;direkt//AB|POS//advmod//30 uppföljningsbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 mål//NN|NEU|PLU|IND|NOM//nmod//20 för//PP//case//34 stadsdelens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 utveckling//NN|UTR|SIN|IND|NOM//nmod//31 i//PP//case//38 fråga//NN|UTR|SIN|IND|NOM//fixed//35 om//PP//fixed//35 arbete//NN|NEU|SIN|IND|NOM//nmod//34 ,//MID//punct//40 utbildning//NN|UTR|SIN|IND|NOM//conj//38 ,//MID//punct//42 trygghet//NN|UTR|SIN|IND|NOM//conj//38 och//KN//cc//44 tillväxt//NN|UTR|SIN|IND|NOM//conj//38 ,//MID//punct//31 4//RG|NOM//nummod//31 .//MAD//punct//4
Strategiska stadsdelsplaner;en//DT|UTR|SIN|IND//det//49 strategi//NN|UTR|SIN|IND|NOM//conj//4 för//PP//case//53 det//DT|NEU|SIN|DEF//det//53 urbana//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 utvecklingsarbetet//NN|NEU|SIN|DEF|NOM//nmod//49 ,//MID//punct//55 4//RG|NOM//conj//53 .//MAD//punct//4
Strategiska stadsdelsplaner;en//DT|UTR|SIN|IND//det//58 strategi//NN|UTR|SIN|IND|NOM//conj//4 för//PP//case//62 det//DT|NEU|SIN|DEF//det//62 urbana//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 utvecklingsarbetet//NN|NEU|SIN|DEF|NOM//nmod//58 ,//MID//punct//65 med//PP//case//65 planer//NN|UTR|PLU|IND|NOM//conj//58 för//PP//case//67 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//65 av//PP//case//70 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//70 minoritetspolitik//NN|UTR|SIN|IND|NOM//nmod//67 .//MAD//punct//4
Strategiska stadsdelsplaner;5//RG|NOM//dep//4 .//MAD//punct//4
Strategiska stadsdelsplaner;en//DT|UTR|SIN|IND//det//75 förteckning//NN|UTR|SIN|IND|NOM//obj//4 över//PP//case//77 insatser//NN|UTR|PLU|IND|NOM//nmod//75 som//HP|-|-|-//nsubj:pass//79 förutses//VB|PRS|SFO//acl:relcl//77 leda//VB|INF|AKT//xcomp//79 till//PP//case//82 måluppfyllelse//NN|UTR|SIN|IND|NOM//obl//80 ,//MID//punct//82 6//RG|NOM//conj//82 .//MAD//punct//75
Strategiska stadsdelsplaner;en//DT|UTR|SIN|IND//det//87 beskrivning//NN|UTR|SIN|IND|NOM//appos//75 av//PP//case//90 planerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//90 uppföljningsinsatser//NN|UTR|PLU|IND|NOM//nmod//87 ,//MID//punct//87 7//RG|NOM//nummod//87 .//MAD//punct//75
Strategiska stadsdelsplaner;en//DT|UTR|SIN|IND//det//95 beskrivning//NN|UTR|SIN|IND|NOM//appos//75 av//PP//case//98 planerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//98 utvärderingsinsatser//NN|UTR|PLU|IND|NOM//nmod//95 ,//MID//punct//75 och//KN//cc//101 8//RG|NOM//conj//75 .//MID//punct//4
Strategiska stadsdelsplaner;en//DT|UTR|SIN|IND//det//104 beskrivning//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//107 planerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//107 insatser//NN|UTR|PLU|IND|NOM//nmod//104 för//PP//mark//110 att//IE//mark//110 sprida//VB|INF|AKT//acl//104 erfarenheter//NN|UTR|PLU|IND|NOM//obj//110 och//KN//cc//113 kunskaper//NN|UTR|PLU|IND|NOM//conj//111 och//KN//cc//115 återföra//VB|INF|AKT//conj//110 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//115 till//PP//case//118 verksamheterna//NN|UTR|PLU|DEF|NOM//obl//115 .//MAD//punct//104
Strategiska stadsdelsplaner;9//RG|NOM//nummod//121 §//NN|AN//nmod//104
Strategiska stadsdelsplaner;De//DT|UTR/NEU|PLU|DEF//det//2 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 stadsdelsplanerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//5 ska//VB|PRS|AKT//aux//5 årligen//AB//advmod//5 revideras//VB|INF|SFO//ROOT//5 utifrån//PP//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 erfarenheter//NN|UTR|PLU|IND|NOM//obl//5 och//KN//cc//10 kunskaper//NN|UTR|PLU|IND|NOM//conj//8 som//HP|-|-|-//nsubj//12 finns//VB|PRS|SFO//acl:relcl//10 om//PP//case//16 det//DT|NEU|SIN|DEF//det//16 urbana//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 utvecklingsarbetet//NN|NEU|SIN|DEF|NOM//obl//12 i//PP//case//18 syfte//NN|NEU|SIN|IND|NOM//nmod//16 att//IE//mark//21 kontinuerligt//AB|POS//advmod//21 höja//VB|INF|AKT//acl//16 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//21 på//PP//case//24 arbetet//NN|NEU|SIN|DEF|NOM//obl//21 .//MAD//punct//5

Statliga myndigheters roll och ansvar;10//RG|NOM//nummod//1 §//NN|AN//ROOT//1
