Till statsrådet Maj-Inger Klingvall ;"Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 18//RG|NOM//nummod//4 december//NN|UTR|SIN|IND|NOM//obl//6 1997//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 statsrådet//NN|NEU|SIN|DEF|NOM//obj//6 Maj-Inger//PM|NOM//nsubj//6 Klingvall//PM|NOM//flat:name//9 att//IE//mark//12 utse//VB|INF|AKT//acl//9 en//DT|UTR|SIN|IND//det//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//17 uppdrag//NN|NEU|SIN|IND|NOM//obl//12 att//IE//mark//19 lämna//VB|INF|AKT//acl//17 förslag//NN|NEU|SIN|IND|NOM//obj//19 till//PP//case//22 konstruktion//NN|UTR|SIN|IND|NOM//nmod//20 av//PP//case//25 övergångsvis//AB//amod//25 garantipension//NN|UTR|SIN|IND|NOM//nmod//22 för//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 ålderspensionärer//NN|UTR|PLU|IND|NOM//obl//19 som//HP|-|-|-//nsubj:pass//33 inte//AB//advmod//33 kommer//VB|PRS|AKT//aux//33 att//IE//mark//33 omfattas//VB|INF|SFO//acl:relcl//28 av//PP//case//35 regelsystemet//NN|NEU|SIN|DEF|NOM//obl//33 för//PP//case//37 garantipension//NN|UTR|SIN|IND|NOM//nmod//35 inom//PP//case//41 den//DT|UTR|SIN|DEF//det//41 reformerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//41 ålderspensioneringen//NN|UTR|SIN|DEF|NOM//nmod//37 ;//MID//punct//6"
18 Författningsförslag / 2 kap. Försäkringstid;Därvid//AB//advmod//70 skall//VB|PRS|AKT//aux//70 en//DT|UTR|SIN|IND//det//65 så//AB//advmod//64 stor//JJ|POS|UTR|SIN|IND|NOM//amod//65 andel//NN|UTR|SIN|IND|NOM//nsubj:pass//70 av//PP//case//67 tiden//NN|UTR|SIN|DEF|NOM//nmod//65 i//PP//case//69 hemlandet//NN|NEU|SIN|DEF|NOM//nmod//67 tillgodoräknas//VB|PRS|SFO//parataxis//24 som//HP|-|-|-//nsubj//72 svarar//VB|PRS|AKT//acl:relcl//70 mot//PP//case//74 förhållandet//NN|NEU|SIN|DEF|NOM//obl//72 mellan//PP//case//77 den//DT|UTR|SIN|DEF//det//77 tid//NN|UTR|SIN|IND|NOM//nmod//74 under//PP//case//79 vilken//HP|UTR|SIN|IND//det//81 den//DT|UTR|SIN|DEF//det//81 pensionssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//74 har//VB|PRS|AKT//aux//84 varit//VB|SUP|AKT//cop//84 bosatt//JJ|POS|UTR|SIN|IND|NOM//conj//70 i//PP//case//86 Sverige//PM|NOM//obl//84 från//PP//case//90 den//DT|UTR|SIN|DEF//det//90 första//RO|NOM//amod//90 ankomsten//NN|UTR|SIN|DEF|NOM//obl//84 till//PP//case//92 landet//NN|NEU|SIN|DEF|NOM//nmod//90 till//AB//case//97 och//KN//fixed//93 med//AB//fixed//93 det//DT|NEU|SIN|DEF//det//97 kalenderår//NN|NEU|SIN|IND|NOM//obl//84 då//HA//mark//102 han//PN|UTR|SIN|DEF|SUB//nsubj//102 eller//KN//cc//101 hon//PN|UTR|SIN|DEF|SUB//conj//99 fyllde//VB|PRT|AKT//acl:relcl//97 64//RG|NOM//nummod//104 år//NN|NEU|PLU|IND|NOM//obj//102 och//KN//cc//107 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//107 tidsrymden//NN|UTR|SIN|DEF|NOM//conj//97 från//PP//case//109 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//107 att//SN//mark//115 den//DT|UTR|SIN|DEF//det//114 pensionssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//114 första//RO|NOM//amod//114 gången//NN|UTR|SIN|DEF|NOM//nsubj//115 kom//VB|PRT|AKT//acl//107 till//PP//case//117 landet//NN|NEU|SIN|DEF|NOM//obl//115 till//AB//case//122 och//KN//fixed//118 med//AB//fixed//118 det//DT|NEU|SIN|DEF//det//122 kalenderår//NN|NEU|SIN|IND|NOM//obl//115 då//HA//mark//127 han//PN|UTR|SIN|DEF|SUB//nsubj//127 eller//KN//cc//126 hon//PN|UTR|SIN|DEF|SUB//conj//124 fyllde//VB|PRT|AKT//acl:relcl//122 64//RG|NOM//nummod//129 år//NN|NEU|PLU|IND|NOM//obj//127 .//MAD//punct//70
18 Författningsförslag / 2 kap. Försäkringstid;Vid//PP//case//132 beräkningen//NN|UTR|SIN|DEF|NOM//obl//134 skall//VB|PRS|AKT//aux//134 bortses//VB|INF|SFO//conj//70 från//PP//case//136 tid//NN|UTR|SIN|IND|NOM//obl//134 för//PP//case//139 vilken//HP|UTR|SIN|IND//det//139 personen//NN|UTR|SIN|DEF|NOM//obl//134 ,//MID//punct//139 vid//PP//case//142 bosättning//NN|UTR|SIN|IND|NOM//nmod//139 i//PP//case//144 Sverige//PM|NOM//nmod//142 ,//MID//punct//146 har//VB|PRS|AKT//conj//134 rätt//NN|UTR|SIN|IND|NOM//obj//146 till//PP//case//149 pension//NN|UTR|SIN|IND|NOM//obl//146 från//PP//case//151 hemlandet//NN|NEU|SIN|DEF|NOM//obl//146 .//MAD//punct//70
18 Författningsförslag / 2 kap. Försäkringstid;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//2 har//VB|PRS|AKT//aux//2 beviljats//VB|SUP|SFO//ROOT//2 uppehållstillstånd//NN|NEU|SIN|IND|NOM//xcomp//2 med//PP//case//5 stöd//NN|NEU|SIN|IND|NOM//nmod//3 av//PP//case//9 3//RG|NOM//nummod//8 kap.//NN|AN//nmod//9 2//RG|NOM//nummod//12 eller//KN//cc//9 3//RG|NOM//nummod//9 §//NN|AN//nmod//13 utlänningslagen//NN|UTR|SIN|DEF|NOM//nmod//3 (//PAD//punct//13 1989:529//RG|NOM//appos//13 )//PAD//punct//13 skall//VB|PRS|AKT//aux//26 som//KN//mark//19 försäkringstid//NN|UTR|SIN|IND|NOM//nsubj:pass//26 för//PP//case//21 garantipension//NN|UTR|SIN|IND|NOM//nmod//19 och//KN//cc//23 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//21  //_SP////23 även//AB//advmod//26 tillgodoräknas//NN|UTR|PLU|DEF|GEN//conj//2 tid//NN|UTR|SIN|IND|NOM//obj//26 under//PP//case//29 vilken//HP|UTR|SIN|IND//obl//26 han//PN|UTR|SIN|DEF|SUB//nsubj//35 eller//KN//cc//32 hon//PN|UTR|SIN|DEF|SUB//conj//30 har//VB|PRS|AKT//aux//35 varit//VB|SUP|AKT//cop//35 bosatt//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//29 i//PP//case//39 sitt//PS|NEU|SIN|DEF//nmod:poss//39 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 hemland//NN|NEU|SIN|IND|NOM//obl//35 från//PP//case//44 och//KN//fixed//40 med//PP//case//44 det//DT|NEU|SIN|DEF//det//44 kalenderår//NN|NEU|SIN|IND|NOM//obl//35 då//HA//mark//48 den//DT|UTR|SIN|DEF//det//47 pensionssökande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//48 fyllde//VB|PRT|AKT//acl:relcl//44 25//RG|NOM//nummod//50 år//NN|NEU|PLU|IND|NOM//obj//48 till//PP//case//52 tidpunkten//NN|UTR|SIN|DEF|NOM//obl//48 då//HA//mark//58 han//PN|UTR|SIN|DEF|SUB//nsubj//58 eller//KN//cc//56 hon//PN|UTR|SIN|DEF|SUB//conj//54 först//AB//advmod//58 ankom//VB|PRT|AKT//acl:relcl//52 till//PP//case//60 Sverige//PM|NOM//obl//58 .//MAD//punct//2
18 Författningsförslag / 2 kap. Försäkringstid;Därvid//AB//advmod//72 skall//VB|PRS|AKT//aux//72 en//DT|UTR|SIN|IND//det//67 så//AB//advmod//66 stor//JJ|POS|UTR|SIN|IND|NOM//amod//67 andel//NN|UTR|SIN|IND|NOM//nsubj:pass//72 av//PP//case//69 tiden//NN|UTR|SIN|DEF|NOM//nmod//67 i//PP//case//71 hemlandet//NN|NEU|SIN|DEF|NOM//nmod//69 tillgodoräknas//VB|PRS|SFO//parataxis//2 som//HP|-|-|-//nsubj//74 svarar//VB|PRS|AKT//acl:relcl//72 mot//PP//case//76 förhållandet//NN|NEU|SIN|DEF|NOM//obl//74 mellan//PP//case//79 den//DT|UTR|SIN|DEF//det//79 tid//NN|UTR|SIN|IND|NOM//nmod//76 under//PP//case//81 vilken//HP|UTR|SIN|IND//det//83 den//DT|UTR|SIN|DEF//det//83 pensionssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//76 har//VB|PRS|AKT//aux//86 varit//VB|SUP|AKT//cop//86 bosatt//JJ|POS|UTR|SIN|IND|NOM//conj//72 i//PP//case//88 Sverige//PM|NOM//obl//86 från//PP//case//92 den//DT|UTR|SIN|DEF//det//92 första//RO|NOM//amod//92 ankomsten//NN|UTR|SIN|DEF|NOM//obl//86 till//PP//case//94 landet//NN|NEU|SIN|DEF|NOM//nmod//92 till//AB//case//99 och//KN//fixed//95 med//AB//fixed//95 det//DT|NEU|SIN|DEF//det//99 kalenderår//NN|NEU|SIN|IND|NOM//obl//86 då//HA//mark//104 han//PN|UTR|SIN|DEF|SUB//nsubj//104 eller//KN//cc//103 hon//PN|UTR|SIN|DEF|SUB//conj//101 fyllde//VB|PRT|AKT//acl:relcl//99 64//RG|NOM//nummod//106 år//NN|NEU|PLU|IND|NOM//obj//104 och//KN//cc//109 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//109 tidsrymden//NN|UTR|SIN|DEF|NOM//conj//99 från//PP//case//111 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//109 att//SN//mark//117 den//DT|UTR|SIN|DEF//det//116 pensionssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//116 första//RO|NOM//amod//116 gången//NN|UTR|SIN|DEF|NOM//nsubj//117 kom//VB|PRT|AKT//acl//109 till//PP//case//119 landet//NN|NEU|SIN|DEF|NOM//obl//117 till//AB//case//124 och//KN//fixed//120 med//AB//fixed//120 det//DT|NEU|SIN|DEF//det//124 kalenderår//NN|NEU|SIN|IND|NOM//obl//117 då//HA//mark//129 han//PN|UTR|SIN|DEF|SUB//nsubj//129 eller//KN//cc//128 hon//PN|UTR|SIN|DEF|SUB//conj//126 fyllde//VB|PRT|AKT//acl:relcl//124 64//RG|NOM//nummod//131 år//NN|NEU|PLU|IND|NOM//obj//129 .//MAD//punct//72
18 Författningsförslag / 2 kap. Försäkringstid;Vid//PP//case//134 beräkningen//NN|UTR|SIN|DEF|NOM//obl//136 skall//VB|PRS|AKT//aux//136 bortses//VB|INF|SFO//conj//72 från//PP//case//138 tid//NN|UTR|SIN|IND|NOM//obl//136 för//PP//case//141 vilken//HP|UTR|SIN|IND//det//141 personen//NN|UTR|SIN|DEF|NOM//obl//136 ,//MID//punct//141 vid//PP//case//144 bosättning//NN|UTR|SIN|IND|NOM//nmod//141 i//PP//case//146 Sverige//PM|NOM//nmod//144 ,//MID//punct//148 har//VB|PRS|AKT//conj//136 rätt//NN|UTR|SIN|IND|NOM//obj//148 till//PP//case//151 pension//NN|UTR|SIN|IND|NOM//obl//148 från//PP//case//153 hemlandet//NN|NEU|SIN|DEF|NOM//obl//148 .//MAD//punct//72
18 Författningsförslag / 2 kap. Försäkringstid;Med//PP//case//1 tid//NN|UTR|SIN|IND|NOM//obl//5 i//PP//case//3 hemlandet//NN|NEU|SIN|DEF|NOM//nmod//1 skall//VB|PRS|AKT//aux//5 likställas//VB|INF|SFO//ROOT//5 tid//NN|UTR|SIN|IND|NOM//nsubj:pass//5 då//HA//mark//9 den//DT|UTR|SIN|DEF//det//9 pensionssökande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//5 före//PP//case//13 den//DT|UTR|SIN|DEF//det//13 första//RO|NOM//amod//13 ankomsten//NN|UTR|SIN|DEF|NOM//obl//9 till//PP//case//15 Sverige//PM|NOM//nmod//13 har//VB|PRS|AKT//aux//17 befunnit//VB|SUP|AKT//conj//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//17 i//PP//case//22 ett//DT|NEU|SIN|IND//det//22 annat//JJ|POS|NEU|SIN|IND|NOM//amod//22 land//NN|NEU|SIN|IND|NOM//obl//17 där//HA//advmod//28 han//PN|UTR|SIN|DEF|SUB//nsubj//28 eller//KN//cc//26 hon//PN|UTR|SIN|DEF|SUB//conj//24 har//VB|PRS|AKT//aux//28 beretts//VB|SUP|SFO//acl:relcl//22 en//DT|UTR|SIN|IND//det//31 tillfällig//JJ|POS|UTR|SIN|IND|NOM//amod//31 fristad//NN|UTR|SIN|IND|NOM//obj//28 .//MAD//punct//5
18 Författningsförslag / 2 kap. Försäkringstid;4//RG|NOM//nummod//34 §//NN|AN//appos//5
18 Författningsförslag / 2 kap. Försäkringstid;En//DT|UTR|SIN|IND//det//2 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//2 medborgare//NN|UTR|SIN|IND|NOM//nsubj:pass//25 som//HP|-|-|-//nsubj//9 av//PP//case//6 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 kyrkan//NN|UTR|SIN|DEF|NOM//obl//9 har//VB|PRS|AKT//aux//9 varit//VB|SUP|AKT//cop//9 sänd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//2 till//PP//case//13 ett//DT|NEU|SIN|IND//det//13 annat//JJ|POS|NEU|SIN|IND|NOM//amod//13 land//NN|NEU|SIN|IND|NOM//obl//9 för//PP//case//15 arbete//NN|NEU|SIN|IND|NOM//nmod//13 för//PP//case//18 arbetsgivarens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 räkning//NN|UTR|SIN|IND|NOM//obl//9 skall//VB|PRS|AKT//aux//25 som//KN//case//21 försäkringstid//NN|UTR|SIN|IND|NOM//obl//25 för//PP//case//23 garantipension//NN|UTR|SIN|IND|NOM//nmod//21 även//AB//advmod//25 tillgodoräknas//VB|PRS|SFO//ROOT//25 denna//DT|UTR|SIN|DEF//det//27 tid//NN|UTR|SIN|IND|NOM//nsubj:pass//25 ,//MID//punct//27 dock//KN//advmod//32 längst//AB|SUV//advmod//31 tre//RG|NOM//nummod//32 år//NN|NEU|PLU|IND|NOM//appos//27 i//PP//advmod//25 följd//NN|UTR|SIN|IND|NOM//fixed//33 .//MAD//punct//25
18 Författningsförslag / 2 kap. Försäkringstid;Det-//AB|AN//nsubj:pass//25
18 Författningsförslag / 2 kap. Försäkringstid;En//DT|UTR|SIN|IND//det//2 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//2 medborgare//NN|UTR|SIN|IND|NOM//nsubj:pass//28 som//HP|-|-|-//nsubj//9 av//PP//case//6 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 kyrkan//NN|UTR|SIN|DEF|NOM//obl//9 har//VB|PRS|AKT//aux//9 varit//VB|SUP|AKT//cop//9 sänd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//2 till//PP//case//13 ett//DT|NEU|SIN|IND//det//13 annat//JJ|POS|NEU|SIN|IND|NOM//amod//13 land//NN|NEU|SIN|IND|NOM//obl//9 för//PP//case//15 arbete//NN|NEU|SIN|IND|NOM//nmod//13 för//PP//case//18 arbetsgivarens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 räkning//NN|UTR|SIN|IND|NOM//obl//9 skall//VB|PRS|AKT//aux//28 som//KN//case//21 försäkringstid//NN|UTR|SIN|IND|NOM//obl//19 för//PP//case//23 garantipension//NN|UTR|SIN|IND|NOM//nmod//21 och//KN//cc//25 bosättningstillägg//NN|NEU|SIN|IND|NOM//conj//23  //_SP////25 även//AB//advmod//28 tillgodoräknas//VB|PRS|SFO//ROOT//28 denna//DT|UTR|SIN|DEF//det//30 tid//NN|UTR|SIN|IND|NOM//nsubj:pass//28 ,//MID//punct//30 dock//AB//advmod//34 samma//DT|UTR/NEU|SIN/PLU|IND//nsubj//34 gäller//VB|PRS|AKT//appos//30 för//PP//case//38 en//DT|UTR|SIN|IND//det//38 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//38 medborgare//NN|UTR|SIN|IND|NOM//obl//34 som//HP|-|-|-//nsubj//42 har//VB|PRS|AKT//aux//42 varit//VB|SUP|AKT//cop//42 utsänd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//38 av//PP//case//47 ett//DT|NEU|SIN|IND//det//47 annat//JJ|POS|NEU|SIN|IND|NOM//amod//47 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//47 trossamfund//NN|NEU|SIN|IND|NOM//obl:agent//42 ,//MID//punct//50 ett//DT|NEU|SIN|IND//det//50 organ//NN|NEU|SIN|IND|NOM//conj//47 som//HP|-|-|-//nsubj//53 är//VB|PRS|AKT//cop//53 knutet//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//50 till//PP//case//57 ett//DT|NEU|SIN|IND//det//57 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//57 samfund//NN|NEU|SIN|IND|NOM//obl//53 eller//KN//cc//62 en//DT|UTR|SIN|IND//det//62 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//62 ideell//JJ|POS|UTR|SIN|IND|NOM//amod//62 organisation//NN|UTR|SIN|IND|NOM//conj//57 som//HP|-|-|-//nsubj//64 bedriver//VB|PRS|AKT//acl:relcl//62 biståndsverksamhet//NN|UTR|SIN|IND|NOM//obj//64 .//MAD//punct//28
18 Författningsförslag / 2 kap. Försäkringstid;Vid//PP//case//68 beräkningen//NN|UTR|SIN|DEF|NOM//obl//70 skall//VB|PRS|AKT//aux//70 bortses//VB|INF|SFO//parataxis//28 från//PP//case//72 tid//NN|UTR|SIN|IND|NOM//obl//70 för//PP//mark//76 vilken//HP|UTR|SIN|IND//obj//76 den//DT|UTR|SIN|DEF//nsubj//76 utsände//PC|PRF|MAS|SIN|DEF|NOM//advcl//70 ,//MID//punct//79 vid//PP//case//79 bosättning//NN|UTR|SIN|IND|NOM//obl//76 i//PP//case//81 Sverige//PM|NOM//nmod//79 ,//MID//punct//83 har//VB|PRS|AKT//conj//70 rätt//NN|UTR|SIN|IND|NOM//obj//83 till//PP//case//87 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//87 pension//NN|UTR|SIN|IND|NOM//obl//83 från//PP//case//91 det//DT|NEU|SIN|DEF//det//91 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//91 landet//NN|NEU|SIN|DEF|NOM//obl//83 som//HP|-|-|-//nsubj//101 inte//AB//advmod//101 enligt//PP//case//99 3//RG|NOM//nummod//96 kap.//NN|AN//nmod//97 3//RG|NOM//nummod//99  //_SP////97 §//NN|AN//obl//101 skall//VB|PRS|AKT//aux//101 ligga//VB|INF|AKT//acl:relcl//91 till//PP//case//105 grund//NN|UTR|SIN|IND|NOM//fixed//102 för//PP//fixed//102 beräkning//NN|UTR|SIN|IND|NOM//obl//101 av//PP//case//107 garantipension//NN|UTR|SIN|IND|NOM//nmod//105 .//MAD//punct//70
18 Författningsförslag / 2 kap. Försäkringstid;längst//AB|SUV//advmod//110 tre//RG|NOM//nummod//111 år//NN|NEU|PLU|IND|NOM//obl//70 i//PP//advmod//70 följd//NN|UTR|SIN|IND|NOM//fixed//112 .//MAD//punct//70
18 Författningsförslag / 2 kap. Försäkringstid;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//116 gäller//VB|PRS|AKT//parataxis//70 för//PP//case//120 en//DT|UTR|SIN|IND//det//120 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//120 medborgare//NN|UTR|SIN|IND|NOM//obl//116 som//HP|-|-|-//nsubj//124 har//VB|PRS|AKT//aux//124 varit//VB|SUP|AKT//cop//124 utsänd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//120 av//PP//case//129 ett//DT|NEU|SIN|IND//det//129 annat//JJ|POS|NEU|SIN|IND|NOM//amod//129 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//129 trossamfund//NN|NEU|SIN|IND|NOM//obl:agent//124 ,//MID//punct//132 ett//DT|NEU|SIN|IND//det//132 organ//NN|NEU|SIN|IND|NOM//conj//129 som//HP|-|-|-//nsubj//135 är//VB|PRS|AKT//cop//135 knutet//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//132 till//PP//case//139 ett//DT|NEU|SIN|IND//det//139 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//139 samfund//NN|NEU|SIN|IND|NOM//obl//135 eller//KN//cc//144 en//DT|UTR|SIN|IND//det//144 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//144 ideell//JJ|POS|UTR|SIN|IND|NOM//amod//144 organisation//NN|UTR|SIN|IND|NOM//conj//139 som//HP|-|-|-//nsubj//146 bedriver//VB|PRS|AKT//acl:relcl//144 biståndsverksamhet//NN|UTR|SIN|IND|NOM//obj//146 .//MAD//punct//70
18 Författningsförslag / 2 kap. Försäkringstid;Vid//PP//case//150 beräkningen//NN|UTR|SIN|DEF|NOM//obl//152 skall//VB|PRS|AKT//aux//152 bortses//VB|INF|SFO//conj//70 från//PP//case//154 tid//NN|UTR|SIN|IND|NOM//obl//152 för//PP//mark//158 vilken//HP|UTR|SIN|IND//obj//158 den//DT|UTR|SIN|DEF//nsubj//158 utsände//PC|PRF|MAS|SIN|DEF|NOM//advcl//152 ,//MID//punct//161 vid//PP//case//161 bosättning//NN|UTR|SIN|IND|NOM//obl//158 i//PP//case//163 Sverige//PM|NOM//nmod//161 ,//MID//punct//165 har//VB|PRS|AKT//conj//28 rätt//NN|UTR|SIN|IND|NOM//obj//165 till//PP//case//169 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//169 pension//NN|UTR|SIN|IND|NOM//obl//165 från//PP//case//173 det//DT|NEU|SIN|DEF//det//173 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//173 landet//NN|NEU|SIN|DEF|NOM//obl//165 som//HP|-|-|-//nsubj//180 inte//AB//advmod//180 enligt//PP//case//178 3//RG|NOM//nummod//178 kap.//NN|AN//nmod//180 4//RG|NOM//nummod//180 §//NN|AN//acl:relcl//173 eller//KN//cc//180 12//RG|NOM//nummod//180  //_SP////182 §//NN|AN//nsubj//186 skall//VB|PRS|AKT//aux//186 ligga//VB|INF|AKT//conj//28 till//PP//case//190 grund//NN|UTR|SIN|IND|NOM//fixed//187 för//PP//fixed//187 beräkning//NN|UTR|SIN|IND|NOM//obl//186 av//PP//case//192 garantipension//NN|UTR|SIN|IND|NOM//nmod//190 .//MAD//punct//186
18 Författningsförslag / 2 kap. Försäkringstid;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//3 första//RO|NOM//amod//3 stycket//NN|NEU|SIN|DEF|NOM//nmod//0 gäller//VB|PRS|AKT//ROOT//4 även//AB//advmod//4 medföljande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 make//NN|UTR|SIN|IND|NOM//obj//4 och//KN//cc//9 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//7 som//HP|-|-|-//case//15 enligt//PP//case//13 1//RG|NOM//nummod//13 kap.//NN|AN//nmod//15 4//RG|NOM//nummod//15 §//NN|AN//acl:relcl//9 under//PP//case//17 utsändningstiden//NN|UTR|SIN|DEF|NOM//nmod//15 var//VB|PRT|AKT//cop//20 att//IE//mark//20 likställa//VB|INF|AKT//xcomp//4 med//PP//case//22 make//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//20
18 Författningsförslag / 2 kap. Försäkringstid;6//RG|NOM//nummod//25 §//NN|AN//appos//20
18 Författningsförslag / 2 kap. Försäkringstid;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//28 som//HP|-|-|-//nsubj//5 omedelbart//AB|POS//advmod//5 före//PP//case//5 den//DT|UTR|SIN|DEF//det//5 kalendermånad//NN|UTR|SIN|IND|NOM//acl:relcl//0 då//HA//mark//10 han//PN|UTR|SIN|DEF|SUB//nsubj//10 eller//KN//cc//9 hon//PN|UTR|SIN|DEF|SUB//conj//7 fyllde//VB|PRT|AKT//acl:relcl//5 65//RG|NOM//nummod//12 år//NN|NEU|PLU|IND|NOM//obj//10 uppbar//VB|PRT|AKT//amod//15 hel//JJ|POS|UTR|SIN|IND|NOM//amod//15 förtidspension//NN|UTR|SIN|IND|NOM//obj//10 eller//KN//cc//19 hel//JJ|POS|UTR|SIN|IND|NOM//amod//19 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//19 efterlevandepension//NN|UTR|SIN|IND|NOM//conj//15 enligt//PP//case//21 lagen//NN|UTR|SIN|DEF|NOM//nmod//19 (//PAD//punct//23 1962:381//RG|NOM//conj//21 )//PAD//punct//23 om//PP//case//27 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//27 försäkring//NN|UTR|SIN|IND|NOM//conj//21 skall//VB|PRS|AKT//aux//45 ,//MID//punct//33 om//SN//mark//33 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 är//VB|PRS|AKT//cop//33 förmånligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//45 än//KN//case//36 en//DT|UTR|SIN|IND//det//36 beräkning//NN|UTR|SIN|IND|NOM//nmod//33 enligt1–5//RG|NOM//case//39 §//NN|AN//nmod//39 §//NN|AN//nmod//36 ,//MID//punct//39 som//KN//case//42 försäkringstid//NN|UTR|SIN|IND|NOM//obl//33 för//PP//case//44 garantipension//NN|UTR|SIN|IND|NOM//nmod//42 tillgodoräknas//VB|PRS|SFO//ROOT//45 den//DT|UTR|SIN|DEF//det//47 bosättningstid//NN|UTR|SIN|IND|NOM//nsubj:pass//45 som//HP|-|-|-//nsubj//49 legat//VB|SUP|AKT//acl:relcl//47 till//PP//case//53 grund//NN|UTR|SIN|IND|NOM//fixed//50 för//PP//fixed//50 beräkning//NN|UTR|SIN|IND|NOM//obl//49 av//PP//case//55 förtidspensionen//NN|UTR|SIN|DEF|NOM//nmod//53 eller//KN//cc//59 den//DT|UTR|SIN|DEF//det//59 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//59 efterlevandepensionen//NN|UTR|SIN|DEF|NOM//conj//53 .//MAD//punct//45
